mode,signal_column,sensor_cm,load_cm,mass,pred_relative_displacement,k_disp_vs_mass,c_disp_vs_mass
mass_to_displacement,s0017-2.chdata,55.0,100.0,6.386,-5.344500406828314,0.9086285039753017,-11.14700203321459
