mode,signal_column,sensor_cm,load_cm,input_relative_displacement,pred_mass,k_disp_vs_mass,c_disp_vs_mass
displacement_to_mass,dist_01.dist,80.0,85.0,-2.95,6.907667530764487,-0.39960050597467944,-0.189692559601647
displacement_to_mass,s0017-1.chdata,80.0,85.0,-2.95,10.301598941199698,2.4123559225305815,-27.80112321733786
displacement_to_mass,s0017-2.chdata,80.0,85.0,-2.95,8.715924688397607,0.9630267842344127,-11.343668924296871
displacement_to_mass,s0017-3.chdata,80.0,85.0,-2.95,17.76159445545587,-1.8631523040492173,30.142555633270405
