mode,signal_column,sensor_cm,load_cm,mass,pred_relative_displacement,k_disp_vs_mass,c_disp_vs_mass
mass_to_displacement,dist_01.dist,55.0,100.0,6.386,-1.8832015297210596,-0.24655846493846775,-0.30867917262400457
