time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:27:40.040",0.26569,0.20155,-0.39887,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.060",0.38264,0.05241,-0.04093,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.080",0.08928,0.0633,-1.34056,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.100",0.35483,0.04106,-0.59222,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.120",0.1599,0.07202,-0.98259,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.140",0.18518,0.09788,-1.00587,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.160",0.30027,-0.03907,-0.19277,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.180",0.09943,-0.09244,-0.87622,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.200",0.11784,-0.11978,0.24783,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.220",0.63941,-0.21233,-0.31078,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.240",0.27251,-0.26658,-0.17091,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.260",0.85233,-0.28929,0.54975,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.280",0.72645,-0.36445,-0.52756,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.300",0.25475,-0.1075,0.57422,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.320",0.81933,0.16789,-0.12383,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.340",-0.12937,0.12259,-0.21354,,,,,,,,,,,,,,,,,
="2026/04/02 16:27:40.360",0.0769,0.13896,0.67411,,,,,,,0.01525,0.11442,-1.6222,,,,,,,,
="2026/04/02 16:27:40.380",-0.17084,0.05368,-0.38612,,,,,,,-0.45563,-0.16077,-0.88536,,,,,,,,
="2026/04/02 16:27:40.400",-0.95571,0.05419,0.46621,,,,,,,-0.8481,-0.24831,-0.14614,,,,,,,,
="2026/04/02 16:27:40.420",-0.63068,0.07341,0.4059,,,,,,,-1.25629,-0.27318,0.41164,,,,,,,,
="2026/04/02 16:27:40.440",-1.30693,0.09915,0.14386,,,,,,,-1.03959,-0.56203,1.20053,,,,,,,,
="2026/04/02 16:27:40.460",-1.02046,0.09,1.084,,,,,,,-1.01678,-0.52779,1.34528,,,,,,,,
="2026/04/02 16:27:40.480",-0.63342,0.01184,-0.12667,,,,,,,-0.71048,-0.79798,1.8663,,,,,,,,
="2026/04/02 16:27:40.500",-1.38692,0.16401,1.33742,,,,,,,0.05894,-0.82593,2.14486,,,,,,,,
="2026/04/02 16:27:40.520",0.04824,0.1717,0.66144,,,,,,,0.20207,-0.31925,1.96171,,,,,,,,
="2026/04/02 16:27:40.540",-0.65664,0.2385,0.2503,,,,,,,0.95139,-0.22556,1.79251,,,,,,,,
="2026/04/02 16:27:40.560",-0.07419,0.18004,1.39764,,,,,,,1.0478,0.28736,1.0917,,,,,,,,
="2026/04/02 16:27:40.580",0.69591,-0.20927,-0.31513,,,,,,,1.12796,-0.04912,0.48695,,,,,,,,
="2026/04/02 16:27:40.600",-0.44122,-0.3636,0.28539,,,,,,,1.17771,-0.01791,0.06742,,,,,,,,
="2026/04/02 16:27:40.620",0.92646,-0.14523,0.09805,,,,,,,0.49293,0.21973,-1.09172,,,,,,,,
="2026/04/02 16:27:40.640",0.18004,0.07905,-1.09709,,,,,,,0.1808,0.02333,-1.30936,,,,,,,,
="2026/04/02 16:27:40.660",0.40874,0.21931,0.1482,,,,,,,-0.34616,0.39135,-1.36662,,,,,,,,
="2026/04/02 16:27:40.680",0.8191,0.16025,-1.32461,,,,,,,-1.03475,0.23808,-1.25304,,,,,,,,
="2026/04/02 16:27:40.700",-0.18122,0.09107,-1.01366,,,,,,,-0.95639,0.22221,-1.05323,,,,,,,,
="2026/04/02 16:27:40.720",0.83722,-0.01717,-0.5397,,,,,,,-1.4223,0.42372,-1.27919,,,,,,,,
="2026/04/02 16:27:40.740",0.03984,-0.02187,-1.3601,,,,,,,-1.04523,0.28119,-0.47652,,,,,,,,
="2026/04/02 16:27:40.760",0.11331,0.04275,0.08431,,,,,,,-0.8739,0.54337,-0.37249,,,,,,,,
="2026/04/02 16:27:40.780",1.13195,-0.05041,-1.11709,,,,,,,-0.44024,0.22921,-0.20945,,,,,,,,
="2026/04/02 16:27:40.800",-0.53252,-0.21847,-0.21679,,,,,,,0.39846,-0.02806,0.19968,,,,,,,,
="2026/04/02 16:27:40.820",1.1147,-0.45518,0.41545,,,,,,,0.55399,0.29285,0.18407,,,,,,,,
="2026/04/02 16:27:40.840",0.27572,-0.36781,-0.77303,,,,,,,1.04467,0.08456,0.36535,,,,,,,,
="2026/04/02 16:27:40.860",0.17558,-0.05914,0.91388,,,,,,,1.34762,0.3435,-0.0517,,,,,,,,
="2026/04/02 16:27:40.880",1.13685,-0.02118,0.11593,,,,,,,1.19415,-0.02002,0.02324,,,,,,,,
="2026/04/02 16:27:40.900",-0.35129,-0.10471,-0.06407,,,,,,,1.51085,0.06132,-0.21754,,,,,,,,
="2026/04/02 16:27:40.920",0.80212,-0.14155,0.63969,,,,,,,0.79508,0.13344,-0.03487,,,,,,,,
="2026/04/02 16:27:40.940",-0.30547,-0.09071,-0.49155,,,,,,,0.43935,-0.16136,-0.12521,,,,,,,,
="2026/04/02 16:27:40.960",-0.42247,0.0566,0.51943,,,,,,,-0.0986,-0.05303,-0.21714,,,,,,,,
="2026/04/02 16:27:40.980",-0.05307,0.12705,0.14833,,,,,,,-0.78084,-0.33922,0.00115,,,,,,,,
="2026/04/02 16:27:41.000",-1.41948,0.0981,-0.16711,,,,,,,-0.87575,-0.50312,0.24831,44.86192,,,,911.26135,,,
="2026/04/02 16:27:41.020",-0.40267,0.17434,0.94451,,,,,,,-1.49279,-0.47661,0.77456,24.53547,,,,920.12885,,,
="2026/04/02 16:27:41.040",-1.13442,0.22686,-0.55138,0.12719,-0.02434,-0.00382,,,,-1.32374,-0.56808,1.26548,6.36571,,,,922.52173,-1.92832,-0.21835,0.67476
="2026/04/02 16:27:41.060",-1.60438,0.24374,1.38531,0.08381,0.01421,-0.00771,,,,-0.87207,-0.0438,1.73274,0,,,,913.08447,-1.87539,-0.0208,0.15668
="2026/04/02 16:27:41.080",0.14401,0.13326,0.32378,0.00621,-0.01518,-0.0703,,,,-0.85831,0.08203,1.84805,0,,,,895.25763,-2.07518,-0.16112,0.68654
="2026/04/02 16:27:41.100",-1.58368,0.13675,0.58482,0.18722,0.06877,-0.04203,,,,-0.04242,-0.10554,1.66354,0,,,,875.01062,-0.97804,0.05587,0.15971
="2026/04/02 16:27:41.120",0.22834,-0.07855,1.2002,0.30868,0.03926,0.02173,,,,0.16766,-0.12193,0.95644,0,,,,850.52692,-1.12648,0.11939,0.02741
="2026/04/02 16:27:41.140",-0.10966,-0.15959,0.00889,0.11116,0.01843,0.02543,,,,0.71495,-0.56977,0.9967,0,,,,829.22491,-0.30271,-0.07821,0.00103
="2026/04/02 16:27:41.160",-0.27993,-0.059,0.88006,0.2987,0.07875,0.00498,,,,1.14597,-0.05176,-0.12244,11.7051,,,,812.56305,0.21574,0.16285,-0.68301
="2026/04/02 16:27:41.180",1.27338,0.135,-0.09986,0.37001,0.02708,0.0575,,,,0.85179,-0.18142,-0.08318,30.68777,,,,805.41211,0.23841,-0.02809,-0.14383
="2026/04/02 16:27:41.200",-0.34109,0.06765,-0.76386,0.30051,0.10419,0.15519,,,,1.15776,-0.10564,-0.59563,49.25749,,,,809.0473,1.04024,0.01483,-0.47994
="2026/04/02 16:27:41.220",1.18625,0.00251,-0.0687,0.85784,0.05481,0.0617,,,,0.38327,0.09741,-1.40514,60.17538,,,,819.2937,1.31839,0.08031,-0.73134
="2026/04/02 16:27:41.240",0.56953,-0.0285,-1.35239,0.25266,0.07966,0.07404,,,,0.09503,-0.02717,-1.57408,66.3742,,,,838.54541,2.00311,-0.18438,-0.24269
="2026/04/02 16:27:41.260",0.2926,0.04583,-0.721,0.06236,0.03296,0.0147,,,,-0.20401,0.5208,-1.58538,63.44883,,,,860.86871,2.11865,0.05017,-0.76994
="2026/04/02 16:27:41.280",1.23536,0.1457,-0.74485,-0.06615,0.04969,0.06482,,,,-0.99882,0.6153,-1.02118,52.07049,,,,882.20673,1.76342,-0.06224,-0.51779
="2026/04/02 16:27:41.300",-0.37188,0.18927,-1.46319,0.18825,0.04311,0.01285,,,,-0.83736,0.62987,-0.87358,35.56733,,,,900.69067,2.07407,-0.01514,0.18406
="2026/04/02 16:27:41.320",0.94216,0.11131,-0.10842,0.28367,-0.00509,-0.09041,,,,-1.11483,0.69862,-1.00134,13.92264,,,,910.70984,1.28188,0.09161,-0.44514
="2026/04/02 16:27:41.340",0.45977,-0.05482,-1.42784,-0.03314,-0.02399,0.07924,,,,-0.9763,0.10125,-0.36694,0,,,,913.47815,1.74521,-0.08077,0.16798
="2026/04/02 16:27:41.360",-0.59857,-0.10069,-0.16602,-0.01202,0.05783,-0.06336,-0.4395,0.08097,-0.24309,-0.38627,0.4358,-0.25671,0,0.70104,-0.08273,-1.3277,906.77863,1.67618,0.18503,-0.41599
="2026/04/02 16:27:41.380",1.11959,-0.18556,-0.15048,-0.20707,-0.06072,0.03396,-0.07813,0.17768,0.12447,-0.3814,0.33847,-0.08385,0,-1.35489,-0.04863,-1.15401,890.8064,1.06025,-0.04344,0.24653
="2026/04/02 16:27:41.400",-0.68169,-0.2072,-0.57875,0.09086,-0.00008,0.01817,-0.66192,-0.05274,0.04441,0.57091,0.06822,0.08265,0,-0.9379,-0.42939,0.82051,871.26654,1.37106,-0.05311,0.14072
="2026/04/02 16:27:41.420",0.6158,-0.23642,0.84731,-0.13884,-0.06028,-0.02525,-0.28258,0.02952,0.93869,0.72523,0.17301,-0.20548,0,-1.25327,-0.54176,0.963,848.65735,0.15982,0.01245,-0.08722
="2026/04/02 16:27:41.440",0.18056,-0.32765,-0.18619,-0.2007,-0.03534,-0.05583,-0.29938,-0.17135,0.94548,1.1409,-0.11286,0.3166,0,-2.23961,-0.77182,2.5031,829.63684,0.2531,-0.1637,0.61729
="2026/04/02 16:27:41.460",-0.43541,-0.25478,0.78019,-0.40629,-0.08217,-0.05743,-0.68454,-0.01019,1.32246,1.64745,0.10749,-0.11651,10.35859,-0.78417,-1.0966,3.51292,817.98401,-0.35415,0.15203,-0.25663
="2026/04/02 16:27:41.480",0.84587,-0.09664,1.01073,-0.41109,-0.11247,-0.08323,0.22997,-0.12425,1.29372,1.03497,-0.10108,-0.32463,31.9549,-1.53394,-1.13905,3.35465,814.27203,-0.98116,0.06132,0.27574
="2026/04/02 16:27:41.500",-0.98483,-0.00079,0.04811,-0.80805,-0.1093,-0.17434,0.34082,-0.14227,0.51914,1.36159,-0.22195,0.03564,53.11706,-0.19647,-1.30754,4.06618,821.1297,-0.98349,0.03526,0.48606
="2026/04/02 16:27:41.520",0.28566,-0.01802,1.09644,-0.26524,-0.06265,-0.06426,0.77265,0.34416,1.27842,0.72937,-0.14431,-0.08826,67.81012,1.17792,-0.94754,2.21859,834.78973,-1.94586,0.17339,-0.09229
="2026/04/02 16:27:41.540",-0.48725,0.00843,0.11728,-0.16174,0.02971,0.04566,1.15277,-0.19772,0.08269,0.03958,-0.44105,0.28612,75.29485,0.88619,-0.13083,2.48152,854.94897,-1.80885,-0.07422,0.64995
="2026/04/02 16:27:41.560",-1.01877,-0.00046,0.39405,-0.20184,-0.04359,-0.05229,0.40366,-0.01431,0.22455,-0.1675,-0.2871,0.29783,73.39668,2.6229,-0.21695,2.37822,879.57977,-2.30624,0.18345,0.04694
="2026/04/02 16:27:41.580",-0.06564,0.18825,0.64654,-0.21861,-0.0551,-0.04319,0.94122,-0.05607,-0.22215,-1.21009,-0.3551,0.59454,61.62805,1.01481,0.11265,-0.13011,901.46307,-2.28187,-0.05247,0.20328
="2026/04/02 16:27:41.600",-1.76174,0.25646,-0.26931,-0.1173,0.0036,-0.05006,0.0569,-0.06222,-1.0556,-1.06591,-0.43116,0.69763,44.60328,1.40115,-0.31549,0.97151,918.04089,-1.41388,-0.04422,0.29429
="2026/04/02 16:27:41.620",-0.89221,0.26063,1.24909,-0.13123,0.0598,0.12275,-0.33638,0.15404,-0.64533,-1.69519,-0.12093,0.78914,22.22048,1.68223,0.02915,-1.20512,924.75092,-2.1451,0.18916,0.04963
="2026/04/02 16:27:41.640",-0.54223,0.11864,-0.3936,0.15046,0.02748,-0.03463,-0.17555,0.03655,-1.11045,-1.56834,-0.53155,1.10264,0,-0.36917,0.15559,-1.83014,921.44293,-1.62856,-0.09304,0.77877
="2026/04/02 16:27:41.660",-1.50957,0.11463,0.62105,0.15993,0.06069,0.04202,-1.31709,0.05088,-0.98096,-0.9539,-0.46635,1.27761,0,0.72499,0.16036,-1.50944,909.75317,-0.86075,0.08641,-0.18462
="2026/04/02 16:27:41.680",0.27343,0.07546,0.79094,0.05678,0.0194,0.01892,-0.69503,0.04573,-0.49325,-0.90625,-0.45287,1.05296,0,-1.07821,0.66389,-2.85373,888.91327,-1.29058,-0.05773,0.1729
="2026/04/02 16:27:41.700",-0.85631,0.14737,-0.5457,0.24749,-0.02689,-0.00712,-1.28255,-0.04734,-0.91964,0.01232,-0.42561,1.13682,0,-1.6702,0.46551,-1.45649,864.27661,-0.16944,-0.08695,0.4162
="2026/04/02 16:27:41.720",0.29843,0.23193,1.03896,0.41832,0.09786,0.08862,-1.04726,0.11388,-0.38272,0.52831,-0.02166,0.68717,0,-0.84558,0.73467,-2.49185,838.74524,-0.27795,0.03796,-0.41733
="2026/04/02 16:27:41.740",0.52286,0.15756,-0.36307,0.27562,0.0606,0.08796,0.10697,-0.02215,-0.52484,0.64093,-0.1866,-0.0365,0,-2.35102,1.00593,-1.91305,816.70837,0.54627,-0.27766,0.04903
="2026/04/02 16:27:41.760",0.11941,0.16139,-0.07068,0.20474,0.08142,0.13972,-0.50305,0.00188,0.29242,1.39436,0.06053,-0.58442,12.76637,-0.35938,0.92651,-1.14173,802.76752,1.0729,-0.08893,-0.60116
="2026/04/02 16:27:41.780",1.64134,0.04868,0.21897,0.53978,0.09882,0.04491,0.6317,-0.20261,0.7402,0.94526,0.19272,-0.83927,32.77299,-0.47377,1.07648,-1.36289,797.43408,1.20105,-0.07621,-0.43077
="2026/04/02 16:27:41.800",0.14315,0.07317,-1.13083,0.0924,0.07125,0.12879,0.51664,-0.32176,-0.23072,1.09881,0.26463,-0.87241,52.18596,-0.55089,0.08568,1.22446,804.52655,2.13109,-0.1028,-0.16676
="2026/04/02 16:27:41.820",1.17163,0.08452,-0.12936,0.18379,0.02144,-0.08824,0.39648,0.15737,0.63442,0.66851,0.66327,-1.37514,65.46313,0.94275,0.06164,-0.94147,821.95856,1.97534,0.18667,-0.92136
="2026/04/02 16:27:41.840",0.75857,-0.02631,-0.98693,0.24902,-0.02306,-0.03408,1.38888,-0.11997,-0.0562,-0.15481,0.623,-1.29352,69.72033,-0.1588,0.65083,-0.76135,844.5033,2.64466,-0.18388,-0.20107
="2026/04/02 16:27:41.860",0.20476,-0.13547,-1.13684,0.0705,0.11338,0.12585,0.32262,0.03848,-0.19868,-0.06283,0.74291,-1.45122,66.36417,2.30909,0.27418,0.05836,870.43939,2.33815,0.08464,-0.39906
="2026/04/02 16:27:41.880",1.29831,-0.20246,-0.40821,0.08879,0.07194,0.055,1.19278,0.11253,0.29958,-1.06691,0.79179,-0.52664,52.81855,1.51534,0.28866,-1.73413,892.74152,1.52214,0.13569,-0.52005
="2026/04/02 16:27:41.900",-0.29531,-0.1615,-1.51154,-0.04428,0.10708,0.0562,0.49671,-0.01853,-0.7337,-0.85344,0.55412,-0.61558,33.82284,0.83737,-0.20413,0.02975,910.38184,2.2226,-0.07993,0.04033
="2026/04/02 16:27:41.920",0.50587,0.05711,-0.13938,0.0021,0.01537,0.06707,-0.06696,0.11012,-0.13971,-1.00138,0.62425,-0.71017,11.97031,2.11924,0.07183,-1.1708,920.86475,1.3289,0.17708,-0.66724
="2026/04/02 16:27:41.940",0.45752,-0.12104,-0.94873,-0.20493,0.00562,-0.02168,0.36539,0.16144,-0.30948,-1.00214,0.08868,-0.29889,0,-0.6005,-0.00558,-0.38884,919.20807,1.20308,-0.06603,0.4167
="2026/04/02 16:27:41.960",-0.55131,-0.25829,-0.27009,-0.29513,0.02787,0.02535,-0.79106,0.03774,-0.23954,-0.17483,0.15114,-0.02016,0,0.34299,-0.46258,0.61649,909.00079,1.06132,0.10186,-0.08212
="2026/04/02 16:27:41.980",1.02765,-0.28433,0.53906,-0.30109,-0.03575,-0.11838,-0.19377,0.06386,0.48707,-0.27728,0.20678,0.31794,0,-0.67099,-0.37141,0.08014,888.93158,0.16697,-0.03026,-0.04372
="2026/04/02 16:27:42.000",-0.66967,-0.22269,-0.15346,-0.1052,-0.06327,-0.0424,-0.66798,-0.09511,0.242,0.6208,-0.00441,0.42011,0,-2.29752,-0.87063,2.36635,865.59851,0.24424,-0.19258,0.57754
="2026/04/02 16:27:42.020",0.34306,-0.10966,0.9504,-0.30426,-0.04239,-0.09705,-1.17301,0.06431,1.38272,1.0154,0.09809,0.54395,0,-0.55705,-0.90452,1.90573,843.5224,-0.8565,0.20744,-0.0152
="2026/04/02 16:27:42.040",0.25803,-0.11744,0.54545,-0.14576,-0.13496,-0.17653,0.06043,-0.10979,0.5254,1.11549,-0.28606,0.90615,0,-2.69847,-0.9154,2.78577,824.04285,-0.94443,-0.06191,0.80296
="2026/04/02 16:27:42.060",-0.7495,-0.22077,0.44801,-0.447,-0.12559,-0.11596,-0.75628,0.02814,0.53099,1.65018,-0.23555,0.36205,16.76825,-1.01297,-0.86097,3.31974,814.12512,-1.42457,0.13185,0.14631
="2026/04/02 16:27:42.080",0.71837,-0.14067,1.27599,-0.27556,-0.08813,-0.09283,0.35258,0.0803,1.27964,1.15596,-0.36638,0.24842,40.20383,-0.96288,0.18213,1.00588,811.58258,-2.01682,0.18827,0.14749
="2026/04/02 16:27:42.100",-1.04815,-0.04918,0.19649,-0.13164,0.01812,0.01232,0.36434,-0.27602,0.23089,0.99232,-0.39036,0.21596,60.7964,-0.81676,-0.03986,3.69916,820.77887,-1.74551,-0.06583,0.62324
="2026/04/02 16:27:42.120",-0.10877,0.05487,0.90971,0.01693,-0.05737,-0.04338,0.0302,0.1975,0.57208,0.57375,-0.26969,0.31465,75.90636,1.63227,-0.58904,2.12727,840.10736,-2.86679,0.27801,-0.24479
="2026/04/02 16:27:42.140",-0.30923,0.06373,0.45481,-0.04177,-0.07518,-0.12557,1.28153,-0.0977,0.0072,-0.24757,-0.41838,0.28932,80.48392,-0.25241,-0.59837,1.34532,861.57513,-2.42014,-0.09774,0.39561
="2026/04/02 16:27:42.160",-1.44097,0.06328,0.03742,-0.07012,0.07646,0.0674,0.19236,0.02033,-0.48196,-0.3656,-0.78653,-0.19425,76.92649,1.73296,-0.93647,1.92356,886.84406,-2.0542,0.15633,-0.12969
="2026/04/02 16:27:42.180",-0.13899,0.1232,0.63224,0.06175,-0.05494,0.02309,0.79012,0.00019,-0.12119,-1.32176,-0.68546,0.34809,61.52473,1.91884,-0.08999,-1.13874,907.237,-2.50432,0.20174,0.03452
="2026/04/02 16:27:42.200",-1.28422,0.12316,-0.58026,0.12042,0.03589,-0.08524,0.28287,-0.05605,-0.97346,-1.29863,-0.72153,0.68864,40.363,0.49793,-0.19915,-0.01094,920.82019,-1.71584,-0.09963,0.56251
="2026/04/02 16:27:42.220",-0.92916,0.34407,0.5582,0.26817,0.01727,-0.02832,-0.73376,0.03371,-0.69223,-1.4856,-0.24087,0.50353,17.39926,2.13555,0.12564,-1.72087,926.68909,-1.69782,0.08165,-0.07712
="2026/04/02 16:27:42.240",-0.23661,0.46032,-0.04648,0.09631,0.00391,0.01597,-0.11417,-0.04062,-0.72016,-1.58111,-0.28422,1.02582,0,-0.41459,0.32453,-2.47531,918.59729,-1.0426,-0.3009,0.46262
="2026/04/02 16:27:42.260",-1.04259,0.3443,-0.39798,0.42808,0.13406,0.11984,-1.46034,0.10137,-1.05156,-0.68867,-0.07016,0.45452,0,-0.04616,0.40734,-2.1934,903.1972,-0.07966,-0.21964,-0.08276
="2026/04/02 16:27:42.280",0.68892,0.11541,0.62478,0.19075,0.00578,0.08453,-0.89391,0.16853,-0.38748,-0.64672,0.17609,0.59995,0,-0.02373,1.28333,-3.93579,879.24048,0.02773,-0.09391,-0.30057
="2026/04/02 16:27:42.300",-0.16673,-0.0075,-0.62991,0.31847,0.14171,0.05804,-0.65782,-0.00874,-1.03293,0.14957,-0.00602,0.56516,0,-2.40991,1.29857,-2.36556,852.09528,0.97622,-0.28073,0.48625
="2026/04/02 16:27:42.320",0.55426,-0.12407,0.22234,0.13312,0.04878,0.054,-1.264,-0.00771,-0.03229,0.70749,0.22722,0.06035,0,-0.13097,1.39615,-2.78145,827.85327,1.04238,0.07244,-0.57674
="2026/04/02 16:27:42.340",1.01822,-0.0756,0.02223,0.30954,0.06464,0.09593,0.51577,-0.00407,0.1153,0.82419,0.25545,-0.18549,0,-2.04954,1.20536,-2.14133,805.56805,1.66043,-0.08025,0.04577
="2026/04/02 16:27:42.360",0.2087,-0.0636,-0.63349,0.47334,0.12387,0.1469,-0.41133,-0.12646,0.05213,1.36036,0.4714,-0.8422,13.39094,-0.53358,0.44479,0.29167,796.17664,2.23762,0.04186,-0.55587
="2026/04/02 16:27:42.380",1.63072,0.0185,0.25191,0.17606,-0.01498,0.03394,0.61143,0.00773,0.8588,0.98297,0.41708,-1.13283,35.79794,0.06905,0.91129,-1.85685,797.08893,1.88985,0.16371,-0.7817
="2026/04/02 16:27:42.400",0.4636,-0.08817,-1.07505,0.07233,-0.03215,0.05768,1.12992,-0.21345,0.20546,0.90376,0.34019,-1.3471,55.00301,-1.15997,0.50119,0.76553,808.25995,2.85689,-0.10254,-0.22009
="2026/04/02 16:27:42.420",0.66714,0.0031,-0.27497,0.0456,0.07613,0.05369,0.44002,-0.06024,0.62629,0.61803,0.53467,-1.32388,69.07309,1.91934,0.10182,-0.10931,829.79761,2.43835,0.16604,-0.96164
="2026/04/02 16:27:42.440",1.16111,-0.11336,-0.85158,-0.10891,-0.00461,0.00378,1.71868,0.0344,0.49634,-0.30353,0.7836,-0.78695,71.28764,0.4279,0.15028,-0.56164,853.30206,2.17798,-0.03412,-0.10628
="2026/04/02 16:27:42.460",-0.29574,-0.15761,-1.02101,0.12291,0.05345,0.02308,0.45691,-0.02983,0.02748,-0.199,0.71772,-1.12708,66.11784,1.5478,-0.11366,0.81118,880.70416,2.24532,0.03966,-0.65163
="2026/04/02 16:27:42.480",0.88291,-0.14949,-0.05834,-0.21758,-0.02848,-0.07259,0.94124,0.09643,0.39499,-1.06605,0.46306,-1.09399,50.98286,2.43778,-0.03154,-1.10146,904.58386,1.36315,0.02456,-0.30101
="2026/04/02 16:27:42.500",-0.1165,-0.21081,-1.29008,0.00281,-0.02514,-0.07891,0.73412,0.06592,-0.0565,-1.09215,0.0574,-0.34257,29.74907,0.17674,-0.5848,0.74284,920.414,1.48623,-0.06273,0.22219
="2026/04/02 16:27:42.520",-0.29267,-0.05855,-0.04865,-0.23476,-0.00511,-0.00704,-0.45305,-0.02862,-0.01081,-0.85022,0.37325,-0.23389,7.22175,2.1059,-0.57635,0.03792,928.03949,0.73696,0.2525,-0.38528
="2026/04/02 16:27:42.540",0.39862,0.11344,-0.05969,-0.27658,-0.06391,-0.12363,0.41304,0.06757,0.1066,-1.03177,0.19473,0.34182,0,-0.21638,-0.61761,0.65752,921.57227,0.20831,0.01802,0.44167
="2026/04/02 16:27:42.560",-1.10002,-0.01075,-0.23446,-0.36407,-0.00134,-0.05631,-0.82661,0.09521,-0.38776,-0.30359,-0.00268,0.49745,0,-0.75551,-0.96082,1.65655,908.13995,-0.07738,0.0521,0.42111
="2026/04/02 16:27:42.580",0.17934,-0.17477,1.00525,-0.19579,-0.08081,-0.0955,-0.61843,0.07048,0.78035,-0.07415,-0.10202,0.17475,0,-0.06503,-0.62226,0.76375,887.02863,-1.00727,0.15639,0.18372
="2026/04/02 16:27:42.600",-0.58027,-0.2516,0.13678,-0.2452,-0.06062,-0.03167,-0.185,0.01415,-0.1787,0.33799,-0.35019,0.43957,0,-2.70395,-0.78805,2.82959,860.14014,-0.96165,-0.17156,0.74037
="2026/04/02 16:27:42.620",-0.4271,-0.17104,0.92689,-0.34116,-0.04715,-0.02954,-1.25279,0.02439,0.49205,1.09565,-0.28131,0.49945,0,-0.75192,-0.88968,2.62576,837.71368,-2.07028,0.11831,0.0657
="2026/04/02 16:27:42.640",0.1948,0.02152,1.14461,-0.20961,-0.12761,-0.16788,0.17019,-0.07978,0.69421,0.96903,-0.51451,0.7908,0,-2.81039,-0.5824,1.94087,818.4798,-2.09929,0.02889,0.49672
="2026/04/02 16:27:42.660",-0.91746,0.06772,0.47895,-0.07729,-0.05363,-0.07709,-0.48489,-0.11456,0.11442,1.49843,-0.46131,0.73848,22.14024,-2.03803,-1.11333,4.18517,810.58795,-1.77646,-0.01184,0.21068
="2026/04/02 16:27:42.680",0.19184,-0.00028,1.27007,-0.30242,-0.01945,-0.09906,0.10481,-0.02385,0.97623,1.09611,-0.4691,0.40202,46.94965,-0.2912,-0.80611,1.73675,812.12646,-2.95772,0.08877,0.22472
="2026/04/02 16:27:42.700",-0.3888,-0.16387,-0.06719,-0.09294,-0.00724,-0.01129,0.82396,-0.12006,0.32715,0.78072,-0.62835,0.46909,67.00858,-1.79753,-0.70643,2.53219,821.91113,-2.36576,-0.18386,0.68312
="2026/04/02 16:27:42.720",-0.66245,-0.1656,0.73258,-0.01396,0.03713,-0.02023,-0.07373,-0.06051,0.09372,0.69172,-0.83919,0.22314,81.96375,1.64612,-0.32482,1.38769,843.70026,-2.29598,0.0933,-0.18359
="2026/04/02 16:27:42.740",0.06912,0.1029,0.35434,0.00192,0.03021,0.05041,1.12018,0.01333,0.12152,-0.49442,-0.53446,0.56813,82.57679,0.41567,0.12472,-0.48747,866.24359,-2.37858,-0.12471,0.42211
="2026/04/02 16:27:42.760",-1.11702,0.32962,-0.58358,0.17783,0.03337,0.13494,0.0249,-0.10898,-0.67321,-0.44783,-0.2815,0.90663,75.00541,1.28403,0.02282,0.15285,891.37109,-1.54779,-0.06927,0.07824
="2026/04/02 16:27:42.780",-0.28058,0.64543,0.79468,0.01006,0.01634,0.00955,0.1887,0.13859,-0.38143,-1.16788,0.18131,0.48867,58.16623,2.86628,0.42374,-2.61416,911.22418,-1.67036,0.19518,-0.32778
="2026/04/02 16:27:42.800",-0.41299,0.25007,-0.70827,0.05546,0.02753,0.03996,0.25698,0.02295,-0.71365,-1.47638,-0.05635,0.54641,34.05132,0.54839,0.58185,-1.96545,920.60602,-0.6674,-0.12591,0.49738
="2026/04/02 16:27:42.820",-1.1301,-0.12969,0.03214,0.35678,0.16502,0.1178,-1.07504,0.05908,-0.94535,-1.24293,0.00269,1.01058,10.94202,2.42689,0.89683,-3.2068,923.99615,-0.35161,0.09656,-0.44608
="2026/04/02 16:27:42.840",0.23621,-0.21027,-0.00586,0.17483,0.03994,0.05959,-0.35693,0.01089,-0.34825,-1.48736,0.17704,0.05867,0,0.43697,1.26107,-3.44592,913.1745,0.1942,-0.06448,0.03057
