time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:36:58.480",0.86425,0.26399,-2.10521,-2.23544,-0.6682,0.54133,0.64854,0.10997,0.08306,33.12012,0.5069,-0.05169,-1.92071,2.46092,-0.37992,0.60219,0.76296,-0.0145,-1.29119,867.27814
="2026/04/02 16:36:58.500",0.45027,0.40858,-0.01362,0.98012,-0.68274,-1.6289,0.57508,0.10581,0.01577,34.19275,0.68844,0.15577,-1.47794,1.94117,0.04402,-0.58136,0.83272,0.61578,-1.09777,868.2937
="2026/04/02 16:36:58.520",1.25833,0.54055,-0.8196,-1.88145,-0.80221,-1.31518,0.62076,0.06056,0.17067,32.50252,1.97831,0.14251,-1.31577,2.26012,-0.34053,0.26492,0.30045,0.33465,-0.3202,865.24658
="2026/04/02 16:36:58.540",-0.81536,0.11768,-0.85845,0.62543,-0.53119,-0.99703,0.52679,0.31388,0.2271,33.7924,0.49904,-0.0616,-1.46611,1.83025,-0.09386,-0.25772,1.20875,0.48942,-0.42402,866.02539
="2026/04/02 16:36:58.560",0.49969,-0.11164,0.84266,0.75744,-0.18905,-2.16838,0.60653,-0.05854,0.11758,28.45339,1.6504,0.41044,-0.48811,0.56419,-0.23472,0.04626,-0.00884,0.5346,-0.13854,861.88757
="2026/04/02 16:36:58.580",-1.03444,-0.35141,-0.55435,-1.99407,0.33539,-0.80658,0.4916,0.05311,0.12557,24.0577,0.74198,-0.16247,-1.22114,1.03634,-0.34766,0.24444,0.47478,0.17618,0.44112,859.37634
="2026/04/02 16:36:58.600",-0.89617,-0.34984,1.31123,1.61749,-0.03104,-1.45165,-0.14265,0.16588,0.12681,20.35666,0.24632,0.04976,0.22565,-0.24092,0.11492,-0.66783,0.37768,0.49932,0.91236,857.7796
="2026/04/02 16:36:58.620",-0.30467,-0.34641,1.25703,-1.23125,-0.23383,-1.25596,0.22025,-0.09665,0.04035,15.09373,1.11342,-0.16371,0.61345,-1.04126,-0.13437,0.59546,-0.21424,0.21687,1.78378,852.61731
="2026/04/02 16:36:58.640",-2.084,-0.23338,0.49825,0.46032,-0.60396,1.39529,-0.34753,-0.01231,-0.00098,13.33367,-0.67903,-0.04296,0.35318,-1.04735,0.03153,-0.21674,0.21656,0.06434,1.9208,852.65735
="2026/04/02 16:36:58.660",-0.10866,-0.08522,2.11615,1.15068,0.09615,-0.90894,-0.51796,-0.18149,-0.15089,7.89149,0.34861,0.0966,1.37167,-1.78898,0.12868,-0.33906,-0.41986,0.35688,1.7912,849.39679
="2026/04/02 16:36:58.680",-1.18822,-0.20027,0.13854,-1.25125,0.12899,0.80089,-0.51114,-0.0355,-0.02072,7.59039,-0.22378,-0.10434,0.97,-1.39964,-0.09436,0.48138,-0.35013,0.28276,1.74743,848.57489
="2026/04/02 16:36:58.700",-1.4591,-0.25202,1.9688,2.57632,0.50278,0.40044,-0.70252,-0.09423,-0.06123,8.95587,-1.10347,0.06291,1.41306,-2.14531,0.42976,-0.59223,-0.31208,0.29621,1.72062,851.61743
="2026/04/02 16:36:58.720",0.52368,-0.20983,0.8002,-0.57344,0.82556,0.5672,-0.0052,-0.16364,-0.1992,7.42147,-0.01742,-0.03598,1.56604,-2.0585,0.0834,0.32746,-0.90402,-0.03465,1.1251,850.84821
="2026/04/02 16:36:58.740",-1.82374,-0.1018,0.06768,0.41714,0.66007,1.75164,-0.90163,-0.14552,-0.07662,11.43683,-1.23053,-0.05243,0.4933,-1.21981,0.22059,-0.41757,-0.26281,-0.10807,0.8749,855.61725
="2026/04/02 16:36:58.760",0.33303,-0.08069,1.46505,1.22474,0.87975,0.78581,-0.51728,-0.1043,-0.08853,13.35941,-0.65397,-0.10387,2.06391,-2.063,0.2005,0.2533,-0.77512,0.09756,-0.15738,858.97943
="2026/04/02 16:36:58.780",0.32136,-0.04249,-0.83806,-1.48379,0.27879,2.18769,0.03403,-0.09118,-0.04126,17.13762,-0.4181,-0.05671,0.56929,-1.25533,-0.0774,1.13898,-0.58689,-0.40929,-0.27773,864.22992
="2026/04/02 16:36:58.800",-0.25104,-0.02395,0.08047,1.61766,0.09276,2.74587,-0.65949,0.01331,0.06221,20.08669,-1.70889,-0.32189,0.74907,-1.15989,0.16898,-0.72838,-0.38118,-0.28696,-0.21357,871.69983
="2026/04/02 16:36:58.820",1.67262,-0.07376,-0.1952,-2.31132,-0.34198,0.62102,-0.21339,-0.08528,-0.06956,19.79439,0.00016,0.00607,0.4013,-0.69247,-0.09885,0.15259,-0.71745,-0.31974,-0.77797,873.83972
="2026/04/02 16:36:58.840",0.00189,-0.01972,-1.75065,-0.45714,-0.94518,2.63644,0.0794,0.13212,0.0098,24.34487,-1.33335,-0.01547,-0.53317,0.31494,0.07159,0.11449,0.03812,-0.3443,-1.3384,879.53497
="2026/04/02 16:36:58.860",1.56333,0.23992,-0.05506,0.36951,0.16989,-0.30588,0.29551,-0.01265,-0.04872,24.28971,-0.36414,-0.05143,-0.06619,0.18853,0.11695,-0.61419,-0.18436,-0.26226,-1.67922,880.68903
="2026/04/02 16:36:58.880",1.12463,0.34056,-1.83523,-2.39972,-0.41667,0.85336,0.45273,0.01079,0.06181,24.7345,-0.07452,0.06745,-1.29551,1.51923,-0.41069,0.37712,0.11513,-0.35197,-1.58824,879.6236
="2026/04/02 16:36:58.900",0.92426,0.37709,-1.31561,0.84274,-0.54019,-0.62892,0.43629,0.05859,0.03871,25.98171,-0.5819,0.01634,-1.14767,1.61219,-0.00953,-0.51545,0.59832,-0.06277,-1.45404,880.22491
="2026/04/02 16:36:58.920",1.99831,0.41169,-0.79438,-1.39839,-0.14594,-1.18486,0.85235,0.06347,0.05276,24.29683,1.19662,0.04957,-1.00076,1.70817,-0.25464,0.59243,0.06732,0.578,-0.4409,875.39587
="2026/04/02 16:36:58.940",0.09773,0.11829,-1.82026,-0.85575,-0.70531,0.21579,0.67047,0.11114,0.12433,27.24162,0.04242,0.00023,-1.94731,2.39548,-0.26649,0.11281,0.97912,0.53582,-0.97085,873.56842
="2026/04/02 16:36:58.960",1.15752,0.19367,0.21777,0.85694,-0.54964,-2.12185,1.4282,-0.03294,-0.07412,25.89272,1.10366,0.31468,-0.95271,1.9014,-0.04833,-0.54616,0.25444,0.50156,-1.16003,867.43274
="2026/04/02 16:36:58.980",0.4729,0.04966,-1.22655,-2.35289,-0.2358,-0.78529,0.27609,0.10336,0.05223,25.50853,1.61133,-0.05334,-1.96113,2.74175,-0.54066,0.09439,0.54784,0.00167,-0.77161,859.98926
="2026/04/02 16:36:59.000",-0.36775,-0.20293,-0.05053,1.06531,-0.46662,-1.25912,0.45933,0.14896,0.21188,27.57185,0.49563,0.08806,-1.05371,2.15019,-0.12099,-0.49845,0.98396,0.13336,0.0055,856.58966
="2026/04/02 16:36:59.020",1.11374,-0.29843,0.40004,-0.39087,-0.65719,-0.96255,0.34667,0.16002,0.10798,25.36069,2.07902,0.04859,-0.41905,1.16463,-0.31763,0.24582,0.06159,0.0502,0.56258,849.85388
="2026/04/02 16:36:59.040",-1.51071,-0.21956,-0.70531,-0.47276,-1.32938,0.54161,0.2669,0.00845,0.06893,26.42881,0.64621,0.16517,-1.12698,1.14608,-0.21841,0.38655,0.70781,0.04428,1.07546,849.09229
="2026/04/02 16:36:59.060",-0.36061,-0.08022,1.6892,1.58685,-0.37935,-1.58911,-0.23361,0.03154,-0.09329,23.61307,0.9111,-0.01439,0.41546,0.13225,0.05762,-0.91676,0.21317,0.38386,0.85945,848.53857
="2026/04/02 16:36:59.080",-0.9359,-0.05645,0.58664,-1.22517,-0.59318,0.00624,0.09626,0.03215,0.12455,20.9319,1.39415,0.30153,0.20368,0.09228,-0.20826,0.33009,-0.17595,0.21218,1.34269,847.14661
="2026/04/02 16:36:59.100",-1.91512,-0.09845,1.13643,2.50862,-0.14441,-0.53385,-0.43757,-0.02706,0.11525,20.39929,-0.39933,-0.0622,0.73138,-0.58284,0.22,-0.87772,0.01911,0.27505,1.73985,850.81885
="2026/04/02 16:36:59.120",-0.19493,-0.179,2.08307,0.66766,0.87738,-0.99245,-0.41763,-0.19982,-0.19247,14.61937,0.68429,-0.17492,1.51426,-1.60397,0.11818,0.31322,-0.62395,0.17678,1.69876,851.40833
="2026/04/02 16:36:59.140",-1.96287,-0.19535,0.54691,0.30949,0.61022,0.36908,-0.30782,-0.10064,-0.02502,13.88694,-0.78801,-0.0578,1.06436,-1.5497,0.18734,0.38881,-0.33137,-0.14669,2.19235,856.65936
="2026/04/02 16:36:59.160",-0.98021,-0.48454,1.87509,2.4379,0.99342,-0.34817,-0.60562,-0.07268,-0.11701,11.58503,-0.73296,-0.13029,1.82176,-2.35864,0.45704,-0.35627,-0.65451,0.10895,1.21098,860.54871
="2026/04/02 16:36:59.180",0.0931,-0.35675,-0.02695,-0.827,0.92456,1.02688,-0.45678,-0.12048,-0.15319,8.35312,-0.5497,-0.06387,1.48116,-1.91411,0.01549,0.49116,-0.8796,-0.80418,1.35776,861.47894
="2026/04/02 16:36:59.200",-1.52428,-0.19964,0.51856,1.60208,0.85396,1.21399,-0.62465,-0.08172,-0.13988,9.17729,-1.79152,-0.16121,0.83191,-2.06838,0.28852,-0.21189,-0.40452,-0.10553,0.94533,866.84515
="2026/04/02 16:36:59.220",0.72222,-0.04269,0.73193,0.15915,0.63035,0.77274,-0.42974,-0.26908,-0.25441,7.20929,-0.40701,0.15544,1.47682,-1.44831,0.05776,0.28898,-1.12803,-0.08286,0.52553,866.54071
="2026/04/02 16:36:59.240",-0.45846,0.05856,-1.01464,-0.8117,0.35763,2.03633,-0.44228,-0.01339,-0.05427,9.88902,-1.17907,-0.37427,0.45055,-0.33914,-0.04306,0.49905,-0.19821,-0.54745,-0.06452,868.45721
="2026/04/02 16:36:59.260",0.69319,0.12402,0.48002,2.09228,-0.35483,1.38092,0.02611,-0.11588,-0.03041,11.8764,-0.99569,0.04986,1.08339,-0.91559,0.02778,-0.3547,-0.57439,-0.03815,-1.05222,869.6416
="2026/04/02 16:36:59.280",1.23848,0.17906,-0.91736,-2.04104,-0.51323,1.54194,-0.32961,-0.02597,-0.09571,14.12213,-0.23818,-0.09423,-0.0666,0.33615,-0.39813,0.51146,-0.49701,-0.40547,-1.00534,868.685
="2026/04/02 16:36:59.300",0.32833,0.29959,-1.33081,0.47724,-0.05297,1.8456,-0.0511,-0.12793,-0.02035,20.12002,-1.2742,-0.02586,-0.35652,0.94328,0.05351,-0.03238,0.36285,-0.29826,-1.36979,871.88983
="2026/04/02 16:36:59.320",2.11425,0.29884,-0.22528,-0.27744,0.2447,-0.78888,0.13223,0.0055,-0.03295,22.21181,0.41501,0.10466,-0.00609,0.62294,0.04228,0.48113,-0.25496,-0.09572,-1.5224,869.83551
="2026/04/02 16:36:59.340",0.32987,0.17563,-2.17785,-1.54001,-0.36441,1.55587,0.8116,0.12131,0.15237,27.91451,-0.27341,-0.05541,-1.473,1.57639,-0.27183,0.45663,0.4667,-0.09536,-1.8486,871.01654
="2026/04/02 16:36:59.360",1.04921,0.41119,-0.28201,1.10038,-0.18327,-0.96285,0.55784,0.07962,0.11873,31.19597,0.07236,0.23428,-1.12254,1.9459,-0.02013,-0.74309,0.43725,-0.0113,-1.90756,872.36761
="2026/04/02 16:36:59.380",1.56369,0.29048,-1.58755,-2.27398,-0.25441,-0.86697,0.50159,0.09225,0.01982,32.31432,1.38319,0.00558,-1.39764,2.32287,-0.37456,0.402,0.06846,-0.06078,-1.92287,870.00684
="2026/04/02 16:36:59.400",-0.54505,0.15601,-1.02012,0.36309,-0.62317,-0.69425,0.48117,0.11383,0.18024,35.87706,0.16435,0.06473,-1.78732,2.36291,-0.10895,-0.13431,0.84189,-0.22082,-1.42378,872.23499
="2026/04/02 16:36:59.420",1.75208,-0.01745,-0.10601,0.09759,-0.29112,-1.58765,1.34893,0.03713,-0.0183,32.17726,1.44143,0.04653,-0.5877,1.40797,-0.12217,0.34647,0.12317,-0.31239,-1.43187,869.36664
="2026/04/02 16:36:59.440",-0.49313,-0.07899,-1.55965,-1.75049,-0.77473,-0.57038,0.27343,0.05914,0.0021,30.84379,0.91997,0.09355,-1.75378,2.27813,-0.22213,0.09137,0.56873,-0.44424,-0.36985,867.50439
="2026/04/02 16:36:59.460",-0.45752,0.04725,0.50522,1.47385,-0.79848,-1.7407,0.08432,0.00891,0.02506,28.41931,0.36118,-0.05295,-0.66979,1.53683,0.11981,-1.04624,0.41703,0.28431,-0.40068,865.98059
="2026/04/02 16:36:59.480",0.32045,0.13351,0.2951,-1.3032,-0.74762,-2.12003,0.07394,0.06513,0.03929,23.00683,1.8267,0.46737,-0.61858,1.31275,-0.23613,0.36383,0.04145,0.2718,0.56458,859.9964
="2026/04/02 16:36:59.500",-1.74223,0.21185,0.21323,1.93714,-0.47594,-0.52088,-0.03759,0.00511,0.08581,20.38848,0.13225,-0.21409,-0.35592,1.03327,0.15108,-0.76487,0.61108,0.44643,1.11319,858.21375
="2026/04/02 16:36:59.520",-0.08469,0.04613,1.92685,1.27152,0.62805,-2.81186,-0.45793,-0.08997,-0.17966,13.72986,1.31345,0.17232,0.79764,-0.28883,0.10602,0.09242,-0.08213,0.50469,1.65362,852.49689
="2026/04/02 16:36:59.540",-1.42807,-0.2013,0.34691,-0.01571,0.19989,0.09251,-0.38104,0.03856,0.0378,11.99837,0.56895,-0.06799,0.16679,-0.19106,-0.05745,0.44853,-0.01639,0.21659,1.83456,849.83386
="2026/04/02 16:36:59.560",-1.17689,-0.36582,1.45602,2.55179,0.83182,-0.9636,-0.1911,0.06187,-0.05371,11.29998,-0.18353,-0.09489,1.10539,-1.11983,0.33915,-0.67445,-0.00893,0.29468,1.46538,849.17627
="2026/04/02 16:36:59.580",-0.70593,-0.34179,1.6972,-0.35383,0.68422,-0.37999,-0.42878,-0.15171,-0.14866,8.6288,0.49509,-0.0076,1.26553,-1.32011,-0.01024,-0.04017,-0.54695,-0.0278,1.59136,845.55182
="2026/04/02 16:36:59.600",-2.06326,-0.42075,0.41305,1.15385,0.33809,0.97433,-0.51363,-0.08724,-0.07128,10.93673,-1.26177,-0.24859,1.05881,-1.57152,0.29145,-0.36192,0.0005,-0.53371,-0.00855,848.58063
="2026/04/02 16:36:59.620",-0.33158,-0.11096,2.06261,1.47694,0.83393,-0.36007,-0.75592,-0.13258,-0.12278,9.68436,-0.18369,0.10455,1.79009,-2.44569,0.39578,-0.19487,-0.6319,-0.49125,0.87988,849.78851
="2026/04/02 16:36:59.640",-0.97425,-0.17283,0.14926,-0.92691,0.66127,1.88907,-0.9221,-0.01289,0.00849,11.89255,-0.96574,-0.28063,1.28176,-2.03738,0.06362,0.50753,-0.1568,-0.48602,1.06222,853.78485
="2026/04/02 16:36:59.660",-0.77406,-0.10982,1.05222,2.28729,0.50232,0.49506,-0.52286,-0.02639,-0.05892,14.75542,-1.74015,0.03902,1.76218,-3.14651,0.62757,-0.13955,-0.35363,0.01737,-0.00117,861.07727
="2026/04/02 16:36:59.680",0.51016,0.15246,0.30704,-0.8577,0.69912,1.09417,-0.66322,-0.1457,-0.15757,15.00002,-0.43092,-0.12079,0.89915,-2.52781,0.02903,0.72299,-1.10026,-0.37434,-0.03323,864.70129
="2026/04/02 16:36:59.700",-1.01451,0.15924,-0.88681,-0.05073,0.82704,1.31796,-0.50365,-0.07505,-0.12089,18.83735,-1.98383,-0.10047,0.47843,-1.17653,0.18227,-0.16736,-0.0008,-0.20012,-0.08611,872.71429
="2026/04/02 16:36:59.720",1.45783,0.05454,0.47472,0.93634,0.62088,-0.57284,-0.30249,-0.1202,-0.07066,18.33645,-0.64311,0.15426,1.17761,-1.75977,0.08424,0.05332,-0.7213,0.04388,-0.74178,876.03479
="2026/04/02 16:36:59.740",0.23073,0.07469,-1.542,-1.30412,0.2089,1.81556,-0.07584,0.08817,0.11007,20.41318,-0.66309,-0.15131,-0.57396,-0.33219,-0.32062,0.66458,-0.38779,-0.33289,-1.06584,879.28961
="2026/04/02 16:36:59.760",0.56673,0.3095,-0.66329,1.21209,0.08155,0.35778,0.61088,0.06353,0.02477,23.07574,-1.31626,0.21239,-0.35212,0.57374,0.05474,-0.66637,0.04479,-0.02916,-1.27043,883.06012
="2026/04/02 16:36:59.780",2.14085,0.18194,-0.66301,-1.58943,0.2854,-0.52914,0.35317,0.01401,0.12939,21.62362,0.54751,-0.1309,-0.5107,0.92603,-0.29221,0.73159,-0.1958,-0.00685,-1.3418,879.78674
="2026/04/02 16:36:59.800",0.10797,0.17881,-1.97403,-0.52124,-0.50103,1.24264,0.36823,0.09537,0.21405,24.72894,-0.67975,-0.01064,-1.22622,1.59521,-0.19409,0.19971,0.4694,-0.30148,-1.51035,879.82159
="2026/04/02 16:36:59.820",1.85567,0.10089,-0.65663,0.20661,-0.44187,-0.85475,0.42678,0.07761,0.08538,24.86871,0.4697,0.14706,-0.93714,1.47846,-0.062,0.21797,0.40057,-0.3249,-2.5835,875.89111
="2026/04/02 16:36:59.840",1.23845,0.31286,-1.98346,-2.66192,-0.57216,0.0188,0.63576,0.09942,0.0408,25.55466,0.77228,0.02852,-1.59974,2.43485,-0.34525,0.21371,0.53358,-0.6058,-1.49421,871.00928
="2026/04/02 16:36:59.860",-0.12818,0.26546,-0.54297,0.5803,-0.61923,-0.79614,0.1653,0.16258,0.16567,27.44601,0.20127,-0.00849,-1.61244,2.09872,-0.00697,-0.67493,1.01156,0.11309,-1.66083,868.22833
="2026/04/02 16:36:59.880",1.77016,0.48026,-0.29348,-1.26138,-0.84559,-1.22308,1.17223,0.10542,0.19198,26.55951,1.56645,0.16424,-0.75462,1.80749,-0.2903,0.14137,0.56769,0.04827,-0.67093,860.55939
="2026/04/02 16:36:59.900",-0.59564,0.38757,-1.08528,-0.53882,-0.90938,-0.6664,0.53499,0.15336,0.18146,29.36743,0.45806,-0.16506,-1.65957,1.49907,-0.25779,0.007,1.27163,0.46584,0.12797,857.79816
="2026/04/02 16:36:59.920",0.37093,0.16285,0.66022,1.15755,-0.34434,-2.11736,-0.19854,-0.028,0.02709,27.42163,1.03727,0.29857,-0.30365,0.39261,0.01812,-0.4927,0.58529,0.68951,0.25966,854.1073
="2026/04/02 16:36:59.940",-0.60924,-0.17197,-0.47147,-1.97208,0.23318,-1.97102,0.1899,0.13775,0.00361,26.28483,1.3082,0.16964,-1.28043,0.46958,-0.13498,0.20427,0.54277,0.38103,0.76215,850.95892
="2026/04/02 16:36:59.960",-1.32349,-0.41788,0.49603,2.1926,0.6847,-1.49287,0.45181,0.0248,-0.02271,26.07365,0.16051,-0.04152,-0.16273,-0.03127,0.15958,-0.70053,0.4827,0.53517,0.61606,851.74487
="2026/04/02 16:36:59.980",-0.21656,-0.41346,1.36395,-0.01504,0.73755,-2.27703,-0.46866,-0.00999,-0.0789,20.69833,1.44661,0.11904,0.43934,-0.80508,-0.10899,0.22877,-0.35151,0.4429,1.22457,849.43652
="2026/04/02 16:37:00.000",-1.944,-0.44038,0.3357,0.22065,-0.05309,0.48951,-0.3661,-0.07522,-0.0314,20.17663,-0.35934,-0.22047,0.29324,-0.43467,0.03104,-0.12802,0.18262,0.1609,1.63687,852.67719
="2026/04/02 16:37:00.020",-0.4436,-0.16849,2.07814,1.90512,0.10618,-1.36575,-0.44702,-0.17035,-0.18204,16.92107,0.22037,-0.01179,1.42411,-1.66694,0.26522,-0.38008,-0.34336,0.18847,2.19095,854.07037
="2026/04/02 16:37:00.040",-0.88651,-0.35261,0.85858,-1.10858,0.12327,0.56033,-0.50803,-0.02972,-0.03336,13.33184,0.11254,-0.27669,1.14386,-1.71683,-0.0754,0.75418,-0.54394,0.13451,2.01558,854.74121
="2026/04/02 16:37:00.060",-1.71629,-0.25195,1.54134,2.12611,0.26462,0.8044,-0.66204,-0.08722,-0.02215,11.80963,-1.19565,0.03474,1.17174,-2.09184,0.37078,-0.49705,-0.03764,-0.27072,1.89105,859.492
="2026/04/02 16:37:00.080",0.32848,-0.10071,1.16048,0.19725,0.72156,0.32652,-0.8046,-0.1167,-0.20666,7.25644,0.09665,0.1078,1.61296,-2.26946,0.16545,0.12375,-0.93942,-0.26168,1.44527,858.89014
="2026/04/02 16:37:00.100",-1.50219,-0.15326,-0.36102,-0.38092,0.53446,1.78564,-1.48774,0.00427,-0.03121,8.56737,-1.19512,-0.1125,0.5831,-1.38006,0.05911,-0.05742,-0.09266,-0.03,1.17982,862.34222
="2026/04/02 16:37:00.120",0.25008,0.0356,1.37779,1.71157,0.72711,0.62186,-0.43672,-0.07435,-0.01869,8.03846,-1.06951,0.08939,1.97567,-2.58354,0.25226,-0.05136,-0.51468,0.18696,0.82739,864.4881
="2026/04/02 16:37:00.140",0.38708,-0.01009,-0.34119,-1.67741,0.58237,2.18242,-0.38155,-0.0691,-0.1387,8.49162,-0.49251,-0.19206,0.64308,-1.91937,-0.02236,0.87661,-0.54535,-0.31831,0.3725,864.69434
="2026/04/02 16:37:00.160",-0.77783,0.05098,-0.36442,0.61837,0.41454,2.34608,0.02955,-0.07583,-0.02019,12.75678,-2.10559,-0.06999,0.40821,-1.48954,0.29924,-0.25269,0.02265,-0.01211,-0.75814,868.73352
="2026/04/02 16:37:00.180",1.87076,-0.16144,0.33667,-1.77496,0.61169,0.59519,-0.25699,-0.03195,-0.02181,14.14013,-0.2525,-0.04142,0.81431,-1.29831,-0.05854,0.4288,-0.43125,-0.06876,-0.85051,868.0838
="2026/04/02 16:37:00.200",0.16621,-0.03761,-1.72127,-1.35423,-0.8966,3.02682,0.32271,0.17518,0.042,20.27976,-1.19419,-0.07442,-0.36576,-0.23894,-0.10858,0.5539,0.02666,-0.29808,-0.8619,870.4566
="2026/04/02 16:37:00.220",1.29313,0.08466,-0.75139,0.55074,-0.06657,0.05843,0.06662,-0.03751,0.05544,24.05918,-0.81295,-0.02872,-0.16558,-0.01715,0.12546,0.03818,0.08919,-0.22192,-2.14383,872.39728
="2026/04/02 16:37:00.240",1.53627,0.22406,-1.40154,-2.77563,-0.03922,0.83101,0.2597,0.00323,0.03159,27.15319,0.27341,-0.00616,-1.1038,1.09955,-0.36332,0.6261,0.0436,-0.47159,-1.87703,872.45306
="2026/04/02 16:37:00.260",0.42599,0.2403,-1.66839,0.09757,-0.71577,0.53384,0.36795,0.15763,0.17913,32.25372,-0.68647,0.17373,-1.16767,1.63724,0.00237,-0.43565,0.64588,-0.26107,-1.92551,875.86597
="2026/04/02 16:37:00.280",2.01692,0.34128,-0.19553,-0.67612,-0.3395,-1.33023,0.80003,0.07878,0.06941,31.93294,1.06078,0.11935,-0.94202,1.59049,-0.14022,-0.00172,0.2084,0.26341,-0.9249,874.0061
="2026/04/02 16:37:00.300",0.65202,0.26497,-2.09917,-1.73996,-0.69427,0.20493,0.62239,0.14447,0.11131,33.61576,0.2923,-0.07503,-1.7766,2.32859,-0.31206,0.51403,0.81911,0.33559,-0.89894,874.02777
="2026/04/02 16:37:00.320",0.74076,0.35142,0.31471,1.05631,-0.62125,-1.76717,0.97815,0.04327,-0.02505,32.29191,0.87725,0.23866,-1.49225,1.85647,0.03359,-0.45025,0.55999,0.7653,-0.67931,873.23291
="2026/04/02 16:37:00.340",0.79882,0.40003,-1.04975,-1.92758,-0.52486,-1.17844,0.40125,0.00359,0.10183,29.08769,1.95004,0.10926,-1.68351,2.65103,-0.45585,0.27587,0.35154,0.31484,-0.48778,868.68103
="2026/04/02 16:37:00.360",-0.72018,0.03548,-0.59853,0.77762,-0.34112,-1.21596,0.73753,0.23056,0.22397,28.04833,0.48381,0.12153,-1.31216,2.16009,-0.04653,-0.26113,0.96755,0.4768,-0.66355,867.12885
="2026/04/02 16:37:00.380",0.58726,-0.23726,1.0712,0.35372,-0.25937,-2.02329,0.57135,-0.00858,0.01598,22.43315,1.78246,0.20374,-0.4928,0.76034,-0.27389,-0.02843,0.00514,0.4782,0.15676,860.55292
="2026/04/02 16:37:00.400",-1.23164,-0.35569,-0.40372,-1.69332,-0.06697,0.07506,0.04103,0.03843,0.02961,20.35279,0.5236,-0.26679,-0.94418,1.17595,-0.41094,0.30994,0.49119,0.12953,0.95849,856.95471
="2026/04/02 16:37:00.420",-0.3854,-0.26992,1.3255,1.27133,-0.46203,-1.20841,0.21664,-0.06492,0.00855,17.13608,0.35926,0.07543,0.31723,-0.28977,0.15234,-0.51623,0.45669,0.39102,1.33587,853.54742
="2026/04/02 16:37:00.440",-0.3581,-0.31112,0.64211,-1.57063,-0.59433,-0.61082,0.0182,0.06433,0.06095,12.95958,1.18349,-0.15435,0.56919,-0.33689,-0.13246,0.42506,-0.18193,0.09806,1.45928,847.43573
="2026/04/02 16:37:00.460",-2.15962,-0.1849,0.63888,0.89504,-0.73486,1.23436,-0.05819,0.00312,-0.05286,13.38759,-0.69106,0.0635,0.37636,-0.72125,0.35567,-0.40752,0.1615,0.14379,1.55855,847.75592
="2026/04/02 16:37:00.480",-0.00242,-0.11668,1.96735,0.92592,0.24733,-1.15703,-0.96118,-0.16646,-0.16314,11.0371,0.52385,0.02998,1.39174,-1.58144,0.18691,-0.91739,-0.3944,0.33736,1.32693,845.35181
="2026/04/02 16:37:00.500",-1.52456,-0.09187,0.39912,-0.85158,0.26593,1.11418,-0.59422,-0.08783,-0.06779,12.74463,-0.33597,-0.06629,0.87879,-1.39533,-0.0753,0.03701,-0.39841,0.13231,2.05631,846.49518
="2026/04/02 16:37:00.520",-1.34446,-0.35652,2.1677,2.57467,0.63883,-0.2297,-0.56389,-0.09086,-0.0933,13.70364,-0.89577,-0.03788,1.52005,-2.32213,0.37973,-0.42895,-0.47017,0.41772,1.46007,850.5448
="2026/04/02 16:37:00.540",0.33652,-0.31743,0.79177,-0.55454,0.85594,0.71152,0.12215,-0.22581,-0.23727,12.29738,-0.12765,-0.03528,1.50184,-2.01752,0.07385,0.71332,-0.83907,-0.32282,1.53616,852.18726
="2026/04/02 16:37:00.560",-2.0035,-0.18339,0.40707,0.92477,0.80278,1.34727,-0.94767,-0.16618,-0.16777,15.50342,-1.27786,-0.14799,0.5429,-1.45647,0.26252,-0.13627,-0.35388,-0.18944,0.77029,860.32074
="2026/04/02 16:37:00.580",0.36014,-0.18106,1.41456,0.90895,0.80352,0.76531,-0.38465,-0.20653,-0.20654,15.09921,-0.45873,0.00072,1.74138,-1.79376,0.21606,0.33876,-0.91957,0.12968,-0.04806,864.71692
="2026/04/02 16:37:00.600",-0.21809,-0.01175,-0.78034,-1.14642,0.1867,1.95241,-0.30119,-0.12078,-0.09106,17.04503,-0.58089,-0.17959,0.473,-0.87064,-0.05611,0.67882,-0.62506,-0.51871,0.12772,870.27106
="2026/04/02 16:37:00.620",-0.09494,0.01806,0.1239,1.97786,-0.03645,2.56641,-0.5297,0.03205,0.0147,17.40389,-1.27429,-0.23001,0.7283,-1.016,0.27895,-0.40518,-0.4872,-0.39023,-0.77646,876.59308
="2026/04/02 16:37:00.640",1.31268,-0.03837,-0.42716,-2.34518,-0.71019,0.72421,0.16177,-0.04835,-0.1074,15.64683,-0.08283,0.14672,0.2434,-0.2554,-0.01301,0.69012,-0.72613,-0.439,-0.86755,877.11853
="2026/04/02 16:37:00.660",0.29998,0.09085,-1.57866,-0.19687,-0.71439,2.17909,0.00206,0.02039,0.0092,19.12841,-1.47337,-0.08592,-0.25929,0.78844,0.22659,-0.56075,0.00156,-0.30285,-1.46771,880.61237
