time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:19:35.840",0.18633,-0.00642,-0.34483,-0.36353,0.55209,-0.39862,-0.39018,0.01241,0.0151,-0.14517,0.07921,0.23425,-0.23409,0.01497,-0.11273,24.88211,864.96912,-0.14094,-0.2803,-0.75937
="2026/04/02 17:19:35.860",-0.22604,-0.09379,-0.12579,-0.07556,0.07106,-0.11132,-0.3088,0.01376,0.01228,0.37876,0.05204,-0.35108,0.22478,-0.036,0.0421,22.06276,866.62506,-0.2846,-0.38956,-0.49603
="2026/04/02 17:19:35.880",0.759,-0.05845,-0.53909,-0.22698,-0.4396,0.74915,-0.39235,0.0955,0.00516,-0.0894,-0.05802,0.23944,-0.25174,-0.04084,-0.05967,19.7187,866.82513,-0.19192,-0.44335,-0.60371
="2026/04/02 17:19:35.900",-0.18225,-0.12493,-0.08263,-0.29642,0.06325,-0.92769,-0.31195,0.01594,0.04836,0.16888,0.10837,-0.24562,0.17209,-0.08277,0.29314,16.44434,866.10596,-0.14589,-0.11536,-0.66364
="2026/04/02 17:19:35.920",0.56059,-0.17607,-0.16447,0.11269,-0.33269,0.1235,-0.46438,-0.0165,0.02741,-0.09437,-0.23276,-0.19061,-0.0054,-0.03704,-0.05875,13.57105,863.66376,-0.15285,-0.36382,-0.39928
="2026/04/02 17:19:35.940",0.22111,-0.08101,-0.34285,-0.05779,0.60598,-0.65209,-0.36556,0.05018,-0.02145,-0.33692,0.21376,0.01903,0.12973,-0.07947,0.2307,12.18429,861.81732,-0.02823,-0.07691,-0.4933
="2026/04/02 17:19:35.960",0.11948,-0.10027,-0.20645,-0.05151,0.15109,-0.65885,-0.12487,0.00906,0.02866,0.13453,-0.09454,-0.5233,0.40423,0.02902,0.15092,11.32265,858.03235,0.03205,-0.10414,-0.43616
="2026/04/02 17:19:35.980",0.6398,-0.08642,-0.33412,-0.0786,-0.14337,0.41533,0.0274,-0.0264,0.00675,-0.50831,-0.00492,-0.05083,0.05609,0.04726,-0.0687,13.23012,854.60736,0.08539,-0.01765,-0.49768
="2026/04/02 17:19:36.000",-0.20868,-0.11807,-0.07751,-0.24686,0.46813,-1.02689,-0.18041,0.03202,-0.01147,0.04062,0.07699,-0.25595,0.40517,-0.09953,0.21812,14.70703,852.80261,0.11533,0.07434,-0.65199
="2026/04/02 17:19:36.020",0.7973,-0.09062,-0.30392,-0.20202,-0.16218,0.59836,-0.07928,0.00754,-0.0257,-0.13827,-0.05021,-0.29224,0.30335,-0.05108,-0.13539,16.44065,851.14667,0.0164,-0.13023,-0.30163
="2026/04/02 17:19:36.040",0.10338,-0.01317,-0.20727,0.02244,-0.08999,-0.38654,-0.1728,-0.05297,-0.03839,-0.23387,0.10927,0.0472,0.27906,-0.04761,0.13918,20.15831,852.01447,0.11207,0.19003,-0.31385
="2026/04/02 17:19:36.060",0.17371,-0.00376,0.00257,0.03742,-0.04488,-0.66343,0.22005,0.037,-0.03884,0.27882,-0.13972,-0.59344,0.28397,-0.07709,0.21326,22.53001,852.39874,0.02226,-0.00901,-0.26934
="2026/04/02 17:19:36.080",0.44847,-0.04987,-0.36125,0.38888,-0.03499,0.37973,-0.0334,-0.08639,-0.03225,-0.35011,0.15181,0.0434,0.49529,0.06475,-0.03932,24.27094,855.16412,-0.04559,-0.11681,-0.1367
="2026/04/02 17:19:36.100",-0.46805,0.04203,0.03,0.52916,0.2418,-1.57304,0.3345,0.02736,-0.03076,0.30429,-0.12728,-0.48696,0.55994,-0.01638,0.16734,24.16806,858.14465,-0.10427,0.00762,-0.40637
="2026/04/02 17:19:36.120",0.53041,0.02113,-0.12298,0.41538,0.08214,0.06536,0.27299,-0.02459,-0.00008,-0.2141,0.07847,-0.18084,0.21212,-0.0028,0.0192,22.95734,859.49023,-0.28986,-0.29153,0.11868
="2026/04/02 17:19:36.140",-0.27839,0.00617,-0.032,0.79237,0.43113,-1.47888,0.08759,0.03513,0.03782,-0.12976,-0.10121,-0.19044,0.71887,0.00669,0.07787,22.22299,862.71313,0.01843,0.03969,0.16452
="2026/04/02 17:19:36.160",-0.12618,-0.07401,0.27321,0.61692,0.38258,-0.39424,0.22563,-0.03391,-0.03252,0.1709,0.02903,-0.40278,0.31238,-0.05938,-0.07068,19.44148,865.45325,-0.16231,0.00211,0.33971
="2026/04/02 17:19:36.180",0.13245,-0.12877,-0.10029,0.53395,0.01826,-0.43361,0.28785,-0.06331,-0.07531,-0.33557,0.00465,0.12455,0.33944,-0.07454,0.09322,17.54624,867.36133,-0.10659,0.14279,0.41384
="2026/04/02 17:19:36.200",-0.56467,-0.02054,0.11335,0.60174,0.15232,-1.2348,0.35481,-0.03084,-0.06165,0.18929,-0.05237,-0.24798,0.63576,0.00532,-0.00617,15.48699,866.80792,-0.06573,0.36885,0.38723
="2026/04/02 17:19:36.220",0.19947,0.04676,0.21969,0.3564,0.01432,0.14201,0.47154,-0.05902,-0.01883,-0.36,-0.0318,0.03589,0.02224,-0.003,0.03358,13.93807,865.13458,-0.06832,0.11674,0.59872
="2026/04/02 17:19:36.240",-0.49539,0.12343,0.06711,0.52037,0.34106,-0.95602,0.43863,-0.05965,-0.03355,-0.2367,0.00022,-0.05545,0.60518,-0.04015,0.06557,13.3493,863.3717,0.08656,0.08411,0.22215
="2026/04/02 17:19:36.260",-0.27685,0.10852,0.3792,0.0183,0.03035,0.02634,0.55248,-0.01983,-0.01094,-0.07308,-0.07218,-0.12788,0.05857,-0.1329,-0.19193,13.14157,860.36511,0.01905,0.04016,0.4088
="2026/04/02 17:19:36.280",-0.06843,0.01964,0.20332,0.19618,-0.04853,0.37288,0.29664,-0.06897,-0.01285,-0.38577,0.03809,0.2103,0.30821,-0.03029,-0.06003,14.73579,859.08447,0.25755,0.23517,0.55127
="2026/04/02 17:19:36.300",-0.58255,-0.02631,0.30694,0.033,-0.10058,-0.12006,0.34489,-0.02715,-0.02375,0.2155,0.05465,0.03695,0.35514,0.08134,-0.00842,16.98393,856.85272,0.24829,0.34388,0.33976
="2026/04/02 17:19:36.320",0.1086,-0.04813,0.38919,-0.19248,-0.41255,0.88928,0.30178,-0.04509,-0.05273,-0.15967,-0.04418,0.05038,-0.40449,0.04698,0.01644,19.97697,854.91516,0.15604,0.11426,0.63664
="2026/04/02 17:19:36.340",-0.52883,0.0675,0.18525,0.1576,0.12219,-0.06305,0.37399,0.01383,0.0025,0.10492,0.10035,0.23868,0.12696,0.06129,-0.04389,22.95682,855.66931,0.21952,0.30208,0.45491
="2026/04/02 17:19:36.360",0.00777,0.14775,0.06664,-0.33021,-0.08118,0.32037,0.39009,-0.08486,-0.04875,0.10728,-0.1361,0.19002,-0.42764,0.09758,-0.10561,24.34963,857.43201,0.01951,0.0856,0.3647
="2026/04/02 17:19:36.380",-0.52024,0.11784,0.66064,0.11762,0.13864,0.46898,0.22401,0.05653,-0.00193,-0.14591,0.07936,0.11595,-0.35458,0.08744,-0.0475,25.73341,860.84918,0.11034,0.18999,0.17026
="2026/04/02 17:19:36.400",-0.31085,0.11612,-0.01909,-0.0345,0.16556,-0.32451,0.17195,-0.05804,0.07207,0.38245,-0.03058,0.14239,-0.25292,0.05561,-0.18059,26.07907,863.65747,0.02531,-0.12887,0.69686
="2026/04/02 17:19:36.420",0.08001,0.10799,0.24716,-0.34146,-0.18391,0.95816,-0.08473,0.02514,-0.02634,-0.05973,0.04116,0.25228,-0.69621,0.01778,-0.10528,25.94229,866.8692,-0.08853,0.17752,0.68882
="2026/04/02 17:19:36.440",-0.77753,0.0431,0.34882,0.29248,-0.28306,0.04553,0.12182,0.01565,-0.01975,0.18919,0.00923,0.29364,-0.16763,-0.00828,0.02685,24.21672,869.74976,0.00506,0.20957,0.2912
="2026/04/02 17:19:36.460",0.30529,-0.08926,-0.33213,-0.28981,-0.22018,0.2679,-0.08561,-0.06266,0.0075,0.14609,-0.08986,0.16075,-0.36496,-0.04157,-0.16908,21.57566,870.24396,-0.12016,-0.12153,0.81535
="2026/04/02 17:19:36.480",-0.52944,0.1425,0.56281,0.12848,0.01433,0.60931,-0.09354,0.0571,0.0493,-0.21502,0.05113,0.38424,-0.2935,-0.01642,0.03755,18.87336,870.73529,-0.03809,0.03568,-0.22025
="2026/04/02 17:19:36.500",-0.06067,0.12894,-0.07937,-0.10426,-0.13518,0.08299,-0.00934,0.03267,0.02776,0.20443,-0.06507,0.21064,-0.43892,-0.03603,0.00313,16.52696,868.49445,-0.19909,-0.29946,0.42839
="2026/04/02 17:19:36.520",0.28837,0.1059,-0.00777,-0.61638,-0.25078,0.94611,-0.15042,0.01605,0.01813,-0.33797,0.03149,0.39385,-0.64008,0.00271,0.03729,15.88411,866.55707,0.13275,-0.02794,0.21178
="2026/04/02 17:19:36.540",-0.57652,-0.15598,0.24823,-0.11842,-0.02321,0.11022,-0.06299,0.05242,0.01675,0.23866,-0.00639,-0.11397,-0.0772,-0.0018,-0.04549,14.93953,864.13818,0.08139,0.2206,0.11086
="2026/04/02 17:19:36.560",0.60964,-0.19474,-0.70586,-0.55958,-0.45001,1.39735,-0.32635,0.00991,0.06231,0.0367,0.10619,0.44604,-0.49443,0.01881,-0.04624,15.1324,860.88782,0.12354,-0.05624,0.12007
="2026/04/02 17:19:36.580",-0.24724,-0.01226,-0.07175,-0.63409,-0.09656,-0.15893,-0.28801,0.01829,-0.01052,0.06032,-0.02567,-0.09375,-0.11742,-0.01823,0.0414,16.84945,858.47778,0.04657,-0.04253,-0.39845
="2026/04/02 17:19:36.600",0.1407,0.0569,-0.10999,-0.04491,-0.1371,1.09219,-0.38445,0.02883,0.00766,0.25362,-0.02365,0.17369,-0.2854,0.02982,-0.10517,18.53899,854.6557,0.03695,-0.25932,-0.36559
="2026/04/02 17:19:36.620",0.56229,0.18735,-0.3129,-0.87358,0.19566,0.43377,-0.34946,0.03984,0.03711,-0.21766,0.08276,0.43527,-0.48574,-0.02185,-0.09198,21.17301,853.57251,0.18184,-0.24729,-0.59693
="2026/04/02 17:19:36.640",-0.33924,0.01514,0.18398,-0.23743,0.02502,0.0827,-0.40943,0.02399,-0.00114,0.33286,-0.18861,-0.34075,0.0056,-0.04704,0.0375,23.27053,854.72833,0.10524,-0.20684,-0.59186
="2026/04/02 17:19:36.660",0.77617,-0.09897,-0.20525,-0.52035,-0.15757,1.52776,-0.3214,0.00014,0.0109,0.1066,0.22704,0.22979,-0.42542,0.0423,-0.09136,25.13637,856.0564,0.08793,-0.4785,-0.48509
="2026/04/02 17:19:36.680",-0.08805,-0.16324,-0.15847,-0.76062,-0.28645,-0.42065,-0.64632,-0.0476,0.03161,0.3021,-0.00449,-0.1505,0.032,-0.03385,0.19479,25.80602,859.00201,-0.02297,-0.09957,-0.35476
="2026/04/02 17:19:36.700",0.26362,-0.08716,-0.16035,0.08578,-0.47768,0.72334,-0.36436,0.0569,0.05848,0.43165,-0.04111,-0.30664,-0.04325,0.0101,-0.03027,25.10576,860.99451,-0.07401,-0.09894,-0.48732
="2026/04/02 17:19:36.720",0.57906,-0.16701,-0.55881,-0.32425,0.04583,0.00751,-0.38068,0.01783,0.07067,-0.1601,0.19134,0.08501,-0.01179,-0.0418,-0.03776,24.17109,863.38544,-0.05801,-0.18459,-0.36204
="2026/04/02 17:19:36.740",-0.34662,-0.03776,0.0285,0.11109,0.20595,-0.95935,-0.20013,0.06686,0.02278,0.26252,-0.25024,-0.43262,0.27556,-0.0831,0.08476,21.62386,864.58612,-0.12221,0.02115,-0.67565
="2026/04/02 17:19:36.760",0.82059,-0.01715,-0.47543,-0.12337,0.11208,1.17143,-0.18794,0.06074,0.01981,-0.25144,0.21067,0.17888,0.03567,-0.06002,0.04542,19.55703,864.51666,-0.24168,-0.24037,-0.28316
="2026/04/02 17:19:36.780",-0.2154,-0.02581,-0.16404,-0.23821,-0.11924,-1.2961,-0.1097,0.02804,0.07144,-0.0618,-0.17049,0.02807,0.39451,-0.07657,0.23922,16.68214,865.0083,-0.02816,0.12686,-0.30031
="2026/04/02 17:19:36.800",0.61988,-0.02789,-0.28701,0.13987,-0.18656,0.13846,-0.13984,0.00097,-0.00136,-0.0772,-0.03113,-0.32784,0.36892,0.0082,0.00141,13.61381,863.04846,-0.17344,-0.19544,-0.25366
="2026/04/02 17:19:36.820",0.20233,-0.05133,-0.25842,0.16288,0.04376,0.03508,-0.29691,0.01043,0.01885,-0.40815,0.10147,0.09797,0.31678,-0.06168,0.19856,12.38562,860.68091,-0.05056,-0.04161,-0.51324
="2026/04/02 17:19:36.840",0.04508,-0.05728,-0.1269,0.15399,0.02499,-1.10495,-0.14114,-0.00861,-0.01933,0.08106,-0.08168,-0.52491,0.51548,-0.05123,0.10477,11.70821,857.39374,-0.06908,-0.04786,-0.39213
="2026/04/02 17:19:36.860",0.81622,-0.02722,-0.41149,0.44869,-0.26936,0.49511,0.18416,-0.00209,-0.03736,-0.37184,0.10503,-0.11869,0.2928,0.0012,-0.01514,12.85809,854.23676,-0.00516,-0.22595,-0.50632
="2026/04/02 17:19:36.880",-0.29184,-0.00823,-0.10841,0.46479,0.44979,-1.47817,0.08427,-0.00552,0.01262,-0.09625,-0.06515,-0.17386,0.21699,0.00506,0.30362,14.76894,853.1618,0.00201,-0.01592,-0.81367
="2026/04/02 17:19:36.900",0.56818,-0.0141,-0.04904,0.24881,0.40173,-0.02786,0.27598,-0.03303,0.01341,-0.00772,0.07018,-0.57975,0.05092,0.03706,-0.01575,17.42803,851.78546,-0.02896,-0.26062,-0.45149
="2026/04/02 17:19:36.920",0.1128,0.0141,-0.04663,0.6872,0.18981,-0.5807,0.01511,-0.03418,-0.04782,-0.15731,-0.09118,-0.14472,0.59028,0.06209,-0.15987,20.41863,852.2807,0.08143,-0.13201,-0.40756
="2026/04/02 17:19:36.940",-0.20717,-0.10121,0.04434,0.22881,0.50445,-1.29651,0.28563,0.01695,0.0311,0.28831,-0.01171,-0.44804,0.25181,0.00382,0.17598,21.26286,853.03802,-0.04373,-0.04347,-0.05787
="2026/04/02 17:19:36.960",0.56239,-0.12257,-0.14301,0.66825,0.09255,0.26522,0.02485,-0.0028,0.03876,-0.22435,-0.0655,0.01481,0.17256,0.05596,0.02164,22.54676,855.0921,0.0052,0.06436,0.02458
="2026/04/02 17:19:36.980",-0.53132,-0.13592,0.16125,0.34713,0.57755,-1.52163,0.19044,-0.0307,-0.04128,0.24419,0.05288,-0.33034,0.37972,0.02725,-0.07882,23.70595,858.78101,0.02903,0.29451,0.00004
="2026/04/02 17:19:37.000",0.26772,-0.02618,-0.03499,0.27323,-0.12313,0.20849,0.29823,-0.04401,-0.02288,-0.0322,-0.02824,-0.16514,-0.17967,-0.06286,0.13658,23.34949,860.91522,-0.20513,0.15681,0.49709
="2026/04/02 17:19:37.020",-0.15181,0.08815,-0.03956,0.45175,0.05862,-0.97401,0.18322,-0.02039,-0.01103,-0.15988,-0.00811,0.01708,0.44079,-0.0118,-0.05001,22.49122,863.83948,-0.06448,0.14559,0.38226
="2026/04/02 17:19:37.040",-0.47687,0.06846,0.28793,0.34827,0.00269,-0.4796,0.51481,-0.02011,0.01636,0.13537,-0.09117,-0.24488,0.06469,-0.00572,0.15669,20.08056,865.81909,-0.20867,0.02403,0.09405
="2026/04/02 17:19:37.060",0.1109,0.07155,0.13832,0.4245,-0.18146,0.21606,0.177,-0.03777,-0.03252,-0.45847,0.03493,0.14599,0.11862,0.08716,0.17727,18.5465,867.5155,-0.1177,0.05548,0.6178
="2026/04/02 17:19:37.080",-0.56872,0.01341,0.0828,0.28685,-0.0205,-1.00441,-0.01812,-0.01674,-0.01884,0.1351,0.01461,-0.17218,0.1619,0.07033,0.12138,16.44596,867.98846,-0.00815,0.36153,0.81421
="2026/04/02 17:19:37.100",0.09006,-0.07323,0.38438,-0.02238,-0.18386,0.4668,0.70471,0.03105,0.02913,-0.27216,0.02776,0.10849,-0.40685,-0.01391,0.0303,13.89489,866.25159,-0.07096,0.35713,0.87535
="2026/04/02 17:19:37.120",-0.38894,0.01953,0.04611,0.30151,-0.03392,-0.57215,0.37777,-0.05133,-0.02735,-0.20133,-0.00309,0.15266,0.20209,0.03678,-0.02349,13.32734,864.9624,0.11549,0.27861,0.68328
="2026/04/02 17:19:37.140",-0.37958,0.12543,0.35208,0.05807,0.06975,-0.23791,0.39587,-0.06683,-0.11026,0.05786,-0.09078,-0.09225,-0.22604,0.05087,-0.09388,13.4706,862.09149,0.03353,0.20374,0.67302
="2026/04/02 17:19:37.160",0.08867,0.18958,0.26986,0.09304,0.15206,0.39193,0.12399,-0.04627,-0.02062,-0.39828,0.12511,0.2086,-0.3434,-0.04138,-0.10906,14.77283,860.14111,0.17066,0.18441,0.58977
="2026/04/02 17:19:37.180",-0.62009,0.06553,0.16655,0.09447,0.17411,-0.46894,0.43674,-0.06056,-0.01033,0.12684,-0.15032,0.15851,-0.00093,0.01954,-0.05141,16.64829,858.08167,0.19301,0.22262,0.54655
="2026/04/02 17:19:37.200",0.1996,0.06736,0.22454,-0.41129,0.05959,1.11452,0.15202,0.12181,0.07721,-0.04526,0.07157,0.08619,-0.70197,0.05409,-0.02364,19.47687,856.39935,0.08507,0.00676,0.13571
="2026/04/02 17:19:37.220",-0.77853,0.04471,0.4789,-0.00353,-0.12891,0.28667,0.22803,-0.06217,0.03381,0.24013,0.05715,0.15967,-0.32082,0.00155,0.08113,22.41917,856.99774,0.12846,0.08379,0.30916
="2026/04/02 17:19:37.240",0.17292,0.0547,-0.03681,-0.46095,-0.31544,0.51246,0.13996,0.01017,-0.07126,0.44035,-0.02215,0.12826,-0.50811,0.06234,-0.1435,24.687,857.8941,0.08248,-0.08524,0.47907
="2026/04/02 17:19:37.260",-0.32337,0.08451,0.56015,-0.18893,-0.26136,0.75568,0.06615,0.01738,0.0199,-0.03489,0.02673,0.30252,-0.60992,-0.00557,-0.03207,26.13863,860.27649,0.05165,0.124,0.17176
="2026/04/02 17:19:37.280",-0.52008,0.00248,0.01857,0.04789,0.18533,-0.14316,0.12612,-0.03265,-0.01023,0.44575,-0.07299,0.24913,-0.26492,0.0664,-0.18147,26.5799,863.18011,0.06938,-0.08804,0.55088
="2026/04/02 17:19:37.300",0.15029,0.10176,0.30443,-0.6042,0.05656,0.87607,-0.20323,0.11451,0.06117,0.0658,0.05914,0.21193,-0.48768,-0.00193,-0.31678,25.76042,866.40588,0.05391,-0.15284,0.28172
="2026/04/02 17:19:37.320",-0.80004,-0.06259,0.23568,-0.01703,-0.20578,0.18304,-0.07904,-0.0139,0.06547,0.2094,-0.06786,0.18575,-0.04055,-0.01676,-0.09156,23.78163,869.36517,-0.03423,0.22047,0.40593
="2026/04/02 17:19:37.340",0.22239,0.01243,-0.22798,-0.58853,-0.16935,0.44733,-0.3086,0.04389,0.02153,0.1096,0.03659,0.50177,-0.54908,0.03553,-0.06303,21.4091,869.84155,0.10949,0.18499,0.48172
="2026/04/02 17:19:37.360",-0.14048,-0.0855,0.10288,-0.30791,-0.19148,0.75299,-0.22897,0.04968,0.05366,-0.14786,0.05032,0.14473,-0.26461,0.01093,0.02881,19.67279,870.40375,-0.08971,0.34788,0.26453
="2026/04/02 17:19:37.380",-0.29884,0.06801,-0.05734,-0.21558,-0.1561,0.22367,-0.1751,0.02967,0.04767,0.24465,0.01025,0.06716,-0.27572,0.02119,0.08445,17.2527,869.23315,0.08123,0.02256,0.0331
="2026/04/02 17:19:37.400",0.61177,0.24807,-0.08279,-0.56811,-0.44685,0.67401,-0.22262,-0.02636,0.03112,-0.34396,0.03011,0.47661,-0.60069,0.01786,-0.08354,16.02035,866.84454,0.05705,-0.31741,0.49892
="2026/04/02 17:19:37.420",-0.37537,0.14281,0.1567,-0.01796,0.08494,-0.3239,-0.44728,0.02623,0.01427,-0.03072,-0.13945,0.14555,-0.00791,0.00044,-0.11758,15.17635,863.62793,0.18218,0.06879,-0.12146
="2026/04/02 17:19:37.440",0.52845,-0.04767,-0.35945,-0.28471,-0.07157,1.40552,-0.31491,0.03854,0.07797,-0.19974,0.11601,0.27608,-0.36454,-0.01124,-0.17613,15.59182,859.78088,0.22517,-0.2607,-0.26201
="2026/04/02 17:19:37.460",0.03273,-0.17107,-0.19089,-0.69459,-0.02415,-0.09854,-0.34461,0.01618,0.00807,-0.07237,0.02677,0.07713,-0.17547,-0.06363,0.10159,16.91664,857.19006,0.17225,-0.1046,-0.41545
="2026/04/02 17:19:37.480",-0.0539,-0.0556,0.02105,-0.1869,-0.21538,0.65086,-0.38707,-0.00079,0.04275,0.40737,0.07598,-0.16945,-0.0686,-0.06563,0.04052,18.25477,853.76508,0.13553,-0.06629,-0.82549
="2026/04/02 17:19:37.500",0.72816,0.00696,-0.44537,-0.43925,-0.33412,0.71598,-0.12375,0.02288,0.02684,-0.19994,-0.02437,0.35059,-0.26043,-0.06024,-0.07495,21.09039,852.44855,0.13428,-0.09471,-0.42798
="2026/04/02 17:19:37.520",-0.33435,0.05051,0.16965,0.11255,0.40015,-0.72172,-0.56843,0.0143,-0.00594,0.18098,-0.19118,-0.00523,0.11156,-0.07059,0.08667,22.62203,853.22137,0.11941,0.13002,-0.92287
="2026/04/02 17:19:37.540",0.77408,-0.01394,-0.34766,-0.02399,0.13521,0.95332,-0.33554,0.03136,0.00479,-0.0896,0.13904,0.07459,-0.1831,-0.02311,0.00547,23.97959,854.15179,-0.1083,-0.36842,-0.30985
="2026/04/02 17:19:37.560",0.19519,0.05247,-0.3469,-0.05639,0.14832,-0.65327,-0.2511,0.03703,0.02047,0.03393,-0.10722,-0.02922,0.12601,-0.03937,0.19213,24.6871,856.94885,0.01998,-0.16983,-0.65005
="2026/04/02 17:19:37.580",-0.03762,-0.00241,-0.01896,-0.05568,-0.02739,0.45945,-0.42529,0.0274,0.06886,0.39948,0.1671,-0.36758,0.28851,-0.04786,-0.12263,24.11072,858.71924,-0.19903,-0.20986,-0.59512
="2026/04/02 17:19:37.600",0.67229,-0.08099,-0.47992,0.1238,-0.52168,0.20415,-0.35361,0.04605,0.04761,-0.17655,-0.08134,0.15094,0.1672,-0.07917,-0.00761,23.56511,861.46393,-0.12562,-0.42803,-0.7265
="2026/04/02 17:19:37.620",-0.39383,-0.15525,-0.08661,0.27372,0.38807,-1.24277,-0.13988,0.00449,0.00996,0.31152,0.05072,-0.44358,0.59415,-0.06976,0.20291,21.16241,864.35596,-0.16588,-0.21598,-0.43982
="2026/04/02 17:19:37.640",0.79935,-0.12642,-0.36849,0.42699,-0.03861,0.49754,-0.22601,0.02735,-0.00274,-0.14146,0.00444,-0.21308,0.37288,0.00987,-0.03439,17.91567,864.83569,-0.23096,-0.17999,-0.38275
="2026/04/02 17:19:37.660",-0.14802,-0.11876,-0.15956,0.34893,0.30999,-1.47696,-0.12831,-0.05512,-0.00771,-0.14245,-0.09058,-0.09388,0.67449,-0.06843,0.19083,15.36119,865.26459,-0.05335,0.01633,-0.47987
="2026/04/02 17:19:37.680",0.25013,-0.07757,-0.21361,0.2697,0.43535,-0.81531,-0.13274,0.01278,0.01507,0.02289,-0.03865,-0.48267,0.62237,-0.0189,0.03419,13.32546,863.91718,-0.17478,-0.19715,-0.40694
="2026/04/02 17:19:37.700",0.46672,-0.0069,-0.38061,0.50151,0.37982,-0.34236,0.04045,-0.03271,0.0253,-0.54398,0.03514,0.06561,0.62731,0.01563,0.04191,12.97821,862.52405,-0.06325,-0.17055,-0.31837
="2026/04/02 17:19:37.720",-0.25514,-0.00714,-0.13373,0.21583,0.46694,-1.30221,0.16541,-0.04402,-0.01761,0.06099,-0.02059,-0.44827,0.41796,-0.02588,0.28289,11.4367,859.18878,0.0281,-0.03329,-0.54957
="2026/04/02 17:19:37.740",0.58603,-0.09703,-0.08808,0.21057,-0.16302,0.2979,0.07492,0.03455,-0.02221,-0.5079,-0.03886,-0.08159,0.26144,0.05824,-0.07066,11.80121,855.35645,0.01563,-0.16237,-0.49848
="2026/04/02 17:19:37.760",-0.13936,-0.15437,-0.05288,0.35011,0.26477,-0.86397,0.10232,-0.0261,-0.02873,-0.11926,0.0184,-0.34207,0.63576,-0.00569,-0.05634,14.34688,853.39154,0.15183,0.21437,-0.21118
="2026/04/02 17:19:37.780",0.29475,-0.07107,0.07081,-0.05562,0.03489,-0.2518,0.40603,-0.03746,-0.04374,-0.08248,-0.06685,-0.25065,0.10128,-0.02583,0.10399,16.39686,852.12903,0.02671,0.0912,-0.12958
="2026/04/02 17:19:37.800",0.15498,-0.03335,-0.05741,0.45982,-0.14593,0.11226,0.40251,-0.03778,-0.05469,-0.35319,0.06164,0.05639,0.56837,0.05993,-0.07239,19.36544,852.89386,0.07993,-0.02672,-0.07398
="2026/04/02 17:19:37.820",-0.39559,0.0563,0.04963,0.21464,0.10231,-0.64592,0.19578,-0.06085,0.02378,0.27588,-0.04406,-0.37336,0.26103,-0.10212,0.33287,21.23613,853.49933,0.00252,0.02024,-0.34592
="2026/04/02 17:19:37.840",0.34946,0.0876,0.30507,-0.01429,-0.11795,0.38509,0.41739,0.02727,0.00067,-0.31656,0.03236,-0.06176,-0.02014,-0.05687,0.05415,22.98836,855.42334,-0.03529,-0.10498,0.00441
="2026/04/02 17:19:37.860",-0.43111,0.02436,0.09192,0.46925,0.14142,-1.09332,0.48423,-0.05703,-0.04817,0.12921,0.00308,-0.14331,0.62622,-0.08894,0.09361,24.36707,858.54633,-0.01257,0.08444,0.23436
="2026/04/02 17:19:37.880",-0.0613,-0.05034,0.27867,0.14724,-0.12313,0.1782,0.42352,-0.05282,-0.01065,0.08562,0.00676,-0.30553,-0.01482,-0.00666,0.13438,24.28024,861.23907,-0.04722,0.12447,0.62082
="2026/04/02 17:19:37.900",-0.0988,-0.06985,0.09181,0.74997,-0.04216,-0.4992,0.45851,-0.00766,-0.03057,-0.17928,-0.00401,0.00967,0.34159,0.0557,-0.13699,23.34153,865.26935,-0.07809,0.30285,0.52063
="2026/04/02 17:19:37.920",-0.48804,-0.00239,0.26401,0.52949,0.18937,-0.94229,0.06847,-0.06061,-0.01243,0.31739,0.00161,-0.21713,0.27959,-0.04922,0.07721,20.91589,867.56519,-0.14521,0.22334,0.32455
="2026/04/02 17:19:37.940",0.02955,0.10687,0.31881,0.41795,-0.02723,0.13284,0.54702,0.01252,-0.03062,-0.39004,-0.04002,0.08697,-0.3046,0.05136,0.31475,18.79802,868.80341,-0.17372,-0.03664,0.72403
="2026/04/02 17:19:37.960",-0.60216,0.16195,0.10126,0.59554,0.48058,-1.14495,0.25928,-0.01914,-0.02367,0.00678,-0.04732,0.14469,0.3391,0.04654,0.1481,16.40753,868.77863,0.02209,0.22317,0.72151
="2026/04/02 17:19:37.980",-0.18824,0.09033,0.45043,-0.07889,0.0731,0.39574,0.36681,0.03224,0.014,-0.11738,0.02336,0.0421,-0.40959,0.02082,0.01939,14.59092,866.66901,0.00258,0.16379,0.54682
="2026/04/02 17:19:38.000",-0.25738,-0.02618,0.10818,0.21259,-0.1768,-0.10909,0.32203,-0.02094,-0.06013,-0.23523,-0.08131,0.23092,-0.06017,-0.04375,-0.0717,14.74391,865.13818,0.08002,0.12195,0.63804
="2026/04/02 17:19:38.020",-0.36038,-0.03553,0.09593,-0.13439,-0.04369,0.10455,0.00403,-0.01681,-0.01602,0.2314,0.10867,0.16417,-0.09681,-0.02317,-0.39984,14.88681,863.00378,0.1289,0.19822,0.72043
