time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:04:11.480",-0.25297,-0.04204,0.08926,0.17459,-0.10038,0.44763,0.00171,-0.01632,0.0177,20.24149,-0.04922,-0.01778,-0.1311,0.19398,-0.0108,0.00592,-0.10981,0.14018,0.26426,870.92438
="2026/04/02 16:04:11.500",0.00065,0.0763,0.29481,0.30761,-0.14499,0.18257,-0.13831,-0.04642,0.01216,17.48742,-0.18027,-0.0228,0.2681,-0.03772,0.07702,-0.09033,-0.16742,0.13826,0.22665,869.73016
="2026/04/02 16:04:11.520",-0.33224,0.07545,-0.04123,-0.46559,-0.26376,0.35812,-0.09066,-0.06233,-0.04497,14.86622,-0.02275,0.00334,0.00882,0.24193,-0.02479,0.03194,-0.12551,0.09507,0.15417,867.2757
="2026/04/02 16:04:11.540",-0.00694,0.13227,0.21195,0.39585,-0.29429,0.56627,-0.2197,0.02402,-0.02966,14.66802,-0.42544,-0.04962,-0.04166,0.14892,0.04259,-0.16699,0.00513,-0.00322,0.06816,865.11084
="2026/04/02 16:04:11.560",-0.14855,0.05775,0.22627,-0.27939,-0.01809,-0.21331,-0.12016,-0.08341,-0.02007,14.75548,-0.02048,0.05571,0.17847,-0.08142,-0.02592,0.07607,-0.11989,-0.03718,0.11992,862.23029
="2026/04/02 16:04:11.580",-0.10791,0.08106,0.05954,0.06806,0.05914,0.29227,-0.02949,-0.00714,-0.03057,15.36788,-0.11314,0.03366,-0.06316,0.19579,-0.02619,0.01137,0.1044,0.02216,0.02686,859.51569
="2026/04/02 16:04:11.600",0.18575,0.04225,0.15877,0.48904,0.36425,-0.08152,-0.01476,-0.02956,-0.00004,17.64089,-0.09787,-0.00718,0.20371,0.02887,0.04906,-0.08314,0.00103,0.00717,0.07294,857.79468
="2026/04/02 16:04:11.620",-0.29084,0.00998,0.05047,-0.42537,0.30942,-0.06881,0.03172,-0.02999,0.0036,18.9427,0.13389,0.02556,0.11599,0.17965,-0.03288,0.12609,-0.00504,-0.00474,0.03383,856.54736
="2026/04/02 16:04:11.640",-0.12182,0.03207,0.43647,0.36535,0.09076,0.18152,-0.10049,-0.00583,0.02134,21.24438,-0.02585,0.05947,-0.23939,0.23288,0.01681,-0.14534,0.05477,0.02282,-0.08806,857.28223
="2026/04/02 16:04:11.660",0.08307,0.06128,-0.16673,-0.3309,0.06687,-0.17533,-0.01286,-0.014,-0.0144,23.14902,0.17037,-0.01548,0.03102,-0.10852,-0.06015,0.11711,-0.05164,0.01697,0.19362,858.56915
="2026/04/02 16:04:11.680",-0.37369,0.03971,0.21636,-0.39452,-0.04944,0.18065,-0.05017,0.00433,0.0172,24.29644,-0.0514,-0.07563,-0.2497,0.11784,-0.04165,0.10124,0.04163,0.0751,0.34915,860.51862
="2026/04/02 16:04:11.700",0.05974,-0.0386,0.2099,0.19341,-0.3644,0.13759,-0.14888,-0.01046,-0.0389,25.03154,-0.01387,-0.08436,-0.00418,0.02323,0.03739,-0.03941,-0.13649,0.22149,0.14626,863.69836
="2026/04/02 16:04:11.720",-0.24581,-0.11936,-0.15518,-0.28638,-0.53562,-0.10746,-0.12267,-0.01612,-0.02282,24.04518,0.17756,0.1047,0.05277,-0.06468,0.00174,0.17133,-0.12115,0.0249,0.32757,866.18237
="2026/04/02 16:04:11.740",-0.16599,-0.01481,0.36337,0.64548,-0.07011,-0.10679,-0.15232,0.00701,-0.02348,22.68005,-0.087,-0.04503,-0.19618,0.06773,0.07429,-0.19243,-0.05732,0.03587,0.16539,868.9776
="2026/04/02 16:04:11.760",0.04746,0.03049,-0.13337,0.08757,0.24315,-0.57339,-0.01405,-0.00386,-0.00717,20.38086,0.14947,0.01268,0.12252,-0.04171,-0.03246,-0.02523,-0.19329,-0.03668,0.19208,869.81293
="2026/04/02 16:04:11.780",-0.35295,0.10832,0.16337,-0.043,0.27029,-0.38332,-0.06422,0.00667,0.00618,18.36956,-0.08031,0.03432,-0.15931,0.16771,0.00646,-0.03679,-0.00652,-0.06008,0.23046,869.44769
="2026/04/02 16:04:11.800",0.08148,0.0538,0.28535,0.55061,0.24863,-0.28627,-0.06147,-0.02658,-0.01377,17.44028,-0.06377,-0.02009,-0.03112,-0.08659,0.05421,-0.18919,-0.14113,0.24964,0.14773,868.05859
="2026/04/02 16:04:11.820",-0.16613,-0.05486,-0.25703,-0.36122,0.21058,-0.39834,-0.05396,-0.01969,-0.04179,15.42915,0.0396,0.06898,0.0679,-0.06146,-0.02958,0.18306,-0.04695,0.18808,0.23763,865.55139
="2026/04/02 16:04:11.840",-0.04211,-0.06567,0.4363,0.42267,0.22306,0.04388,-0.06756,-0.04258,-0.03762,15.24539,-0.29453,-0.09975,-0.11091,0.04708,0.04111,-0.22387,-0.0288,0.22594,-0.0741,863.88055
="2026/04/02 16:04:11.860",0.14906,-0.03082,-0.24587,-0.22187,-0.06788,-0.08762,-0.10428,-0.08088,-0.04673,14.91808,0.03429,-0.01198,-0.00229,-0.06544,-0.02527,0.08556,-0.09757,0.10623,0.17773,861.63239
="2026/04/02 16:04:11.880",-0.15329,0.06586,-0.04001,-0.25381,-0.129,-0.07647,-0.04341,0.01771,-0.03171,14.82869,-0.10361,0.07061,-0.20987,-0.0707,-0.02753,0.1922,0.17189,-0.03358,0.0338,859.14819
="2026/04/02 16:04:11.900",0.23789,0.1472,0.09784,0.21501,0.08823,-0.30553,-0.02066,-0.03655,0.01389,17.34231,0.00356,-0.02333,-0.05596,-0.14821,0.04645,-0.12164,-0.03273,-0.0524,-0.02413,858.14691
="2026/04/02 16:04:11.920",-0.10296,0.14112,-0.37171,-0.41376,0.15392,-0.07037,-0.05025,-0.00907,-0.03155,19.55,0.15898,0.03187,-0.11675,-0.13825,-0.01872,0.06169,0.10219,-0.21668,-0.01715,857.81384
="2026/04/02 16:04:11.940",-0.07749,0.12043,0.29932,0.23924,0.04691,-0.33731,-0.05925,-0.01238,0.04014,22.08329,-0.0253,0.01497,-0.20376,-0.09641,0.06559,-0.16107,0.22224,-0.28409,-0.19945,859.27246
="2026/04/02 16:04:11.960",0.08513,0.04131,-0.05546,-0.03243,0.09659,-0.41717,-0.09568,0.00684,0.03632,23.63029,0.27682,0.01655,-0.00953,0.01197,-0.00033,-0.10716,-0.0788,-0.13204,-0.14144,861.09674
="2026/04/02 16:04:11.980",-0.08217,-0.05962,-0.06477,-0.0759,0.15018,-0.29182,-0.04508,-0.0051,-0.00283,24.51887,0.13622,-0.01894,-0.32533,0.09261,0.02049,-0.00753,0.12555,0.01878,-0.00603,863.0495
="2026/04/02 16:04:12.000",0.11041,-0.21393,0.24901,0.36341,0.11208,-0.61885,-0.06788,-0.03346,-0.05692,25.48443,0.04052,0.01713,0.09418,-0.13392,0.068,-0.23827,-0.14647,0.174,0.08542,866.38879
="2026/04/02 16:04:12.020",-0.08851,-0.21978,-0.37569,-0.23802,0.04094,-0.15303,0.00312,-0.04245,-0.03576,24.10085,0.20986,-0.05432,-0.1779,-0.03575,-0.00936,0.10999,-0.04047,0.07842,0.24794,868.67719
="2026/04/02 16:04:12.040",0.04464,-0.01068,0.21491,0.41953,-0.1038,-0.19932,0.06536,0.04213,0.01624,22.85656,-0.0972,0.03856,-0.13071,-0.13714,0.05152,-0.13624,-0.01817,0.05055,-0.09678,870.05341
="2026/04/02 16:04:12.060",0.15484,-0.00967,-0.3305,-0.15544,0.1164,-0.72028,0.02111,-0.01232,0.02946,20.76973,0.12231,0.03301,0.07414,-0.09984,0.01911,-0.00316,-0.11791,0.02776,0.14317,870.03143
="2026/04/02 16:04:12.080",-0.03651,0.03678,-0.16656,0.05439,-0.00195,0.0809,0.00273,0.02875,0.04544,18.57543,-0.10831,-0.05723,-0.22637,-0.21354,0.01336,0.03336,0.10918,-0.11912,-0.29573,869.70477
="2026/04/02 16:04:12.100",0.282,0.00219,0.08661,0.24645,0.1395,-0.55882,-0.06476,-0.00861,-0.07372,17.87739,-0.18529,0.02755,0.14962,-0.14936,0.02796,-0.04681,-0.05544,-0.26847,-0.13779,869.48291
="2026/04/02 16:04:12.120",-0.05418,0.0245,-0.31081,-0.39926,0.1565,-0.23207,-0.01831,0.04801,0.03555,15.61824,0.09238,0.00069,-0.15635,0.03183,-0.09589,0.07236,0.1119,-0.15999,-0.13018,867.26147
="2026/04/02 16:04:12.140",0.21133,-0.01011,0.1053,0.47462,0.13851,0.02211,0.05305,0.041,0.06154,14.90423,-0.21978,-0.00455,-0.10804,-0.24648,-0.01957,-0.04157,0.15437,-0.03603,-0.18119,865.26959
="2026/04/02 16:04:12.160",0.20036,-0.06279,-0.15797,-0.28388,0.28551,-0.4565,0.0096,0.04205,-0.00465,15.51504,0.1558,0.02991,0.063,-0.30369,-0.04166,0.21789,0.10022,-0.04487,-0.28527,862.58685
="2026/04/02 16:04:12.180",0.04537,-0.09424,-0.21942,-0.11492,-0.01573,0.46897,0.13541,-0.01412,0.01697,16.42398,-0.03952,-0.06684,-0.18683,0.06524,-0.03298,0.10118,0.23406,-0.08781,-0.21321,860.43909
="2026/04/02 16:04:12.200",0.31007,0.00046,0.03574,0.19838,-0.01741,-0.23887,0.01705,0.01167,-0.01289,18.79618,0.0165,0.03889,0.11969,-0.1697,0.01566,-0.12125,0.16039,-0.02157,-0.26857,859.64038
="2026/04/02 16:04:12.220",-0.03014,0.02622,-0.35947,-0.45325,-0.02845,0.10681,0.03844,-0.04669,-0.08569,21.03257,0.25926,-0.00836,-0.09985,0.0487,-0.07391,0.12399,0.1421,-0.04927,-0.32141,859.43011
="2026/04/02 16:04:12.240",0.18683,0.01272,0.04435,0.35535,-0.03228,0.23503,0.00314,0.02559,0.02134,23.74849,-0.01183,0.01166,-0.19034,0.02476,0.08162,-0.19814,0.17304,-0.05135,-0.27334,861.33313
="2026/04/02 16:04:12.260",0.31607,-0.02418,-0.32202,-0.36091,0.14815,-0.29614,0.04058,-0.02165,0.04173,25.00332,0.30782,0.02906,0.08804,-0.07389,-0.0337,0.10651,-0.03293,-0.04166,-0.08008,863.48743
="2026/04/02 16:04:12.280",-0.1956,-0.05988,-0.02459,-0.17927,-0.0532,0.22385,0.03967,0.05943,-0.01449,24.96007,0.01621,-0.03041,-0.08355,0.11503,-0.02071,0.07634,0.1198,-0.04642,-0.11468,866.22662
="2026/04/02 16:04:12.300",0.3348,-0.0704,-0.03755,0.34629,-0.11855,-0.11471,0.14507,0.01784,0.00898,25.82855,-0.01083,-0.03567,0.15688,-0.04259,0.08437,-0.03984,-0.09365,0.02473,-0.23055,868.69519
="2026/04/02 16:04:12.320",-0.08133,-0.05597,-0.3797,-0.30333,-0.24315,-0.01339,0.0773,-0.00109,0.05431,25.02354,0.16916,0.02367,-0.00965,-0.09508,-0.05552,0.10692,-0.04092,-0.20211,-0.08753,869.76385
="2026/04/02 16:04:12.340",0.0131,-0.00565,0.17928,0.57245,0.05535,-0.09039,0.05186,-0.00411,-0.00478,23.53728,-0.15273,0.01117,-0.08163,0.14753,0.10738,-0.30499,-0.01384,-0.01915,-0.19227,871.12
="2026/04/02 16:04:12.360",0.20849,-0.00043,-0.2498,-0.10701,0.26844,-0.36359,0.12291,-0.02272,-0.00265,20.82837,0.20227,0.0215,0.21238,-0.12564,0.01081,-0.04672,-0.09235,-0.00834,-0.06688,871.3551
="2026/04/02 16:04:12.380",-0.17431,-0.02714,-0.11841,-0.0279,0.07492,0.19342,0.12647,0.03202,0.04205,18.28555,-0.08531,-0.00298,-0.00104,0.09227,-0.0127,0.11224,0.05839,-0.07037,-0.0629,870.79877
="2026/04/02 16:04:12.400",0.29813,-0.01819,0.04011,0.34395,0.06482,0.08708,0.01639,0.03052,0.02227,17.38504,-0.06688,0.01901,0.26364,-0.04401,0.01417,-0.17978,-0.03722,0.05969,-0.25746,869.38306
="2026/04/02 16:04:12.420",-0.07749,-0.01623,-0.26016,-0.67102,-0.00967,0.44032,0.07277,0.01193,0.00579,16.15674,0.00389,-0.04001,0.13494,-0.02615,-0.09167,0.26815,0.03182,-0.16965,-0.0336,866.55017
="2026/04/02 16:04:12.440",0.0469,0.03741,0.21772,0.04363,-0.19875,0.59072,0.21044,0.02734,0.04976,16.19182,-0.27763,0.00235,-0.04698,0.01689,0.01953,-0.02145,0.12178,-0.03061,-0.07775,864.61084
="2026/04/02 16:04:12.460",0.22604,-0.01342,-0.23667,-0.65615,-0.25383,0.54974,-0.01799,0.00478,-0.02044,17.32337,0.10796,-0.03518,0.01852,0.0529,-0.04217,0.0366,0.06488,-0.00436,-0.12753,861.84174
="2026/04/02 16:04:12.480",-0.07385,-0.04493,-0.01295,-0.49192,-0.3332,0.68526,0.07054,0.02187,0.02866,18.26562,-0.12629,0.03529,0.0246,0.32887,-0.03461,0.04324,0.22735,-0.07269,-0.19868,859.86328
="2026/04/02 16:04:12.500",0.26801,-0.02404,0.23162,0.08442,-0.26396,0.58383,-0.04698,-0.00944,0.00163,20.53663,0.02573,-0.0814,0.13607,0.19862,0.02092,-0.24323,0.04959,0.00926,-0.21546,859.43335
="2026/04/02 16:04:12.520",-0.12295,0.02596,-0.26515,-0.41189,-0.34821,0.81967,-0.16804,0.01695,-0.0222,22.63766,0.15835,0.05177,0.17048,0.15417,-0.10473,0.14856,0.10628,-0.09196,-0.10764,859.16479
="2026/04/02 16:04:12.540",0.04156,0.06234,0.33772,0.30203,-0.20699,0.31306,0.04334,0.02953,0.02507,24.20839,-0.08551,-0.04079,0.04911,0.30151,0.04298,-0.17513,0.07657,-0.04111,-0.12288,861.22626
="2026/04/02 16:04:12.560",0.03561,0.00096,-0.13698,-0.02061,-0.01479,0.30713,-0.07291,-0.01305,-0.0282,24.77982,0.21953,-0.01131,0.12572,0.24949,-0.0202,0.00767,-0.08332,-0.02011,0.25177,863.30139
="2026/04/02 16:04:12.580",-0.2089,-0.05309,-0.09294,-0.06223,0.02657,0.10793,0.17453,0.04775,-0.01296,24.83189,-0.07758,-0.00552,-0.00111,0.39802,-0.02839,0.05891,0.02931,0.17393,0.11436,865.67297
="2026/04/02 16:04:12.600",0.09947,-0.07844,0.20268,0.43955,0.01562,-0.02183,0.1307,-0.00676,0.05516,24.91721,-0.11817,0.03239,0.23398,0.27629,0.03395,-0.093,-0.15713,0.25087,0.05173,868.26355
="2026/04/02 16:04:12.620",-0.18221,-0.0769,-0.17037,-0.08821,-0.04737,0.27748,0.14694,-0.04815,-0.00229,22.89067,0.10174,-0.04202,0.00608,0.25511,-0.06078,0.22523,-0.14141,0.07825,0.28765,869.0354
="2026/04/02 16:04:12.640",-0.00353,0.02532,0.18599,0.51153,-0.02804,-0.19768,0.06083,-0.04599,-0.01998,21.57742,-0.25793,0.0608,0.10765,0.21146,0.02482,-0.04276,-0.10509,0.0644,0.22218,870.06525
="2026/04/02 16:04:12.660",-0.08326,0.05507,-0.08004,-0.10188,0.24174,-0.20577,-0.10076,0.0192,0.06113,19.65785,0.01548,0.02431,0.26453,0.19186,0.01002,0.06548,-0.20764,-0.03917,0.07497,870.34174
="2026/04/02 16:04:12.680",-0.25401,0.11007,-0.00719,0.15142,-0.07205,0.65671,-0.05086,0.01829,0.02802,17.11573,-0.19233,-0.02883,-0.0321,0.2639,-0.02515,0.09398,-0.04246,-0.14671,-0.02166,869.75781
="2026/04/02 16:04:12.700",0.11226,0.12691,0.22321,0.19,-0.08893,0.16006,0.00851,0.01142,-0.05624,16.34147,-0.28185,0.01836,0.30123,0.16857,0.0316,-0.15246,-0.07889,-0.10052,0.09794,867.92657
="2026/04/02 16:04:12.720",-0.26357,0.07695,-0.08175,-0.58385,-0.15994,0.39825,-0.01483,-0.03031,-0.06911,15.50356,-0.09559,-0.03585,0.08839,0.28419,-0.06038,0.21052,-0.00544,-0.01326,0.03308,864.33862
="2026/04/02 16:04:12.740",0.07646,0.05218,0.24589,0.269,-0.2198,0.41849,-0.05701,0.00759,0.02827,16.19896,-0.28111,0.00948,-0.1126,0.11373,0.01636,-0.00665,0.0615,-0.01646,-0.01151,861.95221
="2026/04/02 16:04:12.760",-0.06743,-0.02533,0.10215,-0.34762,0.06765,-0.06641,-0.05105,-0.02095,-0.00567,17.12683,0.11245,0.06724,0.17848,0.09381,-0.03985,0.07196,0.00921,-0.0249,0.07333,859.51727
="2026/04/02 16:04:12.780",-0.16094,-0.07216,0.0711,-0.13463,0.00198,0.47288,0.10328,0.04082,-0.01759,18.36922,0.04768,-0.00019,-0.23923,0.3076,-0.05155,-0.01458,0.12077,0.10136,0.1287,858.25269
="2026/04/02 16:04:12.800",0.11509,-0.06312,0.29286,0.23039,0.02333,0.3654,0.06508,-0.04592,-0.01631,20.75319,0.03509,-0.01324,0.11798,0.0645,0.00663,-0.18437,0.02127,0.18441,0.13958,858.34296
="2026/04/02 16:04:12.820",-0.3731,-0.04059,-0.01437,-0.66365,-0.19083,0.46619,-0.02954,0.05005,-0.03592,21.59723,0.20242,-0.00812,0.10686,0.20405,-0.05109,0.15568,-0.00335,0.17739,0.20421,858.65497
="2026/04/02 16:04:12.840",0.08368,0.01156,0.14222,0.22725,-0.3114,0.69572,-0.09864,-0.01595,-0.0391,22.88009,-0.13541,-0.08026,-0.05702,0.17917,0.06065,-0.11402,-0.02247,0.12165,0.18465,860.89062
="2026/04/02 16:04:12.860",-0.11628,0.01331,0.01121,-0.4374,-0.22387,-0.12437,-0.13329,0.0005,-0.05873,23.51894,0.19073,-0.01496,0.14719,-0.13352,-0.01487,0.14802,-0.15472,0.09536,0.11999,862.90411
="2026/04/02 16:04:12.880",-0.40013,0.02803,0.16982,-0.13353,-0.24714,0.17347,-0.06065,-0.01504,-0.04448,23.01861,-0.14615,-0.04708,-0.02525,0.10668,0.0132,-0.02095,-0.05693,0.03781,0.11894,865.19904
="2026/04/02 16:04:12.900",0.05528,0.0562,0.18195,0.54402,-0.06606,-0.36489,-0.0978,-0.02377,-0.04723,22.63004,-0.12374,0.02794,0.19846,0.00421,0.06955,-0.18531,-0.25179,0.05106,0.13242,866.9632
="2026/04/02 16:04:12.920",-0.29937,0.03881,-0.06911,-0.13083,0.09662,-0.41085,-0.13112,-0.0134,-0.06233,20.84186,0.08855,0.01273,0.00531,0.02128,-0.02459,0.10838,-0.14652,-0.1003,0.38981,867.1875
="2026/04/02 16:04:12.940",-0.15917,0.08029,0.4274,0.83264,0.16121,-0.52044,-0.05539,-0.02578,-0.03483,19.97968,-0.2104,0.10104,-0.103,0.02426,0.03222,-0.19873,-0.08388,0.0619,0.19055,868.06659
="2026/04/02 16:04:12.960",-0.02674,0.08701,-0.04358,-0.00573,0.70132,-0.55418,-0.02454,-0.00367,0.00293,18.81849,-0.01895,-0.01996,0.14431,-0.04449,-0.00028,0.06624,-0.22001,0.07135,0.24731,868.20154
="2026/04/02 16:04:12.980",-0.32444,0.03365,0.16507,-0.23998,0.35624,-0.09738,-0.12489,0.00834,0.004,16.44932,-0.24103,-0.03609,-0.16397,0.12717,0.00351,0.04137,-0.02161,0.07654,0.38805,867.23615
="2026/04/02 16:04:13.000",0.07856,0.01944,0.34072,0.22382,-0.02385,-0.16472,-0.05485,-0.02376,-0.04863,15.2557,-0.23948,0.0052,-0.0118,-0.10181,0.0065,-0.10873,-0.14063,0.26706,0.17183,865.32245
="2026/04/02 16:04:13.020",-0.08077,-0.03667,-0.2963,-0.63241,-0.06264,-0.07051,-0.06227,-0.02781,-0.05607,14.73066,-0.05566,0.01316,0.09047,-0.0929,-0.07382,0.27282,-0.03656,0.08078,0.14261,862.44452
="2026/04/02 16:04:13.040",-0.03408,0.00142,0.42254,0.2247,-0.10084,0.268,-0.15794,-0.03683,-0.04285,15.70888,-0.34198,-0.09623,-0.13403,-0.00452,0.05915,-0.04979,0.0751,-0.00784,-0.14491,860.96576
="2026/04/02 16:04:13.060",0.22844,0.05356,-0.1985,-0.30641,-0.06748,-0.14539,-0.08351,-0.05884,-0.03798,16.63573,0.04009,0.04262,0.0458,-0.08781,0.00428,0.04859,-0.08626,-0.1988,-0.0975,859.20654
="2026/04/02 16:04:13.080",-0.12439,0.12755,0.00403,-0.36661,-0.07148,-0.031,-0.09177,0.01223,-0.02261,18.23604,-0.09623,-0.04988,-0.19355,0.06844,0.0088,-0.07443,0.16002,-0.21488,-0.1761,858.2428
="2026/04/02 16:04:13.100",0.07772,0.08574,0.24121,0.33336,0.07535,-0.47889,-0.07414,0.00889,0.03114,20.88466,0.08512,0.13353,-0.07598,-0.21427,0.04311,-0.23289,-0.00558,-0.02179,-0.13457,858.76935
="2026/04/02 16:04:13.120",-0.12364,-0.042,-0.24719,-0.42207,0.40897,-0.34964,0.01953,-0.03531,0.01806,22.82149,0.17619,-0.10022,0.00321,-0.11346,-0.02386,0.18892,0.08346,-0.05015,0.24902,859.46259
="2026/04/02 16:04:13.140",-0.03049,-0.07883,0.29283,0.3704,0.15785,-0.35597,-0.09882,0.01487,-0.01021,24.42595,-0.0685,-0.01134,-0.19205,-0.1352,0.07668,-0.18924,0.06777,0.13237,0.07165,862.04077
="2026/04/02 16:04:13.160",-0.10761,-0.09873,-0.04764,-0.05682,0.09273,-0.51541,-0.07512,-0.03365,-0.02981,24.65324,0.24814,0.02346,-0.02054,-0.2162,-0.01352,0.00021,-0.06233,0.16639,0.19619,864.29266
="2026/04/02 16:04:13.180",-0.06467,-0.14447,-0.20255,-0.05314,0.15667,-0.44486,0.03349,-0.01513,0.02888,23.90194,-0.03671,-0.00723,-0.15692,-0.18986,-0.0115,0.06258,0.04597,0.16289,0.51725,866.23981
="2026/04/02 16:04:13.200",0.20382,-0.02443,0.11646,0.35387,0.15475,-0.59181,-0.04062,-0.03562,-0.06939,23.18945,0.00743,-0.01656,-0.06327,-0.33431,0.06504,0.06876,-0.14425,0.28476,-0.16134,869.00421
="2026/04/02 16:04:13.220",-0.17165,-0.0115,-0.28495,-0.30623,0.05343,-0.43817,-0.09663,-0.02599,-0.04086,21.46354,0.17457,-0.01572,-0.19652,-0.37232,-0.05071,0.26499,-0.14687,-0.14468,-0.03307,869.8064
="2026/04/02 16:04:13.240",0.02898,0.13697,0.19131,0.325,0.06954,-0.53559,-0.08237,0.01716,-0.00659,20.6184,-0.1747,0.02305,-0.0701,-0.39832,0.02741,-0.00689,-0.05031,-0.23722,-0.00019,869.93866
="2026/04/02 16:04:13.260",0.08725,0.1855,-0.12978,-0.08641,0.15189,-0.39252,-0.05645,-0.0099,-0.0035,19.37364,0.11035,0.01188,0.03987,-0.20646,-0.00784,-0.01284,-0.13869,-0.13076,-0.04663,868.89453
="2026/04/02 16:04:13.280",-0.04088,0.07617,-0.16592,-0.08966,-0.0336,0.17955,0.00325,0.01817,0.00306,17.29619,-0.11409,-0.0342,-0.2648,-0.1735,-0.05053,0.02448,0.10498,-0.24509,-0.10109,867.51605
="2026/04/02 16:04:13.300",0.1662,-0.04497,0.18897,0.07058,0.05833,-0.4677,-0.15273,-0.0154,-0.01229,16.11237,-0.12319,0.02808,0.06191,-0.25397,0.05154,-0.11842,-0.05399,-0.11317,-0.14442,865.97797
="2026/04/02 16:04:13.320",-0.01496,-0.04491,-0.35559,-0.52043,0.05029,-0.12374,0.03036,0.02484,0.00267,15.81194,0.18623,-0.00283,-0.21236,-0.19335,-0.04474,0.14099,0.16863,-0.10451,-0.02885,863.57758
="2026/04/02 16:04:13.340",0.16367,-0.04579,0.05463,0.36233,0.05807,0.08989,0.12237,0.01962,-0.01275,17.31019,-0.11517,0.00488,-0.10977,-0.21401,0.07299,-0.10958,0.13007,0.09821,-0.14446,861.97412
="2026/04/02 16:04:13.360",0.15296,-0.04358,-0.1145,-0.3064,0.12924,-0.30279,0.07749,-0.0286,-0.03983,18.39982,0.21822,-0.00934,0.13611,-0.01987,0.06176,-0.11246,0.07691,0.12563,-0.1947,859.83032
="2026/04/02 16:04:13.380",0.09051,-0.06026,-0.29363,-0.09065,-0.06351,0.47145,0.05137,0.00576,0.05109,19.85188,0.0379,-0.04639,-0.25475,-0.03543,0.03127,-0.05436,0.19501,-0.08195,-0.18502,859.36108
="2026/04/02 16:04:13.400",0.25519,-0.00628,0.08488,0.1722,0.0338,-0.26632,0.07951,-0.03324,-0.04844,21.96622,0.05464,0.02566,0.1228,-0.37215,0.06612,-0.04081,0.10821,-0.09734,-0.15549,860.70941
="2026/04/02 16:04:13.420",-0.01817,0.03449,-0.33016,-0.40596,0.02825,-0.13729,-0.02794,0.02296,-0.03566,23.10868,0.25591,0.04801,-0.01074,-0.1016,-0.01529,0.14569,0.07226,-0.07894,-0.16491,861.73596
="2026/04/02 16:04:13.440",0.17959,0.00466,-0.01649,0.44266,0.1068,-0.06268,0.06817,-0.03788,0.02904,24.78466,-0.07363,-0.05892,-0.20273,-0.16589,0.05972,-0.16103,0.09115,-0.08092,-0.13155,864.31854
="2026/04/02 16:04:13.460",0.04045,-0.07973,-0.04657,-0.19012,0.13359,-0.58857,0.1091,0.02959,-0.00615,24.67719,0.24546,0.03982,0.01109,-0.30388,0.00219,0.10883,-0.08552,-0.06319,-0.14517,866.71191
="2026/04/02 16:04:13.480",-0.08092,-0.04534,-0.12432,0.0683,-0.02104,-0.04493,0.07424,0.02599,0.04454,23.85851,0.01865,0.00882,-0.17743,-0.10846,-0.0137,0.04286,0.03758,-0.06781,-0.10398,868.78119
="2026/04/02 16:04:13.500",0.29668,-0.05542,-0.04424,0.54681,0.04818,-0.32993,0.15507,0.05679,0.01527,23.42072,0.02512,-0.019,0.09801,-0.33076,0.02815,-0.14098,-0.09217,0.04091,-0.0462,871.216
="2026/04/02 16:04:13.520",-0.07292,-0.04885,-0.28844,-0.23233,0.03042,-0.14816,-0.00797,0.01006,0.01436,21.72606,0.21068,0.05237,-0.01708,-0.22996,-0.0617,0.09844,-0.04569,-0.02399,0.00729,871.71454
="2026/04/02 16:04:13.540",0.06292,-0.02889,0.09968,0.50994,0.05231,-0.01967,0.05454,-0.01171,0.00616,20.08262,-0.10721,0.02103,-0.09677,0.00016,0.04286,-0.14825,-0.0114,0.04459,-0.1955,871.39948
="2026/04/02 16:04:13.560",0.27055,-0.02307,-0.3494,-0.27253,0.21637,-0.23984,0.05264,0.02229,0.00917,18.10985,0.20329,0.03541,0.12717,-0.14268,-0.06843,0.06504,-0.07862,-0.07379,-0.10331,869.65411
="2026/04/02 16:04:13.580",-0.10912,0.04076,0.00134,-0.33722,-0.00274,0.52876,0.03945,0.01949,0.00479,16.56611,-0.07762,-0.07233,-0.06918,0.09014,-0.04842,0.11089,0.11003,-0.12733,-0.14984,867.46002
="2026/04/02 16:04:13.600",0.37164,0.03054,-0.018,0.13686,-0.29789,0.29348,0.19571,0.01645,0.00319,16.195,-0.07591,0.01855,0.1917,-0.00637,-0.0193,-0.01688,0.01299,-0.06991,-0.30121,865.9671
="2026/04/02 16:04:13.620",0.0598,0.01477,-0.49678,-0.65861,-0.27142,0.51985,0.19748,0.01321,-0.01536,16.20905,0.03341,0.01623,0.12983,-0.00723,-0.09376,0.39408,0.13882,-0.20813,-0.25718,863.46954
="2026/04/02 16:04:13.640",0.07079,-0.03172,0.18837,0.19087,-0.27362,0.49488,-0.13183,0.00397,-0.00812,17.95779,-0.17044,-0.06756,-0.09065,0.04798,0.08315,-0.10329,0.15543,-0.03507,-0.4483,861.47333
