time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:03:44.040",-0.14382,-0.05713,0.04961,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.060",0.21086,-0.00097,0.04773,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.080",-0.4503,0.11349,-0.00494,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.100",0.13762,0.14447,0.0431,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.120",-0.27356,0.09111,-0.00307,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.140",-0.56471,0.05136,0.45979,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.160",0.20896,-0.00778,0.02252,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.180",-0.70181,0.02474,0.30782,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.200",0.06306,-0.03292,0.42833,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.220",-0.10076,-0.03988,-0.07857,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.240",-0.32924,-0.05269,0.47814,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.260",0.44919,0.01926,-0.02231,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.280",-0.3328,-0.04385,-0.07621,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.300",0.42784,-0.02513,0.04172,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.320",0.08043,-0.02379,-0.34141,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.340",-0.14296,0.05818,0.04953,,,,,,,,,,,,,,,,,
="2026/04/02 16:03:44.360",0.38908,0.16598,-0.23575,,,,,,,,,,,,,,-0.05124,0.03204,-0.42316,
="2026/04/02 16:03:44.380",-0.37824,-0.00753,-0.21382,,,,,,,,,,,,,,-0.11298,-0.09033,-0.1588,
="2026/04/02 16:03:44.400",0.3175,-0.06098,0.0753,,,,,,,,,,,,,,-0.17201,0.09618,-0.14677,
="2026/04/02 16:03:44.420",-0.1221,-0.06466,-0.19826,,,,,,,,,,,,,,-0.25051,-0.10119,-0.07635,
="2026/04/02 16:03:44.440",-0.23557,-0.03559,0.13073,,,,,,,,,,,,,,-0.09507,-0.10729,0.21651,
="2026/04/02 16:03:44.460",0.16966,0.09987,0.1865,,,,,,,,,,,,,,-0.17078,-0.19843,0.07173,
="2026/04/02 16:03:44.480",-0.37572,0.07127,-0.08574,,,,,,,,,,,,,,-0.03945,-0.30409,0.61906,
="2026/04/02 16:03:44.500",0.23492,0.01367,0.33041,,,,,,,,,,,,,,0.22243,-0.0642,0.62612,
="2026/04/02 16:03:44.520",-0.02047,-0.11367,-0.15357,,,,,,,,,,,,,,0.13894,-0.04464,0.38335,
="2026/04/02 16:03:44.540",0.03995,-0.1529,0.1571,,,,,,,,,,,,,,0.38775,-0.10798,0.06052,
="2026/04/02 16:03:44.560",0.43665,-0.13818,-0.08568,,,,,,,,,,,,,,0.24061,-0.03199,-0.00146,
="2026/04/02 16:03:44.580",-0.13042,0.02566,-0.28014,,,,,,,,,,,,,,0.32564,0.07537,-0.34302,
="2026/04/02 16:03:44.600",0.50787,0.03483,0.01718,,,,,,,,,,,,,,0.22955,0.04311,-0.41699,
="2026/04/02 16:03:44.620",0.09583,0.03391,-0.43575,,,,,,,,,,,,,,0.05159,0.04362,-0.52821,
="2026/04/02 16:03:44.640",0.17912,0.00235,-0.20735,,,,,,,,,,,,,,0.0718,0.05848,-0.68756,
="2026/04/02 16:03:44.660",0.36349,-0.01865,-0.2319,,,,,,,,,,,,,,-0.16419,-0.05444,-0.70196,
="2026/04/02 16:03:44.680",-0.19856,-0.00077,-0.42314,,,,,,,,,,,,,,-0.16231,-0.09365,-0.50988,
="2026/04/02 16:03:44.700",0.38487,0.05744,0.01355,,,,,,,,,,,,,,-0.21367,-0.07794,-0.37184,
="2026/04/02 16:03:44.720",-0.15898,0.03799,-0.26329,,,,,,,,,,,,,,-0.28772,-0.15303,-0.09017,
="2026/04/02 16:03:44.740",-0.04738,0.00266,0.04422,,,,,,,,,,,,,,-0.11591,-0.08395,-0.10291,
="2026/04/02 16:03:44.760",0.33745,-0.05519,-0.1973,,,,,,,,,,,,,,-0.20734,-0.14418,0.30009,
="2026/04/02 16:03:44.780",-0.49003,-0.08839,0.02992,,,,,,,,,,,,,,0.06546,-0.09721,0.27447,
="2026/04/02 16:03:44.800",0.44698,-0.11334,0.13134,,,,,,,,,,,,,,0.09254,-0.00742,0.18143,
="2026/04/02 16:03:44.820",-0.06026,-0.1233,-0.14668,,,,,,,,,,,,,,0.20432,-0.21934,0.2315,
="2026/04/02 16:03:44.840",0.0074,-0.04121,0.22547,,,,,,,,,,,,,,0.41427,0.02382,-0.10086,
="2026/04/02 16:03:44.860",0.56494,-0.00167,-0.15019,,,,,,,,,,,,,,0.23829,-0.00696,-0.14371,
="2026/04/02 16:03:44.880",-0.29399,-0.0084,-0.206,,,,,,,,,,,,,,0.31495,-0.01484,-0.32896,
="2026/04/02 16:03:44.900",0.62721,-0.01101,-0.13846,,,,,,,,,,,,,,0.19818,0.10627,-0.68672,
="2026/04/02 16:03:44.920",-0.01185,0.04155,-0.41524,,,,,,,,,,,,,,0.07968,-0.13929,-0.60026,
="2026/04/02 16:03:44.940",0.06563,0.06578,-0.02661,,,,,,,,,,,,,,0.05012,-0.04006,-0.51826,
="2026/04/02 16:03:44.960",0.32361,0.09782,-0.18446,,,,,,,,,,,,,,-0.19481,-0.08505,-0.53509,
="2026/04/02 16:03:44.980",-0.43447,0.00839,-0.12438,,,,,,,,,,,,,,-0.20103,-0.05169,-0.2223,
="2026/04/02 16:03:45.000",0.35059,-0.03797,0.19065,,,,,,,22.00973,,,,,,,-0.28486,0.10239,-0.07561,874.14874
="2026/04/02 16:03:45.020",-0.40919,-0.02317,-0.1464,,,,,,,18.26432,,,,,,,-0.34816,-0.06924,0.23266,875.79517
="2026/04/02 16:03:45.360",-0.11487,-0.06294,0.19038,-0.23507,0.36713,-1.3622,-0.12391,-0.02293,-0.03573,11.25599,-0.09776,0.00633,0.05406,-0.16778,0.00271,0.14213,-0.2302,-0.00578,0.67259,872.44434
="2026/04/02 16:03:45.380",-0.55542,0.00019,0.29595,-0.66961,0.14723,-0.211,-0.02388,-0.01459,-0.01574,9.63949,-0.17504,0.07094,-0.2619,0.20621,-0.05611,0.10385,0.06872,0.05025,0.49573,867.43488
="2026/04/02 16:03:45.400",0.31328,0.02259,0.31002,0.05157,0.23088,-0.65404,-0.02015,-0.009,0.03779,10.75687,-0.47087,-0.0815,0.20193,0.00227,0.09383,-0.16485,0.09615,0.05563,0.35302,863.14752
="2026/04/02 16:03:45.420",-0.34734,0.00166,-0.02679,-0.67842,-0.03297,-0.07374,-0.12342,-0.04403,-0.00786,13.18962,0.01801,0.01736,0.16047,0.03338,-0.00932,0.19953,0.20324,-0.12428,0.53795,858.41888
="2026/04/02 16:03:45.440",0.0044,0.03025,0.48285,0.28171,-0.06069,0.50601,-0.07477,-0.00633,0.02192,16.91638,-0.34277,-0.10086,0.14874,-0.01695,0.00012,-0.0641,0.34641,0.05307,0.18547,853.70789
="2026/04/02 16:03:45.460",0.25094,0.016,0.03223,0.29754,0.06853,-0.14013,-0.02724,-0.01816,-0.0087,21.09551,0.09193,0.02206,0.55114,-0.252,0.02369,-0.05782,0.22228,0.03903,0.10645,851.19128
="2026/04/02 16:03:45.480",-0.31456,-0.02162,0.10172,0.02069,0.1906,0.72093,-0.19326,0.01891,-0.00116,24.31663,0.17807,0.00098,0.12451,0.08769,-0.05661,0.0452,0.33796,0.09967,0.0503,850.91449
="2026/04/02 16:03:45.500",0.35815,0.015,0.20882,0.86052,0.23485,0.18951,0.00458,0.01871,-0.00842,27.91281,-0.03899,-0.09538,0.14613,-0.2865,0.05384,-0.12963,0.05237,0.32232,-0.20616,853.46143
="2026/04/02 16:03:45.520",-0.17178,-0.01948,-0.2989,-0.03223,0.03302,0.30334,-0.00567,0.00594,0.00062,29.69773,0.45135,0.06357,-0.025,-0.25629,-0.02525,0.10058,-0.02042,0.04559,-0.2451,856.33002
="2026/04/02 16:03:45.540",-0.10753,0.12187,0.27337,0.48235,-0.01769,0.37741,-0.08468,-0.00205,0.01479,29.75312,0.05431,-0.07991,-0.35241,-0.14029,0.06066,-0.12936,-0.02959,0.08338,-0.48089,861.06616
="2026/04/02 16:03:45.560",0.13334,0.09826,-0.31193,0.50139,0.14234,-0.47563,-0.11713,0.00161,0.01215,27.75268,0.37453,0.08872,-0.15635,-0.35686,0.07191,-0.14053,-0.47183,0.10852,0.0217,866.75
="2026/04/02 16:03:45.580",-0.47741,0.15507,-0.04615,-0.13686,-0.02257,0.02951,-0.09223,-0.00768,-0.00789,23.45234,0.32736,-0.01199,-0.44107,-0.0442,-0.01591,0.03445,-0.22284,0.29421,-0.33508,870.95502
="2026/04/02 16:03:45.600",0.10049,-0.07306,0.19975,0.72708,-0.05053,-0.73091,-0.17722,-0.03036,-0.00942,19.71124,0.02898,0.11001,-0.39717,-0.30308,0.08638,-0.23027,-0.49302,0.10866,0.24489,874.60931
="2026/04/02 16:03:45.620",-0.44489,-0.00627,-0.18416,-0.55053,0.09948,-0.60439,0.05622,-0.0523,-0.04092,15.78139,0.31504,-0.01705,-0.31066,-0.04882,-0.02059,0.12575,-0.36535,0.00212,0.4461,875.83771
="2026/04/02 16:03:45.640",-0.14937,0.08177,0.28495,-0.17015,-0.05881,-0.71396,-0.03274,-0.00714,-0.01595,12.35466,-0.24003,0.01125,-0.40253,-0.08406,0.01488,-0.0795,-0.16123,0.01329,0.38943,875.76929
="2026/04/02 16:03:45.660",-0.03673,0.04014,0.1321,-0.23963,0.09205,-1.02282,0.0335,-0.02894,-0.00015,9.79202,0.00062,0.02923,-0.19209,-0.08354,0.03509,-0.0129,-0.19903,-0.06707,0.40534,872.62952
="2026/04/02 16:03:45.680",-0.37605,0.04111,0.22522,-0.80416,0.11778,-0.44782,-0.00727,0.00779,0.02307,8.07757,-0.13374,0.00096,-0.12496,0.21817,-0.11625,0.07597,0.05392,-0.0701,0.38328,867.29663
="2026/04/02 16:03:45.700",0.32593,-0.05313,0.26543,0.09633,0.20969,-0.74985,-0.14606,0.00734,-0.00496,9.59841,-0.33353,-0.00268,0.07419,-0.10061,0.03323,-0.11906,0.17033,0.02581,0.56829,863.47076
="2026/04/02 16:03:45.720",-0.15757,-0.08375,-0.0762,-0.61463,0.13898,-0.05539,0.10676,-0.0006,-0.0282,12.46146,0.13556,-0.04562,0.11626,0.13535,-0.04795,0.06756,0.22063,0.19799,0.19288,857.875
="2026/04/02 16:03:45.740",0.13745,-0.16959,0.18757,-0.04826,0.13405,0.06004,0.02245,-0.00405,-0.00502,16.69454,-0.3367,-0.00339,0.21722,0.06199,0.01858,0.03468,0.38415,0.02396,0.13199,853.89178
="2026/04/02 16:03:45.760",0.26368,-0.07379,-0.09927,0.10725,0.20923,0.01498,-0.0492,0.03846,0.05545,21.84678,0.12622,-0.01186,0.29991,0.06896,0.00968,-0.06437,0.29586,-0.09357,-0.11782,852.07996
="2026/04/02 16:03:45.780",-0.02717,0.1481,-0.19771,-0.18767,-0.02434,0.96234,-0.01487,0.03409,-0.008,25.84495,0.13713,-0.06071,-0.0189,0.24347,-0.03442,0.13396,0.38243,-0.09072,-0.37217,851.51794
="2026/04/02 16:03:45.800",0.47513,0.15104,0.094,0.56741,0.06978,-0.11917,-0.13901,-0.00618,-0.04532,30.21563,0.00161,0.00395,0.19227,-0.05436,0.06352,-0.14883,0.13812,-0.07122,-0.3723,855.44385
="2026/04/02 16:03:45.820",-0.0012,0.04969,-0.46595,-0.06162,-0.00366,0.29428,0.04804,-0.02267,-0.00772,31.81751,0.58937,-0.02926,-0.13218,0.22259,-0.05776,0.22894,0.05029,-0.14368,-0.65844,859.59412
="2026/04/02 16:03:45.840",0.28063,-0.04009,-0.15405,0.71571,-0.00462,0.23472,-0.04115,0.06279,0.05225,31.33839,0.0587,0.04029,-0.25293,-0.10004,0.01438,0.00553,-0.0085,-0.20059,-0.70662,865.07397
="2026/04/02 16:03:45.860",0.17572,-0.01923,-0.25166,0.38077,0.14271,-0.64322,0.13552,0.05977,0.01359,29.34511,0.43451,0.00876,-0.12573,0.02048,-0.00935,-0.07955,-0.25115,-0.17221,-0.55549,870.89349
="2026/04/02 16:03:45.880",-0.14786,-0.04323,-0.36558,0.06363,-0.13789,0.14882,-0.00487,-0.03506,0.05609,24.64024,0.23316,-0.03773,-0.4515,0.18618,-0.04084,0.02626,-0.17513,-0.11365,-0.362,874.95917
="2026/04/02 16:03:45.900",0.30361,0.00593,-0.00441,0.52153,0.05536,-1.02345,-0.14118,-0.01809,-0.00939,20.40443,-0.06057,0.06116,-0.17132,-0.31732,0.05274,0.06431,-0.25409,-0.0916,-0.1412,878.32495
="2026/04/02 16:03:45.920",-0.22037,-0.01048,-0.32284,-0.35877,-0.04057,-0.66854,0.0116,0.0391,-0.01319,15.20432,0.31746,0.03001,-0.31275,-0.01868,-0.08846,0.21347,-0.27799,-0.0984,0.06996,878.72949
="2026/04/02 16:03:45.940",0.17051,-0.04788,-0.00027,0.31506,0.08497,-0.74429,0.20344,0.0251,-0.00762,11.09033,-0.27516,0.07952,-0.28516,0.08621,0.01848,-0.06439,-0.05863,-0.04157,0.08037,878.01514
="2026/04/02 16:03:45.960",0.09702,-0.06748,-0.09957,-0.21758,0.33409,-1.19818,0.10068,0.0409,0.0541,8.9979,0.09596,0.00607,-0.02999,-0.15496,-0.00628,0.09836,-0.09983,-0.1265,0.13379,874.47357
="2026/04/02 16:03:45.980",-0.15806,-0.0629,-0.05678,-0.5621,0.09948,-0.04228,0.14064,0.0009,0.01747,7.92317,-0.16179,-0.01456,-0.01424,0.10331,-0.03057,0.07275,0.13931,-0.08111,0.06972,868.46942
="2026/04/02 16:03:46.000",0.4565,-0.07684,0.00383,0.08738,0.11506,-0.60586,0.02949,-0.01137,-0.0036,10.10242,-0.30138,-0.0386,0.26084,-0.24264,0.04767,-0.10791,0.23262,-0.02445,0.13745,862.87946
="2026/04/02 16:03:46.020",-0.02369,-0.09626,-0.21624,-0.66913,-0.1418,0.30635,0.02866,0.01094,-0.02659,13.2602,0.21566,-0.00244,0.15454,-0.03167,-0.02742,0.20779,0.28862,-0.05668,0.09201,856.73297
="2026/04/02 16:03:46.040",0.22736,-0.07519,0.18231,0.07329,0.04207,0.34291,0.07688,-0.01585,0.02195,18.27242,-0.26573,0.05672,0.2442,0.05398,0.09917,-0.18576,0.41824,0.07324,-0.32668,853.43591
="2026/04/02 16:03:46.060",0.45863,-0.03279,-0.37327,-0.12919,0.25073,0.47965,0.10191,0.00927,-0.01285,24.01675,0.21305,-0.09779,0.3355,-0.17415,0.03063,0.03005,0.26723,-0.11051,-0.30797,851.65283
="2026/04/02 16:03:46.080",-0.10974,0.0578,-0.13157,-0.39163,-0.40413,1.4543,0.05684,0.02141,0.04671,27.6428,0.05276,-0.10028,0.17423,0.10051,-0.00394,-0.02206,0.32281,-0.12631,-0.47298,851.84058
="2026/04/02 16:03:46.100",0.60356,0.08518,-0.0563,0.54594,-0.4584,0.63927,0.10803,0.01372,-0.00579,31.86224,0.02321,0.06507,0.26047,-0.04564,0.03877,-0.1491,0.10764,-0.05833,-0.62839,856.49835
="2026/04/02 16:03:46.120",0.05529,0.05209,-0.4948,-0.2463,-0.3473,1.08207,0.3491,0.01397,-0.03357,33.08782,0.38209,-0.08347,0.08206,-0.06098,0.00412,0.20285,0.02407,-0.22063,-0.56472,861.23309
="2026/04/02 16:03:46.140",0.08568,0.04399,0.1298,0.47798,-0.17732,0.4079,-0.03726,0.02317,0.01896,31.77132,-0.12378,0.03295,-0.09619,-0.04135,0.08845,-0.10738,-0.03969,-0.04511,-0.7308,866.94061
="2026/04/02 16:03:46.160",0.19623,-0.04383,-0.30702,0.27963,-0.15824,0.05477,0.0673,0.00984,0.01467,29.12752,0.32812,0.01538,-0.08883,-0.00664,0.00347,-0.1398,-0.36056,-0.0961,-0.311,872.65253
="2026/04/02 16:03:46.180",-0.37736,-0.0522,-0.1037,-0.01904,-0.21503,0.20556,0.0776,0.02259,0.01006,24.53125,0.03739,0.0844,-0.21359,0.28128,-0.02848,-0.01203,-0.21428,0.04653,-0.11261,876.7348
="2026/04/02 16:03:46.200",0.24618,-0.06747,-0.0286,0.56094,0.23679,-0.69746,-0.00591,0.08643,0.05005,20.23644,-0.20901,0.01333,-0.07492,0.12561,0.03411,-0.24055,-0.32982,0.11175,0.05291,880.1344
="2026/04/02 16:03:46.220",-0.29178,-0.04972,-0.23623,-0.51921,0.01968,0.08482,-0.03194,0.01776,0.02689,14.92541,-0.0109,-0.06895,-0.13699,0.26013,-0.14295,0.01264,-0.30744,-0.05142,0.24072,879.44238
="2026/04/02 16:03:46.240",-0.05789,-0.00244,0.34365,-0.00787,-0.19475,-0.48049,0.12717,0.02113,0.00543,11.23127,-0.53913,0.09754,-0.10313,0.26653,-0.0838,-0.08029,-0.12231,0.00484,0.25966,877.15442
="2026/04/02 16:03:46.260",0.03225,0.00009,-0.00514,-0.31163,0.05759,-0.45366,-0.09813,0.01706,0.00941,8.50493,-0.11215,0.01426,0.02111,0.32023,0.00514,0.09499,-0.08503,-0.00827,0.42248,872.50806
="2026/04/02 16:03:46.280",-0.2378,-0.07159,0.02202,-0.69556,0.17294,0.04741,-0.07867,0.05944,0.08391,6.62338,-0.38028,0.00458,0.20048,0.3205,-0.01699,0.2104,0.16659,0.04954,0.57605,865.9303
="2026/04/02 16:03:46.300",0.27799,-0.02254,0.28943,-0.00846,0.15117,-0.14829,0.17094,-0.03673,-0.02085,9.18646,-0.39458,-0.05807,0.21635,0.17704,0.05308,-0.14221,0.19652,0.03936,0.14165,860.04028
="2026/04/02 16:03:46.320",-0.17741,-0.05267,-0.19579,-0.7464,-0.14668,0.76692,0.05998,0.05649,-0.00993,12.99502,-0.06438,-0.03853,0.29607,0.30742,-0.04762,0.07004,0.30485,-0.2853,0.27112,853.87177
="2026/04/02 16:03:46.340",0.21415,0.04771,0.31903,-0.11678,-0.06611,0.37351,0.08623,-0.00018,0.05063,18.30064,-0.42386,0.01018,0.36187,0.31535,0.05194,-0.14075,0.48344,-0.1281,-0.21385,850.7926
="2026/04/02 16:03:45.040",-0.21772,-0.00828,0.3485,,,,-0.08404,0.02077,0.01182,15.03078,,,,0.06663,-0.04373,-0.0607,-0.11703,-0.07958,0.46441,875.83258
="2026/04/02 16:03:45.060",0.03381,0.01006,0.09605,,,,0.0365,-0.04057,-0.02875,12.89497,,,,-0.0602,-0.02725,-0.13636,-0.20701,0.12192,0.80874,874.4917
="2026/04/02 16:03:45.080",-0.51579,-0.01911,0.04231,,,,0.11392,0.00911,0.01029,11.71105,,,,0.10428,-0.092,0.16121,0.06822,0.29908,0.62538,870.37036
="2026/04/02 16:03:45.100",0.2667,-0.13716,0.34918,,,,0.1565,-0.00484,0.00786,12.59884,,,,-0.0404,0.05377,-0.13809,0.02767,0.19722,0.43712,865.88531
="2026/04/02 16:03:45.120",-0.34397,-0.06422,0.14375,,,,0.11198,-0.05961,-0.02332,14.33419,,,,0.09262,-0.03917,-0.00183,0.10347,0.00011,0.46349,861.0625
="2026/04/02 16:03:45.140",0.09538,0.00585,0.1724,,,,0.03429,-0.08021,-0.00981,16.75039,,,,0.18791,0.02692,-0.15155,0.30653,0.08425,0.51519,857.36841
="2026/04/02 16:03:45.160",0.20083,0.15309,0.08242,,,,0.04973,-0.01867,-0.04739,20.46348,,,,0.04268,0.06605,-0.23442,0.21171,0.08649,-0.02889,855.01593
="2026/04/02 16:03:45.180",-0.29465,0.07261,0.01375,,,,-0.04142,-0.00739,-0.00486,24.12884,,,,0.22025,-0.05195,0.05302,0.18835,-0.09882,-0.19374,853.21405
="2026/04/02 16:03:45.200",0.37472,0.00804,0.18861,,,,0.0107,0.00608,0.01608,27.37509,,,,0.00469,0.06028,-0.1955,0.19974,0.03863,-0.10382,854.71588
="2026/04/02 16:03:45.220",-0.23593,0.031,-0.18986,,,,0.10284,0.0328,-0.02931,28.92375,,,,0.16875,-0.04002,0.12447,-0.00913,0.22772,-0.36655,856.96997
="2026/04/02 16:03:45.240",0.08317,-0.04122,0.03817,,,,-0.0636,0.00793,0.02365,28.75596,,,,0.03522,0.01366,-0.05417,0.00989,0.1298,-0.33155,860.71722
="2026/04/02 16:03:45.260",0.03645,0.00375,-0.00331,,,,-0.00022,-0.02086,-0.04669,27.57247,,,,-0.03777,0.01751,-0.08379,-0.29299,-0.09128,-0.21699,865.56409
="2026/04/02 16:03:45.280",-0.38312,0.08588,-0.11215,,,,-0.0034,0.0128,0.00649,24.3244,,,,0.29375,-0.07601,0.09597,-0.2354,0.00148,-0.06295,869.61749
="2026/04/02 16:03:45.300",0.08485,0.11639,0.12701,,,,-0.07312,-0.05342,0.02443,21.3229,,,,-0.12098,0.01473,-0.08256,-0.27886,0.08283,0.10439,873.41803
="2026/04/02 16:03:45.320",-0.57471,-0.00724,0.0133,,,,-0.09178,0.04743,0.01187,17.2844,,,,0.09243,-0.05304,0.22694,-0.31793,0.07957,0.3672,874.37897
="2026/04/02 16:03:45.340",0.03234,-0.0531,0.15199,,,,-0.00685,-0.00442,0.00902,13.39596,,,,0.11475,0.03812,-0.02411,-0.19119,0.0978,0.51398,874.15289
="2026/04/02 16:03:46.360",0.18602,0.08294,0.05595,-0.08881,-0.10864,0.87563,-0.05943,0.0341,0.02989,23.79313,0.05962,-0.04883,0.44979,0.25703,-0.04115,-0.07992,0.29509,-0.04516,-0.18761,850.10956
="2026/04/02 16:03:46.380",-0.16469,-0.00342,-0.05457,-0.19832,-0.1951,1.07374,-0.05417,0.00646,0.06234,27.51453,-0.0132,-0.06976,0.12126,0.23842,-0.07134,0.16155,0.3197,0.06871,-0.08801,851.28918
="2026/04/02 16:03:46.400",0.30352,-0.05704,0.22579,0.57071,-0.0981,0.11421,-0.04844,-0.00833,0.00075,31.71881,0.01658,0.00764,0.31282,0.04795,0.05438,-0.0047,0.12471,0.0958,-0.0483,855.45825
="2026/04/02 16:03:46.420",-0.22432,-0.03474,-0.19443,0.04245,-0.13267,0.73255,-0.04084,0.07011,-0.02527,32.91066,0.44619,0.01244,0.03481,0.16832,-0.02909,0.19085,-0.03973,0.10194,-0.26039,859.71271
="2026/04/02 16:03:46.440",0.09434,0.01163,0.04092,0.84154,-0.07356,0.53515,0.11443,-0.05419,0.01408,32.07014,0.0095,0.0274,-0.1349,0.04978,0.02702,-0.11009,-0.09712,0.22384,-0.16851,866.56042
="2026/04/02 16:03:46.460",-0.1176,0.06359,-0.06166,0.24116,0.03482,-0.23714,-0.00217,0.01043,-0.0505,28.87035,0.40448,0.06266,-0.04683,0.01382,0.01047,-0.05033,-0.42752,0.05832,-0.16848,872.65326
="2026/04/02 16:03:46.480",-0.39122,0.06674,-0.07883,0.16029,-0.16734,0.45803,-0.0104,-0.02573,0.01691,23.15781,0.06492,-0.00272,-0.29181,0.1167,-0.01631,0.03533,-0.34343,-0.0437,0.18333,876.73303
="2026/04/02 16:03:46.500",0.06104,0.11165,0.25617,0.56422,-0.14703,-0.34978,-0.05331,-0.03437,0.03161,18.24145,-0.14999,-0.0355,-0.13239,-0.21807,0.02671,-0.12534,-0.38153,0.09132,0.32318,879.82184
="2026/04/02 16:03:46.520",-0.51798,-0.00776,-0.04654,-0.60711,-0.24463,-0.04256,-0.02554,0.04748,-0.05642,11.94788,0.1529,0.08136,-0.28885,0.19157,-0.06257,0.08416,-0.37234,0.15604,0.39474,878.39862
="2026/04/02 16:03:46.540",-0.02902,-0.08398,0.25005,0.15008,-0.17568,-0.26453,-0.01804,-0.03051,-0.0154,7.61963,-0.42943,0.02735,-0.14147,-0.01898,0.03976,-0.08478,-0.16769,0.08233,0.44164,875.08636
="2026/04/02 16:03:46.560",-0.2352,-0.0718,0.26007,-0.44235,0.25278,-0.41714,0.08223,-0.05504,-0.03502,5.6038,-0.04493,0.03399,0.10996,-0.17955,0.00494,0.09721,-0.20179,0.03023,0.57777,869.76447
="2026/04/02 16:03:46.580",-0.29293,0.02391,0.20894,-0.76381,-0.16404,0.72317,-0.10419,-0.05248,-0.09275,5.28655,-0.3784,-0.17732,-0.06622,0.15083,-0.00396,0.01888,0.17249,0.12488,0.5163,862.85486
="2026/04/02 16:03:46.600",0.21987,0.0681,0.27898,-0.04919,-0.34067,-0.21409,-0.04463,-0.01963,-0.00456,8.89446,-0.37929,0.16537,0.34651,-0.14852,0.02964,-0.14666,0.18351,0.02174,0.48113,856.96362
="2026/04/02 16:03:46.620",-0.28708,0.04888,0.08614,-0.96149,-0.0344,0.51303,-0.07258,-0.05169,-0.01488,12.99963,-0.07375,-0.1529,0.29339,-0.02776,-0.0841,0.04659,0.2608,0.01526,0.32894,851.19165
="2026/04/02 16:03:46.640",-0.00571,0.01979,0.47863,0.17679,-0.1552,0.48975,-0.02761,-0.03279,-0.02678,18.28239,-0.46304,-0.04676,0.18435,0.01329,0.00324,-0.17463,0.36636,0.03301,-0.05819,849.03387
="2026/04/02 16:03:46.660",0.18929,0.02778,-0.08934,-0.20411,0.06922,0.36801,-0.08941,-0.04124,-0.04229,24.08309,0.12728,0.03137,0.26375,-0.17038,-0.03988,0.04037,0.19395,-0.03822,0.03356,848.65582
="2026/04/02 16:03:46.680",-0.21237,0.02831,0.11521,-0.18852,0.05891,0.71796,0.02482,-0.01454,-0.02177,28.43735,-0.04905,-0.10038,0.03324,0.1018,0.0011,0.0066,0.32396,0.04274,0.01964,850.1441
="2026/04/02 16:03:46.700",0.24598,-0.00357,0.1225,0.531,0.14594,0.06653,-0.05179,-0.02186,-0.04574,32.41918,-0.00943,0.09933,0.16514,-0.1777,0.07981,-0.10531,0.01873,0.1837,-0.23866,854.8468
="2026/04/02 16:03:46.720",-0.19167,-0.05867,-0.31349,-0.22202,-0.0192,0.77736,-0.12988,-0.01182,-0.0166,32.97202,0.23493,-0.17141,-0.03535,0.01791,0.00861,0.13343,-0.12398,0.02014,-0.08542,860.57349
="2026/04/02 16:03:46.740",-0.08994,0.00353,0.21646,0.6122,-0.39146,-0.05371,-0.29094,-0.00896,0.0039,31.93946,-0.0926,0.03418,-0.33096,-0.00417,0.06616,-0.22235,-0.16343,0.0692,-0.20842,868.48541
="2026/04/02 16:03:46.760",-0.04247,0.08096,-0.12786,0.37205,-0.04931,-0.50557,-0.01687,-0.00333,-0.03697,28.47206,0.30643,0.07089,-0.14083,-0.1384,-0.02382,-0.0545,-0.38876,0.06651,-0.03484,874.4588
="2026/04/02 16:03:46.780",-0.32811,0.04387,-0.16676,0.19183,0.12464,-0.3286,-0.07361,-0.03362,-0.01841,22.38936,-0.03906,0.00849,-0.27077,0.06945,-0.04324,0.10216,-0.29527,0.04571,0.16317,877.66351
="2026/04/02 16:03:46.800",0.10826,0.0158,0.16528,0.74913,0.17389,-0.82427,-0.0213,-0.05974,-0.04988,17.19013,-0.13528,0.04478,-0.24151,-0.18031,0.08026,-0.17894,-0.41723,0.13021,-0.03823,879.74213
="2026/04/02 16:03:46.820",-0.28582,-0.03071,-0.17871,-0.42886,0.10692,-0.83012,0.01044,-0.02317,0.00316,11.34288,0.03068,0.03224,-0.25906,0.01167,-0.06306,0.10808,-0.2737,-0.26191,0.05834,878.12079
