time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:51:36.580",0.15628,-0.24709,1.25548,1.35939,0.57175,0.0639,13.26709,865.82941,-0.11327,-0.11588,1.20763,-0.38193,0.0681,0.55595,-0.28251,-0.0023,0.6751,-1.04362,0.09055,0.06576
="2026/04/02 15:51:36.600",-0.11139,-0.35922,0.90224,0.94625,0.74019,-0.65166,13.77601,866.99561,0.34941,-0.04487,0.71493,-1.36415,-0.0914,0.37655,-0.49037,0.03747,0.39972,-0.85739,0.08448,0.08305
="2026/04/02 15:51:36.620",0.10266,-0.68418,0.99068,1.80778,1.04068,0.20078,14.16691,869.01105,0.14243,0.11104,1.37051,-1.6453,-0.06785,0.60584,-0.46627,-0.13736,0.73302,-1.5406,0.05681,-0.00807
="2026/04/02 15:51:36.640",-0.1696,-0.39094,1.09511,1.44688,1.03132,-0.20155,15.78094,870.35718,0.63334,-0.23546,0.61696,-2.30248,-0.00086,0.44207,-0.55907,0.04772,0.80947,-0.85248,0.12553,0.11146
="2026/04/02 15:51:36.660",-0.11523,0.00676,1.12864,1.76541,0.27955,0.71066,18.11133,871.466,0.27102,0.05333,0.72176,-3.2596,0.05398,0.64697,-0.60517,-0.03816,0.34335,-0.61965,0.1115,0.12207
="2026/04/02 15:51:36.680",-0.20683,-0.15688,1.13245,1.24484,0.25696,-0.02933,20.86117,872.41956,0.57884,-0.08347,0.19993,-2.8532,0.07394,0.20968,0.31925,-0.05106,0.33954,-0.6937,0.01367,0.06403
="2026/04/02 15:51:36.700",-0.30584,-0.27862,0.85317,1.2682,0.24766,0.74647,22.96947,872.39911,0.8306,0.19468,-0.1927,-2.30854,0.00298,0.31305,-0.60242,-0.07024,0.6275,-0.35243,0.06954,-0.06308
="2026/04/02 15:51:36.720",-0.28316,-0.26517,0.64117,0.76846,0.94071,-0.22206,24.96484,873.28455,0.4019,0.11078,-0.07723,-2.71901,-0.07855,0.30309,0.3241,0.06863,-0.17326,0.00984,0.00315,-0.00212
="2026/04/02 15:51:36.740",-0.22299,-0.19901,0.71243,0.68273,0.0787,0.78773,26.8327,872.97504,0.79821,-0.13354,-0.66257,-2.0695,-0.03514,0.17775,-0.29516,0.08975,0.05174,0.54003,-0.08737,-0.07007
="2026/04/02 15:51:36.760",-0.46825,0.00985,-0.40665,0.16591,-0.11222,0.01522,28.33186,872.41565,0.38327,0.19077,-0.57684,-1.32258,-0.05347,-0.35991,0.13112,-0.01466,-0.26379,0.45929,-0.04018,-0.05967
="2026/04/02 15:51:36.780",-0.23956,-0.13213,-0.49175,-0.21392,0.15017,-0.18858,29.0366,871.82953,0.35499,-0.00423,-0.78458,-1.21511,-0.11604,-0.28822,0.46045,-0.10013,-0.71966,0.66768,-0.0379,-0.0208
="2026/04/02 15:51:36.800",-0.20749,0.09163,-0.60543,-0.58587,-0.52262,0.6362,28.3308,870.39636,0.2216,0.07523,-1.25964,-0.14107,0.00766,-0.23897,-0.04069,-0.14823,-0.12999,1.01983,-0.03621,-0.0646
="2026/04/02 15:51:36.820",-0.20867,0.28393,-0.64085,-0.93571,-0.2917,-0.66834,27.80012,868.84937,-0.05564,0.1268,-0.99913,0.16203,-0.13662,-0.14717,0.98184,-0.07896,-0.73474,1.0041,-0.07808,-0.00489
="2026/04/02 15:51:36.840",-0.01416,0.03135,-0.83351,-1.31379,-0.43027,0.39129,26.35617,865.91797,0.22776,0.08437,-1.49701,0.9104,-0.11227,-0.32567,0.23412,-0.09019,-0.71354,1.2276,-0.04844,-0.0994
="2026/04/02 15:51:36.860",0.08785,0.35194,-1.33832,-1.36251,-0.61019,0.0802,24.22561,862.62146,-0.02052,0.05499,-1.55393,1.80574,0.03221,-0.40103,0.36053,-0.076,-0.51907,0.48996,-0.07536,-0.05604
="2026/04/02 15:51:36.880",0.03735,0.36069,-1.24252,-1.83343,-0.75092,-0.51567,22.27061,860.19025,-0.12867,0.07378,-0.32451,1.89795,-0.01304,-0.52831,0.7267,-0.11161,-0.4795,1.13558,-0.08891,-0.03589
="2026/04/02 15:51:36.900",0.2016,0.69615,-0.51285,-1.9031,-0.98096,0.46762,19.36026,856.72443,-0.18682,-0.1411,-0.64866,2.19459,-0.04527,-0.34981,0.45524,-0.01727,-1.02279,1.26625,-0.06347,-0.00818
="2026/04/02 15:51:36.920",0.29691,0.72333,-1.18949,-0.74744,-1.35358,0.55725,18.36449,853.74146,-0.53912,-0.0546,-0.66615,2.4217,0.13825,-0.87572,0.00374,-0.04652,-0.01818,0.3409,-0.07801,-0.00945
="2026/04/02 15:51:36.940",0.10858,0.34907,-1.20696,-1.89383,-0.3812,-0.43184,17.08486,852.18304,-0.68091,0.14728,0.0462,2.37137,0.09773,-0.56337,0.54219,-0.04931,-0.68404,0.44402,-0.06394,-0.03525
="2026/04/02 15:51:36.960",0.47601,0.03923,-0.61791,-1.09918,-0.48098,0.20694,15.53167,851.64728,-0.72972,-0.13111,-0.22216,2.59372,0.16588,-0.30237,0.06083,0.2158,-0.13991,-0.17047,-0.04022,0.0346
="2026/04/02 15:51:36.980",0.28676,0.21464,-0.27508,-0.70955,-0.28794,-0.08326,15.64427,852.07764,-0.70912,-0.06021,0.44441,2.36251,0.11157,-0.27314,0.09052,0.23133,0.19484,-0.18155,0.04219,-0.02491
="2026/04/02 15:51:37.000",0.2885,-0.11258,-0.12623,-0.94493,0.13505,-0.44085,15.00217,853.2373,-0.53865,-0.03304,0.78418,1.89458,-0.12295,0.20363,-0.01067,0.0275,-0.27995,-0.27743,-0.04044,-0.02267
="2026/04/02 15:51:37.020",0.31961,-0.1212,0.05751,0.70008,0.10766,0.10704,15.25398,856.45465,-0.55806,-0.0969,0.62922,1.70077,0.00106,-0.18718,-0.29881,0.10136,0.68423,-0.47448,-0.02309,-0.07427
="2026/04/02 15:51:37.040",0.29452,0.00074,0.40187,0.20014,0.29687,-0.57829,16.30536,859.15509,-0.37999,0.06117,1.32311,0.41227,-0.11259,0.48159,-0.13363,0.10667,0.28246,-0.78856,0.05839,0.04323
="2026/04/02 15:51:37.060",0.20853,-0.40047,1.16313,0.87923,0.44538,0.05496,16.2228,862.07495,-0.33631,-0.07241,1.00679,-0.01032,-0.11427,0.61959,-0.3913,0.06451,0.64576,-0.86888,0.07053,0.05659
="2026/04/02 15:51:37.080",0.13909,-0.23499,1.22687,1.38044,0.5882,-0.02972,15.66886,865.76282,-0.10273,-0.06389,1.17197,-0.43362,0.08969,0.5278,-0.3103,0.02953,0.59236,-0.9694,0.04686,0.06081
="2026/04/02 15:51:37.100",-0.13794,-0.36113,0.98926,1.00246,0.73613,-0.72622,16.17316,868.98669,0.37173,-0.02398,0.73602,-1.32933,-0.02579,0.37586,-0.51894,0.06167,0.41156,-0.88236,0.11746,0.10442
="2026/04/02 15:51:37.120",0.10434,-0.72503,1.03509,1.84013,1.02558,0.06863,17.27837,872.40216,0.15797,0.18478,1.3713,-1.68451,-0.0447,0.40202,-0.45926,-0.10727,0.73217,-1.59262,0.05632,0.01685
="2026/04/02 15:51:37.140",-0.29115,-0.4174,1.1957,1.50632,1.05908,-0.26264,17.35485,873.60547,0.63043,-0.26583,0.60564,-2.19603,0.01536,0.42487,-0.60311,0.0822,0.79652,-0.87466,0.1419,0.08614
="2026/04/02 15:51:37.160",-0.19434,0.03236,1.15557,1.71905,0.25502,0.63583,17.34617,874.32013,0.1996,0.04799,0.74536,-3.17688,0.05483,0.65741,-0.56907,-0.03738,0.23435,-0.59561,0.0946,0.16723
="2026/04/02 15:51:37.180",-0.24832,-0.14792,1.07019,1.22085,0.21478,-0.19573,19.18341,875.22345,0.51376,-0.09105,0.15458,-2.81511,0.05487,0.20893,0.2772,-0.09536,0.32148,-0.72842,0.03713,0.0132
="2026/04/02 15:51:37.200",-0.33729,-0.32141,0.87555,1.23527,0.29334,0.73613,20.71903,874.70618,0.78516,0.21544,-0.25585,-2.29635,-0.06,0.37753,-0.58571,-0.13123,0.69875,-0.31826,0.02484,-0.01917
="2026/04/02 15:51:37.220",-0.30107,-0.31693,0.61365,0.73032,0.91385,-0.43754,22.39206,873.65253,0.33403,0.09678,0.01886,-2.70443,-0.07899,0.23211,0.37043,0.07361,-0.14682,0.04253,-0.00694,-0.01575
="2026/04/02 15:51:37.240",-0.14408,-0.19327,0.77261,0.68265,0.12413,0.7711,23.65345,871.58734,0.78379,-0.09128,-0.61649,-2.10708,-0.05186,0.13055,-0.23389,0.08455,0.09638,0.63242,-0.04515,-0.07872
="2026/04/02 15:51:37.260",-0.37034,0.07838,-0.41396,0.09739,-0.01352,0.05485,25.18326,870.39807,0.41307,0.16375,-0.46825,-1.32932,-0.01261,-0.38614,0.18715,-0.06192,-0.2755,0.5341,-0.01691,0.05299
="2026/04/02 15:51:37.280",-0.18626,-0.12558,-0.54038,-0.23137,0.19408,-0.10199,27.01757,868.82751,0.35078,0.04624,-0.70719,-1.19855,-0.07679,-0.2065,0.44865,-0.1467,-0.73041,0.68517,-0.03966,-0.05022
="2026/04/02 15:51:37.300",-0.07328,0.08483,-0.61787,-0.60475,-0.50252,0.74332,27.9348,866.67786,0.2907,0.05804,-1.21784,-0.21161,0.03014,-0.18742,-0.07809,-0.16592,-0.0589,0.99536,-0.03915,-0.10804
="2026/04/02 15:51:37.320",-0.15672,0.3011,-0.67606,-0.95394,-0.31814,-0.66675,28.45905,865.72711,-0.05711,0.0974,-0.93677,0.22509,-0.08896,-0.24697,1.03804,-0.06009,-0.72566,1.05755,-0.08263,-0.06607
="2026/04/02 15:51:37.340",0.0168,0.08726,-0.79878,-1.32829,-0.4924,0.31535,27.91154,864.00439,0.34645,0.10325,-1.69857,0.88727,-0.07716,-0.32234,0.24363,-0.10602,-0.73772,1.12648,-0.06892,-0.09233
="2026/04/02 15:51:37.360",0.08892,0.45584,-1.27461,-1.31014,-0.62738,0.17504,26.4241,861.64996,0.05097,0.03256,-1.64573,1.87787,0.03129,-0.42152,0.4061,-0.07764,-0.49753,0.50448,-0.0767,-0.06483
="2026/04/02 15:51:37.380",0.03582,0.34231,-1.21921,-1.79437,-0.70407,-0.68944,24.94698,860.36572,-0.04468,0.09171,-0.39347,1.97904,-0.0328,-0.53088,0.70238,-0.10708,-0.58807,1.15824,-0.04936,-0.03065
="2026/04/02 15:51:37.400",0.18984,0.61975,-0.51626,-1.79916,-0.98479,0.47369,22.3064,858.6991,-0.13926,-0.16749,-0.68591,2.29987,-0.06766,-0.32015,0.45211,0.0259,-0.98637,1.23856,-0.06321,-0.0531
="2026/04/02 15:51:37.420",0.16803,0.6737,-1.11442,-0.66149,-1.38598,0.46751,20.22233,858.15179,-0.52986,-0.039,-0.70122,2.50074,0.12307,-0.82422,-0.06424,0.01046,-0.06591,0.36496,-0.047,-0.02721
="2026/04/02 15:51:37.440",0.0598,0.31276,-1.13048,-1.84074,-0.35097,-0.5767,17.72186,857.2254,-0.6717,0.12016,0.02252,2.51006,0.05085,-0.49216,0.49731,-0.01627,-0.73222,0.44379,-0.04,-0.04461
="2026/04/02 15:51:37.460",0.43248,0.04569,-0.49327,-1.02452,-0.47549,0.19775,14.41012,855.08838,-0.77103,-0.16152,-0.17354,2.62119,0.13416,-0.18998,0.02229,0.19318,-0.14299,-0.25989,-0.09274,0.02327
="2026/04/02 15:51:37.480",0.35225,0.19456,-0.31423,-0.73384,-0.27459,-0.1602,12.85944,854.87982,-0.7767,-0.06468,0.45747,2.3008,0.10063,-0.21051,0.0292,0.14471,0.16833,-0.17998,0.04432,-0.04261
="2026/04/02 15:51:37.500",0.24418,-0.12166,-0.14361,-0.92315,0.12995,-0.35723,11.95689,855.17914,-0.61104,-0.01902,0.78947,1.9032,-0.11479,0.21923,-0.03352,-0.01084,-0.28131,-0.23175,-0.05669,0.08865
="2026/04/02 15:51:37.520",0.33407,-0.08135,0.06503,0.6719,0.08344,0.17033,11.62976,855.95581,-0.62266,-0.09509,0.63756,1.66157,0.03194,-0.19544,-0.313,0.11549,0.71268,-0.49545,0.01407,-0.03753
="2026/04/02 15:51:37.540",0.3677,0.05766,0.43509,0.14593,0.28475,-0.47586,12.27642,856.72937,-0.42485,0.12097,1.26452,0.5172,-0.09075,0.48114,-0.16955,0.11841,0.29987,-0.80186,0.04235,0.01362
="2026/04/02 15:51:37.560",0.26205,-0.3755,1.05888,0.86033,0.459,0.11443,12.96919,858.88397,-0.35403,-0.05945,0.98546,0.04545,-0.10025,0.55575,-0.40155,0.06549,0.69368,-0.80459,0.07164,0.09345
="2026/04/02 15:51:37.580",0.18832,-0.24681,1.18631,1.35621,0.57887,0.06319,14.97848,861.86298,-0.1287,-0.09841,1.15985,-0.39995,0.06867,0.50273,-0.2502,0.04655,0.69807,-1.03105,0.08501,0.05009
="2026/04/02 15:51:37.600",-0.06993,-0.34313,1.01133,0.90988,0.67078,-0.55917,16.5605,864.27301,0.38299,-0.06282,0.68616,-1.36352,-0.07182,0.43411,-0.46839,0.08815,0.356,-0.85593,0.0951,0.09792
="2026/04/02 15:51:37.620",0.1166,-0.69762,0.99726,1.85639,1.00056,0.02881,17.73535,868.31354,0.21525,0.15562,1.35867,-1.68543,-0.01853,0.49207,-0.41222,-0.09675,0.65302,-1.5526,0.0517,0.01701
="2026/04/02 15:51:37.640",-0.26924,-0.46436,1.21833,1.49145,1.07489,-0.25667,19.05578,871.61572,0.66519,-0.27053,0.54425,-2.20406,0.03828,0.44294,-0.63464,0.07229,0.87556,-0.79198,0.13129,0.04448
="2026/04/02 15:51:37.660",-0.1718,0.00112,1.18347,1.76316,0.26268,0.70015,20.42757,874.35809,0.25689,0.06923,0.77275,-3.20238,0.04695,0.69825,-0.59649,-0.04189,0.25,-0.62369,0.10006,0.13565
="2026/04/02 15:51:37.680",-0.30771,-0.11575,1.06188,1.30163,0.213,-0.22444,21.82457,876.42822,0.55677,-0.09141,0.25334,-2.81719,0.0539,0.28595,0.23106,-0.10682,0.41876,-0.71677,0.00487,0.03618
="2026/04/02 15:51:37.700",-0.40414,-0.32595,0.9761,1.29315,0.29867,0.76964,22.51954,876.77356,0.83357,0.21889,-0.19,-2.38156,-0.05737,0.34333,-0.63035,-0.12154,0.62228,-0.29627,0.04234,-0.07688
="2026/04/02 15:51:37.720",-0.36459,-0.28109,0.62976,0.78881,0.89997,-0.62325,23.86377,877.32379,0.36246,0.08273,0.04102,-2.7082,-0.07999,0.23796,0.39479,0.09386,-0.19264,0.01551,-0.03632,0.00095
="2026/04/02 15:51:37.740",-0.24367,-0.18786,0.82495,0.70169,0.12967,0.756,24.52007,876.10742,0.77443,-0.11607,-0.63061,-2.07286,-0.01586,0.11397,-0.28333,0.0624,0.13262,0.52852,-0.08322,-0.06126
="2026/04/02 15:51:37.760",-0.46651,0.06635,-0.40828,0.18213,-0.01132,-0.10732,25.0938,873.5755,0.35649,0.16371,-0.56555,-1.25135,0.0319,-0.36112,0.14187,-0.03669,-0.30639,0.52675,-0.03303,0.00521
="2026/04/02 15:51:37.780",-0.23042,-0.12923,-0.54113,-0.15987,0.23693,-0.0874,25.51636,870.69885,0.30571,0.00904,-0.66359,-1.13048,-0.06462,-0.20786,0.43697,-0.16752,-0.64168,0.7346,-0.04591,-0.09538
="2026/04/02 15:51:37.800",-0.0765,0.09264,-0.61101,-0.69592,-0.47206,0.72009,24.72365,867.52582,0.183,0.03562,-1.18273,-0.1309,0.01938,-0.14843,-0.09407,-0.17166,-0.12361,0.97475,-0.08672,-0.05053
="2026/04/02 15:51:37.820",-0.12298,0.2877,-0.85199,-0.98111,-0.32184,-0.63178,25.09325,864.84937,-0.13112,0.09452,-0.86965,0.28398,-0.03385,-0.18841,1.08002,-0.04463,-0.73783,1.02248,-0.0795,-0.07276
="2026/04/02 15:51:37.840",0.09331,0.01264,-0.94772,-1.37398,-0.49853,0.5042,25.11083,862.09021,0.24747,0.08832,-1.54652,0.92757,-0.09838,-0.41442,0.26793,-0.06959,-0.75587,1.06712,-0.05985,-0.10187
="2026/04/02 15:51:37.860",0.18093,0.39364,-1.29514,-1.3986,-0.61644,0.15253,24.65267,859.41461,-0.00721,0.07629,-1.61292,1.82763,0.01711,-0.39588,0.48112,-0.04534,-0.57724,0.48749,-0.06662,-0.04729
="2026/04/02 15:51:37.880",0.06814,0.40265,-1.26926,-1.89427,-0.67428,-0.50668,24.13342,856.91339,-0.13299,0.0638,-0.27779,1.90155,-0.02825,-0.53207,0.74952,-0.10225,-0.59224,1.2109,-0.05946,-0.01263
="2026/04/02 15:51:37.900",0.22983,0.6625,-0.48744,-1.97637,-1.02817,0.51463,22.50284,854.80975,-0.18044,-0.16821,-0.58553,2.27046,-0.04935,-0.35507,0.49489,-0.00047,-1.04705,1.22996,-0.10172,-0.06739
="2026/04/02 15:51:37.920",0.29507,0.69492,-1.09618,-0.75984,-1.4472,0.50755,21.8647,854.64203,-0.53741,-0.09781,-0.73056,2.43483,0.1009,-0.80601,0.03942,-0.00959,-0.03727,0.32819,-0.03688,-0.02857
="2026/04/02 15:51:37.940",0.01,0.30989,-1.12077,-1.83205,-0.37873,-0.78239,20.97546,855.16437,-0.6092,0.15404,0.01972,2.4195,0.03356,-0.55575,0.50314,0.02068,-0.80335,0.46885,-0.04552,-0.03211
="2026/04/02 15:51:37.960",0.37047,0.07658,-0.32407,-1.02358,-0.33261,0.11596,18.92846,856.19067,-0.71345,-0.15605,-0.2258,2.52195,0.13167,-0.28017,0.07584,0.23693,-0.1633,-0.28344,-0.06286,-0.01191
="2026/04/02 15:51:37.980",0.22351,0.21276,-0.08058,-0.68854,-0.27368,-0.1992,16.89139,857.29926,-0.72117,-0.08333,0.39698,2.36624,0.1037,-0.23805,0.02579,0.16027,0.14949,-0.11468,0.0487,-0.01889
="2026/04/02 15:51:38.000",0.20398,-0.11301,-0.04841,-0.93991,0.0806,-0.45205,14.73308,857.41473,-0.56869,0.00989,0.78217,1.89406,-0.10189,0.22812,-0.01114,-0.02003,-0.21994,-0.21821,-0.03124,-0.00307
="2026/04/02 15:51:38.020",0.20297,-0.09615,0.08211,0.63885,0.06355,-0.00053,13.97917,859.67456,-0.61546,-0.10856,0.60777,1.67574,0.01728,-0.25999,-0.30566,0.11517,0.65916,-0.55496,0.03182,-0.04623
="2026/04/02 15:51:38.040",0.31573,0.03085,0.47017,0.16831,0.3266,-0.47682,13.26775,861.36621,-0.45199,0.11085,1.28306,0.61082,-0.07679,0.56367,-0.20213,0.15359,0.27096,-0.78191,0.05643,0.0259
="2026/04/02 15:51:38.060",0.23885,-0.39706,1.11508,0.84186,0.45526,0.09297,12.33887,862.77985,-0.39532,-0.08698,1.02548,0.08235,-0.03417,0.60349,-0.3312,0.09413,0.66729,-0.78777,0.0361,0.04611
="2026/04/02 15:51:38.080",0.11634,-0.27511,1.15575,1.3771,0.53217,0.08349,12.72473,864.54053,-0.12666,-0.08015,1.20576,-0.39839,0.05727,0.43328,-0.3143,0.05912,0.72628,-1.02828,0.06013,0.04524
="2026/04/02 15:51:38.100",-0.05994,-0.35763,0.90162,0.91503,0.69198,-0.56032,13.27742,864.97949,0.35005,-0.06649,0.61148,-1.33742,-0.06402,0.44223,-0.53182,0.0509,0.40802,-0.84442,0.10004,0.09645
="2026/04/02 15:51:38.120",0.10729,-0.66512,0.9741,1.82122,1.03752,0.05236,14.16999,866.84729,0.20794,0.18368,1.44124,-1.766,-0.04253,0.43626,-0.42757,-0.12807,0.70643,-1.58327,0.05685,0.0216
="2026/04/02 15:51:38.140",-0.14257,-0.35946,1.16932,1.48634,1.11204,-0.06464,16.43514,868.99268,0.64022,-0.2862,0.5273,-2.25266,0.02131,0.43749,-0.62967,0.03318,0.8375,-0.86607,0.11371,0.07165
="2026/04/02 15:51:38.160",-0.14062,0.07295,1.08913,1.67797,0.22226,0.77315,19.50033,870.96783,0.23106,0.09096,0.87845,-3.22971,0.03711,0.62132,-0.56309,-0.07,0.27819,-0.65438,0.09671,0.1098
="2026/04/02 15:51:38.180",-0.27632,-0.09853,1.01447,1.28209,0.16546,-0.15263,22.37475,872.00519,0.58628,-0.07507,0.13925,-2.84013,0.05696,0.22999,0.17109,-0.10178,0.32971,-0.68963,0.00833,0.0241
="2026/04/02 15:51:38.200",-0.37208,-0.24209,0.78851,1.30973,0.34476,0.65816,24.08057,872.14581,0.88245,0.26389,-0.16771,-2.32139,-0.05728,0.23263,-0.57097,-0.05015,0.67597,-0.31992,0.03615,-0.02775
="2026/04/02 15:51:38.220",-0.41512,-0.32298,0.59511,0.81261,1.00437,-0.68236,26.29046,873.45569,0.37317,0.06314,0.02417,-2.7121,-0.07927,0.22216,0.28155,0.12354,-0.12291,-0.04404,-0.00255,-0.01351
="2026/04/02 15:51:38.240",-0.28153,-0.25095,0.6111,0.76587,0.10472,0.79702,27.52618,874.77008,0.77301,-0.15683,-0.66739,-2.10187,-0.06951,0.12487,-0.2984,0.11373,0.07368,0.53166,-0.07524,-0.06036
="2026/04/02 15:51:38.260",-0.52331,0.02363,-0.36331,0.16977,-0.12185,-0.20249,27.48354,875.15405,0.40598,0.19893,-0.58938,-1.19456,0.0481,-0.36701,0.16745,-0.00634,-0.26688,0.49108,-0.0287,-0.05588
="2026/04/02 15:51:38.280",-0.26339,-0.15818,-0.54551,-0.13129,0.21959,-0.12186,27.71976,873.69366,0.34746,0.04419,-0.74124,-1.14216,0.01143,-0.11506,0.38409,-0.17722,-0.60615,0.75366,-0.04254,-0.01702
="2026/04/02 15:51:38.300",-0.22705,0.03583,-0.60521,-0.58741,-0.40818,0.69968,27.36139,870.51508,0.23806,0.05715,-1.22533,-0.07891,0.04596,-0.24869,-0.09221,-0.18079,-0.07769,0.88785,-0.09353,-0.087
="2026/04/02 15:51:38.320",-0.20759,0.27561,-0.63335,-0.97037,-0.31099,-0.70789,26.80585,868.31537,-0.09996,0.0616,-0.94801,0.22939,-0.01372,-0.29499,1.0431,-0.10094,-0.73802,1.06253,-0.08587,-0.04932
="2026/04/02 15:51:38.340",-0.02886,0.07102,-0.87363,-1.32136,-0.57162,0.47452,24.95378,865.18884,0.20837,0.11242,-1.53635,0.98678,-0.10233,-0.33127,0.25517,-0.10717,-0.74717,1.11549,-0.07166,-0.10374
="2026/04/02 15:51:38.360",0.13748,0.3778,-1.27207,-1.32681,-0.70139,0.17272,23.05349,861.78467,-0.03268,0.0333,-1.52103,1.87709,0.01571,-0.35608,0.49032,-0.09338,-0.52826,0.49255,-0.05551,-0.04046
="2026/04/02 15:51:38.380",0.08815,0.34682,-1.27773,-1.82819,-0.65914,-0.58258,21.97325,858.98468,-0.13411,0.12589,-0.3815,1.92821,-0.02627,-0.40613,0.69034,-0.11115,-0.57049,1.21774,-0.03749,-0.03889
="2026/04/02 15:51:38.400",0.19409,0.66943,-0.55658,-1.8713,-0.88482,0.46586,19.50332,855.42529,-0.17383,-0.15846,-0.67244,2.25609,-0.07467,-0.29301,0.50145,-0.00442,-0.98283,1.20699,-0.0953,-0.02073
="2026/04/02 15:51:38.420",0.31446,0.69383,-1.2397,-0.75337,-1.33249,0.52984,18.24347,853.22955,-0.567,-0.07887,-0.6382,2.43011,0.10124,-0.72947,-0.0178,-0.0111,-0.06417,0.28844,-0.00032,-0.02595
="2026/04/02 15:51:38.440",0.0667,0.34103,-1.18233,-1.88368,-0.34125,-0.64838,17.92453,851.74359,-0.61992,0.17716,-0.0062,2.43689,0.05383,-0.41007,0.49352,-0.05359,-0.64195,0.50102,-0.03738,-0.00692
="2026/04/02 15:51:38.460",0.46015,0.04258,-0.55877,-1.07479,-0.40935,0.20804,17.33245,851.62952,-0.71628,-0.18764,-0.21751,2.56476,0.1075,-0.22008,0.08874,0.21385,-0.19506,-0.29799,-0.02499,0.02239
="2026/04/02 15:51:38.480",0.31522,0.24783,-0.28362,-0.73887,-0.31424,-0.06644,17.82581,853.1911,-0.7098,-0.04849,0.41538,2.24259,0.089,-0.04716,0.04834,0.17746,0.20299,-0.17669,0.05105,0.0088
="2026/04/02 15:51:38.500",0.27699,-0.06946,-0.13023,-0.94975,0.05432,-0.51042,16.56038,854.49408,-0.539,0.01432,0.88913,1.93317,-0.12556,0.12518,-0.02861,-0.00284,-0.25846,-0.24379,-0.03694,0.07342
="2026/04/02 15:51:38.520",0.23244,-0.0784,0.13048,0.66203,-0.01221,0.07712,15.71437,857.29572,-0.55068,-0.07596,0.5936,1.65623,0.02863,-0.25055,-0.29706,0.10768,0.77234,-0.57049,0.06281,-0.04235
="2026/04/02 15:51:38.540",0.32417,0.00948,0.43581,0.20915,0.26997,-0.35183,16.19336,860.31744,-0.37527,0.0984,1.19019,0.57341,-0.04863,0.65282,-0.20365,0.14633,0.2863,-0.74375,0.03042,0.01747
="2026/04/02 15:51:38.560",0.17045,-0.41896,1.16176,0.90696,0.41447,-0.04807,15.55923,863.47449,-0.36497,-0.08124,1.08278,0.02345,-0.036,0.63927,-0.40792,0.1066,0.61796,-0.84589,0.07128,0.07816
="2026/04/02 15:51:38.580",0.0932,-0.2524,1.2042,1.38002,0.58947,-0.10691,15.10429,866.71497,-0.10298,-0.07365,1.20061,-0.41635,0.07638,0.50441,-0.30638,0.02355,0.61048,-0.99485,0.07471,0.05474
="2026/04/02 15:51:38.600",-0.13791,-0.37802,0.9248,1.00422,0.72011,-0.65812,14.21978,869.12714,0.36778,-0.08825,0.67637,-1.3201,-0.09219,0.46412,-0.49138,0.09379,0.459,-0.82844,0.10044,0.0805
="2026/04/02 15:51:38.620",0.07937,-0.83206,1.04878,1.87862,1.02248,-0.15178,14.72259,871.04126,0.18831,0.21739,1.40236,-1.70574,-0.00899,0.46368,-0.46284,-0.09203,0.65799,-1.53012,0.05186,0.00588
="2026/04/02 15:51:38.640",-0.19721,-0.48388,1.18676,1.50987,1.19189,-0.10956,16.02769,872.07635,0.60982,-0.29059,0.46392,-2.18106,0.02153,0.44823,-0.62778,0.08857,0.85959,-0.83646,0.13594,0.07445
="2026/04/02 15:51:38.660",-0.09217,0.08351,1.13724,1.65692,0.28508,0.74889,17.65918,873.83185,0.19296,0.10238,0.8734,-3.18256,0.05251,0.63187,-0.48621,-0.10075,0.07845,-0.5493,0.1047,0.19502
="2026/04/02 15:51:38.680",-0.21946,-0.08023,0.87602,1.24925,0.12261,-0.04197,18.9926,874.16345,0.51165,-0.10256,0.18623,-2.72484,0.0463,0.14882,0.19277,-0.20317,0.42209,-0.72611,0.02457,0.09061
="2026/04/02 15:51:38.700",-0.31492,-0.35981,0.9345,1.25981,0.32094,0.79079,20.28185,872.74957,0.79252,0.26309,-0.12478,-2.33908,-0.02466,0.28333,-0.51787,-0.18299,0.61124,-0.26809,0.03135,0.00074
="2026/04/02 15:51:38.720",-0.31057,-0.30296,0.50782,0.70919,0.98324,-0.49962,22.87703,872.6958,0.36923,0.06095,0.04933,-2.7296,-0.07182,0.20401,0.34411,0.13874,-0.16292,-0.0284,0.00433,-0.01586
="2026/04/02 15:51:38.740",-0.10479,-0.21102,0.64341,0.72098,0.07991,0.93996,25.06621,871.70947,0.79372,-0.11573,-0.6192,-2.10388,-0.00009,0.04331,-0.29155,0.10998,-0.03754,0.49802,-0.08316,-0.01776
="2026/04/02 15:51:38.760",-0.42514,0.05869,-0.63157,0.13936,-0.09239,-0.01872,26.87419,870.37231,0.40459,0.18299,-0.49114,-1.37397,0.10279,-0.43226,0.20166,-0.0426,-0.2863,0.62583,-0.02829,0.01574
