time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:43:42.360",-0.06396,-0.00035,0.03852,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.380",-0.02673,0.00108,0.01258,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.400",0.04799,0.0248,-0.01014,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.420",0.01547,0.00188,0.02874,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.440",-0.00645,-0.00343,-0.00837,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.460",0.01685,0.00983,-0.01298,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.480",0.00249,-0.04062,-0.08211,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.500",0.03953,-0.00422,-0.04762,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.520",-0.02262,0.06756,0.13009,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.540",0.00387,-0.00894,-0.02084,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.560",0.02063,-0.00736,-0.01821,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.580",0.00134,-0.00235,0.01686,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.600",-0.01563,0.0027,-0.00333,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.620",-0.04788,-0.00422,-0.0067,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.640",-0.02477,-0.00644,-0.00019,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.660",0.01262,-0.01316,0.00374,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.680",-0.01836,-0.00314,0.00045,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.700",-0.03205,0.00543,0.02516,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.720",0.02147,0.00311,-0.00549,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.740",0.01788,-0.007,-0.03661,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.760",0.01998,0.00929,-0.00502,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.780",0.04558,0.0027,-0.00891,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.800",0.01533,-0.00265,-0.02515,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.820",0.02961,0.00237,0.00109,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.840",0.00232,-0.0046,-0.02497,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.860",-0.01607,0.00204,-0.00476,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.880",-0.0325,0.00558,-0.03107,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.900",-0.00443,0.06304,-0.01703,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.920",-0.03109,-0.03835,0.05129,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.940",0.03837,0.00979,-0.01628,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.960",-0.06431,-0.03329,0.04891,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:42.980",0.03773,0.02061,-0.03454,,,,,,,,,,,,,,,,,
="2026/04/02 15:43:43.000",0.01478,0.01683,-0.02868,,,,,,,19.08312,864.84668,,,,,,,,,
="2026/04/02 15:43:43.020",0.07234,0.00545,0.00388,,,,,,,19.51023,864.30524,,,,,,,,,
="2026/04/02 15:43:43.040",0.01818,-0.01673,0.00033,,,,-0.00445,0.01575,0.02973,19.60169,864.26996,-0.00923,-0.01904,-0.00345,,,,0.03101,0.02266,-0.01997
="2026/04/02 15:43:43.060",0.03021,-0.0003,-0.01265,,,,-0.00856,-0.00248,0.01355,19.47266,863.92719,0.02197,0.00324,0.02285,,,,0.00478,0.00638,0.03623
="2026/04/02 15:43:43.080",0.04293,0.00064,-0.00484,,,,-0.0338,0.00211,0.00338,19.8838,863.09235,0.01366,0.00505,0.00644,,,,0.00247,0.00084,0.01692
="2026/04/02 15:43:43.100",0.01989,-0.004,-0.02034,,,,-0.03868,0.00704,0.05219,20.81022,862.48053,-0.00501,-0.00155,-0.02949,,,,0.00065,0.00529,-0.00751
="2026/04/02 15:43:43.120",0.0212,-0.00405,-0.00056,,,,0.00806,-0.00847,-0.04663,21.60392,862.84637,-0.00262,0.00209,-0.0102,,,,0.0081,-0.00479,-0.00244
="2026/04/02 15:43:43.140",-0.01823,0.00039,0.00259,,,,0.04129,0.0234,0.02667,21.92036,863.08716,-0.00696,0.00964,-0.02957,,,,-0.01017,-0.00599,-0.01263
="2026/04/02 15:43:43.160",-0.02104,-0.00191,0.00921,,,,0.00609,0.00292,-0.0151,21.69762,863.50311,-0.02348,-0.00516,-0.04268,,,,-0.0341,0.01664,-0.01898
="2026/04/02 15:43:43.180",0.02032,-0.00458,0.00814,,,,0.01912,0.00756,0.01015,21.74434,864.32648,-0.0205,0.00201,-0.00537,,,,-0.00567,0.00308,-0.0095
="2026/04/02 15:43:43.200",-0.00426,-0.00885,-0.01136,,,,-0.0072,0.006,0.00505,21.26614,864.6189,-0.03068,0.01851,0.02475,,,,-0.00387,-0.01488,0.00118
="2026/04/02 15:43:43.220",-0.03511,0.02945,0.07147,,,,0.03639,0.01382,-0.01985,21.02725,864.66113,0.02574,0.01199,0.00497,,,,-0.00659,0.00285,-0.03957
="2026/04/02 15:43:43.240",-0.05063,-0.0027,0.00516,,,,-0.0247,-0.00531,-0.03563,21.13276,865.74805,0.02683,-0.01587,-0.0069,,,,-0.02471,-0.00168,0.02033
="2026/04/02 15:43:43.260",-0.03818,0.00678,0.00862,,,,0.00443,-0.00522,-0.02655,21.03212,865.95306,0.00459,-0.00245,0.02332,,,,-0.00071,-0.00421,-0.00377
="2026/04/02 15:43:43.280",0.02601,-0.00219,0.02266,,,,-0.01297,0.00151,-0.03392,20.33884,865.57611,0.00627,0.00328,-0.00132,,,,0.00341,-0.01303,0.00965
="2026/04/02 15:43:43.300",0.00202,-0.01281,0.00137,,,,-0.02272,0.00271,0.01309,19.50918,864.90436,0.028,0.00177,0.00058,,,,-0.00078,0.00027,-0.00021
="2026/04/02 15:43:43.320",0.01433,-0.00524,0.00844,,,,0.02368,0.0024,0.01065,19.14004,864.06982,0.02321,0.00058,-0.00758,,,,0.01369,0.00173,0.01266
="2026/04/02 15:43:43.340",0.02006,0.00031,-0.01858,,,,-0.02138,-0.00847,-0.02114,19.23129,863.27753,0.00987,0.00419,0.01212,,,,0.01304,0.01207,0.00883
="2026/04/02 15:43:43.360",0.0146,0.01011,-0.01119,-0.01421,0.00264,0.05545,-0.00129,0.00663,0.02487,19.39872,863.15234,0.01751,0.00404,0.01865,-0.00415,-0.0288,-0.06951,0.0071,-0.00398,-0.01129
="2026/04/02 15:43:43.380",0.00978,0.00047,-0.02875,-0.03434,0.01606,0.07502,-0.03528,-0.01019,0.00811,19.74903,862.93903,0.01521,0.00092,-0.01028,0.01041,0.01984,0.10155,-0.00506,0.00122,-0.00122
="2026/04/02 15:43:43.400",0.01583,0.00131,-0.01856,-0.03048,0.00094,0.04568,0.00943,0.00021,-0.00493,20.7545,862.67603,-0.02086,-0.00061,-0.01983,0.00489,0.0042,0.02265,-0.00764,0.00072,0.00769
="2026/04/02 15:43:43.420",0.01401,-0.00602,-0.02479,0.03509,-0.02382,-0.02503,-0.03023,-0.00319,0.00685,21.61371,862.9317,0.0728,0.00364,-0.00785,0.02164,0.02087,0.02486,0.00098,0.00314,-0.00087
="2026/04/02 15:43:43.440",0.01709,0.00431,0.00947,0.00598,0.01545,0.00909,0.00683,0.00343,-0.00861,21.74339,863.48071,0.02047,0.00133,0.00309,-0.00845,-0.00585,0.02543,0.0056,-0.00558,-0.00195
="2026/04/02 15:43:43.460",-0.01744,0.00786,-0.00799,0.04545,0.00424,-0.00685,0.02385,0.00074,-0.01157,21.62741,864.42035,-0.01132,-0.00684,0.01974,0.02761,-0.0101,-0.00436,0.00351,0.00478,-0.01975
="2026/04/02 15:43:43.480",0.00601,0.00671,0.02081,0.00294,0.00217,-0.04989,0.01154,0.0109,0.00832,22.22961,865.06366,-0.00734,0.00881,-0.02619,-0.01446,0.0008,0.03594,-0.0179,0.00714,0.08067
="2026/04/02 15:43:43.500",-0.04126,0.00598,0.05277,0.01793,0.0027,-0.04126,-0.00639,0.00701,0.01442,22.35286,865.31012,-0.01103,-0.01131,-0.03086,0.00582,-0.00211,-0.00933,0.00345,-0.00194,-0.0602
="2026/04/02 15:43:43.520",-0.01355,0.00478,0.04328,0.04869,-0.04666,-0.08623,0.02575,0.01808,0.02122,21.89714,865.69672,-0.02472,-0.00501,-0.05167,0.00657,-0.00058,-0.00851,-0.00814,-0.00722,0.03569
="2026/04/02 15:43:43.540",-0.05882,0.00252,0.01219,-0.02418,0.00378,-0.02042,0.02021,0.00208,-0.00249,20.93591,866.08551,-0.02119,0.0112,0.01733,-0.02253,0.00097,0.01759,-0.00337,0.00341,-0.00965
="2026/04/02 15:43:43.560",-0.00917,0.00585,0.01866,-0.00231,0.00224,0.00482,-0.01856,0.00094,0.00242,20.35343,865.97028,0.00276,0.00286,0.01677,-0.02526,0.00027,0.02175,-0.00696,-0.00235,0.01977
="2026/04/02 15:43:43.580",0.00205,-0.003,-0.01206,0.00317,-0.0076,0.04222,0.02322,0.0091,0.00604,20.21823,865.17981,0.02397,0.00744,0.02976,-0.01937,0.00997,0.00479,-0.00394,0.00494,-0.01564
="2026/04/02 15:43:43.600",0.00956,0.00825,0.00769,-0.03339,-0.00586,0.01599,-0.00644,-0.01717,-0.01812,19.72999,864.10858,-0.0006,-0.0077,-0.01481,-0.02618,0.00544,0.04655,0.00123,0.00576,0.01212
="2026/04/02 15:43:43.620",0.00484,0.00286,0.00564,-0.00799,-0.00619,0.0454,0.01341,0.00196,0.00909,19.89518,863.49567,0.03074,0.00093,-0.00676,-0.02531,0.01166,0.05166,-0.01021,-0.00698,0.05243
="2026/04/02 15:43:43.640",0.02719,0.00724,0.01053,-0.00145,0.00162,0.02912,-0.02463,-0.0151,-0.04801,20.93666,863.49219,0.00941,0.00673,-0.00019,-0.0273,0.02503,0.04324,-0.00589,0.00601,-0.03745
="2026/04/02 15:43:43.660",-0.00454,0.00717,-0.06443,0.00391,-0.00401,0.01964,0.01353,-0.00585,-0.03345,21.29335,863.59741,0.01676,-0.00357,0.00279,-0.0208,-0.01106,-0.03198,0.02478,-0.00678,-0.01332
="2026/04/02 15:43:43.680",0.04269,-0.01632,-0.02018,-0.01488,-0.01022,0.0554,-0.01316,-0.00397,-0.0027,21.06868,863.10986,0.03176,-0.00869,0.01026,0.00347,0.00983,0.00422,0.00057,0.00543,0.00924
="2026/04/02 15:43:43.700",0.02815,0.00091,-0.0033,-0.02371,-0.00227,0.03532,-0.01429,-0.00289,-0.00196,20.54798,862.90784,0.01792,0.01052,-0.00556,0.01676,-0.0027,-0.00185,0.00881,-0.0019,-0.01245
="2026/04/02 15:43:43.720",-0.01601,0.00618,-0.00601,0.01518,0.00244,0.02802,0.0005,0.00352,0.02244,21.16225,862.44458,-0.01294,0.01388,0.02396,0.02681,0.00131,-0.0109,-0.00235,-0.00255,0.00967
="2026/04/02 15:43:43.740",-0.01292,0.01013,-0.02745,0.01017,0.00985,0.00413,-0.00401,0.02095,0.04331,22.19921,862.69427,0.00178,-0.00235,0.01023,0.0289,-0.00524,-0.00092,-0.00101,0.01328,0.04113
="2026/04/02 15:43:43.760",-0.0008,-0.00555,0.02551,0.01312,-0.00755,-0.03397,-0.03756,-0.02086,-0.01147,22.4073,863.53088,0.0191,0.00421,-0.00697,0.01188,0.00324,-0.02142,-0.04363,0.00445,-0.02816
="2026/04/02 15:43:43.780",-0.12484,0.02696,0.00952,0.03222,-0.00044,-0.04317,0.01197,0.01036,0.00856,22.31574,864.05798,-0.0142,-0.00417,-0.01457,0.00276,-0.00247,0.00343,-0.03262,0.0105,-0.00432
="2026/04/02 15:43:43.800",-0.05074,0.00823,0.01154,0.01702,0.00295,-0.00879,0.03525,-0.00265,-0.01582,21.82844,864.41406,0.01779,0.00015,0.02292,0.00746,0.01188,0.01969,-0.02472,-0.00946,-0.02121
="2026/04/02 15:43:43.820",-0.03063,-0.01071,0.02267,0.02314,-0.00277,-0.02429,-0.04595,-0.01592,-0.01337,21.70155,865.37622,0.01261,-0.0019,-0.0005,-0.01237,0.00376,0.02867,0.00176,-0.00791,0.04423
="2026/04/02 15:43:43.840",-0.07826,0.00499,0.00146,0.0297,-0.00569,-0.01047,-0.00652,-0.00345,-0.00814,21.23182,866.00775,-0.00179,0.00285,0.02877,0.00686,-0.01685,-0.03497,-0.02053,-0.00194,-0.018
="2026/04/02 15:43:43.860",-0.0162,-0.00477,0.01451,-0.00372,-0.00481,0.01768,-0.01218,-0.0033,-0.00797,20.45649,865.81104,0.01205,-0.00285,-0.00023,-0.04164,0.03185,0.08599,-0.00309,-0.00015,-0.00047
="2026/04/02 15:43:43.880",-0.01115,-0.00939,0.00637,-0.00898,0.01399,0.06993,0.04047,0.00849,-0.02819,19.89712,865.49738,0.01593,0.01059,0.01118,0.02772,-0.03859,0.03889,0.0079,-0.0021,0.00981
="2026/04/02 15:43:43.900",0.01465,-0.00927,-0.00943,-0.02113,-0.0501,0.04385,0.01754,0.01315,0.00889,19.78369,864.59937,0.02433,-0.00993,-0.00143,0.01892,-0.00724,0.09983,-0.00991,0.0035,0.00081
="2026/04/02 15:43:43.920",0.00699,0.00335,-0.01624,0.0044,-0.02707,0.09451,-0.02229,0.00157,0.01641,19.96658,863.62616,0.0034,-0.00609,-0.01934,0.02726,-0.01829,-0.05495,0.0233,0.0044,0.01545
="2026/04/02 15:43:43.940",0.0182,0.00723,-0.02011,-0.03752,0.00225,0.04434,-0.00165,-0.01272,-0.01587,19.97756,863.66748,0.00196,0.00418,-0.0043,-0.01379,-0.00546,-0.06033,0.01433,0.00445,-0.01962
="2026/04/02 15:43:43.960",0.02764,0.00646,-0.01061,0.05002,0.04726,0.02197,0.03933,0.00715,-0.01533,20.47508,863.87836,0.00382,-0.00414,0.00164,0.02505,-0.00727,-0.07227,0.01269,0.0078,-0.01297
="2026/04/02 15:43:43.980",0.02962,0.00169,-0.01564,-0.0435,-0.02811,0.02518,0.02373,0.00443,-0.01467,21.16177,863.9046,-0.00488,0.00051,-0.0108,-0.02887,0.00753,0.04189,-0.001,-0.00305,-0.00537
="2026/04/02 15:43:44.000",0.03636,-0.00205,-0.01977,0.04021,0.0007,-0.04501,-0.01274,-0.00341,-0.02969,21.42346,863.56232,0.01902,-0.01455,-0.01711,0.02142,0.00619,-0.01257,0.0081,0.00469,0.00637
="2026/04/02 15:43:44.020",-0.01458,-0.00713,-0.0085,-0.02458,-0.02899,-0.00778,0.02422,0.00602,-0.01436,21.60838,863.56024,0.01956,-0.00026,-0.01498,0.00818,-0.01595,-0.00239,0.01638,0.00979,0.02569
="2026/04/02 15:43:44.040",-0.03206,0.00022,-0.00461,0.04321,-0.00081,-0.01776,0.00812,0.01224,0.01888,21.61107,864.24121,0.01904,0.02059,-0.0272,0.02298,0.00134,-0.00854,-0.02089,-0.01565,-0.01252
="2026/04/02 15:43:44.060",-0.03784,-0.00346,-0.0103,0.02056,-0.02126,-0.03124,0.00844,0.00611,0.01424,22.01089,865.383,0.01393,0.00465,-0.04101,0.02562,-0.00535,-0.02436,-0.01291,0.0088,-0.01553
="2026/04/02 15:43:44.080",-0.02983,0.00093,0.0091,0.02557,-0.00859,-0.03241,0.0198,-0.00485,-0.0329,22.41201,866.14722,0.01075,0.00174,-0.00336,0.00421,0.00344,-0.00558,-0.00902,0.0004,-0.02191
="2026/04/02 15:43:44.100",-0.00183,-0.00157,0.02205,0.01249,0.00317,-0.01675,-0.04531,-0.00557,-0.00883,21.67509,865.71991,0.00721,0.0086,0.01194,0.01964,-0.01006,-0.0685,-0.01992,-0.01361,-0.01611
="2026/04/02 15:43:44.120",-0.05448,-0.01875,0.04058,-0.00343,-0.00024,-0.04227,-0.00923,0.00418,-0.0114,21.22758,865.4082,0.01666,0.01036,-0.00664,-0.01718,0.01504,-0.00551,-0.00787,0.00466,0.04234
="2026/04/02 15:43:44.140",-0.02928,0.01529,0.02273,0.02306,0.01057,-0.00396,-0.02396,-0.0187,0.00401,20.82085,865.95374,0.00524,-0.0166,0.0011,-0.02244,0.01292,0.02777,0.01592,0.01477,-0.00009
="2026/04/02 15:43:44.160",-0.01407,0.01225,0.05016,-0.00305,-0.01173,0.00458,-0.00223,0.00257,0.0041,20.25793,865.42938,-0.00107,-0.00394,0.01746,-0.00806,0.00735,0.02406,-0.01362,0.0091,0.00607
="2026/04/02 15:43:44.180",0.02604,0.00699,-0.04088,-0.03395,-0.01376,0.02018,0.01519,0.00747,0.01302,19.94873,863.88641,0.02062,-0.0055,0.02313,-0.01943,0.00918,0.03161,0.01237,-0.00401,0.00601
="2026/04/02 15:43:44.200",0.00353,-0.0054,-0.01476,0.00553,-0.00217,0.02987,0.01466,-0.00684,-0.01021,19.8902,863.16309,0.01938,-0.01238,-0.00091,-0.02213,-0.0044,0.02787,-0.00827,-0.00542,0.01278
="2026/04/02 15:43:44.220",-0.00036,0.00354,0.00246,-0.02086,-0.01344,0.03945,0.01266,0.005,0.00098,19.73065,863.19037,0.01631,0.00211,-0.00768,-0.00127,-0.00637,0.00977,0.00428,-0.00688,0.00457
="2026/04/02 15:43:44.240",0.02308,-0.00273,-0.0061,-0.04404,-0.00845,0.03879,-0.02256,-0.0044,0.01774,19.76332,863.23419,0.01797,-0.00572,-0.02417,-0.00016,0.00662,0.00799,0.00656,0.00283,-0.02098
="2026/04/02 15:43:44.260",0.03449,0.00004,0.00327,-0.01782,-0.00879,0.03994,0.02625,0.00877,0.01161,19.90918,863.09985,0.01423,0.00053,-0.00025,0.0093,-0.0076,0.01074,-0.0165,-0.01443,0.00081
="2026/04/02 15:43:44.280",0.00308,0.00537,0.01941,-0.0125,-0.01226,0.06608,-0.0231,-0.00929,-0.00915,20.63291,863.03131,0.00847,0.01759,-0.00554,-0.0034,-0.00651,-0.00651,-0.00742,-0.00223,0.03386
="2026/04/02 15:43:44.300",-0.01749,-0.00111,-0.01947,-0.00777,-0.00523,0.02135,0.0016,-0.0005,0.00067,20.99586,863.79993,0.01357,-0.0041,-0.0004,0.01271,-0.01044,-0.01093,0.00437,-0.00074,0.00744
="2026/04/02 15:43:44.320",-0.00509,0.00851,0.00176,-0.00956,-0.0024,0.03395,0.02324,0.0084,0.02136,21.31534,864.47101,0.03515,-0.00536,-0.01841,0.0148,0.00299,-0.01458,0.00861,0.00071,0.00627
="2026/04/02 15:43:44.340",-0.00184,-0.00081,0.00235,0.01014,-0.00549,0.0016,-0.04582,-0.01344,-0.01257,22.24004,864.95459,-0.01133,-0.00491,-0.02393,-0.00407,0.00482,0.00958,-0.03149,0.01136,-0.00034
="2026/04/02 15:43:44.360",-0.00603,-0.01051,-0.01847,0.01294,-0.00821,-0.01079,-0.03766,-0.00689,0.01877,22.82309,865.30438,0.00621,-0.00249,-0.00972,0.0071,0.00037,-0.01175,1.43545,0.21788,-1.36921
="2026/04/02 15:43:44.380",0.343,-1.68043,-1.39816,0.0253,0.00083,-0.04125,0.00529,0.01413,0.01674,22.45298,865.71283,0.01101,-0.0043,-0.03309,-0.00355,-0.00661,0.0039,-1.59616,-0.24055,1.52593
="2026/04/02 15:43:44.400",-0.05081,-0.01274,-1.26971,0.02413,-0.00251,-0.00947,-0.04635,-0.00334,0.00395,21.33034,865.81854,0.02183,-0.00759,0.0327,-0.00367,-0.00097,-0.0081,1.23382,0.03088,-0.21678
="2026/04/02 15:43:44.420",0.5005,-0.08803,-0.01079,-0.0031,-0.00278,-0.00301,0.04205,0.01132,-0.01062,21.14684,865.32465,0.01243,0.00058,-0.02507,-0.02,-0.00302,-0.00917,0.30585,-0.04911,-1.13074
="2026/04/02 15:43:44.440",0.13097,0.59407,-0.74836,0.00213,-0.00605,0.02121,-0.03642,-0.00606,-0.00168,20.88747,865.1676,0.01355,-0.00573,-0.01561,-0.00397,-0.01981,-0.01758,-1.31771,-0.31328,1.2697
="2026/04/02 15:43:44.460",-0.1619,0.64726,-0.87455,-0.01054,-0.01057,0.00235,0.02105,-0.0015,-0.00486,20.04877,865.43134,-0.00631,0.0023,0.0006,-0.03391,0.00452,-0.03236,1.91802,-0.21052,-1.83476
="2026/04/02 15:43:44.480",0.21223,-0.28486,-0.1405,-0.00762,-0.00409,0.04214,0.01867,0.01328,0.01121,19.55352,864.69458,0.00639,0.00184,0.03891,-0.01436,-0.01159,0.01012,-1.37983,0.15784,0.66883
="2026/04/02 15:43:44.500",0.05371,0.68713,-0.70193,-0.02918,-0.00506,0.03011,0.05007,0.0074,-0.00614,20.02974,863.17377,0.02338,-0.00188,0.00659,-0.01712,0.00526,0.04666,0.51066,0.22056,0.52868
="2026/04/02 15:43:44.520",-0.29012,-0.38208,0.51996,0.00717,-0.0106,-0.04094,-0.01575,-0.00454,-0.0145,20.82195,862.76141,-0.00626,0.00566,-0.01349,-0.01856,-0.00235,0.02149,0.42105,0.24834,-0.92422
="2026/04/02 15:43:44.540",0.2183,-0.32699,0.75931,-0.03163,-0.01365,0.01876,0.00585,0.00583,0.00186,20.96263,863.10754,-0.01483,0.00491,0.0152,-0.02576,-0.00502,0.00231,-1.51022,0.1853,1.92189
="2026/04/02 15:43:44.560",-0.26534,0.05134,0.44223,0.00778,0.00443,0.03104,0.01505,0.01279,0.0096,21.22544,862.98584,0.01207,0.01804,0.00232,0.00296,-0.00149,-0.00222,1.26472,-0.02069,-0.56246
="2026/04/02 15:43:44.580",0.06467,-0.84903,1.56791,-0.02717,0.00423,0.0504,0.0197,0.02352,0.00244,21.23191,862.914,0.00106,0.00701,0.00978,0.02426,-0.00093,-0.00552,-1.35174,-0.05365,0.45726
="2026/04/02 15:43:44.600",0.01922,0.18138,0.62845,0.0152,-0.00379,-0.01765,0.00078,0.00572,0.00048,21.37071,863.31714,0.00609,-0.00225,-0.01737,0.01643,0.01358,-0.01586,0.23163,-0.13939,1.07351
="2026/04/02 15:43:44.620",-0.31534,-0.35858,1.0648,0.00871,-0.0033,0.00894,-0.0166,-0.0118,-0.00497,22.04036,864.26947,0.02886,0.00697,0.00835,0.01409,-0.00479,0.02275,0.24476,-0.22311,-1.20795
="2026/04/02 15:43:44.640",0.26188,-0.2591,0.68195,0.0182,-0.01502,-0.03369,-0.00663,0.00099,0.01074,22.41051,864.85114,0.01399,-0.0074,-0.02551,0.04277,-0.01421,-0.01126,-1.41572,-0.16702,1.69648
="2026/04/02 15:43:44.660",-0.21925,0.56909,-0.1868,0.01798,-0.00214,-0.02299,-0.01129,-0.00386,0.01267,22.28004,864.93109,0.03889,-0.00671,-0.05053,0.02011,0.00399,-0.03719,1.56431,-0.07614,-0.80448
="2026/04/02 15:43:44.680",0.03327,-0.34624,0.48194,0.0264,0.00817,-0.01807,0.02145,-0.00419,-0.01146,21.9293,865.5401,0.0315,-0.00572,-0.01715,0.00142,-0.0025,-0.02055,-1.07909,0.02688,-0.4334
="2026/04/02 15:43:44.700",0.02475,0.55586,-0.49236,0.043,0.00701,-0.04284,0.01994,0.00031,-0.00477,21.5999,866.19867,-0.00978,0.00212,-0.00434,0.0058,-0.00261,0.00128,0.60675,0.08092,1.16035
="2026/04/02 15:43:44.720",-0.40903,0.13316,-0.3536,0.00345,-0.01356,0.02025,0.0309,0.01171,-0.01152,21.37913,866.16296,0.0129,-0.00033,-0.03394,-0.01211,0.00378,-0.04028,0.66114,-0.05206,-1.9485
="2026/04/02 15:43:44.740",0.1948,-0.06938,-0.39639,-0.01483,-0.01375,-0.0105,0.01346,0.00826,0.01207,20.69544,865.58099,0.00185,-0.00563,0.00157,-0.05012,0.02065,-0.00065,-1.05018,-0.00253,1.05086
="2026/04/02 15:43:44.760",-0.35683,0.47139,-0.86112,-0.02866,0.00109,0.00296,-0.03199,-0.00369,0.00234,20.11313,864.60852,0.01245,-0.00322,-0.01049,-0.02108,-0.01742,0.01863,1.61804,-0.09638,-0.5139
="2026/04/02 15:43:44.780",-0.13374,-0.4462,-0.22743,-0.02911,-0.02125,0.03423,0.01516,-0.00531,-0.00457,19.50599,863.82611,0.02802,0.00117,0.01263,-0.04524,-0.00734,0.05636,-1.10547,0.11144,-0.52787
="2026/04/02 15:43:44.800",0.13445,-0.02716,-0.61046,-0.01492,-0.02352,0.02112,-0.0107,0.00046,-0.01311,19.56502,863.12421,0.008,-0.00046,0.0132,-0.01512,-0.00654,0.00243,0.47268,0.15011,1.36234
="2026/04/02 15:43:44.820",-0.54806,-0.28637,0.38171,0.00316,0.01859,-0.06105,0.01992,0.00155,0.00345,19.96931,862.63452,0.00978,-0.00202,0.03846,0.00133,0.00243,-0.01602,0.23379,0.19077,-1.05878
="2026/04/02 15:43:44.840",0.42638,-0.30872,0.94146,-0.04188,-0.01249,-0.02461,0.02194,0.01256,0.01214,20.44891,862.61066,0.01709,-0.00014,-0.01812,0.00489,0.00207,-0.00221,-1.04887,-0.14593,0.93876
="2026/04/02 15:43:44.860",-0.24138,0.18765,0.424,-0.0404,-0.00269,0.01939,0.04082,0.01986,-0.00007,21.17127,862.93799,0.00792,-0.00364,-0.00256,0.0194,0.00264,-0.00468,0.97255,-0.37412,0.35024
="2026/04/02 15:43:44.880",0.05917,-0.47741,1.05891,0.00728,0.00459,0.03707,0.01926,0.01524,0.00385,21.29844,863.5871,2.60721,-0.20419,-1.0253,0.02591,-0.00317,0.0131,-1.17608,-0.22897,-0.60107
="2026/04/02 15:43:44.900",0.51494,0.0151,0.84145,0.01222,-0.00295,0.00111,0.01267,0.01209,0.00269,21.74871,863.83069,0.98282,-0.02307,0.19989,0.01571,-0.00109,-0.04375,0.57595,-0.02704,1.23501
="2026/04/02 15:43:44.920",-0.27116,0.10495,0.70056,0.02158,-0.00452,0.02044,-0.00315,0.00807,0.00196,22.45342,863.46796,-0.23993,-0.16311,1.19494,0.02096,-0.00598,-0.02139,0.05255,0.02072,-1.08142
="2026/04/02 15:43:44.940",0.4994,-0.01442,0.64727,0.02588,0.00051,-0.0225,0.02178,0.00198,-0.00291,22.72352,863.8277,1.64619,-0.0016,-0.45326,0.00578,-0.00341,-0.04386,-0.44114,-0.04477,0.13279
="2026/04/02 15:43:44.960",-0.11027,0.39263,-0.18128,0.01669,-0.00832,-0.0455,0.00929,0.00841,-0.00465,22.28964,864.48254,-0.39662,-0.12356,0.11369,0.00558,-0.00318,-0.00531,1.04928,-0.00551,0.35487
="2026/04/02 15:43:44.980",0.03539,0.07556,-0.45169,0.01821,-0.00081,0.00771,0.00794,-0.00373,-0.005,21.36733,865.04156,0.75454,0.11116,-0.3267,-0.00406,0.01237,0.0494,-0.59879,0.01419,-1.31808
="2026/04/02 15:43:45.000",0.38009,0.05475,-1.06234,0.00983,-0.00129,-0.0479,-0.00931,-0.0087,0.01724,21.13169,865.52643,0.0652,0.27974,-0.275,-0.01919,-0.00716,0.00642,0.85035,0.17454,0.84233
="2026/04/02 15:43:45.020",-0.3666,0.02873,-0.6975,0.01559,-0.00195,0.01433,0,0.00954,0.02242,21.2293,865.36786,-1.32211,0.00785,0.75818,-0.00692,0.00721,-0.02119,0.17299,0.21017,-1.02076
