time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:43:47.700",-0.03602,0.16055,-0.24144,0.57523,-0.12501,0.99692,-0.06821,-0.01949,0.02896,34.06211,857.53308,0.49022,-0.01026,-0.10199,0.31847,-0.07799,0.37871,-0.21667,0.04228,0.12208
="2026/04/02 15:43:47.720",-0.11692,0.15216,-0.09738,0.05244,-0.00311,0.43328,-0.45546,0.03919,0.08721,33.15031,862.60712,0.91562,-0.02158,-0.11416,0.27377,0.03817,0.09401,0.4152,0.03192,-0.60839
="2026/04/02 15:43:47.740",-0.30253,0.05089,-0.1603,1.26075,-0.23035,0.3159,-0.1629,0.0192,0.03362,30.84545,869.70392,0.32149,-0.03863,-0.05101,0.05291,-0.11207,-0.34628,-0.32645,0.04785,0.2033
="2026/04/02 15:43:47.760",-0.46706,0.10832,-0.07788,-0.22818,0.38576,-0.6494,-0.23952,0.07283,-0.00097,26.45811,874.59625,0.99465,-0.01829,0.01122,0.33607,0.13592,-0.13389,0.06637,-0.05494,-0.43542
="2026/04/02 15:43:47.780",-0.49715,-0.2027,-0.16736,0.36344,0.36051,-1.30546,-0.28292,0.00761,0.06126,20.31188,877.98846,0.63519,-0.02232,-0.02834,0.14267,-0.02148,-0.67612,-0.06314,0.10177,0.09737
="2026/04/02 15:43:47.800",-0.41613,-0.30671,0.20312,0.18773,0.77213,-0.85464,-0.23837,0.01369,0.01103,15.00864,878.93256,0.6121,0.01097,0.0868,0.12012,0.26674,-0.20745,-0.37331,0.02763,0.24788
="2026/04/02 15:43:47.820",-0.27897,-0.19508,0.51023,-0.85338,0.28637,-0.97168,-0.24351,0.03289,0.01021,9.94671,876.09576,0.93258,-0.04797,0.00146,-0.07814,-0.11759,-0.16801,0.22124,0.00955,-0.11924
="2026/04/02 15:43:47.840",-0.05851,-0.09015,0.90585,0.0691,-0.27307,-0.2334,-0.00773,0.00866,0.02286,8.04274,871.99896,0.2714,-0.03631,0.22912,-0.27006,0.06606,-0.45666,-0.26839,-0.23271,0.32545
="2026/04/02 15:43:47.860",0.09154,-0.01558,0.41599,-1.13853,-0.03723,-0.40373,-0.4954,-0.01529,0.01939,7.23559,864.87695,0.52023,-0.02255,0.23354,-0.08826,0.11427,0.12451,0.02296,-0.32111,-0.03392
="2026/04/02 15:43:47.880",0.19974,-0.2145,0.45471,-0.71617,-0.01995,0.12885,-0.21929,0.00926,0.02586,7.8666,858.44653,0.33764,-0.01358,0.01361,-0.37693,-0.07358,0.02433,0.18179,-0.06377,0.14063
="2026/04/02 15:43:47.900",0.51141,-0.06016,0.65152,-0.61925,-0.18781,0.78558,-0.21212,0.02476,0.04304,12.14245,852.83148,0.02523,0.03363,0.22337,-0.08487,-0.05386,0.11983,0.04245,-0.00911,0.0431
="2026/04/02 15:43:47.920",0.47839,0.12853,0.16439,-1.05845,-0.3817,0.61862,-0.23761,-0.00425,0.01489,17.15107,847.90985,0.10432,0.06689,0.12162,-0.0915,-0.1228,0.36171,0.31567,-0.0688,-0.24755
="2026/04/02 15:43:47.940",0.46382,0.14174,0.06035,0.12206,-0.22179,0.6736,-0.34008,0.00907,0.03551,24.10123,846.59985,-0.29907,0.1102,-0.21871,-0.01089,-0.04476,0.23476,0.23256,-0.17947,-0.05781
="2026/04/02 15:43:47.960",0.36619,0.27708,-0.35212,-0.14517,-0.2016,0.77998,-0.17863,0.04611,0.01024,29.37073,846.19824,-0.05964,0.05154,-0.13655,0.39952,-0.14269,0.17054,0.28827,0.05994,-0.16971
="2026/04/02 15:43:47.980",0.19554,0.15941,-0.54658,0.54454,0.01684,0.31526,-0.19245,0.03096,-0.01205,32.4311,850.09601,-0.37294,0.09907,-0.26514,0.33444,0.07719,-0.03936,0.2819,0.16902,-0.34168
="2026/04/02 15:43:48.000",0.02016,-0.05693,-0.9109,0.8123,0.10506,0.39041,-0.06769,0.00852,0.02851,34.57779,856.37506,-0.55369,0.04342,0.13605,0.54271,0.00466,-0.11785,-0.02227,0.19921,-0.15188
="2026/04/02 15:43:48.020",-0.21096,-0.03558,-0.44179,0.26899,0.00368,0.37815,0.00357,0.01704,0.01574,33.12611,863.3764,-0.6616,0.02727,0.22287,0.4022,-0.07361,-0.29585,0.25225,0.14893,-0.36723
="2026/04/02 15:43:48.040",-0.33781,0.09556,-0.59467,0.7244,-0.39397,-0.23746,-0.00351,-0.02442,0.00314,30.45259,870.71948,-1.00198,0.01293,0.17028,0.24572,0.09267,-0.5874,-0.12568,-0.01233,-0.27968
="2026/04/02 15:43:48.060",-0.45494,0.13413,-0.42626,0.08634,-0.19945,-0.28852,-0.09218,0.015,0.00806,25.33346,875.21466,-0.73027,-0.07706,0.18589,0.32603,0.04332,-0.61991,0.01697,-0.02392,-0.16172
="2026/04/02 15:43:48.080",-0.42145,0.02804,-0.11107,0.08841,-0.10883,-0.73748,0.20166,-0.04354,0.00618,19.84905,878.81409,-0.90402,0.03309,0.04509,-0.04579,0.05043,-0.53608,-0.08797,0.04702,-0.22815
="2026/04/02 15:43:48.100",-0.36649,0.09474,0.10227,0.01038,-0.22428,-0.6722,0.02983,0.03618,0.05253,13.95366,879.93585,-0.91303,-0.03495,0.19276,0.0133,0.01072,-0.78039,-0.2079,0.05495,-0.02006
="2026/04/02 15:43:48.120",-0.21485,0.07495,0.21524,-0.53584,-0.20333,-0.68865,0.0995,-0.00258,-0.02769,7.36854,876.80817,-0.71334,-0.05047,0.09539,-0.27207,0.05435,-0.28022,-0.0988,-0.02412,0.02537
="2026/04/02 15:43:48.140",-0.06866,0.11128,0.34848,-0.4388,-0.04396,-1.13952,-0.00887,0.01804,-0.01946,5.51139,872.04364,-0.60675,-0.00688,-0.03197,-0.35657,0.02759,-0.13612,0.15665,-0.0018,-0.23197
="2026/04/02 15:43:48.160",0.24582,-0.14147,0.28858,-0.34947,-0.08078,0.33419,0.1407,0.01022,0.04076,5.95584,865.21692,-0.77185,-0.04125,0.24522,-0.1337,0.00147,-0.25769,-0.33008,0.03698,0.42311
="2026/04/02 15:43:48.180",0.23755,-0.00806,-0.01653,-0.81318,0.1578,-0.69351,0.22224,0.01525,0.00604,7.55874,858.38959,-0.47812,0.0049,0.04283,-0.53079,0.01565,0.40782,0.23915,0.07261,-0.07005
="2026/04/02 15:43:48.200",0.50672,-0.18883,-0.00899,-0.44591,-0.24644,0.45546,0.43714,-0.01501,-0.0426,12.11983,851.98932,-0.19777,0.01923,0.04254,-0.08393,-0.08476,-0.01274,0.00697,0.05247,0.04368
="2026/04/02 15:43:48.220",0.52207,0.01907,-0.30132,-0.42527,-0.2792,1.03988,0.2261,-0.03197,-0.02966,17.95516,847.79248,-0.61951,0.00356,0.12757,-0.31237,-0.01503,0.31189,-0.01033,-0.05132,0.28295
="2026/04/02 15:43:48.240",0.43959,0.01043,-0.45608,-0.27897,-0.24404,0.30109,0.04473,-0.1027,-0.03125,25.48808,847.53979,-0.15816,0.07898,-0.29589,-0.23899,-0.08171,0.52973,0.36234,-0.0582,-0.27299
="2026/04/02 15:43:48.260",0.5074,0.01203,-0.40473,0.15896,-0.57326,1.76213,0.25795,-0.00305,-0.01594,31.88925,848.90198,-0.2296,0.01027,0.00326,0.06998,-0.12582,0.05698,-0.03796,-0.01627,0.12976
="2026/04/02 15:43:48.280",0.23597,0.27895,-0.64676,0.35592,-0.24364,0.31432,0.28956,0.02085,-0.02404,35.26658,853.53247,-0.39065,0.06278,-0.11183,-0.22028,-0.06097,0.41696,0.21911,0.03073,-0.21924
="2026/04/02 15:43:48.300",0.03549,0.04496,-0.71683,0.44705,-0.17141,0.41749,0.24466,-0.01604,-0.04701,37.14267,860.81415,-0.26009,-0.01104,0.12824,0.28137,0.03878,-0.09713,0.02257,0.07224,-0.2969
="2026/04/02 15:43:48.320",-0.15064,0.03951,-0.71366,0.72947,0.00594,0.50294,0.20729,-0.04009,-0.0443,35.20066,867.85266,-0.65745,-0.0029,0.33152,-0.02611,-0.04082,-0.02687,-0.13232,0.16749,0.22757
="2026/04/02 15:43:48.340",-0.32708,0.06788,-0.63907,0.41339,0.18842,-0.96106,-0.04593,-0.01093,-0.02739,31.73354,875.67139,-0.32802,0.01655,0.0762,0.09691,0.05465,-0.11946,0.02856,0.15864,-0.35779
="2026/04/02 15:43:48.360",-0.36231,-0.16558,-0.1681,0.39149,0.03545,0.04895,0.50583,-0.00693,0.00178,26.57925,881.37646,-0.13238,-0.04032,-0.09173,0.23903,0.05325,-0.59608,-0.26978,0.11339,0.11512
="2026/04/02 15:43:48.380",-0.40156,-0.05873,-0.13376,0.35061,0.28651,-1.08772,0.25013,-0.00238,0.01472,19.70851,884.30933,-0.08339,-0.02974,-0.12094,-0.19474,0.12757,-0.10255,-0.06396,0.00729,0.15325
="2026/04/02 15:43:48.400",-0.42116,-0.04265,0.36154,-0.18035,0.09592,-0.68863,0.18289,0.00668,-0.04522,13.26152,883.76208,0.16097,-0.01975,0.01543,0.08874,0.02993,-0.28989,-0.27728,-0.00328,0.00218
="2026/04/02 15:43:48.420",-0.12574,0.12741,0.68165,0.05699,-0.08953,-0.43366,0.08889,0.00836,-0.03555,7.88046,879.44568,0.12013,-0.0572,-0.09798,-0.30776,0.05148,-0.10602,-0.19437,-0.05306,0.36564
="2026/04/02 15:43:48.440",-0.15096,0.07246,0.5128,-0.26686,0.22105,-1.05807,0.12044,-0.01683,0.0236,5.78649,873.44214,0.26471,-0.0942,-0.08437,-0.29231,-0.00989,0.28949,-0.11198,-0.08599,0.05936
="2026/04/02 15:43:48.460",0.11934,-0.06584,0.58769,-0.36718,0.10845,0.13445,0.33892,0.00162,-0.02532,6.25358,865.77777,0.2815,0.01534,-0.07906,-0.27473,-0.08198,0.14712,-0.2159,-0.04275,0.11056
="2026/04/02 15:43:48.480",0.1854,0.09027,0.34112,-0.07241,0.2008,-0.74188,0.29156,-0.02187,-0.01498,8.61776,858.28363,-0.03425,0.06008,-0.0089,-0.44234,-0.00539,0.45412,0.17077,0.01802,0.2815
="2026/04/02 15:43:48.500",0.29375,-0.13514,0.26437,-0.27894,0.43898,0.13093,0.20916,-0.07877,-0.04036,13.67909,851.87762,0.3225,0.0638,-0.11494,0.0384,0.03933,0.56809,-0.05461,-0.07561,0.13512
="2026/04/02 15:43:48.520",0.3839,-0.15409,0.10485,0.26761,0.50789,0.3784,-0.06453,0.0252,-0.04039,20.08073,848.19794,0.07414,0.02608,-0.06873,-0.18771,-0.04019,0.61735,0.14498,0.03974,0.28539
="2026/04/02 15:43:48.540",0.32777,-0.15284,-0.01214,0.34462,0.34229,0.3531,0.0722,0.00047,-0.04608,27.63606,848.26801,0.45844,0.0238,-0.19648,0.17499,0.01512,0.58617,0.14416,-0.0016,0.12767
="2026/04/02 15:43:48.560",0.25635,-0.14418,-0.20635,0.18284,0.13748,1.0164,0.04248,0.01086,-0.01648,33.80739,850.33801,0.43917,-0.00296,-0.22874,0.2681,-0.03448,0.47176,0.0104,-0.05234,0.11682
="2026/04/02 15:43:48.580",0.08347,-0.05935,-0.1873,0.68626,0.22449,0.31744,0.01553,0.03965,0.00063,37.57703,855.26263,0.4045,0.01177,-0.05247,0.22315,-0.03511,0.26958,0.20889,-0.04863,0.09942
="2026/04/02 15:43:48.600",-0.15476,-0.02881,-0.19125,0.266,0.02054,0.71442,-0.26143,0.01989,0.03546,38.9878,862.242,0.63237,-0.01422,-0.19885,0.51319,0.00424,0.28338,-0.10646,-0.04637,-0.16197
="2026/04/02 15:43:48.620",-0.25864,0.02372,-0.11473,0.73273,-0.01991,0.29445,-0.20147,0.03763,-0.01064,37.10664,869.77704,0.55377,-0.00878,-0.1143,0.2292,0.0176,0.00983,0.08083,-0.00898,-0.13433
="2026/04/02 15:43:48.640",-0.48518,-0.08269,0.05973,0.62759,-0.03775,0.20344,0.06157,-0.02936,-0.03677,32.68988,876.95428,0.49637,-0.00562,-0.01889,0.44796,-0.04357,-0.33434,-0.51289,-0.0239,0.24816
="2026/04/02 15:43:48.660",-0.52464,0.23529,0.00783,-0.21571,-0.05033,-0.63388,-0.22108,-0.00597,-0.03305,26.37971,881.34332,0.79103,-0.01056,-0.15779,0.12265,0.1126,0.02329,0.03086,-0.04746,-0.32611
="2026/04/02 15:43:48.680",-0.47556,-0.06256,0.51238,0.42591,-0.03709,-0.26619,-0.0979,-0.05832,-0.01617,19.28012,883.01294,0.57603,-0.02045,0.02799,0.08249,0.01852,-0.49469,-0.20957,-0.07408,0.18921
="2026/04/02 15:43:48.700",-0.43817,0.13656,0.56721,-0.27774,0.04189,-0.17403,-0.14286,-0.00426,0.03848,12.47336,881.68652,0.56025,-0.07705,0.06219,-0.08154,0.03434,0.02974,-0.48897,-0.03219,0.3179
="2026/04/02 15:43:48.720",-0.24984,0.04836,0.85849,-0.49904,0.19627,-0.87823,-0.44624,0.01617,0.08797,6.94131,877.45416,0.88627,-0.05855,-0.14637,-0.37837,0.03162,0.10936,0.33608,-0.0241,-0.3643
="2026/04/02 15:43:48.740",-0.08403,-0.05658,0.72446,-0.06375,-0.23774,0.20306,-0.26174,0.02618,0.03779,4.45552,870.35345,0.57119,-0.11375,0.01262,-0.3546,-0.13459,-0.13232,-0.56477,0.0088,0.53437
="2026/04/02 15:43:48.760",0.13298,0.03664,0.47539,-0.9764,0.47675,-0.72838,-0.21016,0.07561,0.02326,4.29277,861.05353,0.99144,-0.05357,-0.02437,-0.44191,0.11642,0.35843,0.27571,-0.09397,-0.07042
="2026/04/02 15:43:48.780",0.23617,-0.32649,0.02753,-0.35058,0.34723,-0.44572,-0.26972,0.0113,0.09021,7.29808,852.81812,0.74401,-0.00389,-0.04694,-0.12492,-0.05095,-0.03065,0.03421,0.04789,0.37958
="2026/04/02 15:43:48.800",0.48962,-0.32743,0.05272,-0.46831,0.59107,0.64786,-0.22536,0.05593,0.08388,12.70811,846.38666,0.71344,-0.0268,0.07594,-0.10687,0.13135,0.43344,-0.04636,0.02836,0.352
="2026/04/02 15:43:48.820",0.42238,-0.14938,0.05536,-0.49492,0.10816,0.28611,-0.26907,0.06208,0.05528,20.16031,843.1001,0.76276,0.02389,-0.23938,-0.08658,-0.18871,0.4869,0.5696,0.00839,-0.11674
="2026/04/02 15:43:48.840",0.53055,-0.02375,0.13684,0.16029,-0.48422,1.54311,-0.03193,-0.00454,0.02321,27.564,843.43762,0.29526,0.05874,0.14063,0.16477,-0.03196,-0.01733,-0.14625,-0.1882,0.23601
="2026/04/02 15:43:48.860",0.30015,0.1145,-0.51824,-0.11015,-0.11786,0.47611,-0.49675,-0.00731,0.01443,33.1849,846.69769,0.39807,0.05331,0.0258,0.13303,0.0656,0.26258,0.44441,-0.19853,-0.26763
="2026/04/02 15:43:48.880",0.07283,-0.16045,-0.33728,0.23992,-0.0946,0.79799,-0.27755,-0.01434,0.00623,38.09256,853.76422,0.22135,0.03869,-0.10038,0.32074,-0.07019,-0.23575,0.17844,-0.00409,-0.24506
="2026/04/02 15:43:48.900",0.04913,0.10311,-0.13452,0.27371,-0.2471,0.9306,-0.28048,0.00439,0.05592,39.28897,860.89117,-0.15425,-0.00294,0.16157,0.3367,0.01058,-0.24721,0.03626,0.07203,-0.26076
="2026/04/02 15:43:48.920",-0.24135,0.17878,-0.24269,0.08468,-0.31488,-0.26708,-0.20804,0.00955,0.00279,35.63677,868.42609,-0.1423,0.06181,0.02811,0.26892,-0.0503,-0.26747,0.23246,-0.00206,-0.44608
="2026/04/02 15:43:48.940",-0.31762,0.11531,0.04398,0.32706,-0.22454,-0.01572,-0.34808,0.0366,0.02624,30.77277,875.91077,-0.35694,0.02281,-0.07726,0.36011,0.02313,-0.5158,-0.17003,-0.08593,-0.2622
="2026/04/02 15:43:48.960",-0.50834,0.27846,-0.09102,0.24896,-0.0354,-0.89386,-0.17999,0.01399,0.02631,23.97581,880.60291,-0.17506,0.02408,0.0062,0.14896,0.00763,-0.50822,0.11055,0.088,-0.13743
="2026/04/02 15:43:48.980",-0.43401,0.08061,0.05328,0.21171,0.18194,-1.00735,-0.20032,0.0276,-0.01749,16.58981,882.68939,-0.41365,0.06656,-0.10993,0.20284,0.10585,-0.64409,-0.1566,0.10419,-0.25597
="2026/04/02 15:43:49.000",-0.34112,-0.07879,-0.13266,0.01515,0.21796,-0.84593,-0.06302,0.0057,0.00086,9.53047,879.9621,-0.50629,-0.01634,0.31284,-0.00188,0.06782,-0.45286,-0.17831,0.14443,0.05677
="2026/04/02 15:43:49.020",-0.24749,-0.10128,0.50691,-0.42727,0.08999,-0.83291,-0.01795,-0.01611,0.01907,3.82426,874.43817,-0.58624,0.01277,0.22766,-0.17132,-0.05715,-0.37604,0.14352,0.08879,-0.12382
="2026/04/02 15:43:49.040",0.01887,0.04654,0.18635,-0.53285,-0.39188,-0.12603,-0.03796,-0.02456,-0.00283,1.6163,866.81244,-0.86456,-0.00046,0.21866,-0.18435,0.06487,-0.34033,-0.2429,-0.04248,0.00196
="2026/04/02 15:43:49.060",0.16602,0.03759,0.09745,-0.63718,-0.13897,-0.241,-0.08377,0.01954,0.01491,2.15935,858.50696,-0.66629,-0.03778,0.18166,-0.30847,0.02751,-0.07056,0.28539,-0.08936,0.17676
="2026/04/02 15:43:49.080",0.42121,-0.08082,0.11945,-0.68173,-0.20021,0.26424,0.18363,-0.0422,0.00289,6.3557,850.72491,-0.77787,0.03357,0.02342,-0.19071,-0.02976,0.13768,0.04564,0.00132,-0.05435
="2026/04/02 15:43:49.100",0.53986,0.10147,-0.04839,-0.49579,-0.31533,0.65583,-0.00658,0.00982,0.04534,12.84982,844.65662,-0.75918,-0.02331,0.12843,-0.14597,-0.09039,-0.04108,0.15823,0.06913,0.03851
="2026/04/02 15:43:49.120",0.5185,0.13731,-0.24156,-0.31178,-0.2497,0.52347,0.05655,-0.03954,0.00093,20.69766,842.71399,-0.75696,0.00393,-0.04793,-0.11401,-0.03226,0.29958,0.25417,0.00039,-0.00644
="2026/04/02 15:43:49.140",0.49121,0.17181,-0.35128,-0.21348,-0.1982,0.40749,0.04249,-0.00117,-0.03229,29.42494,843.79059,-0.52618,-0.00675,-0.14087,0.10885,-0.03585,0.19942,0.32478,0.02766,-0.42911
="2026/04/02 15:43:49.160",0.36387,-0.02822,-0.50471,0.65165,-0.13275,1.05806,0.14853,0.03761,0.0297,35.68436,848.23767,-0.91014,0.00372,0.1074,0.20341,-0.02543,-0.13507,-0.01465,0.04992,0.18562
="2026/04/02 15:43:49.180",0.04777,0.07394,-0.73144,0.16485,0.0693,0.03518,0.24235,0.03005,0.00876,39.30714,855.87579,-0.60293,0.01754,-0.0229,0.1715,0.04661,0.27456,0.16513,0.09765,-0.46574
="2026/04/02 15:43:49.200",0.04083,-0.07087,-0.58693,0.56749,-0.31331,0.47039,0.31039,-0.03028,-0.03516,40.55884,864.79175,-0.30895,0.03214,0.02886,0.34762,-0.04549,-0.36601,0.01448,0.06608,-0.19731
="2026/04/02 15:43:49.220",-0.28668,0.09091,-0.61037,0.64138,-0.29806,0.26826,0.16823,-0.04769,-0.03871,37.69051,873.77155,-0.86998,0.01377,0.19062,0.08901,0.0648,-0.26823,-0.19533,0.00594,-0.0457
="2026/04/02 15:43:49.240",-0.40801,0.06817,-0.45554,0.03373,-0.19028,-0.58412,0.13847,-0.05813,-0.03203,31.72297,880.71301,-0.29064,0.0831,-0.16843,0.07867,0.01226,-0.17242,0.01643,0.06193,-0.43608
="2026/04/02 15:43:49.260",-0.29423,-0.03289,-0.11978,0.3893,-0.37379,0.15917,0.2314,-0.04789,-0.0423,23.9819,885.12952,-0.43173,-0.02384,0.09281,-0.11695,-0.01221,-0.52755,-0.26389,0.07073,0.10126
="2026/04/02 15:43:49.280",-0.47253,0.1731,-0.06485,-0.09157,-0.09475,-0.8948,0.23016,-0.01053,-0.0297,15.47648,886.06683,-0.44717,-0.0093,0.02059,-0.32173,-0.02235,-0.04902,-0.21491,0.05043,-0.17511
="2026/04/02 15:43:49.300",-0.24387,-0.02876,0.0262,-0.29517,-0.05109,-0.74276,0.32727,0.00791,-0.00951,7.97696,883.32568,-0.26098,-0.08299,0.21956,-0.23378,0.07167,-0.30082,-0.14938,0.01204,-0.01012
="2026/04/02 15:43:49.320",-0.14994,-0.05803,0.06235,-0.06114,0.15575,-0.43649,0.20426,-0.0176,-0.02564,3.66671,877.461,-0.71054,-0.02599,0.29801,-0.52208,-0.04001,-0.0411,-0.22168,0.07946,0.45865
="2026/04/02 15:43:49.340",0.06478,0.01315,0.10424,-0.79291,0.24779,-0.89457,-0.01921,-0.01915,-0.01808,3.10514,868.67059,-0.23738,-0.01911,0.18811,-0.36782,0.02957,0.15872,-0.01587,0.05,-0.03576
="2026/04/02 15:43:49.360",0.37486,-0.19869,0.25238,-0.37629,0.12986,0.16109,0.51967,-0.00486,-0.00573,4.8027,859.47888,-0.14107,-0.03549,-0.17624,-0.3072,-0.00436,-0.09795,-0.02159,0.01549,0.41779
="2026/04/02 15:43:49.380",0.42099,-0.08347,0.02001,-0.48503,0.24837,0.00865,0.35977,0.00432,-0.01669,8.23232,851.59692,0.07666,-0.00444,-0.09633,-0.28974,0.03738,0.47508,0.09288,-0.05393,0.32386
="2026/04/02 15:43:49.400",0.50524,0.0125,0.16722,-0.53992,-0.00883,0.51,0.14553,-0.02041,-0.04743,14.81657,846.74615,0.16801,0.01589,-0.04865,-0.04006,-0.04951,0.34875,0.13772,-0.02822,0.1495
="2026/04/02 15:43:49.420",0.54181,0.12968,0.14775,0.29758,-0.20641,0.84374,0.15918,0.02163,-0.03955,23.78941,845.51263,0.1063,-0.0234,-0.17178,-0.11152,-0.03774,0.4027,0.08368,-0.06583,0.31415
="2026/04/02 15:43:49.440",0.32808,0.11598,-0.18841,0.11569,0.04152,0.40114,0.13506,-0.0106,-0.01205,32.40614,847.67303,0.32728,-0.09147,-0.12576,0.12918,-0.04993,0.57679,0.02581,-0.03523,-0.07849
="2026/04/02 15:43:49.460",0.2341,-0.01169,-0.31096,0.57433,0.0391,0.79826,0.36058,-0.04178,0.04064,38.89684,852.48822,0.20047,0.03372,-0.24595,0.16729,-0.07719,0.23835,0.03001,0.03172,-0.10837
="2026/04/02 15:43:49.480",-0.10788,0.1348,-0.33591,0.78561,0.11489,-0.16702,0.33043,-0.00079,-0.00703,41.84657,859.88788,-0.10588,0.01183,-0.03502,0.27305,-0.05481,0.24471,0.09643,0.12363,-0.10459
="2026/04/02 15:43:49.500",-0.24741,0.01564,-0.35413,0.60865,0.46272,-0.17281,0.23884,-0.0798,-0.02439,41.43447,868.89276,0.26824,0.05743,-0.13041,0.43862,0.08623,0.22236,-0.06615,0.03837,-0.17849
="2026/04/02 15:43:49.520",-0.49486,-0.10534,-0.06309,1.0762,0.53507,-0.49983,-0.04202,0.01326,-0.04285,38.3493,877.30396,-0.0649,0.0285,-0.10141,0.19661,-0.04344,0.0467,-0.06104,0.11734,0.05228
="2026/04/02 15:43:49.540",-0.54317,-0.16444,0.06954,0.67173,0.31379,-0.50849,0.10321,-0.03269,-0.07747,32.05426,883.54462,0.34981,-0.03651,-0.17236,0.26424,0.07832,0.00552,-0.17902,0.01922,-0.05731
="2026/04/02 15:43:49.560",-0.57926,-0.18723,0.21698,0.48649,0.23415,-0.52509,0.02697,0.01603,-0.00648,24.04341,887.21838,0.39569,-0.0415,-0.19595,0.00765,0.06681,-0.11593,-0.28136,-0.10523,0.13541
="2026/04/02 15:43:49.580",-0.49195,-0.09115,0.3882,0.28253,0.26066,-0.65665,0.01268,0.07487,0.01909,15.74831,886.86884,0.46017,-0.06467,0.02413,-0.03145,0.02615,-0.19598,-0.19027,-0.12236,0.13705
="2026/04/02 15:43:49.600",-0.38608,-0.06772,0.52819,-0.38489,0.1497,-0.36413,-0.22006,0.03005,0.03117,7.81841,882.12396,0.69239,-0.0596,-0.05513,-0.11849,0.09618,0.09979,-0.23213,-0.13097,0.06131
="2026/04/02 15:43:49.620",-0.183,-0.04881,0.64546,-0.17687,0.11352,-0.29198,-0.12964,0.01913,-0.03038,2.77558,875.35907,0.56143,-0.03075,-0.0544,-0.31,0.02245,0.04672,-0.03304,-0.05789,0.11718
="2026/04/02 15:43:49.640",-0.01792,-0.11662,0.64733,-0.54319,0.03529,0.38661,0.04191,-0.04692,0.00049,1.45792,866.25208,0.63865,-0.0644,0.14387,-0.07974,-0.03581,-0.0834,-0.45326,-0.07593,0.5325
="2026/04/02 15:43:49.660",0.2323,0.15557,0.38125,-1.02449,0.02387,-0.32985,-0.2152,0.00071,-0.00411,3.49493,856.60663,0.88499,0.00651,-0.11081,-0.37448,0.04344,0.51571,0.29402,-0.09159,-0.02681
="2026/04/02 15:43:49.680",0.40423,-0.07608,0.61753,-0.37661,-0.10627,0.7941,0.00183,-0.05577,-0.03344,8.70908,848.32178,0.64066,-0.03234,0.00062,0.01979,-0.04691,0.09191,-0.04303,-0.13832,0.32079
="2026/04/02 15:43:49.700",0.47399,0.13299,0.35511,-0.46816,-0.03999,0.88845,-0.12893,0.00509,0.02624,15.70213,842.17096,0.61868,-0.02721,-0.01,-0.17648,-0.09433,0.70323,-0.06743,-0.08434,0.40616
="2026/04/02 15:43:49.720",0.46864,0.07925,0.38967,-0.25556,0.11815,0.20546,-0.42932,0.03504,0.05541,24.45653,840.84644,0.80541,0.0196,-0.24275,-0.00525,-0.03598,0.61247,0.54026,-0.03523,-0.39451
="2026/04/02 15:43:49.740",0.34601,0.06171,-0.02693,0.45589,-0.32849,1.43558,-0.17882,0.01539,0.03616,32.80416,843.90338,0.58823,-0.0281,-0.08824,0.17248,-0.20308,0.18909,-0.31941,0.02979,0.33846
="2026/04/02 15:43:49.760",0.17978,0.10146,-0.18851,0.08591,0.43711,-0.32481,-0.18797,0.07228,-0.00737,38.69938,850.12927,0.84107,0.04977,-0.13517,0.10686,0.09281,0.45356,0.46462,-0.0063,-0.26764
="2026/04/02 15:43:49.780",-0.08979,-0.27163,-0.69109,0.55979,0.31074,-0.09508,-0.26807,0.01693,0.06683,42.07016,858.94373,0.5745,0.01638,-0.05234,0.57446,-0.04037,-0.25935,-0.15323,0.17712,0.03307
="2026/04/02 15:43:49.800",-0.16071,-0.31015,-0.30236,0.65961,0.52501,0.27301,-0.24841,0.04687,0.03698,40.83708,867.72522,0.5626,-0.00017,0.03097,0.2462,0.14394,0.06013,-0.08789,0.10731,0.14347
="2026/04/02 15:43:49.820",-0.46416,-0.15428,-0.08775,0.36549,0.07566,-0.51239,-0.26186,0.04863,0.02409,36.03883,876.49603,0.62075,0.0477,-0.18459,0.23861,-0.08809,-0.09215,0.30229,0.026,-0.38099
="2026/04/02 15:43:49.840",-0.40084,0.04181,0.27497,0.63467,-0.49582,0.51033,0.03363,0.00625,0.03519,28.93588,882.67889,0.21103,0.02943,0.23539,0.21834,0.07418,-0.6496,-0.41939,-0.17497,0.00843
="2026/04/02 15:43:49.860",-0.48466,0.08171,-0.07934,0.04562,-0.02802,-0.97275,-0.5105,-0.01224,0.02924,20.22737,885.39551,0.27854,0.05925,0.07713,-0.13218,0.11624,-0.2169,0.16942,-0.20895,-0.29516
="2026/04/02 15:43:49.880",-0.49841,-0.17802,0.26437,-0.23931,-0.01095,-0.10745,-0.30276,-0.00926,0.01206,12.34157,884.57831,0.27167,-0.03041,0.01228,-0.00667,0.00151,-0.62551,-0.20476,-0.01004,-0.2021
