time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 17:29:00.520",0.76162,0.5038,0.54964,-0.70902,1.40987,-3.46718,0.82879,-0.17995,-0.23418,22.5291,-0.13909,0.14794,-1.43069,0.09298,-0.02646,0.09815,869.56427,-1.16377,-0.08534,0.10137
="2026/04/02 17:29:00.540",0.45676,0.28328,1.62511,-0.30917,2.0106,-5.6756,0.77114,-0.13823,-0.26984,21.04567,0.46941,0.16246,-1.72531,-1.23742,-0.10955,0.51098,859.9422,0.93519,-0.16183,0.10739
="2026/04/02 17:29:00.560",0.58906,0.73177,1.60948,0.06076,1.43599,-3.92637,1.14871,-0.07274,-0.06309,20.3825,0.01433,0.23976,-1.04491,-1.03809,-0.25159,0.76381,848.78595,-0.94615,-0.22204,0.504
="2026/04/02 17:29:00.580",0.02719,0.36699,1.64823,0.21098,2.43157,-6.37656,0.53505,-0.06373,-0.02292,21.61471,-0.30741,-0.25486,-0.80596,-1.44795,-0.13395,-0.09195,842.19226,-0.41975,-0.16729,0.75134
="2026/04/02 17:29:00.600",-0.06442,0.44933,2.16407,1.50828,2.72041,-4.3654,-0.29806,-0.01518,-0.17666,22.42435,-0.16922,0.04016,-0.19668,-2.09156,0.00054,0.194,836.5199,-0.23764,-0.05167,0.54543
="2026/04/02 17:29:00.620",-0.22465,0.6986,1.89021,0.76004,2.22152,-4.12475,-0.35917,0.06671,0.12949,23.58303,-0.83243,-0.24495,0.43534,-1.71971,0.09169,0.45195,834.99432,-1.69849,0.00013,1.00891
="2026/04/02 17:29:00.640",-0.29476,-0.3278,2.59251,1.35552,1.78836,-2.81263,-0.85648,0.08199,0.08814,22.93832,-0.59031,-0.07786,0.77336,-2.00655,0.0336,-0.06987,836.40192,0.03831,0.42732,1.07974
="2026/04/02 17:29:00.660",-0.61467,0.23574,1.56012,0.40982,0.8295,-0.86321,-1.55482,0.16883,0.16012,22.65411,-0.82029,-0.17779,1.6181,-1.36071,-0.04685,0.10506,840.08783,-2.02666,0.07696,1.20024
="2026/04/02 17:29:00.680",-0.59505,0.04986,1.25694,0.63101,0.47435,-0.3189,-1.41043,0.16196,0.20727,20.30773,-0.61749,-0.2068,1.7723,-1.07918,0.02055,-0.13205,847.91766,0.15725,0.16787,0.37974
="2026/04/02 17:29:00.700",-0.79596,0.07071,0.29003,0.67994,-0.51242,2.17634,-1.29642,0.15746,0.2151,15.49678,-0.41872,-0.24026,1.93319,-0.61285,0.00004,0.21624,854.64032,-0.56559,0.18429,0.06809
="2026/04/02 17:29:00.720",-0.82483,-0.42659,-0.03198,0.35855,-1.08375,2.94243,-1.64567,-0.03571,0.07008,12.328,-0.76623,-0.21931,2.51344,-0.54015,0.17157,0.42852,862.79236,-1.03002,0.07057,0.11948
="2026/04/02 17:29:00.740",-0.94461,-0.56207,-0.93266,0.29682,-1.61398,3.88782,-1.13158,0.1071,0.07817,7.8817,-0.72651,-0.34706,2.21781,-0.42135,0.18157,-0.05332,869.23059,0.81162,0.25746,-0.26409
="2026/04/02 17:29:00.760",-0.3434,-0.35235,-1.47944,0.06128,-2.38002,5.62368,-0.83705,0.07932,0.20298,4.75548,-0.66034,-0.15104,1.31803,1.15338,0.23361,-0.28862,873.01306,-0.97405,0.48445,-0.04756
="2026/04/02 17:29:00.780",-0.55426,-0.7791,-1.87525,-0.07205,-2.40885,4.66632,-0.45567,0.14139,0.12049,3.75564,-0.20166,-0.06853,1.19966,0.79728,0.15357,-0.35071,875.9989,0.96506,0.30716,-0.65957
="2026/04/02 17:29:00.800",0.22545,-0.30938,-2.07488,0.13004,-3.00141,6.13407,-0.28328,-0.08578,0.08017,4.37839,-0.07594,0.21046,1.46954,1.52095,-0.01089,-0.21068,875.25177,0.29205,0.09814,-0.41593
="2026/04/02 17:29:00.820",0.21873,-0.35993,-2.35591,-0.93594,-2.60801,3.84576,0.37541,-0.08284,0.06105,7.44136,0.30554,-0.12119,-0.23088,1.89856,-0.03428,-0.47487,873.76746,0.31243,-0.08965,-0.51285
="2026/04/02 17:29:00.840",0.53785,-0.48621,-2.22465,-0.44726,-1.33565,3.89862,0.44928,-0.08186,-0.0756,10.84383,0.53748,0.36469,-0.57346,1.68368,-0.08477,-0.26298,870.02643,1.89778,-0.12408,-1.19924
="2026/04/02 17:29:00.860",0.65645,-0.41685,-2.63262,-0.97984,-0.93876,2.04388,1.26689,-0.04419,-0.06751,17.36171,0.76082,0.11452,-0.80313,2.23054,-0.11752,-0.32892,866.09491,0.20842,-0.29674,-0.76852
="2026/04/02 17:29:00.880",0.74673,-0.65689,-1.96383,-0.73955,-0.64691,1.36794,1.33796,-0.01213,0.00472,24.79843,0.98973,0.11419,-1.83461,1.27178,0.09236,-0.04249,863.63361,2.07933,-0.28793,-1.22697
="2026/04/02 17:29:00.900",0.85804,-0.12676,-1.51039,-0.44444,0.03168,-0.21962,1.25401,-0.11976,-0.16733,31.8143,0.81006,0.30354,-1.73135,1.38903,-0.02702,0.05225,860.73456,0.20829,-0.21383,-0.39615
="2026/04/02 17:29:00.920",0.6113,-0.16501,-0.38506,-1.20233,0.7956,-2.49763,0.31336,-0.05251,-0.02545,38.03816,0.96985,0.17886,-2.12033,0.33504,0.06724,-0.10733,860.20862,0.74959,-0.11274,-0.42521
="2026/04/02 17:29:00.940",0.77302,0.34321,0.45829,-0.1424,1.12463,-2.75975,1.53107,0.05129,-0.09383,41.3826,0.76555,0.30906,-2.28946,-0.14587,-0.0586,-0.32148,860.43292,1.01664,-0.4193,0.20656
="2026/04/02 17:29:00.960",0.67527,0.67938,0.8773,-0.13144,1.78178,-4.67968,1.48441,-0.16487,-0.15426,42.78274,1.19304,0.21193,-2.36423,0.16074,-0.15022,-0.12458,861.44916,-0.73046,-0.4381,0.00258
="2026/04/02 17:29:00.980",0.06494,0.51787,1.43389,0.01783,1.87647,-5.7231,0.82668,-0.07601,-0.21772,40.05993,0.80658,0.08501,-1.61811,-1.19804,0.02176,0.04698,862.40576,0.46001,-0.46274,0.10496
="2026/04/02 17:29:01.000",-0.01932,0.94015,1.89098,1.00381,2.27542,-5.09514,0.6267,-0.12972,0.05539,34.7724,0.43101,-0.11647,-0.75322,-1.07565,-0.11225,0.43703,862.54456,-1.41042,-0.28401,0.64156
="2026/04/02 17:29:01.020",-0.42887,0.56575,2.86679,0.19448,2.97118,-6.00444,-0.1633,0.05034,0.05103,29.09335,-0.0053,-0.04998,-0.97436,-1.57434,-0.04757,-0.08156,863.68054,-0.80439,-0.04864,0.73974
="2026/04/02 17:29:01.040",-0.52103,0.82682,2.49573,0.60875,2.06047,-4.07874,-0.5331,0.04321,0.01094,21.10457,-0.86287,-0.05335,0.093,-1.77667,-0.05455,-0.00948,862.08844,-0.5893,-0.01787,0.57758
="2026/04/02 17:29:01.060",-0.64006,0.60492,2.83607,0.56218,1.44109,-4.09559,-0.61791,-0.02656,-0.01324,13.19496,-0.63419,-0.18433,0.71163,-1.40667,-0.12603,-0.01193,858.57562,-1.72751,-0.00768,1.15457
="2026/04/02 17:29:01.080",-0.90759,0.59081,2.24983,0.37932,0.52982,-1.05265,-1.18919,0.10262,0.12886,6.15468,-1.07193,-0.11688,0.92539,-2.09642,-0.05393,0.45008,854.68842,-0.44759,0.05145,0.93481
="2026/04/02 17:29:01.100",-0.68348,0.06855,1.53827,0.76504,0.31725,-0.87978,-1.19108,0.15038,0.09764,1.49023,-1.1345,-0.08107,2.01731,-0.99885,-0.14195,0.48903,851.15771,-1.45722,0.18939,0.62058
="2026/04/02 17:29:01.120",-0.9791,-0.41372,1.32327,-0.42421,-0.0321,0.71365,-1.29488,0.0631,0.13145,0,-0.91118,-0.27285,1.57262,-1.12404,0.00177,0.04697,847.79913,0.12314,0.29692,0.36132
="2026/04/02 17:29:01.140",-0.72561,-0.1219,-0.13042,0.50372,-0.82621,3.29499,-0.18363,0.03016,0.09967,0,-1.2168,-0.08768,2.0872,0.45769,-0.08162,-0.19632,844.86023,-0.50347,0.44539,0.85133
="2026/04/02 17:29:01.160",-0.52205,-0.6894,-0.44454,-0.17605,-1.1453,3.18874,-1.24412,0.01695,0.07512,2.56465,-0.35361,-0.37016,1.71558,0.49818,-0.14022,0.45582,844.32758,-0.5912,0.55218,0.12845
="2026/04/02 17:29:01.180",-0.47215,-0.55967,-0.96609,-0.28339,-2.06607,5.81951,-1.04993,0.00086,0.06361,7.72105,-0.99881,0.17044,2.42741,0.28469,0.02187,0.35218,846.599,0.58672,0.61674,0.18132
="2026/04/02 17:29:01.200",-0.19028,-0.50849,-1.63287,0.14638,-2.12588,4.88205,-0.76816,0.10297,0.14772,13.18205,-0.23196,-0.27425,1.3293,1.57171,-0.04128,0.27321,850.4491,-0.20459,0.31579,0.21252
="2026/04/02 17:29:01.220",0.05117,-0.86195,-1.63438,-0.6286,-1.86181,5.22308,-0.55448,0.05977,0.11305,18.26881,-0.10611,0.20856,0.85085,0.83763,0.08175,-0.31012,855.69073,1.02298,0.12474,-0.71226
="2026/04/02 17:29:01.240",0.1477,-0.36988,-2.61891,0.18345,-2.40743,4.22843,0.086,-0.02048,0.03478,23.37271,-0.18245,-0.13497,0.57837,1.81265,0.08761,-0.21002,862.87805,0.56052,-0.03583,-0.70128
="2026/04/02 17:29:01.260",0.35106,-0.78124,-2.0904,0.46739,-1.02577,3.37456,0.43093,-0.04821,-0.06656,28.31456,1.10203,0.22326,-0.78409,1.86647,0.16721,-0.08266,870.16541,0.76635,-0.03397,-0.83515
="2026/04/02 17:29:01.280",0.22588,-0.6459,-3.01594,-0.59855,-1.11173,3.83482,0.71307,-0.04337,-0.1255,30.61697,0.20962,0.21889,-0.69618,1.39277,-0.0209,-0.35869,877.33801,1.07731,-0.14076,-1.06075
="2026/04/02 17:29:01.300",0.36516,-0.52278,-1.71214,-0.15186,-0.55991,0.18203,0.73017,-0.00547,-0.0581,30.63261,1.20984,0.16304,-1.34511,2.16632,0.005,-0.5973,882.59619,0.40952,-0.30217,-1.14326
="2026/04/02 17:29:01.320",0.54752,0.16371,-0.98544,-0.40558,-0.44156,0.80844,1.14909,-0.06256,-0.16839,30.72736,1.05499,0.18628,-1.96468,0.87109,0.14113,-0.62382,885.32904,1.19131,-0.29631,-0.85504
="2026/04/02 17:29:01.340",0.84953,0.51644,-0.09703,0.241,0.23694,-1.1606,1.34498,-0.08547,-0.1398,28.83633,0.63454,0.21798,-1.57394,1.07702,-0.00189,-0.32185,886.09198,0.39383,-0.36344,-0.5365
="2026/04/02 17:29:01.360",1.01394,0.43241,0.01706,-0.56571,0.82518,-3.54053,0.93052,-0.01658,-0.09554,25.83274,1.25693,0.08629,-2.37046,-0.05039,0.03875,-0.08566,882.51599,0.49868,-0.5474,-0.58488
="2026/04/02 17:29:01.380",0.73501,0.76477,0.38276,-0.16883,1.08786,-2.61943,1.28599,-0.0775,-0.03441,23.21653,-0.06261,0.21219,-0.88895,-0.96184,-0.0215,-0.03811,876.39441,0.22685,-0.59421,0.0224
="2026/04/02 17:29:01.400",0.68832,0.68183,0.9862,0.03093,1.8497,-6.11686,1.24975,0.08965,-0.04092,20.83012,0.6925,-0.11335,-2.21223,-0.7427,-0.17481,-0.08098,867.90814,-0.22169,-0.47055,0.13861
="2026/04/02 17:29:01.420",0.48404,0.74541,1.71371,-0.33204,2.10695,-4.11332,0.64151,-0.14309,-0.18625,19.96947,-0.27508,-0.06279,-1.04632,-1.96145,-0.01324,0.03814,857.88995,0.03973,-0.15156,0.21997
="2026/04/02 17:29:01.440",0.16731,0.83293,1.67533,0.43997,2.01568,-4.62147,0.01458,0.04423,0.03244,19.61215,-0.31875,-0.07009,-0.49656,-1.22425,-0.12461,0.30832,849.07916,-0.87692,-0.00259,0.96398
="2026/04/02 17:29:01.460",-0.04167,0.6198,1.86967,0.00169,1.22221,-3.11342,-0.02651,0.02239,0.04768,19.6281,0.28078,-0.06294,-0.71778,-2.28172,-0.05542,0.67283,840.6261,-0.49623,-0.02214,0.37982
="2026/04/02 17:29:01.480",-0.16154,0.45429,1.96779,-0.47835,0.44696,-2.34056,-0.30067,0.18174,0.03684,20.25422,-1.14556,-0.01983,0.65653,-2.39037,-0.18226,0.45466,836.23206,-0.87161,0.02973,0.80431
="2026/04/02 17:29:01.500",-0.48594,-0.0456,1.86938,0.38645,0.95113,-3.6094,-0.63557,0.08507,0.03884,20.14031,-0.02315,-0.04264,0.23597,-1.76568,-0.14183,0.33768,834.92938,-0.46195,-0.02435,0.27561
="2026/04/02 17:29:01.520",-0.63255,-0.12206,1.26162,0.27732,0.44665,-0.15802,-0.98369,0.04827,-0.01377,20.89505,-0.941,-0.11756,1.18162,-1.97185,-0.03755,0.12146,836.42731,-0.87766,0.16729,1.29527
="2026/04/02 17:29:01.540",-0.99001,-0.69516,1.19907,0.84869,0.83604,-1.06218,-0.99803,0.01596,0.0598,19.9676,-0.83103,-0.0885,1.79413,-0.83481,-0.03976,0.35238,842.02972,-0.61244,0.35742,0.62473
="2026/04/02 17:29:01.560",-0.97069,-0.51365,0.14597,0.10079,0.00709,1.03583,-1.35764,0.14345,0.11256,17.91588,-0.17338,-0.15925,1.55335,-0.86327,0.08388,0.20559,847.73395,-0.52873,0.53807,0.37102
="2026/04/02 17:29:01.580",-1.18523,-0.4577,-0.26078,0.51662,-0.81584,2.7018,-1.61556,0.16447,0.22606,15.77288,-1.03609,-0.18794,2.30644,0.00233,0.11749,0.10401,856.34003,-0.87802,0.61709,0.92102
="2026/04/02 17:29:01.600",-0.7868,-0.651,-0.45748,0.57662,-0.86953,2.08893,-1.14191,0.09822,0.17198,11.77679,0.48285,-0.09028,1.0233,1.09223,0.05039,0.18838,864.1792,0.23861,0.41007,-0.22401
="2026/04/02 17:29:01.620",-0.99954,-0.41097,-1.34601,0.12914,-1.88097,5.21886,-0.99966,0.01642,0.06605,9.04533,-0.43961,-0.07167,2.22379,1.33422,0.08942,0.03151,870.31561,-0.41343,0.19842,-0.07057
="2026/04/02 17:29:01.640",-0.628,-0.62465,-1.53602,0.77819,-1.49917,3.97764,-0.85207,0.05909,0.12568,6.54896,0.21925,-0.0774,1.24531,1.82372,-0.08327,0.41312,875.79517,0.18724,0.13868,-0.0829
="2026/04/02 17:29:01.660",-0.18584,-0.44658,-1.97693,-0.59961,-2.11105,4.57731,-0.01868,0.03882,0.03053,5.26681,0.05054,-0.14303,0.86143,1.92474,0.03301,0.0285,877.4389,0.72006,0.05431,-1.14184
="2026/04/02 17:29:01.680",0.22593,-0.39481,-2.27402,-0.2556,-0.98166,2.76225,0.18487,0.11753,0.13531,6.59569,-0.25228,0.00831,0.49747,2.98097,0.17993,-0.28864,878.19031,0.29149,0.1226,-0.27257
="2026/04/02 17:29:01.700",0.28289,-0.60367,-2.08597,0.37494,-0.7292,3.53318,0.37294,0.00982,-0.0059,8.62156,0.97173,0.04499,-0.36532,2.35809,0.16292,-0.01258,875.21411,1.24477,-0.03936,-1.11387
="2026/04/02 17:29:01.720",0.76538,0.42513,-1.28322,-0.76943,-1.75553,4.13319,0.68156,-0.13237,-0.05008,13.48193,-0.02118,0.20323,-0.225,2.18172,0.18503,-0.39231,871.37836,0.38702,-0.10231,-0.25837
="2026/04/02 17:29:01.740",0.87936,0.31557,-1.24161,-0.77724,-0.63011,0.18201,0.99898,-0.10456,-0.15175,18.85123,0.99984,0.15153,-1.52959,2.08823,0.02342,-0.24782,867.77386,1.46318,-0.23095,-1.09448
="2026/04/02 17:29:01.760",1.32217,0.6808,-1.15048,-0.76841,-0.60661,1.4836,1.33328,-0.09637,-0.10011,25.5375,0.90344,0.15975,-1.78542,0.80565,-0.00884,-0.3439,862.98987,0.46116,-0.31362,-0.6203
="2026/04/02 17:29:01.780",0.87097,0.28224,-0.9751,-0.69221,0.17041,-1.43625,1.3569,-0.05173,-0.15225,32.50122,0.34866,0.19152,-1.61239,0.70035,-0.14568,-0.16704,861.35577,0.60152,-0.59167,-0.31928
="2026/04/02 17:29:01.800",1.26281,0.25862,0.27728,-0.41382,0.87613,-2.81694,1.77695,-0.25091,-0.25765,37.66832,1.23168,0.11906,-2.37935,0.12831,-0.16319,0.10437,858.57947,0.92482,-0.45492,-0.72063
="2026/04/02 17:29:01.820",0.50113,0.53594,0.38667,-0.89898,0.9634,-2.3669,0.99117,-0.1136,-0.24914,41.21262,-0.29247,0.01276,-1.13995,-0.63262,-0.08694,-0.18676,857.91241,-0.5632,-0.28031,0.06365
="2026/04/02 17:29:01.840",0.5281,0.33253,1.27137,-0.05277,2.0637,-5.73612,0.79133,-0.03237,-0.07997,40.5361,0.62197,-0.01557,-1.92653,-1.38996,-0.26514,0.37427,858.71008,0.33736,-0.09626,0.1268
="2026/04/02 17:29:01.860",0.25039,0.65921,1.42342,-0.46149,1.40711,-3.6763,0.29444,0.00582,-0.09354,38.30826,-0.27458,0.15049,-1.14809,-2.23892,-0.38207,0.33448,858.85333,-0.70407,0.02995,-0.05648
="2026/04/02 17:29:01.880",-0.22627,0.39643,2.32622,0.80047,1.60488,-5.36888,0.31387,0.02218,-0.09343,33.52346,-0.08857,0.21797,-1.01176,-1.74117,-0.20119,0.55728,861.46539,-0.69824,-0.05774,1.01237
="2026/04/02 17:29:01.900",-0.37099,0.28237,2.62293,1.25013,1.15638,-4.02588,0.08433,-0.06511,-0.03251,25.8679,0.16307,-0.26525,-0.49786,-2.37003,-0.09775,0.52362,860.54376,-0.34155,-0.01284,0.53214
="2026/04/02 17:29:01.920",-0.64787,0.40124,2.3721,0.70216,1.50517,-3.61465,-0.34578,0.03554,0.03725,19.16868,-1.15753,0.07472,0.61511,-1.93427,-0.02063,0.15165,860.22284,-1.48159,0.01249,0.96583
="2026/04/02 17:29:01.940",-0.75464,-0.46579,1.15934,1.33522,1.82854,-4.13072,-0.78401,0.04909,-0.02003,11.25902,-0.32463,-0.27072,0.39701,-2.07607,0.01271,0.18715,859.01642,-0.3561,0.18555,0.75223
="2026/04/02 17:29:01.960",-0.62255,-0.54501,1.60632,0.78074,1.05006,-0.89036,-0.92829,-0.02065,0.13615,5.02733,-1.33028,-0.1344,1.5317,-1.84686,-0.01261,0.241,855.5896,-1.98196,0.31817,1.38075
="2026/04/02 17:29:01.980",-0.69621,-0.38036,1.45635,1.03202,1.06148,-0.99347,-1.24017,0.15286,0.20837,0.27722,-0.96942,-0.07961,1.67874,-0.81909,0.0915,0.06823,852.9787,0.02872,0.31314,0.86581
="2026/04/02 17:29:02.000",-0.4135,0.21943,0.6112,0.59583,-0.0667,1.49633,-1.42129,0.13912,0.21492,0,-0.46881,-0.29054,1.86738,-0.72111,0.09759,0.12679,848.0896,-0.8824,0.44558,0.89618
="2026/04/02 17:29:02.020",-0.48827,-0.22062,-0.06013,0.13589,-0.87899,3.62169,-1.86986,0.14077,0.14849,0.12434,-1.16366,-0.09334,2.4167,-0.79407,0.31075,0.09907,847.14258,-0.71318,0.17718,0.71237
="2026/04/02 17:29:02.040",-0.42116,-0.48374,-0.30696,0.4023,-1.07136,3.09671,-1.11134,0.14112,0.20396,2.3036,-0.00917,-0.34112,1.54971,-0.03648,0.1687,0.09091,847.08374,1.22457,0.10288,-0.32778
="2026/04/02 17:29:02.060",-0.0632,-0.0807,-1.414,-0.18927,-1.93817,6.62211,-0.63606,0.10009,0.16997,7.2509,-0.49383,-0.03001,2.11509,1.25817,0.20865,-0.08583,847.89581,-0.55459,0.31284,0.19499
="2026/04/02 17:29:02.080",-0.24767,-0.62896,-1.21248,0.10712,-2.18669,4.78395,-0.65358,0.05708,0.0383,13.32739,0.35829,-0.19861,1.15069,1.09188,0.26266,0.27242,852.98254,1.03867,0.45253,-0.52466
="2026/04/02 17:29:02.100",0.21711,-0.31642,-2.32704,-0.46536,-2.6044,6.73836,-0.34198,-0.03265,-0.01111,18.23594,0.63101,0.06162,0.79002,1.89408,0.25523,-0.19227,857.51306,0.66271,0.16143,-0.72631
="2026/04/02 17:29:02.120",0.14737,-0.31595,-2.29066,-1.47985,-2.10342,4.2679,-0.07758,0.04964,0.07993,24.46732,0.39835,0.19512,0.1792,2.11921,0.18343,-0.62075,864.9082,0.21174,-0.06227,-0.75512
="2026/04/02 17:29:02.140",0.29782,-0.20845,-1.96591,0.09308,-2.2734,3.95342,0.6423,-0.04937,-0.03065,28.29824,1.32301,0.06158,-0.65529,1.91299,0.20376,-0.60151,870.90607,1.57639,-0.19852,-1.19576
="2026/04/02 17:29:02.160",0.3767,0.49747,-1.57758,-0.91465,-1.58111,3.19863,1.07545,-0.07086,-0.08999,31.54596,0.84452,0.39415,-0.7691,2.1956,0.10161,-0.46214,876.49121,-0.13782,-0.42872,-0.87227
="2026/04/02 17:29:02.180",0.46139,-0.02679,-0.98197,-0.48552,-0.69884,-0.20133,1.56854,-0.06841,-0.12484,32.14716,1.10878,0.03648,-1.83517,1.7021,-0.08253,-0.60116,882.8512,1.98934,-0.27989,-1.38025
="2026/04/02 17:29:02.200",0.39727,0.04746,-1.32096,-0.60475,-0.38748,0.35343,1.27202,-0.14803,-0.1601,31.65267,0.74935,0.12583,-1.52212,1.09759,-0.28195,-0.0546,884.64795,-0.03512,-0.36614,-0.91075
="2026/04/02 17:29:02.220",0.39288,-0.45122,-0.59722,-0.83228,0.59346,-2.88937,1.2463,-0.17716,-0.20069,30.701,0.30918,0.26534,-1.75103,0.68403,-0.17361,-0.16173,884.93115,0.68176,-0.26525,-0.74536
="2026/04/02 17:29:02.240",0.32008,0.06498,0.03795,-0.13467,1.04915,-3.5455,1.78946,0.00347,-0.12284,26.55092,0.61243,-0.11391,-2.39739,0.43218,-0.34707,-0.02985,879.94641,0.9322,-0.24119,-0.51679
="2026/04/02 17:29:02.260",0.61354,0.49423,0.79383,-0.49538,1.53066,-3.74063,1.0637,-0.1685,-0.20081,23.79267,0.22198,0.26592,-1.60038,0.33038,-0.10104,0.28141,873.69153,-1.22417,-0.18376,0.32055
="2026/04/02 17:29:02.280",0.41955,0.25394,1.87196,-0.27262,1.91766,-6.06194,0.82062,-0.06092,-0.21601,20.80379,0.59009,0.13189,-1.78669,-1.2103,-0.14112,0.44831,866.20917,0.91308,-0.19482,0.0475
="2026/04/02 17:29:02.300",0.47136,0.72821,1.50498,0.4531,1.70937,-4.28857,0.68716,-0.05436,-0.11822,19.03968,0.09324,0.17006,-0.87528,-0.87145,-0.24092,0.62546,855.68268,-1.05062,-0.22746,0.43922
="2026/04/02 17:29:02.320",-0.01736,0.36105,1.82065,0.05726,2.77846,-6.65901,0.42928,-0.05379,-0.03769,18.6638,-0.32268,-0.28595,-0.8316,-1.52411,-0.09608,0.31944,847.79523,-0.57024,-0.16805,0.75897
="2026/04/02 17:29:02.340",-0.10501,0.48217,2.00941,1.38676,2.73352,-4.14765,-0.1042,-0.02719,-0.06859,17.21693,-0.45721,-0.01917,-0.10589,-2.07417,-0.0233,0.19163,840.28674,-0.23567,-0.07593,0.36434
="2026/04/02 17:29:02.360",-0.15962,0.61933,1.83141,0.53304,2.10764,-4.02426,-0.68028,-0.02593,0.07263,17.54228,-0.86085,-0.16501,0.39491,-1.53984,0.12938,0.49569,835.86072,-1.68185,0.00456,1.06971
="2026/04/02 17:29:02.380",-0.3019,-0.24708,2.58381,1.0182,1.59986,-2.21276,-0.95319,0.07609,0.19225,17.90516,-0.73863,-0.11915,0.83897,-1.98965,0.02391,-0.21216,834.17603,0.01979,0.3861,1.07401
="2026/04/02 17:29:02.400",-0.47676,0.49642,1.51533,0.25071,0.6519,-0.35916,-1.21019,0.18928,0.23855,19.12131,-0.89114,-0.15378,1.72,-1.30804,-0.02547,0.07682,835.30554,-2.01495,0.07903,1.16572
="2026/04/02 17:29:02.420",-0.60264,0.2162,1.16538,0.30397,0.31993,0.13999,-1.33324,0.1073,0.23245,18.78833,-0.61885,-0.22822,1.70213,-1.24537,0.09936,-0.04757,841.39886,0.08049,0.08813,0.45057
="2026/04/02 17:29:02.440",-0.64144,0.06136,-0.09552,0.57656,-0.61286,2.46115,-1.06904,0.17226,0.179,16.4456,-0.48125,-0.21185,1.9403,-0.49076,0.02255,0.23162,848.21735,-0.64582,0.13906,0.11317
="2026/04/02 17:29:02.460",-0.85944,-0.46907,-0.12766,0.16828,-1.16565,3.00866,-1.54696,-0.0521,0.06268,15.27823,-0.70782,-0.28444,2.57457,-0.31828,0.05301,0.41669,857.43665,-0.91958,0.11058,0.16021
="2026/04/02 17:29:02.480",-1.0226,-0.60509,-1.1399,0.22646,-1.75831,4.32547,-1.07797,0.12863,0.08009,12.37302,-0.7585,-0.29393,2.29491,-0.35879,0.21127,0.04748,865.68182,0.88747,0.32947,-0.19341
="2026/04/02 17:29:02.500",-0.38153,-0.37688,-1.65138,0.08758,-2.41638,5.56927,-0.80317,0.04225,0.18564,11.00198,-0.61095,-0.14638,1.30051,1.23131,0.17065,-0.06989,871.99329,-0.81255,0.59632,-0.12
="2026/04/02 17:29:02.520",-0.6299,-0.85517,-1.84978,-0.14896,-2.36524,4.61617,-0.36758,0.14155,0.03874,9.46941,-0.10973,0.04501,1.07017,0.96554,0.34151,-0.25946,877.34686,0.95438,0.35795,-0.66855
="2026/04/02 17:29:02.540",0.05829,-0.34428,-1.7312,0.22199,-3.09438,5.80026,-0.2801,-0.07243,0.00234,7.43776,-0.03384,0.21403,1.26025,1.76966,0.19977,0.10165,878.91327,0.38165,0.04069,-0.40959
="2026/04/02 17:29:02.560",0.19233,-0.43821,-2.19233,-0.57114,-2.45534,3.64063,0.22007,-0.05623,-0.10534,8.79524,0.33674,-0.09278,0.04387,2.09885,0.02632,-0.48756,879.65973,0.32594,-0.08582,-0.44201
="2026/04/02 17:29:02.580",0.41441,-0.56005,-2.25873,-0.32346,-1.24566,3.8599,0.32951,-0.09389,-0.03172,11.36935,0.4078,0.39197,-0.51558,1.70301,0.04446,-0.21344,876.92047,1.81636,-0.17011,-1.22788
="2026/04/02 17:29:02.600",0.67726,-0.53369,-2.35169,-0.70434,-0.79854,1.42819,1.11008,-0.09172,-0.02814,15.89701,0.76479,0.09726,-0.97042,2.3386,-0.05773,-0.18091,872.59589,0.22564,-0.26196,-0.78904
="2026/04/02 17:29:02.620",0.69986,-0.56637,-1.83663,-0.70641,-0.52848,1.23645,1.14941,-0.11963,-0.03544,21.33209,0.93384,0.11929,-1.91271,1.22718,-0.0266,0.21937,868.33087,1.98629,-0.34149,-1.09429
="2026/04/02 17:29:02.640",0.95616,0.00941,-1.38777,-0.4057,0.13096,-0.23493,1.43062,-0.14606,-0.17266,26.11908,0.71824,0.38144,-1.61062,1.34659,-0.11292,-0.03478,862.46216,0.13858,-0.22475,-0.43105
="2026/04/02 17:29:02.660",0.88619,-0.02189,-0.1026,-1.19524,0.88767,-2.62657,-0.03826,-0.07135,-0.17168,31.80411,1.09451,0.16168,-2.21631,0.19459,0.00921,-0.08792,858.98181,0.87157,-0.1877,-0.45635
="2026/04/02 17:29:02.680",0.92167,0.5102,0.33584,-0.17026,1.24492,-2.33079,1.5781,0.05705,-0.08302,36.08332,0.67484,0.37202,-2.08775,-0.17543,0.03231,-0.39123,857.24664,0.93159,-0.50502,0.09329
="2026/04/02 17:29:02.700",0.8894,0.7715,0.73186,-0.1638,1.85751,-4.72486,1.3235,-0.11983,-0.15176,39.28251,1.20638,0.08968,-2.43519,0.09467,-0.07833,-0.19747,856.15778,-0.71204,-0.4486,-0.08745
