time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 17:22:21.940",0.1982,0.11992,0.08843,-0.11732,-0.05645,-0.00364,0.11152,-0.0912,0.16482,0.41033,0.19873,-0.1939,-0.11319,0.44144,0.05267,23.47105,846.44159,0.77877,0.03697,-0.3365
="2026/04/02 17:22:21.960",0.36529,0.01068,-0.32331,0.02998,-0.03516,-0.06061,-0.00981,0.11432,0.41852,0.10278,0.14877,-0.54209,0.01588,0.57652,0.32311,30.21196,847.20319,0.80079,0.01272,-0.20154
="2026/04/02 17:22:21.980",0.49643,-0.03244,-0.54644,-0.00139,-0.03986,-0.04295,0.19098,-0.01412,0.07641,0.06163,-0.01616,-0.33882,0.09915,0.57822,-0.39085,34.44594,851.87329,0.44237,0.01696,-0.07428
="2026/04/02 17:22:22.000",0.15482,0.07909,-0.13583,-0.28458,-0.05831,-0.08604,0.02715,0.02109,0.34328,-0.30207,0.08364,-0.15109,0.36421,0.48302,0.04965,36.62493,858.7381,0.57154,0.00145,-0.01916
="2026/04/02 17:22:22.020",0.56871,0.11109,-0.61625,-0.06076,-0.03593,-0.02083,0.23775,-0.10605,-0.04668,-0.35689,0.04654,0.0599,0.45395,0.65645,-0.49755,36.49345,866.34979,0.47551,-0.0057,0.06438
="2026/04/02 17:22:22.040",0.20714,0.06027,-0.47043,-0.25426,-0.07498,-0.05126,0.13036,0.11934,0.59895,-0.50666,0.16459,-0.07564,0.66544,0.39158,0.50144,33.53577,873.36285,0.38113,0.00974,0.05068
="2026/04/02 17:22:22.060",0.27995,0.00639,-0.30627,-0.18889,-0.07465,-0.05095,0.09025,-0.12892,0.1413,-0.60854,0.06539,0.03853,-0.26892,0.20973,-0.87761,28.55803,879.17432,0.31831,0.02946,-0.04163
="2026/04/02 17:22:22.080",0.24507,-0.04498,-0.60656,-0.10541,-0.01987,-0.01233,-0.08779,-0.03021,0.09067,-0.62034,0.12745,-0.14812,0.46273,-0.04186,0.02745,21.70803,882.09448,-0.06798,0.01105,0.10675
="2026/04/02 17:22:22.100",0.29645,0.06991,-0.52117,-0.5277,-0.03719,-0.03674,-0.33767,0.03482,0.26913,-0.50715,0.00236,0.10103,0.09935,0.39068,-0.6256,14.46909,881.16296,-0.03482,-0.04853,0.12538
="2026/04/02 17:22:22.120",0.17474,0.05747,-0.2532,0.00608,-0.02348,-0.00297,-0.20104,0.10225,-0.52716,-0.5082,0.24014,-0.06844,0.11301,0.3454,-0.38355,8.97525,876.84045,-0.03897,0.00317,0.27603
="2026/04/02 17:22:22.140",0.33566,0.05729,-0.35301,0.0075,-0.03057,-0.02728,-0.60135,-0.00042,0.22383,-0.25596,0.15113,-0.19028,0.41468,-0.11651,0.33895,5.12543,869.90308,-0.30432,-0.05817,0.3666
="2026/04/02 17:22:22.160",0.39664,-0.04158,-0.1728,-0.16172,0.01382,-0.0089,-0.41434,-0.00499,-0.05371,-0.16361,0.04611,-0.14731,-0.39655,0.39106,-0.5161,4.02743,861.83893,-0.22618,-0.13136,0.15987
="2026/04/02 17:22:22.180",-0.02167,0.04463,-0.03865,-0.2063,-0.05865,0.00335,-0.47561,-0.10731,-0.28523,0.00458,0.15686,-0.05555,-0.27125,0.05861,1.05325,5.68926,853.07867,-0.54105,-0.09549,0.37049
="2026/04/02 17:22:22.200",0.47278,0.0459,-0.31166,-0.05614,0.01752,-0.00875,-0.3513,0.14164,0.04253,0.07246,0.0091,-0.35742,-0.55576,0.05531,0.2581,9.78972,845.17682,-0.49574,-0.03378,0.45246
="2026/04/02 17:22:22.220",0.04855,-0.00539,0.06329,-0.1734,0.0093,0.00965,-0.10492,-0.09112,-0.41012,0.16515,-0.12632,-0.15864,-1.01938,-0.29525,0.38294,15.89711,840.83191,-0.75381,0.01275,0.39406
="2026/04/02 17:22:22.240",0.04276,-0.06107,-0.05369,-0.06512,0.01342,-0.0386,-0.25619,0.03621,-0.1168,0.13671,-0.03249,-0.14817,-0.3323,-0.42301,1.17871,22.485,838.677,-1.18015,0.05077,0.26304
="2026/04/02 17:22:22.260",0.21573,-0.03669,-0.04194,-0.09427,-0.07595,-0.03992,0.07103,-0.01513,-0.3374,0.16172,-0.11157,-0.09519,-0.75657,-0.19948,-0.04551,28.65242,840.57513,-0.87218,-0.01866,0.22616
="2026/04/02 17:22:22.280",-0.39301,-0.02066,0.31307,0.1536,0.03062,0.00867,0.15037,0.02726,-0.51751,0.0767,-0.13425,0.17444,-0.40504,-0.45454,0.78871,32.61662,846.03088,-0.50882,0.07641,-0.06359
="2026/04/02 17:22:22.300",-0.04718,-0.09602,0.04445,-0.00887,0.04898,-0.01015,0.17558,0.05103,-0.11807,-0.15927,-0.13882,0.36744,-0.17338,-0.66974,0.22787,33.6744,853.09302,-0.76027,-0.07552,0.18436
="2026/04/02 17:22:22.320",-0.50588,-0.05538,0.45211,0.04494,0.03338,0.03803,0.36176,-0.08284,-0.56766,0.02485,-0.03786,0.20252,-0.37545,-0.55848,-0.31828,31.80255,860.67017,-0.59511,-0.08363,-0.03611
="2026/04/02 17:22:22.340",-0.5081,-0.12685,0.27115,0.07199,0.07163,-0.01431,0.17437,0.08154,-0.32549,-0.22155,-0.08393,0.48363,0.28547,-0.44828,0.12654,27.87869,867.39978,-0.3564,-0.06822,-0.03093
="2026/04/02 17:22:22.360",-0.32677,-0.04485,0.13668,0.09075,0.02288,0.06981,0.34525,0.00615,-0.26629,-0.17766,-0.13163,0.37219,0.12587,-0.28697,-0.80802,22.53744,873.07745,-0.70638,0.01357,0.28342
="2026/04/02 17:22:22.380",-0.74549,-0.0302,0.48765,0.14095,0.02674,0.00752,0.00912,0.07103,-0.16651,-0.13939,0.00864,0.46932,0.11948,-0.39622,-0.21922,15.59643,875.74823,-0.26335,0.14121,0.10249
="2026/04/02 17:22:22.400",-0.32545,-0.00409,0.37092,0.0923,0.0229,0.03717,0.00301,-0.06112,-0.41298,-0.01819,-0.06991,0.5142,0.22975,0.00001,-1.20536,8.60783,874.91345,-0.43405,0.17977,0.2145
="2026/04/02 17:22:22.420",-0.62921,-0.03961,0.43126,0.15079,0.07854,0.02952,-0.10675,0.02815,-0.12213,0.13615,-0.04361,0.22502,0.3499,0.07705,-0.09611,3.68184,871.69061,-0.23108,0.0365,-0.0199
="2026/04/02 17:22:22.440",-0.23679,-0.0525,0.36135,0.23159,0.05017,0.0484,-0.15616,0.03015,-0.04435,0.29715,-0.21301,0.34232,0.0583,0.00388,-0.44527,1.46949,865.91028,0.02104,0.09736,-0.4367
="2026/04/02 17:22:22.460",-0.57196,-0.05736,0.69427,0.53803,0.07295,0.04908,-0.00943,-0.02558,-0.12022,0.38858,0.10512,-0.01108,0.00694,-0.27531,0.20284,1.96092,858.43011,-0.16913,-0.00296,-0.03103
="2026/04/02 17:22:22.480",0.0868,-0.04551,-0.01089,0.05965,0.0139,-0.04178,-0.15782,0.0393,0.13747,0.56705,-0.2102,0.11707,-0.33177,-0.2468,0.15747,4.42046,851.91705,0.15273,0.0375,-0.26146
="2026/04/02 17:22:22.500",-0.15645,-0.01943,0.37897,-0.00545,-0.01593,-0.02806,0.09848,-0.0343,-0.03844,0.50571,-0.05209,-0.05656,-0.19219,-0.05645,-0.07297,9.85778,846.16699,0.25673,0.08994,-0.36402
="2026/04/02 17:22:22.520",-0.24104,0.08579,0.39895,0.02273,-0.01791,0.04416,0.09676,0.03871,0.1706,0.5281,-0.16178,-0.10458,-0.1954,-0.15861,0.97724,17.29783,842.87567,0.26723,0.02156,-0.27204
="2026/04/02 17:22:22.540",0.1612,0.00931,-0.00128,0.15275,0.0684,0.08907,0.18064,-0.07765,0.08818,0.48371,-0.07214,-0.25817,-0.10953,-0.1928,-0.10329,24.14111,844.36462,0.5501,0.06144,-0.45304
="2026/04/02 17:22:22.560",-0.32848,-0.00694,0.49563,0.06934,-0.00588,0.04657,0.48431,0.03116,-0.02403,0.36666,0.09406,-0.19684,0.03846,0.21725,0.32269,29.50591,848.18323,0.45213,0.02449,-0.21016
="2026/04/02 17:22:22.580",0.15904,-0.11011,0.07894,0.09996,-0.0066,0.06712,0.23595,0.1092,0.27673,0.12801,-0.15038,-0.0568,0.14492,0.11977,0.1995,33.30886,854.3399,0.65143,0.03015,-0.19525
="2026/04/02 17:22:22.600",-0.13584,-0.02948,0.48256,-0.11382,0.00314,-0.00639,0.4694,-0.09735,0.02269,0.12555,0.02348,0.01037,0.32205,0.14793,-0.57155,35.20416,862.22412,1.1596,0.03775,-0.46901
="2026/04/02 17:22:22.620",-0.00153,0.03462,-0.13112,-0.29726,0.0223,0.04004,0.31822,0.10089,0.14929,-0.22219,-0.06495,0.24465,0.51205,0.43267,-0.15351,34.28104,870.46912,0.94834,0.0111,-0.21075
="2026/04/02 17:22:22.640",0.11826,0.07246,-0.42429,0.20552,-0.09778,0.0019,0.2163,-0.08396,0.26242,-0.10221,0.15451,-0.04418,0.58247,0.51371,-0.87429,30.02856,877.50641,0.64551,-0.02723,-0.1666
="2026/04/02 17:22:22.660",0.02723,0.00361,-0.15312,0.07814,-0.00229,-0.06199,0.31325,0.00891,0.24176,-0.36633,0.22891,-0.09631,0.58865,0.55334,-0.37922,24.13453,881.47339,1.04212,-0.04811,-0.18157
="2026/04/02 17:22:22.680",0.42784,0.00381,-0.34278,-0.11426,-0.08161,-0.02089,-0.18822,-0.03472,0.59503,-0.26574,-0.07183,0.38152,0.36168,0.47982,-0.55025,18.41634,882.95239,1.02785,0.06223,-0.1905
="2026/04/02 17:22:22.700",0.19553,0.03787,-0.3667,-0.11726,0.03688,-0.02291,-0.24014,-0.08557,0.39183,-0.31551,0.18398,-0.13373,0.31038,0.57911,-0.73169,12.29061,881.18402,0.74898,0.06278,-0.10179
="2026/04/02 17:22:22.720",0.35154,0.09045,-0.24438,-0.06053,-0.05243,-0.0476,-0.44279,0.03385,0.22646,-0.24517,0.26857,-0.17414,0.12956,0.49999,0.28896,8.22377,876.17828,0.92553,0.03044,-0.0354
="2026/04/02 17:22:22.740",0.58296,-0.03572,-0.56712,-0.07311,-0.03262,-0.01359,-0.31298,-0.04728,0.01141,-0.06737,0.23209,-0.25281,0.07702,0.38915,-0.12159,6.69899,869.39325,0.6118,-0.02908,0.13622
="2026/04/02 17:22:22.760",0.26799,0.02995,-0.26497,-0.14562,-0.04584,-0.07226,-0.37085,0.1238,0.49847,-0.05104,0.31649,-0.31124,0.05379,-0.20328,1.1621,7.33902,861.34271,0.44691,-0.02556,0.09702
="2026/04/02 17:22:22.780",0.72319,0.07622,-0.38851,-0.13019,-0.07522,-0.06591,-0.15812,-0.07298,-0.12377,-0.01769,0.07233,-0.28281,-0.55268,-0.00226,0.14821,10.04864,853.67206,0.42108,-0.00872,0.04293
="2026/04/02 17:22:22.800",0.35342,0.14884,-0.37673,-0.08255,-0.05461,-0.08407,-0.19491,0.01562,0.27841,0.01409,0.07757,-0.56589,-0.23673,0.09407,1.42619,14.75908,847.37921,-0.00084,-0.05996,0.14654
="2026/04/02 17:22:22.820",0.8113,0.11666,-0.44383,-0.52881,-0.04308,-0.04776,-0.04746,0.03318,0.2486,-0.08364,-0.09512,-0.26032,-0.92567,0.31006,0.36301,21.77805,844.54327,0.09482,-0.01509,0.14102
="2026/04/02 17:22:22.840",0.24049,0.13571,-0.23431,-0.00414,-0.03093,-0.01839,0.03291,-0.15605,-0.10632,-0.01373,0.042,-0.42645,-0.51334,0.00619,0.42958,28.05151,845.19415,-0.26094,0.01013,0.26583
="2026/04/02 17:22:22.860",0.3795,-0.0078,-0.49536,-0.03077,0.04126,0.0016,-0.12602,0.09454,0.22347,-0.22972,-0.10699,-0.04141,-0.13943,0.19738,0.42196,32.61457,848.68213,-0.32656,0.02767,0.20158
="2026/04/02 17:22:22.880",0.28855,-0.10751,-0.14386,-0.11983,0.0122,-0.02199,0.13128,-0.03529,-0.30771,-0.21955,0.05758,-0.02614,-0.45016,0.28896,-0.33159,35.15374,854.34454,-0.486,-0.00983,0.26613
="2026/04/02 17:22:22.900",-0.01996,-0.04137,-0.32424,-0.10478,-0.02243,-0.10612,0.00912,0.0462,0.01025,-0.41451,0.10274,0.05828,0.37168,-0.27609,0.54567,35.21865,860.31226,-0.54031,-0.0539,0.06872
="2026/04/02 17:22:22.920",0.15677,-0.03914,-0.15802,-0.20778,0.00021,-0.02153,0.01021,-0.07779,-0.15453,-0.46278,-0.0814,0.34419,-0.12859,-0.18581,-0.51821,32.53697,866.76135,-0.46894,-0.02218,0.24783
="2026/04/02 17:22:22.940",-0.22606,-0.0539,-0.01783,-0.1679,0.01784,-0.01605,-0.03785,-0.01749,-0.33655,-0.4901,0.10772,0.22311,0.23092,-0.15255,-0.2992,27.21153,872.21899,-0.54862,-0.01155,0.17348
="2026/04/02 17:22:22.960",-0.09333,0.06475,-0.12783,0.0742,-0.02373,-0.00254,-0.22885,0.11028,0.00255,-0.40637,-0.0344,0.42064,0.26892,-0.19698,-0.13003,20.54677,874.7937,-0.90304,0.02366,0.38764
="2026/04/02 17:22:22.980",-0.19783,-0.01769,0.14164,0.05243,0.04674,0.04367,-0.07243,-0.01031,-0.35883,-0.34315,-0.11337,0.17916,-0.11485,-0.26222,-0.35238,13.70047,874.8125,-0.88594,0.01473,0.40796
="2026/04/02 17:22:23.000",-0.39591,-0.0542,0.12738,-0.00097,0.00574,0.04779,-0.25203,-0.00019,-0.30847,-0.16945,-0.00462,0.24451,0.20798,-0.61837,0.25762,7.31431,871.43518,-0.66519,0.06564,0.08588
="2026/04/02 17:22:23.020",-0.13509,-0.0572,0.21191,0.09242,-0.02297,0.03453,-0.22076,0.01498,-0.11471,-0.00789,-0.09266,0.01725,-0.02533,-0.30565,-0.34117,3.45386,866.28864,-1.03104,0.01215,0.35644
="2026/04/02 17:22:23.040",-0.52231,-0.11057,0.32907,-0.00611,0.02083,-0.02785,-0.1571,-0.03329,-0.46528,0.13255,-0.11519,0.1285,-0.27403,-0.2955,0.20675,2.26865,859.44751,-0.64984,0.02009,0.22285
="2026/04/02 17:22:23.060",-0.06648,-0.02693,0.37053,0.24509,-0.04585,0.01175,-0.03391,0.0453,-0.42211,0.32037,-0.22857,-0.07643,0.00902,-0.4531,0.47382,3.53713,851.72058,-0.67817,0.02885,-0.01907
="2026/04/02 17:22:23.080",-0.24294,0.00849,0.3981,-0.0159,0.09149,0.02178,0.05644,0.01809,-0.09022,0.44063,-0.18541,0.12677,-0.65496,-0.31905,-0.03143,7.21252,845.38959,-0.76197,-0.05163,-0.01389
="2026/04/02 17:22:23.100",-0.34816,-0.05912,0.59078,0.36022,-0.01833,0.01594,0.14914,0.05689,-0.26988,0.55655,-0.09459,-0.12035,-0.27898,-0.36886,0.89533,12.57199,840.67578,-0.33993,0.02739,-0.36678
="2026/04/02 17:22:23.120",-0.06754,-0.08303,0.3136,-0.01366,0.00377,0.05117,0.354,-0.0726,-0.4408,0.46853,-0.19797,0.00783,-0.47897,-0.19768,0.05237,19.42462,839.57556,-0.6323,0.07198,0.00723
="2026/04/02 17:22:23.140",-0.61903,-0.07294,0.60677,0.23725,0.07712,0.07105,0.29739,0.12831,-0.04508,0.455,-0.02747,0.02172,-0.49548,-0.12349,0.32631,25.68764,841.95001,-0.37532,0.04209,-0.00147
="2026/04/02 17:22:23.160",-0.19483,-0.03696,0.54071,0.06395,0.0244,0.01219,0.52679,-0.02861,-0.24643,0.32012,0.07294,0.19465,-0.15923,-0.37707,0.00318,30.17809,847.17126,-0.33877,-0.00165,-0.14508
="2026/04/02 17:22:23.180",-0.70268,-0.01356,0.64082,0.50094,0.06949,0.06024,0.52503,0.03217,-0.1111,0.29273,0.07827,0.05675,0.09102,-0.41759,0.1756,32.44581,854.46338,-0.14488,-0.02501,-0.28134
="2026/04/02 17:22:23.200",-0.08789,-0.08302,0.04724,0.01493,0.06359,0.08095,0.3711,0.02036,0.03857,0.04982,-0.32156,0.17775,0.00215,-0.01054,-0.45052,31.46869,862.27942,0.26517,0.01683,-0.08306
="2026/04/02 17:22:23.220",-0.65193,-0.02076,0.72063,0.24519,0.06783,0.031,0.52935,0.01573,-0.03991,0.01515,-0.05732,-0.08302,0.32282,-0.17054,-0.3057,28.5935,869.5343,0.12113,0.03946,-0.06368
="2026/04/02 17:22:23.240",-0.22702,0.03624,0.04093,0.0564,0.07454,0.05464,0.11422,-0.07642,0.1852,-0.04154,-0.15142,0.36354,0.32115,-0.2623,-0.53683,24.36472,876.25092,0.48373,-0.05554,-0.18493
="2026/04/02 17:22:23.260",-0.24457,0.0425,0.14364,0.14301,-0.08056,0.03395,0.2759,0.09176,-0.01346,0.09073,0.01329,0.19136,0.5302,0.36725,-0.67188,18.58752,880.00592,0.71213,0.01688,-0.43141
="2026/04/02 17:22:23.280",-0.43094,-0.06061,0.31458,-0.01744,0.02909,-0.00366,0.07123,-0.01617,0.20366,-0.06976,-0.05427,-0.04403,0.43417,0.03362,-0.27246,13.07277,879.61646,0.60457,-0.0284,-0.26412
="2026/04/02 17:22:23.300",-0.10719,-0.06815,-0.22149,-0.04601,-0.05223,0.02471,-0.20734,-0.11759,0.42459,0.13262,-0.19658,-0.29413,0.38631,0.10897,-0.6274,7.99416,876.71301,0.75454,0.09241,-0.2503
="2026/04/02 17:22:23.320",-0.24083,-0.01787,0.21543,0.15778,0.02654,-0.04258,-0.0146,0.11693,0.15656,0.07721,0.22001,-0.22813,0.29582,0.51427,-0.33976,5.32279,871.37793,0.91919,0.07804,-0.31007
="2026/04/02 17:22:23.340",0.40466,0.05407,-0.08968,-0.07167,0.01072,0.01462,-0.25492,-0.05394,0.43617,0.29732,0.21525,-0.20625,0.11314,0.27728,0.11987,5.64626,864.6142,0.92664,0.04401,-0.22506
="2026/04/02 17:22:23.360",0.38938,0.01902,-0.31554,0.01709,0.00962,-0.02624,-0.03296,-0.00424,0.29358,0.27016,0.10396,-0.14153,-0.11637,0.39906,0.0078,8.10744,857.81384,0.72316,0.02799,-0.16424
="2026/04/02 17:22:23.380",0.18247,0.11734,0.08924,0.05786,-0.02929,0.04506,-0.10997,-0.02913,0.31948,0.24568,0.17669,-0.50618,-0.10734,0.25126,0.72089,12.99967,851.86072,0.93203,-0.01219,-0.23142
="2026/04/02 17:22:23.400",0.67364,0.10649,-0.42933,0.06006,0.05816,0.03792,0.07123,-0.05803,0.28437,0.23639,0.19182,-0.44157,-0.0907,0.30771,0.33433,18.98606,848.44586,0.65644,0.0423,-0.04736
="2026/04/02 17:22:23.420",0.21205,0.09517,-0.26682,-0.09697,-0.02001,-0.00247,-0.03453,0.08948,0.656,0.18014,0.32278,-0.2821,-0.32065,0.35692,0.4118,25.49895,848.13049,0.78923,0.03874,-0.31713
="2026/04/02 17:22:23.440",0.52651,0.02109,-0.35645,-0.20955,-0.02172,-0.00401,0.06433,-0.12402,0.11822,-0.12258,0.15812,-0.22916,-0.07841,0.14476,0.54998,31.55955,850.71857,0.72728,0.00663,-0.15852
="2026/04/02 17:22:23.460",0.46351,0.02071,-0.6097,-0.10648,-0.03215,0.0029,-0.00445,0.04399,0.36089,-0.17105,0.07207,-0.18987,-0.21234,0.3942,-0.19046,35.02362,855.40588,0.4098,0.04095,-0.08064
="2026/04/02 17:22:23.480",0.17212,0.12854,-0.21969,-0.19283,-0.08134,-0.06577,-0.03419,0.08761,0.2993,-0.44267,0.13286,-0.25171,-0.03927,0.34724,-0.01763,35.5655,861.78351,0.59939,-0.05329,-0.07522
="2026/04/02 17:22:23.500",0.54944,0.18912,-0.62147,-0.18941,-0.0673,-0.09128,0.11255,-0.10975,-0.14163,-0.44179,-0.11279,-0.1115,0.25293,0.08148,-0.20512,34.38244,869.04297,0.04861,-0.01337,0.20081
="2026/04/02 17:22:23.520",0.22708,0.0551,-0.54118,-0.21816,-0.03619,-0.03821,-0.18914,0.11531,0.36769,-0.51949,-0.28013,0.04128,0.54866,0.00602,0.07614,31.13198,874.48083,0.12068,0.00966,-0.02645
="2026/04/02 17:22:23.540",0.40005,-0.0313,-0.33903,-0.2479,-0.04616,-0.06814,-0.07853,-0.1223,-0.26893,-0.63977,-0.05356,0.05639,0.20508,0.29548,-0.94593,26.11666,877.98419,0.05473,-0.00748,0.15363
="2026/04/02 17:22:23.560",0.09577,-0.00419,-0.24671,-0.19077,-0.03292,-0.05599,-0.36121,0.01959,0.06644,-0.43111,0.07007,0.13679,0.61937,0.18104,0.2811,19.50352,878.65961,-0.24491,0.00883,0.11461
="2026/04/02 17:22:23.580",0.26494,-0.10086,-0.46208,-0.25247,-0.07326,-0.00633,-0.31059,0.00757,0.14292,-0.45697,0.06005,0.11597,-0.02801,0.18491,-0.3975,12.29729,876.7041,-0.20697,-0.0382,0.2032
="2026/04/02 17:22:23.600",0.20534,-0.08555,-0.11131,0.02097,-0.08678,-0.01643,-0.30475,-0.04316,-0.20206,-0.23079,0.14836,0.10885,-0.0008,0.00959,-0.15712,7.67979,871.73511,-0.57284,-0.0218,0.4006
="2026/04/02 17:22:23.620",0.16079,-0.02887,-0.2696,-0.13658,-0.0665,-0.02805,-0.53824,0.00855,0.11058,-0.13169,-0.05414,-0.00632,0.17658,-0.08346,0.25549,5.50839,863.6322,-0.7182,-0.06743,0.24402
="2026/04/02 17:22:23.640",0.24067,-0.04005,-0.32118,-0.11474,-0.01319,0.00164,-0.28041,-0.00483,-0.21143,-0.09398,0.13012,-0.05056,-0.32499,0.22898,-0.29122,5.85258,855.72174,-0.68822,-0.0469,0.25621
="2026/04/02 17:22:23.660",-0.06601,0.06319,-0.00623,-0.02664,-0.06229,-0.05004,-0.30421,-0.00019,-0.34009,0.13956,0.05458,-0.17727,-0.23839,-0.11489,0.75729,8.29453,849.30829,-0.71237,-0.06401,0.10873
="2026/04/02 17:22:23.680",0.2392,-0.08906,-0.21584,-0.10675,0.01256,-0.05612,-0.0768,0.08893,-0.15566,0.07492,-0.17448,-0.16549,-0.40951,-0.3193,0.35428,12.62223,844.08826,-0.71967,-0.05204,0.20379
="2026/04/02 17:22:23.700",-0.05478,-0.04096,0.00316,-0.15917,-0.07694,0.04124,0.00469,-0.11239,-0.46739,0.22842,0.06842,0.02252,-0.66566,-0.33703,0.08978,17.58797,841.01147,-0.73345,-0.02974,0.27253
="2026/04/02 17:22:23.720",-0.14706,-0.04129,0.27036,0.1339,0.04535,0.03278,-0.07699,0.05403,-0.22087,0.15022,-0.12112,-0.26664,-0.15568,-0.24019,0.7835,23.09512,840.73743,-0.72014,-0.02678,0.2177
="2026/04/02 17:22:23.740",-0.08476,-0.11505,0.22615,-0.01709,0.0443,-0.0164,0.19784,0.00462,-0.40293,0.14488,-0.29581,0.25596,-0.58989,-0.20547,-0.02624,28.27748,844.00891,-1.08439,-0.0563,0.34845
="2026/04/02 17:22:23.760",-0.48783,0.00631,0.41629,0.23612,0.00942,0.02775,0.03664,-0.0205,-0.20653,0.12305,-0.10469,-0.07632,-0.33001,-0.53728,0.51412,30.92061,849.5235,-0.64604,0.06611,0.11461
="2026/04/02 17:22:23.780",-0.30954,-0.04724,0.34724,-0.11444,-0.00005,-0.00766,0.3731,0.00707,-0.48601,-0.03678,-0.268,0.30978,-0.14952,-0.59895,-0.03791,31.45045,856.17023,-1.01187,-0.01858,0.15755
="2026/04/02 17:22:23.800",-0.57758,-0.08994,0.42527,0.27521,0.10683,0.01697,0.15279,0.09674,-0.18791,0.045,-0.13837,0.09381,-0.32018,-0.49489,-0.36339,29.56271,862.82465,-0.76247,0.01565,0.03386
="2026/04/02 17:22:23.820",-0.59922,-0.06643,0.5202,0.16593,0.02643,0.03542,0.19617,0.00391,-0.36529,-0.07404,-0.25237,0.45559,0.21514,-0.58754,-0.19883,25.53246,869.19763,-0.55048,0.09687,-0.06751
="2026/04/02 17:22:23.840",-0.39482,-0.09687,0.44109,0.13405,0.06318,0.07207,0.13113,-0.09169,-0.15559,0.0259,-0.17816,0.53193,0.54888,-0.51215,-0.21017,19.87627,873.42419,-0.55526,0.02067,-0.18843
="2026/04/02 17:22:23.860",-0.48433,-0.11145,0.33178,0.08229,0.0307,0.01263,-0.10529,0.08827,-0.02751,0.08705,0.05582,0.73022,0.0449,-0.04838,-0.57613,13.77727,874.39771,-0.0773,-0.00908,-0.15226
="2026/04/02 17:22:23.880",-0.44154,-0.08027,0.44441,0.43492,-0.03247,-0.00153,0.10014,-0.06606,-0.32662,0.17755,0.35986,0.2557,0.44027,-0.18794,-0.73265,8.91548,873.08594,-0.16301,-0.05037,-0.05148
="2026/04/02 17:22:23.900",-0.52669,-0.03938,0.29795,0.17411,0.01557,-0.00018,-0.07789,0.0362,0.07503,0.2851,-0.02065,0.23692,0.24724,-0.06466,0.00805,5.74352,868.99902,0.10826,-0.08791,-0.00225
="2026/04/02 17:22:23.920",-0.18482,0.02667,0.076,-0.05204,0.05853,0.08617,-0.02393,0.06376,-0.01244,0.23031,-0.10348,0.02221,0.04402,0.00505,-0.13321,4.71416,863.31268,0.4544,0.00526,-0.24215
="2026/04/02 17:22:23.940",-0.47656,0.07154,0.62894,0.08296,0.09475,0.10147,0.08415,-0.10622,-0.03078,0.33684,0.07298,-0.18168,0.08118,-0.20766,0.16582,6.05782,856.81012,0.28009,0.04558,-0.18014
="2026/04/02 17:22:23.960",0.14792,0.07855,0.01819,-0.00817,0.08251,-0.00022,0.01502,0.12232,0.2983,0.55411,-0.17289,-0.26235,-0.16996,0.17633,0.32365,9.20757,851.29742,0.73441,0.08786,-0.19241
="2026/04/02 17:22:23.980",-0.20501,-0.03866,0.40494,0.19887,0.04916,0.03759,0.22569,-0.08097,-0.02122,0.4083,-0.00085,-0.3794,-0.21865,-0.01171,0.11775,14.41601,847.69495,0.58358,0.10856,-0.31867
="2026/04/02 17:22:24.000",0.04437,0.03599,0.25269,0.00869,0.01271,0.11854,0.06641,-0.06008,0.33001,0.47175,-0.00906,-0.04758,0.00933,-0.03426,0.40324,20.90191,846.28143,0.70604,0.01375,-0.26281
="2026/04/02 17:22:24.020",0.27523,0.00986,0.05608,0.04217,-0.07328,0.01785,0.2662,0.08176,0.11041,0.44772,0.16774,0.42896,-0.11693,0.41565,-0.09781,26.5728,848.61755,0.82666,0.06158,-0.33157
="2026/04/02 17:22:24.040",-0.22889,-0.01044,0.17812,0.01711,-0.02378,-0.01337,0.31721,-0.00249,0.19048,0.14256,0.18721,-0.39697,0.11565,0.08127,0.21479,31.12264,853.33179,0.64822,0.09541,-0.20597
="2026/04/02 17:22:24.060",0.3181,-0.02208,-0.4535,-0.05855,0.0597,0.00171,0.15258,-0.00393,0.47058,-0.01325,-0.12555,-0.01274,0.22245,0.16772,-0.1313,33.84803,860.06268,0.61647,0.02347,-0.16345
="2026/04/02 17:22:24.080",0.0908,0.10763,-0.11021,-0.01732,0.04763,0.02326,0.30873,0.00653,0.06665,-0.11942,0.16814,-0.13796,0.24566,0.46168,-0.45088,33.57608,866.65179,0.63982,0.06451,-0.3043
="2026/04/02 17:22:24.100",0.18517,0.1106,-0.34984,-0.24175,0.01331,0.00977,-0.00266,-0.02892,0.3504,-0.3092,0.18095,0.27621,0.55356,0.36257,-0.40923,31.76417,873.02039,0.75838,0.02211,-0.29991
="2026/04/02 17:22:24.120",0.37213,0.04391,-0.62856,-0.0298,-0.08126,0.00959,0.21031,0.09147,-0.01508,-0.29401,0.13374,0.12754,0.47257,0.61166,-0.79689,27.66746,878.70129,0.48669,0.0383,-0.08655
