time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ
="2026/04/02 17:25:35.760",0.25632,-0.19236,-0.11424,0.25365,-0.60681,0.9621,-0.06441,858.9458,-0.69561,-0.09908,0.55427,0.07128,0.02874,-0.00843,-0.03299,-0.03035,-0.03976,-0.52995,-0.0525,0.19632
="2026/04/02 17:25:35.780",0.5197,-0.09394,-0.17578,7.51202,0.29523,0.20317,1.18086,847.72308,-0.81863,-0.11365,0.7543,-0.30478,-0.03082,0.34036,-0.17049,-0.03949,-0.08845,-0.57754,0.02674,0.23756
="2026/04/02 17:25:35.800",0.63313,-0.15744,0.17693,17.0555,-0.31236,0.25884,0.99426,839.13501,-0.82195,-0.03076,0.25079,-0.02534,-0.02838,0.66346,0.02139,-0.11662,-0.14689,-0.52743,-0.06536,0.27979
="2026/04/02 17:25:35.820",0.74821,-0.28873,0.04981,27.45296,-0.58886,0.69087,0.36413,834.86133,-1.53686,-0.05474,0.42136,-0.135,-0.10187,0.34789,-0.3895,-0.10584,-0.11775,-0.23412,0.10093,-0.52266
="2026/04/02 17:25:35.840",0.47846,-0.11818,-0.02543,37.12455,-0.16403,0.15768,1.52814,836.4599,-1.26923,-0.07823,0.05676,-0.70922,-0.14547,0.82761,-0.2413,-0.04812,-0.03781,-0.27018,-0.01324,-0.16503
="2026/04/02 17:25:35.860",0.58464,-0.09916,0.40979,43.76192,-0.62874,-0.00336,0.18085,843.10803,-0.88336,0.02578,-0.03086,-0.14064,-0.18798,0.56235,-0.08431,0.04767,-0.0469,0.08338,0.03209,-0.54002
="2026/04/02 17:25:35.880",0.36384,0.02294,0.43486,47.10822,-0.11152,-0.27257,0.40779,852.8941,-1.48145,-0.02895,0.44312,-0.92369,-0.21267,0.65541,-0.0634,0.00825,0.06875,0.10099,0.00933,-0.642
="2026/04/02 17:25:35.900",0.03611,0.18642,1.08566,45.90389,-0.06874,-0.23942,0.03232,863.8551,-1.15379,0.05243,0.1502,-0.61839,-0.1171,0.71744,0.3307,0.01185,0.00892,0.13487,0.14434,-0.3745
="2026/04/02 17:25:35.920",0.15964,0.23843,0.84576,39.62753,-0.49828,-0.36398,-0.56453,874.67914,-0.75635,-0.09692,-0.37057,-0.83478,-0.08373,0.42937,0.18538,-0.00819,-0.03338,0.28465,-0.00276,-0.91845
="2026/04/02 17:25:35.940",-0.14312,-0.09557,0.63658,30.74732,0.19485,-0.73055,-0.02622,882.63348,-0.94788,-0.19478,0.06206,-0.57759,-0.10497,0.27952,0.31833,0.06138,0.06622,-0.03163,0.09492,-0.47906
="2026/04/02 17:25:35.960",-0.03434,-0.02955,1.09516,20.18708,-0.5001,-0.57347,-0.91583,886.26691,-0.13909,-0.07883,-0.50228,-0.86454,-0.08959,1.09068,0.29722,0.0613,0.08785,0.06943,-0.00187,-0.47134
="2026/04/02 17:25:35.980",0.14028,0.08959,0.87687,9.13303,-0.19889,-0.74209,-0.18775,884.78088,-0.25703,-0.00186,0.08852,-0.18078,0.19466,0.01705,0.11395,0.06659,0.08792,-0.16183,-0.07286,-0.38607
="2026/04/02 17:25:36.000",0.14255,0.08288,0.61675,0.40284,-0.31507,-0.84179,0.04738,878.03485,0.01961,0.0319,0.13321,-0.11283,0.11416,0.4756,0.1851,0.06338,0.10888,-0.2947,0.03839,-0.12797
="2026/04/02 17:25:36.020",0.60944,0.05798,0.87238,0,-0.85822,-0.92745,-0.30288,867.4118,0.32341,0.02764,-0.11786,0.10783,-0.02356,0.27256,0.12401,0.10654,0.06989,-0.32849,0.1463,-0.20027
="2026/04/02 17:25:36.040",0.47185,0.20515,0.32075,0,-0.58745,-0.84801,-0.05525,854.83875,0.53592,-0.00998,-0.10383,0.744,0.02149,-0.66082,0.97634,0.04987,0.1079,-0.32333,-0.1116,-0.60339
="2026/04/02 17:25:36.060",0.53643,0.37549,-0.46804,0,0.10195,-0.50248,0.69892,842.92261,0.91294,0.09069,-0.23496,0.3105,-0.05546,-0.13732,0.04486,0.02567,0.10662,-0.25542,0.08421,0.10608
="2026/04/02 17:25:36.080",0.58345,0.14214,-0.48206,1.94457,-0.92755,-0.11706,0.15359,833.38257,0.7242,0.11027,-0.21448,0.90569,-0.02035,-0.75776,-0.00871,-0.02365,-0.02587,0.0934,0.0097,-0.28844
="2026/04/02 17:25:36.100",0.34702,0.33693,-0.73669,11.99306,-0.23805,-0.54289,1.12413,827.87683,0.65269,0.06825,-0.0302,0.77972,0.09434,-0.58221,-0.03212,0.05603,0.07318,0.20556,0.06793,-0.02456
="2026/04/02 17:25:36.120",0.29304,0.20775,-0.26378,22.35829,-0.77074,-0.28073,0.51052,827.67163,1.57094,0.10522,-0.6784,0.75466,0.19392,-0.46111,0.34847,0.01328,0.02825,0.48679,0.03683,0.13823
="2026/04/02 17:25:36.140",0.03328,0.18908,-0.51224,30.92105,-0.34861,-0.15756,0.2905,832.28027,1.261,0.10502,-0.55327,1.14409,0.0812,-0.96785,0.20758,0.07815,0.01719,0.67755,-0.06962,-0.17769
="2026/04/02 17:25:36.160",-0.37766,0.21987,-0.57429,37.44707,0.50431,-0.16357,0.68908,841.79352,1.31613,0.06109,-0.2597,0.43393,0.15209,-0.58165,-0.00063,-0.09943,0.08485,0.55941,0.03802,0.29794
="2026/04/02 17:25:36.180",-0.62406,-0.19273,-0.66997,39.57722,0.11112,0.29954,-0.89318,855.62427,1.36371,0.07158,-0.3196,0.63763,0.22243,-0.84854,0.26744,0.01585,-0.01973,0.71455,-0.04817,0.05026
="2026/04/02 17:25:36.200",-0.76901,-0.48934,-0.07625,37.90988,0.77565,0.35005,-0.44465,869.87866,0.96763,-0.04553,-0.10019,0.65052,0.13045,-0.942,0.04112,0.00722,0.07699,0.44223,0.03133,0.14309
="2026/04/02 17:25:36.220",-0.95496,0.18829,-0.03366,33.36906,1.00013,0.70624,-1.18938,881.63147,1.26952,0.03659,0.04568,0.06508,0.04612,-0.24227,-0.10802,-0.01533,-0.00481,0.32702,0.05445,0.57906
="2026/04/02 17:25:36.240",-0.80673,0.04561,0.71661,25.60645,0.65844,0.90871,-1.31988,890.66119,0.89263,0.01567,0.12484,0.39523,0.04112,-0.49718,0.0077,0.01895,-0.04882,0.16934,-0.1386,0.19234
="2026/04/02 17:25:36.260",-0.79011,0.0489,0.40755,16.38432,1.38973,0.84706,-0.76805,895.14325,0.63477,-0.05727,0.34702,0.27862,-0.07694,-0.71692,-0.14933,-0.04439,-0.0164,-0.28496,0.12925,0.81285
="2026/04/02 17:25:36.280",-0.69877,-0.00868,0.53837,7.24687,0.69508,0.82067,-1.38876,894.71136,0.62192,-0.07155,0.05766,-0.31865,0.00432,0.05963,-0.25905,-0.07461,-0.09404,-0.62833,-0.15163,0.89742
="2026/04/02 17:25:36.300",-0.39069,-0.26069,0.50499,0.60987,0.76408,0.66346,0.23571,888.56805,0.03609,-0.16891,0.31835,0.40318,0.03412,-0.3647,-0.26319,-0.07039,-0.06878,-0.87045,-0.05379,0.28958
="2026/04/02 17:25:36.320",-0.16788,-0.03954,-0.00257,0,0.64965,0.49643,0.02193,877.07605,0.1079,-0.20288,0.37291,-0.39044,0.02529,0.20636,-0.09591,-0.0899,-0.05626,-0.69447,-0.02423,0.38367
="2026/04/02 17:25:36.340",0.17664,-0.23775,0.12725,0,0.24744,0.01727,1.39889,864.31781,-0.27723,-0.06975,0.61682,-0.05747,-0.0552,0.34393,-0.53346,-0.10223,-0.17782,-0.7569,0.02905,0.72823
="2026/04/02 17:25:36.360",0.52067,-0.17759,-0.21904,4.48067,-0.07314,-0.21307,0.99875,852.65686,-0.61296,-0.14544,0.67728,0.09943,-0.13172,0.15366,-0.29987,-0.11848,-0.11544,-0.51225,-0.04374,0.03037
="2026/04/02 17:25:36.380",0.4627,-0.16547,-0.18572,12.29145,0.25069,0.02401,1.39967,842.71783,-0.73554,-0.02991,0.28766,-0.3935,-0.10928,0.48297,-0.06259,0.00792,0.00102,-0.51409,0.02378,0.13939
="2026/04/02 17:25:36.400",0.68843,-0.27084,0.23511,21.94973,-0.51245,0.68538,0.58695,836.63477,-1.03457,-0.093,0.40732,0.16455,-0.17449,0.19727,-0.03172,-0.06611,0.00992,-0.34952,-0.04579,-0.31261
="2026/04/02 17:25:36.420",0.59862,0.03246,-0.34658,32.09845,0.25564,0.13097,1.32612,835.99194,-1.0887,-0.18786,0.46668,-0.54424,-0.13388,0.53636,-0.0886,-0.0024,-0.04279,-0.10755,-0.04207,-0.33172
="2026/04/02 17:25:36.440",0.41645,-0.26094,0.22142,40.15378,-0.21003,0.29456,0.55971,840.33502,-0.97178,-0.04036,0.26215,-0.42636,-0.08099,0.83559,-0.32536,-0.04123,-0.10079,-0.02459,0.03551,-0.18284
="2026/04/02 17:25:36.460",0.48819,-0.2708,0.40652,44.5807,-0.30133,0.29143,0.19561,848.36694,-1.01968,-0.09612,0.19863,-0.4559,-0.09926,0.27079,-0.06807,0.09404,-0.0074,0.45087,-0.06723,-0.72599
="2026/04/02 17:25:36.480",0.2584,-0.24122,0.87877,45.49269,0.12006,-0.32103,0.20976,859.06653,-0.89234,-0.11824,0.10454,-0.63182,-0.03901,0.68806,-0.31535,0.03755,0.10024,0.23659,0.11531,-0.3503
="2026/04/02 17:25:36.500",0.01626,-0.10213,0.69133,41.46758,-0.19079,-0.13363,-1.24947,870.50067,-0.74675,-0.13528,-0.07944,-0.63853,-0.24886,0.56254,0.14615,0.01879,-0.05523,0.30284,-0.04508,-0.65477
="2026/04/02 17:25:36.520",0.11574,-0.25906,0.89389,33.83226,0.25443,-0.38399,-0.31873,878.90356,-0.77961,-0.17704,0.45019,-0.51119,-0.22576,-0.00192,0.401,0.0998,0.11401,0.20102,0.05438,-0.68792
="2026/04/02 17:25:36.540",-0.14091,0.03946,0.58063,23.6537,0.08797,-0.73862,-0.79964,884.03143,-0.47328,0.01949,0.25328,-0.7261,-0.17137,0.58163,0.07756,0.03844,0.08386,-0.04649,0.00143,-0.28901
="2026/04/02 17:25:36.560",0.09647,-0.23692,1.47912,12.33498,-0.30129,-0.60426,-1.08833,885.20404,-0.54258,-0.07619,0.29533,-0.26979,0.0365,0.11498,0.28219,0.08487,0.08243,-0.11544,-0.03395,-0.45686
="2026/04/02 17:25:36.580",0.14684,0.03096,0.68111,3.09366,-0.00356,-0.83745,-0.17646,880.32288,-0.43517,-0.04674,0.10032,0.02853,-0.14045,0.22022,0.16546,0.09243,0.11198,-0.21896,0.02266,-0.69163
="2026/04/02 17:25:36.600",0.41088,0.15155,0.0065,0,-0.50177,-0.62564,-0.67866,871.32642,0.23545,0.0516,-0.35542,-0.282,-0.05068,0.07518,0.24797,0.12471,0.14959,-0.31552,0.16314,-0.07482
="2026/04/02 17:25:36.620",0.36045,-0.08613,-0.06887,0,-0.5494,-0.80303,0.57709,859.54065,0.19099,0.0355,-0.36064,0.37763,-0.11853,-0.68041,0.5928,0.0023,0.01482,-0.0109,0.01528,-0.32649
="2026/04/02 17:25:36.640",0.34312,0.33797,-0.80258,0,-0.51213,-1.06739,1.06558,846.8551,0.49359,0.1127,-0.43813,0.36014,0.00043,-0.24382,0.16635,0.04848,-0.00568,-0.11189,-0.02065,-0.0321
="2026/04/02 17:25:36.660",0.64244,0.41922,-0.38367,0,-1.15014,-0.57684,0.0542,836.57385,0.75399,0.15839,-0.46933,0.62263,0.04056,-0.39698,-0.00374,0.03216,0.12262,0.0849,0.03481,0.02425
="2026/04/02 17:25:36.680",0.45721,0.43034,-0.60773,8.06655,-0.85648,-0.48505,0.79895,829.98529,0.78489,0.10616,-0.37967,0.87644,0.08101,-0.59252,0.32495,0.11218,0.09718,0.27718,-0.00689,-0.51049
="2026/04/02 17:25:36.700",0.183,0.36029,-0.85579,17.98794,-0.20681,-0.4328,0.97235,828.1723,1.42585,0.05553,-0.57491,0.59927,0.05759,-0.21353,0.1323,-0.03802,0.07535,0.30894,0.07893,0.28543
="2026/04/02 17:25:36.720",0.11654,0.08062,-0.65101,26.96844,-0.79847,0.01827,-0.21528,829.96411,1.03901,0.10918,-0.47015,0.8514,0.17749,-0.95155,0.01333,0.06658,0.0059,0.64103,0.07742,-0.2308
="2026/04/02 17:25:36.740",-0.32079,0.30236,-0.82274,34.83833,0.20594,-0.08927,0.86911,837.07922,0.58848,0.04357,-0.20379,0.58775,0.2285,-0.62468,0.77463,0.12814,0.02697,0.51016,0.00439,0.14472
="2026/04/02 17:25:36.760",-0.45503,0.12545,-0.42412,39.10707,0.07327,0.27668,-0.72565,849.2843,1.09075,0.06452,-0.51982,0.58744,0.23134,-0.47702,0.26844,-0.0304,0.10679,0.59433,0.07539,0.40894
="2026/04/02 17:25:36.780",-0.70176,-0.07922,-0.27131,39.34246,0.3,0.32453,-0.50994,863.95404,0.93483,0.06454,-0.2558,0.59374,0.04337,-0.77626,0.06494,-0.00161,0.02824,0.57099,-0.09993,-0.14705
="2026/04/02 17:25:36.800",-1.04336,-0.15016,0.11561,35.89819,1.11876,0.39615,-0.8171,877.68274,0.73949,0.02708,-0.13028,0.55166,0.14318,-0.56871,-0.04687,0.00728,0.09775,0.36204,0.0891,0.44664
="2026/04/02 17:25:36.820",-0.97671,-0.11896,0.13168,28.6722,0.52818,0.72282,-1.55268,887.91589,0.80234,0.09742,-0.18861,-0.00084,0.23945,-0.28237,-0.00657,-0.10189,-0.0883,0.41961,-0.02228,0.31865
="2026/04/02 17:25:36.840",-1.0273,-0.25498,0.39997,19.83442,1.07015,0.6048,-0.84329,893.78082,0.36533,0.00955,0.18942,0.42977,0.16724,-0.79142,-0.049,-0.01401,-0.0913,-0.1785,-0.06632,0.40016
="2026/04/02 17:25:36.860",-0.7951,0.05819,0.03955,11.11996,1.02942,1.04561,-1.44408,894.25836,0.54503,0.0502,-0.03587,-0.21733,-0.02743,-0.09728,-0.08797,-0.10337,-0.05012,-0.08833,0.10302,0.33721
="2026/04/02 17:25:36.880",-0.49068,-0.18288,0.75881,3.78195,0.3277,1.11759,-0.7174,890.61798,0.10321,0.00888,0.27849,0.1588,-0.0963,-0.29183,-0.29584,-0.08017,-0.15896,-0.52869,-0.00497,0.67418
="2026/04/02 17:25:36.900",-0.24692,0.03125,0.41721,0,1.00882,0.59916,-0.00294,882.03387,-0.18808,-0.13464,0.54749,0.02977,-0.00693,-0.17277,-0.2762,-0.09152,-0.07787,-0.49578,-0.21819,0.32519
="2026/04/02 17:25:36.920",-0.00794,-0.05047,0.09215,0,0.24688,0.72256,0.3246,869.83557,-0.26809,-0.09144,0.48999,-0.31581,0.01686,0.30657,-0.73992,-0.03659,-0.01958,-0.62369,0.01493,0.83122
="2026/04/02 17:25:36.940",0.37121,-0.30638,0.39962,2.24808,-0.73315,0.88844,0.43138,857.34094,-0.87877,-0.11273,0.51995,0.28039,0.00235,-0.14213,-0.02437,-0.04415,-0.02297,-0.61172,0.14117,0.00222
="2026/04/02 17:25:36.960",0.45503,-0.01435,-0.28957,9.59892,0.17226,-0.29213,1.75645,846.50122,-0.6996,-0.09945,0.36578,-0.45903,-0.10876,0.43074,-0.01538,-0.00074,0.02272,-0.26012,-0.09649,0.19472
="2026/04/02 17:25:36.980",0.64765,-0.25929,-0.26306,19.20259,-0.79272,0.08965,0.6343,839.95563,-0.89047,-0.01342,0.18348,-0.1612,-0.18179,0.39292,-0.32488,-0.04922,-0.08871,-0.47742,-0.03681,0.57534
="2026/04/02 17:25:37.000",0.57277,-0.13359,-0.11506,28.89788,-0.34296,0.55764,1.19304,837.43158,-2.07709,-0.03356,0.92447,-0.30162,-0.1968,0.17155,-0.16386,-0.09467,-0.08769,-0.05045,-0.00389,-0.26978
="2026/04/02 17:25:37.020",0.47253,0.05624,0.11496,37.33923,-0.26773,-0.10349,0.68294,838.98743,-1.63571,0.00022,0.59432,-0.70899,-0.12044,1.03988,-0.09163,-0.04039,-0.00172,-0.11194,-0.14852,0.15365
="2026/04/02 17:25:37.040",0.46482,-0.17399,0.58829,43.15351,-0.68298,0.08123,-0.3296,845.50189,-1.36788,0.01185,0.18779,-0.21873,-0.08775,0.45965,-0.21247,-0.09605,-0.1173,0.06884,-0.06118,-0.54899
="2026/04/02 17:25:37.060",0.2766,0.144,0.87214,45.39582,0.09946,-0.0864,0.36413,855.65826,-1.58657,-0.03317,0.25318,-0.88205,-0.23792,0.94169,0.06053,0.00261,-0.03481,0.11514,0.0438,-0.55844
="2026/04/02 17:25:37.080",0.00363,0.58947,0.58477,43.21122,-0.24497,-0.34849,-0.62969,866.58813,-1.38409,-0.04092,0.12479,-0.86706,-0.17848,0.87888,0.18347,0.04087,0.02861,0.07384,0.04913,-0.25832
="2026/04/02 17:25:37.100",0.0692,-0.01434,0.82157,36.51466,-0.12908,-0.55702,-0.76082,876.23273,-1.43041,0.00274,0.59505,-0.77323,-0.07436,0.19374,-0.05467,0.03858,-0.01941,0.16674,-0.14543,-0.74274
="2026/04/02 17:25:37.120",-0.30023,-0.13896,0.55396,27.18029,0.12145,-0.66581,-0.25645,882.65375,-1.14409,0.04431,0.21834,-0.81361,-0.02691,0.38131,0.22404,0.09822,0.07425,-0.12325,0.17516,-0.31052
="2026/04/02 17:25:37.140",-0.16253,-0.02081,0.84107,17.00309,-0.47672,-0.7034,-1.32039,885.34583,-0.85036,0.01164,-0.14139,-0.58955,0.00047,0.49973,0.07698,0.05411,0.10855,-0.04256,-0.09632,-0.59911
="2026/04/02 17:25:37.160",0.12229,-0.10031,0.62227,6.99986,-0.13583,-0.86837,-0.00835,882.39899,-0.57675,-0.05258,0.03395,-0.36927,0.10814,-0.01496,0.07013,0.06118,0.07297,0.07552,0.06605,-0.60812
="2026/04/02 17:25:37.180",0.06243,0.09486,-0.27335,0,-0.45367,-0.98763,-0.22366,874.72302,0.10601,-0.03381,-0.6071,-0.57693,0.00239,0.41093,0.23855,0.09096,0.07668,-0.15077,0.0565,0.0312
="2026/04/02 17:25:37.200",0.34932,0.00853,-0.70843,0,-0.74646,-0.83476,-0.19075,864.18945,0.1323,-0.01275,-0.53938,0.0347,-0.04374,-0.28989,0.09342,0.06953,0.09751,-0.16402,0.08121,-0.15487
="2026/04/02 17:25:37.220",0.27722,0.00305,-0.83146,0,-0.78678,-0.42744,-0.3389,851.81329,0.48837,0.10346,-0.22856,0.1152,-0.10176,-0.20864,0.81282,0.15176,0.13956,-0.27985,-0.16348,-0.52685
="2026/04/02 17:25:37.240",0.46359,0.09252,-1.02428,0,-0.20857,0.06423,0.46337,840.94812,0.90981,0.11956,-0.59201,0.21898,0.10554,0.12771,-0.01975,0.10417,0.08982,-0.26713,0.20795,0.30672
="2026/04/02 17:25:37.260",0.4701,0.01865,-0.77468,5.5499,-0.72387,-0.29773,0.05091,832.41174,0.86396,0.07378,-0.40546,0.92694,0.13991,-0.63496,0.02287,-0.07789,0.01962,0.12783,-0.14824,-0.2373
="2026/04/02 17:25:37.280",0.43463,0.33297,-1.18347,14.91266,-0.03766,-0.6063,1.49894,828.28485,0.90482,0.12897,-0.60244,0.46603,0.18265,-0.00985,0.13783,0.09966,0.05395,0.16656,0.02941,0.08089
="2026/04/02 17:25:37.300",0.06518,0.20869,-1.2486,23.9106,-0.66499,-0.28784,-0.18595,829.19196,1.27374,0.15835,-0.70828,0.68462,0.05349,-0.613,0.13648,0.05496,0.1139,0.48581,-0.01334,0.14279
="2026/04/02 17:25:37.320",-0.04943,0.13467,-0.90059,31.95455,-0.21766,-0.12992,0.4918,835.23199,0.9682,0.11171,-0.4371,0.84491,0.04917,-0.88991,0.06764,0.02879,0.0633,0.60302,0.02104,-0.18608
="2026/04/02 17:25:37.340",-0.46462,0.21372,-0.72004,38.01314,0.60974,-0.11492,0.23374,846.09686,1.13022,0.17144,-0.36472,0.44989,0.18465,-0.28589,0.16535,0.01962,0.02532,0.54361,0.09673,0.30566
="2026/04/02 17:25:37.360",-0.65506,0.02771,-0.38172,39.51546,0.25646,0.39011,-0.98239,859.16406,1.28373,0.11272,-0.25126,0.45806,0.24953,-0.49659,-0.34963,0.05292,0.01352,0.73854,-0.02861,0.08279
="2026/04/02 17:25:37.380",-0.82733,-0.03459,0.02955,36.69395,0.91654,0.38445,-0.19888,872.35455,0.86509,0.08024,-0.02573,0.54144,0.13574,-0.91573,0.31853,-0.01835,0.02664,0.31835,-0.00313,0.25736
="2026/04/02 17:25:37.400",-0.92524,0.2927,-0.18389,30.68373,0.86038,0.69646,-1.60357,883.95325,1.27867,0.07302,-0.41422,-0.06825,0.08346,-0.11633,-0.09974,-0.04975,-0.01973,0.29965,0.04773,0.473
="2026/04/02 17:25:37.420",-0.90479,-0.07464,0.20713,22.63941,0.6984,0.90818,-1.44792,892.3548,0.56997,0.0229,-0.12949,0.34227,-0.05873,-0.71731,-0.02271,-0.06746,-0.03873,0.11328,-0.08707,0.13893
="2026/04/02 17:25:37.440",-0.80136,0.03305,0.14831,14.5281,1.27048,0.81694,-0.6925,894.92157,0.63397,-0.01646,-0.04822,-0.07659,0.00088,-0.49411,-0.29581,-0.01396,-0.0976,-0.27087,0.09272,0.75906
="2026/04/02 17:25:37.460",-0.68233,-0.10048,0.03353,6.85509,0.57698,0.78953,-1.48492,891.53259,0.55392,-0.08545,0.15942,-0.24004,0.05304,-0.11701,-0.21525,-0.11807,-0.08392,-0.43008,-0.12484,1.02461
="2026/04/02 17:25:37.480",-0.25112,-0.43375,0.14586,1.51128,0.80461,0.80132,-0.01518,884.12805,-0.06399,-0.11418,0.50137,0.34103,0.13877,-0.70259,-0.25799,-0.06956,-0.06493,-0.72236,-0.07374,0.27923
="2026/04/02 17:25:37.500",-0.04017,-0.08224,-0.24345,0,0.59772,0.86716,-0.60421,874.01196,0.0485,0.01856,0.49583,-0.30566,0.05369,0.17494,-0.25157,-0.08185,-0.01195,-0.86019,-0.10106,0.78694
="2026/04/02 17:25:37.520",0.25328,-0.21557,0.08817,1.47867,0.25495,0.71675,0.17481,862.37756,-0.29722,-0.07949,0.21282,0.00421,-0.12041,0.13582,-0.34131,-0.11261,-0.1057,-0.74034,0.16198,0.50479
="2026/04/02 17:25:37.540",0.55625,-0.15433,0.12124,6.913,0.61782,0.26323,0.87023,850.6413,-0.5183,-0.14057,0.34478,-0.06453,-0.10514,0.40532,-0.00789,-0.10996,-0.17129,-0.58307,-0.23673,0.2543
="2026/04/02 17:25:37.560",0.54845,-0.10449,-0.33539,15.10672,0.03333,0.55974,1.05391,841.32257,-0.59002,-0.07576,0.29264,-0.42366,-0.12021,0.8292,-0.24055,-0.07683,-0.10482,-0.54779,0.0103,0.87243
="2026/04/02 17:25:37.580",0.69156,-0.20494,-0.32574,25.52413,-0.60756,0.34838,0.23089,837.02551,-1.12361,0.00223,0.52676,0.00301,-0.12152,0.20051,-0.20837,-0.08686,-0.0875,-0.34022,-0.17465,-0.09362
="2026/04/02 17:25:37.600",0.58767,-0.09696,0.01057,35.29781,0.58196,0.17756,0.97651,837.69476,-0.77328,0.02039,0.47239,-0.5178,-0.0248,0.72557,0.18444,-0.02962,-0.04574,0.02016,0.10924,-0.18783
="2026/04/02 17:25:37.620",0.43612,-0.26259,0.33982,41.53417,-0.51796,0.14127,0.18427,843.14789,-0.49449,0.08738,-0.03044,-0.37314,-0.0824,0.73586,0.13448,-0.06211,-0.00145,0.04441,0.03088,-0.03132
="2026/04/02 17:25:37.640",0.39376,-0.12158,0.45309,44.38903,0.0813,-0.2269,-0.096,851.77081,-1.13689,-0.04711,0.33608,-0.55424,-0.13667,0.37887,0.25762,0.01657,0.04101,0.22966,-0.07241,-0.76256
="2026/04/02 17:25:37.660",0.18297,-0.07318,0.63415,43.67163,0.2288,-0.13638,0.07676,862.04865,-0.88184,0.04978,0.19682,-0.87562,-0.08612,0.73394,-0.16475,0.00753,-0.06917,0.20787,-0.03286,-0.21843
="2026/04/02 17:25:37.680",0.11279,-0.01325,0.2944,38.18325,-0.56481,-0.1342,-0.71901,872.67798,-0.65878,0.10124,0.30718,-0.98001,-0.21368,0.77894,0.09301,-0.02222,-0.00805,0.25288,-0.0213,-0.6798
="2026/04/02 17:25:37.700",0.05765,-0.14331,0.888,29.95723,0.03124,-0.73234,0.01648,880.24274,-1.05608,0.05116,0.10857,-0.39001,-0.22252,-0.08757,0.11739,0.06846,-0.00919,0.21038,0.05362,-0.55663
="2026/04/02 17:25:37.720",0.02255,0.07208,0.17515,20.61963,-0.55455,-0.85736,-0.72549,884.03497,-0.56935,0.10913,-0.51124,-0.92349,-0.17278,0.90541,0.09918,0.06697,0.01571,0.09544,0.06653,-0.28765
="2026/04/02 17:25:37.740",0.03304,-0.23097,0.1853,10.89876,-0.55674,-0.8375,-0.4666,883.84204,-0.30298,0.06966,-0.25911,-0.7343,-0.14289,0.01502,0.23422,0.01847,0.02672,-0.32168,-0.1326,-0.39939
="2026/04/02 17:25:37.760",0.25383,0.11182,-0.12508,2.24869,-0.18621,-0.76517,0.1058,878.10681,-0.20741,0.02197,-0.11448,-0.35597,-0.00542,0.19962,0.23794,0.07966,0.04648,-0.23435,0.11009,-0.51786
="2026/04/02 17:25:37.780",0.35282,0.18267,-0.13288,0,-1.10256,-0.75455,-0.26473,869.09662,0.09589,0.05184,-0.61807,-0.19644,0.02931,0.59253,0.30623,0.07166,0.08517,-0.4813,0.06906,0.03139
="2026/04/02 17:25:37.800",0.55115,0.17068,-0.58139,0,-0.55103,-0.98983,0.55469,856.95819,-0.05113,0.02741,-0.01272,0.21942,-0.06062,-0.12583,0.81828,-0.00567,-0.03451,-0.03528,-0.00998,-0.47008
="2026/04/02 17:25:37.820",0.41963,0.46602,-0.59695,0,-0.25936,-1.1037,1.13891,844.66119,0.523,0.08062,-0.57727,-0.01266,0.07069,0.45419,0.07059,0.05009,-0.07551,-0.16012,-0.07669,0.22015
="2026/04/02 17:25:37.840",0.48176,0.19795,-1.04536,3.39061,-1.0963,-0.26122,0.07437,835.54877,0.60224,0.07783,-0.58122,0.76408,0.0606,-0.31252,-0.01221,-0.02618,0.00844,0.02251,0.11279,0.16444
="2026/04/02 17:25:37.860",0.33275,0.23772,-1.05643,11.62136,-0.51762,-0.41975,0.90978,829.65216,0.7622,0.05868,-0.48214,0.58971,0.15831,-0.58389,0.33661,0.0539,0.02728,0.2299,-0.11459,-0.10032
="2026/04/02 17:25:37.880",0.1181,0.31244,-1.30523,20.88743,-0.39813,-0.21013,0.72403,828.5589,1.6436,0.06104,-0.66601,0.51946,0.30325,-0.01824,0.1952,0.08098,-0.03514,0.29997,0.04656,0.38156
="2026/04/02 17:25:37.900",-0.06179,0.15253,-0.71785,28.96335,-0.49374,-0.08748,-0.14278,832.55005,1.31041,0.12853,-0.22306,0.97938,0.22558,-0.85891,0.05895,-0.04583,0.00845,0.7542,0.00942,-0.28028
="2026/04/02 17:25:37.920",-0.32766,0.3108,-0.59524,35.58165,0.39521,-0.14897,0.77474,841.61719,0.83122,0.00567,0.03197,0.47286,0.22066,-0.42656,0.24006,0.02827,0.00549,0.66158,0.02165,0.15262
="2026/04/02 17:25:37.940",-0.68173,0.00259,-0.40376,38.5177,0.03114,0.2096,-0.80336,854.40009,1.31931,0.09688,-0.56443,0.79799,0.1937,-0.62449,-0.29116,-0.01159,-0.01704,0.75996,-0.00876,0.32708
