time,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 17:16:06.180",0.034,0.04904,-0.03692,24.74269,-0.13506,0.19914,0.12061,-0.31142,0.0664,0.04089,867.81256,-0.13362,-0.07104,0.19043,0.22165,-0.53481,0.52446,0.30256,-0.01621,-0.04101
="2026/04/02 17:16:06.200",-0.06076,-0.01107,0.09922,21.35884,-0.14797,0.15522,0.18309,-0.04772,0.06323,-0.05865,870.86188,-0.22187,0.04343,0.10776,0.21298,-0.33001,-0.05239,0.00914,-0.02725,-0.0576
="2026/04/02 17:16:06.220",-0.01019,0.07492,-0.00903,18.158,-0.13504,0.07077,0.30333,-0.30655,-0.00463,-0.07897,871.76398,-0.00226,0.09256,-0.04248,0.30176,-0.13974,0.20299,0.03545,-0.03018,0.0027
="2026/04/02 17:16:06.240",-0.18764,-0.08653,0.1918,16.18429,-0.11877,0.08885,-0.00682,-0.29025,-0.03846,0.06069,871.01013,-0.38364,0.10383,0.22411,0.12044,-0.08389,0.1976,-0.09981,0.01929,0.048
="2026/04/02 17:16:06.260",-0.15719,0.02475,0.17927,14.34545,0.00548,-0.22804,0.24718,-0.1529,0.01133,-0.17219,868.51318,-0.11804,0.10159,0.10437,0.03614,0.10959,-0.20131,0.03767,-0.00451,-0.02854
="2026/04/02 17:16:06.280",-0.12028,0.01303,0.1621,13.06645,0.03391,-0.06375,0.24309,-0.40859,-0.02812,0.15882,863.86237,-0.15321,0.04489,0.20863,-0.04617,-0.08601,0.49207,0.02063,0.01033,0.00695
="2026/04/02 17:16:06.300",-0.12048,-0.0291,0.14767,13.5922,0.09037,0.06767,0.07736,-0.24277,0.04247,-0.02792,859.72931,-0.20311,0.00469,0.20181,-0.16254,-0.11899,0.29553,0.08551,0.05582,0.08803
="2026/04/02 17:16:06.320",-0.12116,0.02393,0.41393,14.61732,0.13794,0.12144,0.25911,-0.28903,0.00385,-0.09689,856.34235,0.06758,-0.14046,0.07962,-0.04325,-0.19106,0.54386,0.07376,0.03655,0.05231
="2026/04/02 17:16:06.340",0.05161,-0.04105,0.02978,16.93335,0.22036,0.27229,-0.09926,-0.24577,-0.00249,0.0554,853.83368,-0.20208,-0.01084,0.24889,-0.02215,-0.21877,0.83917,0.04529,0.05493,-0.00693
="2026/04/02 17:16:06.360",-0.00552,-0.00385,0.19303,19.94595,0.0886,0.13232,0.08241,-0.19473,0.08293,-0.16019,852.33624,0.04306,0.0734,0.07374,0.0137,-0.17,0.56542,-0.09608,0.01926,0.0375
="2026/04/02 17:16:06.380",-0.05259,-0.03076,0.3299,22.93312,0.05497,0.10997,-0.00968,-0.35952,-0.05495,-0.00996,851.79956,-0.04771,0.13002,0.1275,-0.13188,-0.01611,0.32371,-0.08826,0.03933,-0.00977
="2026/04/02 17:16:06.400",0.15181,-0.02135,-0.15905,25.28851,-0.131,0.02552,0.07651,-0.27676,-0.00075,-0.04114,854.0141,-0.22853,0.10617,0.20209,0.05077,0.04582,0.46096,-0.19461,0.0178,-0.03658
="2026/04/02 17:16:06.420",0.03932,0.05653,0.21379,25.81333,-0.07807,-0.00846,0.19837,-0.19686,0.00689,-0.20352,857.35919,0.01641,0.05442,-0.01035,0.27272,-0.18112,0.7264,-0.13978,-0.01418,0.01924
="2026/04/02 17:16:06.440",0.25004,0.01416,-0.21068,26.30977,-0.15617,0.05584,0.11928,-0.18264,-0.05087,0.08983,860.63971,-0.12813,-0.05448,0.0248,-0.03566,-0.05955,-0.15376,-0.12841,0.03266,0.03147
="2026/04/02 17:16:06.460",0.11077,0.00238,-0.02899,24.94902,-0.1415,-0.0023,0.11123,-0.24027,-0.02185,-0.12993,863.90283,-0.22987,0.00127,0.41676,0.41486,-0.31998,0.4583,-0.07168,-0.01204,0.0476
="2026/04/02 17:16:06.480",0.04165,0.01844,0.04243,22.23052,-0.34292,-0.02271,0.28298,-0.08183,0.00004,0.06875,866.78619,-0.26853,-0.00786,0.14594,0.26434,0.07474,-0.22322,-0.17986,0.00138,0.01574
="2026/04/02 17:16:06.500",0.3341,0.11403,-0.36991,19.62262,-0.26691,0.0931,0.50642,-0.2459,-0.05644,0.13874,868.54779,0.02867,0.02559,-0.1727,0.06909,0.1082,0.02351,-0.09198,-0.00796,0.02217
="2026/04/02 17:16:06.520",-0.02559,0.0085,0.25957,16.89453,-0.20709,0.26027,0.25259,-0.11999,-0.01132,-0.1892,869.05396,-0.32688,0.02103,0.32071,0.21919,-0.22544,0.01129,-0.28119,0.05358,0.03111
="2026/04/02 17:16:06.540",0.04164,-0.04941,0.01758,14.15727,-0.12747,-0.014,0.55499,-0.12007,-0.03231,0.08937,867.7204,-0.17878,0.02534,-0.09409,-0.18881,0.14776,-0.91981,-0.20316,0.05755,0.07034
="2026/04/02 17:16:06.560",-0.14553,-0.04443,0.01334,12.13952,-0.1253,0.12143,0.2842,-0.18945,0.04846,0.01256,864.57281,-0.1,0.04051,0.11206,0.25783,0.26953,0.16899,-0.25711,0.01009,0.01301
="2026/04/02 17:16:06.580",-0.17308,0.08465,0.36595,11.00997,-0.0274,0.15447,0.00124,0.05766,-0.00523,0.00874,860.87408,-0.29704,0.05435,0.21449,-0.13745,0.24217,-0.1899,-0.2227,-0.01101,-0.00456
="2026/04/02 17:16:06.600",-0.06601,-0.24893,-0.03912,12.04866,0.03881,-0.05198,0.19979,-0.21614,-0.03852,0.09021,857.18378,0.13975,-0.01479,-0.14529,-0.4005,-0.17592,-0.14297,-0.0957,0.00972,0.05191
="2026/04/02 17:16:06.620",-0.16701,0.12088,0.22285,14.67806,0.06535,0.23174,-0.04908,-0.07934,0.01519,0.20211,853.54797,-0.19262,0.04755,0.40863,0.05547,-0.11602,0.45496,-0.16919,-0.0081,0.01578
="2026/04/02 17:16:06.640",0.12208,-0.03341,0.01353,17.74604,0.10669,0.22909,0.09015,-0.25038,0.00455,0.14097,850.61829,0.20068,-0.01692,-0.07327,-0.17337,0.06492,-0.2673,-0.37855,0.04038,0.02662
="2026/04/02 17:16:06.660",0.10456,0.0814,-0.12145,19.9648,0.12718,0.13054,-0.2621,-0.37195,0.01437,0.01422,849.64532,-0.01966,0.00755,0.07998,0.02988,-0.22401,0.62221,-0.07503,0.01228,0.03755
="2026/04/02 17:16:06.680",0.1058,-0.09392,0.15643,22.17768,-0.08838,-0.06948,-0.27196,-0.08115,-0.03229,-0.02927,850.58337,-0.09212,0.07326,0.16703,0.4043,-0.01025,-0.45157,-0.22571,-0.00727,0.00594
="2026/04/02 17:16:06.700",0.23677,-0.01067,-0.26677,24.72162,0.02612,-0.2751,-0.05263,-0.20313,0.02245,-0.09941,852.91949,0.25306,0.19561,-0.25802,-0.10827,0.60057,-0.1889,-0.19677,0.00186,-0.02082
="2026/04/02 17:16:06.720",0.12537,-0.02833,-0.09481,26.06868,-0.13469,-0.03343,-0.27394,0.06184,0.00516,-0.17874,856.44519,-0.1489,0.04916,0.20169,0.33206,0.29679,-0.11482,-0.19139,-0.03019,0.05055
="2026/04/02 17:16:06.740",0.28592,-0.05177,-0.19926,25.98367,-0.02134,-0.17955,-0.03299,-0.01126,0.01009,-0.00039,860.40076,-0.0382,-0.05501,0.0731,-0.05258,0.43266,-0.97346,-0.12677,-0.00146,0.03414
="2026/04/02 17:16:06.760",0.05569,0.03789,-0.24941,24.42559,-0.13721,-0.05366,0.45366,-0.16484,0.0149,-0.03557,864.43524,0.08253,-0.21039,-0.46603,0.1587,0.19775,-0.22935,-0.15061,-0.00518,-0.00674
="2026/04/02 17:16:06.780",0.00715,-0.01764,-0.03698,22.17511,-0.1996,0.23176,0.25626,0.0774,-0.01031,-0.04743,867.20721,-0.14593,-0.09689,-0.07316,0.26351,0.17559,-0.7018,-0.05549,0.00409,-0.0192
="2026/04/02 17:16:06.800",0.06939,0.03844,-0.30528,19.16681,-0.14691,0.12808,0.40718,-0.06259,-0.01109,0.01005,868.76965,0.19419,-0.12625,-0.30515,-0.21495,0.15667,-0.54728,-0.05754,0.01604,0.02735
="2026/04/02 17:16:06.820",-0.14609,-0.02621,-0.15278,15.39935,0.02682,0.14136,0.26189,-0.0788,0.04086,0.08466,868.90448,-0.14919,0.0633,-0.11023,0.1995,-0.32753,-0.16099,-0.08828,0.00985,0.00137
="2026/04/02 17:16:06.840",-0.00013,-0.02189,-0.08939,12.63144,-0.05629,0.02653,0.04522,0.06338,-0.00189,-0.01613,866.76532,0.15139,0.08728,-0.04366,-0.07303,0.02291,-0.82244,-0.09917,0.03079,0.06917
="2026/04/02 17:16:06.860",-0.20195,-0.00543,-0.2,11.26738,0.13398,-0.11048,0.14484,0.00475,-0.02065,0.00441,863.65118,0.08843,0.07084,-0.21684,-0.11757,0.17442,-0.33029,-0.0405,0.00467,0.01619
="2026/04/02 17:16:06.880",-0.07441,0.01271,-0.16934,11.44896,0.08255,-0.1192,-0.41266,0.1857,-0.00362,-0.07679,860.38885,-0.01093,0.01574,0.08308,0.08328,0.23451,-0.49598,-0.06481,0.04688,-0.00621
="2026/04/02 17:16:06.900",-0.18461,-0.02959,0.02855,13.4216,0.13785,-0.37708,-0.23289,0.10419,0.01173,-0.03814,856.92175,0.22163,-0.03191,-0.25223,-0.50138,0.23603,-0.54858,0.10905,0.00603,0.04296
="2026/04/02 17:16:06.920",-0.02776,0.00337,-0.16529,15.61693,0.25947,-0.16839,-0.37225,0.16201,0.0227,0.12558,854.17773,-0.03969,-0.04523,0.06574,-0.14309,0.29264,0.10635,-0.06681,0.02091,-0.0211
="2026/04/02 17:16:06.940",0.12813,-0.00987,-0.04014,18.5878,0.25021,-0.06365,-0.38868,0.21804,0.00649,-0.07362,851.66107,0.32427,-0.06674,-0.05309,-0.15746,-0.00633,0.0725,-0.06839,-0.05037,-0.05169
="2026/04/02 17:16:06.960",0.0067,-0.01766,-0.15146,22.16459,0.34941,0.00032,-0.37249,0.17487,0.05488,0.09868,850.89819,0.10095,-0.10869,-0.15884,-0.36064,0.14416,-0.17728,0.01454,-0.00632,0.00688
="2026/04/02 17:16:06.980",0.18328,-0.02941,-0.14904,25.11389,0.16202,-0.02029,-0.30002,-0.04013,0.03862,0.07223,852.49878,0.08562,-0.02912,-0.08513,0.123,0.1389,-0.19708,0.18888,0.02844,-0.02573
="2026/04/02 17:16:07.000",0.06797,-0.05803,-0.01576,27.37483,0.14023,0.06751,-0.1628,0.21646,0.06595,-0.12442,855.521,0.14242,0.01885,-0.09088,-0.19707,-0.00159,0.16052,0.15375,-0.08079,-0.03397
="2026/04/02 17:16:07.020",0.17114,0.00101,-0.17799,28.00007,0.01413,0.01297,-0.12713,0.31589,0.03733,-0.08914,859.51715,0.13886,0.05355,-0.39889,-0.14406,0.08326,-0.64098,0.13817,-0.01088,-0.02532
="2026/04/02 17:16:07.040",0.21147,0.00269,-0.09631,26.809,-0.08919,0.06509,-0.24861,0.30346,0.01012,0.06049,863.80322,0.08027,0.01567,-0.01972,0.2017,-0.10125,-0.16142,0.22605,-0.00414,-0.0241
="2026/04/02 17:16:07.060",0.0709,-0.03104,-0.08652,24.30179,-0.09687,-0.02357,-0.12895,0.40285,0.01034,-0.12468,867.63019,-0.04494,-0.02221,-0.1093,-0.09928,0.01615,-0.54039,0.17641,-0.0174,0.01536
="2026/04/02 17:16:07.080",0.16919,-0.06856,-0.13632,21.04213,-0.10073,-0.16991,-0.04829,0.25777,-0.02274,0.13489,870.38318,0.1841,0.04838,-0.19347,0.26613,0.06716,-0.5653,0.19613,-0.06822,-0.02865
="2026/04/02 17:16:07.100",-0.06044,0.10555,0.0701,17.97719,-0.2026,-0.04022,-0.14711,0.29047,0.00156,0.0713,871.3208,-0.17347,0.01266,0.14425,-0.08016,0.20269,-0.24768,0.22279,-0.02613,-0.05301
="2026/04/02 17:16:07.120",-0.11463,-0.04657,-0.09343,15.48442,-0.01533,-0.20445,-0.00828,0.44388,0.0074,-0.24574,871.00006,0.2348,-0.03221,-0.25227,-0.1796,0.22915,-0.82147,0.23522,-0.01105,-0.07384
="2026/04/02 17:16:07.140",-0.15197,-0.03047,0.02838,13.79859,0.00339,-0.10561,-0.14608,0.29003,-0.06788,-0.12294,868.94482,0.03779,-0.03946,0.01476,-0.11351,0.06277,0.07045,0.2629,-0.04724,-0.07268
="2026/04/02 17:16:07.160",-0.3382,0.02403,0.12021,12.93951,0.04139,-0.06478,-0.05393,0.62236,0.00466,-0.16228,865.58856,-0.01053,-0.07777,-0.0486,-0.29899,0.13395,-0.19129,0.08906,-0.0382,-0.05061
="2026/04/02 17:16:07.180",-0.13921,-0.0147,-0.14671,12.84974,0.20804,-0.00188,0.06241,0.29113,-0.007,-0.08898,861.47949,0.24784,-0.07151,-0.15035,-0.15795,-0.04442,0.14231,0.3292,-0.01284,-0.06433
="2026/04/02 17:16:07.200",-0.31795,-0.04641,0.31082,15.1724,0.17899,0.15989,-0.00882,0.48377,-0.02393,-0.22245,857.53491,-0.02933,-0.05472,0.10576,-0.38632,-0.23659,0.718,0.54454,0.03707,-0.02852
="2026/04/02 17:16:07.220",-0.02622,0.04326,-0.04349,17.81886,0.23196,0.05025,0.03478,0.42491,0.01128,-0.01673,854.30212,0.25288,-0.00669,-0.17641,-0.38216,-0.08111,0.34156,0.11737,-0.02121,-0.04703
="2026/04/02 17:16:07.240",0.01171,-0.0273,0.14419,20.75551,0.17773,0.10778,0.16138,0.33395,-0.01593,0.06809,852.07611,0.13265,0.04987,-0.19004,-0.29153,-0.34077,0.93853,0.2136,-0.02781,0.00142
="2026/04/02 17:16:07.260",0.04201,0.07815,0.09595,24.6933,0.12171,0.05077,-0.07999,0.39248,-0.03748,-0.08194,852.18701,-0.02178,0.07551,0.04378,-0.31998,-0.18482,0.43196,0.1087,-0.10477,-0.05785
="2026/04/02 17:16:07.280",0.11595,-0.12765,0.07485,26.77439,0.07615,-0.11387,-0.01549,0.06499,-0.03422,0.11654,853.95233,0.20387,-0.02124,-0.1923,-0.07164,-0.12893,0.04492,0.17446,-0.04351,-0.05845
="2026/04/02 17:16:07.300",-0.02085,0.07476,0.16027,28.08442,-0.10914,0.01069,0.00715,0.06617,-0.01936,0.20595,857.55334,-0.13345,-0.00613,-0.04143,0.08084,0.20559,0.54766,-0.00267,-0.0195,0.00961
="2026/04/02 17:16:07.320",0.03673,-0.03651,0.046,27.96933,-0.1184,-0.03423,-0.08905,0.35429,0.03625,-0.05485,862.0835,0.11979,-0.039,-0.02833,-0.02735,0.10263,-0.08879,0.20766,-0.00861,0.01048
="2026/04/02 17:16:07.340",0.04447,0.00868,0.0112,26.06856,-0.1715,-0.04542,0.05897,-0.07831,-0.03082,0.01107,865.87476,-0.05693,-0.04323,0.0302,0.14475,-0.16381,0.38687,0.25958,-0.0072,-0.02739
="2026/04/02 17:16:07.360",-0.01926,0.0715,0.18631,24.00056,-0.2626,0.07581,0.56073,0.27638,0.02294,-0.02138,868.64532,-0.21056,-0.02109,0.05002,0.15113,-0.24173,0.25401,0.23024,-0.053,0.03862
="2026/04/02 17:16:07.380",0.0552,-0.03475,-0.00843,21.11879,-0.20893,0.27641,0.42258,0.0365,0.07482,0.07205,870.43762,0.03469,-0.02449,-0.08064,0.15587,-0.27682,0.12162,-0.06645,0.03166,-0.00438
="2026/04/02 17:16:07.400",-0.17775,-0.01699,0.12936,17.46364,-0.18112,0.24869,0.43022,0.07642,0.04989,0.15174,870.8382,-0.37283,-0.03299,0.18641,0.2501,-0.33819,0.35073,0.11828,-0.03226,-0.00936
="2026/04/02 17:16:07.420",-0.1731,0.00217,0.09803,14.20146,-0.16394,0.05027,0.40151,0.09208,0.04679,-0.09219,869.20551,-0.05684,0.04957,0.01667,0.14167,-0.06408,-0.15642,0.01693,0.0033,-0.02575
="2026/04/02 17:16:07.440",-0.24169,0.02737,0.28762,12.36673,-0.10305,0.01131,0.23115,-0.1153,0.00432,0.10623,865.33185,-0.22879,0.16718,0.06491,-0.04204,-0.05046,0.27022,0.00509,-0.01261,-0.06842
="2026/04/02 17:16:07.460",-0.10384,0.00772,-0.02973,12.26392,-0.05567,0.00886,0.14398,0.01048,-0.04245,0.06813,861.6134,-0.22587,0.12232,0.31432,0.01109,-0.12194,0.32027,0.08985,-0.02157,0.03093
="2026/04/02 17:16:07.480",-0.27044,-0.01505,0.31025,12.9355,0.07383,-0.02143,0.29821,-0.16849,-0.00411,-0.08287,857.68005,0.07708,0.02197,0.01374,-0.00583,-0.14061,0.18209,0.01854,-0.01252,0.01507
="2026/04/02 17:16:07.500",-0.17402,0.02816,0.05624,14.83236,0.13469,0.16413,0.23707,-0.28651,0.00006,0.00264,854.32361,-0.18965,-0.0952,0.25032,-0.23031,0.14702,0.2345,-0.06756,0.04797,0.01727
="2026/04/02 17:16:07.520",0.01424,-0.04208,0.08789,17.85553,0.11804,0.1468,0.22429,-0.1122,0.04572,-0.0456,851.60992,-0.00499,-0.08817,0.2112,0.21458,-0.15613,1.06186,0.03989,-0.00492,0.06078
="2026/04/02 17:16:07.540",-0.03692,0.0014,0.27244,21.01184,0.14677,0.08958,0.13671,-0.04385,-0.01132,-0.10526,850.47449,-0.03997,-0.01888,-0.06452,-0.14402,-0.22849,0.70945,-0.17244,0.02557,0.00952
="2026/04/02 17:16:07.560",0.16784,-0.03848,-0.01007,23.61229,0.0453,0.05383,0.00631,-0.3189,-0.00624,0.07,850.46948,-0.1463,0.1251,0.12814,-0.11664,-0.16151,0.4627,-0.1656,0.02225,0.02964
="2026/04/02 17:16:07.580",0.15674,0.10257,0.17386,25.63074,-0.11037,0.07368,-0.03726,-0.10844,-0.00519,-0.16838,852.06689,-0.17086,0.08796,0.28728,0.05338,-0.16974,1.07351,-0.11964,-0.05321,-0.03142
="2026/04/02 17:16:07.600",0.1045,-0.10092,-0.05756,27.00246,-0.03355,-0.08848,0.22565,-0.15558,0.00858,-0.0835,855.67511,-0.00579,0.01193,-0.08447,-0.18089,-0.14744,0.10128,-0.26449,0.04092,0.02938
="2026/04/02 17:16:07.620",0.14808,-0.03458,-0.16923,26.41973,-0.19671,0.05502,0.07042,-0.31256,0.00501,0.05269,859.80988,-0.12217,-0.00414,0.21069,0.2673,-0.29108,0.51908,-0.22584,-0.02303,-0.01207
="2026/04/02 17:16:07.640",0.00602,0.03495,0.12621,24.3947,-0.21141,0.07801,0.26354,-0.04127,0.08196,0.03107,863.64569,-0.25584,-0.06443,0.14605,0.23478,-0.09232,0.15038,-0.14535,0.01948,-0.00069
="2026/04/02 17:16:07.660",0.28989,0.12061,-0.33779,21.588,-0.17926,0.00456,0.32052,-0.37897,0.01543,0.03012,867.31549,0.09203,-0.05434,-0.16259,0.03255,-0.13792,0.16919,-0.17576,0.03531,0.03014
="2026/04/02 17:16:07.680",0.11403,-0.05416,-0.08153,18.79269,-0.2527,0.07538,0.17334,-0.24023,0.02878,-0.08002,868.73895,-0.42621,0.01664,0.36128,0.23367,-0.61885,0.24864,-0.20869,0.02325,0.06157
="2026/04/02 17:16:07.700",0.14604,0.07354,-0.03421,16.14882,-0.18716,-0.1138,0.29868,-0.20222,0.00976,-0.06839,868.17969,-0.09329,0.06511,-0.19954,0.06758,0.04822,-0.62573,-0.20682,0.01327,0.01308
="2026/04/02 17:16:07.720",0.15546,-0.08974,-0.19382,13.08011,-0.09395,0.08628,0.11465,-0.29944,-0.02858,-0.00737,866.81244,-0.07994,0.04004,0.14421,0.21313,0.12133,-0.26776,-0.02143,0.00568,-0.00634
="2026/04/02 17:16:07.740",-0.00527,0.05883,0.02731,11.04397,-0.07266,-0.04783,-0.48682,0.08739,-0.02568,-0.07019,864.25891,-0.28609,-0.00554,0.35044,0.16204,0.35305,-0.4187,-0.29197,-0.00036,0.0254
="2026/04/02 17:16:07.760",0.04677,-0.16277,-0.13229,10.93021,0.03251,-0.40694,0.20418,-0.11464,-0.0678,0.06229,859.87787,0.12796,0.00924,-0.10521,-0.24207,0.28756,-0.65374,-0.25903,0.00277,0.05051
="2026/04/02 17:16:07.780",-0.06365,0.04923,-0.06979,12.4855,0.03944,0.10914,-0.30801,-0.12448,-0.09133,0.11341,855.13501,-0.1717,0.0275,0.31287,-0.03547,0.29303,0.17277,-0.17525,0.00845,0.03616
="2026/04/02 17:16:07.800",0.15122,0.01089,-0.08004,15.27115,0.18904,0.13498,-0.05208,-0.12502,0.00012,0.08938,851.61487,0.16359,-0.10897,-0.03172,-0.42411,0.13,-0.15646,-0.13839,-0.01118,0.02017
="2026/04/02 17:16:07.820",0.12853,-0.00331,-0.03503,18.18086,0.19802,0.05731,-0.26893,-0.34588,-0.0548,0.12124,849.47498,0.06261,-0.15505,-0.10754,-0.2491,-0.2129,0.39837,-0.16185,-0.02519,-0.01429
="2026/04/02 17:16:07.840",0.0988,0.02315,0.03685,21.68703,0.02491,0.10841,-0.19461,-0.06213,-0.00424,-0.01637,849.1593,-0.03082,-0.00723,0.18909,-0.14323,-0.18949,0.25845,-0.18819,0.05113,0.03189
="2026/04/02 17:16:07.860",0.37257,-0.05092,-0.28184,24.52733,0.05786,0.05005,0.15074,-0.07254,0.05952,-0.05241,850.4574,0.42014,0.08637,-0.46428,-0.27506,-0.07066,-0.04833,-0.14279,0.00833,-0.02444
="2026/04/02 17:16:07.880",0.21595,0.05721,-0.13161,26.02366,0.06026,-0.05025,0.01149,-0.05696,0.02731,-0.07072,853.54932,-0.153,0.09827,-0.03471,0.01986,-0.0954,0.09254,-0.1267,0.00369,-0.02039
="2026/04/02 17:16:07.900",0.39771,-0.01857,-0.10783,26.60459,-0.13843,-0.29322,-0.05723,0.05962,0.04003,-0.14137,858.0177,0.15339,-0.02163,-0.19375,-0.03618,0.11106,-0.57165,-0.03879,0.01418,-0.00718
="2026/04/02 17:16:07.920",0.18982,-0.04465,-0.1791,25.75374,-0.08597,-0.25547,-0.06941,0.02299,-0.03088,-0.08517,862.354,0.15778,-0.03448,-0.28499,0.06669,0.26519,-0.45703,0.0597,0.01143,0.02077
="2026/04/02 17:16:07.940",0.10734,0.06353,-0.1386,24.22708,-0.20982,-0.11043,-0.29205,0.21394,0.05265,-0.01938,866.56384,-0.11474,-0.11359,0.14198,0.12078,0.53908,-0.78501,0.01099,-0.00076,-0.02069
="2026/04/02 17:16:07.960",0.12946,-0.0109,-0.22616,21.16992,-0.18279,-0.21952,0.00961,0.10022,0.00635,-0.01033,868.67871,0.33042,-0.15929,-0.40604,-0.14315,0.34991,-0.69717,0.0187,-0.04237,-0.00042
="2026/04/02 17:16:07.980",-0.03232,-0.01117,-0.30936,17.09109,-0.08063,-0.04237,-0.04865,0.31922,0.00421,0.09475,868.91278,-0.21428,-0.08118,0.00488,0.06255,0.11381,-0.50135,-0.02848,-0.01914,0.05635
="2026/04/02 17:16:08.000",0.00993,-0.01428,-0.17502,13.80529,-0.14438,-0.01222,0.17244,0.2764,0.0231,0.01041,868.05109,0.23042,-0.11366,-0.20465,0.01809,0.14649,-0.84419,0.1353,-0.03264,0.03686
="2026/04/02 17:16:08.020",-0.23248,0.00319,-0.03472,11.51884,0.10019,0.15174,0.02505,0.14731,-0.02524,0.04967,866.71729,0.11471,-0.07019,-0.28883,-0.19314,0.08674,-0.46081,-0.07071,0.04269,-0.01329
="2026/04/02 17:16:08.040",-0.08503,-0.00567,-0.28362,10.83972,0.01064,0.05064,-0.17814,0.43475,-0.04378,0.10299,864.48993,-0.00052,-0.02918,-0.05754,-0.10366,0.02181,-0.1955,0.17703,-0.01656,0.02325
="2026/04/02 17:16:08.060",-0.2528,0.00054,0.08482,12.09003,0.18011,-0.16367,-0.15238,0.38751,0.03485,-0.05359,860.1507,0.29837,0.05259,-0.21392,-0.32217,-0.15404,0.02252,0.08362,0.02428,0.01026
="2026/04/02 17:16:08.080",-0.05695,0.00342,-0.23818,13.78857,0.1983,-0.07078,-0.29797,0.00248,-0.0153,0.01852,855.87494,0.0365,0.07536,-0.10146,-0.45363,0.06277,-0.48404,0.25833,-0.01716,-0.02108
="2026/04/02 17:16:08.100",-0.06834,-0.01086,-0.04756,16.48576,0.24413,-0.119,-0.34232,0.1471,-0.0063,0.06587,852.82758,0.3046,-0.01622,0.06869,-0.09186,-0.0442,0.13915,0.12843,-0.06105,-0.00866
="2026/04/02 17:16:08.120",-0.0767,0.03775,0.12479,20.11912,0.22348,-0.05733,-0.28335,0.35141,0.04254,-0.11029,851.94171,0.14724,-0.11843,-0.24936,-0.37114,0.19333,-0.21347,0.30523,-0.00019,0.03346
="2026/04/02 17:16:08.140",0.03695,-0.07441,-0.08715,23.57718,0.25575,-0.0754,-0.35964,0.00214,-0.05562,0.05192,853.36023,0.28575,-0.05043,-0.17588,-0.04191,0.11109,-0.21557,0.17285,-0.05169,-0.06281
="2026/04/02 17:16:08.160",-0.10951,-0.03524,0.22128,26.52982,0.07272,-0.02146,-0.40718,0.15927,0.06476,-0.00728,855.07153,0.03439,-0.01754,0.12371,0.03807,0.11544,-0.06693,-0.01702,-0.04399,-0.07131
="2026/04/02 17:16:08.180",0.0429,0.02132,-0.03719,27.65732,0.06552,-0.15871,-0.21905,0.15358,0.04134,-0.13144,857.06824,0.15976,0.05143,-0.26587,-0.0235,0.29326,-0.48199,0.13345,-0.07852,-0.06604
="2026/04/02 17:16:08.200",0.00854,-0.04466,-0.01525,27.68569,-0.06145,-0.00056,-0.25434,0.11607,0.01056,0.13731,860.47772,0.14457,0.02583,-0.06611,0.27817,-0.06425,-0.01054,0.19077,-0.02949,-0.03554
="2026/04/02 17:16:08.220",-0.06719,0.00095,0.12063,26.8819,-0.02763,-0.1067,-0.11889,0.19871,0.03738,-0.12807,865.4491,-0.0429,-0.03214,-0.23594,0.24005,-0.08334,-0.2074,0.21919,-0.0436,-0.0063
="2026/04/02 17:16:08.240",0.06805,-0.07724,-0.09577,24.80312,-0.15898,-0.07945,-0.11964,-0.09787,-0.03385,0.05455,869.79352,0.13005,-0.06768,-0.15169,0.22217,-0.09068,-0.23787,0.34542,0.00141,-0.04136
="2026/04/02 17:16:08.260",-0.12021,0.05787,0.15916,21.82414,-0.13157,0.10448,-0.01753,0.03448,0.03984,-0.03275,871.47833,-0.0243,-0.01655,0.06561,0.29347,-0.17784,0.13039,0.20271,-0.06146,-0.02003
="2026/04/02 17:16:08.280",-0.1325,-0.03568,0.04351,18.18095,-0.0628,-0.12529,0.14812,0.0849,0.04617,-0.06878,871.758,0.0645,0.00615,-0.27153,-0.05395,-0.08409,-0.59965,0.01512,-0.03239,-0.03032
="2026/04/02 17:16:08.300",-0.1455,0.01387,-0.11982,14.92331,-0.07015,-0.06491,-0.00717,-0.15993,-0.01437,0.05383,870.77838,0.07412,-0.00645,0.0993,0.15283,-0.05375,-0.0791,0.35017,0.00436,-0.04384
="2026/04/02 17:16:08.320",-0.26947,0.08637,0.21125,12.77407,0.10071,-0.12358,0.01708,0.19856,0.0345,-0.10081,868.26007,-0.1012,0.00743,0.01657,0.12214,0.06082,-0.01414,0.19806,-0.02542,-0.06534
="2026/04/02 17:16:08.340",-0.24163,-0.07916,0.0489,12.09296,0.12972,-0.10282,0.01904,-0.13278,0.00849,-0.12572,864.97601,0.25156,-0.06649,-0.13123,-0.02277,0.0143,-0.08947,0.06485,-0.01882,-0.04705
="2026/04/02 17:16:08.360",-0.46063,-0.00426,0.28064,13.688,0.24915,-0.01624,0.15736,0.07417,0.01207,-0.1138,861.21472,-0.16238,-0.04939,0.16128,0.21249,-0.05732,0.55711,0.24278,0.00296,-0.03243
