time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:41:15.260",-0.02691,0.59397,-0.89868,-0.1921,-0.09748,-0.02559,0.59299,-0.19111,0.79109,-1.77512,0.66995,-0.09352,23.19492,1.05422,-0.58339,1.06409,906.80688,-4.42613,0.03006,0.25971
="2026/04/02 16:41:15.280",0.7058,0.27056,-1.88668,-0.15783,-0.07072,-0.16443,-0.18827,0.23921,1.38797,-1.62196,0.98573,-0.32817,2.39696,0.60328,-1.3966,2.36995,920.00671,-3.63618,0.09195,0.32423
="2026/04/02 16:41:15.300",0.62251,0.21275,-1.12462,-0.16824,-0.22096,-0.20757,-0.61785,-0.03577,0.35596,-1.61936,1.51769,-0.52582,0,-0.08888,-1.4907,2.63314,922.33911,-3.64428,-0.09136,0.78593
="2026/04/02 16:41:15.320",1.33495,0.03997,-1.4709,0.26643,0.02487,-0.12455,-1.08433,0.11659,0.59843,-1.13099,1.55182,-0.97518,0,-0.58459,-1.28954,2.96361,913.18042,-2.09215,-0.22606,0.11125
="2026/04/02 16:41:15.340",1.1777,0.0516,-1.08854,0.34419,-0.01741,0.12135,-1.4687,-0.16755,0.8196,-0.39247,1.22988,-1.53995,0,-1.48151,-0.57113,1.86878,894.81323,-1.13762,-0.26134,-0.05944
="2026/04/02 16:41:15.360",1.84535,0.17562,-1.16848,0.20217,0.03267,0.10376,-1.45247,-0.31741,0.15997,0.34844,0.50598,-1.83202,0,-1.24329,-0.57754,4.01584,871.98163,-0.24392,-0.26858,0.05077
="2026/04/02 16:41:15.380",1.02523,0.03824,-0.90681,0.47464,0.04055,0.08705,-1.71343,-0.14251,0.17528,0.79125,0.5927,-2.04352,0,-1.84139,-0.95318,3.97495,848.0993,1.32599,-0.07447,-0.35861
="2026/04/02 16:41:15.400",1.45228,-0.28204,-0.52157,0.12413,0.1132,0.14632,-1.08519,-0.04102,-0.28053,1.5507,0.86373,-1.90021,0,-2.89964,-0.94773,2.38526,827.91309,2.04589,-0.00227,-0.36929
="2026/04/02 16:41:15.420",1.28186,-0.28306,-0.5794,0.22038,0.15642,0.20017,-0.7955,-0.16976,-0.77678,1.29604,0.66368,-1.40183,20.74928,-1.64774,-0.85551,3.22451,815.32837,3.21146,0.10647,-0.41673
="2026/04/02 16:41:15.440",-0.04091,-0.0708,0.75023,0.29441,0.11124,0.17175,-0.28395,-0.02023,-0.61229,1.55183,0.62414,-0.67551,46.14309,-1.48238,-0.06175,0.09736,812.84412,3.7515,0.23811,-1.20358
="2026/04/02 16:41:15.460",0.25244,0.0321,0.58025,0.59562,0.14191,0.21559,0.48268,0.03572,-1.52144,1.24472,0.05053,0.19483,67.74767,-0.74906,0.0022,-0.8091,821.02563,3.38572,0.189,-0.40364
="2026/04/02 16:41:15.480",-0.82945,-0.0794,1.06367,0.24059,0.12578,0.16981,0.68525,-0.02473,-1.29004,0.60574,-0.39181,0.72105,81.47021,0.25452,0.4937,-2.56098,837.28284,3.05604,0.06626,-0.5721
="2026/04/02 16:41:15.500",-1.16747,-0.12763,1.45182,0.26587,0.06725,0.11706,1.05773,0.03316,-1.28454,0.13123,-0.82336,1.76224,86.58063,0.25449,1.34286,-5.11953,859.39764,2.60211,0.02848,-0.261
="2026/04/02 16:41:15.520",-1.44256,-0.30795,1.30782,0.04017,0.15489,0.11807,0.80449,0.30311,-1.2778,-0.30974,-1.51121,2.20078,80.22289,1.48992,1.28956,-4.76707,882.48682,2.14036,-0.02746,-0.19052
="2026/04/02 16:41:15.540",-2.16924,-0.40816,1.72142,-0.60582,0.26693,0.17684,0.83785,0.02549,-1.54778,-0.75882,-1.70576,2.50865,63.57729,1.42034,2.29984,-6.91228,901.92059,1.11796,-0.06485,0.43005
="2026/04/02 16:41:15.560",-1.93566,-0.40447,1.33756,-0.16897,0.01327,0.0821,0.49726,0.121,-0.22846,-0.81028,-2.22668,3.01301,41.15039,1.19538,2.11825,-5.78917,914.57849,0.47442,0.00338,0.37134
="2026/04/02 16:41:15.580",-1.72489,-0.13637,0.67614,-0.47874,-0.04751,0.00852,0.1427,-0.2078,0.06479,-1.05755,-1.78428,2.71753,15.92177,1.59745,1.47828,-5.18619,915.92023,-0.727,-0.02508,0.63899
="2026/04/02 16:41:15.600",-1.05403,0.01875,0.01803,-0.30477,-0.06504,-0.22099,0.06867,0.10613,0.38357,-0.69376,-1.24535,1.99123,0,0.84559,0.3749,-2.59721,907.59528,-1.65468,-0.03032,0.49474
="2026/04/02 16:41:15.620",-1.11352,0.45317,0.71772,-0.44104,-0.09436,-0.10198,-0.57442,0.02525,1.18559,-0.55722,-0.43197,1.56031,0,0.21054,0.1373,-1.25939,890.73291,-2.33278,-0.00004,0.62323
="2026/04/02 16:41:15.640",0.16248,0.63858,-0.64307,-0.3068,-0.12138,-0.19036,-0.50642,-0.03394,1.34216,0.18006,-0.26353,0.76591,0,-0.13716,0.16523,0.89758,866.37897,-2.95657,-0.03252,0.46559
="2026/04/02 16:41:15.660",0.3404,0.40721,-0.24284,-1.09538,-0.08806,-0.06927,-0.83409,-0.03599,1.75301,0.37361,0.1048,-0.51338,0,-0.49996,-0.29051,3.12144,839.59454,-3.96812,0.00378,0.87956
="2026/04/02 16:41:15.680",0.98289,0.26286,-0.60734,-0.22647,-0.06656,-0.04131,-0.48625,0.01752,1.29463,0.78065,0.91551,-1.58785,0,-0.77374,-0.71689,4.41344,816.27209,-4.20586,0.11804,0.82334
="2026/04/02 16:41:15.700",1.86921,0.30031,-1.39125,-0.21434,-0.08097,-0.03317,-0.58854,-0.00833,1.87514,0.72168,1.03798,-2.58145,0,-0.74266,-1.2799,6.23416,800.17169,-4.04217,0.13622,0.24475
="2026/04/02 16:41:15.720",1.34006,0.35089,-0.6686,-0.17089,-0.06494,-0.12494,-0.16683,-0.12717,0.70718,0.87449,1.50268,-3.28397,6.24658,-0.97804,-1.00212,6.65613,795.26147,-3.70682,-0.01794,0.26169
="2026/04/02 16:41:15.740",2.38225,0.27439,-1.56455,-0.20554,-0.06568,0.00418,-0.085,0.03808,0.56312,0.71267,1.32411,-3.45999,29.01092,-0.68872,-1.30062,7.3945,802.21075,-2.77568,-0.00434,-0.1657
="2026/04/02 16:41:15.760",1.47941,0.26607,-1.17071,-0.26715,0.20547,-0.11713,0.37275,-0.00227,0.16369,0.3493,1.34332,-3.12692,49.46307,-1.36799,-1.48297,5.27303,820.10962,-1.61414,-0.09634,-0.23981
="2026/04/02 16:41:15.780",1.70039,0.24647,-1.44335,0.15456,0.07819,0.09144,0.7099,-0.03432,-0.86979,-0.0444,1.14147,-3.12046,64.02007,0.04631,-2.10776,5.02311,847.27295,-0.71529,-0.03071,-0.77236
="2026/04/02 16:41:15.800",0.61157,0.26135,-0.79779,0.30939,0.14933,0.15615,0.30252,-0.03656,-0.57121,-0.3985,1.32066,-2.00384,70.53947,-0.09883,-1.58291,2.52874,877.68817,0.82463,0.18435,-0.96459
="2026/04/02 16:41:15.820",0.36736,0.10347,-0.67004,0.22808,0.14461,0.15396,0.43307,-0.02841,-1.80028,-0.84523,1.14855,-1.2377,67.48122,-0.1509,-1.24131,0.0578,907.20001,1.64854,0.13823,-0.77122
="2026/04/02 16:41:15.840",-0.00646,0.11448,-0.05432,0.47195,0.12607,0.18134,-0.05755,-0.0724,-1.64633,-0.83844,0.75961,0.60441,55.45528,0.58056,-0.78508,-1.3384,930.15564,2.938,0.04701,-1.07393
="2026/04/02 16:41:15.860",-1.03052,0.19937,0.11045,0.88113,0.15025,-0.02759,-0.22313,0.23102,-1.38288,-1.12004,0.54956,1.25393,38.48627,-0.35647,-0.11601,-4.22532,942.42303,3.6804,-0.04526,-0.55417
="2026/04/02 16:41:15.880",-0.89422,-0.28415,0.80144,0.27829,0.13621,0.25113,-0.50491,-0.07575,-1.89305,-0.82091,-0.1532,1.84146,19.36522,-0.08955,0.30009,-5.05264,942.99719,3.43302,-0.01322,-0.07868
="2026/04/02 16:41:15.900",-1.71229,-0.47916,1.45916,0.16994,0.30484,0.30224,-0.56712,0.07586,-1.46378,-0.55192,-0.70913,2.47346,0.73396,0.00478,1.15054,-5.62786,929.21851,3.23149,-0.2629,0.20858
="2026/04/02 16:41:15.920",-1.55235,-0.65435,1.66369,0.31792,0.0197,0.12922,-0.49913,0.29814,-0.79484,-0.02797,-1.31829,2.40217,0,-1.02294,1.67616,-6.41683,905.10059,3.48124,-0.27702,-0.17613
="2026/04/02 16:41:15.940",-1.30543,-0.56342,1.50019,0.28913,0.05262,0.09018,-0.84771,-0.04737,-0.30624,0.5237,-1.7799,2.4855,0,-0.18023,1.63624,-4.38604,873.84467,2.85834,-0.12574,0.18613
="2026/04/02 16:41:15.960",-0.90252,-0.4661,1.01493,0.29074,-0.06849,0.01289,-0.41784,-0.12171,0.02848,1.03186,-1.60438,1.79563,0,-0.96268,1.95437,-3.56447,839.32086,1.45171,0.06715,0.32736
="2026/04/02 16:41:15.980",-0.96392,-0.27319,1.65631,-0.23229,0.04733,-0.02311,-0.34842,0.16258,0.6562,1.53957,-1.63122,2.19399,0,-1.57539,1.03734,-1.85944,809.25085,0.90656,0.10506,0.62495
="2026/04/02 16:41:16.000",-0.32993,0.04728,0.70712,-0.09897,-0.05593,-0.03108,0.48776,-0.0283,0.84796,1.49378,-0.89225,0.99018,6.40701,-0.51274,0.6362,-1.29249,787.64764,-0.5449,0.11313,0.50813
="2026/04/02 16:41:16.020",-0.3521,0.16574,0.84216,-0.41912,-0.11186,-0.07608,0.62983,0.0393,1.218,1.62247,-0.50991,0.86281,24.69775,-0.0073,0.28456,1.22696,778.10681,-1.78486,0.04228,0.68542
="2026/04/02 16:41:16.040",0.06414,0.30144,0.51651,-0.58887,-0.07883,-0.09915,0.78297,-0.01644,1.44261,1.1534,-0.1942,-0.29662,42.58067,0.15724,0.53183,1.09742,782.74713,-2.67895,0.04186,0.6399
="2026/04/02 16:41:16.060",0.6432,0.24267,-0.86838,-0.40352,-0.13372,-0.14031,1.36864,-0.0476,0.81399,0.68943,-0.28169,-0.62555,55.83401,0.76064,0.20565,2.04398,800.03693,-3.00442,0.13357,0.22664
="2026/04/02 16:41:16.080",-0.10395,0.22216,-0.1295,-0.87019,-0.27805,-0.33444,0.9968,0.15051,0.94596,-0.17815,0.49259,-1.00082,61.64943,1.15083,-0.26703,3.12714,826.48016,-3.66737,-0.01816,0.84718
="2026/04/02 16:41:16.100",0.84787,0.32799,-0.79908,-0.20513,-0.12631,-0.17395,1.54137,0.31779,0.29813,-0.76495,0.81097,-0.98564,58.55943,1.62658,-0.45144,2.43358,858.62543,-3.78351,-0.00625,0.54304
="2026/04/02 16:41:16.120",0.75465,0.48952,-1.47632,0.0254,-0.0532,-0.00409,0.97131,-0.03688,0.76163,-1.30821,0.89464,-0.85793,48.06809,1.42269,-0.84164,3.51897,891.17249,-3.47406,-0.24345,0.31
="2026/04/02 16:41:16.140",0.55518,0.41728,-1.07473,-0.24854,-0.17224,-0.16327,0.73573,0.02173,-0.12456,-1.73918,1.33717,-1.52108,31.44598,1.31758,-1.0764,2.73135,918.83875,-3.11058,-0.17222,0.02587
="2026/04/02 16:41:16.160",1.4388,0.31459,-1.9909,0.08142,-0.07749,-0.09094,-0.11373,-0.13609,0.1331,-1.70912,1.147,-1.5133,11.28671,0.97084,-2.09716,4.59523,935.82202,-1.92207,-0.28265,-0.15853
="2026/04/02 16:41:16.180",0.69146,0.12271,-1.07836,0.69556,-0.01821,-0.06277,-0.68557,-0.00545,-0.35534,-1.23881,1.84913,-0.1582,0,-0.772,-2.38082,2.18467,940.26624,-1.11421,-0.33876,-0.25491
="2026/04/02 16:41:16.200",1.35518,-0.26349,-1.3466,0.31692,0.01794,0.07489,-1.16323,-0.24704,-0.48085,-0.9227,1.72283,-0.48037,0,0.1281,-2.11372,3.01469,931.21765,0.3595,-0.3137,-0.02815
="2026/04/02 16:41:16.220",0.4507,-0.11797,-0.55243,0.09325,0.08959,0.16823,-1.44956,0.23632,-0.17363,-0.24586,1.69057,-0.33473,0,-1.17195,-1.44658,1.58014,910.28888,1.66629,-0.25894,-0.3519
="2026/04/02 16:41:16.240",1.06597,-0.11271,-0.56468,0.3945,0.07744,0.10305,-1.56401,-0.16636,-0.69977,0.34082,1.21037,-0.17253,0,-1.62578,-1.16771,0.93114,883.10645,2.1656,-0.12227,-0.32053
="2026/04/02 16:41:16.260",0.63324,-0.28399,0.21195,0.36755,0.08143,0.10792,-1.53552,0.0064,-0.60415,0.92831,0.50965,-0.03862,0,-1.84581,-0.79081,0.55767,853.74268,3.48742,0.00378,-0.36639
="2026/04/02 16:41:16.280",0.03688,-0.62932,0.73329,1.13696,-0.01669,0.04194,-1.12841,-0.03342,-0.77039,1.40251,0.21555,-0.05091,0,-2.35055,0.06673,-0.97182,827.7428,4.20334,-0.07986,-0.62346
="2026/04/02 16:41:16.300",0.28731,-0.70595,1.10615,0.31232,0.11126,0.13451,-0.64074,0.02637,-1.46946,1.54965,-0.47184,0.73643,21.22779,-1.66127,0.73691,-0.83139,809.12341,4.282,-0.06831,-0.27108
="2026/04/02 16:41:16.320",-0.79465,-0.52317,1.25143,0.67825,0.01997,0.22357,0.29411,0.17941,-1.44896,1.62288,-0.95678,0.44189,46.69197,-1.35735,1.33201,-2.81759,800.92865,3.71996,-0.03935,-0.25975
="2026/04/02 16:41:16.340",-0.58871,-0.37534,1.37294,0.01763,0.10255,0.17327,0.72059,0.19075,-0.66137,1.2821,-1.5257,0.48396,69.47448,-0.70436,1.79138,-3.46267,804.68512,3.32735,-0.02964,-0.37652
="2026/04/02 16:41:16.360",-1.34966,-0.14583,1.38698,0.09351,0.16437,0.1003,1.09858,-0.17994,-0.57681,0.88049,-1.73074,1.11656,84.11299,0.94542,1.55216,-3.19181,818.14215,2.30608,0.15152,0.34496
="2026/04/02 16:41:16.380",-1.06673,-0.17244,0.59762,-0.43412,-0.03008,-0.0173,1.52785,-0.03668,-0.54592,0.45635,-1.55166,1.50353,88.52746,1.00915,0.8121,-2.6534,840.49255,0.91598,0.10966,-0.30072
="2026/04/02 16:41:16.400",-1.6094,-0.01494,1.62187,-0.18899,-0.11134,-0.13767,1.1323,0.07272,0.14547,-0.62596,-1.02057,2.26089,80.83898,1.25782,0.29205,-3.89552,866.28326,0.29133,0.01263,0.12964
="2026/04/02 16:41:16.420",-1.00644,0.20888,0.21282,-0.38288,-0.10191,-0.09067,1.53588,0.03217,0.15804,-0.74515,-0.54012,2.2174,63.37508,2.0111,0.6936,-3.63849,889.81024,-1.1925,0.1463,0.54306
="2026/04/02 16:41:16.440",-1.18345,0.48166,0.45035,-0.26393,-0.06807,-0.10322,0.98032,0.12981,0.2965,-1.46937,-0.75004,2.57644,39.28878,2.38322,0.62159,-2.48954,907.82733,-1.97249,0.14296,0.31529
="2026/04/02 16:41:16.460",-1.03762,0.34704,0.31284,-0.30249,-0.19126,-0.13937,0.53481,0.1247,0.64344,-1.29725,-0.4358,1.44809,11.39693,2.0391,0.7717,-2.68371,916.56732,-2.80193,0.06354,0.57882
="2026/04/02 16:41:16.480",0.29243,0.07795,-0.45361,-0.19412,-0.20135,-0.30693,0.23609,0.12912,0.74732,-1.36024,-0.29311,1.67602,0,1.61679,0.49926,-0.38439,914.71588,-3.43605,-0.08133,0.92238
="2026/04/02 16:41:16.500",-0.15496,0.03015,-0.55697,-0.63593,-0.19044,-0.23008,-0.66461,0.14326,1.3514,-1.01097,0.42954,0.07766,0,0.7247,0.16053,1.17274,902.13715,-3.21397,-0.23829,0.64432
="2026/04/02 16:41:16.520",1.04416,0.2906,-1.24729,-0.33507,-0.22306,-0.15645,-0.72553,-0.12201,1.15272,-0.65866,0.58832,-0.9814,0,-0.07256,-0.30348,2.51547,881.43152,-2.98099,-0.13893,0.38183
="2026/04/02 16:41:16.540",1.37733,0.42003,-1.38849,-0.19169,-0.08072,-0.13878,-0.95776,-0.17856,1.3537,-0.05324,0.80447,-1.7754,0,-0.71752,-0.93315,5.51437,857.13263,-2.98982,-0.08587,0.15552
="2026/04/02 16:41:16.560",1.47581,0.21873,-0.9989,-0.36287,-0.10996,-0.10156,-0.43564,-0.39544,1.03176,0.39289,1.44475,-2.7275,0,-1.4528,-1.55125,5.77298,832.86426,-2.65641,-0.02257,0.56299
="2026/04/02 16:41:16.580",2.56717,0.16937,-1.83695,0.04529,0.0204,-0.13551,-0.38963,-0.04511,1.3976,0.85498,1.2525,-2.86024,0,-1.52987,-2.86066,7.40606,813.40558,-0.85007,0.08626,0.1252
="2026/04/02 16:41:16.600",1.87057,0.10483,-0.98796,0.09443,0.02443,-0.03732,0.04385,0.08165,0.26749,0.92324,1.88106,-2.29387,2.86883,-1.99525,-2.70806,5.92408,803.85968,-0.74842,0.10628,0.19572
="2026/04/02 16:41:16.620",1.81134,-0.0318,-1.00904,0.03939,0.04411,0.01316,0.3183,-0.2352,-0.1455,1.07777,1.74637,-2.42089,31.07402,-1.63582,-1.89718,5.97725,806.17487,0.54665,0.04891,-0.67626
="2026/04/02 16:41:16.640",1.11007,0.24831,-0.43834,0.54988,0.12452,0.02352,0.3778,-0.06736,-0.22808,0.6955,1.36308,-1.99487,57.31733,-1.59621,-1.27405,2.49075,819.41864,1.50797,0.11137,-0.54198
="2026/04/02 16:41:16.660",0.83758,-0.14831,-0.52329,0.4312,0.07984,0.13056,0.85196,-0.21233,-1.27608,0.48658,0.47944,-1.37255,76.81132,-0.41443,-0.79378,1.8496,841.59741,2.28077,0.03167,-0.63644
="2026/04/02 16:41:16.680",-0.0038,-0.25302,0.00492,0.38297,0.17203,0.19067,0.42281,0.16006,-1.09517,-0.29536,0.08813,-0.24018,86.48029,-0.10066,-0.28322,-0.3385,869.26019,3.07805,0.19975,-0.94692
="2026/04/02 16:41:16.700",-0.08064,-0.57881,0.1708,1.43415,-0.09379,0.10518,0.71428,-0.0765,-1.722,-0.41907,-0.29082,0.89897,86.01046,-0.1691,0.52964,-3.8373,897.91821,3.6825,0.27313,-0.98757
="2026/04/02 16:41:16.720",-1.09922,-0.49082,0.89503,0.02637,0.13034,0.01664,0.07068,0.17895,-1.43125,-0.85497,-0.73589,1.4659,74.47878,0.74392,0.8783,-4.24925,921.00629,3.99216,0.17346,-0.59602
="2026/04/02 16:41:16.740",-1.79495,-0.22266,1.33498,0.12653,0.16325,0.14351,0.03314,0.12103,-1.62816,-0.90952,-1.02201,2.19443,54.32487,0.73771,1.50727,-6.66699,935.09381,3.86827,0.07113,-0.54869
="2026/04/02 16:41:16.760",-1.60536,-0.02768,1.31979,0.15916,0.16074,0.0896,-0.44301,0.03247,-0.91766,-0.94726,-1.52409,3.28715,29.17397,0.81169,1.50034,-6.17044,937.35034,3.28826,0.00927,0.2498
="2026/04/02 16:41:16.780",-2.1324,-0.04222,1.63786,0.69752,-0.10037,-0.01028,-0.62017,0.13561,-0.47953,-0.76172,-1.42345,3.36801,2.71077,0.92541,1.08003,-6.19867,925.78973,2.51773,0.12891,-0.11126
="2026/04/02 16:41:16.800",-1.51072,-0.03444,1.44226,0.00546,-0.0997,-0.06103,-0.62024,-0.04033,-0.22689,-0.45233,-1.31705,3.20975,0,1.20966,0.99981,-4.33418,903.01715,1.65149,0.20673,0.61245
="2026/04/02 16:41:16.820",-1.84762,0.11979,1.77563,-0.21432,-0.01363,0.10829,-0.57572,0.48621,0.50876,-0.11798,-0.6109,1.9477,0,0.42621,1.20887,-3.79759,871.742,0.59797,0.19125,0.68339
="2026/04/02 16:41:16.840",-0.48074,0.16772,0.48709,-0.3804,-0.15638,-0.07548,-0.17539,-0.20918,0.76169,0.28103,-1.16069,1.05153,0,0.62927,1.4267,-2.37113,838.71509,-0.53921,0.01476,0.67947
="2026/04/02 16:41:16.860",-0.71603,0.00738,1.02174,-0.26346,-0.05038,-0.07899,-0.08698,0.19944,1.44388,0.7466,-0.95452,-0.25397,0,0.36668,1.13486,-0.14776,808.83167,-1.50974,0.01529,0.63759
="2026/04/02 16:41:16.880",0.24846,-0.06723,0.31396,-0.43711,-0.12293,-0.12306,0.15199,-0.00704,1.41711,0.92141,-0.51966,-0.56324,0,0.18587,0.99227,0.6235,787.34338,-2.7786,0.03356,0.5824
="2026/04/02 16:41:16.900",1.16339,-0.26522,-0.47689,-0.56455,-0.13235,-0.15602,0.46366,-0.21696,1.24686,0.99073,-0.52028,-1.20143,4.8207,-0.00112,0.60752,3.63983,777.91064,-3.58357,0.00525,0.63871
="2026/04/02 16:41:16.920",0.24218,0.12724,-0.30387,-0.43707,-0.07611,-0.16651,0.4084,0.06008,1.37435,0.64464,0.34047,-2.00123,27.07239,0.06512,-0.05427,4.16271,781.25134,-3.45905,-0.14722,0.09686
="2026/04/02 16:41:16.940",1.586,0.4241,-1.31359,-0.53781,-0.16207,-0.13068,0.51719,-0.35351,1.46154,0.33923,0.66629,-2.29886,47.38811,0.04895,-0.58373,4.97854,798.88794,-3.13639,-0.03124,0.58369
="2026/04/02 16:41:16.960",1.32349,0.50709,-1.6044,-0.31006,-0.10071,-0.09964,1.07111,0.12401,0.8332,-0.13346,1.07465,-2.40707,61.22969,0.53793,-1.53951,5.43675,827.6178,-2.92488,-0.1145,0.48941
="2026/04/02 16:41:16.980",1.20959,0.5222,-0.98152,0.12087,-0.08503,-0.02645,1.26413,-0.32113,0.36302,-0.83693,1.7161,-2.02056,65.93858,0.82187,-1.66703,4.17273,861.38885,-2.51298,-0.20073,-0.24765
="2026/04/02 16:41:17.000",1.31623,0.49571,-1.84153,0.22707,-0.04509,-0.096,1.01062,0.28004,0.43312,-1.08334,1.50956,-1.62706,61.20073,1.08282,-2.34111,3.51421,895.9682,-1.54614,-0.03807,-0.59348
="2026/04/02 16:41:17.020",0.79034,0.10344,-1.59528,0.35308,0.04615,0.13495,0.54158,-0.40461,-0.58011,-1.51885,1.71064,-1.91577,47.85111,1.16619,-1.7372,2.04137,926.29993,-0.99607,-0.19619,-0.2707
="2026/04/02 16:41:17.040",0.4775,-0.1256,-0.67872,0.58816,0.06155,0.02696,-0.23441,0.01678,-0.51268,-1.34814,1.34433,-1.24749,29.06628,0.81538,-0.92047,1.37154,945.98395,0.84804,-0.09572,-0.07554
="2026/04/02 16:41:17.060",-0.01323,-0.21528,-0.87026,0.40591,0.03664,0.06286,-0.43347,0.05642,-1.05358,-1.32706,0.74845,-1.04929,8.88638,0.14474,-0.43217,-0.87326,951.06226,2.00044,-0.07377,-0.95962
="2026/04/02 16:41:17.080",0.39821,-0.25343,-0.39231,0.36392,0.14907,0.13761,-1.05294,0.00733,-1.42819,-1.09238,0.27054,-0.41521,0,-0.30612,-0.5856,-0.48011,942.19336,2.74991,-0.18858,-0.60915
="2026/04/02 16:41:17.100",-0.56305,-0.25966,0.47179,0.38948,0.15763,0.14468,-1.47048,0.14727,-0.86775,-0.46056,0.15755,0.30553,0,-0.63481,-0.01597,-2.27554,920.70575,3.22041,-0.07349,-0.18797
="2026/04/02 16:41:17.120",-0.44959,-0.43887,0.96941,0.8614,0.22685,0.19994,-1.20986,0.00071,-1.35696,0.33198,-0.27998,0.60202,0,-1.73437,0.72271,-3.15402,890.62323,3.87764,-0.02732,-0.68176
="2026/04/02 16:41:17.140",-0.58112,-0.28923,1.26433,0.47866,0.13343,0.10794,-1.78543,0.24384,-0.63624,0.6253,-0.74973,0.79094,0,-1.17359,0.70385,-2.2843,856.93225,3.98125,-0.0227,-0.6777
="2026/04/02 16:41:17.160",-0.98497,-0.19786,1.53983,0.30754,0.0369,0.07017,-0.85725,-0.15236,-0.9202,1.34771,-1.10535,1.103,0,-1.90451,1.27533,-3.62759,824.98792,3.69388,0.26712,-0.48216
="2026/04/02 16:41:17.180",-0.73027,-0.10582,1.76514,0.01477,0.10411,0.0821,-0.73011,0.07728,-0.56602,1.63782,-1.39052,1.38602,10.94674,-1.20932,1.09179,-2.34859,800.78729,3.18721,0.26797,-0.18876
="2026/04/02 16:41:17.200",-1.29581,-0.08781,1.66676,-1.03703,-0.00526,0.05794,0.40835,0.28241,-0.52358,1.52503,-1.30282,0.63639,34.84134,-0.35814,1.42734,-3.98624,787.50873,1.88486,0.11411,0.09923
="2026/04/02 16:41:17.220",-0.88392,0.10969,1.26108,-0.19143,-0.04214,-0.01385,1.16061,-0.17236,0.14156,1.33779,-1.8484,0.43865,56.46992,0.74125,1.932,-2.90662,787.67059,0.74834,0.07396,0.11498
="2026/04/02 16:41:17.240",-1.38092,-0.11676,1.64412,-0.06787,-0.07358,-0.06397,1.28401,0.08994,0.5939,0.81853,-1.50213,0.74056,71.60313,1.34849,2.21372,-3.79621,799.62146,-0.33302,-0.00038,0.03443
="2026/04/02 16:41:17.260",-0.63621,-0.19823,0.58722,-0.32309,-0.13275,-0.15263,1.80595,-0.18722,0.21751,0.26596,-1.38745,1.09806,78.43482,1.86173,2.11246,-2.2966,821.74738,-1.4325,0.06679,0.25261
="2026/04/02 16:41:17.280",-1.14692,-0.1239,0.5293,-0.1962,-0.11832,-0.10611,1.45833,0.14444,0.7075,-0.41705,-1.04064,0.9891,75.48241,1.44794,1.31632,-1.62159,850.03247,-2.37035,0.03106,0.58427
="2026/04/02 16:41:17.300",-0.93954,0.17922,0.07765,-0.26025,-0.13739,-0.15387,1.30927,-0.08953,0.80698,-1.2221,-0.7743,0.91358,61.69394,2.30613,0.93939,-1.3943,879.64227,-3.51997,-0.01991,0.79451
="2026/04/02 16:41:17.320",-0.39809,0.44318,-1.03215,-0.77297,-0.13825,0.00004,0.88953,0.05815,0.89422,-1.57031,-0.38295,0.20353,40.79326,1.5803,0.26223,0.42953,904.60229,-4.18616,0.23959,0.59918
="2026/04/02 16:41:17.340",-0.08715,0.55173,-0.67673,-0.28463,-0.07003,-0.11521,0.15528,-0.01088,1.57514,-1.82421,0.39328,-0.1311,16.02979,1.61948,-0.24262,1.31052,921.03284,-4.13711,0.10673,0.45081
="2026/04/02 16:41:17.360",0.70105,0.50663,-1.25009,-0.42552,-0.10668,-0.2473,-0.42123,-0.15048,1.60485,-1.77515,0.89535,0.19164,0,0.89894,-1.14276,3.07641,927.00372,-3.19615,0.0236,-0.34071
="2026/04/02 16:41:17.380",0.82084,0.41341,-1.32785,0.15561,-0.18152,-0.17273,-0.88984,0.0291,0.79053,-1.29165,1.4545,-0.87558,0,0.21712,-1.88829,3.98149,920.9494,-3.19716,-0.08633,0.15843
="2026/04/02 16:41:17.400",1.51112,0.15534,-1.33668,-0.26664,0.04055,-0.08463,-0.95358,-0.11127,0.57933,-1.04322,1.70323,-1.59994,0,-0.47159,-1.80587,4.27736,903.11725,-2.35529,-0.18065,0.6449
="2026/04/02 16:41:17.420",1.0368,-0.02934,-0.99734,-0.4749,-0.02855,0.13101,-1.12427,0.272,0.91555,-0.20794,1.53445,-2.15189,0,-1.15361,-1.83088,3.55919,877.71814,-0.96571,-0.17042,-0.17493
="2026/04/02 16:41:17.440",1.69376,0.03681,-1.17454,0.11052,0.10055,0.02919,-1.00611,-0.20468,-0.3039,0.37829,1.12684,-2.89717,0,-1.02333,-0.84243,4.59697,851.47083,-0.30417,-0.11368,0.03733
="2026/04/02 16:41:17.460",1.27626,0.05781,-0.39257,0.05662,0.06479,0.01622,-1.09307,-0.01422,-0.16486,0.74795,0.67999,-2.5293,0,-1.9925,-0.80511,4.21494,827.82568,1.34059,-0.01194,-0.40339
