sensor,correlation_dx,correlation_dy,rmse_dx,rmse_dy,mean_abs_diff_dx,mean_abs_diff_dy
dist_01.dist,0.04787011900775198,0.04964701267356384,1.3799491834507105,1.3786609342926464,1.0087879289229202,1.1354899470510251
s00017-2.chdata,0.04027920311751676,0.11590778311862723,1.3854391291509298,1.329730961908202,0.9923656395470982,1.0652169731015648
s00017-3.chdata,0.0051963840238625015,0.007387365192102552,1.4105343733096,1.4089802222097638,1.036509963358039,1.1243201303215014
