time,dist_01.dist
="2026/04/02 16:24:28.878",192.582
="2026/04/02 16:24:28.898",192.592
="2026/04/02 16:24:28.918",192.532
="2026/04/02 16:24:29.537",192.514
="2026/04/02 16:24:29.557",192.571
="2026/04/02 16:24:29.577",192.574
="2026/04/02 16:24:29.597",192.469
="2026/04/02 16:24:29.617",192.556
="2026/04/02 16:24:29.637",192.572
="2026/04/02 16:24:29.657",192.579
="2026/04/02 16:24:29.677",192.531
="2026/04/02 16:24:29.697",192.569
="2026/04/02 16:24:29.717",192.539
="2026/04/02 16:24:29.737",192.569
="2026/04/02 16:24:29.757",192.541
="2026/04/02 16:24:29.777",192.522
="2026/04/02 16:24:29.797",192.577
="2026/04/02 16:24:29.817",192.565
="2026/04/02 16:24:29.837",192.526
="2026/04/02 16:24:29.857",192.521
="2026/04/02 16:24:29.877",192.577
="2026/04/02 16:24:29.897",192.575
="2026/04/02 16:24:29.917",192.561
="2026/04/02 16:24:29.937",192.538
="2026/04/02 16:24:29.957",192.545
="2026/04/02 16:24:29.977",192.576
="2026/04/02 16:24:29.997",192.56
="2026/04/02 16:24:30.017",192.512
="2026/04/02 16:24:30.037",192.553
="2026/04/02 16:24:30.057",192.574
="2026/04/02 16:24:30.077",192.539
="2026/04/02 16:24:30.097",192.55
="2026/04/02 16:24:30.117",192.573
="2026/04/02 16:24:30.137",192.584
="2026/04/02 16:24:30.157",192.571
="2026/04/02 16:24:30.177",192.551
="2026/04/02 16:24:30.197",192.544
="2026/04/02 16:24:30.217",192.548
="2026/04/02 16:24:30.237",192.592
="2026/04/02 16:24:30.257",192.566
="2026/04/02 16:24:30.277",192.539
="2026/04/02 16:24:30.297",192.545
="2026/04/02 16:24:30.317",192.572
="2026/04/02 16:24:30.337",192.572
="2026/04/02 16:24:30.357",192.531
="2026/04/02 16:24:30.377",192.562
="2026/04/02 16:24:30.397",192.576
="2026/04/02 16:24:30.417",192.577
="2026/04/02 16:24:30.437",192.528
="2026/04/02 16:24:30.457",192.575
="2026/04/02 16:24:30.477",192.537
="2026/04/02 16:24:30.497",192.563
="2026/04/02 16:24:30.517",192.533
="2026/04/02 16:24:31.136",192.525
="2026/04/02 16:24:31.156",192.539
="2026/04/02 16:24:31.176",192.579
="2026/04/02 16:24:31.196",192.528
="2026/04/02 16:24:31.216",192.554
="2026/04/02 16:24:31.236",192.555
="2026/04/02 16:24:31.256",192.587
="2026/04/02 16:24:31.276",192.533
="2026/04/02 16:24:31.296",192.557
="2026/04/02 16:24:31.316",192.573
="2026/04/02 16:24:31.336",192.565
="2026/04/02 16:24:31.356",192.56
="2026/04/02 16:24:31.376",192.548
="2026/04/02 16:24:31.396",192.555
="2026/04/02 16:24:31.416",192.578
="2026/04/02 16:24:31.436",192.544
="2026/04/02 16:24:31.456",192.531
="2026/04/02 16:24:31.476",192.558
="2026/04/02 16:24:31.496",192.577
="2026/04/02 16:24:31.516",192.58
="2026/04/02 16:24:31.536",192.541
="2026/04/02 16:24:31.556",192.564
="2026/04/02 16:24:31.576",192.569
="2026/04/02 16:24:31.596",192.575
="2026/04/02 16:24:31.616",192.533
="2026/04/02 16:24:31.636",192.553
="2026/04/02 16:24:31.656",192.552
="2026/04/02 16:24:31.676",192.544
="2026/04/02 16:24:31.696",192.535
="2026/04/02 16:24:31.716",192.53
="2026/04/02 16:24:31.736",192.578
="2026/04/02 16:24:31.756",192.574
="2026/04/02 16:24:31.776",192.545
="2026/04/02 16:24:31.796",192.537
="2026/04/02 16:24:31.816",192.578
="2026/04/02 16:24:31.836",192.568
="2026/04/02 16:24:31.856",192.556
="2026/04/02 16:24:31.876",192.541
="2026/04/02 16:24:31.896",192.569
="2026/04/02 16:24:31.916",192.561
="2026/04/02 16:24:31.936",192.561
="2026/04/02 16:24:31.956",192.53
="2026/04/02 16:24:31.976",192.546
="2026/04/02 16:24:31.996",192.58
="2026/04/02 16:24:32.016",192.557
="2026/04/02 16:24:32.036",192.522
="2026/04/02 16:24:32.056",192.563
="2026/04/02 16:24:32.076",192.57
="2026/04/02 16:24:32.096",192.555
="2026/04/02 16:24:32.116",192.546
="2026/04/02 16:24:33.086",192.547
="2026/04/02 16:24:33.106",192.542
="2026/04/02 16:24:33.126",192.553
="2026/04/02 16:24:33.146",192.549
="2026/04/02 16:24:33.166",192.545
="2026/04/02 16:24:33.186",192.567
="2026/04/02 16:24:33.206",192.561
="2026/04/02 16:24:33.226",192.541
="2026/04/02 16:24:33.246",192.539
="2026/04/02 16:24:33.266",192.576
="2026/04/02 16:24:33.286",192.553
="2026/04/02 16:24:33.306",192.544
="2026/04/02 16:24:33.326",192.556
="2026/04/02 16:24:33.346",192.568
="2026/04/02 16:24:33.366",192.561
="2026/04/02 16:24:33.386",192.543
="2026/04/02 16:24:33.406",192.565
="2026/04/02 16:24:33.426",192.558
="2026/04/02 16:24:33.446",192.56
="2026/04/02 16:24:33.466",192.561
="2026/04/02 16:24:33.486",192.548
="2026/04/02 16:24:33.506",192.558
="2026/04/02 16:24:33.526",192.565
="2026/04/02 16:24:33.546",192.556
="2026/04/02 16:24:33.566",192.548
="2026/04/02 16:24:33.586",192.569
="2026/04/02 16:24:33.606",192.563
="2026/04/02 16:24:33.626",192.561
="2026/04/02 16:24:33.646",192.555
="2026/04/02 16:24:33.666",192.547
="2026/04/02 16:24:33.686",192.534
="2026/04/02 16:24:33.706",192.265
="2026/04/02 16:24:33.726",192.265
="2026/04/02 16:24:33.746",190.582
="2026/04/02 16:24:33.766",191.934
="2026/04/02 16:24:33.786",192.598
="2026/04/02 16:24:33.806",192.51
="2026/04/02 16:24:33.826",190.438
="2026/04/02 16:24:33.846",190.438
="2026/04/02 16:24:33.866",190.438
="2026/04/02 16:24:33.886",190.438
="2026/04/02 16:24:33.906",190.438
="2026/04/02 16:24:33.926",190.438
="2026/04/02 16:24:33.946",190.438
="2026/04/02 16:24:33.966",192.373
="2026/04/02 16:24:33.986",192.373
="2026/04/02 16:24:34.006",193.084
="2026/04/02 16:24:34.026",193.084
="2026/04/02 16:24:34.046",192.299
="2026/04/02 16:24:34.066",193.023
="2026/04/02 16:24:34.189",193.023
="2026/04/02 16:24:34.209",193.023
="2026/04/02 16:24:34.229",193.023
="2026/04/02 16:24:34.249",192.712
="2026/04/02 16:24:34.269",192.712
="2026/04/02 16:24:34.289",192.691
="2026/04/02 16:24:34.309",192.598
="2026/04/02 16:24:34.329",192.502
="2026/04/02 16:24:34.349",192.502
="2026/04/02 16:24:34.369",192.536
="2026/04/02 16:24:34.389",192.534
="2026/04/02 16:24:34.409",192.524
="2026/04/02 16:24:34.429",192.536
="2026/04/02 16:24:34.449",192.536
="2026/04/02 16:24:34.469",192.64
="2026/04/02 16:24:34.489",192.617
="2026/04/02 16:24:34.509",192.61
="2026/04/02 16:24:34.529",192.61
="2026/04/02 16:24:34.549",192.491
="2026/04/02 16:24:34.569",192.507
="2026/04/02 16:24:34.589",192.507
="2026/04/02 16:24:34.609",192.688
="2026/04/02 16:24:34.629",192.695
="2026/04/02 16:24:34.649",192.609
="2026/04/02 16:24:34.669",192.609
="2026/04/02 16:24:34.689",192.207
="2026/04/02 16:24:34.709",192.088
="2026/04/02 16:24:34.729",192.069
="2026/04/02 16:24:34.749",192.069
="2026/04/02 16:24:34.769",191.759
="2026/04/02 16:24:34.789",191.611
="2026/04/02 16:24:34.809",191.488
="2026/04/02 16:24:34.829",191.33
="2026/04/02 16:24:34.849",191.371
="2026/04/02 16:24:34.869",191.371
="2026/04/02 16:24:34.889",192.434
="2026/04/02 16:24:34.909",192.673
="2026/04/02 16:24:34.929",192.646
="2026/04/02 16:24:34.949",192.646
="2026/04/02 16:24:34.969",190.42
="2026/04/02 16:24:34.989",190.327
="2026/04/02 16:24:35.009",190.327
="2026/04/02 16:24:35.029",190.327
="2026/04/02 16:24:35.049",192.777
="2026/04/02 16:24:35.069",192.777
="2026/04/02 16:24:35.089",192.777
="2026/04/02 16:24:35.109",192.777
="2026/04/02 16:24:35.129",190.803
="2026/04/02 16:24:35.149",190.803
="2026/04/02 16:24:35.169",190.803
="2026/04/02 16:24:35.356",193.345
="2026/04/02 16:24:35.376",193.345
="2026/04/02 16:24:35.396",193.345
="2026/04/02 16:24:35.416",193.345
="2026/04/02 16:24:35.436",193.345
="2026/04/02 16:24:35.456",192.101
="2026/04/02 16:24:35.476",192.306
="2026/04/02 16:24:35.496",192.306
="2026/04/02 16:24:35.516",192.306
="2026/04/02 16:24:35.536",192.306
="2026/04/02 16:24:35.556",192.306
="2026/04/02 16:24:35.576",192.306
="2026/04/02 16:24:35.596",192.306
="2026/04/02 16:24:35.616",192.306
="2026/04/02 16:24:35.636",192.306
="2026/04/02 16:24:35.656",192.306
="2026/04/02 16:24:35.676",192.306
="2026/04/02 16:24:35.696",192.306
="2026/04/02 16:24:35.716",192.58
="2026/04/02 16:24:35.736",192.636
="2026/04/02 16:24:35.756",192.636
="2026/04/02 16:24:35.776",192.636
="2026/04/02 16:24:35.796",192.681
="2026/04/02 16:24:35.816",192.484
="2026/04/02 16:24:35.836",192.484
="2026/04/02 16:24:35.856",192.604
="2026/04/02 16:24:35.876",192.601
="2026/04/02 16:24:35.896",192.6
="2026/04/02 16:24:35.916",192.6
="2026/04/02 16:24:35.936",192.6
="2026/04/02 16:24:35.956",192.555
="2026/04/02 16:24:35.976",192.556
="2026/04/02 16:24:35.996",192.562
="2026/04/02 16:24:36.016",192.556
="2026/04/02 16:24:36.036",192.541
="2026/04/02 16:24:36.056",192.594
="2026/04/02 16:24:36.076",192.594
="2026/04/02 16:24:36.096",192.594
="2026/04/02 16:24:36.116",192.575
="2026/04/02 16:24:36.136",192.603
="2026/04/02 16:24:36.156",192.57
="2026/04/02 16:24:36.176",192.568
="2026/04/02 16:24:36.196",192.558
="2026/04/02 16:24:36.216",192.46
="2026/04/02 16:24:36.236",192.46
="2026/04/02 16:24:36.256",192.633
="2026/04/02 16:24:36.276",192.736
="2026/04/02 16:24:36.296",192.74
="2026/04/02 16:24:36.316",192.664
="2026/04/02 16:24:36.336",192.664
="2026/04/02 16:24:37.034",192.396
="2026/04/02 16:24:37.054",192.632
="2026/04/02 16:24:37.074",192.613
="2026/04/02 16:24:37.094",192.618
="2026/04/02 16:24:37.114",192.572
="2026/04/02 16:24:37.134",192.578
="2026/04/02 16:24:37.154",192.648
="2026/04/02 16:24:37.174",192.519
="2026/04/02 16:24:37.194",192.491
="2026/04/02 16:24:37.214",192.585
="2026/04/02 16:24:37.234",192.564
="2026/04/02 16:24:37.254",192.559
="2026/04/02 16:24:37.274",192.534
="2026/04/02 16:24:37.294",192.583
="2026/04/02 16:24:37.314",192.59
="2026/04/02 16:24:37.334",192.569
="2026/04/02 16:24:37.354",192.538
="2026/04/02 16:24:37.374",192.565
="2026/04/02 16:24:37.394",192.574
="2026/04/02 16:24:37.414",192.56
="2026/04/02 16:24:37.434",192.53
="2026/04/02 16:24:37.454",192.56
="2026/04/02 16:24:37.474",192.599
="2026/04/02 16:24:37.494",192.557
="2026/04/02 16:24:37.514",192.564
="2026/04/02 16:24:37.534",192.523
="2026/04/02 16:24:37.554",192.603
="2026/04/02 16:24:37.574",192.596
="2026/04/02 16:24:37.594",192.526
="2026/04/02 16:24:37.614",192.529
="2026/04/02 16:24:37.634",192.6
="2026/04/02 16:24:37.654",192.576
="2026/04/02 16:24:37.674",192.505
="2026/04/02 16:24:37.694",192.534
="2026/04/02 16:24:37.714",192.598
="2026/04/02 16:24:37.734",192.575
="2026/04/02 16:24:37.754",192.541
="2026/04/02 16:24:37.774",192.514
="2026/04/02 16:24:37.794",192.573
="2026/04/02 16:24:37.814",192.582
="2026/04/02 16:24:37.834",192.491
="2026/04/02 16:24:37.854",192.545
="2026/04/02 16:24:37.874",192.575
="2026/04/02 16:24:37.894",192.577
="2026/04/02 16:24:37.914",192.499
="2026/04/02 16:24:37.934",192.561
="2026/04/02 16:24:37.954",192.552
="2026/04/02 16:24:37.974",192.544
="2026/04/02 16:24:37.994",192.539
="2026/04/02 16:24:38.014",192.548
="2026/04/02 16:24:38.633",192.533
="2026/04/02 16:24:38.653",192.549
="2026/04/02 16:24:38.673",192.554
="2026/04/02 16:24:38.693",192.537
="2026/04/02 16:24:38.713",192.546
="2026/04/02 16:24:38.733",192.535
="2026/04/02 16:24:38.753",192.541
="2026/04/02 16:24:38.773",192.533
="2026/04/02 16:24:38.793",192.526
="2026/04/02 16:24:38.813",192.519
="2026/04/02 16:24:38.833",192.543
="2026/04/02 16:24:38.853",192.546
="2026/04/02 16:24:38.873",192.526
="2026/04/02 16:24:38.893",192.572
="2026/04/02 16:24:38.913",192.538
="2026/04/02 16:24:38.933",192.519
="2026/04/02 16:24:38.953",192.54
="2026/04/02 16:24:38.973",192.567
="2026/04/02 16:24:38.993",192.518
="2026/04/02 16:24:39.013",192.554
="2026/04/02 16:24:39.033",192.525
="2026/04/02 16:24:39.053",192.553
="2026/04/02 16:24:39.073",192.544
="2026/04/02 16:24:39.093",192.527
="2026/04/02 16:24:39.113",192.523
="2026/04/02 16:24:39.133",192.548
="2026/04/02 16:24:39.153",192.549
="2026/04/02 16:24:39.173",192.526
="2026/04/02 16:24:39.193",192.537
="2026/04/02 16:24:39.213",192.551
="2026/04/02 16:24:39.233",192.543
="2026/04/02 16:24:39.253",192.509
="2026/04/02 16:24:39.273",192.528
="2026/04/02 16:24:39.293",192.555
="2026/04/02 16:24:39.313",192.53
="2026/04/02 16:24:39.333",192.52
="2026/04/02 16:24:39.353",192.561
="2026/04/02 16:24:39.373",192.554
="2026/04/02 16:24:39.393",192.54
="2026/04/02 16:24:39.413",192.516
="2026/04/02 16:24:39.433",192.525
="2026/04/02 16:24:39.453",192.548
="2026/04/02 16:24:39.473",192.54
="2026/04/02 16:24:39.493",192.533
="2026/04/02 16:24:39.513",192.527
="2026/04/02 16:24:39.533",192.549
="2026/04/02 16:24:39.553",192.534
="2026/04/02 16:24:39.573",192.543
="2026/04/02 16:24:39.593",192.518
="2026/04/02 16:24:39.613",192.55
="2026/04/02 16:24:40.230",192.526
="2026/04/02 16:24:40.250",192.541
="2026/04/02 16:24:40.270",192.522
="2026/04/02 16:24:40.290",192.539
="2026/04/02 16:24:40.310",192.523
="2026/04/02 16:24:40.330",192.551
="2026/04/02 16:24:40.350",192.549
="2026/04/02 16:24:40.370",192.518
="2026/04/02 16:24:40.390",192.553
="2026/04/02 16:24:40.410",192.556
="2026/04/02 16:24:40.430",192.55
="2026/04/02 16:24:40.450",192.533
="2026/04/02 16:24:40.470",192.554
="2026/04/02 16:24:40.490",192.527
="2026/04/02 16:24:40.510",192.536
="2026/04/02 16:24:40.530",192.524
="2026/04/02 16:24:40.550",192.547
="2026/04/02 16:24:40.570",192.537
="2026/04/02 16:24:40.590",192.538
="2026/04/02 16:24:40.610",192.558
="2026/04/02 16:24:40.630",192.523
="2026/04/02 16:24:40.650",192.526
="2026/04/02 16:24:40.670",192.547
="2026/04/02 16:24:40.690",192.547
="2026/04/02 16:24:40.710",192.528
="2026/04/02 16:24:40.730",192.519
="2026/04/02 16:24:40.750",192.546
="2026/04/02 16:24:40.770",192.551
="2026/04/02 16:24:40.790",192.554
="2026/04/02 16:24:40.810",192.521
="2026/04/02 16:24:40.830",192.546
="2026/04/02 16:24:40.850",192.548
="2026/04/02 16:24:40.870",192.541
="2026/04/02 16:24:40.890",192.547
="2026/04/02 16:24:40.910",192.529
="2026/04/02 16:24:40.930",192.518
="2026/04/02 16:24:40.950",192.557
="2026/04/02 16:24:40.970",192.542
="2026/04/02 16:24:40.990",192.527
="2026/04/02 16:24:41.010",192.518
="2026/04/02 16:24:41.030",192.55
="2026/04/02 16:24:41.050",192.528
="2026/04/02 16:24:41.070",192.522
="2026/04/02 16:24:41.090",192.53
="2026/04/02 16:24:41.110",192.549
="2026/04/02 16:24:41.130",192.523
="2026/04/02 16:24:41.150",192.531
="2026/04/02 16:24:41.170",192.519
="2026/04/02 16:24:41.190",192.521
="2026/04/02 16:24:41.210",192.527
="2026/04/02 16:24:41.829",192.536
="2026/04/02 16:24:41.849",192.519
="2026/04/02 16:24:41.869",192.52
="2026/04/02 16:24:41.889",192.523
="2026/04/02 16:24:41.909",192.52
="2026/04/02 16:24:41.929",192.522
="2026/04/02 16:24:41.949",192.526
="2026/04/02 16:24:41.969",192.554
="2026/04/02 16:24:41.989",192.522
="2026/04/02 16:24:42.009",192.529
="2026/04/02 16:24:42.029",192.532
="2026/04/02 16:24:42.049",192.521
="2026/04/02 16:24:42.069",192.528
="2026/04/02 16:24:42.089",192.524
="2026/04/02 16:24:42.109",192.524
="2026/04/02 16:24:42.129",192.554
="2026/04/02 16:24:42.149",192.522
="2026/04/02 16:24:42.169",192.528
="2026/04/02 16:24:42.189",192.516
="2026/04/02 16:24:42.209",192.555
="2026/04/02 16:24:42.229",192.517
="2026/04/02 16:24:42.249",192.531
="2026/04/02 16:24:42.269",192.529
="2026/04/02 16:24:42.289",192.553
="2026/04/02 16:24:42.309",192.534
="2026/04/02 16:24:42.329",192.536
="2026/04/02 16:24:42.349",192.526
="2026/04/02 16:24:42.369",192.515
="2026/04/02 16:24:42.389",192.527
="2026/04/02 16:24:42.409",192.539
="2026/04/02 16:24:42.429",192.526
="2026/04/02 16:24:42.449",192.558
="2026/04/02 16:24:42.469",192.519
="2026/04/02 16:24:42.489",192.53
="2026/04/02 16:24:42.509",192.527
="2026/04/02 16:24:42.529",192.524
="2026/04/02 16:24:42.549",192.555
="2026/04/02 16:24:42.569",192.539
="2026/04/02 16:24:42.589",192.532
="2026/04/02 16:24:42.609",192.527
="2026/04/02 16:24:42.629",192.539
="2026/04/02 16:24:42.649",192.537
="2026/04/02 16:24:42.669",192.529
="2026/04/02 16:24:42.689",192.522
="2026/04/02 16:24:42.709",192.522
="2026/04/02 16:24:42.729",192.526
="2026/04/02 16:24:42.749",192.531
="2026/04/02 16:24:42.769",192.53
="2026/04/02 16:24:42.789",192.519
="2026/04/02 16:24:42.809",192.517
="2026/04/02 16:24:43.427",192.53
="2026/04/02 16:24:43.447",192.52
="2026/04/02 16:24:43.467",192.522
="2026/04/02 16:24:43.487",192.526
="2026/04/02 16:24:43.507",192.529
="2026/04/02 16:24:43.527",192.516
="2026/04/02 16:24:43.547",192.538
="2026/04/02 16:24:43.567",192.52
="2026/04/02 16:24:43.587",192.525
="2026/04/02 16:24:43.607",192.525
="2026/04/02 16:24:43.627",192.518
="2026/04/02 16:24:43.647",192.524
="2026/04/02 16:24:43.667",192.521
="2026/04/02 16:24:43.687",192.532
="2026/04/02 16:24:43.707",192.52
="2026/04/02 16:24:43.727",192.52
="2026/04/02 16:24:43.747",192.53
="2026/04/02 16:24:43.767",192.529
="2026/04/02 16:24:43.787",192.555
="2026/04/02 16:24:43.807",192.529
="2026/04/02 16:24:43.827",192.533
="2026/04/02 16:24:43.847",192.529
="2026/04/02 16:24:43.867",192.518
="2026/04/02 16:24:43.887",192.523
="2026/04/02 16:24:43.907",192.528
="2026/04/02 16:24:43.927",192.53
="2026/04/02 16:24:43.947",192.553
="2026/04/02 16:24:43.967",192.515
="2026/04/02 16:24:43.987",192.523
="2026/04/02 16:24:44.007",192.524
="2026/04/02 16:24:44.027",192.521
="2026/04/02 16:24:44.047",192.555
="2026/04/02 16:24:44.067",192.533
="2026/04/02 16:24:44.087",192.527
="2026/04/02 16:24:44.107",192.521
="2026/04/02 16:24:44.127",192.518
="2026/04/02 16:24:44.147",192.532
="2026/04/02 16:24:44.167",192.527
="2026/04/02 16:24:44.187",192.523
="2026/04/02 16:24:44.207",192.518
="2026/04/02 16:24:44.227",192.523
="2026/04/02 16:24:44.247",192.518
="2026/04/02 16:24:44.267",192.514
="2026/04/02 16:24:44.287",192.519
="2026/04/02 16:24:44.307",192.518
="2026/04/02 16:24:44.327",192.522
="2026/04/02 16:24:44.347",192.516
="2026/04/02 16:24:44.367",192.526
="2026/04/02 16:24:44.387",192.523
="2026/04/02 16:24:44.407",192.556
="2026/04/02 16:24:45.026",192.526
="2026/04/02 16:24:45.046",192.522
="2026/04/02 16:24:45.066",192.521
="2026/04/02 16:24:45.086",192.524
="2026/04/02 16:24:45.106",192.523
="2026/04/02 16:24:45.126",192.522
="2026/04/02 16:24:45.146",192.526
="2026/04/02 16:24:45.166",192.523
="2026/04/02 16:24:45.186",192.525
="2026/04/02 16:24:45.206",192.521
="2026/04/02 16:24:45.226",192.52
="2026/04/02 16:24:45.246",192.525
="2026/04/02 16:24:45.266",192.519
="2026/04/02 16:24:45.286",192.526
="2026/04/02 16:24:45.306",192.517
="2026/04/02 16:24:45.326",192.517
="2026/04/02 16:24:45.346",192.523
="2026/04/02 16:24:45.366",192.521
="2026/04/02 16:24:45.386",192.512
="2026/04/02 16:24:45.406",192.525
="2026/04/02 16:24:45.426",192.525
="2026/04/02 16:24:45.446",192.516
="2026/04/02 16:24:45.466",192.516
="2026/04/02 16:24:45.486",192.527
="2026/04/02 16:24:45.506",192.527
="2026/04/02 16:24:45.526",192.518
="2026/04/02 16:24:45.546",192.525
="2026/04/02 16:24:45.566",192.519
="2026/04/02 16:24:45.586",192.531
="2026/04/02 16:24:45.606",192.525
="2026/04/02 16:24:45.626",192.524
="2026/04/02 16:24:45.646",192.519
="2026/04/02 16:24:45.666",192.531
="2026/04/02 16:24:45.686",192.523
="2026/04/02 16:24:45.706",192.513
="2026/04/02 16:24:45.726",192.522
="2026/04/02 16:24:45.746",192.529
="2026/04/02 16:24:45.766",192.525
="2026/04/02 16:24:45.786",192.514
="2026/04/02 16:24:45.806",192.53
="2026/04/02 16:24:45.826",192.526
="2026/04/02 16:24:45.846",192.524
="2026/04/02 16:24:45.866",192.517
="2026/04/02 16:24:45.886",192.526
="2026/04/02 16:24:45.906",192.52
="2026/04/02 16:24:45.926",192.53
="2026/04/02 16:24:45.946",192.513
="2026/04/02 16:24:45.966",192.526
="2026/04/02 16:24:45.986",192.527
="2026/04/02 16:24:46.006",192.523
="2026/04/02 16:24:46.624",192.516
="2026/04/02 16:24:46.644",192.521
="2026/04/02 16:24:46.664",192.553
="2026/04/02 16:24:46.684",192.523
="2026/04/02 16:24:46.704",192.515
="2026/04/02 16:24:46.724",192.511
="2026/04/02 16:24:46.744",192.521
="2026/04/02 16:24:46.764",192.561
="2026/04/02 16:24:46.784",192.526
="2026/04/02 16:24:46.804",192.553
="2026/04/02 16:24:46.824",192.525
="2026/04/02 16:24:46.844",192.522
="2026/04/02 16:24:46.864",192.561
="2026/04/02 16:24:46.884",192.512
="2026/04/02 16:24:46.904",192.524
="2026/04/02 16:24:46.924",192.523
="2026/04/02 16:24:46.944",192.522
="2026/04/02 16:24:46.964",192.551
="2026/04/02 16:24:46.984",192.561
="2026/04/02 16:24:47.004",192.563
="2026/04/02 16:24:47.024",192.562
="2026/04/02 16:24:47.044",192.553
="2026/04/02 16:24:47.064",192.554
="2026/04/02 16:24:47.084",192.567
="2026/04/02 16:24:47.104",192.552
="2026/04/02 16:24:47.124",192.553
="2026/04/02 16:24:47.144",192.56
="2026/04/02 16:24:47.164",192.565
="2026/04/02 16:24:47.184",192.552
="2026/04/02 16:24:47.204",192.556
="2026/04/02 16:24:47.224",192.556
="2026/04/02 16:24:47.244",192.562
="2026/04/02 16:24:47.264",192.547
="2026/04/02 16:24:47.284",192.559
="2026/04/02 16:24:47.304",192.551
="2026/04/02 16:24:47.324",192.558
="2026/04/02 16:24:47.344",192.558
="2026/04/02 16:24:47.364",192.545
="2026/04/02 16:24:47.384",192.547
="2026/04/02 16:24:47.404",192.549
="2026/04/02 16:24:47.424",192.556
="2026/04/02 16:24:47.444",192.543
="2026/04/02 16:24:47.464",192.55
="2026/04/02 16:24:47.484",192.557
="2026/04/02 16:24:47.504",192.551
="2026/04/02 16:24:47.524",192.554
="2026/04/02 16:24:47.544",192.554
="2026/04/02 16:24:47.564",192.55
="2026/04/02 16:24:47.584",192.55
="2026/04/02 16:24:47.604",192.554
="2026/04/02 16:24:48.222",192.557
="2026/04/02 16:24:48.242",192.554
="2026/04/02 16:24:48.262",192.554
="2026/04/02 16:24:48.282",192.553
="2026/04/02 16:24:48.302",192.554
="2026/04/02 16:24:48.322",192.554
="2026/04/02 16:24:48.342",192.553
="2026/04/02 16:24:48.362",192.551
="2026/04/02 16:24:48.382",192.556
="2026/04/02 16:24:48.402",192.548
="2026/04/02 16:24:48.422",192.558
="2026/04/02 16:24:48.442",192.556
="2026/04/02 16:24:48.462",192.55
="2026/04/02 16:24:48.482",192.547
="2026/04/02 16:24:48.502",192.543
="2026/04/02 16:24:48.522",192.556
="2026/04/02 16:24:48.542",192.547
="2026/04/02 16:24:48.562",192.547
="2026/04/02 16:24:48.582",192.558
="2026/04/02 16:24:48.602",192.55
="2026/04/02 16:24:48.622",192.555
="2026/04/02 16:24:48.642",192.557
="2026/04/02 16:24:48.662",192.515
="2026/04/02 16:24:48.682",192.52
="2026/04/02 16:24:48.702",192.548
="2026/04/02 16:24:48.722",192.51
="2026/04/02 16:24:48.742",192.516
="2026/04/02 16:24:48.762",192.516
="2026/04/02 16:24:48.782",192.511
="2026/04/02 16:24:48.802",192.547
="2026/04/02 16:24:48.822",192.511
="2026/04/02 16:24:48.842",192.521
="2026/04/02 16:24:48.862",192.512
="2026/04/02 16:24:48.882",192.515
="2026/04/02 16:24:48.902",192.519
="2026/04/02 16:24:48.922",192.52
="2026/04/02 16:24:48.942",192.519
="2026/04/02 16:24:48.962",192.52
="2026/04/02 16:24:48.982",192.525
="2026/04/02 16:24:49.002",192.525
="2026/04/02 16:24:49.022",192.527
="2026/04/02 16:24:49.042",192.516
="2026/04/02 16:24:49.062",192.524
="2026/04/02 16:24:49.082",192.531
="2026/04/02 16:24:49.102",192.525
="2026/04/02 16:24:49.122",192.522
="2026/04/02 16:24:49.142",192.53
="2026/04/02 16:24:49.162",192.528
="2026/04/02 16:24:49.182",192.527
="2026/04/02 16:24:49.202",192.526
="2026/04/02 16:24:49.821",192.528
="2026/04/02 16:24:49.841",192.526
="2026/04/02 16:24:49.861",192.527
="2026/04/02 16:24:49.881",192.532
="2026/04/02 16:24:49.901",192.524
="2026/04/02 16:24:49.921",192.534
="2026/04/02 16:24:49.941",192.534
="2026/04/02 16:24:49.961",192.535
="2026/04/02 16:24:49.981",192.528
="2026/04/02 16:24:50.001",192.531
="2026/04/02 16:24:50.021",192.539
="2026/04/02 16:24:50.041",192.528
="2026/04/02 16:24:50.061",192.531
="2026/04/02 16:24:50.081",192.533
="2026/04/02 16:24:50.101",192.529
="2026/04/02 16:24:50.121",192.535
="2026/04/02 16:24:50.141",192.522
="2026/04/02 16:24:50.161",192.529
="2026/04/02 16:24:50.181",192.53
="2026/04/02 16:24:50.201",192.522
="2026/04/02 16:24:50.221",192.523
="2026/04/02 16:24:50.241",192.523
="2026/04/02 16:24:50.261",192.525
="2026/04/02 16:24:50.281",192.518
="2026/04/02 16:24:50.301",192.518
="2026/04/02 16:24:50.321",192.522
="2026/04/02 16:24:50.341",192.525
="2026/04/02 16:24:50.361",192.523
="2026/04/02 16:24:50.381",192.529
="2026/04/02 16:24:50.401",192.529
="2026/04/02 16:24:50.421",192.531
="2026/04/02 16:24:50.441",192.525
="2026/04/02 16:24:50.461",192.528
="2026/04/02 16:24:50.481",192.53
="2026/04/02 16:24:50.501",192.526
="2026/04/02 16:24:50.521",192.521
="2026/04/02 16:24:50.541",192.523
="2026/04/02 16:24:50.561",192.524
="2026/04/02 16:24:50.581",192.524
="2026/04/02 16:24:50.601",192.518
="2026/04/02 16:24:50.621",192.528
="2026/04/02 16:24:50.641",192.525
="2026/04/02 16:24:50.661",192.519
="2026/04/02 16:24:50.681",192.516
="2026/04/02 16:24:50.701",192.516
="2026/04/02 16:24:50.721",192.519
