time,v00018.AccX,v00018.AccY,v00018.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,v00029.AccX,v00029.AccY,v00029.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00035.AccX,v00035.AccY,v00035.AccZ,s0005-2.chdata,s0005-3.chdata,v00028.AccX,v00028.AccY,v00028.AccZ,v00015.AccX,v00015.AccY,v00015.AccZ,s0013-1.chdata,s0013-2.chdata,s0013-3.chdata,s00017-2.chdata,s00017-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,v00036.AccX,v00036.AccY,v00036.AccZ,v00025.AccX,v00025.AccY,v00025.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00014.AccX,v00014.AccY,v00014.AccZ,v00026.AccX,v00026.AccY,v00026.AccZ,v00034.AccX,v00034.AccY,v00034.AccZ
="2026/04/02 16:24:11.820",0.00303,0.14209,-0.07049,-0.00257,0.00288,0.04626,0,12.67379,0,0.0228,0.00412,0.02671,0.00722,0.00666,0.04984,-0.0304,0.02958,0.24106,,,-0.06627,0.02235,0.03544,0.00904,-0.01007,0.02389,,,,103.28752,35.14503,72.60635,103.28752,35.14503,,,,0.07484,0.03967,-0.05068,-0.05887,-0.06433,0.00697,-0.01261,0.04316,0.00859,-0.00302,0.00611,-0.02589,-0.03675,0.00254,-0.18363,0.02539,0.06474,-0.24508
="2026/04/02 16:24:11.840",-0.03821,-0.08,0.02819,-0.02406,-0.03605,0.02989,0,12.47959,0,-0.00011,-0.01068,-0.06182,-0.02692,-0.00378,0.03541,0.05651,0.02748,-0.05513,,,0.00667,-0.00361,0.08929,-0.0104,0.0082,0.01181,,,,101.56499,34.81744,72.4221,101.56499,34.81744,,,,0.10583,0.04332,-0.05579,0.04301,-0.01458,-0.02023,0.00326,-0.03355,-0.01484,0.00467,-0.01186,0.01854,-0.00628,-0.00795,0.16515,-0.00331,-0.01833,0.02343
="2026/04/02 16:24:11.860",0.02834,-0.01707,-0.0962,-0.02124,0.01928,0.13714,0,13.17347,0,-0.00514,-0.00413,-0.01195,-0.0193,-0.0468,-0.02174,0.08464,-0.04121,0.1201,,,0.01686,0.09665,-0.00725,0.00191,0.0206,-0.03458,,,,101.26102,35.67102,72.21108,101.26102,35.67102,,,,0.11228,-0.02839,0.05597,-0.03183,0.02971,0.042,-0.00447,-0.00594,-0.0181,0.00972,0.01684,-0.02539,-0.00685,0.03409,-0.20531,0.10607,-0.0354,-0.24704
="2026/04/02 16:24:11.880",-0.02929,-0.03103,-0.04094,-0.0015,0.00824,-0.01811,0,13.43172,0,0.02522,-0.03568,-0.00721,-0.14426,-0.01887,-0.0226,-0.15196,0.00982,0.00013,,,-0.06393,0.03708,-0.03185,-0.0004,0.01198,-0.02639,,,,104.35688,37.53777,71.92212,104.35688,37.53777,,,,-0.06396,0.02796,-0.00673,0.01606,-0.01914,-0.05058,-0.00341,0.00046,0.00186,-0.00301,0.00046,-0.02912,0.00126,-0.00966,0.1092,-0.02626,0.06167,0.16068
="2026/04/02 16:24:11.900",0.0055,0.08718,0.04713,0.04083,0.04362,-0.01802,0,12.95218,0,0.01601,-0.00327,0.07775,0.068,-0.04633,-0.02425,-0.05109,0.00221,-0.0858,,,-0.035,-0.07588,-0.09257,0.02152,-0.0046,0.05774,,,,109.80798,37.6591,72.11885,109.80798,37.6591,,,,-0.20728,0.01466,-0.0516,-0.09755,0.06851,0.01734,0.019,-0.02342,-0.0417,-0.00236,0.00997,-0.02332,-0.0567,-0.01774,-0.03559,-0.01545,0.05702,0.04481
="2026/04/02 16:24:11.920",-0.06434,-0.0275,0.02035,-0.00021,0.01844,0.03351,0,12.49683,0,-0.00327,0.00233,0.06484,0.01415,-0.00011,-0.00698,0.06033,-0.02736,-0.13281,,,0.03007,-0.0414,0.02566,0.01182,-0.01994,0.07462,,,,115.40248,36.31695,72.10905,115.40248,36.31695,,,,0.09093,0.02114,0.00188,0.06622,-0.0206,-0.13229,0.00634,0.00533,0.00956,0.00928,0.01219,-0.03434,-0.01755,-0.01993,0.0108,-0.05999,-0.04359,0.14449
="2026/04/02 16:24:11.940",0.04507,-0.04861,0.02413,-0.00703,0.0122,0.02921,0,12.57659,0,-0.09274,0.06868,-0.05979,0.01711,-0.10296,0.00429,-0.06117,0.00847,0.01723,,,-0.13791,0.16319,-0.16497,-0.01551,0.00567,0.00882,,,,119.60332,35.33572,72.1587,119.60332,35.33572,,,,0.04937,-0.03641,0.00562,0.01064,0.01782,0.11924,-0.00374,0.01334,0.05825,0.00753,0.01458,-0.03724,0.00358,0.02859,-0.15144,0.01605,0.00027,-0.07906
="2026/04/02 16:24:11.960",-0.02646,-0.06304,-0.03863,0.00942,-0.01291,0.01422,0,13.38872,0,0.02634,0.0214,0.03232,-0.05048,-0.00186,0.05983,-0.11918,0.00694,0.19236,,,0.03173,-0.03438,0.03762,0.00018,-0.01492,-0.10283,,,,122.7434,35.38046,72.6388,122.7434,35.38046,,,,-0.10167,-0.02332,-0.09159,0.03276,-0.04538,-0.05176,-0.01587,0.01746,-0.02094,0.00114,-0.01162,0.01676,0.01259,-0.02488,0.17837,-0.02123,0.00883,-0.06132
="2026/04/02 16:24:11.980",0.04199,0.04808,0.03631,-0.03977,-0.02265,-0.01804,0,13.72124,0,0.05416,-0.01271,-0.0275,-0.01177,-0.03992,-0.06079,0.03303,-0.01801,0.07509,,,0.06472,0.01771,0.09271,0.00557,0.04089,-0.00777,,,,124.53999,34.79728,73.0448,124.53999,34.79728,,,,0.12398,-0.0463,-0.0159,-0.06237,-0.04441,0.0714,0.01991,-0.02894,-0.02702,-0.00057,0.01493,-0.00792,-0.0297,-0.03717,-0.23156,0.0026,0.06985,0.10069
="2026/04/02 16:22:55.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.17592 | 163.77406 | 162.62811 | 160.55699 | 159.60472 | 161.08112 | 163.41275 | 164.24088 | 162.30463 | 160.03093 | 160.2381 | 161.43715 | 162.73497 | 162.8802 | 160.96623 | 160.03717 | 160.1638 | 161.45377 | 162.798 | 162.52061 | 160.9818 | 160.18173 | 160.28767 | 161.15703 | 162.52557 | 162.22026 | 160.8336 | 160.56802 | 161.12114 | 161.67749 | 162.77153 | 162.74011 | 161.55737 | 160.30193 | 160.4549 | 161.68549 | 162.10323 | 161.08664 | 160.24142 | 160.33022 | 161.30898 | 162.61273 | 162.41776 | 161.49843 | 161.09821 | 160.87827 | 161.41341 | 162.54675 | 161.75117 | 160.6713,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,90.69418 | 90.31042 | 89.49514 | 89.05166 | 89.3522 | 89.88392 | 90.02902 | 89.75702 | 89.80547 | 89.89451 | 89.95369 | 89.95205 | 90.10278 | 90.53365 | 90.6893 | 90.34579 | 89.80596 | 89.80603 | 89.75799 | 89.67457 | 89.57693 | 89.51038 | 89.2372 | 89.60548 | 89.76369 | 89.5728 | 89.68821 | 89.75273 | 89.38086 | 89.11015 | 89.36507 | 89.96846 | 90.07932 | 90.16238 | 90.18928 | 90.18378 | 90.17712 | 89.95647 | 89.36359 | 89.63927 | 90.33742 | 89.79944 | 89.21685 | 89.63731 | 90.13484 | 90.22108 | 89.67323 | 89.37373 | 89.31319 | 89.44974,,,,,,,,,,,,,,,,,,
="2026/04/02 16:24:12.000",0.00797,-0.01464,-0.02097,0.04854,0.00858,-0.13148,0,13.73878,0,0.10625,-0.04681,0.11992,-0.0182,0.04292,-0.02833,0.03613,-0.03081,0.06524,33.20894 | 33.75004 | 34.04011 | 33.5206 | 32.62393 | 32.45268 | 32.68723 | 32.72672 | 33.21596 | 33.46448 | 32.85737 | 32.64265 | 32.68644 | 32.80012 | 32.72231 | 32.43151 | 32.78325 | 33.2095 | 33.14223 | 33.13514 | 33.01654 | 32.59442 | 32.35899 | 32.35366 | 32.67513 | 33.54334 | 34.0813 | 33.45621 | 32.92328 | 33.66582 | 34.44131 | 34.03596 | 33.09217 | 33.09609 | 33.52225 | 33.35514 | 32.97779 | 33.21664 | 33.60411 | 33.80986 | 33.84087 | 33.7434 | 33.69252 | 34.11349 | 34.25182 | 34.27888 | 34.31964 | 34.64389 | 34.72781 | 34.03536,178.13103 | 178.0459 | 178.26062 | 179.01143 | 178.7048 | 178.10936 | 178.10684 | 179.03326 | 179.11322 | 178.72188 | 178.73607 | 179.18884 | 179.17007 | 179.10614 | 178.88425 | 179.15631 | 179.14807 | 178.4196 | 177.81592 | 177.73355 | 177.88261 | 178.09877 | 178.13605 | 178.7303 | 179.07304 | 179.06796 | 179.03421 | 178.67766 | 178.09886 | 177.6664 | 177.82399 | 178.17566 | 178.25458 | 178.14641 | 177.89258 | 178.06856 | 178.64281 | 178.51297 | 178.27742 | 177.8513 | 177.53728 | 177.7542 | 177.94168 | 177.87805 | 177.96825 | 178.0728 | 178.2355 | 178.06685 | 178.09433 | 178.11984,0.04459,-0.00806,0.01551,0.01331,-0.00138,-0.05024,,,,124.96874,33.77945,73.14292,124.96874,33.77945,162.11124 | 160.99394 | 159.30904 | 159.84949 | 161.57065 | 162.45592 | 162.37576 | 160.88066 | 159.34183 | 159.63969 | 161.50513 | 163.07747 | 163.3997 | 162.27505 | 161.86758 | 162.34178 | 162.23657 | 161.75264 | 161.01662 | 160.21187 | 161.38623 | 163.96826 | 164.76175 | 163.15611 | 161.65898 | 161.84157 | 163.46111 | 164.17696 | 163.40573 | 162.07138 | 160.52856 | 160.61816 | 162.50551 | 163.70557 | 162.85378 | 161.60251 | 161.61783 | 163.57501 | 165.71791 | 165.82257 | 163.7224 | 161.22995 | 161.64015 | 163.90707 | 164.658 | 163.19991 | 162.08369 | 162.94626 | 164.50038 | 165.0453,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,89.67551 | 88.60659 | 89.32795 | 91.11452 | 91.27714 | 90.18277 | 89.60909 | 89.78658 | 89.83862 | 89.1862 | 89.15706 | 89.58366 | 89.81052 | 90.0634 | 90.117 | 90.09853 | 89.65445 | 89.59541 | 89.73095 | 89.82447 | 89.83512 | 90.50082 | 91.00394 | 90.43376 | 90.22258 | 90.99497 | 90.80772 | 89.41186 | 88.90884 | 89.65015 | 90.48928 | 90.43386 | 89.87631 | 89.23382 | 88.84325 | 89.36868 | 90.08145 | 90.29581 | 90.25742 | 90.27637 | 90.15791 | 89.5309 | 89.01649 | 89.04419 | 88.98646 | 89.75117 | 90.73373 | 90.65652 | 90.24258 | 90.16204,0.11458,-0.02392,-0.20269,-0.05901,0.01176,-0.13109,0.01096,0.00207,0.03101,-0.01367,-0.00309,-0.00846,0.00791,-0.04316,0.14171,-0.01216,-0.0587,0.03009
="2026/04/02 16:24:12.020",0.02809,-0.00518,-0.12242,0.00192,0.03934,-0.06247,0,13.32079,0,-0.01615,0.00956,-0.04772,0.03982,-0.09278,-0.04264,0.01938,-0.13644,-0.10802,,,-0.036,-0.00323,0.18088,0.00263,0.01742,-0.03391,,,,124.70927,33.91709,73.31773,124.70927,33.91709,,,,0.03965,-0.02729,-0.00594,0.09923,0.15347,0.04152,-0.00109,0.02182,0.02935,-0.02349,-0.01815,0.01728,-0.00521,0.01174,-0.09412,0.06825,-0.028,-0.24019
="2026/04/02 16:24:12.040",0.0224,0.00833,-0.11213,0.01576,-0.04061,-0.05911,0,12.97362,0,-0.05864,0.02194,-0.14408,0.01146,0.10309,0.12724,-0.1088,0.00632,-0.01769,,,0.03677,-0.01666,-0.04223,0.00888,0.0103,-0.03161,,,,123.5124,33.7621,74.14455,123.5124,33.7621,,,,-0.0984,0.03094,-0.05472,0.24051,-0.02956,0.0959,0.00013,-0.00326,0.01616,0.02676,0.0012,0.01351,-0.03089,-0.00568,0.07919,-0.03891,0.04241,0.06103
="2026/04/02 16:24:12.060",0.00909,-0.00238,0.09652,-0.04325,0.04419,0.08346,0,13.3313,0,-0.00925,0.01792,-0.00847,0.0693,-0.03078,-0.08743,-0.01451,0.03584,-0.02411,,,-0.02212,0.01296,-0.08658,0.00799,0.00908,0.05326,,,,123.49967,32.99826,74.82417,123.49967,32.99826,,,,-0.0768,0.03111,0.10483,-0.00903,0.05958,0.06584,0.0068,-0.04067,0.06224,0.00052,0.00542,-0.0184,-0.01538,0.0138,-0.10649,-0.02634,0.0362,0.09149
="2026/04/02 16:24:12.080",-0.0101,-0.0025,0.11908,0.06438,-0.01793,0.1165,0,13.72006,0,0.01454,-0.04464,0.03356,-0.00749,-0.044,-0.02393,0.0499,0.00821,0.00201,,,0.05846,-0.01325,-0.07897,-0.00448,-0.02452,0.0646,,,,124.04222,31.94036,75.08247,124.04222,31.94036,,,,0.03289,-0.02765,0.01519,-0.10119,0.06838,-0.32141,-0.00407,0.02818,0.01654,0.00108,0.00006,-0.00156,0.01715,-0.03804,-0.03182,-0.00798,-0.04771,0.15775
="2026/04/02 16:24:12.100",-0.04539,-0.09961,0.03918,-0.05854,-0.01251,0.01869,0,13.78325,0,-0.01062,0.0225,0.01549,-0.04835,0.04673,0.02153,-0.05149,-0.01073,0.10884,,,-0.07528,0.12534,0.12988,-0.00247,0.01895,-0.02603,,,,124.17483,31.3906,75.55283,124.17483,31.3906,,,,-0.01973,0.00225,0.12145,0.09798,0.14134,0.05549,0.00329,0.01095,-0.01232,-0.02095,-0.019,0.02408,0.01253,0.08285,0.02004,-0.07694,-0.03927,-0.10447
="2026/04/02 16:24:12.120",-0.02927,0.00649,-0.19192,0.02253,0.04076,-0.00115,0,13.52037,0,-0.02739,0.00716,-0.02531,0.01027,-0.02388,0.0558,0.00406,-0.04921,0.02057,,,-0.0647,-0.07332,0.06498,0.00157,0.00329,0.07101,,,,124.49856,31.7311,74.96959,124.49856,31.7311,,,,-0.00532,0.03593,-0.16708,0.16013,0.05064,0.06857,-0.00808,0.0152,-0.02392,-0.0095,-0.00696,0.03926,-0.01853,-0.10907,-0.04864,0.00796,0.08091,0.23015
="2026/04/02 16:24:12.140",0.01193,0.0985,0.09342,0.02613,-0.02898,-0.05308,0,13.25543,0,-0.03448,0.05265,-0.01326,0.024,0.07103,0.03193,-0.01485,-0.0076,0.05136,,,-0.05913,0.03495,0.04834,0.0155,0.01062,0.0085,,,,125.28227,31.75806,74.68728,125.28227,31.75806,,,,0.10223,0.01132,-0.10693,0.09693,-0.07366,0.08197,0.00531,0.0404,-0.06671,-0.00762,0.01751,0.01607,-0.03045,-0.01516,-0.07328,0.02103,0.0499,-0.15924
="2026/04/02 16:24:12.160",0.05029,0.03573,-0.04654,-0.04777,0.0353,0.04241,0,12.73685,0,0.0607,-0.03644,0.08191,0.02645,-0.02848,-0.04307,0.07643,-0.03431,0.04168,,,0.08103,-0.02719,-0.03105,0.01909,-0.00353,-0.01797,,,,127.30338,31.52302,75.1218,127.30338,31.52302,,,,0.00744,0.02008,-0.07583,-0.2504,0.05553,-0.41445,-0.01611,0.00344,-0.06261,-0.00232,0.01177,-0.01343,-0.03195,-0.04184,0.16148,-0.00524,-0.07333,0.07653
="2026/04/02 16:24:12.180",0.05129,-0.02674,0.01504,0.0625,0.00057,0.02412,0,12.65321,0,0.01495,0.01751,0.00324,-0.08618,-0.05398,-0.0832,-0.06197,-0.0649,0.13512,,,-0.03464,0.04683,-0.08083,0.006,-0.02302,-0.01069,,,,130.52496,32.0455,75.67236,130.52496,32.0455,,,,-0.02326,0.03938,0.01659,0.1696,0.06483,0.06442,-0.00192,0.01275,0.01571,-0.00013,-0.01059,0.03248,-0.04288,0.07995,-0.15206,0.0099,-0.01363,-0.25699
="2026/04/02 16:24:12.200",0.01801,0.05754,0.05754,-0.04126,-0.0546,-0.00884,0,13.10328,0,0.02111,-0.00627,-0.01731,-0.0569,-0.02263,0.07548,-0.11687,0.05106,-0.07619,,,0.06835,-0.05895,-0.17204,-0.00225,0.0159,-0.065,,,,133.89108,32.89138,75.88762,133.89108,32.89138,,,,-0.01342,-0.05214,-0.01349,0.16372,-0.00193,0.4619,0.00155,0.02247,0.01635,-0.01596,-0.02018,0.05187,0.03289,-0.02112,0.08221,-0.01999,0.05456,0.02751
="2026/04/02 16:24:12.220",-0.02272,0.00849,0.02577,0.03727,0.00135,-0.03108,0,12.9142,0,0.02957,-0.01934,-0.05368,0.01434,-0.03681,-0.01849,0.02258,-0.05746,-0.03561,,,-0.04902,0.11037,-0.00265,0.00807,-0.03286,0.0267,,,,136.28636,32.96228,75.62364,136.28636,32.96228,,,,-0.00394,-0.07644,0.02124,-0.09291,-0.09775,-0.27761,-0.00275,0.01699,-0.00741,0.00672,0.00725,-0.03607,0.05599,0.02629,-0.03635,0.03315,-0.08896,0.03733
="2026/04/02 16:24:12.240",-0.00613,-0.02878,0.00965,-0.03401,0.01329,0.02061,0,12.36657,0,-0.05782,0.02427,-0.06499,0.10601,0.02128,-0.01115,0.06338,0.06188,-0.11354,,,0.04593,-0.06099,0.10793,0.00492,-0.03108,0.05457,,,,135.99068,32.95363,75.24218,135.99068,32.95363,,,,-0.09405,-0.08266,0.00452,-0.09826,0.121,-0.44,0.0014,0.00142,-0.01451,-0.02575,-0.0169,0.0224,0.03184,-0.03267,-0.106,-0.01328,-0.02603,0.26479
="2026/04/02 16:24:12.260",-0.00119,0.04123,-0.10201,-0.01594,-0.02719,-0.02113,0,12.68188,0,0.03182,-0.07123,0.06474,-0.03042,0.00782,0.02738,-0.06289,-0.00168,0.00883,,,-0.13774,0.02596,-0.00913,-0.01542,0.04298,0.00262,,,,137.19817,34.29342,75.05671,137.19817,34.29342,,,,-0.05524,0.12743,-0.00053,0.24264,0.05374,0.30695,-0.01578,0.00678,0.01879,0.02362,0.00773,0.00222,0.00907,0.02088,0.20636,-0.01931,0.00115,-0.04872
="2026/04/02 16:24:12.280",0.04069,0.02211,-0.00283,0.06282,0.10047,-0.05056,0,13.33361,0,-0.02236,0.01163,0.00926,-0.01245,0.02463,0.01309,-0.03245,0.06051,0.04884,,,-0.0262,-0.00565,0.04379,0.01345,-0.0266,-0.01662,,,,137.54672,34.38106,75.24825,137.54672,34.38106,,,,-0.0812,0.04373,-0.06005,0.15668,-0.12485,0.60838,0.00165,0.01857,-0.01177,0.00671,-0.01492,0.05341,-0.01462,-0.03276,-0.23531,-0.03514,-0.05384,-0.04115
="2026/04/02 16:24:12.300",0.05349,0.06844,-0.02202,0.02236,-0.01743,-0.0393,0,13.04481,0,-0.00907,-0.01173,-0.05873,-0.00557,0.01656,-0.0084,0.10145,-0.04893,-0.02111,,,-0.09673,0.09098,0.0517,-0.00535,0.00455,-0.01686,,,,133.83978,32.85602,75.3746,133.83978,32.85602,,,,0.05256,-0.01647,0.10598,-0.21142,-0.03536,-0.41838,0.01137,-0.0124,0.05703,0.003,0.00369,0.01386,0.06894,-0.00711,0.24586,-0.00493,0.0703,-0.05798
="2026/04/02 16:24:12.320",0.03728,-0.03004,-0.01886,-0.00069,0.00028,-0.02056,0,13.07246,0,0.05993,-0.03123,0.08504,0.06109,0.00612,0.06212,0.04408,-0.05685,0.14091,,,0.07785,0.0071,-0.01404,0.00837,-0.02229,-0.00186,,,,129.10526,32.11095,75.62285,129.10526,32.11095,,,,0.02679,-0.05266,-0.02295,-0.08342,0.0317,-0.44697,-0.00235,0.01018,0.0864,-0.01809,-0.02726,0.05439,-0.01695,-0.14296,-0.09951,0.02721,0.07625,-0.03644
="2026/04/02 16:24:12.340",0.00554,-0.07438,-0.16491,0.03097,-0.00206,-0.01368,0,13.63708,0,-0.03286,0.01682,-0.00741,-0.01596,0.05057,-0.00065,-0.04326,0.02456,-0.07639,,,-0.02561,-0.02941,-0.06494,0.00329,-0.03231,-0.0343,,,,124.3704,32.11026,76.51353,124.3704,32.11026,,,,-0.08158,-0.0074,-0.15236,0.29725,0.13999,0.29619,0.00512,0.0076,0.00527,0.00155,-0.00057,-0.01372,0.10337,0.09007,0.06945,-0.04978,-0.0564,0.05199
="2026/04/02 16:23:42.000",,,,,,,,,,,,,,,,,,,33.24701 | 32.49821 | 32.3475 | 32.75808 | 32.98156 | 32.91307 | 32.93326 | 32.78704 | 33.11789 | 32.93875 | 32.60921 | 32.86275 | 33.18994 | 33.1272 | 33.02516 | 32.47111 | 32.37557 | 32.72255 | 33.02485 | 33.04251 | 33.213 | 32.78131 | 32.76921 | 33.06707 | 33.42646 | 33.15593 | 32.12187 | 32.18408 | 33.14082 | 33.3005 | 33.04152 | 33.01886 | 33.15194 | 33.29604 | 33.15939 | 33.0555 | 33.00216 | 33.1689 | 33.34345 | 33.26626 | 32.91445 | 32.5639 | 32.95897 | 33.46548 | 33.39736 | 33.14238 | 32.74021 | 32.18587 | 31.92277 | 32.07552,178.73651 | 178.99773 | 178.6618 | 178.19763 | 178.48264 | 178.68169 | 178.38596 | 178.34497 | 178.54138 | 178.70126 | 178.59526 | 178.83757 | 178.78474 | 178.7704 | 179.13673 | 179.19019 | 178.89366 | 178.74252 | 178.87308 | 178.64314 | 178.28308 | 178.37454 | 178.64485 | 179.11876 | 179.29105 | 179.37436 | 179.10034 | 179.02 | 179.55783 | 179.94266 | 179.08852 | 178.45993 | 178.3174 | 178.32239 | 178.33224 | 178.00284 | 177.85612 | 178.06194 | 178.60291 | 179.11024 | 179.696 | 179.90504 | 179.27628 | 178.57275 | 178.58653 | 178.99849 | 178.94196 | 178.55653 | 178.4313 | 178.224,,,,,,,,,,,,,,,160.63098 | 161.52049 | 162.62271 | 162.61806 | 161.76967 | 161.40833 | 161.27469 | 161.02725 | 161.77458 | 162.66988 | 162.67761 | 162.06775 | 161.24561 | 161.07495 | 161.94174 | 162.35071 | 161.14282 | 160.04552 | 160.04922 | 160.83994 | 161.54729 | 161.84572 | 161.42264 | 161.4608 | 161.35178 | 161.02168 | 161.5515 | 162.02223 | 161.90161 | 161.68388 | 161.11511 | 161.13824 | 161.49452 | 161.38014 | 161.40547 | 160.86589 | 160.45961 | 160.86914 | 161.57265 | 161.67218 | 161.0526 | 160.23448 | 160.60957 | 162.06996 | 162.33488 | 161.43475 | 160.89905 | 160.96591 | 160.97743 | 161.27943,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0,89.50538 | 89.99819 | 90.12423 | 89.8559 | 89.2869 | 88.68784 | 88.79351 | 89.27496 | 89.79071 | 89.7916 | 89.82675 | 89.54189 | 89.10918 | 89.48638 | 89.93369 | 89.29845 | 88.88548 | 88.89259 | 88.67403 | 88.64619 | 89.00833 | 89.13317 | 88.87655 | 88.91055 | 89.01337 | 88.74908 | 88.75704 | 89.39217 | 89.69778 | 89.09454 | 88.97359 | 89.16399 | 89.22475 | 89.39943 | 89.14743 | 88.6073 | 88.81158 | 89.20928 | 88.83237 | 88.53452 | 89.00269 | 88.84064 | 88.42184 | 88.46312 | 89.05903 | 89.13012 | 89.1124 | 88.96703 | 89.09164 | 89.2977,,,,,,,,,,,,,,,,,,
="2026/04/02 16:20:18.000",,,,,,,,,,,,,,,,,,,,,,,,,,,429.02127 | 430.61786 | 430.18875 | 429.18018 | 428.40271 | 427.59756 | 428.05719 | 428.98068 | 429.67435 | 429.96564 | 430.15585 | 429.27679 | 430.04123 | 431.08698 | 430.12717 | 428.74185 | 429.07327 | 428.77676 | 428.49316 | 428.03455 | 428.86636 | 428.53833 | 427.95981 | 429.00665 | 428.63773 | 428.93851 | 429.10812 | 429.33273 | 429.78616 | 428.74243 | 427.50757 | 428.01398 | 429.72485 | 430.15945 | 429.61716 | 429.73956 | 430.26562 | 430.24258 | 430.71155 | 430.56149 | 428.79147 | 427.20584 | 428.23993 | 430.06998 | 430.02469 | 428.99051 | 428.36877 | 429.36853 | 430.50131 | 429.89395,434.15411 | 432.92194 | 431.9845 | 432.39713 | 433.14185 | 433.17624 | 433.01447 | 433.51419 | 434.0166 | 433.53876 | 432.77698 | 432.15741 | 433.23038 | 434.4595 | 434.14389 | 432.05643 | 431.97049 | 432.8967 | 433.22989 | 432.16678 | 432.04477 | 433.94751 | 434.9314 | 435.10168 | 434.0238 | 433.22638 | 433.91458 | 433.73236 | 432.91556 | 432.85681 | 435.25504 | 435.97839 | 434.71021 | 433.22333 | 432.87564 | 434.173 | 434.18716 | 433.6647 | 433.81937 | 433.52817 | 433.13443 | 432.49176 | 431.96375 | 433.11734 | 434.2366 | 433.25473 | 432.10666 | 432.24927 | 434.11868 | 435.37589,50.39529 | 49.69276 | 48.19244 | 47.39941 | 48.81074 | 49.51524 | 49.09853 | 48.71963 | 48.61491 | 49.23105 | 49.99569 | 50.67363 | 50.48478 | 49.22946 | 49.18876 | 49.19948 | 49.61532 | 49.28048 | 49.23635 | 49.04089 | 49.73745 | 50.07638 | 49.73563 | 50.56755 | 51.66649 | 51.53767 | 50.60527 | 49.47436 | 50.09555 | 50.47545 | 49.50472 | 49.87274 | 51.28621 | 51.62229 | 49.95807 | 48.8088 | 48.46011 | 48.32797 | 48.65936 | 49.05934 | 49.67119 | 49.08313 | 47.64766 | 48.99362 | 49.49889 | 49.19961 | 49.72664 | 50.45603 | 50.99113 | 50.56796,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:24:12.360",-0.04531,0.10558,-0.09917,0.00816,0.03112,-0.0054,0,13.67913,0,0.00252,-0.01084,0.03651,0.04163,0.0577,-0.01258,-0.02158,-0.03,-0.01109,,,0.00966,0.00891,0.06854,-0.00138,-0.00676,-0.00627,,,,122.51657,31.78698,76.14938,122.51657,31.78698,,,,0.01461,0.0493,-0.13507,0.09963,-0.23891,0.5191,0.00702,-0.03245,0.00631,-0.01368,-0.02625,0.00507,-0.0222,-0.14392,-0.06142,-0.01361,0.06751,-0.05523
="2026/04/02 16:24:12.380",-0.07022,0.02076,-0.02464,-0.02504,-0.00101,-0.02589,0,13.19629,0,0.02664,0.03387,0.02108,0.07185,0.07239,-0.06108,-0.09298,0.07984,-0.11551,,,0.02108,-0.01817,0.21522,-0.02199,0.04896,-0.07407,,,,122.91317,31.29826,75.36941,122.91317,31.29826,,,,0.04759,0.02723,0.07582,-0.23809,-0.17882,-0.57402,-0.00533,0.01203,-0.05369,-0.00733,-0.01899,0.03653,0.00429,-0.01763,0.03845,-0.03782,-0.03798,0.08685
="2026/04/02 16:24:12.400",-0.05494,0.04371,-0.12917,0.00885,0.00479,-0.06439,0,12.87748,0,0.0526,-0.00544,0.05928,0.02808,0.01157,-0.00355,0.15621,-0.06012,0.1929,,,0.0632,-0.18771,0.10144,-0.0051,0.0295,-0.04674,,,,121.70763,31.4688,75.92993,121.70763,31.4688,,,,0.02401,-0.01795,0.00484,0.00511,0.21448,-0.25492,-0.00665,0.01833,0.01295,-0.02226,-0.04117,0.04224,0.07202,-0.12051,-0.15018,-0.01283,-0.06055,0.0051
