code,type,time,value1,value2,value3
s00017-3,sgd,1775476784.96,252.60693,,
s00017-3,sgd,1775476784.98,252.46083,,
s0017-1,sgd,1775476784,225.62692,,
s0017-1,sgd,1775476784.02,226.34396,,
s0017-1,sgd,1775476784.04,226.93958,,
s0017-1,sgd,1775476784.06,227.06696,,
s0017-1,sgd,1775476784.08,226.63181,,
s0017-1,sgd,1775476784.1,225.64093,,
s0017-1,sgd,1775476784.12,225.21945,,
s0017-1,sgd,1775476784.14,225.63071,,
s0017-1,sgd,1775476784.16,225.8844,,
s0017-1,sgd,1775476784.18,225.45502,,
s0017-1,sgd,1775476784.2,225.30203,,
s0017-1,sgd,1775476784.22,225.58693,,
s0017-1,sgd,1775476784.24,225.33708,,
s0017-1,sgd,1775476784.26,225.48596,,
s0017-1,sgd,1775476784.28,226.36932,,
s0017-1,sgd,1775476784.3,226.17793,,
s0017-1,sgd,1775476784.32,225.55779,,
s0017-1,sgd,1775476784.34,225.203,,
s0017-1,sgd,1775476784.36,225.15421,,
s0017-1,sgd,1775476784.38,225.96886,,
s0017-1,sgd,1775476784.4,225.88599,,
s0017-1,sgd,1775476784.42,225.3049,,
s0017-1,sgd,1775476784.44,225.27368,,
s0017-1,sgd,1775476784.46,225.04022,,
s0017-1,sgd,1775476784.48,225.2393,,
s0017-1,sgd,1775476784.5,225.58936,,
s0017-1,sgd,1775476784.52,225.37395,,
s0017-1,sgd,1775476784.54,225.40671,,
s0017-1,sgd,1775476784.56,225.20499,,
s0017-1,sgd,1775476784.58,225.24213,,
s0017-1,sgd,1775476784.6,225.60519,,
s0017-1,sgd,1775476784.62,225.88177,,
s0017-1,sgd,1775476784.64,225.64191,,
s0017-1,sgd,1775476784.66,225.53799,,
s0017-1,sgd,1775476784.68,226.05196,,
s0017-1,sgd,1775476784.7,226.37225,,
s0017-1,sgd,1775476784.72,226.22922,,
s0017-1,sgd,1775476784.74,225.47704,,
s0017-1,sgd,1775476784.76,225.02243,,
s0017-1,sgd,1775476784.78,224.91048,,
s0017-1,sgd,1775476784.8,225.00099,,
s0017-1,sgd,1775476784.82,225.27347,,
s0017-1,sgd,1775476784.84,225.32498,,
s0017-1,sgd,1775476784.86,225.45479,,
s0017-1,sgd,1775476784.88,225.47548,,
s0017-1,sgd,1775476784.9,226.21315,,
s0017-1,sgd,1775476784.92,226.63776,,
s0017-1,sgd,1775476784.94,226.22279,,
s0017-1,sgd,1775476784.96,225.56534,,
s0017-1,sgd,1775476784.98,225.55933,,
s0017-2,sgd,1775476784,133.88625,,
s0017-2,sgd,1775476784.02,133.92149,,
s0017-2,sgd,1775476784.04,133.73207,,
s0017-2,sgd,1775476784.06,133.57562,,
s0017-2,sgd,1775476784.08,133.67697,,
s0017-2,sgd,1775476784.1,133.86111,,
s0017-2,sgd,1775476784.12,133.96834,,
s0017-2,sgd,1775476784.14,133.86586,,
s0017-2,sgd,1775476784.16,133.75896,,
s0017-2,sgd,1775476784.18,133.73767,,
s0017-2,sgd,1775476784.2,133.72687,,
s0017-2,sgd,1775476784.22,133.78091,,
s0017-2,sgd,1775476784.24,133.80257,,
s0017-2,sgd,1775476784.26,133.75041,,
s0017-2,sgd,1775476784.28,133.72359,,
s0017-2,sgd,1775476784.3,133.81526,,
s0017-2,sgd,1775476784.32,133.87959,,
s0017-2,sgd,1775476784.34,133.8017,,
s0017-2,sgd,1775476784.36,133.69768,,
s0017-2,sgd,1775476784.38,133.80414,,
s0017-2,sgd,1775476784.4,133.88765,,
s0017-2,sgd,1775476784.42,133.80261,,
s0017-2,sgd,1775476784.44,133.80396,,
s0017-2,sgd,1775476784.46,133.80125,,
s0017-2,sgd,1775476784.48,133.69572,,
s0017-2,sgd,1775476784.5,133.55099,,
s0017-2,sgd,1775476784.52,133.58815,,
s0017-2,sgd,1775476784.54,133.87312,,
s0017-2,sgd,1775476784.56,134.03142,,
s0017-2,sgd,1775476784.58,133.93857,,
s0017-2,sgd,1775476784.6,133.85121,,
s0017-2,sgd,1775476784.62,133.80281,,
s0017-2,sgd,1775476784.64,133.76643,,
s0017-2,sgd,1775476784.66,133.81218,,
s0017-2,sgd,1775476784.68,133.90445,,
s0017-2,sgd,1775476784.7,133.92007,,
s0017-2,sgd,1775476784.72,133.85156,,
s0017-2,sgd,1775476784.74,133.74666,,
s0017-2,sgd,1775476784.76,133.72577,,
s0017-2,sgd,1775476784.78,133.72266,,
s0017-2,sgd,1775476784.8,133.90764,,
s0017-2,sgd,1775476784.82,133.90605,,
s0017-2,sgd,1775476784.84,133.86324,,
s0017-2,sgd,1775476784.86,133.94109,,
s0017-2,sgd,1775476784.88,133.89342,,
s0017-2,sgd,1775476784.9,133.77637,,
s0017-2,sgd,1775476784.92,133.76341,,
s0017-2,sgd,1775476784.94,133.82436,,
s0017-2,sgd,1775476784.96,133.87453,,
s0017-2,sgd,1775476784.98,133.82607,,
s0017-3,sgd,1775476784,252.47525,,
s0017-3,sgd,1775476784.02,252.30063,,
s0017-3,sgd,1775476784.04,252.27252,,
s0017-3,sgd,1775476784.06,252.19232,,
s0017-3,sgd,1775476784.08,252.1037,,
s0017-3,sgd,1775476784.1,252.12709,,
s0017-3,sgd,1775476784.12,252.35052,,
s0017-3,sgd,1775476784.14,252.45027,,
s0017-3,sgd,1775476784.16,252.53493,,
s0017-3,sgd,1775476784.18,252.52798,,
s0017-3,sgd,1775476784.2,252.49078,,
s0017-3,sgd,1775476784.22,252.43518,,
s0017-3,sgd,1775476784.24,252.38232,,
s0017-3,sgd,1775476784.26,252.5466,,
s0017-3,sgd,1775476784.28,252.66704,,
s0017-3,sgd,1775476784.3,252.53099,,
s0017-3,sgd,1775476784.32,252.25623,,
s0017-3,sgd,1775476784.34,252.38382,,
s0017-3,sgd,1775476784.36,252.32358,,
s0017-3,sgd,1775476784.38,252.08195,,
s0017-3,sgd,1775476784.4,251.9397,,
s0017-3,sgd,1775476784.42,252.05708,,
s0017-3,sgd,1775476784.44,252.4944,,
s0017-3,sgd,1775476784.46,252.75786,,
s0017-3,sgd,1775476784.48,252.74261,,
s0017-3,sgd,1775476784.5,252.72922,,
s0017-3,sgd,1775476784.52,252.70126,,
s0017-3,sgd,1775476784.54,252.54774,,
s0017-3,sgd,1775476784.56,252.491,,
s0017-3,sgd,1775476784.58,252.65067,,
s0017-3,sgd,1775476784.6,252.69153,,
s0017-3,sgd,1775476784.62,252.70021,,
s0017-3,sgd,1775476784.64,252.55675,,
s0017-3,sgd,1775476784.66,252.50256,,
s0017-3,sgd,1775476784.68,252.31689,,
s0017-3,sgd,1775476784.7,251.93954,,
s0017-3,sgd,1775476784.72,252.0103,,
s0017-3,sgd,1775476784.74,252.39505,,
s0017-3,sgd,1775476784.76,252.62358,,
s0017-3,sgd,1775476784.78,252.71754,,
s0017-3,sgd,1775476784.8,252.66588,,
s0017-3,sgd,1775476784.82,252.62036,,
s0017-3,sgd,1775476784.84,252.69011,,
s0017-3,sgd,1775476784.86,252.63715,,
s0017-3,sgd,1775476784.88,252.50357,,
s0017-3,sgd,1775476784.9,252.53514,,
s0017-3,sgd,1775476784.92,252.67256,,
s0017-3,sgd,1775476784.94,252.71275,,
s0017-3,sgd,1775476784.96,252.60693,,
s0017-3,sgd,1775476784.98,252.46083,,
dist_01,input,1775476784.802,187.451,,
dist_01,input,1775476784.822,187.452,,
dist_01,input,1775476784.842,187.45,,
dist_01,input,1775476784.862,187.452,,
dist_01,input,1775476784.882,187.449,,
dist_01,input,1775476784.902,187.45,,
dist_01,input,1775476784.922,187.45,,
dist_01,input,1775476784.942,187.453,,
dist_01,input,1775476784.962,187.456,,
dist_01,input,1775476784.982,187.451,,
dist_01,input,1775476785.002,187.453,,
dist_01,input,1775476785.022,187.448,,
dist_01,input,1775476785.042,187.449,,
dist_01,input,1775476785.062,187.451,,
dist_01,input,1775476785.082,187.453,,
dist_01,input,1775476785.102,187.452,,
dist_01,input,1775476785.122,187.454,,
dist_01,input,1775476785.142,187.445,,
dist_01,input,1775476785.162,187.443,,
dist_01,input,1775476785.182,187.449,,
dist_01,input,1775476785.202,187.449,,
dist_01,input,1775476785.222,187.453,,
dist_01,input,1775476785.242,187.451,,
dist_01,input,1775476785.262,187.453,,
dist_01,input,1775476785.282,187.452,,
dist_01,input,1775476785.302,187.45,,
dist_01,input,1775476785.322,187.448,,
dist_01,input,1775476785.342,187.449,,
dist_01,input,1775476785.362,187.452,,
dist_01,input,1775476785.382,187.454,,
dist_01,input,1775476785.402,187.455,,
dist_01,input,1775476785.422,187.454,,
dist_01,input,1775476785.442,187.454,,
dist_01,input,1775476785.462,187.266,,
dist_01,input,1775476785.482,187.266,,
dist_01,input,1775476785.502,186.674,,
dist_01,input,1775476785.522,188.217,,
dist_01,input,1775476785.542,188.217,,
dist_01,input,1775476785.562,186.123,,
dist_01,input,1775476785.582,186.188,,
dist_01,input,1775476785.602,187.747,,
dist_01,input,1775476785.622,187.747,,
dist_01,input,1775476785.642,187.747,,
dist_01,input,1775476785.662,186.631,,
dist_01,input,1775476785.682,186.631,,
dist_01,input,1775476785.702,186.458,,
dist_01,input,1775476785.722,186.458,,
dist_01,input,1775476785.742,186.458,,
dist_01,input,1775476785.762,186.458,,
dist_01,input,1775476785.782,186.458,,
s0011-1,sgd,1775476771,70.59652,,
s0011-1,sgd,1775476771,70.30512,,
s0011-1,sgd,1775476771,70.1059,,
s0011-1,sgd,1775476771,69.95682,,
s0011-1,sgd,1775476772,70.01959,,
s0011-1,sgd,1775476772,70.43365,,
s0011-1,sgd,1775476772,70.54086,,
s0011-1,sgd,1775476772,70.41621,,
s0011-1,sgd,1775476772,70.95845,,
s0011-1,sgd,1775476772,71.18057,,
s0011-1,sgd,1775476772,70.60138,,
s0011-1,sgd,1775476772,70.20558,,
s0011-1,sgd,1775476772,70.42065,,
s0011-1,sgd,1775476772,71.08245,,
s0011-1,sgd,1775476772,70.95116,,
s0011-1,sgd,1775476772,70.1936,,
s0011-1,sgd,1775476772,69.98423,,
s0011-1,sgd,1775476772,70.37895,,
s0011-1,sgd,1775476772,70.09462,,
s0011-1,sgd,1775476772,69.21014,,
s0011-1,sgd,1775476772,69.6249,,
s0011-1,sgd,1775476772,70.3943,,
s0011-1,sgd,1775476772,70.55743,,
s0011-1,sgd,1775476772,70.43546,,
s0011-1,sgd,1775476772,70.02793,,
s0011-1,sgd,1775476772,70.04224,,
s0011-1,sgd,1775476772,70.71378,,
s0011-1,sgd,1775476772,70.92735,,
s0011-1,sgd,1775476772,70.55265,,
s0011-1,sgd,1775476772,70.48205,,
s0011-1,sgd,1775476772,70.47978,,
s0011-1,sgd,1775476772,70.12697,,
s0011-1,sgd,1775476772,69.87712,,
s0011-1,sgd,1775476772,69.90114,,
s0011-1,sgd,1775476772,70.04783,,
s0011-1,sgd,1775476772,70.46615,,
s0011-1,sgd,1775476772,70.89051,,
s0011-1,sgd,1775476772,71.00533,,
s0011-1,sgd,1775476772,70.8924,,
s0011-1,sgd,1775476772,70.53661,,
s0011-1,sgd,1775476772,70.34856,,
s0011-1,sgd,1775476772,70.2434,,
s0011-1,sgd,1775476772,70.69346,,
s0011-1,sgd,1775476772,70.66343,,
s0011-1,sgd,1775476772,69.88502,,
s0011-1,sgd,1775476772,70.07977,,
s0011-1,sgd,1775476772,70.95504,,
s0011-1,sgd,1775476772,71.26058,,
s0011-1,sgd,1775476772,70.76862,,
s0011-1,sgd,1775476772,70.0567,,
s0011-2,sgd,1775476771,0,,
s0011-2,sgd,1775476771,0,,
s0011-2,sgd,1775476771,0,,
s0011-2,sgd,1775476771,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-2,sgd,1775476772,0,,
s0011-3,sgd,1775476771,199.37602,,
s0011-3,sgd,1775476771,198.9054,,
s0011-3,sgd,1775476771,198.55031,,
s0011-3,sgd,1775476771,198.55153,,
s0011-3,sgd,1775476772,198.64154,,
s0011-3,sgd,1775476772,198.97884,,
s0011-3,sgd,1775476772,199.34457,,
s0011-3,sgd,1775476772,199.0238,,
s0011-3,sgd,1775476772,198.67131,,
s0011-3,sgd,1775476772,198.73764,,
s0011-3,sgd,1775476772,198.80785,,
s0011-3,sgd,1775476772,198.79964,,
s0011-3,sgd,1775476772,199.01794,,
s0011-3,sgd,1775476772,198.92699,,
s0011-3,sgd,1775476772,198.51753,,
s0011-3,sgd,1775476772,198.29973,,
s0011-3,sgd,1775476772,198.43137,,
s0011-3,sgd,1775476772,199.02202,,
s0011-3,sgd,1775476772,199.68825,,
s0011-3,sgd,1775476772,199.3262,,
s0011-3,sgd,1775476772,198.71904,,
s0011-3,sgd,1775476772,198.58543,,
s0011-3,sgd,1775476772,199.2435,,
s0011-3,sgd,1775476772,199.30327,,
s0011-3,sgd,1775476772,198.39426,,
s0011-3,sgd,1775476772,198.1487,,
s0011-3,sgd,1775476772,199.02823,,
s0011-3,sgd,1775476772,199.60507,,
s0011-3,sgd,1775476772,199.33467,,
s0011-3,sgd,1775476772,199.50783,,
s0011-3,sgd,1775476772,199.21034,,
s0011-3,sgd,1775476772,198.49181,,
s0011-3,sgd,1775476772,198.94719,,
s0011-3,sgd,1775476772,199.7905,,
s0011-3,sgd,1775476772,199.72321,,
s0011-3,sgd,1775476772,198.96886,,
s0011-3,sgd,1775476772,198.64981,,
s0011-3,sgd,1775476772,199.10478,,
s0011-3,sgd,1775476772,199.74699,,
s0011-3,sgd,1775476772,199.74904,,
s0011-3,sgd,1775476772,199.22928,,
s0011-3,sgd,1775476772,198.8817,,
s0011-3,sgd,1775476772,198.63121,,
s0011-3,sgd,1775476772,198.55496,,
s0011-3,sgd,1775476772,198.38362,,
s0011-3,sgd,1775476772,198.68065,,
s0011-3,sgd,1775476772,198.8943,,
s0011-3,sgd,1775476772,198.73177,,
s0011-3,sgd,1775476772,198.48967,,
s0011-3,sgd,1775476772,198.56676,,
v00029,vibr,1775476784,-0.00766,-0.00042,0.00226
v00029,vibr,1775476784.02,-0.01245,-0.00985,-0.00778
v00029,vibr,1775476784.04,-0.00258,0.00204,-0.00632
v00029,vibr,1775476784.06,-0.00308,0.00346,0.00116
v00029,vibr,1775476784.08,0.00541,-0.00164,-0.00006
v00029,vibr,1775476784.1,-0.00033,0.00542,0.00128
v00029,vibr,1775476784.12,-0.00185,0.00349,-0.00989
v00029,vibr,1775476784.14,0.00983,-0.00269,0.00216
v00029,vibr,1775476784.16,-0.03333,-0.48277,1.93009
v00029,vibr,1775476784.18,-0.00181,-0.43521,-0.85183
v00029,vibr,1775476784.2,-0.1694,0.18114,-0.24287
v00029,vibr,1775476784.22,-0.37817,0.21728,-1.80371
v00029,vibr,1775476784.24,-0.06792,-0.05365,-1.50243
v00029,vibr,1775476784.26,0.13044,-0.06348,-0.20248
v00029,vibr,1775476784.28,0.38937,-0.1907,0.41943
v00029,vibr,1775476784.3,0.424,0.16082,0.83781
v00029,vibr,1775476784.32,0.03247,0.24969,1.13788
v00029,vibr,1775476784.34,-0.51475,-0.32516,0.70723
v00029,vibr,1775476784.36,-0.50741,0.2271,0.2289
v00029,vibr,1775476784.38,-0.11369,0.10048,-1.07955
v00029,vibr,1775476784.4,0.08608,-0.28881,-0.65909
v00029,vibr,1775476784.42,0.53705,0.0403,-1.31671
v00029,vibr,1775476784.44,0.64947,0.07073,-0.35383
v00029,vibr,1775476784.46,0.32164,0.37701,-0.50669
v00029,vibr,1775476784.48,-0.05016,0.26524,-0.54472
v00029,vibr,1775476784.5,-0.15496,-0.14143,-0.16266
v00029,vibr,1775476784.52,-0.19976,0.22802,2.83348
v00029,vibr,1775476784.54,-0.03789,-0.29606,1.82475
v00029,vibr,1775476784.56,-0.12026,-0.76799,-0.20657
v00029,vibr,1775476784.58,-0.51214,0.52155,-0.673
v00029,vibr,1775476784.6,-0.2466,0.30235,-3.44038
v00029,vibr,1775476784.62,0.24842,-0.30528,-0.35302
v00029,vibr,1775476784.64,0.81823,-0.25995,0.08484
v00029,vibr,1775476784.66,1.28804,0.42586,0.99285
v00029,vibr,1775476784.68,0.02462,-0.03494,-0.72238
v00029,vibr,1775476784.7,-1.25566,-0.99925,4.0673
v00029,vibr,1775476784.72,-1.96429,-1.18613,2.26775
v00029,vibr,1775476784.74,-1.13509,-0.77004,-0.22984
v00029,vibr,1775476784.76,-1.94726,-0.33893,-1.36737
v00029,vibr,1775476784.78,-0.09374,0.25518,-2.86504
v00029,vibr,1775476784.8,1.3485,-1.02015,1.16761
v00029,vibr,1775476784.82,1.35261,-1.15186,3.0771
v00029,vibr,1775476784.84,0.84044,0.46541,-0.37794
v00029,vibr,1775476784.86,-0.11665,0.86881,-1.27507
v00029,vibr,1775476784.88,-0.42763,0.56558,2.85161
v00029,vibr,1775476784.9,-0.71518,-1.641,2.67538
v00029,vibr,1775476784.92,-1.14938,-1.76246,1.71622
v00029,vibr,1775476784.94,-1.58363,-0.4509,-2.16151
v00029,vibr,1775476784.96,-0.37702,0.77266,-3.11468
v00029,vibr,1775476784.98,2.50554,0.85438,-5.62484
v00013,vibr,1775476784.36,0.0004,0.00383,0.0051
v00013,vibr,1775476784.38,0.0053,0.00047,0.00089
v00013,vibr,1775476784.4,0.00958,0.00003,0.0053
v00013,vibr,1775476784.42,0.00187,-0.00955,-0.01094
v00013,vibr,1775476784.44,-0.00524,-0.00083,-0.00321
v00013,vibr,1775476784.46,0.00338,-0.00504,-0.00068
v00013,vibr,1775476784.48,-0.00133,-0.00011,0.001
v00013,vibr,1775476784.5,-0.00533,-0.00629,0.00529
v00013,vibr,1775476784.52,0.00036,0.00653,0.00051
v00013,vibr,1775476784.54,0.00095,-0.00558,-0.00933
v00013,vibr,1775476784.56,0.00271,0.01069,-0.02337
v00013,vibr,1775476784.58,-0.00147,0.0041,-0.02549
v00013,vibr,1775476784.6,-0.00806,0.00044,0.00212
v00013,vibr,1775476784.62,0.00295,0.01202,-0.01382
v00013,vibr,1775476784.64,-0.00624,-0.01391,-0.00488
v00013,vibr,1775476784.66,-0.00364,-0.00106,0.01411
v00013,vibr,1775476784.68,-0.00098,-0.00192,0.0019
v00013,vibr,1775476784.7,-0.0059,-0.00447,-0.00396
v00013,vibr,1775476784.72,-0.00191,0.00177,-0.00835
v00013,vibr,1775476784.74,-0.00504,0.00303,0.00049
v00013,vibr,1775476784.76,0.00461,0.00814,0.00284
v00013,vibr,1775476784.78,-0.00176,0.00461,-0.0079
v00013,vibr,1775476784.8,0.00227,-0.00666,0.00819
v00013,vibr,1775476784.82,-0.00142,0.0073,-0.00041
v00013,vibr,1775476784.84,-0.00624,-0.00185,-0.00526
v00013,vibr,1775476784.86,0.00626,-0.00463,-0.01419
v00013,vibr,1775476784.88,-0.00328,-0.00023,-0.00341
v00013,vibr,1775476784.9,0.00352,-0.00512,0.00584
v00013,vibr,1775476784.92,-0.00101,-0.00943,-0.01138
v00013,vibr,1775476784.94,-0.00461,0.00388,-0.00558
v00013,vibr,1775476784.96,0.004,0.00188,-0.00434
v00013,vibr,1775476784.98,0.00117,-0.00763,0.00508
v00013,vibr,1775476785,0.00165,-0.00278,-0.0001
v00013,vibr,1775476785.02,0.00647,0.00377,0.00263
v00013,vibr,1775476785.04,0.00503,-0.00112,-0.00391
v00013,vibr,1775476785.06,0.00079,0.00522,-0.00728
v00013,vibr,1775476785.08,-0.00015,0.00056,-0.01006
v00013,vibr,1775476785.1,0.00432,-0.00138,-0.00137
v00013,vibr,1775476785.12,0.0059,0.00362,-0.00594
v00013,vibr,1775476785.14,-0.00081,0.00717,0.00052
v00013,vibr,1775476785.16,-0.00083,0.00212,-0.00805
v00013,vibr,1775476785.18,-0.00268,0.00089,-0.0041
v00013,vibr,1775476785.2,0.00073,0.00105,-0.01356
v00013,vibr,1775476785.22,-0.00386,-0.00885,0.00445
v00013,vibr,1775476785.24,0.00479,-0.00024,-0.00024
v00013,vibr,1775476785.26,0.00695,-0.00368,-0.00075
v00013,vibr,1775476785.28,-0.00408,0.00429,-0.00339
v00013,vibr,1775476785.3,0.00477,0.00249,-0.00359
v00013,vibr,1775476785.32,-0.00343,-0.00292,0.00014
v00013,vibr,1775476785.34,0.00133,-0.00262,0.00828
s00018-1,sgd,1775476785,0,,
s00018-1,sgd,1775476785.02,0,,
s00018-1,sgd,1775476785.04,0,,
s00018-1,sgd,1775476785.06,0,,
s00018-1,sgd,1775476785.08,0,,
s00018-1,sgd,1775476785.1,0,,
s00018-1,sgd,1775476785.12,0,,
s00018-1,sgd,1775476785.14,0,,
s00018-1,sgd,1775476785.16,0,,
s00018-1,sgd,1775476785.18,0,,
s00018-1,sgd,1775476785.2,0,,
s00018-1,sgd,1775476785.22,0,,
s00018-1,sgd,1775476785.24,0,,
s00018-1,sgd,1775476785.26,0,,
s00018-1,sgd,1775476785.28,0,,
s00018-1,sgd,1775476785.3,0,,
s00018-1,sgd,1775476785.32,0,,
s00018-1,sgd,1775476785.34,0,,
s00018-1,sgd,1775476785.36,0,,
s00018-1,sgd,1775476785.38,0,,
s00018-1,sgd,1775476785.4,0,,
s00018-1,sgd,1775476785.42,0,,
s00018-1,sgd,1775476785.44,0,,
s00018-1,sgd,1775476785.46,0,,
s00018-1,sgd,1775476785.48,0,,
s00018-1,sgd,1775476785.5,0,,
s00018-1,sgd,1775476785.52,0,,
s00018-1,sgd,1775476785.54,0,,
s00018-1,sgd,1775476785.56,0,,
s00018-1,sgd,1775476785.58,0,,
s00018-1,sgd,1775476785.6,0,,
s00018-1,sgd,1775476785.62,0,,
s00018-1,sgd,1775476785.64,0,,
s00018-1,sgd,1775476785.66,0,,
s00018-1,sgd,1775476785.68,0,,
s00018-1,sgd,1775476785.7,0,,
s00018-1,sgd,1775476785.72,0,,
s00018-1,sgd,1775476785.74,0,,
s00018-1,sgd,1775476785.76,0,,
s00018-1,sgd,1775476785.78,0,,
s00018-1,sgd,1775476785.8,0,,
s00018-1,sgd,1775476785.82,0,,
s00018-1,sgd,1775476785.84,0,,
s00018-1,sgd,1775476785.86,0,,
s00018-1,sgd,1775476785.88,0,,
s00018-1,sgd,1775476785.9,0,,
s00018-1,sgd,1775476785.92,0,,
s00018-1,sgd,1775476785.94,0,,
s00018-1,sgd,1775476785.96,0,,
s00018-1,sgd,1775476785.98,0,,
s00018-2,sgd,1775476785,0,,
s00018-2,sgd,1775476785.02,0,,
s00018-2,sgd,1775476785.04,0,,
s00018-2,sgd,1775476785.06,0,,
s00018-2,sgd,1775476785.08,0,,
s00018-2,sgd,1775476785.1,0,,
s00018-2,sgd,1775476785.12,0,,
s00018-2,sgd,1775476785.14,0,,
s00018-2,sgd,1775476785.16,0,,
s00018-2,sgd,1775476785.18,0,,
s00018-2,sgd,1775476785.2,0,,
s00018-2,sgd,1775476785.22,0,,
s00018-2,sgd,1775476785.24,0,,
s00018-2,sgd,1775476785.26,0,,
s00018-2,sgd,1775476785.28,0,,
s00018-2,sgd,1775476785.3,0,,
s00018-2,sgd,1775476785.32,0,,
s00018-2,sgd,1775476785.34,0,,
s00018-2,sgd,1775476785.36,0,,
s00018-2,sgd,1775476785.38,0,,
s00018-2,sgd,1775476785.4,0,,
s00018-2,sgd,1775476785.42,0,,
s00018-2,sgd,1775476785.44,0,,
s00018-2,sgd,1775476785.46,0,,
s00018-2,sgd,1775476785.48,0,,
s00018-2,sgd,1775476785.5,0,,
s00018-2,sgd,1775476785.52,0,,
s00018-2,sgd,1775476785.54,0,,
s00018-2,sgd,1775476785.56,0,,
s00018-2,sgd,1775476785.58,0,,
s00018-2,sgd,1775476785.6,0,,
s00018-2,sgd,1775476785.62,0,,
s00018-2,sgd,1775476785.64,0,,
s00018-2,sgd,1775476785.66,0,,
s00018-2,sgd,1775476785.68,0,,
s00018-2,sgd,1775476785.7,0,,
s00018-2,sgd,1775476785.72,0,,
s00018-2,sgd,1775476785.74,0,,
s00018-2,sgd,1775476785.76,0,,
s00018-2,sgd,1775476785.78,0,,
s00018-2,sgd,1775476785.8,0,,
s00018-2,sgd,1775476785.82,0,,
s00018-2,sgd,1775476785.84,0,,
s00018-2,sgd,1775476785.86,0,,
s00018-2,sgd,1775476785.88,0,,
s00018-2,sgd,1775476785.9,0,,
s00018-2,sgd,1775476785.92,0,,
s00018-2,sgd,1775476785.94,0,,
s00018-2,sgd,1775476785.96,0,,
s00018-2,sgd,1775476785.98,0,,
s00018-3,sgd,1775476785,0,,
s00018-3,sgd,1775476785.02,0,,
s00018-3,sgd,1775476785.04,0,,
s00018-3,sgd,1775476785.06,0,,
s00018-3,sgd,1775476785.08,0,,
s00018-3,sgd,1775476785.1,0,,
s00018-3,sgd,1775476785.12,0,,
s00018-3,sgd,1775476785.14,0,,
s00018-3,sgd,1775476785.16,0,,
s00018-3,sgd,1775476785.18,0,,
s00018-3,sgd,1775476785.2,0,,
s00018-3,sgd,1775476785.22,0,,
s00018-3,sgd,1775476785.24,0,,
s00018-3,sgd,1775476785.26,0,,
s00018-3,sgd,1775476785.28,0,,
s00018-3,sgd,1775476785.3,0,,
s00018-3,sgd,1775476785.32,0,,
s00018-3,sgd,1775476785.34,0,,
s00018-3,sgd,1775476785.36,0,,
s00018-3,sgd,1775476785.38,0,,
s00018-3,sgd,1775476785.4,0,,
s00018-3,sgd,1775476785.42,0,,
s00018-3,sgd,1775476785.44,0,,
s00018-3,sgd,1775476785.46,0,,
s00018-3,sgd,1775476785.48,0,,
s00018-3,sgd,1775476785.5,0,,
s00018-3,sgd,1775476785.52,0,,
s00018-3,sgd,1775476785.54,0,,
s00018-3,sgd,1775476785.56,0,,
s00018-3,sgd,1775476785.58,0,,
s00018-3,sgd,1775476785.6,0,,
s00018-3,sgd,1775476785.62,0,,
s00018-3,sgd,1775476785.64,0,,
s00018-3,sgd,1775476785.66,0,,
s00018-3,sgd,1775476785.68,0,,
s00018-3,sgd,1775476785.7,0,,
s00018-3,sgd,1775476785.72,0,,
s00018-3,sgd,1775476785.74,0,,
s00018-3,sgd,1775476785.76,0,,
s00018-3,sgd,1775476785.78,0,,
s00018-3,sgd,1775476785.8,0,,
s00018-3,sgd,1775476785.82,0,,
s00018-3,sgd,1775476785.84,0,,
s00018-3,sgd,1775476785.86,0,,
