time,dist_01.dist,s00017-2.chdata,s00017-3.chdata,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,v00013.AccX,v00013.AccY,v00013.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00028.AccX,v00028.AccY,v00028.AccZ,v00029.AccX,v00029.AccY,v00029.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ
0,187.451,133.91768,252.57756,0,0,0,70.23545,0,199.07732,226.17813,133.91768,252.57756,0.0031,0.00053,0.01283,-0.00487,0.00275,0.01116,0.0073,0.01356,-0.00406,-0.00979,-0.02042,-0.0071,0.01164,-0.00964,-0.00798,0.00515,-0.00412,0.01229
0.02,187.45,133.8703,252.35948,0,0,0,70.244755,0,199.062163,225.58678,133.8703,252.35948,0.00268,-0.00952,0.00379,-0.00165,0.00168,-0.00113,0.00113,0.00156,0.00512,-0.00915,0.00324,0.01117,-0.00124,0.00294,0.00995,-0.00591,0.0034,-0.00427
0.04,187.447,133.80225,252.3022,0,0,0,70.254059,0,199.047006,225.46811,133.80225,252.3022,0.00035,0.00051,0.00809,0.00056,0.00645,0.00803,-0.00256,0.01163,-0.00392,0.01455,0.01015,0.00364,-0.01713,-0.00459,0.00559,-0.00033,0.00516,-0.0029
0.06,187.446,133.83896,252.37631,0,0,0,70.263364,0,199.031849,225.29393,133.83896,252.37631,0.00676,0.00533,0.00801,0.00064,0.00672,-0.01017,-0.00664,0.01062,0.00109,0.00265,0.00688,-0.00201,-0.00494,-0.01106,-0.01462,0.00476,0.00785,0.0106
0.08,187.45,133.94386,252.25816,0,0,0,70.272668,0,199.016692,225.68468,133.94386,252.25816,0.00834,0.00443,-0.00164,-0.0006,0.00704,-0.00115,-0.00072,0.00101,0.00627,-0.0012,-0.01048,-0.00098,-0.00049,0.00642,-0.00342,0.01093,-0.01883,-0.01198
0.1,187.451,134.06927,252.3401,0,0,0,70.281973,0,199.001535,225.61964,134.06927,252.3401,-0.00346,0.00663,0.01177,0.00119,0.00961,0.00253,0.00199,-0.00666,0.00567,-0.00022,0.00002,0.01615,-0.01765,0.0178,-0.00152,-0.00163,-0.0044,0.00088
0.12,187.451,134.06107,252.52843,0,0,0,70.291278,0,198.986378,224.97209,134.06107,252.52843,0.00565,-0.00654,-0.00384,0.0089,0.00537,-0.01709,-0.01206,0.00296,0.00424,0.0016,0.01568,-0.00136,0.00959,0.00819,-0.00867,-0.00075,0.01496,0.00546
0.14,187.448,133.838423,252.581759,0,0,0,70.300582,0,198.971221,225.120438,133.838423,252.581759,-0.0051,-0.00224,0.02117,-0.00034,0.00709,0.00093,-0.00007,-0.01306,0.00062,0.00037,0.00491,0.00028,-0.01448,0.01007,-0.00134,-0.00615,-0.00002,0.00269
0.16,187.447,133.700122,252.54543,0,0,0,70.309887,0,198.956064,225.874721,133.700122,252.54543,-0.0087,-0.0147,0.01066,0.00099,0.00356,0.00325,-0.00403,0.00237,0.00493,-0.00282,-0.00915,0.01205,-0.00355,0.00328,-0.00452,-0.00273,-0.01015,-0.00448
0.18,187.448,133.68169,252.56075,0,0,0,70.319191,0,198.940907,226.057848,133.68169,252.56075,-0.00224,-0.00854,-0.00507,0.00447,0.00721,-0.0148,-0.00245,-0.00785,-0.01514,-0.00479,-0.0093,0.0038,0.00716,-0.00503,-0.00434,0.00507,-0.00098,0.00849
0.2,187.446,133.838708,252.487691,0,0,0,70.328496,0,198.92575,225.048942,133.838708,252.487691,-0.00254,-0.0072,0.00252,0.00573,0.00806,-0.00746,-0.00739,-0.00205,-0.00262,0.00127,0.01175,0.00111,-0.00728,-0.00556,-0.00269,0.00219,0.01427,-0.00372
0.22,187.447,134.008908,252.246783,0,0,0,70.337801,0,198.910593,224.307399,134.008908,252.246783,0.00645,-0.00142,0.00728,0.00114,-0.00127,-0.00163,-0.00793,-0.00474,0.01049,0.00287,0.00336,0.00352,-0.00573,0.00316,0.00486,-0.00765,-0.00715,-0.0275
0.24,187.444,134.082859,251.902334,0,0,0,70.347105,0,198.895436,224.517547,134.082859,251.902334,-0.00331,0.00005,0.00006,-0.00103,-0.0027,-0.00191,-0.00407,0.00985,0.00018,-0.00153,-0.00858,-0.00115,0.00875,0.00432,0.01758,0.00452,-0.00652,0.015859
0.26,187.448,134.016361,251.686633,0,0,0,70.35641,0,198.880279,225.579467,134.016361,251.686633,-0.00946,0.00072,-0.00441,0.00034,0.00269,-0.00151,-0.00205,-0.0054,0.00263,-0.00354,-0.00189,-0.00741,0.01093,-0.01054,0.00452,-0.00551,-0.01362,0.01282
0.28,187.449,134.04684,252.022516,0,0,0,70.365714,0,198.865122,225.748688,134.04684,252.022516,0.00212,-0.00253,-0.01168,-0.00433,0.00417,0.00046,0.00025,-0.01918,-0.00525,0.00164,0.02698,0.00913,-0.00869,-0.00868,-0.00982,-0.00182,-0.00681,-0.00686
0.3,187.45,133.903232,252.661612,0,0,0,70.375019,0,198.849965,225.207956,133.903232,252.661612,-0.00202,0.00389,-0.00495,0.0095,0.0058,0.00261,-0.00385,-0.00364,-0.00364,0.0011,-0.00789,-0.00815,-0.00844,0.00041,-0.00305,-0.00336,-0.00612,0.01504
0.32,187.448,133.813081,253.040535,0,0,0,70.384323,0,198.834808,224.766625,133.813081,253.040535,-0.00285,-0.00066,-0.01164,-0.00641,-0.00028,0.00285,0.00097,0.00033,0.01009,-0.00575,-0.01764,0.00353,-0.00309,0.00161,0.00656,-0.00268,-0.0137,0.00512
0.34,187.451,133.936139,252.971311,0,0,0,70.393628,0,198.819651,224.7619,133.936139,252.971311,-0.00121,0.0001,-0.00387,-0.00388,-0.00057,0.00908,-0.00985,-0.00105,0.00638,0.00022,0.00257,0.00003,-0.01082,0.00479,-0.00303,-0.00493,0.00264,-0.00789
0.36,187.452,133.92433,252.918261,0,0,0,70.402933,0,198.804494,225.478441,133.92433,252.918261,0.00049,0.0078,-0.00284,0.00296,-0.00038,0.01337,0.00513,-0.02402,-0.00143,0.00614,0.023579,0.00715,0.00483,-0.00583,0.00279,0.00227,0.00029,0.00552
0.38,187.452,133.849112,252.817842,0,0,0,70.412237,0,198.789337,225.436161,133.849112,252.817842,0.00207,-0.00431,-0.00956,-0.0026,0.00329,-0.009679,0.00399,0.005379,-0.00979,-0.00349,-0.003729,-0.0009,0.01068,0.00717,0.00253,0.0112,0.00062,0.00984
0.4,187.454,133.813741,252.617315,0,0,0,70.421542,0,198.77418,225.43509,133.813741,252.617315,0.00058,0.00418,0.00594,0.00002,-0.00225,0.00665,-0.00542,-0.00463,-0.01505,-0.0043,-0.00514,-0.0072,-0.019119,0.00051,0.00151,-0.00636,-0.00019,0.00096
0.42,187.45,133.849459,252.655009,0,0,0,70.430846,0,198.759023,225.01173,133.849459,252.655009,0.01033,0.00446,-0.01103,0.00359,0.00072,-0.00755,0.00059,-0.01758,-0.00643,0.00106,0.00007,0.00787,-0.0016,0.01042,-0.01079,-0.00547,0.00272,0.01389
0.44,187.455,133.886669,252.798477,0,0,0,70.440151,0,198.743866,224.474973,133.886669,252.798477,0.00641,0.01131,-0.0196,-0.00393,-0.00301,-0.00968,0.00769,0.00051,0.00447,0.00695,0.00636,-0.01298,-0.00737,-0.00506,-0.01636,-0.00211,-0.00489,-0.00334
0.46,187.455,133.89902,252.81212,0,0,0,70.449456,0,198.728709,224.998418,133.89902,252.81212,0.00542,0.01025,-0.0097,0.00744,-0.00265,-0.00012,0.00698,0.00129,-0.00002,-0.00709,0.00046,-0.00438,-0.00491,-0.00007,-0.00092,0.01238,0.00283,-0.00908
0.48,187.452,133.955349,252.751861,0,0,0,70.45876,0,198.713552,225.630785,133.955349,252.751861,0.00551,0.0014,0.00534,-0.00338,0.00202,0.00018,0.00803,0.0087,0.00932,-0.01362,-0.01021,-0.00425,-0.00588,0.00239,-0.00511,0.00378,-0.00986,0.00699
0.5,187.452,134.028288,252.73431,0,0,0,70.468065,0,198.698395,225.812606,134.028288,252.73431,0.00648,0.00049,-0.00489,0.0078,0.00237,-0.0025,0.01169,-0.00034,0.00636,0.00219,-0.00592,0.01648,0.00013,0.00248,0.00156,-0.00948,-0.0053,-0.00287
0.52,187.456,134.01254,252.690461,0,0,0,70.477369,0,198.683238,225.723072,134.01254,252.690461,-0.00045,-0.00264,-0.0092,0.00179,0.00319,0.00294,-0.0001,-0.00828,0.00067,0.00359,0.00293,-0.00163,-0.00357,-0.00585,0.00004,-0.00586,0.0062,0.00353
0.539999,187.456,133.808985,252.593602,0,0,0,70.486674,0,198.668081,225.932795,133.808985,252.593602,-0.00683,-0.00107,-0.00722,-0.00148,-0.00099,-0.00472,-0.00891,0.00391,-0.00401,0.00099,0.00282,-0.0119,-0.01085,-0.00136,-0.0074,-0.00176,-0.00404,0.00078
0.559999,187.453,133.700943,252.307217,0,0,0,70.495979,0,198.652924,225.552099,133.700943,252.307217,-0.00404,0.00302,-0.0069,-0.00029,0.00069,0.00335,-0.01155,-0.00232,-0.00392,0.00072,0.00333,0.014909,-0.01589,-0.00195,0.00144,0.00339,-0.00682,0.00349
0.579999,187.446,133.824747,252.235402,0,0,0,70.505283,0,198.637767,225.394444,133.824747,252.235402,0.00882,-0.00156,-0.00979,-0.00428,-0.00239,-0.00412,-0.00411,-0.00606,0.00861,-0.00781,-0.00541,-0.00267,-0.00795,-0.00216,-0.00491,0.00759,-0.00234,-0.00661
0.599999,187.442,133.918108,252.148542,0,0,0,70.514588,0,198.62261,225.927787,133.918108,252.148542,0.00977,-0.01119,-0.00047,-0.00001,-0.00134,-0.00004,0.00541,-0.0109,-0.00176,0.00161,0.0015,0.00434,0.00126,-0.00336,0.00354,0.00096,0.0073,-0.00642
0.619999,187.443,133.891681,251.968094,0,0,0,70.523892,0,198.607453,226.394889,133.891681,251.968094,-0.00014,0.00144,0.00036,0.00144,0.00764,-0.00937,0.01711,-0.00632,-0.00779,0.00386,-0.00632,0.00596,-0.005,-0.00062,0.00762,-0.00449,-0.00315,-0.00096
0.639999,187.444,133.88016,252.110885,0,0,0,70.533197,0,198.592296,225.978975,133.88016,252.110885,-0.00231,0.00282,0.01333,-0.0025,0.0017,0.00414,-0.020229,0.00281,-0.00897,-0.00597,0.00622,0.00378,-0.00293,-0.00292,0.00194,0.00288,-0.00547,-0.00696
0.659999,187.446,133.911619,252.577983,0,0,0,70.542502,0,198.577139,225.40632,133.911619,252.577983,-0.00573,0.01069,-0.005079,0.00094,0.00393,0.00037,0.004949,-0.00173,0.00217,0.00306,0.00503,0.01137,-0.00376,0.00507,-0.00154,-0.00191,-0.00073,0.010139
0.679999,187.449,133.943529,252.926208,0,0,0,70.551806,0,198.561982,225.585674,133.943529,252.926208,-0.00146,0.00486,0.00503,-0.00155,-0.00468,0.01006,0.00321,0.00111,0.00891,0.00504,-0.006,0.00128,0.00896,-0.00792,-0.00903,-0.00186,0.01044,-0.004449
0.699999,187.446,133.862503,252.722177,0,0,0,70.561111,0,198.546826,226.005505,133.862503,252.722177,-0.00664,-0.00128,0.00646,-0.00448,-0.00151,0.01143,-0.00391,-0.00268,0.00135,-0.00229,-0.00623,0.0062,0.00703,-0.00397,-0.0118,-0.00519,0.00589,-0.00404
0.719999,187.445,133.825331,252.265356,0,0,0,70.570415,0,198.531669,225.501708,133.825331,252.265356,0.00658,0.00229,-0.00241,0.00262,-0.0009,-0.004389,-0.00132,-0.00225,-0.01012,-0.00085,-0.00382,0.0047,0.00355,0.00473,0.007639,0.00144,-0.009969,-0.00165
0.739999,187.449,133.925316,252.014669,0,0,0,70.57972,0,198.516512,225.521909,133.925316,252.014669,0.00082,-0.00104,-0.00111,0.00163,-0.00388,0.00437,-0.00006,-0.00082,-0.00205,-0.01019,0.011289,0.0023,-0.00265,-0.011489,-0.00083,0.00292,-0.00493,-0.00194
0.759999,187.447,134.106154,252.071378,0,0,0,70.589024,0,198.501355,225.746502,134.106154,252.071378,0.0025,-0.00475,0.015579,0.00091,0.00108,-0.00121,0.00156,0.00767,-0.0006,0.00215,0.00922,-0.00193,-0.008,-0.01632,0.015079,0.00861,0.00501,-0.00803
0.779999,187.445,134.165918,252.093809,0,0,0,70.598329,0,198.486198,225.561607,134.165918,252.093809,-0.00155,0.0054,0.01271,0.00325,0.00257,-0.00511,0.00127,0.00709,0.00392,0.00331,0.00016,-0.0006,0.00068,-0.00887,0.00289,0.00294,-0.00638,0.006049
0.799999,187.449,134.055364,252.197796,0,0,0,70.607634,0,198.471041,225.217492,134.055364,252.197796,0.00199,0.00328,-0.016619,-0.00547,-0.0033,0.017429,-0.00421,-0.00285,0.00863,-0.00375,-0.01271,-0.00093,0.00007,-0.00126,0.01214,-0.0009,-0.00035,0.00142
0.819999,187.451,133.951714,252.660003,0,0,0,70.616938,0,198.455884,224.770216,133.951714,252.660003,-0.00295,-0.00197,-0.01739,-0.00176,-0.00501,0.00791,0.00112,-0.00153,0.00636,0.00132,0.006229,-0.00052,0.01308,-0.00096,-0.00178,0.00094,0.00091,0.00395
0.839999,187.45,134.035077,252.680329,0,0,0,70.626243,0,198.440727,225.399198,134.035077,252.680329,0.00259,0.00668,0.006429,-0.0008,0.00226,0.01444,-0.00078,-0.00784,-0.00271,0.00304,0.00837,-0.00585,0.00554,0.00173,-0.00408,-0.00403,0.00502,-0.007319
0.859999,187.451,134.014801,252.12784,0,0,0,70.635547,0,198.42557,226.215411,134.014801,252.12784,0.00255,0.00842,0.00593,-0.00233,-0.0048,0.00726,0.00257,0.00216,-0.00228,0.00312,-0.00132,0.006069,0.00502,-0.00708,0.00754,0.00138,0.0054,0.00308
0.879999,187.452,133.875847,251.861173,0,0,0,70.644852,0,198.410413,225.609449,133.875847,251.861173,-0.00151,-0.00064,0.00766,-0.0026,-0.00241,0.00246,0.00377,0.00625,-0.00161,0.00473,-0.00626,0.0033,0.00509,-0.01673,-0.00273,0.00368,-0.00076,0.0028
0.899999,187.452,133.87299,252.06435,0,0,0,70.654157,0,198.395256,225.370511,133.87299,252.06435,-0.00023,-0.00299,0.0103,-0.00309,0.00689,0.00074,0.00726,-0.00139,0.00821,-0.00076,-0.00448,0.00159,0.00483,-0.00861,0.00592,-0.00075,0.00118,-0.00611
0.919999,187.448,133.88138,252.197324,0,0,0,70.663461,0,198.380099,225.617938,133.88138,252.197324,-0.00259,-0.00494,0.00188,0.00714,0.00802,-0.00117,0.00193,-0.00465,0.0003,0.00219,0.012359,-0.00196,0.00494,0.007539,0.0011,-0.00323,0.00615,0.010819
0.939999,187.448,133.803014,252.259077,0,0,0,70.672766,0,198.364942,225.783362,133.803014,252.259077,0.00045,0.00287,0.00088,-0.004189,-0.00213,-0.00422,-0.00501,-0.0048,0.00053,-0.00045,-0.008569,-0.00041,-0.00102,0.00598,0.00357,-0.00556,-0.00121,0.0025
0.959999,187.449,133.850038,252.25208,0,0,0,70.68207,0,198.349785,225.655146,133.850038,252.25208,0.00088,-0.00511,-0.011109,0.00159,-0.00174,0.00143,-0.00259,-0.00029,0.00615,0.00029,-0.00318,-0.00109,-0.00444,0.00372,-0.00278,-0.00196,-0.012099,-0.008999
0.979999,187.448,134.040441,252.075158,0,0,0,70.691375,0,198.334628,225.421551,134.040441,252.075158,0.00693,-0.00154,-0.00304,-0.00065,0.00499,-0.009999,-0.00325,0.00153,-0.008849,-0.00472,-0.00232,-0.00477,0.00501,-0.00515,-0.00055,-0.00152,-0.000201,-0.00007
0.999999,187.448097,134.003562,252.115038,0,0,0,70.70068,0,198.319471,225.21496,134.003562,252.115038,-0.00293,0.00083,0.00148,0.00133,-0.0039,-0.00352,-0.00046,0.00858,-0.00544,0.009829,-0.001,-0.00113,-0.00014,-0.00585,-0.00009,-0.00219,0.00463,-0.00171
1.019999,187.448194,133.79672,252.586148,0,0,0,70.319803,0,198.809923,225.63743,133.79672,252.586148,-0.00104,-0.0014,-0.010179,0.00659,-0.00125,0.008299,0.0039,-0.00118,-0.00591,-0.004049,-0.00462,0.00404,0.00278,-0.0061,-0.00679,-0.00059,0.00549,0.00198
1.039999,187.448291,133.691255,252.940153,0,0,0,70.325937,0,198.809695,225.985593,133.691255,252.940153,0.00343,0.00479,0.005519,0.00267,0.00337,-0.005999,0.00212,-0.0067,0.009869,-0.00118,0.00295,-0.00101,-0.00437,0.005689,-0.00046,0.0033,-0.00104,0.01197
1.059999,187.448388,133.800895,253.006357,0,0,0,70.33207,0,198.809468,225.720193,133.800895,253.006357,-0.0009,0.00521,-0.005039,0.00369,0.00366,0.00241,0.00884,0.00369,0.00874,-0.00418,-0.0005,0.00104,0.0032,0.00913,0.00185,0.00707,-0.00447,-0.010609
1.079999,187.448485,133.850558,253.017029,0,0,0,70.338204,0,198.80924,225.703021,133.850558,253.017029,0.0001,0.00082,0.00031,-0.00311,-0.00155,0.00957,0.00521,0.00395,0.00698,0.00626,0.00012,0.00613,-0.00657,0.00061,0.00248,-0.004209,-0.0027,-0.00934
1.099999,187.448583,133.894298,252.909625,0,0,0,70.344338,0,198.809013,225.71233,133.894298,252.909625,0.00541,-0.00142,-0.00178,-0.00438,-0.0056,0.000031,-0.00282,-0.00191,-0.007009,0.00335,-0.009429,0.00365,0.00219,-0.00483,0.00423,-0.00457,0.00013,0.000359
1.119999,187.44868,133.89288,252.70863,0,0,0,70.350471,0,198.808786,225.492041,133.89288,252.70863,-0.00263,-0.00108,0.00007,0.00192,-0.00139,-0.009869,-0.00092,-0.00485,0.00132,-0.005159,-0.00138,-0.007479,-0.00697,0.00024,-0.00578,0.00069,0.00277,-0.00338
1.139999,187.448777,133.804145,252.460525,0,0,0,70.356605,0,198.808558,225.778713,133.804145,252.460525,-0.00398,0.00676,-0.00531,0.00201,-0.00151,-0.00524,0.0004,-0.00146,0.00027,-0.00351,0.007159,-0.00578,-0.00575,-0.00633,-0.00597,-0.00183,0.00473,-0.014469
1.159999,187.448874,133.735894,252.371895,0,0,0,70.362738,0,198.808331,226.360375,133.735894,252.371895,0.00392,0.00054,-0.00394,-0.00174,-0.00096,0.013189,-0.00401,0.004,-0.010519,0.00082,0.00277,-0.00861,0.00169,0.002679,-0.00201,-0.00556,0.00177,0.004739
1.179999,187.448971,133.798106,252.468344,0,0,0,70.368872,0,198.808103,226.435466,133.798106,252.468344,-0.00158,0.00025,0.00348,0.00105,0.0035,0.01586,-0.00273,-0.00123,0.003069,0.00615,0.00529,0.004069,-0.00497,-0.00048,-0.00086,-0.00179,0.00077,-0.011699
1.199999,187.449068,133.880905,252.692827,0,0,0,70.375006,0,198.807876,226.298028,133.880905,252.692827,-0.00137,0.00124,-0.012809,0.00639,-0.00484,-0.001639,-0.00428,-0.00406,0.00106,-0.003789,-0.007839,0.00621,-0.00511,0.00672,0.00513,-0.0009,-0.00071,-0.002641
1.219999,187.449165,133.861561,252.707259,0,0,0,70.381139,0,198.807649,225.649679,133.861561,252.707259,-0.00265,0.00408,-0.00505,-0.005839,-0.00305,0.010539,-0.00431,0.015339,0.00158,-0.00648,0.003789,0.00013,-0.00523,-0.002529,-0.005499,0.00054,-0.007,0.00018
1.239999,187.449262,133.744387,252.470914,0,0,0,70.387273,0,198.807421,225.225105,133.744387,252.470914,-0.00122,0.00128,-0.0109,0.003429,0.008159,-0.010599,0.00376,0.0137,0.00296,-0.00115,0.00196,0.00458,-0.00466,0.00358,0.008169,-0.00013,0.002159,-0.00622
1.259999,187.449359,133.692463,252.442722,0,0,0,70.393406,0,198.807194,225.22969,133.692463,252.442722,0.00005,-0.00039,-0.001111,0.0034,0.00181,-0.01301,-0.00037,-0.002659,0.00112,-0.00223,0.00278,-0.0006,0.001,-0.006019,-0.001639,0.00125,-0.00182,-0.00592
1.279999,187.449456,133.923266,252.43721,0,0,0,70.39954,0,198.806966,225.779707,133.923266,252.43721,-0.00147,-0.0028,-0.00009,-0.00048,-0.0044,0.005459,-0.017269,-0.013159,0.00729,0.00063,-0.00399,0.0014,0.00213,-0.00709,0.00085,-0.011929,-0.00641,0.00114
1.299999,187.449553,134.069141,252.203074,0,0,0,70.405674,0,198.806739,226.2798,134.069141,252.203074,0.00074,0.00377,-0.003,0.00245,-0.00188,-0.007429,0.003509,0.002349,-0.002779,-0.00258,-0.00297,0.00364,-0.00024,-0.00019,-0.010429,0.002179,0.00148,-0.0011
1.319999,187.44965,133.969016,252.086157,0,0,0,70.411807,0,198.806512,226.178156,133.969016,252.086157,0.00625,-0.004639,0.00371,0.0053,0.00294,0.002269,-0.005459,-0.012809,-0.00866,-0.00302,0.009839,-0.004769,-0.00342,-0.00812,0.002059,0.00347,0.00587,0.00182
1.339999,187.449748,133.848167,252.202143,0,0,0,70.417941,0,198.806284,225.83965,133.848167,252.202143,-0.001519,0.009689,-0.0018,-0.00074,-0.00157,0.011749,0.007339,0.004869,-0.0086,0.004219,-0.002259,-0.00748,-0.00036,0.00004,-0.00246,-0.0031,-0.001789,0.00142
1.359999,187.449845,133.693059,252.270576,0,0,0,70.424074,0,198.806057,225.370448,133.693059,252.270576,0.00323,-0.011988,0.00392,-0.00527,-0.00199,-0.000749,0.018179,0.00474,0.004179,0.00378,-0.00271,-0.00682,0.00045,-0.00379,0.00021,-0.00274,0.00049,0.00545
1.379999,187.449942,133.682131,252.256741,0,0,0,70.430208,0,198.805829,225.002636,133.682131,252.256741,0.00539,0.007019,-0.006029,-0.00232,-0.009729,0.020508,0.01941,-0.007359,-0.00238,0.00482,-0.012139,-0.00489,0.00481,-0.00797,-0.00111,-0.00039,-0.00298,-0.004519
1.399999,187.450039,133.793602,252.39718,0,0,0,70.436342,0,198.805602,225.952582,133.793602,252.39718,-0.00039,-0.005699,0.008679,0.00056,0.000459,0.001011,-0.005158,-0.00192,-0.0076,-0.005539,0.005449,0.004229,0.00532,0.006529,0.00165,0.0047,0.006669,0.003129
1.419999,187.450136,133.926081,252.738076,0,0,0,70.442475,0,198.805375,226.342242,133.926081,252.738076,0.00129,0.010029,0.01122,-0.00002,0.0059,-0.00365,-0.00045,0.015349,-0.00124,-0.0008,0.00007,-0.007099,-0.00152,-0.000769,-0.00449,-0.00104,0.00384,-0.005409
1.439999,187.450233,133.983176,252.981653,0,0,0,70.448609,0,198.805147,225.673218,133.983176,252.981653,-0.0053,-0.003259,-0.004099,-0.00014,0.00301,0.012209,0.00037,-0.016838,-0.00063,0.0002,0.0012,-0.0074,-0.010919,-0.00679,-0.00968,-0.00284,0.00085,-0.0083
1.459999,187.45033,133.911995,252.966981,0,0,0,70.454742,0,198.80492,225.284738,133.911995,252.966981,0.004169,0.00109,0.012969,0.00595,0.00038,-0.001569,-0.00247,-0.005811,-0.00416,0.007799,-0.00307,-0.000281,-0.00509,0.004879,0.011638,0.00016,-0.00558,0.002259
1.479999,187.450427,133.886472,252.858898,0,0,0,70.460876,0,198.804692,225.538432,133.886472,252.858898,0.00266,0.00419,-0.008288,-0.002639,-0.00136,-0.00607,0.00116,0.001709,0.008629,0.00619,0.004409,-0.00233,-0.00028,-0.00192,-0.003789,0.00472,0.003379,-0.011599
1.499999,187.450524,133.861342,252.829502,0,0,0,70.46701,0,198.804465,225.709038,133.861342,252.829502,0.00723,-0.00165,0.006639,0.00157,0.00487,0.008179,0.009559,-0.017499,0.001381,-0.012909,0.00732,-0.00088,0.00287,0.00264,-0.00454,-0.004819,0.0041,0.008289
1.519999,187.450621,133.830862,252.786303,0,0,0,70.473143,0,198.804238,225.798594,133.830862,252.786303,0.000561,0.00042,-0.002119,-0.00119,0.00881,-0.004269,-0.004999,0.006848,-0.00294,-0.005851,-0.003869,-0.00015,0.00391,0.016069,0.006579,0.003849,0.00373,-0.012319
1.539999,187.450718,133.818531,252.903362,0,0,0,70.479277,0,198.80401,225.884564,133.818531,252.903362,0.00548,-0.00067,0.003,-0.0064,0.00762,0.014089,-0.00214,0.00871,0.00061,-0.00086,-0.012459,0.00263,-0.008329,0.008191,0.0033,0.00157,0.00314,-0.004441
1.559999,187.450816,133.853328,252.936258,0,0,0,70.48541,0,198.803783,225.74771,133.853328,252.936258,0.00845,0.005669,-0.005649,-0.00032,-0.000589,0.00724,-0.012339,0.00217,0.010059,0.00609,0.002349,0.00325,0.002009,0.0016,-0.00064,-0.007029,0.00178,0.007199
1.579998,187.450913,133.919425,252.731945,0,0,0,70.491544,0,198.803555,225.733551,133.919425,252.731945,0.00541,-0.003749,-0.00547,-0.007449,0.00245,-0.007439,0.003599,-0.009049,0.00535,-0.009089,-0.00208,-0.00093,-0.008989,-0.016739,-0.018339,0.004949,0.0057,0.00199
1.599998,187.4507,133.939899,252.31091,0,0,0,70.497678,0,198.803328,225.585001,133.939899,252.31091,0.0014,0.00208,0.000549,-0.00163,-0.004919,-0.000971,-0.00007,-0.00354,0.00329,0.002019,-0.00528,-0.00022,0.010189,0.003289,-0.004071,-0.006459,-0.003889,0.00507
1.619998,187.4481,133.882344,252.095385,0,0,0,70.503811,0,198.803101,225.769747,133.882344,252.095385,-0.00209,0.00452,-0.00243,-0.009789,0.005839,0.012059,-0.010319,-0.00708,-0.006769,-0.00377,0.00042,0.008269,-0.013808,-0.003979,-0.00185,0.000369,0.007809,-0.004859
1.639998,187.4492,133.935026,252.081411,0,0,0,70.509945,0,198.802873,225.467965,133.935026,252.081411,-0.00218,-0.002439,-0.020448,-0.00498,-0.001099,0.01318,-0.00919,0.008759,0.011069,0.00005,-0.00137,-0.001319,-0.001511,0.004379,-0.00414,0.00389,-0.000749,-0.00398
1.659998,187.451,133.998695,252.169423,0,0,0,70.516078,0,198.802646,225.543544,133.998695,252.169423,0.00098,0.00116,-0.013841,0.003409,0.00293,-0.005548,0.003709,-0.006269,0.00552,-0.00285,-0.00468,-0.00247,-0.008469,0.00612,-0.00617,-0.012289,-0.007479,-0.00762
1.679998,187.4514,133.895849,252.314148,0,0,0,70.522212,0,198.802418,226.111843,133.895849,252.314148,-0.00483,-0.00453,0.005348,-0.00133,0.00548,-0.00812,0.00628,-0.00868,-0.010209,-0.00359,0.005089,0.015938,-0.00484,0.0003,-0.014429,0.000939,0.006399,0.003549
1.699998,187.4548,133.807367,252.721146,0,0,0,70.528346,0,198.802191,226.255088,133.807367,252.721146,-0.00461,-0.00161,0.00512,0.00092,0.00017,-0.00624,0.00047,0.006469,0.006059,-0.00912,-0.001239,-0.003498,0.003199,-0.00463,0.005868,-0.00109,0.00711,-0.00224
1.719998,187.4529,133.913241,252.785255,0,0,0,70.534479,0,198.801964,225.904829,133.913241,252.785255,0.001609,0.0004,0.013379,0.00176,-0.00308,0.000949,0.009739,0.00329,-0.000389,-0.00651,0.00446,0.012719,0.00305,-0.00682,0.00171,-0.00452,0.00311,0.005559
1.739998,187.4523,134.000773,252.418461,0,0,0,70.540613,0,198.801736,225.332888,134.000773,252.418461,-0.00057,-0.00255,-0.002499,-0.00303,-0.00718,0.029568,0.00654,0.020999,-0.00329,0.010259,0.00027,0.003921,0.014789,0.004019,0.00739,-0.00184,-0.00055,-0.005079
1.759998,187.4551,133.988111,252.478405,0,0,0,70.546746,0,198.801509,225.616596,133.988111,252.478405,0.005919,0.005679,0.010309,-0.00437,-0.00257,0.011921,-0.014558,0.010521,0.0025,0.003621,0.00475,-0.003349,0.000841,0.00335,0.00515,0.0015,-0.00182,0.003669
1.779998,187.4556,133.967122,252.775045,0,0,0,70.55288,0,198.801281,226.385216,133.967122,252.775045,-0.001479,0.0087,-0.003109,-0.00237,-0.00123,-0.009128,0.010158,-0.010098,-0.005129,-0.004509,0.00191,-0.00322,-0.00244,-0.019978,-0.00034,-0.00388,0.00037,0.00486
