time,dist_01.dist
="2026/04/02 15:46:57.102",189.525
="2026/04/02 15:46:57.122",189.523
="2026/04/02 15:46:57.142",189.514
="2026/04/02 15:46:57.162",189.513
="2026/04/02 15:46:57.182",189.52
="2026/04/02 15:46:57.202",189.521
="2026/04/02 15:46:57.222",189.522
="2026/04/02 15:46:57.242",189.522
="2026/04/02 15:46:57.262",189.522
="2026/04/02 15:46:57.282",189.518
="2026/04/02 15:46:57.302",189.517
="2026/04/02 15:46:57.322",189.52
="2026/04/02 15:46:57.342",189.524
="2026/04/02 15:46:57.362",189.518
="2026/04/02 15:46:57.382",189.52
="2026/04/02 15:46:57.402",189.519
="2026/04/02 15:46:57.422",189.519
="2026/04/02 15:46:57.442",189.522
="2026/04/02 15:46:57.462",189.522
="2026/04/02 15:46:57.482",189.522
="2026/04/02 15:46:57.502",189.521
="2026/04/02 15:46:57.522",189.522
="2026/04/02 15:46:57.542",189.525
="2026/04/02 15:46:57.562",189.527
="2026/04/02 15:46:57.582",189.527
="2026/04/02 15:46:57.602",189.522
="2026/04/02 15:46:57.622",189.516
="2026/04/02 15:46:57.642",189.516
="2026/04/02 15:46:57.662",189.516
="2026/04/02 15:46:57.682",189.523
="2026/04/02 15:46:57.702",189.521
="2026/04/02 15:46:58.321",189.514
="2026/04/02 15:46:58.341",189.516
="2026/04/02 15:46:58.361",189.519
="2026/04/02 15:46:58.381",189.522
="2026/04/02 15:46:58.401",189.523
="2026/04/02 15:46:58.421",189.52
="2026/04/02 15:46:58.441",189.517
="2026/04/02 15:46:58.461",189.521
="2026/04/02 15:46:58.481",189.522
="2026/04/02 15:46:58.501",189.523
="2026/04/02 15:46:58.521",189.522
="2026/04/02 15:46:58.541",189.522
="2026/04/02 15:46:58.561",189.519
="2026/04/02 15:46:58.581",189.521
="2026/04/02 15:46:58.601",189.524
="2026/04/02 15:46:58.621",189.525
="2026/04/02 15:46:58.641",189.522
="2026/04/02 15:46:58.661",189.524
="2026/04/02 15:46:58.681",189.529
="2026/04/02 15:46:58.701",189.526
="2026/04/02 15:46:58.721",189.528
="2026/04/02 15:46:58.741",189.529
="2026/04/02 15:46:58.761",189.53
="2026/04/02 15:46:58.781",189.531
="2026/04/02 15:46:58.801",189.525
="2026/04/02 15:46:58.821",189.529
="2026/04/02 15:46:58.841",189.524
="2026/04/02 15:46:58.861",189.526
="2026/04/02 15:46:58.881",189.524
="2026/04/02 15:46:58.901",189.52
="2026/04/02 15:46:58.921",189.52
="2026/04/02 15:46:58.941",189.518
="2026/04/02 15:46:58.961",189.52
="2026/04/02 15:46:58.981",189.513
="2026/04/02 15:46:59.001",189.513
="2026/04/02 15:46:59.021",189.512
="2026/04/02 15:46:59.041",189.517
="2026/04/02 15:46:59.061",189.517
="2026/04/02 15:46:59.081",189.518
="2026/04/02 15:46:59.101",189.515
="2026/04/02 15:46:59.121",189.516
="2026/04/02 15:46:59.141",189.515
="2026/04/02 15:46:59.161",189.519
="2026/04/02 15:46:59.181",189.518
="2026/04/02 15:46:59.201",189.52
="2026/04/02 15:46:59.221",189.52
="2026/04/02 15:46:59.241",189.515
="2026/04/02 15:46:59.261",189.522
="2026/04/02 15:46:59.281",189.52
="2026/04/02 15:46:59.301",189.523
="2026/04/02 15:46:59.919",189.522
="2026/04/02 15:46:59.939",189.521
="2026/04/02 15:46:59.959",189.521
="2026/04/02 15:46:59.979",189.523
="2026/04/02 15:46:59.999",189.525
="2026/04/02 15:47:00.019",189.528
="2026/04/02 15:47:00.039",189.522
="2026/04/02 15:47:00.059",189.519
="2026/04/02 15:47:00.079",189.518
="2026/04/02 15:47:00.099",189.519
="2026/04/02 15:47:00.119",189.521
="2026/04/02 15:47:00.139",189.515
="2026/04/02 15:47:00.159",189.515
="2026/04/02 15:47:00.179",189.514
="2026/04/02 15:47:00.199",189.512
="2026/04/02 15:47:00.219",189.512
="2026/04/02 15:47:00.239",189.521
="2026/04/02 15:47:00.259",189.517
="2026/04/02 15:47:00.279",189.516
="2026/04/02 15:47:00.299",189.517
="2026/04/02 15:47:00.319",189.524
="2026/04/02 15:47:00.339",189.528
="2026/04/02 15:47:00.359",189.527
="2026/04/02 15:47:00.379",189.526
="2026/04/02 15:47:00.399",189.519
="2026/04/02 15:47:00.419",189.52
="2026/04/02 15:47:00.439",189.521
="2026/04/02 15:47:00.459",189.523
="2026/04/02 15:47:00.479",189.518
="2026/04/02 15:47:00.499",189.517
="2026/04/02 15:47:00.519",189.517
="2026/04/02 15:47:00.539",189.519
="2026/04/02 15:47:00.559",189.521
="2026/04/02 15:47:00.579",189.52
="2026/04/02 15:47:00.599",189.52
="2026/04/02 15:47:00.619",189.514
="2026/04/02 15:47:00.639",189.515
="2026/04/02 15:47:00.659",189.519
="2026/04/02 15:47:00.679",189.523
="2026/04/02 15:47:00.699",189.519
="2026/04/02 15:47:00.719",189.517
="2026/04/02 15:47:00.739",189.516
="2026/04/02 15:47:00.759",189.519
="2026/04/02 15:47:00.779",189.522
="2026/04/02 15:47:00.799",189.524
="2026/04/02 15:47:00.819",189.524
="2026/04/02 15:47:00.839",189.518
="2026/04/02 15:47:00.859",189.517
="2026/04/02 15:47:00.879",189.516
="2026/04/02 15:47:00.899",189.522
="2026/04/02 15:47:01.517",189.522
="2026/04/02 15:47:01.537",189.518
="2026/04/02 15:47:01.557",189.511
="2026/04/02 15:47:01.577",189.517
="2026/04/02 15:47:01.597",189.52
="2026/04/02 15:47:01.617",189.522
="2026/04/02 15:47:01.637",189.52
="2026/04/02 15:47:01.657",189.514
="2026/04/02 15:47:01.677",189.516
="2026/04/02 15:47:01.697",189.518
="2026/04/02 15:47:01.717",189.522
="2026/04/02 15:47:01.737",189.525
="2026/04/02 15:47:01.757",189.518
="2026/04/02 15:47:01.777",189.513
="2026/04/02 15:47:01.797",189.519
="2026/04/02 15:47:01.817",189.524
="2026/04/02 15:47:01.837",189.529
="2026/04/02 15:47:01.857",189.526
="2026/04/02 15:47:01.877",189.519
="2026/04/02 15:47:01.897",189.516
="2026/04/02 15:47:01.917",189.519
="2026/04/02 15:47:01.937",189.525
="2026/04/02 15:47:01.957",189.525
="2026/04/02 15:47:01.977",189.521
="2026/04/02 15:47:01.997",189.512
="2026/04/02 15:47:02.017",189.516
="2026/04/02 15:47:02.037",189.519
="2026/04/02 15:47:02.057",189.524
="2026/04/02 15:47:02.077",189.521
="2026/04/02 15:47:02.097",189.517
="2026/04/02 15:47:02.117",189.515
="2026/04/02 15:47:02.137",189.517
="2026/04/02 15:47:02.157",189.522
="2026/04/02 15:47:02.177",189.525
="2026/04/02 15:47:02.197",189.519
="2026/04/02 15:47:02.217",189.516
="2026/04/02 15:47:02.237",189.516
="2026/04/02 15:47:02.257",189.519
="2026/04/02 15:47:02.277",189.527
="2026/04/02 15:47:02.297",189.521
="2026/04/02 15:47:02.317",189.519
="2026/04/02 15:47:02.337",189.515
="2026/04/02 15:47:02.357",189.515
="2026/04/02 15:47:02.377",189.523
="2026/04/02 15:47:02.397",189.527
="2026/04/02 15:47:02.417",189.522
="2026/04/02 15:47:02.437",189.514
="2026/04/02 15:47:02.457",189.515
="2026/04/02 15:47:02.477",189.52
="2026/04/02 15:47:02.497",189.523
="2026/04/02 15:47:03.115",189.523
="2026/04/02 15:47:03.135",189.52
="2026/04/02 15:47:03.155",189.515
="2026/04/02 15:47:03.175",189.516
="2026/04/02 15:47:03.195",189.524
="2026/04/02 15:47:03.215",189.525
="2026/04/02 15:47:03.235",189.521
="2026/04/02 15:47:03.255",189.516
="2026/04/02 15:47:03.275",189.516
="2026/04/02 15:47:03.295",189.519
="2026/04/02 15:47:03.315",189.523
="2026/04/02 15:47:03.335",189.522
="2026/04/02 15:47:03.355",189.518
="2026/04/02 15:47:03.375",189.511
="2026/04/02 15:47:03.395",189.511
="2026/04/02 15:47:03.415",189.52
="2026/04/02 15:47:03.435",189.526
="2026/04/02 15:47:03.455",189.523
="2026/04/02 15:47:03.475",189.517
="2026/04/02 15:47:03.495",189.517
="2026/04/02 15:47:03.515",189.522
="2026/04/02 15:47:03.535",189.524
="2026/04/02 15:47:03.555",189.524
="2026/04/02 15:47:03.575",189.523
="2026/04/02 15:47:03.595",189.513
="2026/04/02 15:47:03.615",189.517
="2026/04/02 15:47:03.635",189.523
="2026/04/02 15:47:03.655",189.526
="2026/04/02 15:47:03.675",189.526
="2026/04/02 15:47:03.695",189.521
="2026/04/02 15:47:03.715",189.517
="2026/04/02 15:47:03.735",189.52
="2026/04/02 15:47:03.755",189.525
="2026/04/02 15:47:03.775",189.522
="2026/04/02 15:47:03.795",189.522
="2026/04/02 15:47:03.815",189.516
="2026/04/02 15:47:03.835",189.514
="2026/04/02 15:47:03.855",189.519
="2026/04/02 15:47:03.875",189.525
="2026/04/02 15:47:03.895",189.523
="2026/04/02 15:47:03.915",189.519
="2026/04/02 15:47:03.935",189.513
="2026/04/02 15:47:03.955",189.52
="2026/04/02 15:47:03.975",189.524
="2026/04/02 15:47:03.995",189.523
="2026/04/02 15:47:04.015",189.521
="2026/04/02 15:47:04.035",189.514
="2026/04/02 15:47:04.055",189.517
="2026/04/02 15:47:04.075",189.521
="2026/04/02 15:47:04.095",189.522
="2026/04/02 15:47:04.713",189.521
="2026/04/02 15:47:04.733",189.514
="2026/04/02 15:47:04.753",189.516
="2026/04/02 15:47:04.773",189.518
="2026/04/02 15:47:04.793",189.521
="2026/04/02 15:47:04.813",189.523
="2026/04/02 15:47:04.833",189.524
="2026/04/02 15:47:04.853",189.519
="2026/04/02 15:47:04.873",189.516
="2026/04/02 15:47:04.893",189.52
="2026/04/02 15:47:04.913",189.525
="2026/04/02 15:47:04.933",189.522
="2026/04/02 15:47:04.953",189.517
="2026/04/02 15:47:04.973",189.514
="2026/04/02 15:47:04.993",189.516
="2026/04/02 15:47:05.013",189.522
="2026/04/02 15:47:05.033",189.521
="2026/04/02 15:47:05.053",189.521
="2026/04/02 15:47:05.073",189.516
="2026/04/02 15:47:05.093",189.516
="2026/04/02 15:47:05.113",189.517
="2026/04/02 15:47:05.133",189.522
="2026/04/02 15:47:05.153",189.519
="2026/04/02 15:47:05.173",189.519
="2026/04/02 15:47:05.193",189.517
="2026/04/02 15:47:05.213",189.515
="2026/04/02 15:47:05.233",189.52
="2026/04/02 15:47:05.253",189.522
="2026/04/02 15:47:05.273",189.519
="2026/04/02 15:47:05.293",189.517
="2026/04/02 15:47:05.313",189.515
="2026/04/02 15:47:05.333",189.518
="2026/04/02 15:47:05.353",189.521
="2026/04/02 15:47:05.373",189.521
="2026/04/02 15:47:05.393",189.52
="2026/04/02 15:47:05.413",189.517
="2026/04/02 15:47:05.433",189.518
="2026/04/02 15:47:05.453",189.521
="2026/04/02 15:47:05.473",189.523
="2026/04/02 15:47:05.493",189.521
="2026/04/02 15:47:05.513",189.518
="2026/04/02 15:47:05.533",189.515
="2026/04/02 15:47:05.553",189.518
="2026/04/02 15:47:05.573",189.519
="2026/04/02 15:47:05.593",189.522
="2026/04/02 15:47:05.613",189.52
="2026/04/02 15:47:05.633",189.514
="2026/04/02 15:47:05.653",189.518
="2026/04/02 15:47:05.673",189.52
="2026/04/02 15:47:05.693",189.521
="2026/04/02 15:47:06.311",189.519
="2026/04/02 15:47:06.331",189.518
="2026/04/02 15:47:06.351",189.516
="2026/04/02 15:47:06.371",189.518
="2026/04/02 15:47:06.391",189.52
="2026/04/02 15:47:06.411",189.521
="2026/04/02 15:47:06.431",189.518
="2026/04/02 15:47:06.451",189.513
="2026/04/02 15:47:06.471",189.514
="2026/04/02 15:47:06.491",189.52
="2026/04/02 15:47:06.511",189.522
="2026/04/02 15:47:06.531",189.522
="2026/04/02 15:47:06.551",189.521
="2026/04/02 15:47:06.571",189.521
="2026/04/02 15:47:06.591",189.526
="2026/04/02 15:47:06.611",189.527
="2026/04/02 15:47:06.631",189.529
="2026/04/02 15:47:06.651",189.525
="2026/04/02 15:47:06.671",189.523
="2026/04/02 15:47:06.691",189.522
="2026/04/02 15:47:06.711",189.521
="2026/04/02 15:47:06.731",189.52
="2026/04/02 15:47:06.751",189.522
="2026/04/02 15:47:06.771",189.519
="2026/04/02 15:47:06.791",189.517
="2026/04/02 15:47:06.811",189.517
="2026/04/02 15:47:06.831",189.52
="2026/04/02 15:47:06.851",189.522
="2026/04/02 15:47:06.871",189.52
="2026/04/02 15:47:06.891",189.52
="2026/04/02 15:47:06.911",189.519
="2026/04/02 15:47:06.931",189.523
="2026/04/02 15:47:06.951",189.523
="2026/04/02 15:47:06.971",189.523
="2026/04/02 15:47:06.991",189.519
="2026/04/02 15:47:07.011",189.518
="2026/04/02 15:47:07.031",189.519
="2026/04/02 15:47:07.051",189.518
="2026/04/02 15:47:07.071",189.519
="2026/04/02 15:47:07.091",189.515
="2026/04/02 15:47:07.111",189.514
="2026/04/02 15:47:07.131",189.513
="2026/04/02 15:47:07.151",189.514
="2026/04/02 15:47:07.171",189.515
="2026/04/02 15:47:07.191",189.516
="2026/04/02 15:47:07.211",189.518
="2026/04/02 15:47:07.231",189.521
="2026/04/02 15:47:07.251",189.521
="2026/04/02 15:47:07.271",189.523
="2026/04/02 15:47:07.291",189.524
="2026/04/02 15:47:07.909",189.524
="2026/04/02 15:47:07.929",189.522
="2026/04/02 15:47:07.949",189.519
="2026/04/02 15:47:07.969",189.519
="2026/04/02 15:47:07.989",189.521
="2026/04/02 15:47:08.009",189.524
="2026/04/02 15:47:08.029",189.519
="2026/04/02 15:47:08.049",189.518
="2026/04/02 15:47:08.069",189.518
="2026/04/02 15:47:08.089",189.521
="2026/04/02 15:47:08.109",189.518
="2026/04/02 15:47:08.129",189.518
="2026/04/02 15:47:08.149",189.52
="2026/04/02 15:47:08.169",189.516
="2026/04/02 15:47:08.189",189.517
="2026/04/02 15:47:08.209",189.517
="2026/04/02 15:47:08.229",189.518
="2026/04/02 15:47:08.249",189.519
="2026/04/02 15:47:08.269",189.521
="2026/04/02 15:47:08.289",189.523
="2026/04/02 15:47:08.309",189.527
="2026/04/02 15:47:08.329",189.527
="2026/04/02 15:47:08.349",189.528
="2026/04/02 15:47:08.369",189.524
="2026/04/02 15:47:08.389",189.523
="2026/04/02 15:47:08.409",189.524
="2026/04/02 15:47:08.429",189.523
="2026/04/02 15:47:08.449",189.526
="2026/04/02 15:47:08.469",189.523
="2026/04/02 15:47:08.489",189.519
="2026/04/02 15:47:08.509",189.518
="2026/04/02 15:47:08.529",189.52
="2026/04/02 15:47:08.549",189.521
="2026/04/02 15:47:08.569",189.52
="2026/04/02 15:47:08.589",189.52
="2026/04/02 15:47:08.609",189.519
="2026/04/02 15:47:08.629",189.521
="2026/04/02 15:47:08.649",189.524
="2026/04/02 15:47:08.669",189.519
="2026/04/02 15:47:08.689",189.52
="2026/04/02 15:47:08.709",189.521
="2026/04/02 15:47:08.729",189.517
="2026/04/02 15:47:08.749",189.518
="2026/04/02 15:47:08.769",189.519
="2026/04/02 15:47:08.789",189.523
="2026/04/02 15:47:08.809",189.519
="2026/04/02 15:47:08.829",189.517
="2026/04/02 15:47:08.849",189.516
="2026/04/02 15:47:08.869",189.518
="2026/04/02 15:47:08.889",189.523
="2026/04/02 15:47:09.507",189.519
="2026/04/02 15:47:09.527",189.517
="2026/04/02 15:47:09.547",189.518
="2026/04/02 15:47:09.567",189.518
="2026/04/02 15:47:09.587",189.519
="2026/04/02 15:47:09.607",189.522
="2026/04/02 15:47:09.627",189.517
="2026/04/02 15:47:09.647",189.516
="2026/04/02 15:47:09.667",189.515
="2026/04/02 15:47:09.687",189.517
="2026/04/02 15:47:09.707",189.521
="2026/04/02 15:47:09.727",189.519
="2026/04/02 15:47:09.747",189.518
="2026/04/02 15:47:09.767",189.516
="2026/04/02 15:47:09.787",189.519
="2026/04/02 15:47:09.807",189.52
="2026/04/02 15:47:09.827",189.521
="2026/04/02 15:47:09.847",189.519
="2026/04/02 15:47:09.867",189.519
="2026/04/02 15:47:09.887",189.519
="2026/04/02 15:47:09.907",189.516
="2026/04/02 15:47:09.927",189.521
="2026/04/02 15:47:09.947",189.525
="2026/04/02 15:47:09.967",189.519
="2026/04/02 15:47:09.987",189.519
="2026/04/02 15:47:10.007",189.521
="2026/04/02 15:47:10.027",189.521
="2026/04/02 15:47:10.047",189.526
="2026/04/02 15:47:10.067",189.518
="2026/04/02 15:47:10.087",189.519
="2026/04/02 15:47:10.107",189.521
="2026/04/02 15:47:10.127",189.521
="2026/04/02 15:47:10.147",189.521
="2026/04/02 15:47:10.167",189.521
="2026/04/02 15:47:10.187",189.52
="2026/04/02 15:47:10.207",189.519
="2026/04/02 15:47:10.227",189.515
="2026/04/02 15:47:10.247",189.514
="2026/04/02 15:47:10.267",189.516
="2026/04/02 15:47:10.287",189.517
="2026/04/02 15:47:10.307",189.516
="2026/04/02 15:47:10.327",189.516
="2026/04/02 15:47:10.347",189.52
="2026/04/02 15:47:10.367",189.523
="2026/04/02 15:47:10.387",189.523
="2026/04/02 15:47:10.407",189.519
="2026/04/02 15:47:10.427",189.521
="2026/04/02 15:47:10.447",189.519
="2026/04/02 15:47:10.467",189.518
="2026/04/02 15:47:10.487",189.517
="2026/04/02 15:47:11.105",189.512
="2026/04/02 15:47:11.125",189.508
="2026/04/02 15:47:11.145",189.503
="2026/04/02 15:47:11.165",189.497
="2026/04/02 15:47:11.185",189.497
="2026/04/02 15:47:11.205",189.498
="2026/04/02 15:47:11.225",189.495
="2026/04/02 15:47:11.245",189.493
="2026/04/02 15:47:11.265",189.491
="2026/04/02 15:47:11.285",189.492
="2026/04/02 15:47:11.305",189.492
="2026/04/02 15:47:11.325",189.491
="2026/04/02 15:47:11.345",189.491
="2026/04/02 15:47:11.365",189.493
="2026/04/02 15:47:11.385",189.496
="2026/04/02 15:47:11.405",189.499
="2026/04/02 15:47:11.425",189.5
="2026/04/02 15:47:11.445",189.505
="2026/04/02 15:47:11.465",189.509
="2026/04/02 15:47:11.485",189.515
="2026/04/02 15:47:11.505",189.524
="2026/04/02 15:47:11.525",189.53
="2026/04/02 15:47:11.545",189.53
="2026/04/02 15:47:11.565",189.527
="2026/04/02 15:47:11.585",189.522
="2026/04/02 15:47:11.605",189.524
="2026/04/02 15:47:11.625",189.522
="2026/04/02 15:47:11.645",189.52
="2026/04/02 15:47:11.665",189.515
="2026/04/02 15:47:11.685",189.514
="2026/04/02 15:47:11.705",189.51
="2026/04/02 15:47:11.725",189.504
="2026/04/02 15:47:11.745",189.496
="2026/04/02 15:47:11.765",189.495
="2026/04/02 15:47:11.785",189.499
="2026/04/02 15:47:11.805",189.506
="2026/04/02 15:47:11.825",189.511
="2026/04/02 15:47:11.845",189.513
="2026/04/02 15:47:11.865",189.517
="2026/04/02 15:47:11.885",189.521
="2026/04/02 15:47:11.905",189.532
="2026/04/02 15:47:11.925",189.534
="2026/04/02 15:47:11.945",189.538
="2026/04/02 15:47:11.965",189.536
="2026/04/02 15:47:11.985",189.529
="2026/04/02 15:47:12.005",189.524
="2026/04/02 15:47:12.025",189.521
="2026/04/02 15:47:12.045",189.519
="2026/04/02 15:47:12.065",189.523
="2026/04/02 15:47:12.085",189.521
="2026/04/02 15:47:12.703",189.521
="2026/04/02 15:47:12.723",189.519
="2026/04/02 15:47:12.743",189.518
="2026/04/02 15:47:12.763",189.519
="2026/04/02 15:47:12.783",189.521
="2026/04/02 15:47:12.803",189.518
="2026/04/02 15:47:12.823",189.515
="2026/04/02 15:47:12.843",189.517
="2026/04/02 15:47:12.863",189.517
="2026/04/02 15:47:12.883",189.518
="2026/04/02 15:47:12.903",189.518
="2026/04/02 15:47:12.923",189.516
="2026/04/02 15:47:12.943",189.516
="2026/04/02 15:47:12.963",189.516
="2026/04/02 15:47:12.983",189.519
="2026/04/02 15:47:13.003",189.518
="2026/04/02 15:47:13.023",189.519
="2026/04/02 15:47:13.043",189.515
="2026/04/02 15:47:13.063",189.512
="2026/04/02 15:47:13.083",189.514
="2026/04/02 15:47:13.103",189.515
="2026/04/02 15:47:13.123",189.512
="2026/04/02 15:47:13.143",189.51
="2026/04/02 15:47:13.163",189.507
="2026/04/02 15:47:13.183",189.507
="2026/04/02 15:47:13.203",189.508
="2026/04/02 15:47:13.223",189.508
="2026/04/02 15:47:13.243",189.508
="2026/04/02 15:47:13.263",189.506
="2026/04/02 15:47:13.283",189.505
="2026/04/02 15:47:13.303",189.506
="2026/04/02 15:47:13.323",189.51
="2026/04/02 15:47:13.343",189.511
="2026/04/02 15:47:13.363",189.51
="2026/04/02 15:47:13.383",189.511
="2026/04/02 15:47:13.403",189.512
="2026/04/02 15:47:13.423",189.517
="2026/04/02 15:47:13.443",189.521
="2026/04/02 15:47:13.463",189.523
="2026/04/02 15:47:13.483",189.523
="2026/04/02 15:47:13.503",189.523
="2026/04/02 15:47:13.523",189.526
="2026/04/02 15:47:13.543",189.524
="2026/04/02 15:47:13.563",189.522
="2026/04/02 15:47:13.583",189.524
="2026/04/02 15:47:13.603",189.52
="2026/04/02 15:47:13.623",189.52
="2026/04/02 15:47:13.643",189.52
="2026/04/02 15:47:13.663",189.521
="2026/04/02 15:47:13.683",189.521
="2026/04/02 15:47:14.301",189.518
="2026/04/02 15:47:14.321",189.518
="2026/04/02 15:47:14.341",189.518
="2026/04/02 15:47:14.361",189.522
="2026/04/02 15:47:14.381",189.52
="2026/04/02 15:47:14.401",189.522
="2026/04/02 15:47:14.421",189.521
="2026/04/02 15:47:14.441",189.523
="2026/04/02 15:47:14.461",189.523
="2026/04/02 15:47:14.481",189.524
="2026/04/02 15:47:14.501",189.525
="2026/04/02 15:47:14.521",189.528
="2026/04/02 15:47:14.541",189.527
="2026/04/02 15:47:14.561",189.526
="2026/04/02 15:47:14.581",189.525
="2026/04/02 15:47:14.601",189.529
="2026/04/02 15:47:14.621",189.528
="2026/04/02 15:47:14.641",189.525
="2026/04/02 15:47:14.661",189.526
="2026/04/02 15:47:14.681",189.526
="2026/04/02 15:47:14.701",189.528
="2026/04/02 15:47:14.721",189.524
="2026/04/02 15:47:14.741",189.522
="2026/04/02 15:47:14.761",189.517
="2026/04/02 15:47:14.781",189.515
="2026/04/02 15:47:14.801",189.514
="2026/04/02 15:47:14.821",189.511
="2026/04/02 15:47:14.841",189.506
="2026/04/02 15:47:14.861",189.505
="2026/04/02 15:47:14.881",189.501
="2026/04/02 15:47:14.901",189.5
="2026/04/02 15:47:14.921",189.499
="2026/04/02 15:47:14.941",189.496
="2026/04/02 15:47:14.961",189.493
="2026/04/02 15:47:14.981",189.492
="2026/04/02 15:47:15.001",189.492
="2026/04/02 15:47:15.021",189.49
="2026/04/02 15:47:15.041",189.491
="2026/04/02 15:47:15.061",189.487
="2026/04/02 15:47:15.081",189.486
="2026/04/02 15:47:15.101",189.487
="2026/04/02 15:47:15.121",189.492
="2026/04/02 15:47:15.141",189.497
="2026/04/02 15:47:15.161",189.506
="2026/04/02 15:47:15.181",189.512
="2026/04/02 15:47:15.201",189.519
="2026/04/02 15:47:15.221",189.526
="2026/04/02 15:47:15.241",189.531
="2026/04/02 15:47:15.261",189.533
="2026/04/02 15:47:15.281",189.536
="2026/04/02 15:47:15.899",189.535
="2026/04/02 15:47:15.919",189.533
="2026/04/02 15:47:15.939",189.534
="2026/04/02 15:47:15.959",189.534
="2026/04/02 15:47:15.979",189.531
="2026/04/02 15:47:15.999",189.527
="2026/04/02 15:47:16.019",189.529
="2026/04/02 15:47:16.039",189.525
="2026/04/02 15:47:16.059",189.524
="2026/04/02 15:47:16.079",189.527
="2026/04/02 15:47:16.099",189.525
="2026/04/02 15:47:16.119",189.522
="2026/04/02 15:47:16.139",189.518
="2026/04/02 15:47:16.159",189.519
="2026/04/02 15:47:16.179",189.521
="2026/04/02 15:47:16.199",189.519
="2026/04/02 15:47:16.219",189.516
="2026/04/02 15:47:16.239",189.515
="2026/04/02 15:47:16.259",189.518
="2026/04/02 15:47:16.279",189.519
="2026/04/02 15:47:16.299",189.521
="2026/04/02 15:47:16.319",189.521
="2026/04/02 15:47:16.339",189.52
="2026/04/02 15:47:16.359",189.518
="2026/04/02 15:47:16.379",189.517
="2026/04/02 15:47:16.399",189.518
="2026/04/02 15:47:16.419",189.52
="2026/04/02 15:47:16.439",189.519
="2026/04/02 15:47:16.459",189.517
="2026/04/02 15:47:16.479",189.517
="2026/04/02 15:47:16.499",189.517
="2026/04/02 15:47:16.519",189.52
="2026/04/02 15:47:16.539",189.519
="2026/04/02 15:47:16.559",189.518
="2026/04/02 15:47:16.579",189.518
="2026/04/02 15:47:16.599",189.518
="2026/04/02 15:47:16.619",189.517
="2026/04/02 15:47:16.639",189.517
="2026/04/02 15:47:16.659",189.514
="2026/04/02 15:47:16.679",189.512
="2026/04/02 15:47:16.699",189.511
="2026/04/02 15:47:16.719",189.511
="2026/04/02 15:47:16.739",189.513
="2026/04/02 15:47:16.759",189.509
="2026/04/02 15:47:16.779",189.509
="2026/04/02 15:47:16.799",189.509
="2026/04/02 15:47:16.819",189.508
="2026/04/02 15:47:16.839",189.515
="2026/04/02 15:47:16.859",189.52
="2026/04/02 15:47:16.879",189.514
="2026/04/02 15:47:17.496",189.515
="2026/04/02 15:47:17.516",189.511
="2026/04/02 15:47:17.536",189.514
="2026/04/02 15:47:17.556",189.515
="2026/04/02 15:47:17.576",189.515
="2026/04/02 15:47:17.596",189.515
="2026/04/02 15:47:17.616",189.516
="2026/04/02 15:47:17.636",189.517
="2026/04/02 15:47:17.656",189.517
="2026/04/02 15:47:17.676",189.516
="2026/04/02 15:47:17.696",189.512
="2026/04/02 15:47:17.716",189.51
="2026/04/02 15:47:17.736",189.508
="2026/04/02 15:47:17.756",189.513
="2026/04/02 15:47:17.776",189.519
="2026/04/02 15:47:17.796",189.522
="2026/04/02 15:47:17.816",189.524
="2026/04/02 15:47:17.836",189.526
="2026/04/02 15:47:17.856",189.53
="2026/04/02 15:47:17.876",189.536
="2026/04/02 15:47:17.896",189.551
="2026/04/02 15:47:17.916",189.55
="2026/04/02 15:47:17.936",189.537
="2026/04/02 15:47:17.956",189.527
="2026/04/02 15:47:17.976",189.521
="2026/04/02 15:47:17.996",189.522
="2026/04/02 15:47:18.016",189.522
="2026/04/02 15:47:18.036",189.519
="2026/04/02 15:47:18.056",189.52
="2026/04/02 15:47:18.076",189.518
="2026/04/02 15:47:18.096",189.521
="2026/04/02 15:47:18.116",189.52
="2026/04/02 15:47:18.136",189.518
="2026/04/02 15:47:18.156",189.518
="2026/04/02 15:47:18.176",189.518
="2026/04/02 15:47:18.196",189.517
="2026/04/02 15:47:18.216",189.518
="2026/04/02 15:47:18.236",189.519
="2026/04/02 15:47:18.256",189.518
="2026/04/02 15:47:18.276",189.518
="2026/04/02 15:47:18.296",189.519
="2026/04/02 15:47:18.316",189.519
="2026/04/02 15:47:18.336",189.521
="2026/04/02 15:47:18.356",189.517
="2026/04/02 15:47:18.376",189.515
="2026/04/02 15:47:18.396",189.515
="2026/04/02 15:47:18.416",189.517
="2026/04/02 15:47:18.436",189.517
="2026/04/02 15:47:18.456",189.517
="2026/04/02 15:47:18.476",189.518
="2026/04/02 15:47:19.094",189.517
="2026/04/02 15:47:19.114",189.518
="2026/04/02 15:47:19.134",189.517
="2026/04/02 15:47:19.154",189.518
="2026/04/02 15:47:19.174",189.519
="2026/04/02 15:47:19.194",189.518
="2026/04/02 15:47:19.214",189.516
="2026/04/02 15:47:19.234",189.517
="2026/04/02 15:47:19.254",189.517
="2026/04/02 15:47:19.274",189.517
="2026/04/02 15:47:19.294",189.517
="2026/04/02 15:47:19.314",189.513
="2026/04/02 15:47:19.334",189.517
="2026/04/02 15:47:19.354",189.516
="2026/04/02 15:47:19.374",189.517
="2026/04/02 15:47:19.394",189.518
="2026/04/02 15:47:19.414",189.517
="2026/04/02 15:47:19.434",189.514
