time,dist_01.dist
="2026/04/02 15:50:31.922",192.597
="2026/04/02 15:50:31.942",192.618
="2026/04/02 15:50:31.962",192.604
="2026/04/02 15:50:31.982",192.638
="2026/04/02 15:50:32.002",192.72
="2026/04/02 15:50:32.022",192.599
="2026/04/02 15:50:32.042",192.544
="2026/04/02 15:50:32.062",192.702
="2026/04/02 15:50:32.082",192.616
="2026/04/02 15:50:32.102",192.57
="2026/04/02 15:50:32.122",192.592
="2026/04/02 15:50:32.142",192.665
="2026/04/02 15:50:32.162",192.692
="2026/04/02 15:50:32.182",192.595
="2026/04/02 15:50:32.202",192.583
="2026/04/02 15:50:32.222",192.662
="2026/04/02 15:50:32.242",192.675
="2026/04/02 15:50:32.262",192.648
="2026/04/02 15:50:32.282",192.628
="2026/04/02 15:50:32.302",192.615
="2026/04/02 15:50:32.322",192.644
="2026/04/02 15:50:32.342",192.667
="2026/04/02 15:50:32.362",192.621
="2026/04/02 15:50:32.382",192.59
="2026/04/02 15:50:32.402",192.653
="2026/04/02 15:50:32.422",192.656
="2026/04/02 15:50:32.442",192.617
="2026/04/02 15:50:32.462",192.608
="2026/04/02 15:50:32.482",192.637
="2026/04/02 15:50:32.502",192.632
="2026/04/02 15:50:32.522",192.621
="2026/04/02 15:50:32.542",192.619
="2026/04/02 15:50:32.562",192.625
="2026/04/02 15:50:33.180",192.639
="2026/04/02 15:50:33.200",192.62
="2026/04/02 15:50:33.220",192.618
="2026/04/02 15:50:33.240",192.637
="2026/04/02 15:50:33.260",192.634
="2026/04/02 15:50:33.280",192.618
="2026/04/02 15:50:33.300",192.63
="2026/04/02 15:50:33.320",192.645
="2026/04/02 15:50:33.340",192.629
="2026/04/02 15:50:33.360",192.619
="2026/04/02 15:50:33.380",192.627
="2026/04/02 15:50:33.400",192.657
="2026/04/02 15:50:33.420",192.636
="2026/04/02 15:50:33.440",192.598
="2026/04/02 15:50:33.460",192.631
="2026/04/02 15:50:33.480",192.656
="2026/04/02 15:50:33.500",192.622
="2026/04/02 15:50:33.520",192.614
="2026/04/02 15:50:33.540",192.625
="2026/04/02 15:50:33.560",192.633
="2026/04/02 15:50:33.580",192.638
="2026/04/02 15:50:33.600",192.625
="2026/04/02 15:50:33.620",192.614
="2026/04/02 15:50:33.640",192.636
="2026/04/02 15:50:33.660",192.658
="2026/04/02 15:50:33.680",192.629
="2026/04/02 15:50:33.700",192.608
="2026/04/02 15:50:33.720",192.637
="2026/04/02 15:50:33.740",192.638
="2026/04/02 15:50:33.760",192.636
="2026/04/02 15:50:33.780",192.622
="2026/04/02 15:50:33.800",192.617
="2026/04/02 15:50:33.820",192.638
="2026/04/02 15:50:33.840",192.649
="2026/04/02 15:50:33.860",192.614
="2026/04/02 15:50:33.880",192.604
="2026/04/02 15:50:33.900",192.647
="2026/04/02 15:50:33.920",192.64
="2026/04/02 15:50:33.940",192.617
="2026/04/02 15:50:33.960",192.621
="2026/04/02 15:50:33.980",192.638
="2026/04/02 15:50:34.000",192.643
="2026/04/02 15:50:34.020",192.637
="2026/04/02 15:50:34.040",192.624
="2026/04/02 15:50:34.060",192.641
="2026/04/02 15:50:34.080",192.65
="2026/04/02 15:50:34.100",192.632
="2026/04/02 15:50:34.120",192.611
="2026/04/02 15:50:34.140",192.627
="2026/04/02 15:50:34.160",192.638
="2026/04/02 15:50:34.779",192.622
="2026/04/02 15:50:34.799",192.611
="2026/04/02 15:50:34.819",192.628
="2026/04/02 15:50:34.839",192.637
="2026/04/02 15:50:34.859",192.624
="2026/04/02 15:50:34.879",192.622
="2026/04/02 15:50:34.899",192.635
="2026/04/02 15:50:34.919",192.638
="2026/04/02 15:50:34.939",192.623
="2026/04/02 15:50:34.959",192.626
="2026/04/02 15:50:34.979",192.643
="2026/04/02 15:50:34.999",192.629
="2026/04/02 15:50:35.019",192.626
="2026/04/02 15:50:35.039",192.628
="2026/04/02 15:50:35.059",192.63
="2026/04/02 15:50:35.079",192.632
="2026/04/02 15:50:35.099",192.619
="2026/04/02 15:50:35.119",192.628
="2026/04/02 15:50:35.139",192.636
="2026/04/02 15:50:35.159",192.628
="2026/04/02 15:50:35.179",192.622
="2026/04/02 15:50:35.199",192.627
="2026/04/02 15:50:35.219",192.635
="2026/04/02 15:50:35.239",192.633
="2026/04/02 15:50:35.259",192.633
="2026/04/02 15:50:35.279",192.634
="2026/04/02 15:50:35.299",192.627
="2026/04/02 15:50:35.319",192.641
="2026/04/02 15:50:35.339",192.635
="2026/04/02 15:50:35.359",192.624
="2026/04/02 15:50:35.379",192.646
="2026/04/02 15:50:35.399",192.644
="2026/04/02 15:50:35.419",192.603
="2026/04/02 15:50:35.439",192.642
="2026/04/02 15:50:35.459",192.647
="2026/04/02 15:50:35.479",192.618
="2026/04/02 15:50:35.499",192.613
="2026/04/02 15:50:35.519",192.618
="2026/04/02 15:50:35.539",192.644
="2026/04/02 15:50:35.559",192.625
="2026/04/02 15:50:35.579",192.608
="2026/04/02 15:50:35.599",192.597
="2026/04/02 15:50:35.619",192.614
="2026/04/02 15:50:35.639",192.646
="2026/04/02 15:50:35.659",192.607
="2026/04/02 15:50:35.679",192.59
="2026/04/02 15:50:35.699",192.601
="2026/04/02 15:50:35.719",192.624
="2026/04/02 15:50:35.739",192.606
="2026/04/02 15:50:35.759",192.565
="2026/04/02 15:50:36.425",192.587
="2026/04/02 15:50:36.445",192.623
="2026/04/02 15:50:36.465",192.602
="2026/04/02 15:50:36.485",192.572
="2026/04/02 15:50:36.505",192.585
="2026/04/02 15:50:36.525",192.637
="2026/04/02 15:50:36.545",192.662
="2026/04/02 15:50:36.565",192.638
="2026/04/02 15:50:36.585",192.591
="2026/04/02 15:50:36.605",192.609
="2026/04/02 15:50:36.625",192.634
="2026/04/02 15:50:36.645",192.623
="2026/04/02 15:50:36.665",192.637
="2026/04/02 15:50:36.685",192.627
="2026/04/02 15:50:36.705",192.606
="2026/04/02 15:50:36.725",192.611
="2026/04/02 15:50:36.745",192.638
="2026/04/02 15:50:36.765",192.617
="2026/04/02 15:50:36.785",192.609
="2026/04/02 15:50:36.805",192.63
="2026/04/02 15:50:36.825",192.644
="2026/04/02 15:50:36.845",192.656
="2026/04/02 15:50:36.865",192.648
="2026/04/02 15:50:36.885",192.625
="2026/04/02 15:50:36.905",192.655
="2026/04/02 15:50:36.925",192.7
="2026/04/02 15:50:36.945",192.703
="2026/04/02 15:50:36.965",192.728
="2026/04/02 15:50:36.985",192.745
="2026/04/02 15:50:37.005",192.75
="2026/04/02 15:50:37.025",192.708
="2026/04/02 15:50:37.045",192.677
="2026/04/02 15:50:37.065",192.546
="2026/04/02 15:50:37.085",192.547
="2026/04/02 15:50:37.105",192.523
="2026/04/02 15:50:37.125",192.501
="2026/04/02 15:50:37.145",192.375
="2026/04/02 15:50:37.165",192.333
="2026/04/02 15:50:37.185",192.338
="2026/04/02 15:50:37.205",192.23
="2026/04/02 15:50:37.225",192.223
="2026/04/02 15:50:37.245",192.147
="2026/04/02 15:50:37.265",192.095
="2026/04/02 15:50:37.285",192.095
="2026/04/02 15:50:37.305",192.069
="2026/04/02 15:50:37.325",192.014
="2026/04/02 15:50:37.345",191.979
="2026/04/02 15:50:37.365",191.971
="2026/04/02 15:50:37.385",191.966
="2026/04/02 15:50:37.405",191.959
="2026/04/02 15:50:38.071",191.935
="2026/04/02 15:50:38.091",191.919
="2026/04/02 15:50:38.111",191.937
="2026/04/02 15:50:38.131",191.947
="2026/04/02 15:50:38.151",191.973
="2026/04/02 15:50:38.171",191.97
="2026/04/02 15:50:38.191",191.941
="2026/04/02 15:50:38.211",191.962
="2026/04/02 15:50:38.231",191.981
="2026/04/02 15:50:38.251",191.952
="2026/04/02 15:50:38.271",191.944
="2026/04/02 15:50:38.291",191.949
="2026/04/02 15:50:38.311",191.948
="2026/04/02 15:50:38.331",191.963
="2026/04/02 15:50:38.351",191.959
="2026/04/02 15:50:38.371",191.933
="2026/04/02 15:50:38.391",191.932
="2026/04/02 15:50:38.411",191.968
="2026/04/02 15:50:38.431",191.978
="2026/04/02 15:50:38.451",191.944
="2026/04/02 15:50:38.471",191.949
="2026/04/02 15:50:38.491",191.975
="2026/04/02 15:50:38.511",191.939
="2026/04/02 15:50:38.531",191.948
="2026/04/02 15:50:38.551",191.953
="2026/04/02 15:50:38.571",191.938
="2026/04/02 15:50:38.591",191.936
="2026/04/02 15:50:38.611",191.948
="2026/04/02 15:50:38.631",191.937
="2026/04/02 15:50:38.651",191.915
="2026/04/02 15:50:38.671",191.884
="2026/04/02 15:50:38.691",191.797
="2026/04/02 15:50:38.711",191.804
="2026/04/02 15:50:38.731",191.796
="2026/04/02 15:50:38.751",191.763
="2026/04/02 15:50:38.771",191.73
="2026/04/02 15:50:38.791",191.698
="2026/04/02 15:50:38.811",191.668
="2026/04/02 15:50:38.831",191.658
="2026/04/02 15:50:38.851",191.65
="2026/04/02 15:50:38.871",191.61
="2026/04/02 15:50:38.891",191.574
="2026/04/02 15:50:38.911",191.553
="2026/04/02 15:50:38.931",191.615
="2026/04/02 15:50:38.951",191.612
="2026/04/02 15:50:38.971",191.548
="2026/04/02 15:50:38.991",191.475
="2026/04/02 15:50:39.011",191.465
="2026/04/02 15:50:39.031",191.47
="2026/04/02 15:50:39.051",191.472
="2026/04/02 15:50:39.701",191.457
="2026/04/02 15:50:39.721",191.431
="2026/04/02 15:50:39.741",191.416
="2026/04/02 15:50:39.761",191.409
="2026/04/02 15:50:39.781",191.41
="2026/04/02 15:50:39.801",191.404
="2026/04/02 15:50:39.821",191.405
="2026/04/02 15:50:39.841",191.398
="2026/04/02 15:50:39.861",191.386
="2026/04/02 15:50:39.881",191.381
="2026/04/02 15:50:39.901",191.376
="2026/04/02 15:50:39.921",191.376
="2026/04/02 15:50:39.941",191.378
="2026/04/02 15:50:39.961",191.374
="2026/04/02 15:50:39.981",191.333
="2026/04/02 15:50:40.001",191.332
="2026/04/02 15:50:40.021",191.342
="2026/04/02 15:50:40.041",191.329
="2026/04/02 15:50:40.061",191.316
="2026/04/02 15:50:40.081",191.299
="2026/04/02 15:50:40.101",191.28
="2026/04/02 15:50:40.121",191.26
="2026/04/02 15:50:40.141",191.244
="2026/04/02 15:50:40.161",191.227
="2026/04/02 15:50:40.181",191.213
="2026/04/02 15:50:40.201",191.198
="2026/04/02 15:50:40.221",191.173
="2026/04/02 15:50:40.241",191.141
="2026/04/02 15:50:40.261",191.117
="2026/04/02 15:50:40.281",191.072
="2026/04/02 15:50:40.301",191.037
="2026/04/02 15:50:40.321",190.988
="2026/04/02 15:50:40.341",191.018
="2026/04/02 15:50:40.361",191.009
="2026/04/02 15:50:40.381",190.973
="2026/04/02 15:50:40.401",190.944
="2026/04/02 15:50:40.421",190.932
="2026/04/02 15:50:40.441",190.923
="2026/04/02 15:50:40.461",190.938
="2026/04/02 15:50:40.481",190.912
="2026/04/02 15:50:40.501",190.86
="2026/04/02 15:50:40.521",190.827
="2026/04/02 15:50:40.541",190.857
="2026/04/02 15:50:40.561",190.855
="2026/04/02 15:50:40.581",190.844
="2026/04/02 15:50:40.601",190.838
="2026/04/02 15:50:40.621",190.847
="2026/04/02 15:50:40.641",190.836
="2026/04/02 15:50:40.661",190.835
="2026/04/02 15:50:40.681",190.838
="2026/04/02 15:50:41.299",190.855
="2026/04/02 15:50:41.319",190.84
="2026/04/02 15:50:41.339",190.833
="2026/04/02 15:50:41.359",190.853
="2026/04/02 15:50:41.379",190.843
="2026/04/02 15:50:41.399",190.834
="2026/04/02 15:50:41.419",190.839
="2026/04/02 15:50:41.439",190.838
="2026/04/02 15:50:41.459",190.823
="2026/04/02 15:50:41.479",190.809
="2026/04/02 15:50:41.499",190.793
="2026/04/02 15:50:41.519",190.797
="2026/04/02 15:50:41.539",190.79
="2026/04/02 15:50:41.559",190.785
="2026/04/02 15:50:41.579",190.776
="2026/04/02 15:50:41.599",190.735
="2026/04/02 15:50:41.619",190.727
="2026/04/02 15:50:41.639",190.746
="2026/04/02 15:50:41.659",190.713
="2026/04/02 15:50:41.679",190.687
="2026/04/02 15:50:41.699",190.67
="2026/04/02 15:50:41.719",190.65
="2026/04/02 15:50:41.739",190.654
="2026/04/02 15:50:41.759",190.659
="2026/04/02 15:50:41.779",190.647
="2026/04/02 15:50:41.799",190.631
="2026/04/02 15:50:41.819",190.627
="2026/04/02 15:50:41.839",190.638
="2026/04/02 15:50:41.859",190.645
="2026/04/02 15:50:41.879",190.625
="2026/04/02 15:50:41.899",190.612
="2026/04/02 15:50:41.919",190.61
="2026/04/02 15:50:41.939",190.616
="2026/04/02 15:50:41.959",190.608
="2026/04/02 15:50:41.979",190.608
="2026/04/02 15:50:41.999",190.606
="2026/04/02 15:50:42.019",190.602
="2026/04/02 15:50:42.039",190.598
="2026/04/02 15:50:42.059",190.597
="2026/04/02 15:50:42.079",190.587
="2026/04/02 15:50:42.099",190.594
="2026/04/02 15:50:42.119",190.579
="2026/04/02 15:50:42.139",190.589
="2026/04/02 15:50:42.159",190.577
="2026/04/02 15:50:42.179",190.559
="2026/04/02 15:50:42.199",190.562
="2026/04/02 15:50:42.219",190.562
="2026/04/02 15:50:42.239",190.548
="2026/04/02 15:50:42.259",190.546
="2026/04/02 15:50:42.279",190.537
="2026/04/02 15:50:42.914",190.527
="2026/04/02 15:50:42.934",190.529
="2026/04/02 15:50:42.954",190.526
="2026/04/02 15:50:42.974",190.504
="2026/04/02 15:50:42.994",190.489
="2026/04/02 15:50:43.014",190.487
="2026/04/02 15:50:43.034",190.488
="2026/04/02 15:50:43.054",190.491
="2026/04/02 15:50:43.074",190.467
="2026/04/02 15:50:43.094",190.421
="2026/04/02 15:50:43.114",190.425
="2026/04/02 15:50:43.134",190.431
="2026/04/02 15:50:43.154",190.407
="2026/04/02 15:50:43.174",190.394
="2026/04/02 15:50:43.194",190.397
="2026/04/02 15:50:43.214",190.353
="2026/04/02 15:50:43.234",190.344
="2026/04/02 15:50:43.254",190.331
="2026/04/02 15:50:43.274",190.337
="2026/04/02 15:50:43.294",190.338
="2026/04/02 15:50:43.314",190.343
="2026/04/02 15:50:43.334",190.344
="2026/04/02 15:50:43.354",190.318
="2026/04/02 15:50:43.374",190.301
="2026/04/02 15:50:43.394",190.295
="2026/04/02 15:50:43.414",190.306
="2026/04/02 15:50:43.434",190.299
="2026/04/02 15:50:43.454",190.293
="2026/04/02 15:50:43.474",190.289
="2026/04/02 15:50:43.494",190.293
="2026/04/02 15:50:43.514",190.291
="2026/04/02 15:50:43.534",190.289
="2026/04/02 15:50:43.554",190.295
="2026/04/02 15:50:43.574",190.288
="2026/04/02 15:50:43.594",190.284
="2026/04/02 15:50:43.614",190.292
="2026/04/02 15:50:43.634",190.284
="2026/04/02 15:50:43.654",190.269
="2026/04/02 15:50:43.674",190.278
="2026/04/02 15:50:43.694",190.282
="2026/04/02 15:50:43.714",190.237
="2026/04/02 15:50:43.734",190.261
="2026/04/02 15:50:43.754",190.265
="2026/04/02 15:50:43.774",190.266
="2026/04/02 15:50:43.794",190.261
="2026/04/02 15:50:43.814",190.27
="2026/04/02 15:50:43.834",190.277
="2026/04/02 15:50:43.854",190.267
="2026/04/02 15:50:43.874",190.258
="2026/04/02 15:50:43.894",190.255
="2026/04/02 15:50:44.512",190.275
="2026/04/02 15:50:44.532",190.283
="2026/04/02 15:50:44.552",190.278
="2026/04/02 15:50:44.572",190.274
="2026/04/02 15:50:44.592",190.276
="2026/04/02 15:50:44.612",190.267
="2026/04/02 15:50:44.632",190.256
="2026/04/02 15:50:44.652",190.278
="2026/04/02 15:50:44.672",190.269
="2026/04/02 15:50:44.692",190.259
="2026/04/02 15:50:44.712",190.264
="2026/04/02 15:50:44.732",190.282
="2026/04/02 15:50:44.752",190.285
="2026/04/02 15:50:44.772",190.276
="2026/04/02 15:50:44.792",190.237
="2026/04/02 15:50:44.812",190.285
="2026/04/02 15:50:44.832",190.29
="2026/04/02 15:50:44.852",190.277
="2026/04/02 15:50:44.872",190.27
="2026/04/02 15:50:44.892",190.269
="2026/04/02 15:50:44.912",190.29
="2026/04/02 15:50:44.932",190.254
="2026/04/02 15:50:44.952",190.253
="2026/04/02 15:50:44.972",190.276
="2026/04/02 15:50:44.992",190.275
="2026/04/02 15:50:45.012",190.283
="2026/04/02 15:50:45.032",190.277
="2026/04/02 15:50:45.052",190.248
="2026/04/02 15:50:45.072",190.277
="2026/04/02 15:50:45.092",190.275
="2026/04/02 15:50:45.112",190.26
="2026/04/02 15:50:45.132",190.268
="2026/04/02 15:50:45.152",190.246
="2026/04/02 15:50:45.172",190.256
="2026/04/02 15:50:45.192",190.236
="2026/04/02 15:50:45.212",190.269
="2026/04/02 15:50:45.232",190.275
="2026/04/02 15:50:45.252",190.278
="2026/04/02 15:50:45.272",190.268
="2026/04/02 15:50:45.292",190.267
="2026/04/02 15:50:45.312",190.276
="2026/04/02 15:50:45.332",190.277
="2026/04/02 15:50:45.352",190.261
="2026/04/02 15:50:45.372",190.253
="2026/04/02 15:50:45.392",190.272
="2026/04/02 15:50:45.412",190.268
="2026/04/02 15:50:45.432",190.255
="2026/04/02 15:50:45.452",190.252
="2026/04/02 15:50:45.472",190.268
="2026/04/02 15:50:45.492",190.269
="2026/04/02 15:50:46.111",190.263
="2026/04/02 15:50:46.131",190.264
="2026/04/02 15:50:46.151",190.234
="2026/04/02 15:50:46.171",190.277
="2026/04/02 15:50:46.191",190.266
="2026/04/02 15:50:46.211",190.273
="2026/04/02 15:50:46.231",190.285
="2026/04/02 15:50:46.251",190.275
="2026/04/02 15:50:46.271",190.278
="2026/04/02 15:50:46.291",190.256
="2026/04/02 15:50:46.311",190.239
="2026/04/02 15:50:46.331",190.279
="2026/04/02 15:50:46.351",190.278
="2026/04/02 15:50:46.371",190.239
="2026/04/02 15:50:46.391",190.279
="2026/04/02 15:50:46.411",190.275
="2026/04/02 15:50:46.431",190.247
="2026/04/02 15:50:46.451",190.286
="2026/04/02 15:50:46.471",190.266
="2026/04/02 15:50:46.491",190.269
="2026/04/02 15:50:46.511",190.26
="2026/04/02 15:50:46.531",190.254
="2026/04/02 15:50:46.551",190.267
="2026/04/02 15:50:46.571",190.26
="2026/04/02 15:50:46.591",190.287
="2026/04/02 15:50:46.611",190.28
="2026/04/02 15:50:46.631",190.278
="2026/04/02 15:50:46.651",190.285
="2026/04/02 15:50:46.671",190.274
="2026/04/02 15:50:46.691",190.27
="2026/04/02 15:50:46.711",190.279
="2026/04/02 15:50:46.731",190.291
="2026/04/02 15:50:46.751",190.278
="2026/04/02 15:50:46.771",190.278
="2026/04/02 15:50:46.791",190.275
="2026/04/02 15:50:46.811",190.246
="2026/04/02 15:50:46.831",190.286
="2026/04/02 15:50:46.851",190.279
="2026/04/02 15:50:46.871",190.274
="2026/04/02 15:50:46.891",190.281
="2026/04/02 15:50:46.911",190.275
="2026/04/02 15:50:46.931",190.28
="2026/04/02 15:50:46.951",190.287
="2026/04/02 15:50:46.971",190.274
="2026/04/02 15:50:46.991",190.267
="2026/04/02 15:50:47.011",190.278
="2026/04/02 15:50:47.031",190.251
="2026/04/02 15:50:47.051",190.247
="2026/04/02 15:50:47.071",190.278
="2026/04/02 15:50:47.091",190.262
="2026/04/02 15:50:47.710",190.274
="2026/04/02 15:50:47.730",190.287
="2026/04/02 15:50:47.750",190.283
="2026/04/02 15:50:47.770",190.279
="2026/04/02 15:50:47.790",190.275
="2026/04/02 15:50:47.810",190.272
="2026/04/02 15:50:47.830",190.288
="2026/04/02 15:50:47.850",190.239
="2026/04/02 15:50:47.870",190.259
="2026/04/02 15:50:47.890",190.264
="2026/04/02 15:50:47.910",190.274
="2026/04/02 15:50:47.930",190.24
="2026/04/02 15:50:47.950",190.251
="2026/04/02 15:50:47.970",190.277
="2026/04/02 15:50:47.990",190.265
="2026/04/02 15:50:48.010",190.27
="2026/04/02 15:50:48.030",190.284
="2026/04/02 15:50:48.050",190.288
="2026/04/02 15:50:48.070",190.281
="2026/04/02 15:50:48.090",190.276
="2026/04/02 15:50:48.110",190.264
="2026/04/02 15:50:48.130",190.265
="2026/04/02 15:50:48.150",190.288
="2026/04/02 15:50:48.170",190.257
="2026/04/02 15:50:48.190",190.274
="2026/04/02 15:50:48.210",190.255
="2026/04/02 15:50:48.230",190.262
="2026/04/02 15:50:48.250",190.242
="2026/04/02 15:50:48.270",190.293
="2026/04/02 15:50:48.290",190.285
="2026/04/02 15:50:48.310",190.263
="2026/04/02 15:50:48.330",190.25
="2026/04/02 15:50:48.350",190.281
="2026/04/02 15:50:48.370",190.259
="2026/04/02 15:50:48.390",190.285
="2026/04/02 15:50:48.410",190.254
="2026/04/02 15:50:48.430",190.264
="2026/04/02 15:50:48.450",190.285
="2026/04/02 15:50:48.470",190.287
="2026/04/02 15:50:48.490",190.269
="2026/04/02 15:50:48.510",190.274
="2026/04/02 15:50:48.530",190.282
="2026/04/02 15:50:48.550",190.278
="2026/04/02 15:50:48.570",190.272
="2026/04/02 15:50:48.590",190.286
="2026/04/02 15:50:48.610",190.28
="2026/04/02 15:50:48.630",190.266
="2026/04/02 15:50:48.650",190.272
="2026/04/02 15:50:48.670",190.291
="2026/04/02 15:50:48.690",190.284
="2026/04/02 15:50:49.308",190.272
="2026/04/02 15:50:49.328",190.267
="2026/04/02 15:50:49.348",190.277
="2026/04/02 15:50:49.368",190.287
="2026/04/02 15:50:49.388",190.29
="2026/04/02 15:50:49.408",190.279
="2026/04/02 15:50:49.428",190.267
="2026/04/02 15:50:49.448",190.267
="2026/04/02 15:50:49.468",190.284
="2026/04/02 15:50:49.488",190.282
="2026/04/02 15:50:49.508",190.276
="2026/04/02 15:50:49.528",190.267
="2026/04/02 15:50:49.548",190.272
="2026/04/02 15:50:49.568",190.279
="2026/04/02 15:50:49.588",190.281
="2026/04/02 15:50:49.608",190.276
="2026/04/02 15:50:49.628",190.272
="2026/04/02 15:50:49.648",190.272
="2026/04/02 15:50:49.668",190.273
="2026/04/02 15:50:49.688",190.279
="2026/04/02 15:50:49.708",190.276
="2026/04/02 15:50:49.728",190.269
="2026/04/02 15:50:49.748",190.27
="2026/04/02 15:50:49.768",190.281
="2026/04/02 15:50:49.788",190.282
="2026/04/02 15:50:49.808",190.273
="2026/04/02 15:50:49.828",190.268
="2026/04/02 15:50:49.848",190.269
="2026/04/02 15:50:49.868",190.276
="2026/04/02 15:50:49.888",190.279
="2026/04/02 15:50:49.908",190.278
="2026/04/02 15:50:49.928",190.271
="2026/04/02 15:50:49.948",190.263
="2026/04/02 15:50:49.968",190.268
="2026/04/02 15:50:49.988",190.282
="2026/04/02 15:50:50.008",190.278
="2026/04/02 15:50:50.028",190.266
="2026/04/02 15:50:50.048",190.267
="2026/04/02 15:50:50.068",190.268
="2026/04/02 15:50:50.088",190.269
="2026/04/02 15:50:50.108",190.267
="2026/04/02 15:50:50.128",190.272
="2026/04/02 15:50:50.148",190.265
="2026/04/02 15:50:50.168",190.269
="2026/04/02 15:50:50.188",190.273
="2026/04/02 15:50:50.208",190.275
="2026/04/02 15:50:50.228",190.27
="2026/04/02 15:50:50.248",190.271
="2026/04/02 15:50:50.268",190.272
="2026/04/02 15:50:50.288",190.278
="2026/04/02 15:50:50.922",190.277
="2026/04/02 15:50:50.942",190.276
="2026/04/02 15:50:50.962",190.267
="2026/04/02 15:50:50.982",190.231
="2026/04/02 15:50:51.002",190.153
="2026/04/02 15:50:51.022",190.14
="2026/04/02 15:50:51.042",190.211
="2026/04/02 15:50:51.062",190.198
="2026/04/02 15:50:51.082",190.186
="2026/04/02 15:50:51.102",190.146
="2026/04/02 15:50:51.122",190.088
="2026/04/02 15:50:51.142",190.098
="2026/04/02 15:50:51.162",190.088
="2026/04/02 15:50:51.182",190.034
="2026/04/02 15:50:51.202",190.113
="2026/04/02 15:50:51.222",190.092
="2026/04/02 15:50:51.242",190.084
="2026/04/02 15:50:51.262",190.14
="2026/04/02 15:50:51.282",190.101
="2026/04/02 15:50:51.302",190.015
="2026/04/02 15:50:51.322",190.081
="2026/04/02 15:50:51.342",190.121
="2026/04/02 15:50:51.362",190.122
="2026/04/02 15:50:51.382",190.129
="2026/04/02 15:50:51.402",190.147
="2026/04/02 15:50:51.422",190.234
="2026/04/02 15:50:51.442",190.275
="2026/04/02 15:50:51.462",190.247
="2026/04/02 15:50:51.482",190.245
="2026/04/02 15:50:51.502",190.251
="2026/04/02 15:50:51.522",190.304
="2026/04/02 15:50:51.542",190.357
="2026/04/02 15:50:51.562",190.402
="2026/04/02 15:50:51.582",190.365
="2026/04/02 15:50:51.602",190.384
="2026/04/02 15:50:51.622",190.448
="2026/04/02 15:50:51.642",190.483
="2026/04/02 15:50:51.662",190.489
="2026/04/02 15:50:51.682",190.541
="2026/04/02 15:50:51.702",190.593
="2026/04/02 15:50:51.722",190.597
="2026/04/02 15:50:51.742",190.627
="2026/04/02 15:50:51.762",190.672
="2026/04/02 15:50:51.782",190.689
="2026/04/02 15:50:51.802",190.676
="2026/04/02 15:50:51.822",190.742
="2026/04/02 15:50:51.842",190.822
="2026/04/02 15:50:51.862",190.728
="2026/04/02 15:50:51.882",190.707
="2026/04/02 15:50:51.902",190.812
="2026/04/02 15:50:52.584",190.929
="2026/04/02 15:50:52.604",190.988
="2026/04/02 15:50:52.624",190.95
="2026/04/02 15:50:52.644",190.888
="2026/04/02 15:50:52.664",190.767
="2026/04/02 15:50:52.684",190.77
="2026/04/02 15:50:52.704",190.859
="2026/04/02 15:50:52.724",191.004
="2026/04/02 15:50:52.744",191.104
="2026/04/02 15:50:52.764",191.064
="2026/04/02 15:50:52.784",190.979
="2026/04/02 15:50:52.804",190.993
="2026/04/02 15:50:52.824",190.913
="2026/04/02 15:50:52.844",190.764
="2026/04/02 15:50:52.864",190.767
="2026/04/02 15:50:52.884",190.678
="2026/04/02 15:50:52.904",190.61
="2026/04/02 15:50:52.924",190.613
="2026/04/02 15:50:52.944",190.532
="2026/04/02 15:50:52.964",190.497
="2026/04/02 15:50:52.984",190.462
="2026/04/02 15:50:53.004",190.286
="2026/04/02 15:50:53.024",190.187
="2026/04/02 15:50:53.044",190.263
="2026/04/02 15:50:53.064",190.247
="2026/04/02 15:50:53.084",190.245
="2026/04/02 15:50:53.104",190.225
="2026/04/02 15:50:53.124",190.238
="2026/04/02 15:50:53.144",190.24
="2026/04/02 15:50:53.164",190.221
="2026/04/02 15:50:53.184",190.292
="2026/04/02 15:50:53.204",190.543
="2026/04/02 15:50:53.224",190.74
="2026/04/02 15:50:53.244",190.877
="2026/04/02 15:50:53.264",191.019
="2026/04/02 15:50:53.284",191.026
="2026/04/02 15:50:53.304",191.026
="2026/04/02 15:50:53.324",191.249
="2026/04/02 15:50:53.344",191.431
="2026/04/02 15:50:53.364",191.567
="2026/04/02 15:50:53.384",191.531
="2026/04/02 15:50:53.404",191.493
="2026/04/02 15:50:53.424",191.493
="2026/04/02 15:50:53.444",191.535
="2026/04/02 15:50:53.464",191.609
="2026/04/02 15:50:53.484",191.616
="2026/04/02 15:50:53.504",191.501
="2026/04/02 15:50:53.524",191.418
="2026/04/02 15:50:53.544",191.136
="2026/04/02 15:50:53.564",191.075
="2026/04/02 15:50:54.183",191.062
="2026/04/02 15:50:54.203",191.132
="2026/04/02 15:50:54.223",191.133
="2026/04/02 15:50:54.243",191.038
="2026/04/02 15:50:54.263",190.914
="2026/04/02 15:50:54.283",190.741
="2026/04/02 15:50:54.303",190.623
="2026/04/02 15:50:54.323",190.559
="2026/04/02 15:50:54.343",190.44
="2026/04/02 15:50:54.363",190.369
="2026/04/02 15:50:54.383",190.337
="2026/04/02 15:50:54.403",190.31
="2026/04/02 15:50:54.423",190.303
="2026/04/02 15:50:54.443",190.308
="2026/04/02 15:50:54.463",190.317
="2026/04/02 15:50:54.483",190.3
