code,type,time,value1,value2,value3
v00029,vibr,1775479440.44,0.36989,0.55169,-1.6917
v00029,vibr,1775479440.46,-0.3334,-0.89137,0.03281
v00029,vibr,1775479440.48,-0.84467,-0.67265,3.30693
v00029,vibr,1775479440.5,-0.43481,-0.35138,1.11117
v00029,vibr,1775479440.52,2.00765,5.51552,8.97157
v00029,vibr,1775479440.54,4.45089,-4.98941,-0.08884
v00029,vibr,1775479440.56,0.40917,-1.77842,-9.48942
v00029,vibr,1775479440.58,-1.56762,3.5725,-4.71224
v00029,vibr,1775479440.6,-2.24337,0.42889,-1.34905
v00029,vibr,1775479440.62,-0.31178,-1.16713,4.77531
v00029,vibr,1775479440.64,1.20617,-2.4183,1.10002
v00029,vibr,1775479440.66,-0.89704,1.01832,-3.16258
v00029,vibr,1775479440.68,0.90233,1.94408,-1.2777
v00029,vibr,1775479440.7,1.00629,2.61306,0.5641
v00029,vibr,1775479440.72,-0.19721,-0.74947,-0.25448
v00029,vibr,1775479440.74,-1.01557,-0.95914,2.35053
v00029,vibr,1775479440.76,-1.91763,-1.76687,-1.47996
v00029,vibr,1775479440.78,-0.7549,2.17248,2.54855
v00029,vibr,1775479440.8,-0.57513,-0.58255,-0.84571
v00029,vibr,1775479440.82,1.16741,1.81452,-0.30432
v00029,vibr,1775479440.84,0.8319,1.39554,-2.767
v00029,vibr,1775479440.86,0.03494,-1.50331,-0.97115
v00029,vibr,1775479440.88,0.13097,0.20289,-0.94177
v00029,vibr,1775479440.9,0.6165,1.10872,2.42178
v00029,vibr,1775479440.92,0.16326,0.01796,0.79816
v00029,vibr,1775479440.94,-0.19983,0.19819,-0.78212
v00029,vibr,1775479440.96,-1.97602,2.98358,5.48541
v00029,vibr,1775479440.98,-0.52,0.27334,5.45443
v00013,vibr,1775479440.36,0.00393,-0.00762,0.00316
v00013,vibr,1775479440.38,0.00081,0.00476,-0.00409
v00013,vibr,1775479440.4,-0.00136,-0.00076,-0.00172
v00013,vibr,1775479440.42,0.00624,0.00203,-0.00288
v00013,vibr,1775479440.44,-0.00172,-0.00494,-0.00244
v00013,vibr,1775479440.46,0.00096,0.00265,-0.00481
v00013,vibr,1775479440.48,0.00003,0.00309,-0.0035
v00013,vibr,1775479440.5,0.00312,-0.00881,0.00244
v00013,vibr,1775479440.52,-0.00078,-0.00181,0.00126
v00013,vibr,1775479440.54,-0.00139,0.00339,0.00702
v00013,vibr,1775479440.56,0.00366,0.00583,-0.00848
v00013,vibr,1775479440.58,-0.00251,0.00118,-0.00392
v00013,vibr,1775479440.6,0.0048,-0.00664,0.00846
v00013,vibr,1775479440.62,-0.00024,0.00501,0.00294
v00013,vibr,1775479440.64,-0.00068,-0.0044,0.01095
v00013,vibr,1775479440.66,0.00061,0.01282,0.00042
v00013,vibr,1775479440.68,-0.0117,-0.01442,-0.00015
v00013,vibr,1775479440.7,0.00031,0.00873,0.00445
v00013,vibr,1775479440.72,0.00585,0.00019,-0.00074
v00013,vibr,1775479440.74,0.00161,0.00437,-0.00257
v00013,vibr,1775479440.76,-0.00696,-0.00385,0.00795
v00013,vibr,1775479440.78,0.00659,-0.00566,0.00095
v00013,vibr,1775479440.8,0.00116,-0.00186,-0.00162
v00013,vibr,1775479440.82,-0.00353,-0.00489,-0.01045
v00013,vibr,1775479440.84,0.00533,0.00085,-0.00172
v00013,vibr,1775479440.86,0.00487,0.00141,-0.0005
v00013,vibr,1775479440.88,0.00749,-0.0029,0.00876
v00013,vibr,1775479440.9,0.00544,-0.00198,-0.00072
v00013,vibr,1775479440.92,-0.0055,0.01597,0.00431
v00013,vibr,1775479440.94,-0.00305,-0.00363,-0.0022
v00013,vibr,1775479440.96,0.0048,0.00852,-0.00601
v00013,vibr,1775479440.98,-0.00675,-0.00985,0.01381
v00013,vibr,1775479441,-0.00238,-0.00215,0.00312
v00013,vibr,1775479441.02,0.0031,0.00356,0.00694
v00013,vibr,1775479441.04,-0.00354,0.00459,-0.00671
v00013,vibr,1775479441.06,0.00718,0.00033,-0.0019
v00013,vibr,1775479441.08,-0.00213,0.00547,-0.0027
v00013,vibr,1775479441.1,0.00197,-0.00375,0.00042
v00013,vibr,1775479441.12,0.00288,-0.00161,-0.003
v00013,vibr,1775479441.14,0.00479,0.00215,0.00269
v00013,vibr,1775479441.16,0.00718,0.00655,-0.00021
v00013,vibr,1775479441.18,0.00054,-0.00966,-0.00517
v00013,vibr,1775479441.2,-0.00374,-0.00298,-0.0044
v00013,vibr,1775479441.22,-0.00331,0.00791,0.00528
v00013,vibr,1775479441.24,0.00007,-0.00124,-0.00079
v00013,vibr,1775479441.26,-0.00173,0.00338,0.00232
v00013,vibr,1775479441.28,-0.0049,-0.00179,0.00476
v00013,vibr,1775479441.3,-0.00052,0.00365,-0.0007
v00013,vibr,1775479441.32,-0.00408,-0.00805,0.00461
v00013,vibr,1775479441.34,0.00228,0.00132,0.0039
s00018-1,sgd,1775479441,0,,
s00018-1,sgd,1775479441.02,0,,
s00018-1,sgd,1775479441.04,0,,
s00018-1,sgd,1775479441.06,0,,
s00018-1,sgd,1775479441.08,0,,
s00018-1,sgd,1775479441.1,0,,
s00018-1,sgd,1775479441.12,0,,
s00018-1,sgd,1775479441.14,0,,
s00018-1,sgd,1775479441.16,0,,
s00018-1,sgd,1775479441.18,0,,
s00018-1,sgd,1775479441.2,0,,
s00018-1,sgd,1775479441.22,0,,
s00018-1,sgd,1775479441.24,0,,
s00018-1,sgd,1775479441.26,0,,
s00018-1,sgd,1775479441.28,0,,
s00018-1,sgd,1775479441.3,0,,
s00018-1,sgd,1775479441.32,0,,
s00018-1,sgd,1775479441.34,0,,
s00018-1,sgd,1775479441.36,0,,
s00018-1,sgd,1775479441.38,0,,
s00018-1,sgd,1775479441.4,0,,
s00018-1,sgd,1775479441.42,0,,
s00018-1,sgd,1775479441.44,0,,
s00018-1,sgd,1775479441.46,0,,
s00018-1,sgd,1775479441.48,0,,
s00018-1,sgd,1775479441.5,0,,
s00018-1,sgd,1775479441.52,0,,
s00018-1,sgd,1775479441.54,0,,
s00018-1,sgd,1775479441.56,0,,
s00018-1,sgd,1775479441.58,0,,
s00018-1,sgd,1775479441.6,0,,
s00018-1,sgd,1775479441.62,0,,
s00018-1,sgd,1775479441.64,0,,
s00018-1,sgd,1775479441.66,0,,
s00018-1,sgd,1775479441.68,0,,
s00018-1,sgd,1775479441.7,0,,
s00018-1,sgd,1775479441.72,0,,
s00018-1,sgd,1775479441.74,0,,
s00018-1,sgd,1775479441.76,0,,
s00018-1,sgd,1775479441.78,0,,
s00018-1,sgd,1775479441.8,0,,
s00018-1,sgd,1775479441.82,0,,
s00018-1,sgd,1775479441.84,0,,
s00018-1,sgd,1775479441.86,0,,
s00018-1,sgd,1775479441.88,0,,
s00018-1,sgd,1775479441.9,0,,
s00018-1,sgd,1775479441.92,0,,
s00018-1,sgd,1775479441.94,0,,
s00018-1,sgd,1775479441.96,0,,
s00018-1,sgd,1775479441.98,0,,
s00018-2,sgd,1775479441,0,,
s00018-2,sgd,1775479441.02,0,,
s00018-2,sgd,1775479441.04,0,,
s00018-2,sgd,1775479441.06,0,,
s00018-2,sgd,1775479441.08,0,,
s00018-2,sgd,1775479441.1,0,,
s00018-2,sgd,1775479441.12,0,,
s00018-2,sgd,1775479441.14,0,,
s00018-2,sgd,1775479441.16,0,,
s00018-2,sgd,1775479441.18,0,,
s00018-2,sgd,1775479441.2,0,,
s00018-2,sgd,1775479441.22,0,,
s00018-2,sgd,1775479441.24,0,,
s00018-2,sgd,1775479441.26,0,,
s00018-2,sgd,1775479441.28,0,,
s00018-2,sgd,1775479441.3,0,,
s00018-2,sgd,1775479441.32,0,,
s00018-2,sgd,1775479441.34,0,,
s00018-2,sgd,1775479441.36,0,,
s00018-2,sgd,1775479441.38,0,,
s00018-2,sgd,1775479441.4,0,,
s00018-2,sgd,1775479441.42,0,,
s00018-2,sgd,1775479441.44,0,,
s00018-2,sgd,1775479441.46,0,,
s00018-2,sgd,1775479441.48,0,,
s00018-2,sgd,1775479441.5,0,,
s00018-2,sgd,1775479441.52,0,,
s00018-2,sgd,1775479441.54,0,,
s00018-2,sgd,1775479441.56,0,,
s00018-2,sgd,1775479441.58,0,,
s00018-2,sgd,1775479441.6,0,,
s00018-2,sgd,1775479441.62,0,,
s00018-2,sgd,1775479441.64,0,,
s00018-2,sgd,1775479441.66,0,,
s00018-2,sgd,1775479441.68,0,,
s00018-2,sgd,1775479441.7,0,,
s00018-2,sgd,1775479441.72,0,,
s00018-2,sgd,1775479441.74,0,,
s00018-2,sgd,1775479441.76,0,,
s00018-2,sgd,1775479441.78,0,,
s00018-2,sgd,1775479441.8,0,,
s00018-2,sgd,1775479441.82,0,,
s00018-2,sgd,1775479441.84,0,,
s00018-2,sgd,1775479441.86,0,,
s00018-2,sgd,1775479441.88,0,,
s00018-2,sgd,1775479441.9,0,,
s00018-2,sgd,1775479441.92,0,,
s00018-2,sgd,1775479441.94,0,,
s00018-2,sgd,1775479441.96,0,,
s00018-2,sgd,1775479441.98,0,,
s00018-3,sgd,1775479441,0,,
s00018-3,sgd,1775479441.02,0,,
s00018-3,sgd,1775479441.04,0,,
s00018-3,sgd,1775479441.06,0,,
s00018-3,sgd,1775479441.08,0,,
s00018-3,sgd,1775479441.1,0,,
s00018-3,sgd,1775479441.12,0,,
s00018-3,sgd,1775479441.14,0,,
s00018-3,sgd,1775479441.16,0,,
s00018-3,sgd,1775479441.18,0,,
s00018-3,sgd,1775479441.2,0,,
s00018-3,sgd,1775479441.22,0,,
s00018-3,sgd,1775479441.24,0,,
s00018-3,sgd,1775479441.26,0,,
s00018-3,sgd,1775479441.28,0,,
s00018-3,sgd,1775479441.3,0,,
s00018-3,sgd,1775479441.32,0,,
s00018-3,sgd,1775479441.34,0,,
s00018-3,sgd,1775479441.36,0,,
s00018-3,sgd,1775479441.38,0,,
s00018-3,sgd,1775479441.4,0,,
s00018-3,sgd,1775479441.42,0,,
s00018-3,sgd,1775479441.44,0,,
s00018-3,sgd,1775479441.46,0,,
s00018-3,sgd,1775479441.48,0,,
s00018-3,sgd,1775479441.5,0,,
s00018-3,sgd,1775479441.52,0,,
s00018-3,sgd,1775479441.54,0,,
s00018-3,sgd,1775479441.56,0,,
s00018-3,sgd,1775479441.58,0,,
s00018-3,sgd,1775479441.6,0,,
s00018-3,sgd,1775479441.62,0,,
s00018-3,sgd,1775479441.64,0,,
s00018-3,sgd,1775479441.66,0,,
s00018-3,sgd,1775479441.68,0,,
s00018-3,sgd,1775479441.7,0,,
s00018-3,sgd,1775479441.72,0,,
s00018-3,sgd,1775479441.74,0,,
s00018-3,sgd,1775479441.76,0,,
s00018-3,sgd,1775479441.78,0,,
s00018-3,sgd,1775479441.8,0,,
s00018-3,sgd,1775479441.82,0,,
s00018-3,sgd,1775479441.84,0,,
s00018-3,sgd,1775479441.86,0,,
s00018-3,sgd,1775479441.88,0,,
s00018-3,sgd,1775479441.9,0,,
s00018-3,sgd,1775479441.92,0,,
s00018-3,sgd,1775479441.94,0,,
s00018-3,sgd,1775479441.96,0,,
s00018-3,sgd,1775479441.98,0,,
s0011-1,sgd,1775479405,73.18319,,
s0011-1,sgd,1775479405,72.10945,,
s0011-1,sgd,1775479405,71.38863,,
s0011-1,sgd,1775479405,71.55848,,
s0011-1,sgd,1775479405,72.55113,,
s0011-1,sgd,1775479405,73.05836,,
s0011-1,sgd,1775479405,72.46516,,
s0011-1,sgd,1775479405,71.98727,,
s0011-1,sgd,1775479405,71.35754,,
s0011-1,sgd,1775479405,71.92437,,
s0011-1,sgd,1775479405,72.74572,,
s0011-1,sgd,1775479405,71.96968,,
s0011-1,sgd,1775479405,71.7426,,
s0011-1,sgd,1775479405,71.58659,,
s0011-1,sgd,1775479405,71.33788,,
s0011-1,sgd,1775479405,71.6748,,
s0011-1,sgd,1775479405,71.93916,,
s0011-1,sgd,1775479405,71.64098,,
s0011-1,sgd,1775479405,71.56096,,
s0011-1,sgd,1775479405,72.10695,,
s0011-1,sgd,1775479405,72.76353,,
s0011-1,sgd,1775479405,72.09828,,
s0011-1,sgd,1775479405,70.58894,,
s0011-1,sgd,1775479405,68.83834,,
s0011-1,sgd,1775479405,69.2114,,
s0011-1,sgd,1775479405,70.99683,,
s0011-1,sgd,1775479405,71.85748,,
s0011-1,sgd,1775479405,72.49745,,
s0011-1,sgd,1775479405,71.8469,,
s0011-1,sgd,1775479405,70.50549,,
s0011-1,sgd,1775479405,70.20635,,
s0011-1,sgd,1775479405,71.55318,,
s0011-1,sgd,1775479405,72.86779,,
s0011-1,sgd,1775479405,72.82191,,
s0011-1,sgd,1775479405,71.22574,,
s0011-1,sgd,1775479405,69.18116,,
s0011-1,sgd,1775479405,66.44643,,
s0011-1,sgd,1775479405,60.46278,,
s0011-1,sgd,1775479405,50.42171,,
s0011-1,sgd,1775479405,41.30713,,
s0011-1,sgd,1775479405,40.16846,,
s0011-1,sgd,1775479405,46.32782,,
s0011-1,sgd,1775479405,50.41426,,
s0011-1,sgd,1775479405,51.71581,,
s0011-1,sgd,1775479405,57.86827,,
s0011-1,sgd,1775479406,68.2078,,
s0011-1,sgd,1775479406,78.73495,,
s0011-1,sgd,1775479406,83.57708,,
s0011-1,sgd,1775479406,80.81937,,
s0011-1,sgd,1775479406,76.41353,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479405,0,,
s0011-2,sgd,1775479406,0,,
s0011-2,sgd,1775479406,0,,
s0011-2,sgd,1775479406,0,,
s0011-2,sgd,1775479406,0,,
s0011-2,sgd,1775479406,0,,
s0011-3,sgd,1775479405,202.65492,,
s0011-3,sgd,1775479405,191.43184,,
s0011-3,sgd,1775479405,191.34871,,
s0011-3,sgd,1775479405,198.64807,,
s0011-3,sgd,1775479405,205.14594,,
s0011-3,sgd,1775479405,205.22923,,
s0011-3,sgd,1775479405,193.3508,,
s0011-3,sgd,1775479405,189.01793,,
s0011-3,sgd,1775479405,194.85045,,
s0011-3,sgd,1775479405,204.80377,,
s0011-3,sgd,1775479405,210.07256,,
s0011-3,sgd,1775479405,199.60394,,
s0011-3,sgd,1775479405,188.90289,,
s0011-3,sgd,1775479405,189.00439,,
s0011-3,sgd,1775479405,198.87616,,
s0011-3,sgd,1775479405,209.1261,,
s0011-3,sgd,1775479405,205.40784,,
s0011-3,sgd,1775479405,193.63354,,
s0011-3,sgd,1775479405,188.85696,,
s0011-3,sgd,1775479405,195.08789,,
s0011-3,sgd,1775479405,205.44086,,
s0011-3,sgd,1775479405,207.21519,,
s0011-3,sgd,1775479405,196.45464,,
s0011-3,sgd,1775479405,189.1813,,
s0011-3,sgd,1775479405,191.90746,,
s0011-3,sgd,1775479405,199.39139,,
s0011-3,sgd,1775479405,206.97946,,
s0011-3,sgd,1775479405,201.03951,,
s0011-3,sgd,1775479405,192.54828,,
s0011-3,sgd,1775479405,192.12337,,
s0011-3,sgd,1775479405,197.26717,,
s0011-3,sgd,1775479405,206.66151,,
s0011-3,sgd,1775479405,204.41386,,
s0011-3,sgd,1775479405,194.86427,,
s0011-3,sgd,1775479405,190.72791,,
s0011-3,sgd,1775479405,195.45352,,
s0011-3,sgd,1775479405,204.06487,,
s0011-3,sgd,1775479405,200.90948,,
s0011-3,sgd,1775479405,187.40535,,
s0011-3,sgd,1775479405,178.35141,,
s0011-3,sgd,1775479405,177.59254,,
s0011-3,sgd,1775479405,179.26103,,
s0011-3,sgd,1775479405,176.76291,,
s0011-3,sgd,1775479405,179.06319,,
s0011-3,sgd,1775479405,202.62187,,
s0011-3,sgd,1775479406,222.60486,,
s0011-3,sgd,1775479406,210.76358,,
s0011-3,sgd,1775479406,188.58546,,
s0011-3,sgd,1775479406,186.77841,,
s0011-3,sgd,1775479406,207.13524,,
dist_01,input,1775479441.272,187.56,,
dist_01,input,1775479441.292,187.619,,
dist_01,input,1775479441.312,187.691,,
dist_01,input,1775479441.332,187.615,,
dist_01,input,1775479441.352,187.516,,
dist_01,input,1775479441.372,187.456,,
dist_01,input,1775479441.392,187.45,,
dist_01,input,1775479441.412,187.423,,
dist_01,input,1775479441.432,187.523,,
dist_01,input,1775479441.452,187.523,,
dist_01,input,1775479441.472,187.523,,
dist_01,input,1775479441.492,187.523,,
dist_01,input,1775479441.512,187.484,,
dist_01,input,1775479441.532,187.484,,
dist_01,input,1775479441.552,187.484,,
dist_01,input,1775479441.572,183.177,,
dist_01,input,1775479441.592,183.177,,
dist_01,input,1775479441.612,183.177,,
dist_01,input,1775479441.632,183.177,,
dist_01,input,1775479441.652,183.177,,
dist_01,input,1775479441.672,183.177,,
dist_01,input,1775479441.692,183.177,,
dist_01,input,1775479441.712,187.432,,
dist_01,input,1775479441.732,187.432,,
dist_01,input,1775479441.752,187.061,,
dist_01,input,1775479441.772,187.061,,
dist_01,input,1775479441.792,187.061,,
dist_01,input,1775479441.812,187.061,,
dist_01,input,1775479441.832,187.547,,
dist_01,input,1775479441.852,186.864,,
dist_01,input,1775479441.872,186.415,,
dist_01,input,1775479441.892,186.415,,
dist_01,input,1775479441.912,186.415,,
dist_01,input,1775479441.932,187.463,,
dist_01,input,1775479441.952,187.463,,
dist_01,input,1775479441.972,187.463,,
dist_01,input,1775479441.992,187.463,,
dist_01,input,1775479442.012,187.463,,
dist_01,input,1775479442.032,187.463,,
dist_01,input,1775479442.052,187.463,,
dist_01,input,1775479442.072,187.463,,
dist_01,input,1775479442.092,185.451,,
dist_01,input,1775479442.112,186.005,,
dist_01,input,1775479442.132,186.682,,
dist_01,input,1775479442.152,186.682,,
dist_01,input,1775479442.172,186.682,,
dist_01,input,1775479442.192,186.682,,
dist_01,input,1775479442.212,187.009,,
dist_01,input,1775479442.232,187.192,,
dist_01,input,1775479442.252,187.366,,
v00024,vibr,1775479440,0.02841,0.17862,-1.5038
v00024,vibr,1775479440.02,0.31786,0.23065,-0.0786
v00024,vibr,1775479440.04,0.09267,-0.10057,1.41237
v00024,vibr,1775479440.06,-0.14234,-0.70992,0.71909
v00024,vibr,1775479440.08,-0.00931,-0.41008,0.834
v00024,vibr,1775479440.1,0.16622,0.19729,0.11354
v00024,vibr,1775479440.12,-0.25916,0.2581,0.41712
v00024,vibr,1775479440.14,-0.231,0.24049,0.81802
v00024,vibr,1775479440.16,0.11354,-0.8214,0.65237
v00024,vibr,1775479440.18,0.31401,-0.39032,1.04722
v00024,vibr,1775479440.2,0.343,-0.6038,-0.72572
v00024,vibr,1775479440.22,-0.26823,-0.05464,-0.10187
v00024,vibr,1775479440.24,-0.48106,0.25495,-0.12582
v00024,vibr,1775479440.26,-0.15872,-0.03671,0.35036
v00024,vibr,1775479440.28,0.26084,0.08898,1.34024
v00024,vibr,1775479440.3,0.3453,-0.41248,1.03986
v00024,vibr,1775479440.32,0.39407,5.05925,4.81051
v00024,vibr,1775479440.34,-0.73439,-5.29593,-4.99861
v00024,vibr,1775479440.36,-0.98862,-4.75514,-1.09076
v00024,vibr,1775479440.38,-1.04879,3.3988,2.75605
v00024,vibr,1775479440.4,0.30249,0.54267,0.59922
v00024,vibr,1775479440.42,1.22239,0.44244,0.62035
v00024,vibr,1775479440.44,0.8348,-0.87617,-0.74645
v00024,vibr,1775479440.46,0.14178,-0.38493,1.76859
v00024,vibr,1775479440.48,-0.50403,-0.14949,2.9461
v00024,vibr,1775479440.5,-1.34008,-0.65723,1.5029
v00024,vibr,1775479440.52,-1.0124,-1.25922,1.78111
v00024,vibr,1775479440.54,0.04312,-0.30634,-0.33814
v00024,vibr,1775479440.56,1.54928,-0.76592,2.51875
v00024,vibr,1775479440.58,1.38917,-0.55259,-2.13669
v00024,vibr,1775479440.6,-0.22542,-1.69857,-1.36462
v00024,vibr,1775479440.62,-0.59196,-0.15568,1.23491
v00024,vibr,1775479440.64,-0.37307,1.35568,0.28984
v00024,vibr,1775479440.66,0.20503,-0.45228,-0.74867
v00024,vibr,1775479440.68,0.33339,1.44258,1.11818
v00024,vibr,1775479440.7,-0.43751,0.42865,1.50954
v00024,vibr,1775479440.72,-0.66296,-1.40647,-0.22632
v00024,vibr,1775479440.74,-0.46813,-0.20917,0.64671
v00024,vibr,1775479440.76,1.46662,3.19552,2.58525
v00024,vibr,1775479440.78,2.95604,-2.41032,-2.81215
v00024,vibr,1775479440.8,0.75259,-1.72872,-0.44317
v00024,vibr,1775479440.82,-2.13161,1.40462,0.61208
v00024,vibr,1775479440.84,-1.14585,1.6232,0.49774
v00024,vibr,1775479440.86,1.07261,-1.62457,-1.72001
v00024,vibr,1775479440.88,1.47249,-0.61321,1.45457
v00024,vibr,1775479440.9,0.36712,1.27558,1.94703
v00024,vibr,1775479440.92,-0.64869,0.32432,1.15432
v00024,vibr,1775479440.94,-1.04095,0.0171,-1.08844
v00024,vibr,1775479440.96,-0.63438,1.96334,-1.41943
v00024,vibr,1775479440.98,0.34209,1.54618,0.3199
v00028,vibr,1775479440.04,-0.00928,-0.00394,0.00071
v00028,vibr,1775479440.06,0.00759,0.00122,-0.00046
v00028,vibr,1775479440.08,0.01425,0.00538,0.0095
v00028,vibr,1775479440.1,-0.00587,-0.00815,-0.00386
v00028,vibr,1775479440.12,-0.01139,-0.00475,-0.00953
v00028,vibr,1775479440.14,0.00467,0.01115,-0.00217
v00028,vibr,1775479440.16,0.00555,0.01055,-0.00022
v00028,vibr,1775479440.18,0.0062,-0.01936,-0.00359
v00028,vibr,1775479440.2,-0.00341,-0.00141,0.00734
v00028,vibr,1775479440.22,-0.00559,0.01891,0.00663
v00028,vibr,1775479440.24,-0.01031,0.00588,0.00545
v00028,vibr,1775479440.26,-0.00596,-0.01111,-0.00022
v00028,vibr,1775479440.28,0.01635,-0.00094,0.00404
v00028,vibr,1775479440.3,0.01261,0.01955,0.00171
v00028,vibr,1775479440.32,-0.01255,-0.00396,0.00327
v00028,vibr,1775479440.34,-0.00854,-0.01582,-0.00255
v00028,vibr,1775479440.36,0.00791,-0.00089,0.00022
v00028,vibr,1775479440.38,0.01498,0.00883,-0.00273
v00028,vibr,1775479440.4,-0.00953,-0.01074,0.01328
v00028,vibr,1775479440.42,-0.00889,-0.00426,-0.00662
v00028,vibr,1775479440.44,0.00461,0.01115,-0.00585
v00028,vibr,1775479440.46,0.01323,0.00712,0.00412
v00028,vibr,1775479440.48,-0.00301,-0.01819,0.0023
v00028,vibr,1775479440.5,-0.00395,-0.00786,0.00634
v00028,vibr,1775479440.52,-0.01058,0.00745,-0.00006
v00028,vibr,1775479440.54,0.00119,0.00158,-0.01163
v00028,vibr,1775479440.56,0.00595,-0.00775,0.00107
v00028,vibr,1775479440.58,-0.00651,-0.00108,0.00329
v00028,vibr,1775479440.6,0.00026,0.00464,-0.00735
v00028,vibr,1775479440.62,0.00104,-0.00636,0.00174
v00028,vibr,1775479440.64,-0.00354,-0.01302,0.00033
v00028,vibr,1775479440.66,0.00373,-0.00463,0.01235
v00028,vibr,1775479440.68,0.01024,0.00701,-0.00466
v00028,vibr,1775479440.7,-0.00576,-0.00365,-0.00122
v00028,vibr,1775479440.72,0.00017,-0.00561,0.00825
v00028,vibr,1775479440.74,0.00715,-0.00431,0.00477
v00028,vibr,1775479440.76,0.00522,0.00514,-0.00368
v00028,vibr,1775479440.78,-0.00052,0.00072,-0.00493
v00028,vibr,1775479440.8,-0.00768,-0.01048,-0.00355
v00028,vibr,1775479440.82,-0.00758,0.0007,-0.00225
v00028,vibr,1775479440.84,0.00708,0.00359,0.00509
v00028,vibr,1775479440.86,0.00829,-0.00708,-0.00738
v00028,vibr,1775479440.88,-0.00168,-0.00558,0.0091
v00028,vibr,1775479440.9,-0.001,0.00296,0.00762
v00028,vibr,1775479440.92,-0.00193,0.00574,0.00449
v00028,vibr,1775479440.94,-0.00228,0.00198,0.00949
v00028,vibr,1775479440.96,-0.00015,0.0002,0.00806
v00028,vibr,1775479440.98,-0.00103,0.00394,0.00567
v00028,vibr,1775479441,-0.00137,0.00252,0.00704
v00028,vibr,1775479441.02,-0.00862,-0.00524,0.00149
v00033,vibr,1775479441.04,0.01626,-0.00777,-0.00497
v00033,vibr,1775479441.06,0.01361,0.01288,0.00064
v00033,vibr,1775479441.08,-0.01034,0.01025,0.00546
v00033,vibr,1775479441.1,-0.01464,-0.01641,0.00723
v00033,vibr,1775479441.12,0.00001,-0.00617,-0.00709
v00033,vibr,1775479441.14,0.0069,0.02538,0.00263
v00033,vibr,1775479441.16,-0.00387,-0.00259,0.00178
v00033,vibr,1775479441.18,0.00431,-0.01393,0.00029
v00033,vibr,1775479441.2,-0.00364,-0.00435,-0.00097
v00033,vibr,1775479441.22,-0.00236,0.00957,-0.00435
v00033,vibr,1775479441.24,0.0079,0.00814,-0.00352
v00033,vibr,1775479441.26,0.00945,-0.019,-0.0122
v00033,vibr,1775479441.28,-0.0015,-0.00434,-0.00114
v00033,vibr,1775479441.3,-0.00372,0.00994,0.00432
v00033,vibr,1775479441.32,0.00465,0.00694,0.01098
v00033,vibr,1775479441.34,0.00053,-0.01503,0.00523
v00033,vibr,1775479441.36,-0.0082,-0.00271,0.00311
v00033,vibr,1775479441.38,-0.00824,0.00518,0.00345
v00033,vibr,1775479441.4,0.00617,-0.00002,0.00671
v00033,vibr,1775479441.42,0.0015,-0.01013,0.00604
v00033,vibr,1775479441.44,-0.0065,0.00419,0.00077
v00033,vibr,1775479441.46,-0.00813,0.00246,0.00148
v00033,vibr,1775479441.48,0.00417,-0.00608,0.00221
v00033,vibr,1775479441.5,0.00255,-0.00521,-0.00392
v00033,vibr,1775479441.52,0.00628,0.00428,-0.00281
v00033,vibr,1775479441.54,-0.00608,-0.00231,-0.00113
v00033,vibr,1775479441.56,-0.00388,-0.00591,-0.01192
v00033,vibr,1775479441.58,-0.01087,-0.00713,0.00365
v00033,vibr,1775479441.6,-0.00611,0.00578,0.00299
v00033,vibr,1775479441.62,0.00149,0.00546,0.00242
v00033,vibr,1775479441.64,0.00449,-0.01007,-0.00032
v00033,vibr,1775479441.66,-0.00026,-0.00407,-0.00074
v00033,vibr,1775479441.68,-0.01014,-0.00072,-0.00277
v00033,vibr,1775479441.7,0.00194,0.0052,0.00422
v00033,vibr,1775479441.72,0.00377,-0.0055,-0.00453
