window_index,s_time,t_time,baseline_disp_abs,peak_rel_disp,peak_time,sensor_position_cm,slope_disp_vs_mass,pred_mass
1,1491.560578,1518.8575520000002,73.561251,2.563991999999999,1493.898575,68.0,-3.112942668518661,-0.8236553875308316
2,1541.43653,1562.6675100000002,74.301275,-4.748538000000011,1548.398523,68.0,-3.112942668518661,1.5254177495853694
3,1595.356479,1617.2614580000002,74.066261,-11.374718999999999,1601.758472,68.0,-3.112942668518661,3.654008509386658
