frame_id,dx_pixels,dy_pixels,time,sensor_dist_01.dist,sensor_s00017-2.chdata,sensor_s00017-3.chdata,sensor_s00018-1.chdata,sensor_s00018-2.chdata,sensor_s00018-3.chdata,sensor_s0011-1.chdata,sensor_s0011-2.chdata,sensor_s0011-3.chdata,sensor_s0017-1.chdata,sensor_s0017-2.chdata,sensor_s0017-3.chdata,sensor_v00013.AccX,sensor_v00013.AccY,sensor_v00013.AccZ,sensor_v00023.AccX,sensor_v00023.AccY,sensor_v00023.AccZ,sensor_v00024.AccX,sensor_v00024.AccY,sensor_v00024.AccZ,sensor_v00028.AccX,sensor_v00028.AccY,sensor_v00028.AccZ,sensor_v00029.AccX,sensor_v00029.AccY,sensor_v00029.AccZ,sensor_v00033.AccX,sensor_v00033.AccY,sensor_v00033.AccZ
11,0.5010207384993919,6.784444676336534,0.36666666666666664,187.635,130.72,253.97500066666666,0.0,0.0,0.0,79.60375933333334,0.0,200.903622,227.630228,130.72,253.97500066666666,-0.008466666666666674,0.0019066666666666676,-0.0031066666666666716,-0.004420000000000004,0.008093333333333348,-0.0001266666666666482,0.1415193333333334,0.0486560000000007,0.05371566666666827,0.010123333333333331,0.0014499999999999895,-0.011142333333333386,-0.43233966666666707,-0.30581033333333424,0.9453276666666675,-0.005670000000000002,-0.0013400000000000087,0.0007033333333333492
12,0.7161135317805929,7.966615440309852,0.4,187.649,130.819918,252.693758,0.0,0.0,0.0,79.623196,0.0,201.045442,228.250183,130.819918,252.693758,-0.00296,-0.00346,0.00054,0.0007399999999999998,-0.00672,0.004150000000000001,-0.17727400000000001,0.043737999999999944,-1.202566,-0.005810000000000001,0.00722,-0.0020589999999999983,0.47908500000000004,0.199143,-0.91664,0.0014199999999999994,0.0004999999999999996,0.006899999999999998
13,0.7161135317805929,7.966615440309852,0.43333333333333335,187.482001,130.61339966666668,252.832247,0.0,0.0,0.0,79.64263199999999,0.0,201.18726266666667,228.45966066666668,130.61339966666668,252.832247,-0.001673333333333346,-0.003356666666666657,-0.00392,-0.0025266666666666723,-0.006690000000000009,-0.011916666666666662,-0.17508833333333318,0.4505696666666667,-1.4962059999999995,0.004650000000000017,-0.008876666666666665,0.012452666666666713,-0.2221500000000004,-0.3162776666666665,0.629770666666668,0.0073833333333333286,0.00011000000000000419,-0.013880000000000014
14,0.7123417525880313,8.624631599398526,0.4666666666666667,187.44666666666666,130.72250766666667,251.726729,0.0,0.0,0.0,79.66206833333334,0.0,201.329083,228.162564,130.72250766666667,251.726729,-0.0010933333333333333,0.0008366666666666668,-0.010323333333333332,0.0011266666666666669,0.00045,-0.0028333333333333335,0.180483,0.15197633333333332,0.14897466666666667,0.006890333333333333,0.0011066666666666668,-0.013349,-0.4863553333333333,0.7152426666666667,0.7933573333333335,-0.0052899999999999996,0.00047666666666666674,0.007006
15,0.7123417525880313,8.624631599398526,0.5,186.906013,130.81491,254.003742,0.0,0.0,0.0,79.681505,0.0,201.470903,228.189898,130.81491,254.003742,0.00749,-0.0023500000000000014,-0.018290000000000004,-0.006339999999999998,0.012590000000000002,-0.00685,-0.002692,0.191849,-0.66987,-0.01612,-0.00862,0.02260899999999999,0.370894,-0.09884000000000004,-2.052722,0.00305,-0.00547,-0.01463
16,0.7574602578125678,8.459723729360348,0.5333333333333333,184.35459976332152,130.506602473107,253.65031658564595,0.0,0.0,0.0,79.70094138871944,0.0,201.6127258365418,228.23454163974864,130.506602473107,253.65031658564595,-0.004036820007667046,-0.0013368120072670263,0.011286890344517199,-0.004890209010450517,0.014117341033718336,0.00022934235045088402,0.025341165391602867,0.33091476177142193,-1.2346307352867638,0.007357345033918343,0.004333242995483109,-0.007426201693418007,0.3575333209660493,-0.3354478729769811,1.2314156094138013,0.0016164399886661055,0.002693416004133538,0.0031500070003500176
17,0.7574602578125678,8.459723729360348,0.5666666666666667,183.28035886596666,130.91648291763332,249.5812875839,0.0,0.0,0.0,79.72037791643332,0.0,201.7545472546,228.4710535565833,130.91648291763332,249.5812875839,0.0007164351666666768,0.0020473366666666367,0.0031042104499999904,0.0012494480000000245,0.0024634793333333264,-0.006293453833333329,-0.06056779985000033,0.041028414766665855,0.0859910569333302,-0.0016641074499999494,-0.012906483166666675,-0.00296153261666658,-0.5158133586000007,-0.6733310685666696,0.9244873132833384,-0.004376168166666689,0.00017997900000000098,-0.009153218333333338
18,0.7284862321989749,8.409593937213572,0.6,184.32703059965002,130.7990536245,253.1390981252,0.0,0.0,0.0,79.73981458304999,0.0,201.8963682546,228.50388434345,130.7990536245,253.1390981252,0.0038701340000000042,-0.004258584049999988,0.02057796509999997,-0.0007197584999999932,-0.0016201100000000032,0.004238850049999967,-0.12031252849999961,0.09300284279999939,0.125155103650001,-0.013229120049999975,0.010248643049999989,-0.008060014999999972,-0.13584487724999947,0.5337719563999994,-0.6141807645000006,-0.001749756999999993,0.006150279500000008,0.010328284099999979
19,0.7284862321989749,8.409593937213572,0.6333333333333333,185.23899266776667,130.53499692501666,255.66086645635,0.0,0.0,0.0,79.75925024976667,0.0,202.03818825460002,228.88804479945,130.53499692501666,255.66086645635,0.003816461666666668,0.0039599925000000005,-0.006200122716666663,0.00016303733333333618,0.005207343666666661,-0.01951305655,0.4102582517666665,-0.26771732015000005,0.039561098516667115,0.007023199049999998,-0.004930602999999995,-0.0027340778999999926,0.2777646711833333,0.13760585160000002,0.43767402604999917,0.004076739166666666,-5.355111666665788e-05,-0.0023162078833333347
20,0.7266867289142738,8.58295633487387,0.6666666666666666,185.239,130.79980156476668,254.09536148105002,0.0,0.0,0.0,79.77868691643333,0.0,202.18000825459998,227.59141532926668,130.79980156476668,254.09536148105002,0.007102530216666719,-0.0015829813333333494,-0.0092670812833333,-0.0017869136666666555,0.003812652833333364,0.004771508233333235,-0.10464549959999948,0.19036691754999982,-0.24767565761666585,0.004379503500000022,-0.001792752216666707,0.007239718883333316,0.060603830733334585,-0.36448479733333156,0.7743157776833348,-0.005882804333333358,0.0016166916666666654,0.009102076216666694
21,0.7266867289142738,8.58295633487387,0.7,189.00090275465,130.81522424365,251.0959153571,0.0,0.0,0.0,79.79812358305,0.0,202.32182825459998,227.3002521229,130.81522424365,251.0959153571,-0.003509565000000036,0.0035702929999999757,-0.00038086995000001067,0.003969294050000058,-0.006849855000000012,-0.008257782100000017,-0.3062231357500004,-0.42961415775000017,0.5372508463499978,-0.010419544500000037,0.009849239050000062,-0.009638730050000021,-0.03122222180000064,0.37062855204999723,-1.6459538021000013,0.0042994675000000435,-0.00439975800000002,0.010759909500000008
22,0.754773737288474,8.530184145556973,0.7333333333333333,188.85600099984998,130.59250092969998,250.68073314623334,0.0,0.0,0.0,79.81755924976666,0.0,202.4636482546,228.04754703181666,130.59250092969998,250.68073314623334,-0.0004037528333333297,0.0003293175000000058,0.00891383533333333,0.004797454233333326,0.0007636868333333307,-0.017053653116666657,0.07481027989999983,-0.017642200783333506,0.6124245399666669,0.003197004666666665,-0.00967665638333333,-0.004613361333333333,0.2172883043833333,0.20653937245000054,-0.7767746104500004,-0.0027030598333333353,-0.002320206999999999,0.0013627643333333373
23,0.754773737288474,8.530184145556973,0.7666666666666667,186.64705266271665,130.60566409483334,253.49538209896667,0.0,0.0,0.0,79.83699591643332,0.0,202.6054692546,227.95844436285,130.60566409483334,253.49538209896667,0.00284656716666666,0.006303065333333316,0.00021460156666672833,0.0013298664999999914,0.0043671322833333855,-4.467956666673323e-05,0.11734206803333212,0.09568498574999881,0.7048800319999954,-0.004060397500000026,0.003099162383333322,-0.01270608904999994,-0.28346379906666885,-0.4940485003166699,1.1941014269666712,-0.0026133968333333377,0.0032830863333333177,0.004903228833333327
24,0.7078196635983431,8.225218918187466,0.8,186.647,131.01318646754999,248.0716790586,0.0,0.0,0.0,79.85643258305,0.0,202.7472892546,230.4080359674,131.01318646754999,248.0716790586,-0.0010696719999999905,-0.00031026950000000777,-0.008038948549999998,0.0027298189999999944,0.0009518414000000242,0.01696724609999995,-0.42643917419999827,-0.19134867764999916,0.5393189471999993,-0.0025399069999999975,-0.0007502120000000061,0.0074694479999999844,-0.11869066779999968,-0.4357066770999989,0.1402377425999979,0.003910077500000003,0.0022202435000000073,-0.007639787499999994
25,0.7078196635983431,8.225218918187466,0.8333333333333334,187.8710477967,129.75246008283332,263.48485300056666,0.0,0.0,0.0,79.87586824976667,0.0,202.88910925460002,236.40539201896667,129.75246008283332,263.48485300056666,0.00031627866666667035,0.0005338008333333304,-0.0020096250000000027,0.0003167571666666659,0.013092648550000002,0.004103999183333318,0.9076379874666666,0.5017203315833333,1.207579357316666,0.002380229499999998,-0.002629823000000001,-0.0005497735000000014,0.4242063847166665,0.6883984910666665,-1.2389170563,-0.00115382933333333,0.0020029518333333374,-0.007736992666666664
26,0.7343061091705749,8.6172139955072,0.8666666666666667,188.483,126.33866263768333,296.0344448917667,0.0,0.0,0.0,79.89530491643333,0.0,203.03092925459998,236.95120438196665,126.33866263768333,296.0344448917667,0.0018397884999999863,0.0011801200000000078,-0.006904867433333236,-0.0023662296666666378,-0.0033856215499999754,-0.008166924666666749,-0.9009730526333389,-0.24606834833332558,0.650885242249993,-0.005886934283333372,0.000916933166666684,-0.0018003960000000257,0.1802530984666667,0.10117631889999804,-0.45829839063333205,0.0015402876166667077,-0.0037998124999999872,-0.002160048000000003
27,0.7343061091705749,8.6172139955072,0.9,187.05505824719998,126.39322768174999,291.36238104755,0.0,0.0,0.0,79.9147405831,0.0,203.17274925459998,233.66911773024998,126.39322768174999,291.36238104755,-0.0009496639999999904,0.001230487500000014,-0.012497825099999966,-0.009328588549999989,-0.007969589999999988,0.021267566599999985,-1.1114296303999989,0.024575437699999522,-2.2907196801500014,-0.005369474549999985,-0.011058574049999987,0.007768882049999997,0.0937871816499998,-0.03887661925000071,1.3963905468999993,-0.0015691850500000055,0.002339997,-0.00783932754999998
28,0.778991923784929,8.779221217207919,0.9333333333333333,187.45934178288334,128.28815743153334,275.1441400369,0.0,0.0,0.0,79.93417724976666,0.0,203.31456992131666,234.17200246118333,128.28815743153334,275.1441400369,0.0015363491666666694,0.008379805000000002,-0.00047386039999999276,0.00020009749999999908,0.008323273616666661,0.0032532990500000053,0.5114791629499995,-0.859492793133333,-2.0477669364166675,0.00589305655,-0.0014599190000000007,-0.00021042149999999683,0.30108477239999976,0.34863831903333276,-0.621278138549999,-0.003843226333333334,0.0005598710000000013,0.0016560368833333358
29,0.778991923784929,8.779221217207919,0.9666666666666667,187.589,130.43634436123332,267.20301542548333,0.0,0.0,0.0,79.95361391643333,0.0,203.4563902546,233.43472013035,130.43634436123332,267.20301542548333,-0.001043841949999992,-0.007867265783333327,0.003449135383333335,0.0006001739999999985,0.0007630927166666721,0.010581944600000009,0.8522091953666668,0.34099304296666666,0.1203000544500008,-0.0020897285000000022,-0.005566156166666671,0.003410368616666661,0.16949690190000027,0.4661448877666673,-1.269433647750001,-0.0005569481666666642,-0.00037948700000000474,-0.006795105933333342
30,0.7907275976717756,8.80727477295045,1.0,187.60957602875,131.96608714615,238.24476489095,0.0,0.0,0.0,79.973019843,0.0,203.59799241045,229.14012393724997,131.96608714615,238.24476489095,-0.005080023500000001,0.012637464149999984,-0.017977923099999966,0.007329493499999985,0.006398506549999986,-0.02274691964999994,0.26569112684999874,1.4272496967999975,-0.13238055345,0.008609705499999992,0.0014497869999999938,-0.01481762859999996,-0.4631319809500003,-0.6123273598999974,1.7531542759000078,-0.005429934999999998,-0.001660313000000009,0.018918811549999966
31,0.7907275976717756,8.80727477295045,1.0333333333333334,187.64386836213333,131.49527430788334,219.31417478885,0.0,0.0,0.0,79.38867424073334,0.0,199.31007710808333,222.9268344214333,131.49527430788334,219.31417478885,-0.0024697689999999676,0.002507043950000006,-0.00047396911666670915,5.3547333333363225e-05,0.003929888283333412,0.01489903643333329,-0.7543666971000015,0.7350555272000117,1.2047596082500138,0.0026066581666666657,-0.004150100500000014,0.004323045266666579,-0.3498310336999965,-0.13542101138334717,1.5409702236499427,-0.0050500690000000095,-0.006459890499999984,-0.01017673288333339
32,0.7880627119583323,8.887271148088075,1.0666666666666667,187.67816069546666,130.05736870413335,250.9456618453834,0.0,0.0,0.0,79.38558857406667,0.0,199.26923410803332,226.49942619965,130.05736870413335,250.9456618453834,0.00661359033333335,0.000376402549999961,0.01178253259999997,-0.0026128418333333015,-0.0002963301666666449,-0.007572628216666663,-0.11879393806666502,-0.7635852414333332,1.0635980242333285,0.002719729999999982,0.0036998694999999917,-0.004749664383333289,1.3016177639833284,0.38537570328333054,-3.617454768166679,-0.004763233333333327,0.006729169883333322,-0.005232600716666598
33,0.7880627119583323,8.887271148088075,1.1,187.7124529774,129.70228291335,268.33295112245,0.0,0.0,0.0,79.38250290745,0.0,199.22839077475,228.76351806355,129.70228291335,268.33295112245,0.0032093140499999044,-0.006400096500000014,0.017048477099999928,0.0010201295000000182,0.01326821459999989,-0.004448185099999747,0.8662888614999972,-0.4276674824999935,-2.2333054556499947,-0.0002097544999999657,-0.006568686549999956,-0.005268676049999955,-1.3197257386999992,0.4122481749499925,-0.8529730308999741,0.003159906999999987,-0.005248585549999942,0.010289849999999979
34,0.7827969450413548,8.880352348644465,1.1333333333333333,187.732,129.85039923785,261.06209337868336,0.0,0.0,0.0,79.37941724073333,0.0,199.1875484413667,227.44171627305,129.85039923785,261.06209337868336,0.003930749566666655,-0.0009234445500000046,0.011524036616666664,0.0012098200000000016,-0.009839554999999996,0.020635825816666675,0.23249633976666678,-0.3324872962166662,-2.5306669436333324,0.006773488833333332,0.0017601544999999988,0.00924326911666666,0.7939956262499992,0.2413409103999995,0.5223723908666682,-0.0026336283333333304,0.007400326999999997,-2.3215116666661616e-05
35,0.7827969450413548,8.880352348644465,1.1666666666666667,187.72397379625,130.4525988828,240.58430123731665,0.0,0.0,0.0,79.37633190745,0.0,199.14670510803333,225.73651242173335,130.4525988828,240.58430123731665,-0.0054558244333332995,0.010073323333333332,-0.005562279099999953,0.00025662866666666416,0.0005855915499999734,-0.0005539251999998641,-0.0009717306666648662,-0.8238571504999976,-1.7884092324666607,-0.008239012766666623,-0.0016736548333333547,0.0022599073833333054,1.0947016057166603,-0.28397009918333505,-2.2459346147833408,0.000583144833333321,0.000609650499999977,0.013815972549999998
36,0.787609167106325,8.846224593736906,1.2,187.24710007005,131.17772163505,244.81953033165,0.0,0.0,0.0,79.37324590745,0.0,199.10586177475,228.033156823,131.17772163505,244.81953033165,-0.009978675550000028,-0.0012389910500000007,-0.012779430499999965,0.007479316050000056,0.009748608550000032,0.0008518034000000162,0.1518608519500001,-0.02371969534999838,2.053196115899993,-0.0008297270000000225,-0.0023198170000000152,-0.002610177999999985,-1.2629250075499985,0.10882340995000514,-1.7809193790000126,0.005179452550000045,0.009178341100000055,-0.008348375100000052
37,0.787609167106325,8.846224593736906,1.2333333333333334,187.14999244518333,130.78132365063334,252.26263373885,0.0,0.0,0.0,79.37016024073333,0.0,199.06501944136667,228.37077341158334,130.78132365063334,252.26263373885,-0.00934977278333333,0.008760069783333328,-0.023703173549999998,-0.0008192632166666696,-0.006039930283333328,0.003466490949999996,-0.23962530406666643,-0.8237687931833331,3.66490821145,-0.0005570556666666636,-0.003400355499999997,-0.008336829166666665,-0.27793795708333424,-0.4927082381500003,2.488008409166666,-0.0038161868833333345,-0.004259686216666666,0.011242865333333331
38,0.7774757222902053,8.859366978379398,1.2666666666666666,187.38683630481665,130.43784445333333,250.26439170785,0.0,0.0,0.0,79.36707490745,0.0,199.02417610803332,228.18980058943333,130.43784445333333,250.26439170785,0.00689251421666669,0.0015138294500000268,0.012855022433333382,-0.0015299430000000089,0.00919574605000004,0.009213638333333286,-0.8075004432333406,-0.12926157218333045,0.6094574798833157,-0.002962921333333397,0.001713687833333278,0.002008786266666805,0.42715418646666814,-0.31514535319999265,0.505783670450024,-0.0040284532666668565,0.004685891933333403,-0.0073991098833333675
39,0.7774757222902053,8.859366978379398,1.3,187.5420003196,130.83246461635,256.3877648883,0.0,0.0,0.0,79.36398890745001,0.0,198.98333377470001,226.9011618737,130.83246461635,256.3877648883,0.0017202225000000312,0.004990007500000001,0.008650897950000125,0.006129720999999961,-0.0021491325499998788,-0.01908700514999986,0.09272007514999805,0.052175358899997255,2.2882586065499857,0.00746971249999996,0.007430256500000036,0.004938691049999957,-2.1363672225999935,-2.312614607599995,-2.258068124349982,-0.0029291100500000154,-0.0016299854999999978,-0.006320130500000018
40,0.8246325901354794,8.897201801017445,1.3333333333333333,187.62947008039998,130.3029208611,256.3026842864,0.0,0.0,0.0,79.36090324073334,0.0,198.9424904413667,226.52972749441665,130.3029208611,256.3026842864,0.007916797666666666,0.0037665636666666673,0.019256448600000003,-0.001370143999999999,0.00166598510000001,0.02135654094999999,0.0879501936166665,-0.46917797393333327,1.0042547780999995,-0.002446979166666664,0.010039811000000001,0.0032603374999999974,0.5780049054999992,-0.3574272874333342,-1.8405146418166656,-0.007983547333333332,0.0011668546666666652,-0.0006367113833333389
41,0.8246325901354794,8.897201801017445,1.3666666666666667,187.67,130.1660471951,255.20540688656666,0.0,0.0,0.0,79.35781790745,0.0,198.90164710803333,228.65715834661668,130.1660471951,255.20540688656666,0.00016060661666666265,-0.00228345495000003,-0.012435986550000066,0.002890064116666693,0.0011006847333334228,0.012559875766666546,0.4036407336833309,-0.39454805485000055,0.117013466516672,-0.004530019500000001,0.009253470333333342,-0.005719540000000036,0.6526385717833316,0.583944397933335,-2.105786982083316,-0.001563289216666642,0.002989644883333288,-0.006735554433333283
42,0.8262140205679316,8.92045727168454,1.4,187.66930049225,131.19611623005,243.50136374385002,0.0,0.0,0.0,79.35473190745,0.0,198.8608047747,228.1180952451,131.19611623005,243.50136374385002,-0.0026695670500000357,-0.003919997,0.021196407200000048,0.0059998210000000145,-0.0008294629999999618,-0.009689156050000071,-0.2606220911499971,-0.19275100404999843,-0.6980322514000018,0.0012300504999999957,2.1144449999988115e-05,0.004798296100000058,-0.8825382544500013,-0.3580158033499986,0.6959385769999978,-0.002890417449999966,0.0006303464999999715,-0.0007989945500000827
43,0.8262140205679316,8.92045727168454,1.4333333333333333,187.69965103765,131.22488765143333,243.06496795503332,0.0,0.0,0.0,79.35164624073333,0.0,198.81996144136667,227.04667594526668,131.22488765143333,243.06496795503332,-0.011950345349999985,0.0030598522833333278,-0.0011664546666666584,-0.0033130966166666624,-0.0045699194333333375,0.009416500383333332,-0.8861029440666667,0.25654519719999935,0.5049017613166662,-0.002726372449999997,-0.0006902699999999985,0.008773687183333321,-0.1702730326333336,0.3124681510666659,0.9404764784500002,-0.00021283976666667398,0.004213082333333335,0.007329434933333339
44,0.7990876224175736,8.898207084283513,1.4666666666666666,187.67429921028335,130.10718892875,257.9194205142833,0.0,0.0,0.0,79.34856090745,0.0,198.77911844141667,227.75089569758333,130.10718892875,257.9194205142833,0.007715451433333315,-0.0025071982833331976,0.00903986361666648,-0.0044230713333333746,0.004983567833333296,-0.0057123177166667205,0.34334409539999855,0.801357509116669,0.04854911746667617,-0.0020631407166667487,0.0011370006666666145,-0.0003493273833333343,0.9009781656166729,0.8399146624499965,-3.115236541449983,0.007626626050000059,0.0016135933333332928,0.00485967750000005
45,0.7990876224175736,8.898207084283513,1.5,187.5659999975,130.42783580935,258.18532153744997,0.0,0.0,0.0,79.34547490745,0.0,198.7382757747,228.58673149035,130.42783580935,258.18532153744997,0.009119574050000035,0.00783750915000004,0.016870583000000036,0.0037498015000000163,-0.012498740050000021,-0.0006292515500000616,1.019594487850002,0.284720086699997,-3.5096041035500107,0.007889621050000031,0.006429613050000032,-0.005140201499999983,-0.4792089895000017,-0.0034918417499955707,1.5613742880499915,-0.004299434050000046,0.006440043999999997,-0.0032102639999999783
46,0.7906850224653681,8.890934861599817,1.5333333333333334,187.56531661916665,131.03804305105,254.9999316319333,0.0,0.0,0.0,79.34238924073334,0.0,198.6974324413667,227.5396567361,131.03804305105,254.9999316319333,-0.0027999217166667025,-0.0003728795499999833,0.0016971541666665948,0.0007867421666666771,0.0003599077833334125,-0.007853997683333567,-0.2189502871166743,0.806291825183331,-2.3880265418333484,-0.007196229666666747,-0.004583245550000034,0.00622315440000016,0.44362886231667226,-0.08833394348332291,2.2937188425333193,0.005752905049999987,-0.0027134191166667716,-0.005989812499999974
47,0.7906850224653681,8.890934861599817,1.5666666666666667,187.56586550640864,131.05752985884294,245.34136621346067,0.0,0.0,0.0,79.33930387659383,0.0,198.6565890329183,226.9121536588496,131.05752985884294,245.34136621346067,0.0003164459889661087,0.0016798333750020688,-0.0060955967631714705,-0.0006403580179009053,-0.0005896859842992059,0.026155216844175568,-0.7088099606480315,0.25876391581245695,-1.6390775532609942,-0.0038231533743353684,0.0038290573862026353,-0.006143426054636097,0.7393481637248515,0.4300694714735754,-2.6842655376768874,0.0035900500025001264,0.009329944047202388,0.00496309142123774
48,0.773880512436449,8.91365324630874,1.6,187.6193504654,130.9558071742,246.5272683622,0.0,0.0,0.0,79.3362178149,0.0,198.6157455494,228.0390489466,130.9558071742,246.5272683622,0.0025792280999999777,-0.0010900440000000014,0.0184790141,0.001250448000000013,-0.0027494079999999827,0.006900758899999964,0.3962675854999993,-0.0330708320000021,-0.16577921089999886,0.007198811099999966,-0.0060483901999999826,0.018835202499999947,-0.8047473126000003,0.1628167528999996,-0.056234015799989046,-0.0023186430999999896,-0.0014586431000000186,-0.003897883199999968
49,0.773880512436449,8.91365324630874,1.6333333333333333,187.66453274656666,130.443686918,254.9823983267,0.0,0.0,0.0,79.33313214813333,0.0,198.57490221606665,227.97730800686668,130.443686918,254.9823983267,0.005501262466666593,0.005717086899999951,0.03174063446666658,0.0031162746666666846,0.007017243666666641,-0.013203487333333283,-0.249603420566664,0.20036489746666009,0.20910922276666682,-0.0067566434333333186,0.00628326833333329,-0.010327011433333259,-0.7666694915666677,-0.660493278966662,2.444088658700009,-0.0018171266666666458,0.0037247417999999206,0.007903095099999995
