best_time_shift_sec,scale,offset,corr_before_scale,corr_after_scale,rmse,mae,n_samples
0.9599999999999582,-3.6244101180249064,688.5238317528398,-0.6687654658424963,0.6687654658424964,4.847169493552596,3.4543136803676093,2375
