time,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:06:57.620",-0.22708,-0.17389,-0.10433,-0.25187,0.01118,0.00633,12.98415,-0.0924,0.09713,1.04389,-1.08549,-0.04625,0.01972,870.62408,-0.16716,0.08066,0.33546,-0.09993,-0.00659,-0.50058
="2026/04/02 17:06:57.640",-0.62464,-0.2615,0.94838,-0.05829,-0.01389,0.04609,12.43495,-0.33619,-0.10278,0.01774,-0.76998,-0.12399,0.1909,868.98444,0.40855,-0.0573,-0.05688,-0.10952,-0.30587,-0.59941
="2026/04/02 17:06:57.660",1.21411,-0.65412,1.5895,-0.28912,-0.00916,-0.02445,10.92403,-0.31607,0.00362,0.99569,-0.45984,0.12355,-0.26495,864.86053,0.21075,-0.10847,-0.9456,0.28697,-0.46627,-0.73293
="2026/04/02 17:06:57.680",-1.17045,-0.15958,0.84447,-0.44591,0.02978,0.04319,13.2569,-0.00395,-0.04092,0.72738,-1.31007,-0.12244,0.54074,861.45801,0.23691,-0.08711,0.55538,-0.05847,-0.17524,-1.11023
="2026/04/02 17:06:57.700",0.38535,-0.85379,2.29293,-0.44508,0.05235,0.02605,16.10652,-0.22985,-0.10777,-0.15487,-0.39605,0.1117,-0.41864,858.63672,0.59912,-0.03424,-1.00248,0.25401,-0.547,-1.04964
="2026/04/02 17:06:57.720",0.15538,-0.57587,1.47799,-0.53369,0.01278,-0.00173,19.98635,0.05563,0.20768,1.58436,-0.67373,0.02924,-0.16101,855.24921,0.2017,-0.05488,-0.13108,0.04474,-0.21146,-1.25519
="2026/04/02 17:06:57.740",-0.85652,-0.48516,1.42136,-0.56945,0.0473,0.10608,23.9829,0.42368,-0.09688,-0.52473,-0.68204,-0.0531,0.48801,855.52783,0.64354,-0.20167,0.10801,0.00886,-0.09759,-0.86862
="2026/04/02 17:06:57.760",1.33866,-0.7154,2.22791,-0.62214,0.0257,0.11469,25.81686,0.02687,0.13063,0.56807,-0.20219,0.17943,-0.38507,856.53223,0.6562,-0.09918,-1.48809,0.20395,-0.35263,-0.66204
="2026/04/02 17:06:57.780",-1.13548,0.30316,-0.52532,-0.66027,-0.02921,0.00659,29.32104,0.46516,0.01259,0.6184,-0.81581,-0.16381,0.3596,858.77435,-0.24267,-0.01208,0.97178,-0.26693,0.09392,-1.2465
="2026/04/02 17:06:57.800",0.65277,-0.36612,2.14362,-0.71589,0.07473,0.10068,30.3091,0.2258,-0.16428,-0.57991,-0.03186,0.01412,-0.09488,863.22491,0.76353,-0.06336,-0.97454,-0.06908,-0.49413,-0.45044
="2026/04/02 17:06:57.820",0.81991,-0.48954,1.19043,-0.50444,0.04035,0.07833,29.38711,0.31855,0.23632,0.91715,0.03978,0.14203,-0.37712,865.77826,0.10783,-0.01644,-0.25496,-0.21387,-0.00561,-0.56463
="2026/04/02 17:06:57.840",-1.32844,-0.15956,-0.5398,-0.36968,0.03574,0.08176,27.80473,0.41591,-0.14403,-0.44335,-0.0259,-0.08874,0.42576,869.11707,0.19215,-0.00947,0.49752,-0.3534,-0.02095,-0.55921
="2026/04/02 17:06:57.860",1.54514,-0.60335,1.93839,-0.50237,0.0276,0.06005,23.10957,0.22105,0.00134,-0.1443,0.48095,0.15049,-0.50658,870.7533,0.37723,-0.13877,-1.19596,-0.13996,-0.35951,0.23373
="2026/04/02 17:06:57.880",-0.69082,0.15076,-0.83832,-0.54619,-0.0406,0.03794,20.50405,0.51763,0.091,0.4112,0.22301,-0.05233,0.24124,870.70721,-0.36542,-0.05297,0.77799,-0.30741,0.2422,-0.13972
="2026/04/02 17:06:57.900",-0.08496,-0.38694,0.61202,-0.30268,0.08335,0.07459,16.72736,0.12763,-0.08885,-0.83819,0.80204,-0.00101,0.2345,870.24261,0.39902,-0.0714,-0.22714,-0.14694,-0.1,0.19732
="2026/04/02 17:06:57.920",1.01744,-0.20735,0.37885,-0.2737,0.05524,-0.00844,13.74129,0.12704,0.08292,0.21666,0.36817,0.22902,-0.02953,865.65131,-0.25728,0.08987,-0.04849,-0.04288,0.19279,-0.08392
="2026/04/02 17:06:57.940",-1.5724,0.61556,-1.23913,-0.05271,-0.04844,-0.03556,13.23528,0.19774,0.0545,-0.73069,0.25753,-0.15422,0.50783,861.11371,-0.01264,0.04342,0.81835,-0.16108,0.37061,0.53218
="2026/04/02 17:06:57.960",0.88839,-0.04682,0.62948,0.00147,0.09921,0.0044,10.92593,-0.18848,0.02412,-0.57632,1.40096,0.18954,-0.62406,856.37756,0.07995,0.08673,-0.78141,0.21613,0.09831,0.7244
="2026/04/02 17:06:57.980",-0.44846,0.61994,-1.54292,0.33657,-0.02406,-0.06254,12.3812,0.22122,0.01842,0.08016,0.24666,0.04395,0.06738,851.31195,-0.41254,-0.0972,0.81924,0.02717,0.54972,0.65084
="2026/04/02 17:06:58.000",-0.79439,0.64072,-0.79971,0.28132,0.02037,0.04047,15.81921,-0.03507,-0.04558,-1.14631,0.52765,0.03863,0.26256,848.83453,0.03661,-0.04886,0.2668,0.28031,0.42253,0.71545
="2026/04/02 17:06:58.020",0.97182,0.35634,-0.70584,0.29788,-0.0407,-0.03554,17.76248,0.01884,0.04187,-0.3194,0.76974,0.15811,-0.30797,846.03259,-0.3245,0.04651,-0.22533,0.31707,0.41416,0.77263
="2026/04/02 17:06:58.040",-1.28452,0.87915,-2.15337,0.38146,-0.02095,-0.13109,21.24834,0.33736,-0.03573,-0.52269,0.0285,-0.13118,0.65022,846.25043,-0.31553,0.20915,1.18842,-0.00459,0.50479,0.67969
="2026/04/02 17:06:58.060",0.66137,0.4644,-0.59112,0.51645,-0.01493,-0.04922,22.61101,-0.15002,-0.02085,-0.96745,0.62652,0.12986,-0.33956,849.23798,0.02752,0.11824,-0.68475,0.18148,0.29184,1.38884
="2026/04/02 17:06:58.080",0.05261,0.75963,-1.89141,0.54897,-0.04752,-0.12681,23.68997,0.15478,0.1096,0.26215,0.02127,0.15635,0.04035,851.60663,-0.70294,0.20657,0.91459,-0.01655,0.71431,0.61046
="2026/04/02 17:06:58.100",-1.10857,1.01698,-1.86073,0.59027,-0.04116,-0.07748,24.57607,0.06142,-0.22177,-1.2155,-0.05225,-0.04084,0.08636,856.27094,-0.19801,0.06298,0.44403,-0.13361,0.17119,1.03717
="2026/04/02 17:06:58.120",1.33936,0.0421,-0.31931,0.07402,-0.02343,-0.03715,22.10034,-0.16706,0.10497,-0.03894,0.35585,0.19171,-0.86912,859.68964,-0.126,-0.00746,-0.77818,0.09135,-0.02749,1.25385
="2026/04/02 17:06:58.140",-1.21775,0.61769,-2.57724,1.02,0.01815,-0.04762,21.31891,0.20017,-0.02698,-0.04031,-0.32012,-0.0763,0.08534,863.28162,-0.77759,0.06218,1.47418,-0.27872,0.56691,0.45393
="2026/04/02 17:06:58.160",0.27573,0.06358,-0.16455,0.35614,-0.05764,-0.03793,17.91832,-0.49378,-0.02861,-0.67779,-0.00029,0.05017,-0.31475,867.29425,0.30566,0.06498,-0.56684,-0.08147,-0.14008,0.40961
="2026/04/02 17:06:58.180",0.36325,0.32056,-1.36472,0.25269,-0.05858,-0.13292,14.43241,-0.20969,0.08543,0.74611,-0.32832,0.07711,-0.26432,867.88,-0.61553,0.09555,0.17023,-0.14156,0.29265,0.30938
="2026/04/02 17:06:58.200",-1.40878,0.41216,-1.04332,0.40419,-0.0468,-0.05944,12.8343,-0.27682,-0.04688,-0.38106,-0.53414,-0.12164,0.33665,867.98627,0.03629,0.08342,0.73631,-0.23243,0.12109,0.15841
="2026/04/02 17:06:58.220",1.20792,-0.35626,0.50767,0.20415,0.02103,-0.04367,10.16769,-0.63404,-0.05961,0.45899,-0.23782,0.15374,-0.4259,865.48047,0.31696,-0.07486,-0.97578,0.209,-0.36031,-0.37988
="2026/04/02 17:06:58.240",-1.01909,0.32452,-0.82391,0.13648,-0.0229,-0.08641,11.1499,-0.14958,0.16364,0.59348,-1.04644,-0.04701,0.20243,861.92847,-0.24509,-0.04721,0.82837,-0.16332,0.19068,-0.73936
="2026/04/02 17:06:58.260",-0.2836,-0.3418,1.09043,0.24164,-0.05841,0.05263,11.54601,-0.64641,-0.20779,-0.2124,-0.22858,-0.0299,-0.38143,860.08899,0.58783,-0.05902,-0.63866,0.2156,-0.26254,-0.37469
="2026/04/02 17:06:58.280",0.63894,-0.21536,0.93433,-0.60608,-0.02406,-0.01896,12.49185,-0.36182,0.10485,1.12132,-0.38472,0.07357,-0.48438,856.46234,0.00911,-0.07775,-0.45097,0.2406,-0.21969,-0.94772
="2026/04/02 17:06:58.300",-1.50301,-0.1706,0.52002,-0.11245,0.04004,0.00405,18.03064,-0.16616,-0.01419,0.34754,-1.15155,-0.17834,0.56188,854.77734,0.30903,0.0622,0.39168,-0.0999,-0.14908,-1.1451
="2026/04/02 17:06:58.320",0.91751,-0.77826,2.2406,-0.26525,-0.01208,0.06498,21.45407,-0.36564,-0.02429,0.57018,-0.24158,0.13097,-0.47137,854.64087,0.59425,-0.02894,-1.25854,0.33047,-0.51857,-0.80875
="2026/04/02 17:06:58.340",-0.55432,-0.39426,0.53418,-0.5584,-0.02786,-0.06366,25.19746,0.19214,0.05526,0.90485,-0.86496,-0.0913,-0.06132,855.43103,-0.04088,-0.08052,0.46231,-0.12796,-0.21307,-1.48825
="2026/04/02 17:06:58.360",-0.19,-0.46955,1.69107,-0.43452,0.05394,0.03658,27.92928,-0.08503,-0.11855,-0.12493,-0.48411,-0.05628,0.14184,859.58148,0.68894,-0.14315,-0.46786,0.03627,-0.60815,-1.07676
="2026/04/02 17:06:58.380",1.29801,-0.69498,1.76557,-0.55406,0.01148,0.08351,29.26574,-0.05265,0.11632,1.23655,-0.294,0.16719,-0.49182,862.76715,0.2015,-0.10522,-0.77676,0.05032,-0.44392,-1.10573
="2026/04/02 17:06:58.400",-0.81512,-0.32791,0.84223,-0.38946,0.04838,0.06284,30.55687,0.38761,-0.03199,0.03446,-0.83633,-0.13232,0.57188,866.64941,0.15225,-0.11369,0.6847,-0.31968,-0.16066,-1.12535
="2026/04/02 17:06:58.420",1.07364,-0.80783,1.6746,-0.61899,0.02021,0.07351,27.85773,-0.02468,0.04236,0.00129,-0.03601,0.08719,-0.28929,869.95569,0.88727,-0.08472,-1.48725,-0.0015,-0.6784,-0.56284
="2026/04/02 17:06:58.440",0.50172,-0.33147,-0.1261,-0.66326,0.00562,0.06127,25.37778,0.26854,-0.00503,1.18014,-0.35298,-0.09965,-0.08556,871.87268,-0.37428,-0.09127,0.27005,-0.26564,0.17098,-0.86185
="2026/04/02 17:06:58.460",0.00282,0.01549,0.65361,-0.28916,0.07387,0.06759,22.94291,0.2035,-0.06784,-0.53988,-0.08778,-0.05122,0.32523,874.51758,0.64117,-0.0751,-0.0001,-0.32717,-0.15827,-0.6594
="2026/04/02 17:06:58.480",1.99673,-0.51242,1.55593,-0.76015,0.02029,0.01841,18.4464,-0.10309,0.05115,0.66054,0.42921,0.15168,-0.19883,873.28052,0.20586,-0.00585,-1.03948,-0.03571,-0.30528,-0.34497
="2026/04/02 17:06:58.500",-1.03973,0.26543,-0.791,-0.64715,0.00098,0.03092,16.72231,0.42562,0.0043,0.04713,-0.06384,-0.15211,0.53622,870.40167,-0.16435,0.09131,0.80266,-0.32666,0.24519,-0.4608
="2026/04/02 17:06:58.520",0.96058,-0.50979,1.65105,-0.32092,0.06117,0.1394,14.18872,-0.02766,-0.11174,-0.76066,0.78192,-0.00917,-0.05263,867.07166,0.73225,0.03106,-1.07105,0.16742,-0.35693,-0.13372
="2026/04/02 17:06:58.540",0.28384,0.1508,-0.15667,-0.31369,0.04593,0.04633,13.44641,0.16385,0.20768,0.57311,0.76032,0.02074,-0.08676,861.60577,-0.14765,-0.08128,0.24689,-0.09644,0.10866,-0.42053
="2026/04/02 17:06:58.560",-0.98019,0.30279,-0.10817,-0.31565,0.01916,0.01065,14.85027,0.11151,-0.08027,-0.82329,0.62914,-0.13371,0.38491,857.50775,0.22189,-0.0595,0.49349,0.0044,0.11913,0.01453
="2026/04/02 17:06:58.580",1.16361,-0.17027,1.36854,-0.35343,-0.00139,0.02039,14.92961,0.01248,0.13984,-0.15167,1.13521,0.15798,-0.37068,852.5675,0.16411,-0.14936,-1.04231,0.37096,-0.07938,0.73075
="2026/04/02 17:06:58.600",-1.04941,0.32711,-1.4878,-0.15042,0.00789,-0.03857,18.51172,0.38303,-0.06272,0.00083,0.40043,-0.11894,0.43811,848.89069,-0.49958,0.03043,1.17146,0.04189,0.53102,0.05789
="2026/04/02 17:06:58.620",0.2055,0.05235,0.36549,0.14632,0.0271,0.01793,21.36733,0.04681,-0.09557,-0.91965,1.20253,0.05139,-0.09125,848.78961,0.33323,-0.01184,-0.53855,0.29892,0.07792,1.07354
="2026/04/02 17:06:58.640",0.59109,0.15255,-0.48459,0.15757,0.01615,-0.00266,23.20131,0.31155,0.0989,0.10024,0.82205,0.17519,-0.18917,848.62524,-0.45182,0.15525,0.06306,0.2187,0.40309,0.66801
="2026/04/02 17:06:58.660",-1.33638,0.65311,-1.72223,0.34853,-0.03703,-0.06695,25.82287,0.23504,-0.08895,-1.02362,0.46136,-0.16253,0.47759,851.63342,-0.17621,0.13155,0.96279,-0.14137,0.47302,0.85037
="2026/04/02 17:06:58.680",1.21829,0.33307,-0.49026,0.25392,-0.01724,-0.03786,25.1218,0.06954,0.0623,-0.60086,1.34077,0.16311,-0.64705,854.59503,-0.26747,0.04283,-0.69052,0.28379,0.14113,1.24744
="2026/04/02 17:06:58.700",-0.49673,0.86185,-2.22211,0.37431,-0.07725,-0.0478,24.8842,0.27155,0.05527,0.14241,0.40906,-0.01756,0.05125,857.54272,-0.62155,-0.03038,0.94114,-0.21578,0.55973,1.03347
="2026/04/02 17:06:58.720",-0.16594,0.49768,-1.37793,0.53887,-0.01023,-0.02982,22.56894,-0.07589,-0.16046,-1.4414,0.85448,-0.03754,-0.00423,862.18665,-0.13769,-0.04484,0.18823,-0.00898,0.2453,1.35433
="2026/04/02 17:06:58.740",0.87812,0.44558,-1.53315,0.52614,-0.08432,-0.11124,18.3025,-0.1288,0.13361,0.24056,0.87175,0.13858,-0.7187,863.8327,-0.65716,0.16682,-0.11506,0.0231,0.08606,0.78163
="2026/04/02 17:06:58.760",-1.19639,0.73298,-2.19685,0.49611,-0.06305,-0.13247,16.31025,0.02885,-0.10023,-0.60098,0.3245,-0.12829,0.12344,865.25922,-0.92331,0.15008,1.55792,-0.38558,0.3596,0.88654
="2026/04/02 17:06:58.780",1.26474,-0.18068,0.28693,0.5735,-0.04008,-0.05267,12.53369,-0.41307,0.047,-0.41742,0.87698,0.15486,-0.46796,865.42908,0.29292,0.12835,-0.9911,0.24699,-0.25371,1.21026
="2026/04/02 17:06:58.800",-0.67525,0.5284,-2.21766,0.83232,-0.02023,-0.10435,10.30117,-0.11,0.09254,0.41559,-0.02199,-0.00057,0.14319,863.26495,-0.92299,0.07964,1.04034,-0.0642,0.46987,0.45503
="2026/04/02 17:06:58.820",-0.77251,0.55516,-1.00317,0.63164,-0.03277,-0.01787,9.50161,-0.45459,-0.20358,-0.84144,0.1785,0.00717,0.32699,861.16504,0.03013,-0.05003,0.13533,0.128,0.07541,0.99977
="2026/04/02 17:06:58.840",1.11753,-0.02025,-0.03772,0.56431,-0.0205,-0.12024,8.54283,-0.41365,0.13191,0.50681,0.17243,0.19312,-0.2797,856.99548,-0.14435,-0.02621,-0.60936,0.4585,0.03009,0.4767
="2026/04/02 17:06:58.860",-1.45899,0.51735,-1.61192,0.32946,-0.02928,-0.0883,11.25239,-0.25047,-0.07287,0.07644,-0.6021,-0.112,0.29083,854.27936,-0.4635,0.05816,1.20306,0.12605,0.35137,0.27622
="2026/04/02 17:06:58.880",0.55869,-0.08592,1.03791,0.38478,-0.03489,-0.04317,12.86082,-0.61945,-0.01189,-0.2822,-0.21847,0.06133,-0.2553,853.50128,0.45683,0.09997,-1.05423,0.43229,-0.04776,0.3285
="2026/04/02 17:06:58.900",-0.13774,0.0649,-0.37282,0.18348,-0.04999,-0.09736,16.38467,-0.10143,0.05516,0.87811,-0.713,0.05152,-0.12377,851.84546,-0.22902,0.0476,0.04861,0.41003,0.17182,0.00418
="2026/04/02 17:06:58.920",-1.08922,0.15181,-0.02442,0.29168,0.00808,-0.03749,21.19473,-0.14454,0.03887,-0.1573,-0.24637,-0.24262,0.0815,853.29999,0.17379,-0.01769,0.30295,0.02469,-0.20615,-0.00393
="2026/04/02 17:06:58.940",1.36527,-0.7236,1.28724,-0.07436,-0.03281,0.00823,23.72246,-0.12742,-0.09813,0.69345,-0.20714,0.09115,-0.41425,855.29785,0.15181,-0.00391,-1.23561,0.40094,-0.33435,-0.1731
="2026/04/02 17:06:58.960",-1.03563,0.06639,-0.22172,-0.12453,-0.02588,-0.07056,26.90491,0.15134,0.03119,0.66706,-1.35969,-0.16862,0.46577,859.17047,-0.00762,-0.08025,0.90573,-0.08917,-0.0414,-1.09495
="2026/04/02 17:06:58.980",0.33015,-0.65306,1.49413,-0.04024,0.05198,-0.01356,27.33776,-0.29008,-0.05287,-0.12014,-0.35514,-0.01995,-0.21817,864.53937,0.52442,0.00788,-0.74002,0.04379,-0.62842,-0.82169
="2026/04/02 17:06:59.000",0.5662,-0.63642,1.14218,-0.42399,-0.0214,0.02876,26.41123,0.17541,0.09386,0.97669,-0.74079,-0.00665,-0.35974,868.12103,-0.05439,0.01213,-0.26592,-0.09641,-0.29495,-0.83246
="2026/04/02 17:06:59.020",-0.90195,-0.54072,0.68445,-0.40841,0.01256,0.04964,26.08354,0.02189,-0.07895,0.36265,-0.91655,-0.12821,0.44584,872.79913,0.40657,-0.02907,0.39219,-0.31327,-0.23011,-1.02461
="2026/04/02 17:06:59.040",1.41172,-1.03105,2.15275,-0.46524,0.04625,0.06487,22.17651,-0.14182,0.07455,0.56919,-0.13635,0.17669,-0.33954,874.48071,0.32341,-0.15135,-1.25942,0.00452,-0.54928,-0.64572
="2026/04/02 17:06:59.060",-0.55671,-0.51933,0.49698,-0.58595,0.01968,0.04922,19.8632,0.10665,0.00009,1.01344,-0.86881,-0.03848,0.26816,874.26337,-0.18199,-0.03477,0.63217,-0.31236,-0.26151,-1.24368
="2026/04/02 17:06:59.080",0.07507,-0.54354,1.59225,-0.63643,0.04887,0.1261,17.14685,-0.05293,-0.10385,-0.38916,-0.02909,-0.05133,-0.08076,874.02209,0.72171,-0.15698,-0.95532,-0.05924,-0.68822,-0.38081
="2026/04/02 17:06:59.100",1.20461,-1.07777,1.69399,-0.58963,0.05057,0.0777,14.6736,-0.15456,0.1935,1.2168,-0.16355,0.05784,-0.21507,870.46393,0.0474,-0.08393,-0.42477,0.04018,-0.15224,-1.04067
="2026/04/02 17:06:59.120",-1.17884,0.10145,-0.13752,-0.05798,0.01948,0.06333,15.27288,0.09625,-0.10548,-0.24153,-0.43232,-0.19796,0.72865,866.35248,0.29747,-0.10585,0.65647,-0.16039,0.03149,-0.73281
="2026/04/02 17:06:59.140",1.54437,-0.60761,2.83142,-0.91827,-0.02477,0.08495,14.52272,-0.19782,0.12004,0.14001,0.31394,0.13245,-0.33072,861.90619,0.60342,-0.07672,-1.3817,0.25975,-0.46306,-0.434
="2026/04/02 17:06:59.160",-0.32554,-0.20267,0.03931,-0.60999,-0.02338,0.08937,16.47837,0.35849,0.06709,0.7843,-0.09878,-0.03975,0.15613,857.33002,-0.23954,-0.0311,0.78742,-0.06893,0.02099,-1.10136
="2026/04/02 17:06:59.180",-0.17187,-0.35126,1.07461,-0.34526,0.10384,0.15105,19.05759,0.20028,-0.11297,-0.90762,0.42071,-0.02649,0.25233,854.37769,0.77747,-0.03014,-0.15411,0.07082,-0.16445,-0.40668
="2026/04/02 17:06:59.200",1.40864,-0.38876,1.34365,-0.35393,0.02304,0.03764,20.95503,0.23692,0.14973,0.39632,0.53297,0.13451,-0.23357,851.29559,0.02541,0.0232,-0.81237,0.2603,-0.06377,-0.32196
="2026/04/02 17:06:59.220",-1.07767,0.17678,-0.84334,-0.30764,0.0254,-0.02568,24.89173,0.47284,-0.0251,-0.27735,0.1859,-0.13102,0.50239,852.09015,0.00067,0.01001,1.16462,-0.176,0.26214,-0.34399
="2026/04/02 17:06:59.240",1.26268,-0.19278,1.02112,-0.26238,0.04734,0.09446,26.05171,0.13298,-0.11877,-0.68365,1.01158,0.03553,-0.27937,854.19324,0.24023,0.00945,-0.80856,0.27036,-0.24185,0.3026
="2026/04/02 17:06:59.260",0.29816,0.30732,-0.94625,-0.28072,-0.01519,0.01324,27.5096,0.57402,0.2352,0.15237,-0.00107,0.02214,0.30562,855.51135,-0.48883,-0.11384,0.63526,-0.21733,0.25725,0.41057
="2026/04/02 17:06:59.280",-0.53294,0.15139,-1.02849,0.00016,0.02625,0.0232,27.41127,0.4279,-0.11747,-1.17221,0.3216,-0.1264,0.48817,859.09845,0.1149,0.08175,0.50019,-0.12426,0.28251,0.31517
="2026/04/02 17:06:59.300",1.51312,0.05907,-0.42367,0.34052,-0.0538,-0.04213,24.26265,0.21254,-0.00519,-0.30602,1.05724,0.16641,-0.47708,860.95361,-0.35522,-0.05689,-0.57176,-0.01136,0.20685,1.10984
="2026/04/02 17:06:59.320",-0.76808,0.77144,-2.28204,0.16693,-0.03758,-0.01025,23.366,0.47585,0.07677,-0.47285,0.2497,-0.10691,0.38387,863.2182,-0.57054,0.093,1.11675,-0.31315,0.54784,1.08745
="2026/04/02 17:06:59.340",0.66304,0.22196,-0.80034,0.35248,0.03689,0.02726,19.20273,-0.12453,-0.08741,-0.99252,1.07952,0.07494,-0.1897,864.98456,-0.17408,0.1483,-0.28182,-0.03306,0.14053,1.40318
="2026/04/02 17:06:59.360",0.468,0.59616,-1.90959,0.31778,0.0094,-0.06395,14.84529,0.07375,0.15539,0.15342,0.61565,0.03097,-0.00397,863.73486,-0.67425,0.17351,0.40585,-0.06692,0.3204,1.15352
="2026/04/02 17:06:59.380",-1.05971,0.94119,-2.01386,0.56053,-0.09285,-0.04653,12.1442,-0.00097,-0.18974,-1.38803,0.39348,-0.18398,0.61022,863.28955,-0.23929,0.0742,0.8535,-0.1867,0.36119,1.08702
="2026/04/02 17:06:59.400",0.99685,0.45892,-0.93924,0.53409,-0.01728,-0.07033,8.84049,-0.38474,0.01483,-0.09575,1.15046,0.14851,-0.947,859.89368,-0.18064,0.03491,-0.73273,0.27654,0.07707,1.15964
="2026/04/02 17:06:59.420",-0.91708,0.79129,-2.08067,0.49871,-0.07528,-0.10102,9.11068,-0.01796,0.00459,0.02938,0.04502,-0.03547,0.46449,855.9765,-0.89927,-0.02141,1.67744,-0.17663,0.67723,0.35128
="2026/04/02 17:06:59.440",-0.38258,0.26314,-0.01881,0.49352,-0.01357,-0.00793,9.82694,-0.43671,-0.12788,-1.0133,0.28726,0.1363,0.11703,853.78912,0.41495,0.05908,-0.37646,0.19033,-0.202,1.00694
="2026/04/02 17:06:59.460",-0.02951,0.09637,-0.84382,0.08645,-0.04495,-0.0584,11.70645,-0.22302,0.17467,0.56025,0.15682,0.16689,-0.32796,849.79126,-0.54218,0.1283,-0.00774,0.28373,0.22895,0.51083
="2026/04/02 17:06:59.480",-1.80679,0.4213,-1.71153,0.82788,-0.05272,-0.03251,15.66427,0.03317,-0.06825,-0.6968,-0.40117,-0.1633,0.21254,848.16321,-0.32114,0.03055,1.18966,-0.05505,0.34607,0.35861
="2026/04/02 17:06:59.500",1.10564,-0.09636,0.8993,0.56703,0.04354,-0.03278,17.22715,-0.41262,-0.01783,-0.08708,0.13029,0.17725,-0.53598,848.48297,0.29128,-0.06504,-1.17456,0.36393,-0.34649,0.8344
="2026/04/02 17:06:59.520",-0.88603,0.52424,-1.25528,0.22767,-0.08422,-0.10183,21.06387,0.06382,0.1902,0.62573,-0.69281,-0.06597,-0.01254,849.99792,-0.76213,0.04359,1.18433,-0.11901,0.30617,-0.29858
="2026/04/02 17:06:59.540",-0.50558,-0.02684,-0.21048,0.65234,-0.01532,-0.06056,24.13173,-0.24183,-0.33147,-0.50256,-0.5098,-0.03896,-0.02974,854.59387,0.28126,0.00007,-0.05614,0.04243,-0.28881,0.24568
="2026/04/02 17:06:59.560",0.87229,-0.03922,0.32173,0.25743,-0.01348,-0.03291,24.78808,-0.2175,0.11991,0.85573,-0.50745,0.12616,-0.50333,858.79242,-0.1135,0.01322,-0.69515,0.27339,-0.12528,0.20407
="2026/04/02 17:06:59.580",-1.28484,0.24784,-1.10884,0.26579,-0.00755,-0.02009,26.11684,0.08641,-0.13306,0.02505,-1.06182,-0.13349,0.3102,864.13611,-0.31182,0.037,1.13663,-0.33423,0.13912,-0.47505
="2026/04/02 17:06:59.600",1.02139,-0.3211,1.37452,0.44848,0.0198,-0.01936,23.99341,-0.37592,0.13586,0.17557,-0.41677,0.11258,-0.39213,868.82208,0.37636,0.03794,-0.86024,-0.01292,-0.51565,-0.34014
="2026/04/02 17:06:59.620",-0.22699,-0.23906,-0.32204,-0.36247,0.05036,-0.00767,21.9236,0.049,0.09555,1.01876,-1.0921,-0.04777,-0.01626,871.78741,-0.33873,0.09387,0.38787,-0.25816,-0.06832,-0.45698
="2026/04/02 17:06:59.640",-0.53073,-0.33456,0.81745,-0.06087,-0.0261,0.03899,19.64358,-0.20232,-0.13302,-0.04844,-0.73963,-0.12609,0.13237,874.39764,0.39374,-0.0769,-0.07007,-0.25795,-0.36812,-0.37667
="2026/04/02 17:06:59.660",1.33041,-0.68457,1.42334,-0.3513,0.0456,-0.04117,15.9093,-0.22437,0.04719,0.97035,-0.46448,0.09414,-0.24508,873.29321,0.07319,-0.14708,-0.91292,0.0855,-0.48977,-0.65254
="2026/04/02 17:06:59.680",-1.00334,-0.23927,0.5029,-0.34507,0.03747,-0.01205,15.01387,0.00139,-0.04815,0.67059,-1.3056,-0.14487,0.66387,871.58282,0.11845,-0.10269,0.57215,-0.21239,-0.20946,-1.02741
="2026/04/02 17:06:59.700",0.49653,-0.83822,2.06965,-0.41456,0.07721,0.06206,12.54524,-0.31173,-0.11559,-0.13769,-0.33849,0.09967,-0.26863,868.47778,0.62099,-0.0081,-0.98566,0.08515,-0.58994,-0.91729
="2026/04/02 17:06:59.720",0.19709,-0.46695,1.2565,-0.4664,0.0133,0.0005,13.03167,-0.07531,0.20474,1.64672,-0.70101,0.04215,-0.10632,864.1261,0.12718,-0.06115,-0.07187,0.00755,-0.18439,-1.15116
="2026/04/02 17:06:59.740",-0.89773,-0.50505,1.51459,-0.50775,0.05998,0.08694,16.28831,0.25653,-0.11676,-0.44344,-0.75263,-0.06449,0.38213,861.31329,0.65533,-0.18489,0.04932,0.01929,-0.07226,-0.7818
="2026/04/02 17:06:59.760",1.24454,-0.77535,2.30883,-0.57916,0.0544,0.10956,17.72581,-0.13138,0.10254,0.64324,-0.17759,0.17032,-0.3925,857.21985,0.69232,-0.12884,-1.42107,0.28972,-0.34386,-0.71907
="2026/04/02 17:06:59.780",-1.2321,0.30329,-0.27469,-0.63702,-0.02216,0.02549,21.80852,0.39123,0.02122,0.69078,-0.84021,-0.15439,0.23859,855.16028,-0.22959,0.00484,0.96427,-0.11527,0.10733,-1.39221
="2026/04/02 17:06:59.800",0.55106,-0.47097,2.41894,-0.7344,0.05565,0.08907,24.86202,0.12643,-0.15047,-0.54593,-0.01267,0.01895,-0.09529,856.01483,0.91552,-0.05737,-0.95705,0.12445,-0.5162,-0.58743
