time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:58:28.360",0.01246,0.04113,0.33439,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.380",0.20045,-0.02796,0.38009,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.400",0.19489,0.0889,0.02799,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.420",0.09328,-0.06424,-0.16245,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.440",0.18015,-0.05452,-0.24469,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.460",-0.09587,0.10629,-0.36063,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.480",0.01691,-0.07485,-0.52549,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.500",-0.1179,-0.11048,-0.14311,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.520",-0.24221,0.17417,-0.20324,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.540",-0.17946,0.07224,-0.07103,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.560",-0.28932,0.02889,0.11765,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.580",-0.14927,0.02846,0.073,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.600",-0.07106,-0.04952,0.37878,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.620",-0.03903,0.00918,0.345,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.640",0.14031,-0.02905,0.21005,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.660",0.06735,-0.0986,0.23859,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.680",0.30321,0.03196,0.06708,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.700",0.25046,0.03465,-0.09392,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.720",0.17149,-0.02173,-0.26408,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.740",0.23294,0.00398,-0.46245,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.760",0.00818,0.01653,-0.53174,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.780",0.07612,0.03917,-0.49477,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.800",-0.14295,0.05212,-0.42909,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.820",-0.19035,0.05807,-0.17593,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.840",-0.13204,0.07714,-0.11012,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.860",-0.267,0.0015,0.04706,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.880",-0.1366,0.02652,0.08433,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.900",-0.07488,-0.02717,0.17833,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.920",-0.00601,-0.02947,0.22661,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.940",0.17218,0.029,0.23905,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.960",0.1222,-0.03385,0.20087,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:28.980",0.25198,0.02555,-0.02346,,,,,,,,,,,,,,,,,
="2026/04/02 15:58:29.000",0.26967,-0.0643,-0.08015,,,,,,,21.86715,857.17377,,,,,,,,,
="2026/04/02 15:58:29.020",0.17781,0.03162,-0.3335,,,,,,,24.19312,856.12097,,,,,,,,,
="2026/04/02 15:58:29.040",0.19669,0.04184,-0.35746,,,,,,,26.19061,856.72571,0.09234,-0.01548,-0.01982,0.31976,0.01834,-0.08576,,,
="2026/04/02 15:58:29.060",-0.02023,0.04683,-0.45339,,,,,,,27.75106,860.0564,-0.05295,0.01423,-0.14015,0.01,0.01063,-0.03157,,,
="2026/04/02 15:58:29.080",-0.07685,0.10595,-0.45469,,,,,,,27.17638,863.25635,0.12448,-0.08241,0.13639,-0.00307,-0.00957,-0.32387,,,
="2026/04/02 15:58:29.100",-0.1361,0.03779,-0.32147,,,,,,,25.98457,866.89307,-0.01269,0.03578,-0.14378,0.22021,0.01827,0.01547,,,
="2026/04/02 15:58:29.120",-0.26484,0.04341,-0.13204,,,,,,,23.34701,868.51752,0.08368,-0.0365,0.07875,-0.22989,0.03804,-0.16485,,,
="2026/04/02 15:58:29.140",-0.1961,0.03567,-0.05448,,,,,,,19.92664,871.08618,0.12164,-0.00464,-0.02361,0.05569,0.0282,-0.03374,,,
="2026/04/02 15:58:29.160",-0.27477,0.0407,0.14736,,,,,,,17.53332,873.53314,0.12087,0.01902,-0.07108,-0.19537,0.0286,0.03509,,,
="2026/04/02 15:58:29.180",-0.12577,0.0451,0.22862,,,,,,,14.87176,872.4314,0.23276,-0.079,0.13423,-0.11008,-0.01501,-0.03968,,,
="2026/04/02 15:58:29.200",-0.10123,-0.00841,0.28893,,,,,,,13.73177,870.71655,0.26862,0.01751,-0.04257,0.0236,-0.00951,0.08064,,,
="2026/04/02 15:58:29.220",-0.00045,0.03005,0.27895,,,,,,,12.67822,866.62427,0.28891,-0.06742,0.10281,-0.20485,-0.06251,0.02371,,,
="2026/04/02 15:58:29.240",0.14325,-0.10353,0.02818,,,,,,,13.19353,863.09192,0.38776,-0.0178,-0.03865,0.14294,0.00921,0.04074,,,
="2026/04/02 15:58:29.260",0.18474,-0.21347,0.15242,,,,,,,15.56723,859.81989,0.27152,0.00041,-0.10381,0.05843,0.01979,0.09957,,,
="2026/04/02 15:58:29.280",0.30834,-0.01086,-0.02921,,,,,,,17.35603,856.01135,0.53166,-0.04676,0.16962,0.093,0.03891,-0.10335,,,
="2026/04/02 15:58:29.300",0.24217,-0.0054,-0.19624,,,,,,,21.67341,854.66241,0.25765,0.03624,-0.15445,0.23226,-0.00515,0.06546,,,
="2026/04/02 15:58:29.320",0.20705,-0.05496,-0.26468,,,,,,,24.48642,854.35663,0.42089,-0.00364,0.07735,-0.09193,-0.07237,-0.05319,,,
="2026/04/02 15:58:29.340",0.15276,-0.00036,-0.29171,,,,,,,25.96704,856.94202,0.23176,0.03598,-0.0626,0.1701,0.0143,-0.08353,,,
="2026/04/02 15:58:29.360",0.01967,0.06184,-0.32437,0.34197,-0.01067,0.1791,0.50596,-0.04203,0.21247,27.09242,860.3595,0.28181,0.02259,-0.14231,-0.00808,0.03453,-0.09361,,,
="2026/04/02 15:58:29.380",-0.09346,0.11887,-0.31792,0.20624,0.00531,-0.13529,0.05504,-0.13232,0.56765,27.0504,862.65295,0.311,-0.00721,0.00723,0.11951,0.00654,-0.19329,,,
="2026/04/02 15:58:29.400",-0.14224,0.01989,-0.24357,0.11962,0.05742,-0.27845,0.89508,-0.07454,-0.18381,27.17576,866.55005,0.11555,0.03387,-0.18219,0.03252,0.03592,-0.06348,,,
="2026/04/02 15:58:29.420",-0.27801,-0.10529,-0.09275,0.43827,0.07267,-0.1438,-0.07168,-0.051,-0.25881,23.8315,869.99475,0.31434,-0.01635,0.06248,-0.19027,-0.01892,-0.08405,,,
="2026/04/02 15:58:29.440",-0.26362,0.0176,-0.00645,-0.18129,-0.00348,-0.1715,0.48308,0.13324,-0.32015,19.25947,873.62677,0.13759,-0.00783,-0.00666,0.05208,0.07976,-0.01827,,,
="2026/04/02 15:58:29.460",-0.25914,-0.01884,0.24636,0.16346,-0.02559,-0.15282,0.16689,0.07162,-0.60544,16.33233,874.43024,0.15075,-0.0077,-0.05354,-0.28784,0.06129,0.15509,,,
="2026/04/02 15:58:29.480",-0.14604,-0.05979,0.51167,-0.04155,0.15782,-0.29922,-0.31963,-0.07007,-0.35014,13.27493,872.49194,0.27242,-0.06836,0.04169,-0.16821,-0.00718,0.05957,,,
="2026/04/02 15:58:29.500",-0.10842,0.09218,0.52916,-0.35523,-0.01364,-0.18908,0.2042,0.43582,-0.60051,11.48627,870.61127,0.25034,0.04086,-0.11459,-0.03861,0.00988,0.14491,,,
="2026/04/02 15:58:29.520",-0.01786,0.09227,0.34849,0.01667,-0.01748,0.04635,-0.88658,0.00429,-0.08513,10.73527,865.82678,0.25605,0.0017,0.13031,-0.22409,-0.04617,0.11331,,,
="2026/04/02 15:58:29.540",0.16648,-0.1602,0.33413,-0.42048,0.06543,0.02805,-0.18111,-0.20775,0.10726,12.158,861.25397,0.08196,0.00018,-0.02004,0.04444,-0.07418,0.17479,,,
="2026/04/02 15:58:29.560",0.1725,-0.10509,0.28643,0.00864,-0.0821,0.2516,-0.1716,-0.0345,0.0738,15.21283,857.37885,0.25532,0.00932,-0.16538,-0.05908,0.05635,0.14275,,,
="2026/04/02 15:58:29.580",0.27633,0.01883,0.18695,-0.08327,-0.01794,0.23301,-0.4613,-0.13474,0.66562,18.15596,854.79034,0.29131,-0.03386,0.00131,0.03658,0.07311,0.06001,,,
="2026/04/02 15:58:29.600",0.24892,0.02754,0.01566,-0.12028,-0.02374,0.14763,0.3553,-0.00406,0.26909,22.7301,854.79791,0.14105,0.04503,-0.17086,0.15431,-0.01981,0.04449,,,
="2026/04/02 15:58:29.620",0.1709,0.01085,-0.09579,0.22299,-0.08842,0.27171,-0.45236,-0.04934,0.77654,25.9648,854.94568,0.26396,-0.04125,0.00903,0.02738,-0.07811,-0.03818,,,
="2026/04/02 15:58:29.640",0.13433,0.02984,-0.18835,-0.09783,0.02776,0.09611,0.23376,-0.13144,0.3448,27.95298,857.41895,0.24623,-0.00817,-0.02397,0.15995,-0.03971,-0.00328,,,
="2026/04/02 15:58:29.660",-0.03648,0.04481,-0.20943,0.25328,-0.02572,-0.04664,0.27591,0.05352,0.35908,29.14371,861.09387,0.17404,0.04468,-0.03419,-0.09553,0.00177,0.00078,,,
="2026/04/02 15:58:29.680",-0.11216,0.05113,-0.1609,0.02618,-0.02643,-0.11008,-0.2256,-0.0026,0.25935,27.39078,864.83923,0.17731,0.02237,0.04366,0.0659,0.05002,-0.15435,,,
="2026/04/02 15:58:29.700",-0.19958,-0.05333,-0.07882,-0.0252,0.05145,-0.25255,0.48678,-0.07018,-0.36703,26.12489,869.78595,0.00339,0.0256,-0.1644,-0.09615,0.03149,0.00893,,,
="2026/04/02 15:58:29.720",-0.25477,-0.02556,-0.035,0.20399,0.00823,-0.21738,-0.27415,-0.03728,-0.07963,23.41695,872.78784,0.24208,0.00844,0.05639,-0.1369,0.02839,-0.02893,,,
="2026/04/02 15:58:29.740",-0.28207,-0.08115,0.13213,-0.23028,0.05415,-0.2592,0.11829,0.1064,-0.63356,19.90078,875.56128,0.07592,0.00949,-0.0899,0.02444,0.04325,-0.00395,,,
="2026/04/02 15:58:29.760",-0.25229,-0.02577,0.27815,0.04343,-0.00723,-0.27474,-0.07471,0.08555,-0.44874,16.52316,875.56219,0.19616,0.02225,0.02321,-0.23431,0.02612,0.03161,,,
="2026/04/02 15:58:29.780",-0.1052,-0.03008,0.4206,-0.17842,0.03998,-0.20557,-0.58477,-0.00074,-0.4,12.85809,872.11328,0.11389,-0.04643,0.09931,-0.02048,-0.02456,0.02498,,,
="2026/04/02 15:58:29.800",-0.0464,-0.09753,0.48712,-0.27306,0.00028,-0.14966,-0.12527,0.10394,-0.64346,11.86168,869.46741,0.11206,-0.0189,0.02322,-0.19851,-0.01707,0.22712,,,
="2026/04/02 15:58:29.820",0.08503,0.06121,0.27112,-0.03125,-0.00152,-0.01378,-0.77999,-0.03316,-0.02085,11.30562,864.93335,0.14478,-0.04928,0.08084,-0.20235,-0.03185,0.17353,,,
="2026/04/02 15:58:29.840",0.13059,0.0277,0.41233,-0.38478,-0.03034,0.06911,-0.33785,-0.03124,-0.13927,12.93,860.72058,0.05023,0.02179,-0.02058,0.14512,-0.07124,0.02071,,,
="2026/04/02 15:58:29.860",0.22312,0.02191,0.27254,0.00758,-0.04019,0.1512,-0.3392,-0.05999,0.22296,16.50183,857.33386,0.07138,0.05585,0.01689,-0.2437,-0.05787,0.25519,,,
="2026/04/02 15:58:29.880",0.23957,0.07333,0.07027,-0.12098,-0.04963,0.1737,-0.51035,-0.07904,0.46721,19.12535,854.98431,-0.034,0.02897,-0.00846,0.24633,-0.01863,-0.0819,,,
="2026/04/02 15:58:29.900",0.21289,-0.09267,-0.00228,-0.0918,-0.04161,0.13575,0.14104,-0.00777,0.18149,23.14564,854.48865,-0.22769,0.02334,-0.04476,-0.07128,0.02867,0.13355,,,
="2026/04/02 15:58:29.920",0.13803,0.02337,-0.15902,0.21008,-0.00471,0.11287,-0.26941,-0.11005,0.65481,26.69343,853.85535,0.00932,-0.02388,-0.00378,0.02407,0.0394,0.04715,,,
="2026/04/02 15:58:29.940",0.06922,-0.05151,-0.21396,-0.06223,-0.04449,-0.00722,0.27817,-0.00901,0.23483,29.48278,856.93683,-0.26622,0.04266,-0.05068,0.25119,0.03987,-0.19047,,,
="2026/04/02 15:58:29.960",-0.02885,-0.00243,-0.31485,0.29116,0.01543,-0.05107,0.21561,-0.06584,0.22356,30.57026,862.06476,-0.27834,0.07394,0.05605,-0.24453,0.00528,0.09432,,,
="2026/04/02 15:58:29.980",-0.20856,0.03635,-0.25971,0.06785,0.01464,-0.08675,0.09626,-0.08174,0.16972,28.88189,866.68542,-0.4408,-0.01417,0.0852,0.14852,-0.00896,-0.14537,,,
="2026/04/02 15:58:30.000",-0.24503,-0.0803,-0.0792,0.14001,0.02136,-0.33691,0.61165,-0.01586,-0.35373,26.78864,871.66718,-0.37061,0.03712,0.0058,-0.11118,0.01989,-0.08537,,,
="2026/04/02 15:58:30.020",-0.26303,0.05811,-0.13562,0.18175,0.02747,-0.2102,-0.08917,0.03544,-0.22794,23.06918,874.48248,-0.24753,0.02715,-0.02792,-0.11115,0.02859,0.01546,,,
="2026/04/02 15:58:30.040",-0.28204,-0.05176,0.08739,-0.14384,0.03444,-0.26709,0.19557,0.06853,-0.63387,19.40655,876.34808,-0.33355,0.04081,0.04732,0.04296,-0.00923,-0.15047,-0.06307,0.01631,0.0122
="2026/04/02 15:58:30.060",-0.24403,0.02802,0.22741,0.063,-0.01487,-0.27002,-0.08275,-0.02597,-0.30625,15.65995,875.72363,-0.23999,0.0276,0.04978,-0.24669,-0.00668,0.17165,-0.06346,-0.05507,0.00018
="2026/04/02 15:58:30.080",-0.18368,0.12958,0.36157,-0.23272,0.04689,-0.09407,-0.49626,0.02031,-0.48197,12.0182,873.12433,-0.23176,-0.02642,0.0513,0.1108,-0.07014,-0.01881,0.0028,0.03005,-0.04554
="2026/04/02 15:58:30.100",-0.04493,0.01503,0.33674,-0.17237,0.00714,-0.16446,-0.18778,-0.00558,-0.4867,11.12615,870.31348,-0.22363,-0.03147,0.01219,-0.25359,-0.03174,0.03266,0.15571,-0.041,-0.02207
="2026/04/02 15:58:30.120",0.08569,0.02475,0.23012,-0.11524,0.02325,0.06562,-0.66942,-0.02806,0.02817,11.1763,865.29315,-0.08251,-0.04852,-0.00117,0.04076,-0.05832,0.23969,-0.04919,-0.02322,-0.03339
="2026/04/02 15:58:30.140",0.12991,-0.05834,0.25452,-0.28112,-0.0193,0.08468,-0.3621,0.02093,-0.2085,12.054,860.93994,-0.0965,-0.05178,-0.0337,0.13418,-0.02454,-0.08635,0.10672,0.03012,0.0071
="2026/04/02 15:58:30.160",0.33584,-0.0893,-0.16537,-0.01773,-0.03653,0.15478,-0.29911,-0.12031,0.40764,15.5791,856.85785,-0.10292,-0.03905,-0.00044,-0.07793,0.04786,0.17127,0.07776,-0.05864,0.01429
="2026/04/02 15:58:30.180",0.19525,-0.12908,0.0631,-0.1583,-0.0038,0.29758,-0.39999,-0.08433,0.38279,19.9162,854.05896,-0.20885,0.01867,0.04393,0.23668,0.02216,0.00528,-0.14418,0.02688,-0.02974
="2026/04/02 15:58:30.200",0.29558,-0.02333,-0.17675,-0.05112,-0.07551,0.12937,0.13043,-0.10098,0.47377,24.61148,853.88763,-0.11999,0.03532,-0.00558,-0.09709,0.07671,-0.11798,0.05852,0.01693,0.01368
="2026/04/02 15:58:30.220",0.19318,0.13933,-0.38142,0.06643,-0.02609,0.19344,-0.13681,-0.13831,0.65281,28.20381,855.06812,-0.14877,0.02013,0.05775,0.20001,-0.00668,0.08394,-0.0115,-0.00386,0.02753
="2026/04/02 15:58:30.240",0.05512,-0.04008,-0.17892,0.01091,0.02722,0.04564,0.26473,-0.06132,0.01232,30.7769,859.01849,-0.29451,0.02926,-0.02258,0.16425,-0.09789,-0.22605,0.05482,-0.00232,0.0141
="2026/04/02 15:58:30.260",-0.01522,0.09364,-0.37044,0.24032,-0.00197,-0.06817,0.38017,0.13532,0.21794,31.45449,864.19244,-0.17357,-0.02105,-0.01713,-0.1309,0.00655,0.06743,0.08695,0.00542,0.03439
="2026/04/02 15:58:30.280",-0.19714,0.05435,-0.21139,0.04242,0.00135,-0.04162,0.29792,0.14567,-0.04531,30.12436,868.88715,-0.38293,-0.01566,0.07113,0.1955,0.00867,-0.12213,-0.03196,-0.03368,0.0498
="2026/04/02 15:58:30.300",-0.26372,0.06312,-0.16091,0.16316,0.05096,-0.2756,0.53119,-0.03249,-0.24036,27.74157,872.99847,-0.21202,-0.0207,-0.02941,-0.1516,0.01859,-0.20632,0.16289,-0.00975,-0.00231
="2026/04/02 15:58:30.320",-0.25799,0.0528,-0.23032,0.12635,0.11428,-0.16107,0.16829,0.02488,-0.33162,23.13019,875.22382,-0.21897,-0.00993,0.06191,-0.02057,0.02473,0.03254,0.09556,-0.0235,0.00285
="2026/04/02 15:58:30.340",-0.32547,-0.17151,-0.0045,-0.04379,-0.0525,-0.25567,0.21926,0.21605,-0.66711,18.56962,877.01373,-0.35966,-0.04603,0.04752,0.03002,0.00921,-0.15072,0.1352,-0.03615,-0.02007
="2026/04/02 15:58:30.360",-0.17996,-0.07131,0.12306,0.02235,0.03863,-0.11869,-0.00777,-0.07117,-0.34461,14.72888,876.00781,-0.02643,0.01208,-0.00565,-0.22309,0.01761,-0.02913,0.24611,0.01216,-0.01745
="2026/04/02 15:58:30.380",-0.14531,0.11491,0.08115,-0.17422,0.02292,-0.06444,-0.19489,0.00346,-0.47865,11.75725,872.56067,-0.29432,-0.00794,0.0381,0.12288,-0.02886,0.0189,0.01625,-0.01889,-0.01545
="2026/04/02 15:58:30.400",-0.04201,0.0436,0.21491,-0.06037,0.00505,-0.16698,0.00525,-0.10267,-0.362,10.82432,869.3111,-0.16746,0.00423,0.0432,-0.22187,-0.07112,-0.03786,0.09859,-0.01152,-0.01743
="2026/04/02 15:58:30.420",0.13353,0.0253,0.23161,-0.11387,0.02688,0.15047,-0.3855,0.13601,-0.09968,10.53564,864.39417,-0.15559,-0.00604,-0.04417,0.16615,-0.07875,0.14215,0.05828,-0.02748,-0.03722
="2026/04/02 15:58:30.440",0.16146,-0.02896,0.13689,-0.08149,-0.10774,0.16416,-0.2302,0.13291,-0.19487,12.42135,859.43878,-0.28045,0.02711,0.04365,0.08367,0.03009,0.00521,0.18167,0.02529,0.01724
="2026/04/02 15:58:30.460",0.28846,0.01063,0.0549,0.1728,0.11672,0.17675,0.04295,-0.16701,0.27209,16.39365,855.59357,-0.07886,-0.01195,-0.01135,-0.02138,0.04517,0.12774,0.16975,0.02462,-0.04197
="2026/04/02 15:58:30.480",0.25135,0.02097,-0.10147,-0.08003,-0.06311,0.39506,0.00161,0.15539,0.38061,20.89875,853.66632,-0.28095,0.02085,0.04531,0.30768,0.04341,-0.01214,0.23611,-0.00058,0.01687
="2026/04/02 15:58:30.500",0.21795,-0.02537,-0.25022,0.11629,-0.08685,0.2066,0.23066,-0.09851,0.63559,25.93899,854.35767,-0.09236,0.03581,-0.04636,-0.06107,-0.00837,-0.12966,0.03061,0,0.02896
="2026/04/02 15:58:30.520",0.14491,0.08762,-0.40828,0.14369,-0.0004,0.17161,0.11079,-0.33291,0.71278,29.50571,856.24402,-0.09134,0.01817,-0.08028,0.23413,-0.01201,-0.00646,-0.02244,0.00063,0.00552
="2026/04/02 15:58:30.540",-0.02119,0.03619,-0.29972,0.14939,0.02001,0.11636,0.41536,-0.04245,-0.03291,31.24953,860.34607,-0.18893,-0.00512,0.0356,0.05645,-0.02679,-0.18185,0.19918,-0.03163,0.0519
="2026/04/02 15:58:30.560",-0.03718,0.09866,-0.33886,0.25912,0.00677,0.05109,0.48764,0.14367,0.37034,30.85738,864.43127,0.03002,-0.00945,-0.08626,-0.07503,0.02108,-0.12757,0.06487,0.02638,-0.00848
="2026/04/02 15:58:30.580",-0.24217,0.0954,-0.31473,0.09308,0.00139,0.04882,0.42409,0.0793,0.05643,29.07565,869.08929,-0.22695,-0.04084,-0.04161,0.23591,0.0541,-0.13443,-0.03092,-0.04812,-0.03139
="2026/04/02 15:58:30.600",-0.25929,0.01819,-0.21859,0.11025,0.03979,-0.17751,0.40651,-0.06929,-0.18661,27.08462,873.76453,-0.0724,-0.03396,-0.03827,-0.23134,0.02719,-0.17735,0.11722,0.01088,0.0158
="2026/04/02 15:58:30.620",-0.28659,0.06793,-0.17778,0.02231,0.04459,-0.17488,0.16427,-0.02087,-0.15153,22.92114,876.00317,-0.03289,0.0174,0.02027,0.01855,0.00998,0.04354,0.04994,-0.02647,0.01459
="2026/04/02 15:58:30.640",-0.34196,0.00352,0.02,-0.0591,0.02308,-0.19478,0.12978,0.07149,-0.5206,17.76941,876.71527,-0.06152,0.00702,0.02083,0.01703,-0.01213,-0.26209,0.07924,0.03544,-0.01152
="2026/04/02 15:58:30.660",-0.14299,-0.01,0.14187,-0.07985,0.0314,-0.05943,-0.04451,0.00373,-0.2957,13.42285,875.10675,0.16292,-0.02776,-0.03556,-0.20931,0.00249,0.08648,0.09913,-0.00241,-0.0012
="2026/04/02 15:58:30.680",-0.12455,0.05401,0.144,-0.19417,0.01521,-0.00171,-0.12916,0.02395,-0.42894,10.29792,872.19513,-0.12258,-0.02842,0.13249,0.13012,0.00736,0.05627,0.02985,-0.00149,-0.01223
="2026/04/02 15:58:30.700",0.00674,-0.01965,0.18571,-0.09686,-0.00254,-0.0374,-0.07648,0.01264,-0.17104,9.93502,867.66321,-0.05282,-0.05425,0.09346,-0.09624,-0.00478,-0.13213,0.05282,-0.00171,0.01464
="2026/04/02 15:58:30.720",0.14931,0.00125,0.1258,-0.19083,-0.01602,0.2262,-0.33235,0.10913,-0.18529,10.77312,861.53564,0.04835,0.04367,-0.07339,0.06292,-0.01192,0.275,-0.00206,0.02685,-0.01269
="2026/04/02 15:58:30.740",0.2103,0.02097,0.12085,-0.12511,-0.02388,0.1801,-0.16303,0.11368,-0.01014,12.70133,856.99304,-0.0508,-0.06232,0.03779,0.14291,-0.02898,-0.04946,0.08463,-0.01743,-0.01475
="2026/04/02 15:58:30.760",0.37883,-0.00967,0.08495,0.00535,-0.00081,0.23955,-0.12615,0.02545,0.4695,16.87882,853.60272,0.2037,-0.02212,-0.02597,0.02233,-0.00728,0.05564,0.09766,0.00176,0.01158
="2026/04/02 15:58:30.780",0.25986,0.06501,-0.13526,-0.07327,0.00746,0.43492,-0.01469,0.03888,0.19185,21.70836,851.96515,0.00231,-0.00641,-0.05035,0.22476,0.01608,0.05081,-0.00489,0.01485,0.00243
="2026/04/02 15:58:30.800",0.28598,0.0096,-0.13333,0.22938,-0.03951,-0.01269,0.20312,-0.04248,0.61559,26.105,852.94067,0.07752,-0.01313,0.02267,-0.00693,-0.00693,-0.16606,0.11424,-0.00323,0.01598
="2026/04/02 15:58:30.820",0.16096,0.01419,-0.29785,0.08817,-0.00439,0.28275,0.15945,-0.02628,0.46396,29.37393,855.59155,0.11093,0.01746,-0.04895,0.14683,0.01804,0.1463,0.00671,0.03154,0.0103
="2026/04/02 15:58:30.840",-0.01841,0.01412,-0.27408,0.21661,-0.02682,0.04523,0.27493,-0.04913,0.11471,31.77869,860.37372,0.09892,0.02654,0.05248,0.11039,0.00928,-0.31224,-0.08839,-0.02084,0.03009
="2026/04/02 15:58:30.860",-0.00812,0.02901,-0.31386,0.19495,-0.0257,-0.0461,0.47182,-0.26552,0.72473,31.80066,865.34247,0.15515,0.014,-0.0621,-0.1173,0.01399,-0.05001,0.20317,-0.0107,-0.01282
="2026/04/02 15:58:30.880",-0.20996,0.0641,-0.10606,0.12125,0.06293,0.01469,0.39793,-0.02368,-0.23437,30.03846,870.00311,0.03066,0.00871,-0.10357,0.07118,-0.02032,0.08417,-0.0628,-0.0497,-0.01088
="2026/04/02 15:58:30.900",-0.244,0.1228,0.13586,0.21752,-0.03051,-0.22188,0.4963,-0.05127,0.08124,26.85087,874.13354,0.01405,-0.0357,0.08275,-0.15262,0.00123,-0.25788,-0.10225,-0.00138,0.01164
="2026/04/02 15:58:30.920",-0.23267,0.1836,-0.00304,-0.03187,0.08176,-0.06584,0.35286,0.09189,-0.33169,21.50096,876.68951,-0.00881,0.04908,-0.06506,-0.03072,0.06339,0.06562,0.01489,-0.0348,0.00941
="2026/04/02 15:58:30.940",-0.3263,-0.0386,0.11008,0.06846,-0.00569,-0.20992,0.07734,0.15691,-0.563,15.99993,876.85962,-0.08313,-0.01735,-0.02436,-0.10136,0.04328,-0.06911,-0.02026,-0.00292,0.01131
="2026/04/02 15:58:30.960",-0.1388,-0.04598,0.26344,-0.0647,0.0407,-0.16874,0.17746,-0.06078,-0.06361,11.42184,874.02094,0.06527,-0.05058,0.01231,-0.16022,0.08074,0.0029,0.0534,0.02297,0.06265
="2026/04/02 15:58:30.980",-0.12353,0.10359,0.21123,-0.23846,0.0194,0.15864,-0.22133,0.19812,-0.62278,8.79576,870.11359,-0.06857,0.029,-0.03555,0.01557,0.06272,0.28142,-0.06234,-0.00716,-0.00052
="2026/04/02 15:58:31.000",0.03414,-0.04313,0.33467,-0.03449,-0.0251,-0.17715,-0.30446,0.03105,-0.04787,8.55128,865.56073,0.13958,-0.03725,-0.00457,-0.1493,-0.04566,0.01166,-0.09648,0.02565,-0.00275
="2026/04/02 15:58:31.020",0.16843,-0.05306,0.33173,-0.26096,0.01327,0.14839,-0.19481,0.05129,0.06101,10.30308,860.38287,0.12541,0.00806,-0.12394,0.02983,0.00192,0.2919,0.01185,0.02015,0.02225
="2026/04/02 15:58:31.040",0.22691,-0.00945,0.17704,-0.02607,-0.00345,0.11415,-0.5275,0.09644,-0.15933,13.50884,855.68555,0.13148,-0.01836,0.03599,0.10994,0.04328,0.03458,-0.03418,-0.0012,0.01183
="2026/04/02 15:58:31.060",0.32599,0.02513,0.26827,-0.04971,-0.04859,0.1139,-0.2008,-0.0867,0.74968,17.31094,852.56512,0.27211,0.00636,0.00414,-0.03918,-0.03083,0.11472,-0.11673,-0.01134,0.00826
="2026/04/02 15:58:31.080",0.25179,0.10371,-0.08131,-0.02304,-0.01477,0.3268,-0.17479,-0.02784,0.24688,22.50233,851.28571,0.14962,0.03872,-0.0978,0.14921,0.00224,0.19674,-0.1692,-0.00158,-0.008
="2026/04/02 15:58:31.100",0.20884,0.01708,0.06225,0.16621,-0.04873,0.15097,-0.12313,-0.28175,0.70775,27.26025,852.01611,0.26107,-0.05361,0.00256,-0.07867,-0.01541,-0.11588,-0.05463,-0.01408,-0.02784
="2026/04/02 15:58:31.120",0.16614,0.09403,0.06572,-0.0201,-0.02577,0.18116,0.35181,-0.11344,0.42823,30.43581,855.59424,0.15148,0.0263,-0.12468,0.03652,0.04049,0.10715,-0.09538,-0.03797,-0.01692
