time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:59:28.280",0.0484,-0.03676,-0.05742,0.03894,-0.03405,-0.19711,-0.09939,-0.09426,0.22744,20.80423,863.32153,-0.01199,-0.04763,0.00279,0.05416,-0.01145,-0.07652,-0.11403,0.01074,0.03083
="2026/04/02 15:59:28.300",-0.0099,-0.01942,0.06953,-0.07322,0.03096,0.04564,-0.03831,-0.0481,-0.20134,21.23731,863.67395,0.23059,-0.00104,-0.07387,0.01909,-0.00556,0.1545,0.08019,-0.0319,-0.01738
="2026/04/02 15:59:28.320",0.03317,0.03786,-0.05198,0.11868,-0.01096,-0.13312,-0.13188,-0.01602,-0.03585,21.70435,864.33899,0.09681,-0.03345,0.13624,-0.0214,-0.00078,-0.10628,0.05238,-0.0525,-0.05634
="2026/04/02 15:59:28.340",-0.00384,-0.04766,0.05497,-0.02055,-0.02098,-0.04553,0.15177,-0.0924,0.25495,21.8558,864.84753,0.07282,-0.0558,0.13845,0.02902,-0.0359,0.09244,-0.14885,0.00582,0.01448
="2026/04/02 15:59:28.360",-0.07499,0.02647,0.02981,0.03458,0.01846,0.03086,-0.16002,0.05049,-0.38658,21.42773,865.59723,-0.03164,-0.00813,0.15989,0.00823,0.0092,0.05977,0.00133,0.00007,-0.00053
="2026/04/02 15:59:28.380",-0.00317,-0.03233,0.06141,0.08783,-0.04051,-0.18791,-0.02762,-0.11138,0.13971,21.02631,866.19043,0.03738,-0.02252,0.13703,0.00384,-0.0074,-0.09695,-0.01964,0.01857,-0.02046
="2026/04/02 15:59:28.400",-0.02556,-0.0658,0.01567,-0.06126,0.00929,0.05521,0.10136,-0.02032,-0.12525,20.89257,866.58105,-0.02446,-0.00295,-0.10543,-0.01129,0.02668,0.17047,0.02787,0.00799,0.02927
="2026/04/02 15:59:28.420",-0.06515,-0.07221,0.05611,0.11679,0.00004,-0.0245,-0.16532,-0.02486,-0.13499,20.62131,866.33789,-0.06486,0.00521,0.04269,-0.02336,0.01619,-0.0261,-0.02031,0.00532,0.00347
="2026/04/02 15:59:28.440",0.00699,0.00746,0.22174,-0.08993,-0.02988,-0.02025,0.16494,-0.07969,0.18529,20.31194,866.31982,-0.12473,0.06091,0.0461,0.01194,-0.01396,-0.00709,0.07719,0.02525,-0.00938
="2026/04/02 15:59:28.460",-0.05942,0.20031,-0.00393,0.0059,0.01143,-0.00236,-0.11519,0.01799,-0.26897,20.26248,866.05341,-0.08489,0.03944,-0.04784,-0.05838,-0.00793,0.09671,-0.05561,-0.04682,-0.0227
="2026/04/02 15:59:28.480",-0.04099,-0.0342,-0.04073,-0.02644,-0.00733,-0.14955,-0.08751,-0.05214,0.10307,19.80188,865.79138,-0.12076,-0.01782,0.01265,-0.0029,-0.00668,-0.17719,0.11056,-0.02513,0.00191
="2026/04/02 15:59:28.500",-0.07221,-0.1693,-0.00048,-0.12228,0.03998,0.01971,0.02215,0.02271,-0.16713,19.48474,866.03204,-0.13156,0.03944,-0.06724,-0.03122,0.02987,0.08417,0.15114,0.01428,-0.01446
="2026/04/02 15:59:28.520",0.00314,-0.02435,-0.18323,0.03789,-0.00973,-0.04668,-0.27159,0.08953,0.13745,19.1776,865.36823,-0.0829,-0.0436,0.01547,0.09639,0.06251,-0.03007,0.14047,-0.05402,0.03292
="2026/04/02 15:59:28.540",-0.00852,-0.1027,-0.04131,-0.09415,-0.0097,-0.06161,0.04798,-0.08531,0.10014,19.09942,864.72943,-0.12947,-0.01732,-0.00984,-0.02421,-0.04383,-0.00264,0.07403,-0.01578,-0.03864
="2026/04/02 15:59:28.560",-0.01912,0.06214,-0.04519,0.01457,0.0061,0.04639,-0.12726,0.05881,-0.11184,19.5217,864.70917,-0.13439,0.01547,0.00836,-0.02409,-0.02945,0.10816,0.01805,-0.00407,-0.03039
="2026/04/02 15:59:28.580",0.00503,0.0442,-0.01933,-0.03833,-0.09494,-0.12692,-0.09055,-0.07565,0.39707,20.20717,864.28351,-0.05779,-0.05191,0.11109,0.07411,-0.03168,-0.18281,0.01793,-0.03414,-0.03427
="2026/04/02 15:59:28.600",-0.00566,0.0921,-0.00162,-0.05689,0.04838,0.02212,0.14403,-0.18216,-0.03323,21.09923,864.75366,-0.2002,0.01949,0.07277,-0.01538,-0.06157,0.12105,0.20653,-0.04285,-0.04999
="2026/04/02 15:59:28.620",-0.0633,0.17636,-0.10574,0.12954,0.05007,0.03039,-0.03278,-0.08482,-0.22666,21.39429,865.6347,-0.04887,-0.00303,0.15041,0.01362,-0.06725,-0.12321,0.07454,-0.02482,-0.0243
="2026/04/02 15:59:28.640",-0.06039,0.07134,-0.06215,-0.04698,-0.04959,0.02208,0.34435,0.26568,0.10773,21.50215,865.73444,-0.17611,0.00253,0.00551,0.01847,-0.03909,-0.06068,0.06062,0.00176,0.04301
="2026/04/02 15:59:28.660",-0.07177,0.06331,-0.04481,0.04514,-0.00585,0.15003,-0.00609,0.12599,-0.24903,22.14663,865.42133,-0.19623,0.0116,-0.00436,-0.00521,0.04321,0.03789,0.04077,-0.00131,-0.00302
="2026/04/02 15:59:28.680",-0.04048,-0.02613,-0.06262,-0.02503,0.02241,-0.07118,-0.0327,0.00903,0.09746,21.84552,865.28992,-0.15273,-0.02542,-0.00397,0.03332,0.13211,-0.19897,0.02782,0.01411,0.00924
="2026/04/02 15:59:28.700",-0.0571,-0.1183,-0.07425,-0.09613,-0.0468,-0.0424,0.05916,0.09108,-0.15616,21.47942,866.35748,-0.04113,0.00863,0.05552,-0.01131,0.11118,0.0412,0.0272,-0.0137,0.00941
="2026/04/02 15:59:28.720",-0.09058,-0.07153,-0.20392,-0.01342,0.03702,0.03901,-0.27334,0.05495,-0.11215,21.56922,866.63208,-0.15219,-0.0412,0.16798,-0.00122,0.06377,-0.03664,0.231,0.04053,-0.00378
="2026/04/02 15:59:28.740",-0.02494,-0.02255,-0.06136,-0.21776,-0.07787,0.09825,0.06366,0.04964,0.02118,21.29788,866.03821,-0.25359,-0.00329,0.042,-0.01877,-0.02504,-0.06458,0.0629,-0.0353,-0.0225
="2026/04/02 15:59:28.760",-0.04603,0.12273,-0.0573,-0.11576,-0.01339,0.14477,0.05418,-0.10179,0.05156,20.67326,865.57294,-0.08727,0.02774,0.10392,0.01424,-0.07327,0.10599,0.11672,-0.01423,-0.04976
="2026/04/02 15:59:28.780",-0.01363,0.10284,0.06661,-0.23893,0.00819,0.08147,-0.09687,-0.07486,0.0787,19.64526,865.95367,-0.13806,-0.02677,0.14335,0.00777,-0.1033,-0.11726,0.11337,-0.02683,-0.02182
="2026/04/02 15:59:28.800",0.01358,0.13828,-0.02218,-0.19844,-0.02494,0.03931,0.17963,0.20611,-0.27355,19.43962,865.99823,-0.18629,0.00968,-0.02783,0.00882,-0.06987,0.05884,0.12534,0.00115,0.01828
="2026/04/02 15:59:28.820",-0.06101,0.1593,-0.03125,0.0213,0.06632,0.02646,-0.21204,0.21746,-0.34082,19.62151,864.37671,-0.12489,-0.02418,0.12813,0.01134,0.01326,-0.06303,0.07675,-0.00659,-0.00239
="2026/04/02 15:59:28.840",-0.00195,0.07074,-0.08703,-0.12173,0.02754,0.04205,0.22409,0.35205,-0.29353,19.79815,863.57507,-0.11938,-0.02834,0.05797,-0.04697,0.04321,-0.088,0.00073,-0.01628,0.04214
="2026/04/02 15:59:28.860",-0.02068,0.07027,-0.16179,0.05169,-0.02707,0.06573,-0.01969,0.33994,-0.11561,20.53492,863.70923,-0.15424,0.01273,0.04005,-0.01946,0.06471,-0.02665,0.16133,-0.00793,-0.02669
="2026/04/02 15:59:28.880",-0.00749,-0.00377,-0.07765,-0.03377,-0.02105,0.02316,-0.11429,-0.04293,0.24734,21.21523,864.14703,-0.24239,-0.01931,0.12274,0.01983,0.04065,-0.07007,0.21175,0.01474,-0.0309
="2026/04/02 15:59:28.900",-0.0016,-0.00929,-0.09887,-0.0077,0.00957,-0.07157,0.14881,-0.18863,-0.02862,21.73519,865.06927,-0.14019,0.03343,-0.01397,0.00906,0.06006,0.02564,-0.01584,-0.02354,-0.00927
="2026/04/02 15:59:28.920",-0.03714,0.0312,-0.0688,0.10512,-0.01555,0.14406,-0.16051,-0.06411,0.06963,22.22742,864.54181,-0.22876,-0.01545,0.0971,0.01069,0.04331,-0.01238,0.13359,0.00621,0.00443
="2026/04/02 15:59:28.940",-0.03856,0.00777,-0.13278,-0.02128,-0.00713,0.04052,0.18314,-0.01927,-0.03044,22.70342,864.57941,-0.26017,0.01531,0.0563,-0.03222,0.03725,0.00029,-0.0109,0.00119,-0.02465
="2026/04/02 15:59:28.960",-0.06289,0.03499,-0.11117,0.10589,-0.01897,0.08027,0.11181,0.02597,0.09797,22.10007,865.35559,-0.39998,0.03024,0.02363,0.04947,0.01361,-0.02184,0.09663,0.01116,-0.02155
="2026/04/02 15:59:28.980",-0.02762,-0.03826,-0.0672,-0.02001,0.00679,0.04679,-0.11985,0.04501,-0.10035,20.21116,865.7829,-0.42257,0.03285,0.14797,0.081,0.05247,-0.17479,0.08179,-0.02431,0.02295
="2026/04/02 15:59:29.000",-0.01049,-0.04608,0.06039,-0.00804,0.0076,-0.01435,0.12926,0.16327,-0.08323,19.87137,866.50549,-0.25393,0.06833,-0.18331,-0.07141,0.0406,0.16807,0.17323,0.01889,0.00971
="2026/04/02 15:59:29.020",-0.05808,0.07148,0.01842,-0.02941,-0.00662,0.15118,-0.14453,0.0986,0.08193,19.88445,866.48151,-0.23709,0.00965,-0.0012,0.06926,0.04364,-0.05573,-0.00453,-0.01724,0.00148
="2026/04/02 15:59:29.040",-0.01073,0.03594,0.06475,-0.14277,0.00492,0.0715,0.10189,0.08789,-0.05529,20.05878,866.62073,-0.34214,-0.02851,0.10887,-0.01124,-0.00731,-0.08489,0.02683,-0.02087,0.01419
="2026/04/02 15:59:29.060",-0.00939,0.08511,-0.04968,0.01945,-0.03199,0.05939,0.08123,0.04399,0.09597,20.11733,865.88391,-0.24915,0.01905,0.01392,-0.03466,-0.02319,0.09804,0.06423,0.02171,-0.05686
="2026/04/02 15:59:29.080",-0.02695,0.05898,0.0412,-0.06938,0.00569,0.03696,-0.04071,0.03325,0.01295,19.38578,863.89978,-0.28429,0.01081,0.08956,0.03364,-0.02316,-0.10843,-0.00572,-0.0067,0.06029
="2026/04/02 15:59:29.100",0.02584,0.02584,0.00587,0.00074,0.03986,0.00457,0.20943,0.02294,-0.01476,19.23188,863.62463,-0.05937,0.04637,-0.04744,-0.07116,0.01704,0.06154,0.12746,-0.02124,0.00082
="2026/04/02 15:59:29.120",-0.00206,0.04873,-0.08644,0.02104,0.01211,0.11014,-0.04621,0.0395,0.23015,19.16989,863.79907,-0.10918,0.01723,-0.04323,0.09023,0.016,-0.08975,0.06608,0.04,-0.02386
="2026/04/02 15:59:29.140",0.03735,-0.00722,-0.03332,-0.04934,-0.0348,-0.04799,0.14908,0.0204,0.07052,19.63295,863.91272,-0.08749,0.00721,-0.02584,0.01125,0.01062,-0.11,0.10041,-0.01332,0.00437
="2026/04/02 15:59:29.160",-0.01994,0.05061,-0.05741,0.02224,-0.00412,0.14177,-0.05305,0.01535,0.05716,19.83234,862.82141,-0.14867,0.0508,-0.05296,0.0653,0.02549,0.03699,-0.07039,0.00183,-0.06179
="2026/04/02 15:59:29.180",0.01372,0.01119,-0.13226,0.01072,0.01977,-0.00587,-0.05647,0.03111,0.04254,20.28509,862.55463,-0.1917,0.00008,0.09692,-0.02623,0.0302,-0.14013,0.08977,-0.03763,-0.03574
="2026/04/02 15:59:29.200",-0.0079,-0.00661,0.00236,0.0403,-0.02383,-0.00406,0.32079,0.01808,0.15013,21.47326,863.6712,-0.08389,0.01129,-0.02893,-0.01651,0.01476,0.09051,-0.1253,0.03612,0.00178
="2026/04/02 15:59:29.220",-0.04316,0.04271,-0.0547,0.03439,-0.00426,0.20129,-0.10558,0.08531,-0.08779,21.70755,863.82251,-0.03905,-0.01833,-0.1559,0.04151,0.06412,-0.06907,0.15739,0.03497,0.04482
="2026/04/02 15:59:29.240",0.03387,-0.09645,-0.052,0.0142,-0.02169,-0.13573,0.21165,-0.01062,0.06063,21.78082,864.04175,-0.05648,-0.05811,-0.11014,-0.05704,0.05795,-0.00642,-0.00834,0.03243,-0.01005
="2026/04/02 15:59:29.260",-0.05922,0.00516,0.07068,0.07101,0.00852,0.08806,0.13826,-0.00117,0.06896,21.51783,864.77979,0.04836,-0.05817,-0.12584,-0.01521,0.01109,0.13587,-0.08436,-0.01022,0.00599
="2026/04/02 15:59:29.280",-0.08011,0.20982,-0.0075,0.01287,0.0113,0.01826,-0.05783,0.05206,-0.1494,20.45845,865.44293,0.01038,-0.04825,-0.02688,-0.01262,-0.0274,-0.16115,-0.14175,-0.0065,-0.05208
="2026/04/02 15:59:29.300",-0.00092,0.09172,-0.13135,0.04581,-0.01224,-0.10553,0.29218,-0.00407,0.13743,19.91457,865.96521,0.2057,-0.01423,-0.05818,-0.08697,-0.0963,0.06197,-0.0736,-0.00049,0.01393
="2026/04/02 15:59:29.320",-0.13186,-0.03636,0.14214,0.02816,0.01378,0.0603,-0.12373,-0.01427,-0.07896,19.86976,865.74078,0.12731,-0.00631,-0.01108,0.02792,-0.04351,0.00478,0.02055,0.00181,0.03057
="2026/04/02 15:59:29.340",0.03497,-0.06588,-0.013,-0.02429,0.01335,-0.07903,0.15511,-0.03003,0.03352,20.24797,865.53711,0.22396,0.01324,-0.08064,-0.04596,0.12685,0.00595,0.05537,0.02085,0.01036
="2026/04/02 15:59:29.360",-0.02416,-0.0776,0.08543,0.0191,-0.00584,0.0641,0.08618,-0.01094,0.05496,20.05524,864.68134,0.20467,0.06484,-0.11927,0.04259,0.08046,0.01801,-0.01652,-0.00765,-0.00574
="2026/04/02 15:59:29.380",-0.01792,-0.05834,-0.04958,0.00531,0.02285,-0.0425,-0.01794,0.0284,-0.03866,19.21605,863.84521,0.19309,-0.00207,-0.00086,-0.05904,0.04875,-0.02849,-0.01176,-0.00348,-0.00312
="2026/04/02 15:59:29.400",0.01329,-0.05114,-0.08988,0.12329,0.04661,-0.1852,0.30984,-0.03365,0.02414,19.45725,863.25043,0.15137,0.01107,-0.13826,-0.00177,-0.01074,0.04723,-0.02499,-0.03234,-0.01489
="2026/04/02 15:59:29.420",0.05721,-0.04485,0.09139,0.13313,0.03396,0.05813,0.03858,0.13308,-0.06468,19.94548,862.55768,0.17035,-0.01911,-0.03207,-0.0337,-0.04053,-0.0054,-0.06294,-0.02359,-0.02314
="2026/04/02 15:59:29.440",0.04325,0.03942,0.07866,0.07301,-0.04114,-0.07237,0.1999,0.0818,0.04288,20.49393,862.67834,0.13618,-0.00163,-0.0241,-0.02937,-0.05492,0.12471,-0.0417,0.01285,-0.03483
="2026/04/02 15:59:29.460",0.03004,0.10977,0.19742,0.09628,-0.03624,0.13773,0.29327,-0.20376,0.27584,20.71746,862.21942,0.08404,0.01489,-0.0859,0.05035,-0.03338,0.05369,-0.01216,0.03851,0.00326
="2026/04/02 15:59:29.480",-0.05037,0.1801,0.18775,0.10554,0.08576,0.05949,0.27497,-0.21133,-0.11433,20.93311,862.24048,0.13698,-0.0259,0.00562,-0.10521,-0.02233,-0.03643,-0.07452,0.01387,0.00194
="2026/04/02 15:59:29.500",0.02941,0.08903,0.10209,0.1019,-0.04905,-0.16039,0.41388,0.19832,0.24594,20.94275,863.54175,0.1905,-0.00092,-0.03159,0.01989,0.04613,0.04093,-0.04605,0.04442,-0.0011
="2026/04/02 15:59:29.520",-0.06172,-0.18567,0.01038,0.14365,0.02592,0.0191,-0.08439,0.14442,-0.34809,20.77295,864.43512,0.02953,-0.00572,0.00917,0.0035,0.12989,0.09192,-0.05775,0.00063,0.00944
="2026/04/02 15:59:29.540",-0.03191,-0.2445,0.1432,0.13139,0.05942,-0.13876,0.15628,0.06709,-0.09088,20.81355,865.20209,0.07239,-0.03907,-0.02097,-0.12176,0.17514,0.01119,-0.13523,0.01254,0.00688
="2026/04/02 15:59:29.560",-0.00586,-0.05756,0.14154,0.1249,-0.04819,0.00941,0.16977,0.07507,0.15172,20.54829,865.6037,0.18447,-0.00095,-0.14121,0.13143,0.06655,0.09966,-0.08551,0.02764,0.0647
="2026/04/02 15:59:29.580",-0.0121,0.01359,0.17067,0.10898,0.07783,0.00379,-0.01294,-0.04116,-0.087,20.58115,866.03296,0.05042,-0.00813,-0.00816,-0.13281,-0.1542,0.11458,-0.08844,-0.02179,0.04716
="2026/04/02 15:59:29.600",-0.03125,0.06929,0.09475,0.04781,-0.08906,-0.18437,0.14141,-0.08373,0.29618,20.50386,866.38049,0.1525,0.02533,-0.16122,0.01952,-0.18272,-0.00208,-0.1056,0.01061,-0.00464
="2026/04/02 15:59:29.620",-0.01445,-0.03173,0.13084,0.04562,0.02355,0.0004,-0.20242,-0.21734,-0.08376,19.6119,865.66455,0.21744,0.05101,-0.08723,0.01087,-0.10639,0.08647,-0.09072,0.01467,0.02385
="2026/04/02 15:59:29.640",-0.02236,0.01008,0.13315,0.04742,-0.03829,-0.14102,-0.06143,-0.19649,0.05557,19.41413,864.7677,0.12622,0.03265,-0.01746,-0.04629,0.00981,-0.01033,-0.13816,-0.0032,0.02833
="2026/04/02 15:59:29.660",0.05159,-0.04246,0.07262,0.03034,-0.00847,-0.00755,0.15678,-0.15608,0.09232,18.77485,864.05786,0.10203,-0.01167,-0.17898,0.12206,0.05064,-0.0942,-0.06598,0.01396,0.01277
="2026/04/02 15:59:29.680",0.07967,-0.07066,0.06635,0.04478,0.00392,0.03642,0.00345,-0.04279,-0.14974,18.49082,863.23279,0.01112,-0.0287,0.01586,-0.09577,0.00902,0.02845,-0.02309,-0.00362,0.01265
="2026/04/02 15:59:29.700",0.06731,-0.05582,0.10265,0.0354,0.01159,-0.05013,0.26334,0.0522,0.05,19.39236,863.30359,0.15324,0.0664,-0.03979,0.07028,-0.00744,0.01068,-0.09666,-0.00564,0.00779
="2026/04/02 15:59:29.720",0.05404,-0.05153,0.11211,0.07418,0.00365,0.00274,-0.04461,0.19969,-0.18322,19.89663,864.01434,0.03165,0.04127,-0.05669,-0.04701,-0.02725,0.06117,-0.01096,0.00292,0.01477
="2026/04/02 15:59:29.740",0.07804,-0.02658,0.05404,-0.00091,0.00399,-0.01918,-0.11613,0.15401,-0.00446,19.89577,864.08356,0.07016,-0.02284,-0.02383,-0.03546,-0.05407,0.06349,-0.11656,-0.01294,0.00172
="2026/04/02 15:59:29.760",0.05896,-0.04986,0.0673,-0.00204,-0.01419,-0.05124,-0.09202,0.00838,0.15542,20.54898,863.40625,0.05315,-0.02676,-0.12728,0.09236,-0.01977,0.0338,-0.1361,0.01401,0.04033
="2026/04/02 15:59:29.780",0.04313,-0.03839,0.08372,0.02777,0.01286,-0.13864,-0.32113,-0.1015,0.08581,21.53869,863.40594,0.01467,-0.0156,-0.05063,-0.05442,-0.00776,-0.02578,-0.07586,-0.00675,0.01536
="2026/04/02 15:59:29.800",0.02071,-0.01336,0.04573,0.00052,-0.01503,-0.07065,-0.11429,-0.1993,0.1048,22.26548,864.07288,0.10883,0.02097,-0.04651,-0.07469,0.02736,0.13028,-0.10711,0.00838,-0.00945
="2026/04/02 15:59:29.820",-0.00083,0.05987,0.00385,0.0428,-0.00284,-0.0032,-0.1745,-0.19011,0.10634,21.49166,864.32874,0.05838,0.05967,-0.00553,-0.11694,-0.00682,0.11224,-0.22552,0.00788,-0.01578
="2026/04/02 15:59:29.840",0.03515,0.04191,0.14473,0.03465,-0.02243,-0.06722,-0.12581,-0.18616,0.18379,20.429,864.86963,0.00433,0.01401,0.06386,0.08805,-0.03156,-0.20386,0.03883,-0.00999,0.03581
="2026/04/02 15:59:29.860",0.0115,-0.05831,0.0188,0.02935,-0.00821,-0.05148,-0.02094,-0.14855,-0.04084,20.7615,864.98145,0.0461,-0.01113,0.01171,-0.01726,-0.03924,0.14995,-0.08109,-0.00215,0.00217
="2026/04/02 15:59:29.880",-0.07569,-0.07846,0.01562,0.08104,0.01969,-0.0552,-0.19996,-0.02733,-0.10192,21.84909,865.29132,-0.01147,-0.00502,0.08115,-0.03166,-0.00364,-0.01269,-0.0586,-0.00837,-0.00564
="2026/04/02 15:59:29.900",0.02915,-0.10039,-0.0026,-0.03272,0.0053,-0.05879,0.00156,-0.0194,-0.04865,21.59595,865.89081,-0.04311,0.00952,-0.00296,0.10641,0.01791,-0.10871,-0.06399,-0.05025,0.01147
="2026/04/02 15:59:29.920",0.00728,-0.06645,-0.0349,-0.01359,-0.00452,0.03197,-0.06531,-0.00685,-0.12934,20.42314,866.13544,-0.11386,0.01187,0.0545,-0.08001,0.00136,0.0958,-0.08729,0.00509,0.01425
="2026/04/02 15:59:29.940",0.01312,-0.00867,0.04609,-0.01574,-0.06539,-0.10045,-0.0796,-0.03076,-0.12674,19.27801,866.00922,0.03454,-0.02515,0.05517,0.07646,-0.03841,-0.05797,-0.01864,-0.004,-0.02734
="2026/04/02 15:59:29.960",0.01078,-0.05484,-0.0504,-0.07265,0.02728,-0.02516,0.03548,-0.0091,-0.17083,18.88174,865.40839,-0.24855,0.00282,0.1206,-0.03506,-0.0433,0.09556,-0.11495,0.03625,0.09183
="2026/04/02 15:59:29.980",0.06664,-0.02444,-0.02692,0.00868,0.01475,-0.0605,-0.11161,0.00338,-0.07439,19.14909,864.87933,-0.18121,0.02438,0.09252,-0.03154,-0.04523,-0.07034,-0.2328,0.01249,0.01546
="2026/04/02 15:59:30.000",0.05914,-0.03581,0.00507,-0.00993,0.01188,-0.12116,0.16675,0.00948,0.07795,19.60762,864.94006,-0.36101,0.04765,0.0172,0.08546,-0.00684,-0.01008,0.03079,0.00731,-0.03662
="2026/04/02 15:59:30.020",0.08168,0.09509,-0.0346,0.0181,-0.00596,0.05811,-0.12725,0.06868,-0.16851,19.87826,864.56403,-0.34019,0.01132,0.03757,-0.06479,-0.03149,0.09005,-0.02585,-0.0109,-0.00529
="2026/04/02 15:59:30.040",0.02264,0.10215,-0.01182,0.04972,0.02211,-0.13823,-0.06577,-0.07953,0.11743,20.4659,864.2359,-0.23906,-0.00942,0.02506,-0.02696,-0.06749,0.01926,0.01272,0.02161,0.00238
="2026/04/02 15:59:30.060",0.0163,0.10453,0.07711,0.00046,0.01222,0.0002,0.05463,-0.0959,0.11567,21.2101,864.05438,-0.35369,0.00432,-0.12764,-0.0755,-0.04985,0.05916,0.01912,-0.01741,-0.02509
="2026/04/02 15:59:30.080",-0.00463,0.09006,-0.12989,0.06576,-0.00354,-0.01407,-0.25104,-0.03251,-0.08735,21.14019,864.07617,-0.22621,-0.09823,-0.01791,-0.0444,0.02743,0.0268,-0.08833,-0.04084,-0.03331
="2026/04/02 15:59:30.100",0.00682,-0.08729,-0.02376,-0.01955,-0.03392,-0.11576,-0.01988,-0.1079,0.15648,21.56681,864.94293,-0.26706,-0.0423,-0.02937,-0.03309,0.10703,0.09327,-0.06412,-0.00672,-0.02065
="2026/04/02 15:59:30.120",-0.04678,0.01421,0.05471,0.03819,-0.00901,-0.01146,-0.17092,-0.03569,-0.15542,21.76137,865.72021,-0.07497,0.00739,-0.01797,-0.15965,0.105,0.1128,0.03017,0.0076,0.00406
="2026/04/02 15:59:30.140",-0.04299,0.19023,0.05316,0.0234,0.01234,-0.05965,-0.11788,-0.0368,-0.04826,21.51536,866.22357,-0.06806,0.03375,0.01145,0.05127,-0.00963,-0.01307,0.08273,0.00572,0.0372
="2026/04/02 15:59:30.160",-0.03434,0.04933,-0.04087,0.00205,-0.0046,-0.03534,0.13212,-0.04129,0.05861,21.69917,866.42303,-0.11974,0.00559,0.05609,-0.11532,-0.11044,0.05747,0.09807,-0.02575,0.02462
="2026/04/02 15:59:30.180",-0.10885,0.04894,0.0866,0.02611,-0.02274,0.05953,-0.09993,-0.021,-0.07363,21.02407,866.07739,0.06925,-0.01821,0.20882,-0.03498,-0.07721,0.05217,-0.09662,-0.0209,0.00427
="2026/04/02 15:59:30.200",-0.00134,0.03266,0.12238,-0.06642,-0.03491,-0.0731,0.16017,-0.00418,0.00755,20.25764,865.96637,-0.09921,-0.01381,0.10832,-0.0746,0.14433,0.00365,0.17002,-0.04033,-0.04776
="2026/04/02 15:59:30.220",-0.05009,0.02301,0.05668,0.07151,0.06191,-0.08875,0.05577,-0.03841,-0.12805,19.68131,865.70508,-0.08192,-0.02543,0.07251,-0.09011,0.14086,0.07203,0.17583,0.01709,-0.01351
="2026/04/02 15:59:30.240",-0.04479,-0.06433,-0.09133,0.06137,0.08109,-0.04595,-0.02204,0.05326,-0.02124,19.00708,865.67181,-0.07767,-0.02883,0.07023,0.10888,0.06416,-0.0799,0.10797,-0.00356,0.02579
="2026/04/02 15:59:30.260",0.03026,-0.12347,-0.15053,-0.0487,-0.06433,0.04482,0.06068,0.16578,0.12873,19.39214,866.44763,-0.04424,0.05021,0.07681,-0.05459,0.00291,-0.0268,0.08689,0.02807,0.02814
="2026/04/02 15:59:30.280",-0.01038,0.05484,-0.09189,-0.00323,-0.05097,0.04097,-0.27526,-0.11795,0.29929,20.39742,866.53387,-0.0361,-0.01684,0.08449,0.02948,-0.02317,0.05102,0.01746,-0.00221,-0.03213
="2026/04/02 15:59:30.300",0.02724,0.0973,0.15486,-0.09903,0.02005,-0.02891,-0.03098,-0.36865,0.08241,20.61966,865.59644,-0.03482,-0.01554,0.00373,-0.01661,-0.03662,-0.01038,0.01541,-0.01619,-0.05186
="2026/04/02 15:59:30.320",0.04282,0.15283,0.14232,-0.01259,-0.00165,0.00617,0.03132,-0.01599,-0.11385,20.99061,864.88763,-0.12675,0.01087,0.09111,-0.06814,-0.07767,0.19437,0.07191,0.00503,-0.00893
="2026/04/02 15:59:30.340",-0.00744,0.18391,-0.02015,-0.00614,-0.01213,-0.09687,-0.11395,0.03278,0.0041,21.32315,864.7262,-0.23386,0.03028,0.09248,0.1098,-0.03388,-0.12608,0.04315,-0.00906,-0.01373
="2026/04/02 15:59:30.360",-0.01798,0.11665,-0.09598,-0.0432,0.04092,0.0459,0.23469,0.05999,-0.14879,21.04123,865.37909,0.02446,0.03589,-0.01875,-0.0856,0.01872,-0.01294,0.1127,0.00398,-0.05471
="2026/04/02 15:59:30.380",-0.05652,0.07154,-0.07214,0.03911,-0.05379,0.15189,0.00344,0.13791,-0.02445,20.91659,865.36493,-0.00268,-0.02347,0.03171,0.01717,0.04897,-0.00447,0.10647,-0.03469,-0.02999
="2026/04/02 15:59:30.400",-0.05552,-0.0804,-0.02726,-0.01213,0.0683,-0.02689,0.26326,0.0079,-0.06054,21.31012,865.73669,-0.15163,0.0065,0.03833,0.02192,0.10228,-0.07475,0.06124,-0.03712,-0.01576
="2026/04/02 15:59:30.420",0.00925,-0.12407,0.02296,0.10177,0.00608,-0.16087,0.13773,0.16296,-0.10236,21.40467,866.21527,0.07714,-0.03699,0.05744,-0.04755,0.11544,0.00153,0.14695,-0.02424,-0.02327
="2026/04/02 15:59:30.440",-0.06243,-0.08523,-0.13658,0.06658,-0.02484,-0.04651,-0.08722,0.0652,0.00113,21.12146,866.52246,-0.14965,-0.03638,0.15295,0.11788,0.09415,-0.02928,0.09493,-0.02293,-0.01986
="2026/04/02 15:59:30.460",-0.03558,-0.06447,-0.02629,0.04106,0.01563,0.06674,0.15647,-0.16187,-0.08881,21.38776,866.79083,0.03415,0.0122,-0.00063,-0.08725,0.01482,-0.05529,0.1398,0.01043,-0.04834
