time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:33:15.840",-0.17421,0.00754,0.14217,-0.18592,-1.42303,0.17224,1.39043,0.02,0.04594,1.98091,-0.03971,-2.50815,-0.36099,-0.1582,0.14285,54.5141,-0.36998,-0.13885,-1.46527,852.67432
="2026/04/02 16:33:15.860",-0.11961,0.1693,-0.09867,-1.67516,-1.35443,-2.27817,0.95078,0.00015,-0.03202,1.7357,0.39261,-0.88682,0.59805,-0.12018,-0.76774,55.74456,-0.79839,-0.15288,-0.92783,868.73138
="2026/04/02 16:33:15.880",-0.38267,0.07201,-0.81667,-0.91,-1.1465,-1.67153,0.22983,-0.13098,-0.19005,1.44632,-0.13718,-1.49312,-0.26173,-0.14988,-0.00734,49.88558,-0.62811,-0.70103,-0.26461,882.85101
="2026/04/02 16:33:15.900",-0.78371,0.04615,1.03738,0.932,-1.51826,-1.21509,0.56842,-0.10023,-0.10762,0.79691,0.32412,-0.27854,-0.81712,-0.13226,0.3611,38.25312,-0.84312,-0.17709,-0.07836,890.99243
="2026/04/02 16:33:15.920",-0.09961,0.10931,-0.43868,-1.11894,-0.19006,-2.68294,0.37258,-0.06924,-0.13789,0.15685,-0.15352,0.36714,-0.43769,0.11059,-0.13158,25.02704,-0.73279,-0.34082,0.84863,893.96204
="2026/04/02 16:33:15.940",-0.85887,0.13304,0.46866,0.83757,-0.82669,-0.49166,0.06928,0.01352,0.02177,-0.50993,0.03286,0.25397,-1.32893,-0.06796,0.21576,9.09676,-0.29191,-0.25616,1.38876,890.38141
="2026/04/02 16:33:15.960",-0.45915,0.10903,0.83753,0.48511,-0.06713,-0.77299,-0.50906,0.04713,0.02688,-1.25507,-0.04714,1.96894,-0.65802,0.16891,-0.33332,0,-0.15429,0.34656,1.0062,880.25653
="2026/04/02 16:33:15.980",-0.029,0.06377,-0.16648,-0.38006,0.16385,0.04913,-0.45904,0.05254,0.03899,-1.36771,-0.09941,1.27064,-1.14767,0.15084,-0.08311,0,0.23257,0.33868,1.61284,865.68896
="2026/04/02 16:33:16.000",-0.46004,-0.0272,1.10986,1.61157,-0.07247,2.00113,-0.67402,0.016,0.05366,-1.80729,-0.11207,1.76755,-1.56556,0.03379,0.42967,0,0.45823,0.84411,1.48456,849.39209
="2026/04/02 16:33:16.020",0.33915,-0.07363,0.195,-0.09633,0.76147,0.43829,-0.7547,-0.11093,-0.00907,-1.52971,-0.07246,2.23736,-0.50786,0.21286,-0.32371,0,0.58926,0.98165,1.69764,834.8902
="2026/04/02 16:33:16.040",-0.05827,-0.30396,0.40495,0.76252,0.6809,2.1933,-0.98047,0.02104,0.06969,-1.43933,-0.21203,1.0773,-1.02847,0.04108,0.2266,0,0.82201,1.02247,1.57243,824.44055
="2026/04/02 16:33:16.060",-0.24642,-0.24872,0.92831,1.36696,0.95979,1.49876,-0.70199,0.05358,0.10701,-0.87542,-0.04414,1.07617,-0.09997,0.05393,0.11888,2.82877,0.5389,0.78155,0.04573,820.5777
="2026/04/02 16:33:16.080",0.49819,-0.15911,-0.39846,0.06858,1.25135,0.76735,-0.90204,0.04333,-0.04122,-0.51894,0.01694,1.33846,0.39302,0.10669,-0.00807,17.16959,0.51285,0.22124,1.32269,825.37372
="2026/04/02 16:33:16.100",-0.19734,-0.33175,0.4391,1.58409,0.67458,1.08296,-0.45763,-0.07295,0.03745,-0.31372,-0.04004,-0.02733,-0.49358,0.00604,0.65189,30.46207,0.51724,0.48378,1.33665,836.93976
="2026/04/02 16:33:16.120",-0.20158,-0.18006,0.46338,0.7689,1.41068,0.01731,-0.53179,0.06224,0.03131,-0.44413,0.02013,0.65738,0.4736,0.10229,-0.19591,41.83397,-0.0524,0.7705,0.66695,852.87213
="2026/04/02 16:33:16.140",0.39167,-0.12252,-0.8032,-0.77514,1.62249,-1.01933,-0.24956,-0.00892,0.05274,-0.07686,-0.1025,-0.31885,0.68061,0.18775,-0.3671,47.88436,-0.3089,-0.18457,1.0658,872.15912
="2026/04/02 16:33:16.160",-0.68459,-0.15291,0.41674,1.63982,0.02903,0.23882,0.33557,0.11666,0.09145,-0.00299,0.15615,-0.37613,0.62733,0.0015,0.32243,47.7907,-0.33314,0.08403,0.77249,890.11298
="2026/04/02 16:33:16.180",0.35386,-0.35572,-0.32961,-0.26444,0.82625,-2.62947,0.01009,-0.05523,0.01933,0.23544,0.06429,0.02345,1.33214,0.1841,-0.31254,45.13369,-0.60079,-0.13443,0.73639,905.53998
="2026/04/02 16:33:16.200",-0.03297,-0.26231,-0.45712,0.61814,0.58474,-1.30343,0.50844,0.04865,-0.03231,0.315,-0.15539,-1.30718,1.23362,0.02335,-0.16221,37.13353,-0.47185,-0.52789,0.28517,914.61731
="2026/04/02 16:33:16.220",-0.18368,-0.05111,0.19988,0.55249,-0.01027,-0.62254,0.91104,0.03338,-0.01824,0.33589,0.22353,-0.37773,1.47291,0.03257,-0.15354,26.63476,-0.47246,-0.40807,-0.81268,914.06781
="2026/04/02 16:33:16.240",0.77321,0.02432,-1.00127,-1.03087,-0.02382,-1.31732,0.71058,-0.00605,-0.01076,0.56299,0.00656,-1.035,1.5776,0.10046,-0.54321,16.97579,-0.13106,-0.86137,-1.31827,906.27332
="2026/04/02 16:33:16.260",0.09783,0.06263,-0.17555,0.25585,-0.69907,1.34167,1.03281,-0.05667,-0.06931,0.41176,-0.13136,-1.27926,0.79763,-0.04139,0.19722,6.45967,-0.02918,-0.62651,-2.33958,891.53809
="2026/04/02 16:33:16.280",0.5843,0.35885,-0.24871,-1.05001,-0.59903,0.31205,0.91345,-0.05172,-0.11074,0.73026,0.17137,-0.70486,1.03444,0.00791,-0.26149,0.82881,0.10837,-0.69852,-2.80051,872.3219
="2026/04/02 16:33:16.300",1.11046,0.26345,-1.26825,-1.31584,-1.10862,1.44811,1.07126,-0.04441,-0.17567,0.54798,-0.24742,-0.90546,0.33718,-0.08028,-0.49928,0.02014,0.4661,-0.77667,-2.66169,852.35516
="2026/04/02 16:33:16.320",-0.00136,0.21557,0.20936,-0.45287,-1.58404,2.15224,0.92195,-0.05631,-0.02744,0.71219,0.12909,-1.21868,-0.52719,-0.10127,0.12479,2.44482,0.35155,-0.44948,-3.19011,833.47229
="2026/04/02 16:33:16.340",0.85704,0.264,-0.78105,-1.78455,-1.0617,0.49573,0.59857,0.11365,-0.03684,0.76377,0.01359,-0.60377,0.1515,0.11222,-0.62691,10.01666,0.38023,-0.476,-3.07586,820.68011
="2026/04/02 16:33:16.360",0.39325,0.32471,-0.5805,-0.77606,-1.00994,0.42408,0.78997,-0.06375,0.01016,1.19507,0.16133,-1.65112,-0.71239,-0.12184,-0.27893,18.88624,0.36112,-0.65199,-2.08918,815.02423
="2026/04/02 16:33:16.380",-0.31805,0.18096,0.79147,0.48611,-0.60422,0.37961,0.40625,-0.09008,-0.04831,0.98806,0.10105,-0.18497,-0.87683,-0.0586,-0.07067,28.50015,-0.01215,0.13789,-1.3269,816.62048
="2026/04/02 16:33:16.400",0.42885,0.13306,-0.88151,-1.18889,0.22086,-1.98373,0.03272,-0.04091,-0.15979,1.07544,-0.03129,-0.4291,-0.81388,0.06203,-0.37557,36.65065,-0.05989,-0.2159,0.01237,826.72113
="2026/04/02 16:33:16.420",-0.91881,0.25783,0.57237,0.97369,-0.35442,-0.08711,-0.16393,0.04717,0.06741,0.66234,0.02099,-0.71841,-1.53067,-0.18805,0.18951,39.76459,-0.39813,0.12168,0.80947,841.04193
="2026/04/02 16:33:16.440",-0.34619,0.15776,0.37147,-0.46392,0.29769,-2.166,-0.21236,-0.0429,0.01121,0.16039,0.10449,0.86455,-0.87349,-0.01497,0.11689,40.13505,-0.50648,0.60429,2.16153,858.35089
="2026/04/02 16:33:16.460",-0.48313,-0.05589,-0.23619,0.22286,0.20917,-1.33626,-0.689,0.02406,-0.01246,-0.22651,-0.17478,0.48183,-1.27629,-0.04293,0.24697,36.6874,-0.37438,0.43751,3.29235,876.24298
="2026/04/02 16:33:16.480",-1.28231,-0.07629,1.40573,1.41478,-0.02756,-1.07996,-0.62071,0.03035,0.03377,-0.9412,-0.00537,1.55378,-1.07285,-0.12924,0.47938,28.981,-0.71633,1.0077,3.61048,890.17804
="2026/04/02 16:33:16.500",-0.32487,-0.23761,0.18702,0.14766,0.72783,-2.11327,-1.03307,0.02461,0.09072,-1.09837,-0.08309,1.99366,-0.42074,0.00344,-0.09829,18.45152,-0.63306,0.95188,3.83703,897.92871
="2026/04/02 16:33:16.520",-0.7388,-0.40144,0.62916,1.55526,0.40204,0.07148,-0.95469,0.00704,0.10008,-1.65081,-0.29294,1.63785,-0.71097,-0.07249,0.58323,5.53842,-0.32572,0.90723,3.64041,898.16547
="2026/04/02 16:33:16.540",-0.85364,-0.2987,1.60129,1.2003,1.01173,-0.50593,-1.19098,0.09831,0.16091,-1.43234,-0.05001,1.96892,0.43,0.02352,0.2325,0,-0.38033,1.01826,2.67716,892.13873
="2026/04/02 16:33:16.560",0.46693,-0.21416,-0.43575,0.42097,0.92853,0.23865,-0.89293,0.11046,0.10255,-1.55237,-0.02014,2.23698,1.24987,-0.00436,-0.27135,0,0.37822,0.50734,2.43692,881.52148
="2026/04/02 16:33:16.580",-0.34048,-0.22349,1.02689,1.81702,0.86062,1.81508,-0.78702,0.07854,0.06129,-1.46422,-0.2082,1.31548,0.6654,-0.20265,0.73655,0,0.53747,0.69706,1.33437,867.30341
="2026/04/02 16:33:16.600",0.80858,-0.28023,0.50075,0.52878,1.20047,2.60496,-0.55809,-0.03895,0.03147,-1.29,-0.18823,1.72374,1.32588,0.16107,0.17301,0,0.57583,0.52764,0.32001,853.27789
="2026/04/02 16:33:16.620",0.79777,-0.30488,-0.70324,-0.44858,0.15613,2.11597,-0.53126,-0.01904,0.07621,-0.71777,0.00801,-0.05505,1.25051,-0.01459,0.05525,1.37105,0.96955,-0.00704,-0.25612,842.18054
="2026/04/02 16:33:16.640",0.21399,-0.25179,0.64038,1.21593,-0.07454,2.97399,-0.15132,0.11251,0.00517,-0.23657,0.03031,-0.08078,1.22173,0.01759,0.28088,13.41305,0.74844,0.18067,-1.64603,835.03174
="2026/04/02 16:33:16.660",1.27645,-0.2649,-1.09719,-0.66388,1.02784,0.61713,0.20104,-0.01384,-0.13064,0.41171,0.01879,-0.28009,1.64342,0.20966,-0.61365,28.0593,0.47896,-0.29052,-2.28401,835.24426
="2026/04/02 16:33:16.680",0.24264,-0.06132,-0.6193,0.7808,0.07009,1.72058,0.54412,-0.03851,-0.04365,1.01805,0.00161,-1.85978,0.84444,0.0529,0.24845,39.74342,0.45954,-0.75256,-2.27801,841.97736
="2026/04/02 16:33:16.700",0.54757,0.15239,-0.17671,0.19077,-0.04385,-0.40021,0.44127,0.05174,0.03814,1.45061,0.23221,-1.31964,1.21244,-0.01148,-0.4793,48.79955,-0.20249,-0.55068,-2.65069,853.72675
="2026/04/02 16:33:16.720",0.3974,0.13178,-1.18486,-0.92022,0.09497,-1.3894,0.95464,-0.02694,-0.13254,1.84747,0.10866,-2.08358,0.98572,0.00205,-0.61786,53.60842,-0.17877,-0.8912,-1.81375,867.67639
="2026/04/02 16:33:16.740",-0.09295,0.29052,0.11792,0.37028,-0.43254,-0.65553,0.88559,-0.05056,-0.06863,1.38434,0.05638,-2.14473,0.35013,-0.05443,-0.08463,52.40581,-0.57651,-0.91516,-2.09595,881.3385
="2026/04/02 16:33:16.760",0.05298,0.21078,-0.51216,-1.16626,-0.34017,-2.85578,0.86349,-0.04766,-0.0688,1.62948,0.1657,-1.54212,0.67095,0.02907,-0.60591,47.62381,-0.72596,-1.17384,-1.57939,893.54205
="2026/04/02 16:33:16.780",0.0634,0.2117,-1.17892,-0.75316,-0.91093,-1.35489,1.43312,-0.18996,-0.20713,0.95626,0.07031,-1.72343,-0.29986,-0.07993,-0.03847,37.73203,-0.48462,-1.61687,-0.9281,900.52557
="2026/04/02 16:33:16.800",-0.81428,0.25266,0.6285,-0.28209,-0.78236,-2.09144,0.63019,-0.10385,-0.19172,0.62729,-0.06392,-1.07316,-0.73321,-0.00396,0.01137,25.33112,-0.87553,-0.84388,-1.46235,899.15057
="2026/04/02 16:33:16.820",0.04261,0.35874,-1.23255,-1.83595,-0.4295,-1.94028,0.69785,-0.0152,-0.06338,0.20314,0.16424,-0.43082,-0.57486,0.1451,-0.36835,13.58219,-0.35716,-0.90046,-1.05392,891.71899
="2026/04/02 16:33:16.840",-0.37704,0.53029,0.02947,-0.89822,-0.49619,-1.18596,0.67385,0.13828,-0.04297,-0.20874,-0.05013,-0.87382,-1.52468,-0.0799,-0.00559,1.8603,-0.13107,-0.64789,-0.58061,878.77405
="2026/04/02 16:33:16.860",-0.32944,0.33879,0.45681,-0.67512,-0.07015,-0.11777,0.19583,-0.0412,-0.13813,-0.39919,-0.12405,0.75686,-1.19504,0.02078,-0.10692,0,0.07226,0.10292,-0.6394,861.06818
="2026/04/02 16:33:16.880",0.19922,0.21726,-0.72503,-1.60603,-0.39958,-0.14024,0.25753,-0.03027,-0.15759,-0.53648,0.05483,0.26258,-1.36536,0.04697,-0.15972,0,0.44761,0.07709,-0.08757,843.255
="2026/04/02 16:33:16.900",-0.32897,0.13575,0.90139,0.14915,-0.90119,2.4364,-0.41279,-0.03926,-0.00844,-0.80596,-0.12853,0.84542,-2.23491,-0.14598,0.36481,0,0.63635,0.69958,0.34267,827.54242
="2026/04/02 16:33:16.920",0.10606,-0.09555,0.01713,-1.39899,-0.37107,0.50252,-0.60227,0.0231,0.01508,-0.66664,0.00675,1.59448,-1.00212,0.10606,-0.41623,1.51499,0.51953,0.90782,0.44637,817.85126
="2026/04/02 16:33:16.940",-0.2165,-0.11132,0.23679,0.01675,-0.55808,2.1002,-0.62125,0.01688,0.03386,-0.50692,-0.17625,0.61912,-1.54219,-0.01672,0.19642,10.26823,0.67599,0.87412,0.85763,814.88232
="2026/04/02 16:33:16.960",-0.23992,-0.08137,1.15252,0.96477,-0.27539,1.83251,-1.07263,0.00936,0.06639,-0.66671,0.02617,1.72108,-1.17251,-0.01317,0.42984,19.67275,0.16084,1.33068,1.22565,818.09906
="2026/04/02 16:33:16.980",-0.06827,-0.26093,-0.1856,-0.04285,0.45964,-0.25066,-1.07746,0.03323,0.07353,-0.37816,0.01517,1.31418,-0.52694,0.13739,0.14719,29.65914,0.20628,0.88388,1.95611,829.875
="2026/04/02 16:33:17.000",-0.50963,-0.11595,1.0872,2.00447,0.48404,0.35229,-0.96199,0.03698,0.10483,-0.67923,-0.19703,0.78117,-0.68343,-0.01964,0.4106,36.25059,-0.19031,0.92999,2.63677,847.31885
="2026/04/02 16:33:17.020",-0.98082,-0.4157,1.05386,1.12731,1.17814,-1.57401,-1.43344,0.06588,0.12419,-0.3756,0.18846,1.14255,0.44298,0.12688,-0.07601,39.08829,-0.63024,1.43198,2.24133,866.74524
="2026/04/02 16:33:17.040",0.18319,-0.40215,-0.40441,1.29005,1.3729,-1.77771,-0.84222,0.11003,0.16694,-0.5941,-0.00276,0.63937,0.81751,0.11895,-0.18735,37.4468,-0.56675,0.29037,2.84529,886.80707
="2026/04/02 16:33:17.060",-1.03732,-0.43458,1.34454,2.37247,1.60934,-1.42491,-0.74365,0.08464,0.1193,-0.53881,-0.25373,0.60403,0.90077,-0.08883,0.37017,30.87418,-0.89976,0.23864,2.30154,902.17255
="2026/04/02 16:33:17.080",-0.22151,-0.5766,-0.1391,1.11261,1.03803,-1.41841,-0.91894,0.00662,0.03266,-0.56861,0.178,1.3103,2.01933,0.13573,-0.33303,23.15235,-0.73433,0.05527,2.35025,911.79218
="2026/04/02 16:33:17.100",0.19226,-0.3295,-0.2236,1.14877,0.24277,-0.89708,-0.41624,-0.04541,0.02236,-0.55436,-0.01876,-0.22807,1.39045,0.01756,0.25853,13.76628,-0.21542,-0.33347,1.48309,912.58624
="2026/04/02 16:33:17.120",-0.32435,-0.0012,0.69705,1.09155,0.84326,0.06403,0.45328,0.01102,0.10293,-0.74321,-0.00135,0.76683,2.0539,0.10842,-0.02276,5.57969,-0.32187,-0.00989,0.40633,904.82513
="2026/04/02 16:33:17.140",0.91495,-0.16248,-0.78678,-0.487,1.0411,-0.63035,-0.10611,-0.00469,-0.02588,-0.27434,0.01996,-0.0522,2.07842,0.23885,-0.13199,0.87309,0.2371,-0.66353,-0.30554,893.0332
="2026/04/02 16:33:17.160",0.20086,-0.01385,0.04315,0.94619,-0.15748,2.14563,0.61175,-0.00939,0.0484,0.00825,-0.05647,-0.76643,1.30137,-0.06627,0.00066,0,0.56032,-0.68027,-1.77679,875.85333
="2026/04/02 16:33:17.180",0.85588,0.01159,-0.54462,-0.72863,0.04749,0.96076,0.78158,-0.03316,-0.07017,0.30138,0.11447,-0.20935,1.79024,0.06086,-0.26928,2.88239,0.6488,-0.50524,-2.78053,857.27972
="2026/04/02 16:33:17.200",0.95079,0.1454,-1.26542,-1.06901,-0.17821,1.38041,0.77751,-0.03845,-0.10114,0.97609,-0.12582,-1.69729,1.05764,0.07887,-0.2946,10.60842,0.86488,-1.03931,-3.22459,841.53479
="2026/04/02 16:33:17.220",0.64931,0.3412,-0.0287,-0.42335,-0.71745,2.59499,0.88532,-0.01213,-0.07258,1.05829,-0.06549,-1.40335,0.46089,-0.07246,0.10147,19.94403,0.76194,-0.72651,-3.81412,829.85565
="2026/04/02 16:33:17.240",1.06034,0.03752,-1.61658,-1.97937,-0.75903,0.54707,0.92073,-0.08974,-0.07862,1.66596,0.25445,-1.65281,0.33604,0.14701,-0.4019,31.05074,0.63253,-0.90036,-4.08701,825.84357
="2026/04/02 16:33:17.260",0.75997,0.34287,-1.00058,-0.88651,-1.20363,1.31781,1.68058,-0.02929,-0.1049,1.81036,-0.01256,-2.28673,-0.88628,-0.0858,0.09307,39.72068,0.63044,-1.29826,-3.00558,828.34338
="2026/04/02 16:33:17.280",-0.2774,0.32412,0.18447,-1.03205,-0.90448,0.08865,0.76705,-0.12902,-0.12746,1.61323,0.06057,-1.44271,-0.95631,-0.05485,0.02927,46.31377,-0.14351,-0.24377,-3.1076,836.53351
="2026/04/02 16:33:17.300",0.4392,0.45675,-1.41944,-1.74376,-1.1353,-0.93473,0.58053,-0.01149,-0.11059,1.60068,0.3308,-1.65295,-1.44626,0.05,-0.43919,49.21739,-0.06557,-0.61331,-1.58365,850.28375
="2026/04/02 16:33:17.320",-0.67221,0.49409,0.58672,-0.63471,-1.12996,-0.33033,0.85661,0.00466,0.07278,1.00459,-0.07461,-1.86279,-2.3737,-0.27573,0.37691,45.39227,-0.50222,-0.14286,-0.66838,864.6037
="2026/04/02 16:33:17.340",-0.49636,0.38477,0.01605,-1.30238,-0.68838,-2.18877,0.22853,0.03535,-0.08889,0.38125,0.27918,-0.10624,-1.598,-0.07599,-0.34454,38.48249,-0.84554,0.27126,0.62209,877.77496
="2026/04/02 16:33:17.360",-0.61004,0.10494,-0.11028,-1.06935,-0.78465,-1.97356,-0.16246,-0.01826,-0.0633,0.01029,-0.20135,-0.37504,-2.0762,-0.07447,0.12853,27.55245,-0.47587,-0.05853,1.92777,887.27155
="2026/04/02 16:33:17.380",-1.31877,-0.02063,1.32394,0.28653,-1.01644,-0.76021,0.07801,-0.04938,0.01343,-0.82901,0.15149,0.46765,-2.00735,-0.21781,0.44321,14.18189,-0.80982,0.64212,1.83268,890.56628
="2026/04/02 16:33:17.400",-0.17906,-0.13414,-0.16519,-1.21831,0.08621,-2.66,-0.46808,-0.0217,-0.05785,-1.20859,-0.03378,1.46921,-1.5117,0.01563,-0.16619,2.63021,-0.46155,0.52185,2.55895,888.44348
="2026/04/02 16:33:17.420",-1.12843,-0.18602,1.00691,0.33099,-0.21675,0.02069,-0.65419,-0.01285,0.00725,-1.5692,-0.26163,1.11312,-1.68514,-0.1148,0.57257,0,-0.13933,0.60151,3.17128,880.07397
="2026/04/02 16:33:17.440",-0.20497,-0.27297,1.01132,0.60487,0.14607,-0.251,-1.02093,0.01019,0.10886,-1.99666,0.03427,2.55248,-0.70427,0.03645,-0.03681,0,0.03896,1.01912,2.36615,867.28662
="2026/04/02 16:33:17.460",-0.06819,-0.31922,0.02029,-0.15757,0.77097,0.03254,-1.04882,-0.01095,0.05482,-1.63056,-0.25724,2.028,-0.45622,0.02037,-0.20733,0,0.52954,0.51043,2.57624,853.39618
="2026/04/02 16:33:17.480",-0.41967,-0.07936,1.42091,1.57651,0.90603,2.28063,-0.6364,0.09673,0.12242,-2.02979,-0.32796,2.26396,-0.31732,-0.05289,0.54313,0,0.5219,0.9664,2.47236,840.09552
="2026/04/02 16:33:17.500",0.21841,-0.21197,0.4323,0.48068,1.42153,0.41895,-1.52296,-0.00845,0.10113,-1.72761,0.08623,2.56928,0.54853,0.17033,-0.08704,0,0.49323,1.3247,1.39137,830.97815
="2026/04/02 16:33:17.520",0.55221,-0.26725,-0.54397,0.85698,1.47528,2.02614,-0.79212,0.1312,0.1304,-0.94609,-0.3148,0.56767,0.01599,0.12255,0.26682,11.98795,0.8096,-0.01151,1.28108,827.98535
="2026/04/02 16:33:17.540",-0.04869,-0.37734,1.02702,1.71513,1.34488,1.27196,-0.49965,0.10291,0.22768,-0.60739,0.0833,1.06639,0.73215,0.03844,0.06536,25.31574,0.3803,0.50516,0.22641,831.4823
="2026/04/02 16:33:17.560",0.66529,-0.43402,-0.98103,0.55941,1.34691,-0.54521,-0.48521,0.0291,0.05524,0.25248,0.03022,0.67983,1.66608,0.25424,-0.32182,38.22513,0.05065,0.31482,-0.17641,841.61121
="2026/04/02 16:33:17.580",-0.03266,-0.1263,0.07397,1.79812,0.9381,1.32715,-0.16071,0.0155,0.12654,0.49738,-0.02985,-1.0202,0.76335,0.03872,0.49511,45.54615,-0.00224,-0.04673,-0.06061,857.28198
="2026/04/02 16:33:17.600",0.37044,0.13716,-0.1638,1.0516,0.91117,-0.3628,-0.16195,0.06288,-0.00055,0.77106,0.21281,-0.30672,1.4696,0.05771,-0.49398,48.44584,-0.52479,-0.0464,-0.72623,875.12891
="2026/04/02 16:33:17.620",0.48859,0.03675,-1.13527,-0.4823,0.57278,-1.76363,0.53334,-0.06731,-0.09002,1.28705,-0.00398,-1.37212,1.75256,0.02732,-0.37761,47.65625,-0.30847,-0.6079,-0.344,892.02441
="2026/04/02 16:33:17.640",-0.22113,0.09745,0.11755,1.58179,-0.12147,0.00096,0.57192,0.0518,-0.0784,0.86517,0.02272,-1.65317,1.23523,-0.07803,0.35119,42.11208,-0.50859,-0.39061,-0.83243,904.32501
="2026/04/02 16:33:17.660",0.51474,0.10039,-0.86365,-0.66867,0.23921,-2.36661,0.55782,-0.05476,-0.1144,1.21538,0.20717,-1.20842,1.61978,0.05442,-0.57699,33.6165,-0.66786,-0.70047,-1.02774,910.94104
="2026/04/02 16:33:17.680",-0.14947,0.04985,-0.80661,-0.6822,-0.49862,-0.71798,0.8253,0.02594,-0.00076,1.09759,-0.04321,-2.21003,0.93656,-0.06871,-0.06405,22.57839,-0.43684,-1.0437,-1.32448,910.36511
="2026/04/02 16:33:17.700",0.19492,0.1124,0.14774,-0.10424,-1.00072,-0.54284,0.94401,-0.05605,-0.03844,0.90636,0.17669,-1.26169,0.81993,-0.01177,-0.07032,11.02914,-0.2125,-0.69226,-2.02083,901.5271
="2026/04/02 16:33:17.720",0.56791,0.0975,-1.36238,-2.2286,-0.90112,-0.91171,0.12707,0.02088,-0.03201,1.04661,0.30102,-1.30146,0.5447,-0.05417,-0.33382,2.85071,0.06359,-0.88679,-2.17303,887.06079
="2026/04/02 16:33:17.740",0.37026,0.27972,-0.19621,-0.93491,-1.19675,1.67186,1.28196,0.03038,-0.07211,0.70357,-0.32319,-1.84834,-0.50681,-0.22256,0.12434,0,0.49326,-0.77281,-1.77665,867.88049
="2026/04/02 16:33:17.760",0.20237,0.38387,0.19827,-1.97378,-1.41715,0.9458,0.76665,-0.14093,-0.14747,0.62313,0.27465,0.10295,0.31849,-0.12561,-0.33398,0,0.55876,0.06161,-2.24571,847.06543
="2026/04/02 16:33:17.780",0.75081,0.42506,-1.0531,-2.39148,-1.69133,1.85953,0.4516,-0.08737,-0.19968,0.54674,-0.23274,-0.71817,-0.52051,0.04559,-0.22821,3.99963,0.92685,-0.30055,-1.28042,829.51453
="2026/04/02 16:33:17.800",0.13038,0.17264,0.61858,-0.26994,-2.1648,3.44085,0.44767,0.07094,0.05834,0.28516,0.13303,-0.39186,-1.65975,-0.17797,0.13432,11.38649,0.98306,0.21836,-1.40362,816.84906
="2026/04/02 16:33:17.820",0.29227,-0.06257,-0.70088,-2.24748,-1.18898,0.79802,0.34158,-0.1147,-0.09889,0.3723,-0.04542,0.53782,-0.97635,0.03502,-0.41548,21.11974,0.65577,0.06708,-1.04736,811.22186
="2026/04/02 16:33:17.840",0.09594,-0.10401,-0.38329,-0.45075,-1.1695,1.60682,-0.34565,0.02332,0.02912,0.27946,-0.11207,-0.38754,-2.0273,-0.03699,0.11081,29.91976,0.64645,-0.01606,-0.50428,814.07458
="2026/04/02 16:33:17.860",-0.47172,-0.04772,0.69729,0.82429,-0.88639,1.17474,-0.24181,0.02448,-0.01922,-0.04896,0.19806,1.09103,-1.75233,0.11987,0.35486,37.16835,0.13206,0.6885,0.36795,823.95575
="2026/04/02 16:33:17.880",-0.18495,-0.17474,-0.40537,-0.56656,0.19272,-1.2154,-0.39511,-0.02145,0.00976,-0.00115,-0.11231,0.84759,-1.51141,0.19705,-0.04853,41.37177,-0.14879,0.28038,1.69229,840.82928
="2026/04/02 16:33:17.900",-1.03261,-0.10225,0.77486,2.1438,0.15233,-0.42174,-0.60323,-0.02532,0.0303,-0.44736,-0.0935,0.59449,-1.86371,-0.00593,0.30206,38.98963,-0.47765,0.56308,1.96995,860.30402
="2026/04/02 16:33:17.920",-0.59942,-0.12958,0.42814,0.87631,1.01458,-2.38725,-0.76938,-0.01883,0.05887,-0.64934,0.13997,1.62039,-0.85596,0.10425,0.21523,33.24267,-0.67132,0.78737,2.51734,878.0415
="2026/04/02 16:33:17.940",-0.8099,-0.22475,0.20514,1.27954,1.36512,-2.04748,-1.07699,-0.00011,0.07694,-1.08624,-0.13735,0.83559,-1.03003,0.12316,0.34367,25.13453,-0.77828,0.5365,3.63329,893.43445
="2026/04/02 16:33:17.960",-1.2802,-0.19988,1.172,2.46456,1.29104,-1.71994,0.04449,0.0093,0.07086,-1.38907,-0.00154,1.35644,-0.32762,-0.05935,0.36657,13.06795,-0.7832,0.70209,2.8586,902.50452
="2026/04/02 16:33:17.980",-0.62208,-0.23982,0.22296,0.47935,1.83327,-2.64518,-1.20355,-0.07094,-0.00903,-1.7506,0.15085,2.17307,0.53466,0.13579,0.01404,2.73112,-0.72136,0.38429,2.63419,904.96216
="2026/04/02 16:33:18.000",-0.19342,-0.44773,0.17352,1.65133,1.37527,-0.17403,-0.7761,0.01323,0.00025,-1.59075,-0.1993,0.41812,-0.5011,0.2166,0.73061,0,-0.12814,-0.26853,2.57378,899.89124
="2026/04/02 16:33:18.020",-0.60832,-0.51268,1.46333,0.89797,1.19195,-0.65283,-0.54772,0.0096,0.11444,-1.78242,0.14332,1.81157,0.59537,0.07346,0.06122,0,0.02818,0.51178,1.63579,887.22784
