time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:30:29.040",-0.01414,0.0034,-0.0011,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.060",-0.01386,0.00578,-0.00708,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.080",-0.00917,-0.00276,0.01122,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.100",-0.01225,0.00643,0.00339,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.120",0.00223,-0.00301,0.02486,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.140",0.00466,0.00109,0.01656,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.160",0.00058,0.00147,0.01544,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.180",0.01254,0.00511,0.02707,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.200",-0.00256,-0.00085,0.00151,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.220",0.00393,0.00258,0.01241,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.240",0.0089,0.01414,0.01149,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.260",-0.00867,0.00945,-0.00025,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.280",0.00205,0.0034,-0.01607,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.300",-0.00861,0.00493,-0.02669,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.320",-0.00916,0.00991,-0.01652,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.340",-0.01895,0.00488,-0.01618,,,,,,,,,,,,,,,,,
="2026/04/02 16:30:29.360",-0.01513,0.00318,0.01613,,,,,,,-0.05711,-0.00288,0.00473,,,,,,,,
="2026/04/02 16:30:29.380",-0.01488,0.00338,0.02359,,,,,,,-0.03139,-0.00109,0.0176,,,,,,,,
="2026/04/02 16:30:29.400",-0.01891,-0.00191,0.01807,,,,,,,-0.00645,0.00272,0.0435,,,,,,,,
="2026/04/02 16:30:29.420",0.0015,-0.00117,0.01631,,,,,,,0.01761,-0.00185,0.03568,,,,,,,,
="2026/04/02 16:30:29.440",0.00081,-0.00477,0.0047,,,,,,,0.03133,-0.00238,0.03496,,,,,,,,
="2026/04/02 16:30:29.460",0.01833,-0.00507,0.01179,,,,,,,0.05363,-0.00038,0.02577,,,,,,,,
="2026/04/02 16:30:29.480",0.02133,-0.01253,0.01231,,,,,,,0.0516,-0.00439,0.01249,,,,,,,,
="2026/04/02 16:30:29.500",0.00101,-0.0097,0.00766,,,,,,,0.06281,-0.00258,0.00683,,,,,,,,
="2026/04/02 16:30:29.520",0.02605,-0.00579,0.00945,,,,,,,0.03008,0.00239,-0.01462,,,,,,,,
="2026/04/02 16:30:29.540",0.00279,0.00492,-0.0026,,,,,,,0.00303,0.004,-0.0218,,,,,,,,
="2026/04/02 16:30:29.560",0.00622,0.00483,-0.00573,,,,,,,0.00051,0.00097,-0.03234,,,,,,,,
="2026/04/02 16:30:29.580",0.00503,0.00743,-0.0159,,,,,,,-0.02029,0.01046,-0.02208,,,,,,,,
="2026/04/02 16:30:29.600",-0.0099,0.01432,-0.02034,,,,,,,-0.04086,0.00142,-0.02627,,,,,,,,
="2026/04/02 16:30:29.620",-0.00663,0.0136,-0.0217,,,,,,,-0.05986,0.00247,-0.00406,,,,,,,,
="2026/04/02 16:30:29.640",-0.01241,0.00672,-0.01164,,,,,,,-0.04442,0.00905,0.01083,,,,,,,,
="2026/04/02 16:30:29.660",-0.01358,0.00127,0.00184,,,,,,,-0.04142,-0.00161,0.01695,,,,,,,,
="2026/04/02 16:30:29.680",-0.0063,0.00108,0.02222,,,,,,,-0.01374,-0.00477,0.02517,,,,,,,,
="2026/04/02 16:30:29.700",-0.01775,-0.01197,0.00919,,,,,,,0.00409,0.00169,0.0307,,,,,,,,
="2026/04/02 16:30:29.720",0.00118,-0.00202,0.00388,,,,,,,0.0349,-0.00033,0.04365,,,,,,,,
="2026/04/02 16:30:29.740",-0.0092,-0.00355,0.02063,,,,,,,0.03235,-0.01002,0.03175,,,,,,,,
="2026/04/02 16:30:29.760",0.00545,-0.00728,0.0212,,,,,,,0.0492,-0.00102,0.02188,,,,,,,,
="2026/04/02 16:30:29.780",0.0054,-0.00388,0.02428,,,,,,,0.04958,-0.01011,0.01285,,,,,,,,
="2026/04/02 16:30:29.800",0.01094,-0.00073,0.01406,,,,,,,0.03792,0.00505,-0.01034,,,,,,,,
="2026/04/02 16:30:29.820",0.0128,-0.00144,-0.00012,,,,,,,0.02278,0.00113,-0.0149,,,,,,,,
="2026/04/02 16:30:29.840",-0.00768,0.00045,-0.00315,,,,,,,0.0118,0.00579,-0.01138,,,,,,,,
="2026/04/02 16:30:29.860",-0.00202,0.00273,-0.0146,,,,,,,-0.02101,0.00592,-0.00707,,,,,,,,
="2026/04/02 16:30:29.880",-0.01065,0.00223,-0.0229,,,,,,,-0.03618,0.00067,-0.0254,,,,,,,,
="2026/04/02 16:30:29.900",-0.02334,-0.00017,-0.02812,,,,,,,-0.04944,-0.00326,-0.02395,,,,,,,,
="2026/04/02 16:30:29.920",-0.00163,0.00278,-0.0249,,,,,,,-0.06293,0.0047,-0.00562,,,,,,,,
="2026/04/02 16:30:29.940",-0.20411,0.02857,0.10764,,,,,,,-0.05616,-0.00242,-0.00947,,,,,,,,
="2026/04/02 16:30:29.960",2.22942,0.04318,-2.54984,,,,,,,-0.40557,-0.1433,2.73158,,,,,,,,
="2026/04/02 16:30:29.980",-3.09313,-0.23753,2.50958,,,,,,,-0.23883,1.02295,-1.18011,,,,,,,,
="2026/04/02 16:30:30.000",2.40091,-0.11299,-1.40127,,,,,,,-0.58245,-0.57064,-1.69896,,,,18.63507,863.31183,,,
="2026/04/02 16:30:30.020",-0.35828,-0.46106,-1.18944,,,,,,,-0.02806,-1.57363,-0.48492,,,,17.94278,862.84283,,,
="2026/04/02 16:30:30.040",-1.83599,-0.14668,2.12515,-0.02141,0.00555,0.0118,,,,-0.63023,1.13417,-1.95683,,,,17.87612,862.45276,-0.00402,0.00097,0.00862
="2026/04/02 16:30:30.060",2.81788,0.13608,-2.99792,-0.01422,-0.0032,0.00305,,,,-0.36126,-0.52708,0.69612,,,,18.86084,861.98584,-0.00928,-0.00077,-0.00366
="2026/04/02 16:30:30.080",-2.75674,0.45023,2.38869,-0.01305,-0.0098,-0.00999,,,,0.17019,0.64498,0.86896,,,,19.44142,861.32599,-0.01099,0.00754,0.01041
="2026/04/02 16:30:30.100",1.51448,0.48066,0.81624,0.06113,0.00726,-0.01322,,,,-0.23157,0.98537,2.03832,,,,20.3738,861.01776,-0.00541,0.00535,-0.00857
="2026/04/02 16:30:30.120",-0.97406,-0.08303,-0.87495,-0.00222,-0.0042,0.00199,,,,0.56096,0.0872,3.44217,,,,22.09398,861.73126,-0.00426,0.00358,-0.0037
="2026/04/02 16:30:30.140",-1.50412,-0.2382,2.75748,-0.04031,-0.00083,0.02636,,,,0.1631,0.92673,3.03759,,,,22.71152,862.98462,0.00908,0.00842,-0.0073
="2026/04/02 16:30:30.160",1.38461,-0.51969,-0.50043,-0.01084,-0.0035,0.0065,,,,-0.00713,-0.19364,3.60625,,,,22.62504,864.00653,-0.01238,0.0032,-0.00561
="2026/04/02 16:30:30.180",-2.58393,-0.26863,1.07837,0.01381,0.0084,-0.00704,,,,0.78054,0.29863,2.88377,,,,22.12783,864.66547,-0.00738,0.00279,-0.00859
="2026/04/02 16:30:30.200",1.27073,-0.1311,1.46829,-0.01753,-0.01126,0.00534,,,,0.01658,0.44528,2.33375,,,,21.36794,865.37268,-0.01477,-0.00806,-0.00789
="2026/04/02 16:30:30.220",-0.55928,-0.28445,-1.51136,0.03462,-0.00218,-0.0121,,,,0.42581,-0.55122,1.93481,,,,20.41384,866.00269,-0.0278,-0.00139,-0.00912
="2026/04/02 16:30:30.240",-0.78342,-0.02615,1.32218,-0.01647,-0.0087,-0.0077,,,,0.28026,0.34321,-0.59174,,,,19.61465,865.80139,-0.00999,-0.00362,0.01461
="2026/04/02 16:30:30.260",2.20605,0.05101,-1.13927,-0.00818,-0.00499,-0.00383,,,,-0.26633,-0.14447,-1.57507,,,,18.90393,865.57849,-0.01132,-0.00922,0.01855
="2026/04/02 16:30:30.280",-1.07418,0.04567,-1.098,-0.02232,0.00335,0.01251,,,,0.5437,-0.12434,-2.78095,,,,18.12138,865.02051,0.0049,-0.00037,0.00324
="2026/04/02 16:30:30.300",2.19831,0.13011,0.46293,-0.00346,-0.00024,0.00673,,,,-0.44474,0.05808,-3.87725,,,,17.66323,863.3559,-0.01144,-0.00595,0.00635
="2026/04/02 16:30:30.320",0.42528,0.0014,-2.60955,-0.02125,-0.00834,-0.00182,,,,-0.1303,-0.59165,-3.61309,,,,17.36309,862.47406,-0.00617,-0.00057,-0.00741
="2026/04/02 16:30:30.340",0.00382,0.11541,0.138,-0.02091,-0.00688,-0.00733,,,,-0.1475,-0.11277,-4.08481,,,,17.42387,862.30341,-0.00085,-0.00964,-0.0164
="2026/04/02 16:30:30.360",1.77225,0.15165,-1.17605,0.01706,0.0003,-0.01204,-0.01271,-0.0087,0.0208,-0.9399,-0.68177,-3.89535,-0.07337,0.0034,0.03837,19.00219,861.27527,-0.00267,-0.00335,0.00625
="2026/04/02 16:30:30.380",-1.05642,0.37738,-1.76223,0.00717,-0.00003,0.01539,-0.00132,-0.00067,0.03244,0.01454,-1.16807,-2.46847,-0.04187,0.00246,0.01657,20.37924,860.69324,-0.01102,0.00152,-0.00079
="2026/04/02 16:30:30.400",0.60329,0.40935,1.9877,0.00074,-0.00623,-0.00847,0.01313,-0.00194,0.04392,-0.83555,-0.05531,-2.04046,-0.04613,-0.00152,0.02112,21.65877,861.00592,-0.00413,0.00836,-0.00041
="2026/04/02 16:30:30.420",-0.45938,0.31069,-1.75821,-0.03119,-0.01667,-0.0044,0.02584,-0.00655,0.00948,-0.50801,-0.77904,-0.08681,0.00767,-0.00519,0.04433,22.39917,861.57892,-0.00385,0.00055,-0.0106
="2026/04/02 16:30:30.440",-1.03858,0.24073,1.16994,-0.00981,-0.0066,-0.00054,0.04833,0.00146,0.01214,0.10262,-0.5594,1.0108,0.03879,-0.00152,0.03036,22.48301,862.54053,-0.01041,-0.00242,-0.0088
="2026/04/02 16:30:30.460",0.29583,0.05508,1.20853,-0.01036,-0.00411,0.00601,0.02132,-0.00457,0.02038,-0.807,-0.38433,1.75526,0.04473,0.00039,0.02419,22.59342,864.42505,0.46277,-0.09363,-0.05624
="2026/04/02 16:30:30.480",-1.95301,-0.00453,-0.8853,-0.03523,-0.00192,-0.00899,0.01844,-0.00194,-0.01181,0.56954,-0.48154,2.60812,0.08366,0.00517,0.01189,21.78384,865.78741,-0.60171,0.54301,-0.75568
="2026/04/02 16:30:30.500",0.29847,0.08445,2.15701,-0.00312,-0.0002,0.00499,0.01105,0.00143,-0.00041,-0.19287,0.04076,2.18906,0.07016,-0.00498,-0.00886,20.90141,865.65631,-3.90481,-0.31105,-0.35949
="2026/04/02 16:30:30.520",-0.74812,0.06645,-0.30465,0.03462,0.00338,-0.00407,-0.00245,0.00442,-0.02463,0.09888,-0.02213,1.98443,0.05744,-0.00528,-0.02601,20.1123,865.55707,-0.31478,0.40962,-1.1007
="2026/04/02 16:30:30.540",-0.53225,0.13281,0.3472,-0.01092,0.0007,0.00597,-0.00409,-0.00438,-0.02862,0.80125,0.28033,1.23123,0.04058,0.00184,-0.03074,18.80898,865.88647,-0.71528,0.47659,-0.63101
="2026/04/02 16:30:30.560",0.85297,0.04943,1.40895,-0.02437,-0.00371,0.01657,-0.03227,0.00334,-0.02089,-0.11161,0.62916,1.14246,-0.00701,-0.00254,-0.05141,17.68472,865.60229,-1.96656,-0.12176,1.30462
="2026/04/02 16:30:30.580",-1.02241,-0.07963,-1.17318,-0.01759,-0.0078,-0.00869,-0.03142,0.00679,-0.0187,0.71129,0.60253,0.18049,-0.02527,0.0065,-0.0378,17.03499,864.82031,1.80674,0.17063,-0.40578
="2026/04/02 16:30:30.600",1.20275,0.04087,1.22894,-0.0265,-0.00246,-0.00595,-0.02026,0.00251,-0.0271,0.18954,0.6813,-0.28121,-0.0418,0.01014,-0.01333,17.16341,863.68561,-0.82386,-0.19777,0.40256
="2026/04/02 16:30:30.620",-0.04343,0.11549,-0.41287,-0.00529,-0.00479,0.00499,-0.03178,0.0064,0.00014,-0.02016,0.86364,-0.11033,-0.0613,-0.00182,-0.0098,18.20874,862.56049,0.41713,-0.13879,1.15819
="2026/04/02 16:30:30.640",-0.52634,-0.0976,-0.00023,-0.00794,0.00506,0.00114,-0.02266,-0.00277,0.01749,0.40219,1.36522,-0.52111,-0.06991,-0.00106,0.00291,18.75427,861.96106,0.82685,0.17095,-0.38523
="2026/04/02 16:30:30.660",1.5612,-0.17609,0.49305,0.01451,0.0034,0.00571,-0.00716,-0.00352,0.01308,-0.44719,0.69123,-0.34332,-0.06381,0.0021,0.0111,19.56832,861.77832,0.02404,-0.1862,0.85705
="2026/04/02 16:30:30.680",-1.43444,-0.33735,-0.87422,-5.37502,0.29633,0.52779,0.00356,-0.00203,0.02621,-0.02669,0.30216,0.35766,-0.04755,-0.00338,0.01188,20.86965,860.9118,2.3672,-0.0482,-0.48582
="2026/04/02 16:30:30.700",0.71262,-0.53781,0.96695,0.61317,0.1832,0.38663,0.01679,0.00444,0.01558,-0.21979,0.17298,1.24541,-0.01351,-0.00085,0.02727,21.03052,860.72418,0.38245,0.09679,0.00461
="2026/04/02 16:30:30.720",-0.51538,-0.36168,-0.19462,0.7351,0.28333,0.16903,0.02243,-0.01393,0.03557,-0.30682,-0.1795,1.2778,0.01632,-0.00134,0.02046,21.45346,862.0329,1.47617,-0.40072,1.14128
="2026/04/02 16:30:30.740",-0.8842,-0.17658,0.50757,0.05938,-0.22044,-0.18517,0.02926,0.00203,0.01362,0.31168,-0.19253,1.25012,0.04116,-0.00668,0.03037,21.88989,863.8783,1.34937,0.08494,-1.1693
="2026/04/02 16:30:30.760",0.79442,-0.18343,1.15297,0.78583,-0.1223,-0.12298,0.02451,0.00068,0.02597,-0.26946,-0.3983,1.12684,0.05935,0.00334,0.00625,21.82371,864.9281,0.32738,-0.25782,-0.04205
="2026/04/02 16:30:30.780",-1.30868,-0.179,-0.77064,1.21705,0.02955,0.01539,0.02516,-0.00683,-0.00183,0.56733,-0.38834,1.38147,0.06548,-0.00401,-0.01678,21.57829,865.04315,1.82497,-0.03778,-0.31422
="2026/04/02 16:30:30.800",1.05103,-0.17643,0.66936,0.70241,-0.13245,-0.08419,0.00564,0.00428,-0.01149,0.30063,-0.53012,1.14943,0.06276,-0.00595,-0.01149,20.90808,865.16638,-0.00289,0.30637,-0.76127
="2026/04/02 16:30:30.820",-0.21014,-0.04673,-0.37998,0.55125,-0.00767,0.02454,-0.00031,0.00357,-0.02325,0.30395,-0.45723,-0.31274,0.06589,0.01122,-0.0336,20.30592,865.30841,0.5218,-0.24014,0.53104
="2026/04/02 16:30:30.840",0.40373,0.04887,-0.86347,0.79845,-0.10996,-0.03502,-0.01016,0.00531,-0.0136,0.80531,-0.51024,-1.34516,0.01787,-0.00518,-0.02323,19.02531,865.34259,0.33564,0.36673,-1.03988
="2026/04/02 16:30:30.860",1.45391,0.2039,-0.01147,0.85138,0.02577,-0.12037,-0.02524,0.01393,-0.02283,0.00593,-0.56539,-2.31046,-0.00195,-0.00373,-0.02608,17.60226,865.30676,-1.06716,-0.00202,0.16205
="2026/04/02 16:30:30.880",-0.57279,0.24284,-1.21434,0.49108,0.00311,0.04443,-0.01516,-0.00097,-0.02952,0.41403,-0.22133,-3.20468,-0.02065,0.0055,-0.02945,17.42487,864.58899,0.55876,-0.20096,-0.00913
="2026/04/02 16:30:30.900",2.31785,0.36193,-1.17423,0.54564,-0.09223,-0.17202,-0.0474,-0.00805,-0.02717,-0.01347,-0.80457,-3.35718,-0.05326,-0.0004,-0.02128,17.82892,863.19666,-0.85998,0.36911,-1.1004
="2026/04/02 16:30:30.920",-0.61871,0.30054,-0.63057,0.36488,-0.03599,-0.00928,1.62393,-0.42012,-3.13931,-0.46766,-0.51921,-3.39559,-0.0643,0.00166,-0.01871,18.40902,861.91046,-1.24588,0.02167,0.37835
="2026/04/02 16:30:30.940",0.5278,0.24697,-1.17639,0.04622,0.03343,0.01302,0.13685,0.36826,1.43239,-0.12008,-0.06892,-3.12129,-0.07468,0.00366,0.01428,19.27425,860.98492,-0.9018,0.24734,-0.5048
="2026/04/02 16:30:30.960",1.06723,0.30698,-0.49748,0.00894,-0.04671,0.00774,0.55665,0.87394,-0.72219,-1.06133,-0.38352,-2.10669,-0.04862,0.00423,0.01333,19.66739,860.74609,-1.86365,-0.09015,0.10614
="2026/04/02 16:30:30.980",-1.91259,0.25588,-0.11403,-0.75131,0.06234,0.06363,-0.05339,-0.8935,-2.67328,-0.70546,0.22768,-1.16628,0.59859,-0.06715,6.02537,20.2841,860.54199,-1.33725,-0.24753,0.87656
="2026/04/02 16:30:31.000",0.95581,0.15297,-0.17055,-0.47558,0.0041,-0.04947,-1.40644,0.47419,1.99706,-1.04892,-0.32802,0.38444,-4.32454,0.54964,-2.95769,21.29523,860.46338,-1.60207,0.22041,-0.37301
="2026/04/02 16:30:31.020",-1.81185,0.21413,0.8597,-0.73313,0.01909,0.08683,0.31034,-0.08518,-1.68879,-0.89951,-0.09552,1.26288,-2.85005,-1.95098,-0.83697,22.45645,861.7735,-1.26411,-0.4162,1.2149
="2026/04/02 16:30:31.040",-0.75405,0.10678,0.84408,-0.95235,0.12749,0.13992,-2.18816,-0.33218,1.57167,-0.35743,0.22323,2.0064,1.30315,-1.57811,1.98279,22.71645,863.34564,-0.5805,0.01318,-0.26729
="2026/04/02 16:30:31.060",0.12505,0.03767,1.16026,-1.04185,-0.01343,0.02299,-0.46291,0.34212,1.37603,-0.30837,-0.22387,3.40678,-3.12595,1.47617,-7.16259,22.04449,864.5564,-0.54575,-0.03085,-0.07495
="2026/04/02 16:30:31.080",-2.05483,-0.06452,1.14292,-0.27185,0.02706,0.08163,-0.93408,-0.57116,0.52035,0.31094,0.54378,2.90011,0.66095,-0.35252,2.1369,21.28889,864.97479,0.24628,-0.29592,0.85436
="2026/04/02 16:30:31.100",0.8613,-0.09467,0.88887,-1.18063,-0.0174,-0.03638,-1.72295,0.21226,3.79473,0.33968,0.13233,3.46793,1.28335,1.44164,-3.53524,20.41574,864.78589,0.44354,0.24841,-0.72885
="2026/04/02 16:30:31.120",-1.27956,-0.15218,1.0128,-0.8561,-0.0373,-0.04475,-0.00642,-0.47857,1.02522,0.68433,0.51753,2.66348,-0.79967,1.46715,-0.43972,19.38104,865.18915,0.95479,-0.15871,0.80522
="2026/04/02 16:30:31.140",0.22505,-0.10453,0.51704,-0.43026,0.15715,0.21639,-2.14296,-0.22283,1.91181,0.82267,0.73693,1.739,2.96753,0.42377,3.62425,18.50915,866.46271,0.64281,0.18067,-0.08909
="2026/04/02 16:30:31.160",0.53464,0.04855,0.46872,-0.59514,-0.02432,-0.04779,0.12603,0.09263,2.13586,0.71473,0.0976,0.87912,0.23163,1.08964,-1.32031,18.02697,866.10254,1.19634,0.12372,-0.39813
="2026/04/02 16:30:31.180",-0.49406,0.07465,0.17425,-0.23784,0.06758,0.14807,-0.20658,-0.59119,-0.14525,0.98311,0.96445,-0.17208,1.16445,-0.08397,4.93653,17.94807,864.4054,2.02019,-0.10422,0.4241
="2026/04/02 16:30:31.200",1.79138,-0.0317,-0.39237,-0.14935,-0.01116,-0.03347,-0.65099,0.21019,1.10046,0.58531,0.42367,-0.44277,3.56413,0.53313,1.30588,17.63746,863.12561,1.05649,0.30665,-0.49997
="2026/04/02 16:30:31.220",-0.78927,-0.11358,0.14212,0.06983,-0.08085,-0.16309,1.77606,-0.03592,-1.60877,0.36848,0.63818,-1.53009,-0.99873,0.47668,1.40517,17.84741,862.11816,1.48466,-0.14999,0.56834
="2026/04/02 16:30:31.240",1.22798,-0.12605,-0.55572,0.56277,0.08163,0.11844,-0.19551,0.049,-1.99638,0.10729,0.5354,-1.49951,2.62403,-0.46357,3.60316,19.14858,861.27557,1.34668,0.01616,-0.29041
="2026/04/02 16:30:31.260",0.43839,-0.19147,-0.5473,0.7435,-0.06798,-0.1527,2.01748,0.4924,-1.47609,-0.33282,0.10913,-0.64427,0.00234,0.47955,-2.33295,20.22087,861.13019,1.14876,-0.00189,-0.66074
="2026/04/02 16:30:31.280",-0.67194,-0.11317,-0.21697,0.74664,-0.07217,-0.05955,1.46549,0.0343,-3.56178,-0.11217,0.40203,-0.42896,-1.88462,-0.44024,1.02469,20.96061,863.43042,0.94423,-0.19078,0.59377
="2026/04/02 16:30:31.300",1.22925,-0.08555,-0.75667,0.95039,-0.07258,-0.00743,0.54972,0.23232,-2.02621,-0.62157,-0.46043,0.10668,1.33118,-0.22228,-2.29038,21.67756,867.5766,0.1608,0.33332,-0.14259
="2026/04/02 16:30:31.320",-1.65028,-0.1334,-0.20015,0.87821,-0.12925,-0.23875,2.18747,0.18747,-1.6125,-0.51748,-0.39486,-0.14474,-4.27914,-0.30438,-3.21987,21.98729,869.35876,0.49269,-0.08504,0.39937
="2026/04/02 16:30:31.340",0.47056,-0.09957,-0.09742,0.22102,0.01418,0.03004,-0.36137,-0.06212,-2.57442,-0.35413,-0.52863,0.21129,-0.98413,-0.99253,-0.88989,22.21771,873.19678,-0.07364,0.08736,-0.05121
="2026/04/02 16:30:31.360",-0.2975,0.0256,-0.20324,1.11268,0.01235,-0.1075,0.92579,0.04765,-0.14785,-0.40406,-1.01423,0.39819,-1.6355,-0.35836,-4.27217,21.83091,873.65277,-0.3843,0.0701,-0.39104
="2026/04/02 16:30:31.380",-0.99578,0.1251,0.44221,1.00682,-0.06042,-0.10375,0.5191,-0.152,-0.64913,0.15303,-0.51448,-0.2496,-4.54446,-1.16411,-0.75199,22.68606,870.56854,-0.32917,-0.22381,0.303
="2026/04/02 16:30:31.400",1.38499,0.11157,-0.16807,0.45233,-0.06271,-0.12094,-0.89766,0.18663,0.51474,0.10221,-0.97883,-0.04047,1.76575,-1.41874,-0.61427,23.00733,867.07996,-1.25877,0.10135,-0.52184
="2026/04/02 16:30:31.420",-0.86977,0.15732,-0.1585,0.59286,-0.1402,-0.14476,0.56656,-0.26796,1.57127,0.5202,-0.24485,-0.28322,-3.76667,-0.2025,-1.00539,23.92291,857.87683,-0.67383,-0.03203,0.12531
="2026/04/02 16:30:31.440",1.09269,0.11152,-0.06492,0.41611,0.02474,0.02765,-1.52882,-0.17263,0.45568,0.39635,-0.02991,-1.14366,-0.09231,-1.08125,2.91028,24.47583,852.22211,-1.95064,0.0855,-0.04282
="2026/04/02 16:30:31.460",0.26383,0.28844,-0.42803,-0.01648,-0.0479,-0.00731,-0.09982,-0.09632,2.34561,0.18766,-0.11073,-1.89503,1.39779,-0.7694,1.36428,20.41065,844.77057,-1.44996,0.14263,-0.64143
="2026/04/02 16:30:31.480",-0.03482,0.26734,-0.48725,-0.07633,-0.0072,0.08288,-0.5043,-0.23635,1.39956,0.25248,0.03544,-2.2389,-1.92401,-0.62922,3.27261,19.75313,840.37665,-1.15015,-0.06951,0.10728
="2026/04/02 16:30:31.500",1.24626,0.11915,-0.13433,-0.23106,0.00579,0.11548,-1.30584,-0.04458,0.90148,-0.21815,0.05897,-2.3604,3.91276,-0.43174,2.7064,18.35336,842.03479,-1.94001,0.34733,-0.87609
="2026/04/02 16:30:31.520",-0.51409,0.17255,-0.42108,-0.69453,-0.0084,0.03762,0.56352,-0.00421,1.41699,-0.26653,0.35967,-2.36931,-0.1537,0.08352,1.51879,14.07923,841.75726,-0.56225,-0.13709,0.39708
="2026/04/02 16:30:31.540",0.77932,0.21327,-0.09112,-0.61643,0.03923,0.04468,-1.2415,-0.11476,-0.21681,-0.70691,0.18323,-1.44797,1.07394,0.16878,1.6895,14.39542,850.9762,-1.32096,-0.06065,-0.13721
="2026/04/02 16:30:31.560",-0.35277,0.14156,-0.26876,-0.81579,0.00586,0.05605,0.02991,0.26166,0.20282,-0.86867,0.04671,-0.12433,3.52357,0.64947,-0.69093,11.10002,859.18939,-0.63893,-0.09021,0.16576
="2026/04/02 16:30:31.580",-0.62865,0.00368,-0.08518,-1.01544,0.0702,0.08578,-0.21016,0.01212,-0.29661,-0.73473,0.2664,0.79369,-1.45612,1.06535,-0.71249,10.62496,868.66901,0.09895,-0.18276,0.58883
="2026/04/02 16:30:31.600",0.07874,0.01019,0.27318,-0.93106,0.09066,0.16197,-1.35168,0.24083,-0.05028,-0.90166,0.20591,2.01285,2.96314,1.01997,-2.45567,12.29058,881.68365,-0.7879,-0.00506,0.41214
="2026/04/02 16:30:31.620",-1.4541,-0.08799,0.38952,-1.28155,-0.00465,0.01924,0.50561,0.20108,0.1951,-0.4128,0.42541,2.46619,-0.08441,0.97421,-2.44813,9.50614,885.38306,1.08991,-0.12651,0.52051
="2026/04/02 16:30:31.640",0.09833,-0.16706,0.81453,-0.81247,0.14383,0.15975,-1.63852,0.13674,-0.15816,-0.26175,0.26167,3.44239,-0.51584,1.32041,-2.95774,13.71947,891.90979,0.42044,-0.09375,0.21337
="2026/04/02 16:30:31.660",-1.03822,-0.29056,0.92155,-0.65111,0.05675,0.1726,-0.44282,-0.25485,0.75022,0.16762,0.43335,3.91074,1.45107,2.009,-4.07336,14.6736,890.67584,1.49773,-0.20013,0.17795
="2026/04/02 16:30:31.680",-0.76012,-0.31923,0.88061,-0.71385,0.1126,0.11705,-0.33748,0.02259,0.77207,0.68966,0.48681,3.65046,-2.0498,0.79366,-0.4895,18.07927,883.87897,1.83963,-0.26997,0.30262
="2026/04/02 16:30:31.700",0.07706,-0.36303,1.01051,-0.1027,0.09507,0.05093,-1.33499,-0.18022,0.62535,0.58862,0.22429,2.7393,1.84143,0.45153,-1.26836,25.5816,879.39526,1.30482,-0.02826,0.08596
="2026/04/02 16:30:31.720",-0.47284,-0.3545,0.14557,-0.09423,-0.02122,0.02065,0.83934,-0.23232,0.93604,1.24786,-0.23693,2.14282,-0.43952,0.25345,0.90273,26.81587,866.54065,2.5544,-0.13279,0.296
="2026/04/02 16:30:31.740",0.58383,-0.16465,1.12645,-0.21533,0.11482,0.1118,-0.62943,0.00366,0.45712,1.23411,0.33597,0.85255,-0.31398,-0.23506,2.62842,34.32178,858.89697,1.07391,0.06862,-0.29913
="2026/04/02 16:30:31.760",0.49842,0.05685,-0.08121,0.24858,0.00116,-0.0871,0.93116,-0.23147,0.19168,0.97535,0.31725,-0.02719,2.0234,-0.41772,1.23151,36.48707,850.1925,1.74979,0.08296,-0.24181
="2026/04/02 16:30:31.780",0.30966,0.1602,-0.22423,0.3723,-0.01897,-0.04719,1.17673,0.02774,-0.09359,1.15309,0.12732,-0.94169,-1.14796,-0.84201,3.75054,36.40124,843.33698,1.28451,0.13681,0.22254
="2026/04/02 16:30:31.800",1.15012,0.13253,-0.41806,0.8279,-0.06635,-0.09075,0.62811,-0.10354,-1.10555,0.29319,0.24553,-2.25227,1.93364,-0.51703,1.90141,38.79984,846.37115,0.12685,0.35102,-0.13985
