time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 17:03:11.040",0.01026,-0.0006,0.01817,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.060",-0.03187,0.00231,-0.034,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.080",0.00688,0.01471,-0.04864,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.100",-0.00813,0.00537,-0.00202,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.120",-0.04744,0.02029,-0.03133,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.140",-0.01241,0.02757,-0.01607,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.160",-0.01478,0.01694,-0.02006,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.180",0.00091,-0.00207,-0.04772,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.200",0.03346,-0.00866,-0.01535,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.220",0.01498,0.0174,-0.00459,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.240",0.04307,-0.01042,-0.0033,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.260",0.01639,0.0091,0.00298,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.280",0.05065,-0.00512,-0.00009,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.300",0.0195,0.00011,0.02814,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.320",-0.00295,-0.00471,-0.00218,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.340",0.00919,-0.00002,-0.00741,,,,,,,,,,,,,,,,,
="2026/04/02 17:03:11.360",-0.0414,0.00536,-0.00344,-0.01199,-0.00464,0.04523,,,,,,,,,,,,,,
="2026/04/02 17:03:11.380",-0.01587,0.0129,0.00507,-0.03532,-0.02106,0.04246,,,,,,,,,,,,,,
="2026/04/02 17:03:11.400",-0.02843,0.0105,-0.05018,-0.09686,0.00044,0.01655,,,,,,,,,,,,,,
="2026/04/02 17:03:11.420",-0.01875,0.00654,-0.05815,-0.08288,0.01123,-0.01887,,,,,,,,,,,,,,
="2026/04/02 17:03:11.440",-0.02888,0.0007,0.01513,-0.07059,-0.01516,-0.04756,,,,,,,,,,,,,,
="2026/04/02 17:03:11.460",-0.02528,0.004,-0.03191,-0.11737,0.00372,-0.04729,,,,,,,,,,,,,,
="2026/04/02 17:03:11.480",-0.00584,0.0183,-0.04416,-0.06894,-0.00793,-0.05638,,,,,,,,,,,,,,
="2026/04/02 17:03:11.500",0.00316,0.00309,-0.01882,0.04303,-0.00167,-0.05709,,,,,,,,,,,,,,
="2026/04/02 17:03:11.520",0.02724,-0.00279,0.00024,-0.0064,-0.01248,-0.09021,,,,,,,,,,,,,,
="2026/04/02 17:03:11.540",0.02988,-0.00121,-0.00513,0.06232,0.00082,-0.01177,,,,,,,,,,,,,,
="2026/04/02 17:03:11.560",0.00698,-0.00767,0.01952,0.13361,0.00501,-0.00159,,,,,,,,,,,,,,
="2026/04/02 17:03:11.580",0.05118,0.01068,-0.01002,0.08687,-0.00366,0.01123,,,,,,,,,,,,,,
="2026/04/02 17:03:11.600",0.01036,-0.00582,0.03953,0.05414,-0.00503,0.02803,,,,,,,,,,,,,,
="2026/04/02 17:03:11.620",-0.00918,-0.01228,0.02717,0.04753,-0.00187,0.06952,,,,,,,,,,,,,,
="2026/04/02 17:03:11.640",-0.01508,0.00205,0.00043,-0.03076,-0.00316,0.06209,,,,,,,,,,,,,,
="2026/04/02 17:03:11.660",-0.04504,-0.0041,0.00951,-0.0153,-0.01607,-0.00643,,,,,,,,,,,,,,
="2026/04/02 17:03:11.680",-0.00392,-0.01152,0.00459,-0.0033,-0.00216,0.01144,,,,,,,,,,,,,,
="2026/04/02 17:03:11.700",-0.05602,-0.00047,-0.03144,-0.11705,0.01531,0.04695,,,,,,,,,,,,,,
="2026/04/02 17:03:11.720",-0.0247,0.00283,-0.04159,-0.09765,0.00719,0.01605,,,,,,,,,,,,,,
="2026/04/02 17:03:11.740",-0.01218,0.0043,-0.0234,-0.04799,0.00634,-0.02497,,,,,,,,,,,,,,
="2026/04/02 17:03:11.760",0.00095,-0.00331,-0.03102,-0.08155,0.00978,-0.03897,,,,,,,,,,,,,,
="2026/04/02 17:03:11.780",0.01487,0.00003,-0.00804,-0.01787,-0.0033,-0.04519,,,,,,,,,,,,,,
="2026/04/02 17:03:11.800",0.0075,0.00375,-0.03568,0.00204,-0.00665,-0.08731,,,,,,,,,,,,,,
="2026/04/02 17:03:11.820",0.01049,-0.00789,-0.02012,0.10049,-0.00014,-0.0307,,,,,,,,,,,,,,
="2026/04/02 17:03:11.840",0.03253,-0.00825,-0.01417,0.11096,-0.00349,-0.01386,,,,,,,,,,,,,,
="2026/04/02 17:03:11.860",0.00033,-0.0075,-0.00241,0.06858,-0.00044,0.02826,,,,,,,,,,,,,,
="2026/04/02 17:03:11.880",0.03195,-0.00749,0.04301,0.04212,-0.02503,0.0373,,,,,,,,,,,,,,
="2026/04/02 17:03:11.900",-0.01132,0.00858,0.0224,0.08651,-0.00155,0.05165,,,,,,,,,,,,,,
="2026/04/02 17:03:11.920",0.00108,-0.00026,0.03644,0.01615,-0.01871,0.01496,,,,,,,,,,,,,,
="2026/04/02 17:03:11.940",-0.01691,0.00145,-0.00047,-0.00762,-0.01626,0.0359,,,,,,,,,,,,,,
="2026/04/02 17:03:11.960",-0.05285,-0.00114,-0.03218,-0.04975,-0.01582,0.055,,,,,,,,,,,,,,
="2026/04/02 17:03:11.980",-0.03558,-0.00627,0.01664,-0.10112,-0.01013,0.01052,,,,,,,,,,,,,,
="2026/04/02 17:03:12.000",-0.04546,-0.00574,-0.01053,-0.034,0.01477,0.03654,,,,,,,22.29109,,,,864.15649,,,
="2026/04/02 17:03:12.020",-0.01398,0.01755,0.00336,-0.09586,-0.01199,-0.0219,,,,,,,20.19941,,,,865.3775,,,
="2026/04/02 17:03:12.040",-0.01264,0.00695,-0.01875,-0.04074,0.01128,-0.06885,,,,0.01674,0.01333,0.02368,17.75233,,,,865.0658,0.01555,-0.0109,0.00072
="2026/04/02 17:03:12.060",-0.00107,-0.00977,-0.01471,-0.03529,0.01612,-0.03107,,,,-0.01526,0.01462,0.01342,16.02438,,,,863.86481,0.01709,0.00508,-0.00078
="2026/04/02 17:03:12.080",-0.01355,0.01201,-0.03854,0.00626,-0.00814,-0.06448,,,,0.02837,0.00609,-0.00375,15.17816,,,,862.4472,-0.02825,-0.00725,-0.00752
="2026/04/02 17:03:12.100",0.02469,0.00717,-0.03121,-0.00327,-0.00537,-0.04095,,,,-0.01193,0.00486,0.03161,15.08914,,,,860.46326,0.02142,-0.01942,-0.01185
="2026/04/02 17:03:12.120",0.02592,-0.00029,0.00344,0.05472,0.01541,-0.05945,,,,0.00612,0.01302,-0.00836,15.51722,,,,858.67615,-0.01736,-0.00544,0.00357
="2026/04/02 17:03:12.140",0.00321,-0.00251,0.01902,0.12524,-0.01202,-0.04485,,,,-0.00263,0.01887,0.01187,16.43973,,,,857.2923,0.01326,0.01306,0.0096
="2026/04/02 17:03:12.160",0.00743,-0.0127,-0.02591,0.07428,-0.00905,-0.01783,,,,0.02801,-0.00982,-0.02281,18.21865,,,,856.19293,-0.02398,-0.00039,0.00771
="2026/04/02 17:03:12.180",0.01005,-0.00095,0.01135,0.07926,-0.00054,0.08863,,,,-0.00134,-0.01053,-0.0392,19.61979,,,,856.07593,-0.00508,0.00583,-0.00852
="2026/04/02 17:03:12.200",-0.02839,-0.01386,-0.00403,0.02786,-0.00047,0.03669,,,,0.02559,-0.00193,-0.01319,20.93363,,,,856.99408,0.00164,0.01251,0.04698
="2026/04/02 17:03:12.220",-0.02537,-0.0188,0.01626,0.03933,-0.02775,-0.00882,,,,0.01453,0.01374,0.02586,22.5354,,,,857.90973,-0.00198,0.0187,-0.00655
="2026/04/02 17:03:12.240",0.00284,-0.01054,-0.01277,-0.03712,-0.00231,0.01987,,,,0.0169,0.0006,-0.01763,23.39381,,,,859.71411,0.00394,-0.00253,-0.00843
="2026/04/02 17:03:12.260",-0.04377,-0.00198,-0.00672,-0.09683,-0.01008,0.03467,,,,-0.00857,0.00463,0.00865,23.35343,,,,862.02924,0.01945,0.00968,-0.04644
="2026/04/02 17:03:12.280",-0.02608,-0.00761,-0.05504,-0.04591,0.00859,0.02693,,,,-0.00927,-0.01241,0.01264,22.27052,,,,863.74316,-0.00268,0.02196,0.0238
="2026/04/02 17:03:12.300",-0.03495,0.01542,0.01046,-0.06929,-0.01951,-0.02381,,,,-0.01037,0.00441,0.01396,21.12111,,,,864.9826,0.0177,-0.00521,0.02785
="2026/04/02 17:03:12.320",-0.00253,0.00441,-0.04373,-0.10852,-0.00933,-0.00679,,,,-0.003,-0.0033,-0.00385,19.42707,,,,865.11713,0.00763,-0.01087,0.04524
="2026/04/02 17:03:12.340",-0.02823,-0.00338,-0.05809,-0.07091,-0.00128,-0.0364,,,,-0.00738,-0.00181,0.00564,17.44706,,,,863.95862,0.04655,-0.00527,-0.01973
="2026/04/02 17:03:12.360",0.00209,0.0009,-0.02915,-0.02006,-0.01162,-0.0692,0.08074,-0.00352,0.01944,0.00987,-0.00307,-0.00593,16.12428,-0.07304,0.00186,-0.04062,862.60577,0.0157,0.01385,0.04979
="2026/04/02 17:03:12.380",0.0068,0.01178,-0.01865,-0.0107,-0.00717,-0.06526,0.0553,-0.00408,0.04105,0.01714,0.01985,0.02021,15.61171,-0.07413,0.03229,-0.04249,861.82007,0.01381,-0.00178,0.01744
="2026/04/02 17:03:12.400",-0.00408,0.00077,0.0068,0.02858,-0.01516,-0.08973,-0.02152,0.0072,0.03191,0.02638,-0.00751,-0.01203,15.34195,-0.04424,0.00393,-0.06238,860.94775,-0.0009,-0.01188,-0.03323
="2026/04/02 17:03:12.420",0.03161,-0.00119,0.0051,0.03915,0.01567,-0.03431,-0.06687,-0.01429,0.07351,0.00927,0.00823,0.00662,15.80256,-0.06108,0.00944,-0.02361,859.04077,0.00161,-0.01241,0.02935
="2026/04/02 17:03:12.440",0.02471,0.00344,0.03961,0.06704,-0.0117,-0.03071,-0.09372,0.00134,0.01596,-0.0226,0.01568,0.03413,17.07439,0.00134,0.00091,-0.04555,857.18152,0.00849,0.0022,0.00418
="2026/04/02 17:03:12.460",-0.00715,-0.01315,-0.0053,0.08966,-0.00672,0.03012,-0.14012,-0.00319,0.02307,0.00566,0.0093,0.00928,18.91446,0.0119,0.0116,-0.03287,856.16315,-0.00964,0.00848,0.02428
="2026/04/02 17:03:12.480",0.0058,-0.00212,0.03762,0.06942,-0.01035,-0.00642,-0.12258,-0.00796,-0.01777,-0.00808,0.00496,0.01323,20.82655,0.02414,-0.00716,-0.00383,856.50732,-0.01413,0.0126,-0.02919
="2026/04/02 17:03:12.500",-0.03874,-0.01366,0.00446,0.01527,-0.01972,0.01234,-0.08342,-0.00101,-0.07194,-0.03548,-0.00766,0.00244,21.71123,0.05287,-0.00248,-0.03144,857.8056,-0.00612,0.00136,-0.0091
="2026/04/02 17:03:12.520",-0.00266,-0.00142,0.01608,-0.01374,0.00082,0.06765,-0.06242,-0.00047,0.01431,-0.02526,-0.00108,0.00601,23.1212,0.05898,-0.00516,-0.0137,859.14136,-0.00496,-0.0074,-0.03042
="2026/04/02 17:03:12.540",-0.02826,-0.00532,0.01744,-0.03494,0.00525,0.07024,0.00829,-0.00051,-0.11413,0.01386,-0.00267,-0.00617,24.26047,0.05091,-0.00748,0.0288,860.34888,-0.00253,0.01098,-0.00585
="2026/04/02 17:03:12.560",-0.00816,0.00008,-0.01788,-0.03547,-0.00552,0.02113,0.05749,-0.00851,-0.05443,0.01405,0.01205,0.01426,23.4491,0.03075,-0.01566,0.04465,861.79785,-0.01593,0.01066,-0.00308
="2026/04/02 17:03:12.580",-0.04749,-0.00569,0.02375,-0.06546,-0.01714,0.01076,0.08036,-0.00666,-0.03002,-0.00585,0.00039,0.01413,21.61043,-0.01191,0.00089,0.00188,863.44421,0.02663,0.00512,-0.01923
="2026/04/02 17:03:12.600",-0.01474,0.00459,-0.00727,-0.11906,0.00303,0.00774,0.09442,-0.00915,-0.01601,0.02769,0.0085,-0.00612,20.04728,0.00348,-0.00209,0.03462,864.65704,0.00156,0.00778,-0.01339
="2026/04/02 17:03:12.620",0.00207,0.01326,-0.02172,-0.07833,-0.01057,-0.03988,0.06711,-0.0193,0.01693,0.02985,0.01238,-0.00977,18.77254,-0.04775,0.00158,0.02156,865.07416,-0.00614,0.01286,0.00338
="2026/04/02 17:03:12.640",-0.00077,0.01701,-0.0343,-0.06916,0.00898,-0.02991,0.12229,0.00437,-0.02218,-0.00568,-0.01099,-0.00881,17.31639,-0.05323,0.00034,0.01915,864.7536,0.0245,-0.00095,-0.03832
="2026/04/02 17:03:12.660",0.00681,0.00358,-0.00321,-0.03682,0.00381,-0.06562,0.01602,-0.01749,0.06558,-0.00252,0.00381,0.0011,15.87945,-0.08217,0.00666,-0.01404,863.17822,-0.03807,0.0151,0.04632
="2026/04/02 17:03:12.680",0.00847,-0.00197,0.00773,0.01785,-0.00848,-0.06396,0.02533,-0.00123,0.07498,-0.03529,-0.00349,0.01465,15.19708,-0.0453,-0.0048,-0.01771,860.99213,0.02951,-0.00871,0.01922
="2026/04/02 17:03:12.700",-0.01494,-0.00158,-0.00938,-0.01385,0.02806,-0.06657,-0.01821,0.00036,0.09836,0.00792,0.00694,0.00493,15.68937,-0.0428,0.00183,-0.04617,859.28516,-0.03821,-0.02382,0.07233
="2026/04/02 17:03:12.720",0.03627,0.00447,-0.01303,0.04133,-0.00536,-0.06166,-0.13242,-0.01152,0.07454,-0.0163,0.00404,-0.0135,16.41606,-0.05623,0.00958,-0.0136,857.4101,-0.00419,-0.01826,0.03593
="2026/04/02 17:03:12.740",-0.01754,-0.006,0.01929,0.11562,-0.0122,-0.00243,-0.07822,-0.00724,0.05534,-0.00189,-0.01608,-0.01403,17.51191,-0.01192,0.00843,-0.05933,856.55273,0.01214,0.01234,0.00499
="2026/04/02 17:03:12.760",0.02731,0.00439,0.00463,0.05739,-0.00687,-0.02592,-0.11052,0.01841,0.05497,-0.00543,-0.00122,0.01485,19.14062,-0.00014,0.00168,-0.0156,856.51617,-0.02291,0.00412,-0.03603
="2026/04/02 17:03:12.780",0.01068,0.00111,0.04052,0.04617,-0.01653,0.01746,-0.0734,-0.00259,-0.05814,-0.02276,-0.01637,-0.00695,20.51491,0.04212,-0.01085,-0.02858,856.54022,-0.02872,0.01679,-0.01169
="2026/04/02 17:03:12.800",-0.02989,-0.00828,0.02355,0.00884,-0.00496,0.05727,-0.03662,0.00764,-0.07412,0.00329,-0.00211,-0.00223,22.36997,0.02475,-0.0089,-0.01213,857.4989,-0.00465,0.01531,0.01223
="2026/04/02 17:03:12.820",-0.02011,-0.011,0.0046,-0.02087,-0.01787,0.08801,-0.04424,0.00625,-0.07702,-0.01226,-0.00327,-0.00443,23.60863,0.03129,0.00271,0.01438,859.2677,-0.02056,0.01493,-0.01692
="2026/04/02 17:03:12.840",-0.10744,0.0198,0.05759,-0.05978,0.01721,-0.00615,0.04698,-0.00232,-0.09307,-0.00651,-0.01092,-0.01937,23.78483,0.0536,-0.00244,0.01926,861.17554,0.0058,0.01662,-0.01857
="2026/04/02 17:03:12.860",0.03604,0.01133,-0.05286,-0.01016,-0.10395,0.13233,0.07692,-0.01911,-0.07442,0.03006,0.01044,0.00941,22.76497,0.02347,0.00802,-0.00994,862.86902,0.01215,0.01097,0.02939
="2026/04/02 17:03:12.880",-0.03768,0.01096,0.02628,-0.14982,-0.03488,-0.03392,0.1058,0.00349,-0.09658,0.02612,0.01357,0.02163,20.75556,0.00634,-0.00156,0.00622,864.21002,0.04086,0.00287,0.02041
="2026/04/02 17:03:12.900",-0.00005,-0.01598,0.02646,-0.08579,0.02023,-0.0486,0.08904,-0.03245,0.02457,0.00702,0.00237,0.01088,19.10342,-0.00093,-0.00853,0.04655,864.78076,-0.01092,0.01502,0.01332
="2026/04/02 17:03:12.920",0.04128,-0.00657,-0.1119,-0.0315,-0.0098,-0.0072,0.09949,-0.01815,0.01169,0.00457,-0.01309,-0.00479,18.37653,-0.03631,0.00274,0.02686,864.56213,0.00214,-0.00336,-0.0201
="2026/04/02 17:03:12.940",-0.05181,0.00305,0.036,-0.08763,0.05296,-0.03958,0.10219,-0.02142,0.00938,0.01121,0.01725,0.01629,17.29511,-0.03672,0.00793,-0.01274,864.03802,0.05296,0.0049,-0.03491
="2026/04/02 17:03:12.960",0.07945,0.03138,-0.05137,-0.0453,-0.00192,-0.07685,-0.00134,0.00785,0.05821,0.01523,-0.01014,-0.02155,16.26783,-0.04878,-0.00213,-0.00234,862.68878,-0.01277,-0.0082,0.01806
="2026/04/02 17:03:12.980",-0.00869,0.01856,-0.03812,0.03872,-0.00036,-0.08996,0.02165,0.01389,0.05072,-0.0092,-0.00825,-0.01329,15.28495,-0.01998,0.01375,-0.05998,860.87817,0.03631,0.00186,0.00166
="2026/04/02 17:03:13.000",-0.00604,0.00385,0.03246,-0.02018,0.0024,-0.13974,-0.04318,-0.00319,0.05059,0.02402,0.02434,0.01789,15.23798,-0.0135,-0.00557,-0.08053,859.07812,-0.01328,-0.00414,0.00623
="2026/04/02 17:03:13.020",0.11307,-0.00852,-0.06617,0.03948,-0.03161,-0.05635,-0.09413,-0.00595,0.0793,-0.01496,-0.01426,-0.0028,16.59924,-0.02485,0.02314,-0.05259,857.75299,-0.01281,-0.00873,0.01762
="2026/04/02 17:03:13.040",-0.06188,0.00619,0.05139,0.036,0.03198,-0.05657,-0.1141,-0.01221,-0.0146,0.00277,-0.01308,-0.00904,18.68833,0.00548,0.02734,-0.05542,857.25269,0.00097,-0.01192,-0.02788
="2026/04/02 17:03:13.060",0.10106,-0.00038,-0.02048,0.00037,-0.01964,0.05537,-0.10252,0.00578,0.05486,0.01108,0.00442,0.01989,20.53646,0.00695,0.01343,-0.06673,857.33667,-0.00569,-0.00196,0.01727
="2026/04/02 17:03:13.080",-0.03779,-0.00451,0.00098,0.00076,-0.00047,0.01832,-0.11961,0.02487,0.03112,-0.01506,0.00235,-0.00481,21.37808,0.04947,0.00408,0.00128,857.82129,0.00142,0.00677,0.0286
="2026/04/02 17:03:13.100",-0.0313,0.00344,0.08954,-0.01304,0.01373,0.02652,-0.08381,-0.0048,0.00239,0.00213,-0.00388,-0.0024,22.2397,0.04106,-0.00407,0.0218,858.29126,-0.03298,0.01144,0.00494
="2026/04/02 17:03:13.120",0.02591,-0.00459,-0.05077,-0.02949,-0.01129,0.12294,-0.03243,0.00416,-0.00899,0.00948,0.00736,0.01328,23.45843,0.02122,0.01248,0.09555,858.98389,-0.00376,0.02775,-0.01936
="2026/04/02 17:03:13.140",-0.0867,0.00049,0.04642,-0.03999,0.01487,0.07571,0.02547,0.00383,-0.062,0.01077,-0.00034,0.00237,23.69644,0.04441,-0.00478,0.01897,861.09094,-0.0165,0.00993,-0.00211
="2026/04/02 17:03:13.160",0.04694,-0.00233,-0.02402,-0.05387,-0.0287,0.09027,0.05126,0.00298,-0.04425,0.00453,0.00114,0.01241,22.65584,0.02372,-0.00748,0.02033,863.17517,0.00348,-0.01115,0.04225
="2026/04/02 17:03:13.180",-0.08482,-0.01778,-0.03752,-0.10402,-0.00836,0.01728,0.09236,0.00718,-0.11129,-0.0007,0.00846,0.01898,21.06812,-0.0135,-0.02016,-0.00441,864.95483,-0.0168,0.01022,0.04151
="2026/04/02 17:03:13.200",-0.02294,0.01191,0.02182,-0.05795,0.01288,-0.00099,0.13408,0.00298,-0.05563,0.00783,0.01121,0.01144,19.54094,0.0003,-0.00534,0.02997,865.58942,0.00334,-0.00477,0.00875
="2026/04/02 17:03:13.220",0.01456,0.00243,-0.07636,-0.05828,-0.02016,0.00333,0.09717,-0.0087,-0.00923,0.02571,-0.01322,-0.01386,18.27551,-0.02848,0.00409,0.03468,864.81171,-0.01104,-0.00613,-0.02014
="2026/04/02 17:03:13.240",-0.04619,0.0027,0.03808,-0.06598,0.03113,-0.09318,0.05649,-0.02153,0.01705,0.02398,0.00744,-0.01602,16.87985,-0.0238,-0.01296,-0.0512,863.18439,-0.0027,0.00088,0.01034
="2026/04/02 17:03:13.260",0.09248,0.01055,-0.05909,-0.03599,0.00549,-0.03941,0.0156,-0.01506,0.08481,0.01852,-0.00171,-0.00457,15.7036,-0.036,0.00937,-0.043,861.43817,0.00219,0.00058,-0.01661
="2026/04/02 17:03:13.280",-0.01648,0.01072,-0.0416,0.0691,0.00715,-0.06155,-0.01528,0.00193,0.0154,-0.03693,0.01122,0.00595,15.32806,-0.06149,-0.01939,-0.05532,860.32678,-0.01342,-0.00683,0.00717
="2026/04/02 17:03:13.300",0.02652,-0.00392,0.05141,0.02412,0.00408,-0.08053,-0.10786,-0.01184,-0.02187,0.00778,0.00477,0.01426,15.56939,-0.03611,-0.00576,-0.05343,859.0119,-0.01743,0.00535,0.0271
="2026/04/02 17:03:13.320",0.06053,0.00019,-0.06702,0.10366,-0.01118,-0.03417,-0.08473,-0.03074,0.09824,-0.00235,0.01515,0.01522,16.73492,-0.02976,0.01141,-0.06237,857.6344,-0.00424,0.02068,0.00516
="2026/04/02 17:03:13.340",-0.07782,-0.01265,0.10625,0.03947,0.02585,-0.04007,-0.09824,-0.0038,-0.00469,0.01311,0.0027,0.00905,18.47288,-0.00687,0.00086,-0.05282,857.13141,-0.04663,-0.00138,-0.04207
="2026/04/02 17:03:13.360",0.06225,-0.00236,0.05286,0.03097,-0.00109,0.05186,-0.07309,0.00216,0.00042,-0.01791,-0.00267,-0.00304,20.25508,0.03791,0.00826,-0.04784,856.93463,-0.01311,0.02778,0.04517
="2026/04/02 17:03:13.380",-0.07295,0.01126,-0.01642,0.05127,-0.00891,0.00362,-0.06469,0.01924,-0.03758,0.0249,0.02571,0.04411,21.57068,0.05942,-0.0019,0.04038,857.55072,-0.01823,0.00449,-0.00615
="2026/04/02 17:03:13.400",-0.04534,-0.00579,0.06021,-0.01187,-0.00661,0.0949,-0.06016,0.00527,-0.03223,0.01392,0.00242,-0.00384,21.80968,0.05285,0.01469,-0.05044,858.86755,-0.06841,0.01782,0.07699
="2026/04/02 17:03:13.420",0.00238,0.00949,-0.0028,-0.03802,-0.02794,0.08737,0.00978,-0.0005,-0.12807,0.02201,0.01167,-0.01261,22.28553,0.03306,-0.01391,0.00468,860.95721,-0.05948,-0.00502,0.00671
="2026/04/02 17:03:13.440",-0.11661,-0.00082,0.04324,0.06703,-0.00247,0.13134,0.04598,0.00037,-0.06535,-0.02101,0.00151,0.01152,22.92397,0.0343,-0.01305,-0.01771,862.43329,0.02826,0.00742,-0.05787
="2026/04/02 17:03:13.460",0.03729,-0.00521,0.02365,-0.10978,-0.02054,0.07672,0.0658,-0.00309,-0.09698,-0.00299,0.00634,0.01195,22.39465,0.00007,-0.01179,0.03377,863.15955,-0.09843,0.01873,0.05267
="2026/04/02 17:03:13.480",-0.07095,0.01349,-0.00957,-0.13852,0.00181,-0.00111,0.09474,-0.01906,-0.07796,-0.0263,0.00611,0.02839,21.34741,-0.01864,-0.00157,0.03968,864.10583,0.03349,-0.002,-0.02582
="2026/04/02 17:03:13.500",0.02237,0.00452,0.0912,-0.06304,-0.00886,0.01596,0.13051,-0.01657,0.00219,-0.01642,0.00287,0.00519,19.47234,-0.01299,0.00476,0.00686,864.7157,-0.05862,-0.01566,-0.01612
="2026/04/02 17:03:13.520",0.00086,0.00345,-0.0903,-0.03494,-0.00265,0.00916,0.07249,-0.01329,0.01753,0.0046,-0.00808,-0.0151,17.39415,-0.04405,-0.00503,0.00756,863.7912,0.0087,-0.017,0.02297
="2026/04/02 17:03:13.540",-0.0295,-0.00332,0.0451,-0.0441,0.03535,-0.06822,0.07508,-0.02612,0.00553,-0.00731,-0.00787,-0.01367,16.1988,-0.03261,-0.0032,-0.03652,861.96899,0.04937,0.00905,-0.03549
="2026/04/02 17:03:13.560",0.0644,0.00959,0.0029,-0.06974,0.00264,-0.02396,0.01488,-0.01488,0.0103,0.05193,-0.00244,0.00543,15.36806,-0.07339,-0.0086,-0.03678,861.03149,-0.04314,0.01007,0.05528
="2026/04/02 17:03:13.580",-0.02658,-0.00605,-0.06844,0.04069,0.01176,-0.05497,-0.03049,-0.00045,0.06753,-0.09542,0.0023,-0.00267,15.10441,-0.04051,0.02866,0.0393,860.21362,0.00849,0.00289,-0.00334
="2026/04/02 17:03:13.600",0.04724,0.01811,0.07845,0.04437,0.00965,-0.05055,-0.07117,-0.00445,0.09423,-0.03862,0.0105,0.03182,16.27764,-0.0281,0.00556,-0.03808,858.74323,-0.04556,0.00426,0.04201
="2026/04/02 17:03:13.620",0.07578,-0.0108,-0.02731,0.07803,-0.01422,-0.08979,-0.0908,0.00262,0.03991,0.01078,0.01223,0.01521,18.12268,-0.00054,0.00051,-0.05868,857.58936,0.00204,-0.01719,0.02104
="2026/04/02 17:03:13.640",-0.04629,0.01482,0.06134,0.02938,0.01541,-0.08552,-0.09071,-0.01094,-0.01515,-0.00613,0.01511,0.02115,19.38863,0.03086,-0.01012,-0.07208,856.75409,0.03102,0.00483,-0.0107
="2026/04/02 17:03:13.660",0.07164,0.00098,0.01824,0.05531,-0.04384,-0.02465,-0.07573,-0.00511,-0.00382,0.00082,-0.01208,0.00616,20.52731,0.03353,0.01422,-0.00035,857.33746,-0.03863,-0.00071,0.02937
="2026/04/02 17:03:13.680",-0.03194,0.00219,-0.01133,0.02212,-0.02392,0.02636,-0.06647,0.00895,-0.0771,0.00638,-0.00445,0.00142,21.54896,0.07589,-0.00781,-0.00776,858.28278,0.06905,0.01609,0.02385
="2026/04/02 17:03:13.700",0.04482,0.00247,0.04515,-0.00465,-0.01216,0.04796,-0.04177,0.0127,-0.07922,0.00165,-0.01115,-0.01039,22.11686,0.01858,0.00841,0.01554,859.25122,-0.06461,0.00867,-0.00815
="2026/04/02 17:03:13.720",-0.05498,-0.01536,-0.04265,0.03184,-0.00779,0.11631,0.03852,0.01989,-0.10439,0.01623,-0.00803,-0.01067,22.35724,0.06701,-0.01721,0.04103,860.62518,0.00193,-0.01019,0.01651
="2026/04/02 17:03:13.740",-0.03955,-0.02344,0.03563,-0.05275,0.00647,0.11116,0.042,0.0041,-0.09741,-0.01839,-0.00473,0.02161,22.20228,0.03546,0.01015,0.03879,862.53546,0.03269,0.01963,-0.02503
="2026/04/02 17:03:13.760",-0.00103,0.00778,0.02447,-0.09395,-0.00619,0.07903,0.06698,0.00629,-0.06629,-0.01461,-0.003,-0.0139,20.84104,0.02361,-0.00571,0.07976,863.82806,-0.03137,-0.00913,-0.01341
="2026/04/02 17:03:13.780",-0.06817,-0.01039,-0.08686,-0.02572,0.01871,0.02305,0.12323,-0.01667,-0.05239,0.00178,0.00853,0.01524,19.27141,-0.00717,-0.0218,0.02035,863.77063,0.08255,0.00941,-0.01912
="2026/04/02 17:03:13.800",0.03096,0.01501,0.06397,-0.07775,0.00167,0.01395,0.06574,0.0059,-0.00196,-0.00571,-0.00472,0.00375,18.54496,-0.03841,-0.00768,0.00109,863.50098,-0.02161,-0.00026,-0.03201
