time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 15:34:51.040",0.00458,-0.00422,-0.00557,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.060",-0.00014,-0.00041,0.0087,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.080",-0.01185,-0.00713,0.00423,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.100",-0.00179,-0.00925,-0.00263,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.120",-0.00009,0.00786,0.00604,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.140",0.00373,0.00282,0.00222,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.160",-0.00976,0.00142,-0.00265,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.180",-0.0038,-0.00801,0.00218,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.200",0.00212,-0.00417,0.00337,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.220",-0.00403,0.00082,0.0062,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.240",0.00467,0.00116,-0.00702,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.260",0.00112,-0.00195,-0.00935,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.280",-0.00214,0.00469,-0.00597,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.300",0.0036,-0.00279,-0.00056,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.320",-0.00024,-0.00006,0.01518,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.340",-0.00322,-0.0037,0.00296,,,,,,,,,,,,,,,,,
="2026/04/02 15:34:51.360",0.00908,0.00239,0.0167,,,,,,,-0.00115,-0.00207,0.00664,,,,,,,,
="2026/04/02 15:34:51.380",-0.00525,-0.00718,0.00319,,,,,,,0.00038,0.00338,0.02245,,,,,,,,
="2026/04/02 15:34:51.400",-0.00323,-0.0077,-0.00439,,,,,,,0.00589,-0.00868,-0.00409,,,,,,,,
="2026/04/02 15:34:51.420",-0.00312,0.00417,0.00998,,,,,,,0.00289,0.00325,-0.00621,,,,,,,,
="2026/04/02 15:34:51.440",-0.00466,0.0058,0.00292,,,,,,,0.00073,0.00344,0.01619,,,,,,,,
="2026/04/02 15:34:51.460",-0.00378,-0.00784,0.0098,,,,,,,-0.0039,0.00087,-0.00826,,,,,,,,
="2026/04/02 15:34:51.480",-0.00471,-0.00496,-0.00374,,,,,,,0.00634,-0.00608,0.00491,,,,,,,,
="2026/04/02 15:34:51.500",-0.00064,-0.0077,0.0041,,,,,,,-0.00819,0.01216,-0.00792,,,,,,,,
="2026/04/02 15:34:51.520",0.00938,0.00732,-0.00894,,,,,,,-0.0107,-0.00171,0.00614,,,,,,,,
="2026/04/02 15:34:51.540",0.00487,0.005,0.00679,,,,,,,0.0053,0.00353,-0.01127,,,,,,,,
="2026/04/02 15:34:51.560",-0.0062,0.01077,0.00792,,,,,,,-0.00481,-0.00239,-0.00806,,,,,,,,
="2026/04/02 15:34:51.580",0.00445,-0.00452,0.01141,,,,,,,0.00044,-0.00304,-0.01029,,,,,,,,
="2026/04/02 15:34:51.600",0.01768,-0.01044,-0.01307,,,,,,,-0.00341,0.00368,-0.0041,,,,,,,,
="2026/04/02 15:34:51.620",0.00853,-0.00385,0.00213,,,,,,,-0.00486,-0.00195,-0.00604,,,,,,,,
="2026/04/02 15:34:51.640",0.01219,-0.00272,0.00035,,,,,,,0.00013,0.00886,0.00477,,,,,,,,
="2026/04/02 15:34:51.660",0.00692,-0.00002,0.01166,,,,,,,-0.00535,-0.00431,-0.00211,,,,,,,,
="2026/04/02 15:34:51.680",0.00452,0.00381,0.00479,,,,,,,0.00155,0.00913,-0.00141,,,,,,,,
="2026/04/02 15:34:51.700",0.00162,0.00374,-0.00269,,,,,,,0.00739,0.00119,0.00009,,,,,,,,
="2026/04/02 15:34:51.720",-0.00166,0.00161,-0.0008,,,,,,,0.00461,-0.01407,0.00301,,,,,,,,
="2026/04/02 15:34:51.740",0.00561,-0.00141,0.00116,,,,,,,-0.01547,-0.00171,-0.00419,,,,,,,,
="2026/04/02 15:34:51.760",-0.00372,0.00495,-0.00231,,,,,,,0.00285,0.00983,0.00267,,,,,,,,
="2026/04/02 15:34:51.780",0.00009,-0.00294,0.00157,,,,,,,0.01081,0.00091,-0.0042,,,,,,,,
="2026/04/02 15:34:51.800",0.0023,0.00058,-0.01363,,,,,,,-0.00428,-0.00011,-0.00897,,,,,,,,
="2026/04/02 15:34:51.820",0.00751,-0.00571,0.00027,,,,,,,0.00152,0.00383,-0.00252,,,,,,,,
="2026/04/02 15:34:51.840",0.00076,0.00055,0.01886,,,,,,,-0.01585,-0.00236,0.00071,,,,,,,,
="2026/04/02 15:34:51.860",0.00472,-0.01181,0.00798,,,,,,,-0.01047,0.0025,-0.00211,,,,,,,,
="2026/04/02 15:34:51.880",0.00186,-0.00348,-0.0014,,,,,,,-0.01316,0.00719,0.00811,,,,,,,,
="2026/04/02 15:34:51.900",0.00102,0.00271,0.00365,,,,,,,-0.00174,-0.00267,0.008,,,,,,,,
="2026/04/02 15:34:51.920",-0.00732,0.00443,-0.00711,,,,,,,-0.01199,-0.00252,0.00045,,,,,,,,
="2026/04/02 15:34:51.940",-0.00498,0.00002,0.00544,,,,,,,-0.0088,0.0029,0.00368,,,,,,,,
="2026/04/02 15:34:51.960",0.00007,-0.00158,0.00658,,,,,,,0.00623,0.00039,0.0124,,,,,,,,
="2026/04/02 15:34:51.980",0.0001,-0.00469,0.00696,,,,,,,0.01328,0.00213,0.01257,,,,,,,,
="2026/04/02 15:34:52.000",0.00351,-0.00385,0.00732,,,,,,,0.0027,0.00366,-0.00853,,,,22.08171,863.0661,,,
="2026/04/02 15:34:52.020",0.00239,0.00168,0.01077,,,,,,,-0.0023,-0.00555,0.00582,,,,22.10936,862.94263,,,
="2026/04/02 15:34:52.360",0.00194,-0.00341,-0.00369,-0.00052,-0.00105,0.01154,-0.02177,-0.01422,0.00569,-0.00047,-0.00136,-0.00439,-0.00521,-0.0027,-0.00191,22.25362,863.98633,0.00008,-0.0028,-0.01254
="2026/04/02 15:34:52.380",-0.0018,0.00195,0.01564,-0.00461,-0.0024,-0.00909,0.03726,0.00371,-0.00115,0.01058,0.01029,0.01057,-0.00499,-0.00105,-0.00163,22.23751,863.40167,0.00068,-0.00028,0.00246
="2026/04/02 15:34:52.400",0.00623,-0.00444,-0.00566,0.00198,0.00075,-0.00142,0.00403,-0.00334,-0.00253,0.00916,-0.00138,0.00615,0.00246,-0.00413,0.00157,22.34855,863.24683,0.01052,0.00176,-0.00783
="2026/04/02 15:34:52.420",-0.00139,-0.00556,-0.00518,0.01846,0.0075,-0.00038,-0.00968,-0.00127,-0.00485,0.00356,0.00329,0.00326,-0.00735,0.00361,0.00161,22.52603,863.46045,-0.00013,0.00747,0.0172
="2026/04/02 15:34:52.440",-0.00826,-0.00712,-0.00672,-0.00285,-0.00136,-0.01614,0.0377,0.01394,0.02898,-0.01157,0.00219,-0.00744,-0.00017,0.00514,-0.00132,22.56167,863.88623,0.01332,-0.01289,-0.01362
="2026/04/02 15:34:52.460",0.00751,0.00008,-0.00332,0.00859,0.00238,-0.00534,-0.0092,-0.00152,-0.00342,-0.00898,0.00824,0.00585,0.00175,0.00023,-0.0088,22.34336,863.37128,-0.00565,-0.00705,-0.00711
="2026/04/02 15:34:52.480",0.00435,0.00508,-0.00383,0.00123,-0.00047,-0.00119,0.02401,-0.00088,0.0044,-0.01143,0.0007,-0.01076,0.00785,0.00678,0.00225,22.83886,863.00861,0.00345,0.0034,0.00405
="2026/04/02 15:34:52.500",0.00868,-0.00421,-0.00051,-0.00069,-0.00122,-0.01875,-0.00556,-0.00206,-0.00189,-0.00506,-0.00369,-0.00452,-0.00245,-0.00204,0.00694,22.77889,863.48993,0.00906,-0.00486,-0.00696
="2026/04/02 15:34:52.520",-0.00144,0.00096,0.00411,0.00344,0.0008,-0.00583,0.00453,-0.00544,-0.00354,0.00034,0.00049,0.00036,0.00424,0.00101,-0.00903,22.58938,863.65204,-0.0036,-0.00413,0.01253
="2026/04/02 15:34:52.540",0.01055,-0.00496,0.01246,0.00354,-0.01099,-0.00648,0.00185,-0.00154,0.00098,0.00346,-0.00063,-0.00333,0.00147,0.00179,0.00692,22.38589,863.61017,-0.00126,0.00965,0.01859
="2026/04/02 15:34:52.560",0.00298,-0.0026,-0.00816,-0.00862,0.00201,-0.01471,0.02031,0.00111,0.00865,-0.00696,0.00346,0.00736,0.00611,0.00734,-0.00362,22.0627,863.73639,-0.00721,0.01415,0.01505
="2026/04/02 15:34:52.580",0.00433,0.00585,-0.00243,0.00027,-0.00169,-0.01683,-0.00734,-0.00411,-0.00206,0.00324,0.00279,0.00103,-0.00277,0.00185,-0.01233,21.38007,863.63104,0.00375,0.00144,0.0103
="2026/04/02 15:34:52.600",0.00315,0.00842,-0.00133,-0.00621,-0.00047,-0.00594,-0.02928,-0.00949,0.00536,0.00084,0.00572,0.00104,-0.00091,0.00544,-0.00979,21.18053,863.42194,-0.00235,-0.00331,0.00771
="2026/04/02 15:34:52.620",-0.0085,-0.00101,0.01727,0.0259,0.00607,0.0055,0.00021,0.00184,-0.00403,-0.0031,0.00098,0.00239,-0.00678,-0.00254,0.01382,21.45556,863.73181,0.00669,0.00374,0.01598
="2026/04/02 15:34:52.640",-0.00316,-0.00068,-0.00471,-0.00262,0.00228,-0.00052,0.03216,0.01098,-0.00182,0.0135,-0.00343,-0.00648,-0.00287,-0.00026,-0.00408,21.36323,863.95831,0.00055,-0.0057,0.00181
="2026/04/02 15:34:52.660",0.00231,-0.00785,0.00512,0.00681,-0.00485,0.00182,0.0288,-0.00168,0.00127,0.00855,-0.00199,-0.00727,0.00359,-0.00693,0.00742,21.5952,863.9826,-0.00866,-0.00617,-0.00025
="2026/04/02 15:34:52.680",-0.00374,-0.00431,-0.00594,-0.00683,-0.01246,-0.01043,0.0038,0.00199,-0.00038,0.00578,-0.00313,0.01205,0.00209,0.00237,-0.01839,21.94335,863.32678,-0.00961,0.00233,0.01155
="2026/04/02 15:34:52.700",0.00336,0.00055,0.00216,-0.0026,-0.005,-0.00948,0.00255,0.00394,0.00235,0.01289,-0.00172,-0.00364,-0.00081,-0.00549,0.01151,21.4825,862.93549,0.01581,-0.00467,-0.00605
="2026/04/02 15:34:52.720",0.00591,-0.00015,-0.00438,-0.00459,0.00158,0.01436,-0.00713,-0.00309,0.00867,-0.00033,-0.00125,0.00713,-0.00395,0.0032,-0.02381,21.38783,863.25049,-0.00461,0.00594,-0.00011
="2026/04/02 15:34:52.740",0.00393,0.00278,-0.00416,0.00035,-0.00241,0.00565,0.01202,0.00662,0.00627,0.0121,0.00379,0.00056,-0.00916,-0.00322,0.01778,20.98591,863.64911,0.00557,-0.00713,0.00673
="2026/04/02 15:34:52.760",-0.00006,0.00257,0.00657,0.0072,0.0033,-0.00554,-0.02111,0.00498,0.00402,-0.00271,0.00806,-0.00082,-0.00721,0.00121,0.00895,21.70078,863.901,-0.0143,0.01362,-0.00485
="2026/04/02 15:34:52.780",-0.00237,0.00755,-0.00631,0.00136,-0.00012,0.00384,0.00244,0.00249,0.00127,-0.00004,0.00475,-0.00388,-0.00566,-0.00487,-0.00449,22.1768,863.81403,-0.00423,-0.00258,0.01971
="2026/04/02 15:34:52.800",0.00487,0.0008,-0.00255,-0.00136,-0.00623,-0.01328,-0.00715,0.00323,-0.00842,-0.00405,0.00115,-0.01041,-0.00393,0.00207,-0.00479,21.91868,863.34998,0.00709,-0.00328,-0.00667
="2026/04/02 15:34:52.820",-0.00235,-0.00569,-0.01884,0.00091,-0.00046,0.00449,-0.02459,-0.00413,0.0008,-0.00296,0.00174,0.00978,-0.00221,0.00686,0.00143,21.44268,863.43787,-0.00867,0.00175,0.0107
="2026/04/02 15:34:52.840",0.00776,-0.00535,0.00905,-0.00554,0.00146,0.00181,0.00907,-0.00402,-0.01317,-0.00227,-0.00185,0.00569,0.00446,0.0062,-0.00901,21.94072,863.59509,-0.00859,-0.00383,-0.0027
="2026/04/02 15:34:52.860",0.00728,0.00636,0.00189,-0.00407,-0.00446,0.00552,0.0062,-0.00331,0.00185,-0.01189,0.00061,-0.00908,0.00532,-0.00152,-0.00765,22.62245,863.06805,-0.00372,0.00409,-0.00168
="2026/04/02 15:34:52.880",-0.00395,0.00301,-0.00166,0.00339,0.00144,-0.00127,0.00834,0.00708,0.01594,0.01307,-0.0003,-0.0185,0.00717,0.00939,-0.0059,22.4682,862.8252,-0.00453,0.0008,-0.0102
="2026/04/02 15:34:52.900",0.01124,-0.00174,0.01049,-0.0071,-0.0031,-0.00537,0.01461,0.00638,0.00271,-0.01307,-0.00366,0.00924,-0.0012,0.00486,0.00142,21.97567,862.67401,-0.008,0.00032,-0.00923
="2026/04/02 15:34:52.920",-0.00473,-0.00471,0.00671,-0.0088,-0.00243,-0.00737,0.00524,-0.00105,-0.0052,0.01588,-0.00096,0.01798,-0.00287,0.00685,-0.0039,21.83593,862.50519,-0.00085,-0.00102,0.00024
="2026/04/02 15:34:52.940",0.011,-0.00174,0.00581,0.01399,0.0004,-0.00655,0.00498,0.00285,-0.00306,0.00661,0.00299,0.00202,-0.00818,-0.00274,0.00261,22.68394,862.66736,0.00615,0.00633,0.01184
="2026/04/02 15:34:52.960",0.00232,0.00064,0.00737,-0.00277,-0.00164,0.0011,0.00152,-0.00434,0.0033,0.01968,-0.00471,0.0016,0.00235,-0.00719,-0.00657,22.95542,863.19965,-0.00154,-0.00429,-0.00476
="2026/04/02 15:34:52.980",-0.00039,-0.00106,0.00505,-0.00727,-0.01239,-0.01034,-0.00777,-0.00061,-0.00028,0.0149,0.00463,0.00897,0.01235,-0.00761,-0.01154,21.83571,863.78967,-0.00016,0.00237,-0.00139
="2026/04/02 15:34:53.000",-0.00587,0.00365,0.00939,0.01828,0.00484,-0.01228,-0.00698,0.00124,-0.00888,0.01682,-0.00246,-0.00162,0.00252,-0.00514,0.00127,21.25996,864.43726,0.00193,-0.00407,-0.0044
="2026/04/02 15:34:53.020",-0.00404,-0.02579,-0.01259,0.01027,-0.00437,0.0043,-0.00491,0.01363,0.00306,0.01767,0.00173,-0.00508,0.00578,0.00845,0.00163,21.01011,864.2439,0.00007,-0.00201,-0.00662
="2026/04/02 15:34:53.040",-0.00581,-0.01629,-0.00228,-0.00723,-0.00154,0.00017,-0.02856,-0.00356,0.00489,0.00828,-0.00794,-0.00695,-0.01254,-0.00611,-0.01424,21.1936,863.69904,-0.00808,-0.00225,0.00789
="2026/04/02 15:34:53.060",-0.00021,-0.00121,-0.0009,-0.0026,-0.00412,0.0043,-0.00059,-0.0046,0.00357,-0.01899,0.00316,0.00472,-0.00667,0.0116,-0.00391,21.53267,863.01581,-0.01379,0.00165,-0.00679
="2026/04/02 15:34:53.080",0.00405,0.01191,-0.00432,0.02066,-0.00224,0.0024,-0.01238,-0.00354,0.01422,-0.01296,0.01029,-0.00177,0.00865,0.00557,0.00084,21.64665,863.52704,0.00957,0.01101,0.01062
="2026/04/02 15:34:53.100",0.01061,0.02142,-0.00441,0.00462,-0.00187,0.00456,-0.01558,-0.00135,0.00385,-0.00675,0.00179,-0.00912,-0.00103,0.00699,0.00806,21.71784,863.90082,-0.00754,0.00478,0.01371
="2026/04/02 15:34:53.120",0.0027,-0.0062,-0.00211,0.00293,-0.01123,-0.00739,-0.02534,-0.00748,0.00916,0.01156,0.00262,0.0048,-0.00066,-0.00099,0.00101,21.40249,864.05847,0.00008,0.01009,0.00374
="2026/04/02 15:34:53.140",-0.00175,-0.00441,0.01192,-0.00666,0.01008,0.00345,-0.00269,0.0001,0.0007,0.00111,-0.00001,-0.00201,-0.00656,-0.00639,-0.00006,21.12908,863.74335,-0.00527,0.0027,0.02099
="2026/04/02 15:34:53.160",-0.0004,-0.00128,-0.00931,-0.00339,-0.00472,-0.02249,0.00791,0.00355,0.01866,-0.00217,-0.00051,0.00486,0.00553,-0.00698,-0.01826,21.48934,863.46631,0.00015,0.00383,-0.00632
="2026/04/02 15:34:53.180",-0.01007,0.00475,0.00197,-0.0097,-0.00765,-0.00836,-0.01163,-0.00898,-0.00582,0.009,0.0029,0.01538,-0.00071,-0.00118,-0.00486,21.85956,863.11877,-0.00277,-0.00028,0.01539
="2026/04/02 15:34:53.200",0.00737,0.00099,-0.00589,-0.0107,-0.00327,0.00079,0.01321,-0.00521,0.01517,0.01755,0.00128,0.01037,-0.00089,0.00256,0.00509,22.15165,863.24048,-0.00456,-0.00498,0.00826
="2026/04/02 15:34:53.220",-0.00239,0.00396,-0.0048,0.00025,-0.00449,0.01026,-0.0129,-0.00722,-0.00641,0.01653,0.00022,-0.00649,0.00184,-0.00211,0.00427,22.51166,863.69763,0.01487,0.00624,-0.0105
="2026/04/02 15:34:53.240",-0.00189,-0.00254,-0.00423,0.01011,-0.00312,-0.01875,-0.00343,0.00196,0.00013,-0.00157,0.0047,0,0.00029,0.00013,0.01548,22.11573,863.58691,-0.00338,0.00627,-0.00369
="2026/04/02 15:34:53.260",0.00765,-0.01177,-0.00045,-0.00361,0.00303,-0.00608,0.00975,-0.00063,0.00115,0.01003,-0.00523,-0.00256,0.01588,0.00301,0.01037,21.98713,863.52301,0.00474,-0.0002,0.00901
="2026/04/02 15:34:53.280",0.00008,-0.00016,0.00073,0.00331,-0.00017,-0.00292,-0.00355,0.00317,0.00557,0.00047,-0.00033,0.00247,-0.00062,0.00152,0.01134,22.01605,864.14844,-0.00322,0.00489,-0.00005
="2026/04/02 15:34:53.300",0.01218,-0.00302,0.00359,0.00916,0.00015,-0.00379,0.01196,0.00015,0.00162,0.0222,-0.0073,-0.0056,0.00455,0.00228,-0.0044,21.79961,864.30432,-0.00391,-0.00041,-0.01314
="2026/04/02 15:34:53.320",0.00895,0.0028,-0.01106,0.00977,0.00484,0.01349,0.01602,0.00064,-0.00236,-0.00279,0.00332,-0.00539,-0.00989,-0.00119,0.0118,22.38096,864.48285,-0.00159,0.0042,0.00796
="2026/04/02 15:34:53.340",-0.0086,0.00219,0.00257,-0.0009,0.00012,-0.00394,0.02156,0.00226,0.00484,-0.00973,0.00439,-0.00282,-0.00175,0.00634,0.00822,22.77422,865.01263,0.00662,-0.00026,0.00396
="2026/04/02 15:34:52.040",0.00281,0.01032,0.0066,,,,0.01757,-0.00467,0.00763,0.01101,0.00485,0.01131,,,,21.99341,863.66162,0.006,0.00102,-0.01573
="2026/04/02 15:34:52.060",-0.00179,-0.00268,-0.02475,,,,0.01146,0.00536,0.00779,-0.00104,0.00597,0.00534,,,,21.78344,864.14355,0.00776,-0.0012,0.00098
="2026/04/02 15:34:52.080",-0.00118,0.0033,-0.00269,,,,0.01565,0.00228,0.00267,0.00545,-0.0071,-0.00062,,,,21.65656,863.59448,-0.00109,0.01158,-0.01687
="2026/04/02 15:34:52.100",-0.00628,0.00069,0.00379,,,,0.03275,0.00179,-0.0006,0.00039,0.0014,0.0108,,,,22.11282,862.83917,-0.00482,-0.00298,-0.00522
="2026/04/02 15:34:52.120",-0.00124,-0.00316,-0.00363,,,,0.00833,0.0004,0.00115,-0.01091,0.00991,0.01152,,,,21.73499,862.6908,0.00132,0.01647,-0.00796
="2026/04/02 15:34:52.140",-0.00157,0.00237,-0.00412,,,,-0.02954,0.0016,-0.00151,-0.01744,-0.00371,-0.01038,,,,21.48375,863.46558,-0.00393,0.00069,0.01582
="2026/04/02 15:34:52.160",0.00366,0.00252,-0.00827,,,,0.0135,0.0073,0.00086,-0.0184,0.00592,-0.00687,,,,22.11548,864.37671,-0.00369,0.00612,-0.0003
="2026/04/02 15:34:52.180",0.00535,0.00047,-0.01301,,,,0.00117,-0.00221,0.01122,0.00658,0.00922,-0.00454,,,,22.61089,863.59143,-0.0113,0.00061,0.00701
="2026/04/02 15:34:52.200",0.00496,-0.0001,-0.00034,,,,0.01206,0.00353,0.00171,0.00436,-0.00377,0.00313,,,,22.006,862.79547,0.00031,-0.00497,0.01658
="2026/04/02 15:34:52.220",0.00249,-0.00381,0.0006,,,,0.0006,0.00109,0.00094,0.0088,-0.00535,-0.02212,,,,21.46404,863.08386,-0.00687,0.00029,-0.01098
="2026/04/02 15:34:52.240",0.00764,-0.00388,0.00444,,,,-0.00432,-0.00224,-0.00567,0.00322,-0.00068,-0.00971,,,,21.88423,863.5116,-0.00891,-0.00085,-0.01136
="2026/04/02 15:34:52.260",-0.00112,-0.00585,0.005,,,,0.00843,-0.00019,-0.00404,-0.00538,0.00498,0.00087,,,,22.06651,863.93481,-0.00677,0.00592,0.00635
="2026/04/02 15:34:52.280",0.0092,-0.00178,-0.00785,,,,0.00572,0.00136,0.00468,0.00417,-0.0028,-0.00551,,,,22.05045,863.95007,-0.00196,-0.00177,-0.01876
="2026/04/02 15:34:52.300",0.00456,0.00284,-0.01373,,,,0.00032,-0.00392,0.00187,-0.00147,0.00308,0.0022,,,,22.02406,863.69519,-0.00123,-0.0033,-0.01246
="2026/04/02 15:34:52.320",-0.00587,0.00873,-0.0126,,,,-0.03233,-0.00587,0.01093,-0.00525,0.00317,-0.00136,,,,22.02792,863.992,0.01389,0.0036,0.00119
="2026/04/02 15:34:52.340",0.00115,-0.00038,0.00299,,,,0.02161,0.00006,0.00478,0.00615,0.00233,0.01093,,,,22.43587,864.33301,-0.00478,0.00753,0.00264
="2026/04/02 15:34:53.360",-0.01164,0.00081,0.00094,0.00736,-0.00081,0.00211,-0.02197,-0.00856,0.00093,0.0113,-0.00524,-0.0065,0.00077,0.00348,-0.01605,22.11579,864.26349,-0.00751,0.00386,0.00888
="2026/04/02 15:34:53.380",-0.00806,-0.00053,0.00471,0.00637,0.00097,0.00232,0,-0.0077,-0.01814,0.00071,-0.00301,-0.01464,0.00104,-0.00337,0.0108,21.52139,863.20245,0.01454,0.00146,-0.01333
="2026/04/02 15:34:53.400",-0.00501,0.00707,0.0026,-0.011,0.00317,0.00719,0.00579,-0.00658,-0.01155,0.00069,0.00502,-0.00033,0.00287,-0.0034,0.01,21.39506,863.12842,0.00111,-0.00409,-0.02129
="2026/04/02 15:34:53.420",-0.00418,0.01349,0.00372,-0.00531,-0.01055,-0.00162,0.00356,-0.00176,0.00134,0.00717,0.00479,-0.00673,-0.01131,-0.00559,-0.02284,21.57175,863.44849,0.013,-0.00818,-0.00091
="2026/04/02 15:34:53.440",0.00194,-0.00644,0.00467,-0.00504,-0.00447,-0.01063,-0.00126,-0.00291,0.00055,-0.00952,-0.01025,-0.0242,0.00752,0.00005,-0.00701,21.6254,863.89325,-0.00235,-0.0004,-0.00911
="2026/04/02 15:34:53.460",0.00289,-0.00906,-0.01091,-0.00929,-0.00064,-0.0043,0.00013,0.00725,-0.00966,0.0219,0.00553,-0.00222,-0.00893,-0.00867,0.008,21.87362,864.92432,-0.00351,-0.00456,-0.00265
="2026/04/02 15:34:53.480",0.00555,-0.00907,-0.00065,-0.00437,-0.00417,-0.00833,0.00285,0.0084,0.0126,-0.00745,0.00164,0.01098,0.00283,0.00285,-0.00543,21.64193,864.57532,-0.0019,-0.00431,0.01889
="2026/04/02 15:34:53.500",0.00122,0.00018,0.00986,-0.00959,0.00044,-0.0087,-0.00807,0.00624,-0.00615,0.00242,-0.00539,0.00566,0.00193,0.0117,0.00488,21.51377,863.28101,-0.00332,-0.00295,0.01019
="2026/04/02 15:34:53.520",0.00433,0.00438,0.00057,-0.00701,-0.00186,0.00656,0.01639,0.00306,0.01474,0.00557,-0.0056,0.00612,0.00264,0.00251,-0.00317,22.27057,863.13043,-0.00347,0.00062,0.00196
="2026/04/02 15:34:53.540",-0.00339,-0.00257,0.00761,0.00826,-0.0006,0.00779,-0.00761,-0.00533,0.00696,-0.00884,-0.00271,0.00641,0.00163,0.00004,0.00089,21.99128,863.39545,-0.01048,0.0105,0.00466
="2026/04/02 15:34:53.560",0.00086,-0.00332,-0.00354,-0.00886,0.00624,0.00892,-0.00069,0.00683,0.00606,0.00375,0.00073,0.01111,-0.00089,0.00344,0.01173,21.35061,863.51776,-0.00618,0.00678,-0.00428
="2026/04/02 15:34:53.580",0.00123,-0.0035,0.00112,0.00368,-0.00365,0.00806,-0.01324,-0.00022,0.00725,0.00721,-0.00283,0.00376,-0.00065,-0.002,-0.01348,21.43739,863.73993,-0.01133,-0.00915,0.00513
="2026/04/02 15:34:53.600",0.01615,-0.00667,-0.00862,-0.00331,-0.00504,-0.00541,-0.01073,-0.00087,0.0076,0.01212,0.00504,0.00389,0.00303,0.00492,0.00234,22.41443,863.94232,0.00583,-0.01558,0.01512
="2026/04/02 15:34:53.620",-0.00462,0.00724,-0.01215,0.0131,0.00162,-0.0032,0.01119,0.00104,0.01741,0.01701,0.009,0.01197,0.00476,0.00278,0.01127,22.48013,863.56317,-0.00824,-0.00265,0.00189
="2026/04/02 15:34:53.640",-0.00304,0.00533,-0.01483,0.011,0.00474,0.00063,-0.02031,-0.01009,-0.00705,0.00544,-0.00165,0.00007,-0.00596,-0.00925,0.0043,22.01597,863.26904,0.01245,-0.002,-0.00867
="2026/04/02 15:34:53.660",-0.00915,0.00073,-0.00346,0.00856,-0.00421,0.00955,-0.00427,0.00206,-0.00757,0.00222,-0.00085,-0.00586,0.00246,-0.00712,-0.00315,21.87426,863.80914,-0.00267,0.00567,0.00985
="2026/04/02 15:34:53.680",0.00747,0.00045,0.00304,0.00153,-0.00489,0.00755,-0.00947,-0.00637,-0.01658,0.01007,-0.00562,0.00015,-0.00889,0.01102,0.00949,21.52273,863.8537,0.00165,0.01101,-0.00733
="2026/04/02 15:34:53.700",-0.00676,0.00005,0.0039,0.00271,-0.00613,-0.00596,0.01242,-0.00939,0.00689,0.00818,0.00146,-0.00104,-0.00956,-0.01042,-0.00444,21.50836,863.40228,-0.00093,0.00624,0.01374
="2026/04/02 15:34:53.720",-0.00825,0.00474,-0.00458,0.00071,-0.00524,0.00574,0.01816,0.01278,0.00841,-0.01296,0.0037,-0.00201,0.00431,0.00379,-0.00255,21.12188,863.07288,0.00241,-0.00237,-0.00675
="2026/04/02 15:34:53.740",-0.0004,-0.00294,0.00275,-0.00479,-0.00322,0.00116,-0.02074,-0.00137,0.02203,-0.00089,0.00156,-0.0109,-0.00355,-0.00015,-0.00764,20.769,862.91608,0.00035,0.00585,0.01762
="2026/04/02 15:34:53.760",-0.01027,-0.0021,0.0066,-0.01921,0.00479,0.00382,0.007,0.00815,0.01344,0.00212,-0.00063,0.00776,0.00609,-0.00379,0.01694,21.64487,863.10785,-0.00495,0.00247,-0.00685
="2026/04/02 15:34:53.780",0.00133,-0.00514,0.00608,-0.00926,-0.00463,-0.01563,0.00053,0.00161,0.00824,0.00741,-0.00373,0.0053,0.0031,0.00254,-0.01594,21.68396,863.34619,-0.00504,0.00744,0.00057
="2026/04/02 15:34:53.800",0.00262,-0.0022,0.00833,-0.01312,-0.00816,-0.00335,-0.0099,-0.00515,-0.00028,0.01558,-0.00061,0.00716,-0.01321,0.00686,0.00933,21.29915,862.80804,-0.00113,0.0016,-0.00638
="2026/04/02 15:34:53.820",-0.00574,0.00181,-0.0059,-0.00581,-0.01018,-0.00397,0.00006,0.00418,0.01047,0.0016,0.00238,0.00288,-0.01121,0.00049,-0.00296,21.66046,862.41089,-0.003,-0.00027,0.0066
