time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:16:41.100",-0.15885,-0.06132,0.18948,0.7421,-0.05191,0.25062,-0.72224,0.035,0.32099,0.01649,0.00435,-0.02883,8.90652,840.36145,-0.06471,-0.07874,0.40193,0.18534,-0.02237,0.0251
="2026/04/02 16:16:41.120",0.383,-0.0399,0.19471,0.81388,0.01499,-0.07721,-0.78037,-0.09319,1.22971,-0.04085,-0.00031,0.01482,20.03683,833.35394,-0.22753,-0.05047,0.58356,0.08509,0.01423,-0.07397
="2026/04/02 16:16:41.140",0.2844,-0.01321,0.04813,0.63488,-0.03816,-0.24576,0.13794,0.0322,0.53453,0.01238,0.01192,0.00981,32.27279,833.45587,0.01783,-0.06974,0.50927,-0.01063,0.04905,-0.11312
="2026/04/02 16:16:41.160",0.01898,0.00386,-0.04639,0.54783,0.09656,-0.57291,-0.04408,-0.18015,1.55578,0.00812,0.00379,0.0071,41.62681,837.61566,0.49276,-0.08041,0.32913,0.19146,0.01244,-0.05826
="2026/04/02 16:16:41.180",0.48147,0.02202,-0.13727,0.15125,0.03137,-0.61161,0.67208,-0.05841,0.71291,-0.0299,0.00409,0.00139,47.99129,848.18488,0.14251,-0.01187,0.32398,-0.16337,0.06841,-0.16135
="2026/04/02 16:16:41.200",-0.22327,0.02635,-0.25127,-0.13372,0.06929,-0.63296,0.89789,-0.07764,0.60038,0.02119,0.00438,-0.00286,49.06683,861.45709,0.69951,-0.03448,-0.12991,0.07414,0.01453,-0.01983
="2026/04/02 16:16:41.220",0.16415,0.06077,-0.22044,-0.3834,0.09791,-0.53304,0.71142,-0.13214,0.53822,0.01754,0.00442,0.00214,44.76099,874.19525,0.27083,0.04292,-0.18493,-0.07478,0.03183,-0.04061
="2026/04/02 16:16:41.240",-0.13682,0.04945,-0.27135,-0.71635,-0.019,-0.28813,1.16778,0.06739,-0.78292,0.02958,-0.00041,-0.01212,37.35874,886.56012,0.31234,0.05215,-0.3913,-0.14,0.00805,-0.05826
="2026/04/02 16:16:41.260",-0.37997,0.05542,-0.17423,-0.70015,0.07324,-0.11881,0.4319,-0.07978,-0.18634,0.01486,0.00233,-0.00531,25.07406,893.51453,0.33426,0.05717,-0.53684,0.07583,-0.03228,0.04583
="2026/04/02 16:16:41.280",0.04279,0.02381,-0.08473,-0.79486,-0.02984,0.21358,0.48082,0.1147,-1.27401,0.01431,0.00649,0.02487,12.31481,896.24255,-0.24475,0.08946,-0.41577,-0.21361,0.00081,-0.01764
="2026/04/02 16:16:41.300",-0.53891,0.01077,-0.00026,-0.58088,-0.01964,0.39847,0.00069,0.0893,-1.0349,-0.01514,0.01006,0.00024,1.03613,893.11902,0.03872,0.03881,-0.54238,0.08887,-0.05272,0.13791
="2026/04/02 16:16:41.320",0.02618,-0.01601,0.12364,-0.31639,-0.01358,0.54297,-0.57673,0.05367,-0.71656,-0.0137,0.00418,0.00902,0,885.05463,-0.52885,0.06513,-0.22569,-0.0214,-0.02872,0.08212
="2026/04/02 16:16:41.340",-0.15831,-0.04277,0.14677,-0.07176,-0.09493,0.63791,-0.49413,0.19158,-1.24488,-0.06462,-0.00457,0.00154,0,873.75806,-0.42517,0.01689,-0.12286,-0.03587,-0.03463,0.05078
="2026/04/02 16:16:41.360",-0.14018,-0.05777,0.23865,0.3473,0.01046,0.5002,-1.15368,-0.0064,0.1436,-0.04743,-0.01142,0.01131,0,859.38055,-0.33988,-0.00983,0.08051,0.21164,-0.04434,0.09495
="2026/04/02 16:16:41.380",0.35982,-0.0674,0.25226,0.54587,-0.08004,0.42647,-0.82493,0.11744,-0.30445,-0.03474,-0.00709,0.00515,0,847.13635,-0.61915,-0.00901,0.40707,-0.07029,0.00824,-0.0631
="2026/04/02 16:16:41.400",-0.13889,-0.05593,0.19759,0.76697,-0.01469,0.15038,-0.82227,-0.00492,0.58118,0.00655,-0.00305,-0.01824,10.18169,837.38464,-0.00206,-0.078,0.34458,0.23525,-0.02176,0.04808
="2026/04/02 16:16:41.420",0.45893,-0.04272,0.16981,0.77053,0.01156,-0.11477,-0.63535,-0.07334,1.06235,-0.01899,0.00254,0.00163,22.39448,831.68372,-0.25979,-0.0396,0.5955,0.0362,0.02989,-0.08258
="2026/04/02 16:16:41.440",0.16261,-0.01223,0.02829,0.64829,-0.02742,-0.30022,0.03633,0.025,0.60879,0.00997,-0.00229,-0.00297,34.97401,833.45544,0.18393,-0.08053,0.4524,0.01858,0.02424,-0.05484
="2026/04/02 16:16:41.460",0.12602,0.00707,-0.04947,0.49804,0.0955,-0.53173,0.04193,-0.20272,1.52769,-0.03179,0.00536,0.01236,43.49522,839.4718,0.40204,-0.06509,0.33557,0.12857,0.02114,-0.05581
="2026/04/02 16:16:41.480",0.37413,0.03085,-0.14637,0.11324,0.00056,-0.5297,0.73206,-0.02578,0.43591,0.02444,0.00784,0.00616,48.82217,850.61243,0.23893,-0.01431,0.26084,-0.1614,0.06051,-0.13131
="2026/04/02 16:16:41.500",-0.23253,0.0411,-0.23949,-0.15094,0.07262,-0.55861,0.82382,-0.11517,0.66292,-0.03221,-0.00969,-0.01214,48.84547,863.33472,0.72267,-0.03201,-0.13282,0.10206,-0.01681,-0.01552
="2026/04/02 16:16:41.520",0.20302,0.05819,-0.25281,-0.47316,0.06027,-0.4879,0.90524,-0.07867,0.26123,-0.03573,-0.01891,-0.02114,43.56985,876.05267,0.24962,0.04457,-0.11654,-0.14044,0.02733,-0.10454
="2026/04/02 16:16:41.540",-0.26657,0.06343,-0.22531,-0.72112,-0.00954,-0.19392,1.07225,0.05939,-0.73615,-0.02913,-0.01496,-0.00966,35.31597,887.97589,0.39251,0.04337,-0.43684,-0.06665,0.00706,0.01087
="2026/04/02 16:16:41.560",-0.27976,0.05475,-0.16825,-0.72057,0.07161,-0.09273,0.47551,-0.06871,-0.19523,-0.02542,0.00875,-0.00069,23.67814,895.31128,0.1932,0.05964,-0.49598,0.02354,-0.04172,0.06708
="2026/04/02 16:16:41.580",-0.03656,0.02813,-0.10795,-0.78347,-0.05157,0.22751,0.50015,0.13845,-1.32002,-0.00765,0.00681,0.00813,11.01179,898.27271,-0.23992,0.08038,-0.41142,-0.16105,-0.01647,-0.02364
="2026/04/02 16:16:41.600",-0.51438,-0.00294,-0.00783,-0.50989,-0.00016,0.39357,-0.1539,0.04324,-0.79964,-0.02116,0.00046,0.00719,0,893.60962,-0.01964,0.02875,-0.52037,0.10873,-0.05591,0.13968
="2026/04/02 16:16:41.620",0.08997,-0.01213,0.11299,-0.26596,-0.0351,0.49007,-0.49405,0.06617,-0.8107,-0.01237,-0.00508,0.01174,0,883.95691,-0.61929,0.06183,-0.17822,-0.07272,-0.02814,0.02238
="2026/04/02 16:16:41.640",-0.21027,-0.05099,0.1759,-0.02469,-0.07016,0.59286,-0.6269,0.16188,-0.99946,-0.00214,-0.00127,0.00489,0,871.09106,-0.35935,0.0111,-0.11591,0.0456,-0.04056,0.11742
="2026/04/02 16:16:41.660",0.00462,-0.05827,0.22569,0.43031,-0.00401,0.40155,-1.11917,-0.01613,0.21922,0.01937,0.00139,-0.00642,0,856.15118,-0.43736,-0.02224,0.11835,0.13765,-0.03474,0.08111
="2026/04/02 16:16:41.680",0.29354,-0.05531,0.2229,0.56969,-0.08301,0.32819,-0.786,0.14328,-0.25068,-0.00286,-0.0035,-0.01883,0,844.43207,-0.51153,-0.0204,0.36857,-0.06061,0.00872,-0.03826
="2026/04/02 16:16:41.700",-0.07067,-0.04811,0.18262,0.80012,0.02171,0.10032,-0.92775,-0.03548,0.7838,-0.04327,-0.00853,0.01297,11.05458,835.22827,0.0298,-0.07455,0.33143,0.22219,-0.03187,0.04828
="2026/04/02 16:16:41.720",0.49539,-0.0387,0.18725,0.77177,0.00003,-0.12164,-0.51431,-0.04255,0.86596,0.00589,-0.0098,-0.00929,23.90156,831.0249,-0.23667,-0.04268,0.59102,-0.02105,0.03867,-0.09903
="2026/04/02 16:16:41.740",0.07079,-0.01396,0.04165,0.604,-0.00503,-0.29202,-0.05555,-0.00012,0.6987,0.01055,-0.00016,0.01537,36.65134,832.62036,0.33165,-0.0748,0.3651,0.07222,0.01571,-0.05247
="2026/04/02 16:16:41.760",0.23071,0.02158,-0.0521,0.43143,0.08539,-0.52521,0.09314,-0.17981,1.41553,0.04146,0.01009,0.00017,46.08313,839.8858,0.34993,-0.04952,0.31309,0.07576,0.02441,-0.05747
="2026/04/02 16:16:41.780",0.24875,0.03072,-0.13224,0.03428,0.00874,-0.48845,0.81879,-0.00694,0.25563,-0.07777,0.00821,0.02127,51.59313,852.7171,0.35565,-0.01989,0.21675,-0.13323,0.05258,-0.11396
="2026/04/02 16:16:41.800",-0.21941,0.05073,-0.1927,-0.22672,0.07893,-0.52805,0.74892,-0.12529,0.65788,0.00354,0.02355,0.01037,50.53157,866.20209,0.69182,-0.03271,-0.11167,0.10952,-0.00272,0.00535
="2026/04/02 16:16:41.820",0.19762,0.05727,-0.22974,-0.51327,0.02554,-0.35809,1.0352,-0.04394,-0.05437,-0.01583,0.00212,0.01507,44.05591,880.3045,0.20272,0.03564,-0.10173,-0.16148,0.03995,-0.07508
="2026/04/02 16:16:41.840",-0.35241,0.04386,-0.22051,-0.74582,0.00537,-0.2052,0.93259,0.03022,-0.63844,-0.01093,0.00353,-0.01506,34.27123,891.85016,0.43621,0.03153,-0.42083,-0.02268,-0.01495,0.03952
="2026/04/02 16:16:41.860",-0.15361,0.04717,-0.14653,-0.75473,0.05799,-0.0237,0.53484,-0.06105,-0.29037,-0.00008,0.0015,0.01363,21.11423,897.80786,0.04134,0.06384,-0.43837,-0.01267,-0.01295,0.0439
="2026/04/02 16:16:41.880",-0.12365,0.01742,-0.07819,-0.77652,-0.05146,0.26321,0.51148,0.14065,-1.40347,-0.02351,0.00113,-0.00931,8.0207,898.62146,-0.19595,0.08017,-0.40291,-0.13768,-0.01179,0.00683
="2026/04/02 16:16:41.900",-0.42523,0.00765,0.00199,-0.51029,0.01593,0.33123,-0.2387,0.03217,-0.63274,-0.00506,0.00253,-0.00517,0,892.68805,-0.11832,0.04418,-0.4517,0.12562,-0.06671,0.14338
="2026/04/02 16:16:41.920",0.11444,-0.01507,0.11324,-0.25499,-0.07016,0.47673,-0.39343,0.09814,-0.84708,-0.0291,-0.00265,0.01256,0,881.9856,-0.66035,0.06336,-0.16134,-0.07732,-0.0214,0.03604
="2026/04/02 16:16:41.940",-0.26739,-0.03616,0.1688,0.09153,-0.05902,0.46653,-0.77219,0.12235,-0.69711,-0.03861,0.00268,-0.01751,0,867.92603,-0.34315,-0.00068,-0.08552,0.10309,-0.04489,0.11922
="2026/04/02 16:16:41.960",0.14852,-0.05094,0.21802,0.44106,-0.00492,0.36318,-1.10283,-0.00179,0.26494,0.00637,0.00464,-0.01132,0,852.86682,-0.53307,-0.00829,0.12651,0.10099,-0.01459,0.03027
="2026/04/02 16:16:41.980",0.19039,-0.05755,0.21641,0.6278,-0.07526,0.28636,-0.79124,0.11126,-0.15388,-0.02029,-0.00782,0.00031,0,840.83545,-0.4118,-0.01885,0.32857,-0.00042,0.00519,0.00113
="2026/04/02 16:16:42.000",0.03628,-0.05651,0.1895,0.80118,0.0257,-0.00144,-0.98925,-0.05726,0.94793,-0.03954,-0.00407,0.00837,12.13097,831.6535,-0.00735,-0.07153,0.3322,0.19805,-0.03018,0.0197
="2026/04/02 16:16:42.020",0.47859,-0.04825,0.14563,0.74691,-0.03378,-0.12343,-0.37133,-0.01455,0.7195,-0.00904,-0.00386,-0.00151,25.98618,829.14441,-0.18901,-0.04701,0.50832,-0.05254,0.04932,-0.11293
="2026/04/02 16:16:42.040",0.00688,-0.02323,0.03455,0.64915,0.00635,-0.30388,-0.12124,-0.02803,0.78124,-0.00411,-0.00489,-0.01346,39.10529,832.81537,0.39922,-0.08444,0.34256,0.11001,0.01213,-0.03108
="2026/04/02 16:16:42.060",0.30548,0.00235,-0.02101,0.37611,0.05365,-0.43825,0.19408,-0.16335,1.17953,-0.02382,0.00627,0.01766,48.48662,841.71869,0.28856,-0.03843,0.32246,0.01443,0.04221,-0.10154
="2026/04/02 16:16:42.080",0.09303,0.02868,-0.12948,0.00209,-0.00597,-0.40182,0.85786,0.00187,0.18468,0.00475,0.0003,0.00398,53.38099,855.27936,0.43957,-0.01058,0.1826,-0.09753,0.05935,-0.10458
="2026/04/02 16:16:42.100",-0.17669,0.0448,-0.19539,-0.26645,0.07296,-0.46517,0.72475,-0.11774,0.62727,0.00825,0.00611,-0.0028,51.48495,869.5351,0.61494,-0.0144,-0.0961,0.08246,0.00631,-0.00368
="2026/04/02 16:16:42.120",0.1342,0.05488,-0.21981,-0.63678,0.01245,-0.25069,1.12429,-0.01746,-0.26647,0.02033,0.00777,0.01079,44.66397,883.10632,0.18937,0.04443,-0.14783,-0.17052,0.04235,-0.15016
="2026/04/02 16:16:42.140",-0.41743,0.05761,-0.22015,-0.7382,0.02344,-0.12588,0.87711,-0.0102,-0.51113,-0.05885,-0.01198,0.00298,33.36613,893.12183,0.42236,0.03511,-0.40549,0.02182,-0.01943,0.06298
="2026/04/02 16:16:42.160",-0.05966,0.04199,-0.14991,-0.77211,0.0227,0.01785,0.55089,-0.0302,-0.44391,-0.01031,-0.00709,0.00309,19.09575,898.94305,-0.0638,0.07915,-0.40075,-0.06832,-0.00385,0.00354
="2026/04/02 16:16:42.180",-0.23991,0.0284,-0.07657,-0.73899,-0.04229,0.25379,0.46116,0.13747,-1.25291,0.0165,-0.00119,0.01068,6.15089,899.26862,-0.16825,0.06891,-0.39616,-0.05906,-0.02229,0.05017
="2026/04/02 16:16:42.200",-0.28972,0.00776,0.0115,-0.45594,0.0347,0.30739,-0.31545,0.00999,-0.48564,-0.01204,0.00804,-0.00168,0,891.77313,-0.23522,0.05316,-0.38105,0.10801,-0.05018,0.15857
="2026/04/02 16:16:42.220",0.09864,-0.02041,0.11196,-0.23632,-0.06593,0.4188,-0.3677,0.12442,-0.90318,-0.00556,-0.00349,0.0077,0,879.71021,-0.63174,0.06393,-0.16595,-0.09906,-0.01472,0.04188
="2026/04/02 16:16:42.240",-0.26082,-0.0339,0.17041,0.18503,-0.02924,0.4273,-0.8599,0.08262,-0.40633,-0.00975,-0.00565,0.0131,0,865.04462,-0.29095,0.0054,-0.113,0.13701,-0.039,0.13525
="2026/04/02 16:16:42.260",0.24146,-0.04784,0.22389,0.47813,-0.01673,0.31749,-1.07243,0.01119,0.18668,0.0047,0.00293,-0.01037,0,849.92871,-0.58242,0.00903,0.12906,0.0289,-0.01976,0.05204
="2026/04/02 16:16:42.280",0.10078,-0.05623,0.1941,0.67748,-0.06197,0.2374,-0.82457,0.10067,-0.052,0.01388,-0.00679,-0.01197,1.27417,837.50873,-0.29107,-0.03392,0.287,0.0337,-0.00172,-0.00203
="2026/04/02 16:16:42.300",0.10733,-0.04604,0.17537,0.88052,0.04035,0.02594,-0.99816,-0.06002,1.02269,-0.02981,-0.01515,-0.00153,13.95843,829.23419,-0.03101,-0.05727,0.33622,0.16629,-0.008,0.00181
="2026/04/02 16:16:42.320",0.43694,-0.01985,0.12492,0.73474,-0.03732,-0.10523,-0.32643,0.0177,0.54413,0.02018,0.01092,-0.00345,29.03639,828.22687,-0.07434,-0.04517,0.47784,-0.0689,0.03824,-0.09862
="2026/04/02 16:16:42.340",-0.00735,-0.01775,0.05068,0.59524,0.02992,-0.31028,-0.14016,-0.05824,0.87397,-0.01531,-0.00221,-0.01241,41.20568,832.5,0.47766,-0.06704,0.28521,0.13653,0.01284,-0.06322
="2026/04/02 16:16:42.360",0.33062,0.01938,-0.01109,0.34011,0.04578,-0.38994,0.2823,-0.10919,0.88503,-0.03605,-0.00643,-0.01082,49.11466,842.54443,0.27155,-0.03646,0.29781,-0.05674,0.05106,-0.07449
="2026/04/02 16:16:42.380",-0.02973,0.0311,-0.12786,-0.03025,0.00046,-0.35772,0.84488,-0.01837,0.14771,-0.01269,0.00464,0.01985,53.80353,857.23682,0.51256,-0.02835,0.12253,-0.04074,0.0373,-0.10939
="2026/04/02 16:16:42.400",-0.11654,0.05256,-0.183,-0.30612,0.08541,-0.36595,0.75074,-0.12631,0.52344,-0.01867,-0.01298,-0.01046,52.16148,872.56549,0.55326,-0.01094,-0.07604,0.05173,0.00528,-0.04177
="2026/04/02 16:16:42.420",0.0561,0.04296,-0.20038,-0.64097,-0.00254,-0.21379,1.16969,0.0071,-0.48691,-0.06366,0.00992,0.01829,43.97243,887.23206,0.20526,0.03569,-0.14869,-0.15282,0.03405,-0.09949
="2026/04/02 16:16:42.440",-0.42316,0.04557,-0.22511,-0.74878,0.03569,-0.09745,0.80864,-0.02828,-0.41045,-0.02742,0.00347,0.00191,31.03683,897.1283,0.3992,0.01651,-0.37709,0.05497,-0.02108,0.07298
="2026/04/02 16:16:42.460",-0.04304,0.03705,-0.15479,-0.81539,0.02573,0.0732,0.58972,-0.00202,-0.61792,0.00325,0.00587,0.00966,17.01196,901.13544,-0.16018,0.06561,-0.31695,-0.10207,-0.00007,0.03884
="2026/04/02 16:16:42.480",-0.30135,0.02211,-0.08304,-0.64516,-0.02646,0.25346,0.37276,0.09694,-1.12633,0.00294,0.015,0.02727,3.51399,899.32397,-0.17282,0.04934,-0.40852,-0.0336,-0.03119,0.07344
="2026/04/02 16:16:42.500",-0.20084,0.00532,0.0153,-0.43533,0.01104,0.25764,-0.32656,0.00597,-0.39534,0.00227,0.00994,0.0277,0,890.67273,-0.34169,0.03518,-0.35621,0.07443,-0.05445,0.12014
="2026/04/02 16:16:42.520",0.07584,-0.02872,0.11873,-0.15435,-0.0662,0.39356,-0.3798,0.12191,-0.86626,-0.0181,0.00006,0.01412,0,878.10974,-0.62289,0.0505,-0.14441,-0.08237,-0.02023,0.07136
="2026/04/02 16:16:42.540",-0.2019,-0.05041,0.18572,0.25224,-0.00322,0.32951,-0.93124,0.05436,-0.10778,-0.02652,-0.00593,-0.01207,0,862.25818,-0.3327,0.00634,-0.09469,0.17172,-0.05092,0.13859
="2026/04/02 16:16:42.560",0.32063,-0.04802,0.22843,0.47114,-0.02515,0.22987,-1.04044,0.03602,0.14236,0.01348,0.00267,-0.00538,0,846.65796,-0.56033,0.01316,0.23373,-0.00916,-0.0137,0.01892
="2026/04/02 16:16:42.580",0.04303,-0.04646,0.19766,0.75188,-0.05626,0.1648,-0.88963,0.05855,0.12602,0.00587,-0.00268,-0.02583,2.92778,835.25665,-0.19592,-0.03672,0.2034,0.08568,-0.0145,0.03881
="2026/04/02 16:16:42.600",0.2295,-0.04848,0.1812,0.78625,0.03352,-0.05611,-0.94207,-0.06826,0.98616,0.02323,0.00731,0.00157,16.75953,828.5036,-0.05996,-0.04446,0.34972,0.11674,0.00332,-0.0138
="2026/04/02 16:16:42.620",0.34469,-0.03308,0.11671,0.75596,-0.04895,-0.11325,-0.29164,0.04166,0.45429,-0.01625,0.00336,-0.00458,31.35674,828.56067,0.01926,-0.03998,0.38572,-0.0698,0.03779,-0.07933
="2026/04/02 16:16:42.640",-0.01119,-0.01395,0.03569,0.56767,0.03507,-0.31758,-0.13233,-0.08706,0.96735,0.03004,0.00724,-0.01256,43.07207,834.29565,0.51552,-0.07076,0.26289,0.13922,0.01571,-0.04662
="2026/04/02 16:16:42.660",0.3154,0.019,-0.05469,0.25281,0.02442,-0.30567,0.36022,-0.06738,0.65007,-0.02205,-0.00136,0.00971,51.03817,846.17603,0.32433,-0.032,0.29421,-0.09113,0.05856,-0.09692
="2026/04/02 16:16:42.680",-0.11076,0.02225,-0.16575,-0.06799,0.00695,-0.31923,0.84144,-0.02229,0.11764,-0.01379,-0.02403,0.00313,54.65998,860.7782,0.59918,-0.03867,0.08309,0.00327,0.0221,-0.06993
="2026/04/02 16:16:42.700",-0.0369,0.04402,-0.18094,-0.41745,0.06437,-0.34196,0.79756,-0.12295,0.34864,0.02548,0.00297,-0.00496,51.85587,875.15417,0.43376,-0.00716,-0.03845,-0.01942,0.02637,-0.05168
="2026/04/02 16:16:42.720",-0.06317,0.06002,-0.24633,-0.65991,-0.01502,-0.1393,1.13521,0.02219,-0.62079,-0.04102,0.0076,0.0102,43.79678,889.50067,0.24583,0.03201,-0.15121,-0.13232,0.03496,-0.06272
="2026/04/02 16:16:42.740",-0.37713,0.04493,-0.18413,-0.77627,0.04796,-0.07533,0.80616,-0.03644,-0.32757,-0.02337,-0.00658,-0.02589,30.21078,898.36816,0.28929,0.03743,-0.35572,0.04926,-0.02369,0.07373
="2026/04/02 16:16:42.760",0.00803,0.03495,-0.14651,-0.79014,0.00584,0.10565,0.6198,0.03057,-0.72589,0.00049,0.00628,0.00192,15.39188,901.61609,-0.23579,0.0734,-0.28584,-0.11391,0.00971,0.00493
="2026/04/02 16:16:42.780",-0.34948,0.02181,-0.08146,-0.62112,-0.01519,0.24116,0.29119,0.08653,-0.92771,0.01627,0.0042,0.00282,2.21379,897.85504,-0.13518,0.04628,-0.42948,0.01889,-0.03986,0.09986
="2026/04/02 16:16:42.800",-0.0736,-0.00385,0.0263,-0.33484,0.01556,0.27286,-0.34541,-0.00369,-0.34097,-0.00002,0.00399,-0.00325,0,887.41034,-0.44019,0.04496,-0.26549,0.04128,-0.03419,0.08551
="2026/04/02 16:16:42.820",0.00452,-0.02911,0.09885,-0.1042,-0.05449,0.35526,-0.42445,0.14197,-0.73941,-0.02199,-0.01083,0.00708,0,874.74634,-0.5547,0.05286,-0.12686,-0.04607,-0.03161,0.09019
="2026/04/02 16:16:42.840",-0.14729,-0.04172,0.18915,0.28189,-0.00277,0.21878,-1.02852,0.01236,0.06457,-0.00295,-0.00003,-0.01182,0,859.10242,-0.34309,-0.0095,-0.08287,0.14888,-0.05883,0.08399
="2026/04/02 16:16:42.860",0.32503,-0.0578,0.20574,0.54663,-0.03071,0.21655,-0.96765,0.05955,0.08351,0.00912,-0.01538,-0.00713,0,844.29138,-0.56863,0.00718,0.1917,-0.02436,-0.00509,-0.00465
="2026/04/02 16:16:42.880",0.012,-0.06258,0.19526,0.72878,-0.01173,0.0899,-0.91933,0.04657,0.30151,-0.03,0.01168,0.03812,3.73914,833.18646,-0.08481,-0.03809,0.18819,0.10606,-0.00568,0.04628
="2026/04/02 16:16:42.900",0.29923,-0.05011,0.18714,0.84438,0.03544,-0.07217,-0.8742,-0.05153,0.9107,0.01826,-0.00748,-0.02867,18.28388,826.90363,-0.07793,-0.04352,0.32516,0.05596,0.01314,0.00889
="2026/04/02 16:16:42.920",0.26369,-0.02834,0.09525,0.70816,-0.05586,-0.12053,-0.26872,0.02237,0.3975,-0.03586,-0.00829,0.00982,33.45964,828.64233,0.15087,-0.04818,0.38576,-0.04144,0.04061,-0.09404
="2026/04/02 16:16:42.940",0.02857,-0.00602,0.03535,0.55036,0.06103,-0.28976,-0.12145,-0.08933,0.92419,0.02752,0.00901,0.00685,45.88578,835.61438,0.50889,-0.0588,0.23042,0.0891,0.01841,-0.02485
="2026/04/02 16:16:42.960",0.28237,0.02576,-0.02592,0.20457,0.00567,-0.27811,0.49078,-0.03518,0.38308,-0.01415,0.00285,-0.00494,54.15294,847.87531,0.30594,-0.01684,0.28519,-0.12043,0.03183,-0.13472
="2026/04/02 16:16:42.980",-0.17956,0.03102,-0.14014,-0.13503,0.02268,-0.27812,0.7766,-0.04919,0.16088,-0.00561,-0.00254,-0.03427,56.18446,863.20593,0.6355,-0.03963,0.04419,0.01671,0.0228,-0.02974
="2026/04/02 16:16:43.000",0.00277,0.06374,-0.1762,-0.43207,0.02144,-0.22424,0.88677,-0.08498,0.18833,0.00543,-0.0016,0.00411,51.47855,878.84326,0.37664,-0.00166,-0.02178,-0.04009,0.02275,-0.05306
="2026/04/02 16:16:43.020",-0.16887,0.03659,-0.21193,-0.73346,-0.01605,-0.09826,1.14631,0.0214,-0.70236,0.04697,-0.00588,-0.00742,42.18997,892.6181,0.28494,0.02426,-0.14541,-0.10922,0.01399,-0.02299
="2026/04/02 16:16:43.040",-0.30471,0.03013,-0.19957,-0.77919,0.03251,-0.04257,0.75667,-0.04669,-0.31001,-0.03324,0.00048,0.00092,27.95756,900.2478,0.21999,0.0245,-0.34631,0.06446,-0.01115,0.08188
="2026/04/02 16:16:43.060",-0.03933,0.03427,-0.13171,-0.7988,-0.03753,0.09281,0.66908,0.05466,-0.84565,-0.0035,0.00011,0.00501,13.19348,902.03351,-0.28427,0.06614,-0.24254,-0.11312,-0.00564,0.00757
="2026/04/02 16:16:43.080",-0.35445,0.01254,-0.0884,-0.58871,-0.01542,0.22526,0.17891,0.05706,-0.7189,-0.02913,-0.00555,-0.00139,0.03097,896.90533,-0.14193,0.05122,-0.34737,0.06432,-0.05375,0.09355
="2026/04/02 16:16:43.100",0.02148,0.00111,0.03378,-0.31108,0.01958,0.24265,-0.3253,0.02978,-0.34808,-0.02726,-0.00414,0.00874,0,885.87854,-0.51191,0.04289,-0.26345,0.03238,-0.0252,0.08231
="2026/04/02 16:16:43.120",-0.03835,-0.02464,0.07928,-0.00732,-0.05788,0.26975,-0.49429,0.12739,-0.63771,-0.02069,0.00873,0.03275,0,871.80682,-0.48958,0.03984,-0.15558,0.01032,-0.0245,0.07998
="2026/04/02 16:16:43.140",-0.04105,-0.03976,0.16702,0.37617,-0.00146,0.17657,-1.03924,-0.00457,0.23297,0.05035,0.02109,0.01641,0,855.40161,-0.36792,0.00945,-0.03722,0.13124,-0.04772,0.0723
="2026/04/02 16:16:43.160",0.33965,-0.04781,0.21063,0.57839,-0.04372,0.16283,-0.94851,0.07224,0.0718,0.00977,0.00398,0.00241,0,841.3244,-0.47832,0.00983,0.15978,-0.02419,0.00396,0.02916
="2026/04/02 16:16:43.180",0.02315,-0.04588,0.14991,0.77143,-0.01366,0.00157,-0.9916,0.02195,0.48257,-0.02446,-0.00139,0.00092,6.05482,831.42651,-0.04787,-0.0449,0.17033,0.10596,-0.01607,0.04846
="2026/04/02 16:16:43.200",0.34245,-0.05681,0.16475,0.76125,0.02488,-0.09207,-0.78709,-0.03347,0.80746,0.03037,-0.00419,-0.02116,20.5162,826.85712,-0.07717,-0.04008,0.34465,0.00922,0.02171,-0.04005
="2026/04/02 16:16:43.220",0.14964,-0.01308,0.08974,0.6946,-0.03279,-0.11666,-0.26299,0.03264,0.39745,0.03342,0.00431,0.00149,35.73052,829.21082,0.25758,-0.04674,0.31135,-0.04492,0.0186,-0.06705
="2026/04/02 16:16:43.240",0.07275,-0.009,0.04839,0.57113,0.03608,-0.21969,-0.05756,-0.09236,0.86601,0.01291,-0.00243,0.01591,47.41185,837.29437,0.44281,-0.05726,0.25063,0.05533,0.01448,-0.05328
="2026/04/02 16:16:43.260",0.20298,0.02238,-0.06226,0.12455,-0.00239,-0.21491,0.55463,-0.02331,0.21901,0.03668,0.00747,0.00105,54.62577,851.36536,0.34689,-0.01943,0.25622,-0.09021,0.06102,-0.13714
="2026/04/02 16:16:43.280",-0.19815,0.01597,-0.13698,-0.17708,0.03273,-0.20301,0.76094,-0.05982,0.19618,-0.02981,0.00777,0.0227,55.61846,867.17328,0.62782,-0.0473,0.04401,0.04536,0.02693,-0.06901
="2026/04/02 16:16:43.300",0.02059,0.03965,-0.19603,-0.48664,0.0299,-0.18997,0.9472,-0.06866,-0.02297,0.00715,-0.00957,-0.03482,50.44432,882.03705,0.27863,0.01144,0.00965,-0.08367,0.04506,-0.07751
