time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 15:40:48.700",0.1951,-0.12134,0.1252,0.25596,0.09909,-0.26602,21.76367,0.00532,0.02284,0.04351,859.51843,0.19626,0.02197,-0.27985,-0.10963,0.0242,0.35763,0.10991,-0.04956,0.03606
="2026/04/02 15:40:48.720",0.17133,0.05655,-0.13728,-0.07936,-0.10014,0.80706,24.28857,0.05815,0.02822,-0.0056,858.84711,0.24708,-0.01938,-0.05,0.29708,-0.05195,0.03101,-0.20732,-0.02079,0.08977
="2026/04/02 15:40:48.740",0.10674,0.10208,-0.25651,0.50664,0.01818,0.18602,25.6131,0.15007,-0.02122,0.01493,859.6875,0.25758,0.04029,-0.07242,-0.10966,0.0091,0.10811,0.48704,0.0241,-0.23538
="2026/04/02 15:40:48.760",-0.03092,-0.063,-0.20229,0.061,0.0745,0.15972,26.35037,-0.0319,-0.03362,-0.00053,861.17456,0.23624,0.03422,-0.01438,0.33684,0.0229,-0.04318,-0.30183,0.0424,0.01028
="2026/04/02 15:40:48.780",-0.01187,0.07794,-0.43099,0.24673,-0.10982,0.57379,25.06727,0.09083,-0.00718,-0.00931,862.53748,0.2972,-0.04354,0.0878,0.14432,-0.0341,-0.25091,0.20899,0.02887,-0.20558
="2026/04/02 15:40:48.800",-0.15168,-0.08393,-0.2071,0.42918,0.04813,-0.50188,24.24069,0.01843,-0.03565,0.02059,866.03809,0.18525,0.04722,-0.13592,0.08605,0.03554,-0.05276,0.01747,-0.00605,-0.03531
="2026/04/02 15:40:48.820",-0.13785,0.05727,-0.13679,-0.09971,-0.05984,0.2783,22.9317,-0.01982,0.01246,-0.00578,868.27032,0.25269,-0.0182,0.13266,0.34866,0.01442,-0.30029,-0.24824,0.02701,0.00085
="2026/04/02 15:40:48.840",-0.14489,0.02074,-0.00746,0.3779,0.01162,-0.47296,20.54415,0.09076,0.02784,-0.00551,869.57458,0.16152,0.00476,-0.07269,-0.11913,0.04172,-0.21038,0.16105,0.0131,0.04223
="2026/04/02 15:40:48.860",-0.16832,-0.0354,0.15953,-0.26968,0.02112,-0.47411,18.97526,-0.0018,0.01051,-0.04636,870.05219,0.04513,-0.03455,0.08845,0.2701,0.00987,-0.20375,-0.32448,0.03025,0.06162
="2026/04/02 15:40:48.880",0.00736,-0.04722,0.25662,-0.15307,-0.07889,0.00318,16.83494,-0.08854,0.00557,0.01016,869.32062,0.13233,-0.05408,0.16932,-0.03712,0.0152,-0.27094,0.02227,-0.0206,0.0089
="2026/04/02 15:40:48.900",-0.05032,-0.13564,0.45105,-0.03554,0.0879,-0.85572,16.52207,-0.1074,0.0583,0.02696,868.91882,0.13186,-0.00281,0.05226,-0.03768,0.04927,-0.00131,-0.01347,-0.06991,0.03855
="2026/04/02 15:40:48.920",0.07635,0.00902,0.35096,-0.4572,-0.07552,0.20936,17.25617,0.07895,0.04261,0.04,866.55066,0.13156,-0.0452,0.09439,0.10917,-0.05354,0.086,-0.1381,-0.05282,0.02459
="2026/04/02 15:40:48.940",0.13192,0.07153,0.33015,0.31857,-0.0594,-0.20816,16.92928,0.01489,0.02753,0.00686,864.30463,0.08969,-0.00677,0.0179,-0.35794,-0.04485,0.22027,0.22336,0.01183,0.06945
="2026/04/02 15:40:48.960",0.15146,-0.04864,0.16365,-0.15034,-0.01666,0.02495,18.31219,0.04318,0.02433,-0.00331,861.79218,0.07081,0.00993,0.11006,0.06199,-0.01579,0.316,-0.19188,0.01237,0.04293
="2026/04/02 15:40:48.980",0.21441,-0.12882,0.06174,0.10347,0.0768,0.39497,20.2809,0.02046,0.0197,0.02063,859.14771,0.19038,-0.0317,0.16423,-0.18395,-0.00993,0.20579,0.28294,0.06167,0.16205
="2026/04/02 15:40:49.000",0.17763,-0.13477,-0.03525,0.23187,0.27707,0.04426,23.0576,-0.01641,0.0087,0.03569,858.59528,-0.03077,0.03827,-0.03615,-0.08691,-0.01036,0.19556,0.03965,-0.01737,-0.08089
="2026/04/02 15:40:49.020",0.18208,0.00265,-0.13138,-0.40518,-0.01796,0.81284,25.28437,0.06261,-0.01456,0.02032,858.35284,0.19471,-0.00191,0.11307,0.10029,-0.03223,0.20039,-0.05087,-0.09886,0.06896
="2026/04/02 15:40:49.040",0.12939,0.09817,-0.12478,0.37142,-0.16452,0.03042,26.41293,0.02315,0.02608,0.02619,859.77582,-0.00076,0.05094,-0.11147,-0.19671,-0.03175,-0.02324,0.32072,-0.09355,-0.1579
="2026/04/02 15:40:49.060",-0.06539,0.09017,-0.21824,0.12045,-0.07874,0.38572,26.74577,0.01972,-0.03999,-0.0121,861.84131,0.01516,0.02753,-0.06296,0.17896,0.02379,0.07947,-0.13605,0.01146,-0.17407
="2026/04/02 15:40:49.080",-0.00123,0.14141,-0.31824,0.21575,0.00703,0.11542,25.75361,0.0366,-0.01191,-0.03908,864.38165,-0.13041,-0.00156,0.08332,-0.00972,-0.02109,-0.05745,0.13148,0.12049,-0.04291
="2026/04/02 15:40:49.100",-0.17191,-0.04089,-0.28571,0.5714,0.09185,-0.34711,25.07189,0.10104,0.0117,0.01145,867.80084,-0.18806,0.0124,-0.03261,0.13496,0.04962,-0.09714,0.01172,0.12581,-0.18381
="2026/04/02 15:40:49.120",-0.14579,-0.07936,-0.17659,-0.24572,0.13342,0.04245,22.97757,0.04177,0.03291,0.01518,869.45911,0.09241,-0.01321,0.0965,0.31594,0.0458,-0.22206,-0.13881,0.04009,-0.08519
="2026/04/02 15:40:49.140",-0.16,0.00713,0.01871,0.29369,0.12888,-0.4757,20.7396,0.15211,-0.00745,-0.01796,871.47876,-0.21095,-0.00543,0.01526,-0.06273,0.05111,-0.16228,0.13256,-0.07363,0.02349
="2026/04/02 15:40:49.160",-0.13312,0.01138,0.24812,-0.39265,0.0123,-0.14979,18.26774,0.00453,-0.00768,-0.0353,871.92676,0.02593,-0.01666,0.04527,0.27172,-0.00372,-0.00976,-0.21287,-0.09708,-0.0979
="2026/04/02 15:40:49.180",-0.05055,0.13248,0.31469,-0.17027,-0.2736,0.07745,15.07595,0.03942,-0.00394,-0.02147,870.3819,-0.03877,0.0039,0.13092,-0.12626,-0.01476,-0.05548,0.11903,-0.0262,0.09327
="2026/04/02 15:40:49.200",-0.0552,0.07362,0.41739,0.0164,-0.2628,-0.00863,15.25147,0.08429,0.00366,-0.00087,868.6156,-0.21207,-0.02452,-0.00595,-0.14071,-0.00604,-0.05139,-0.08,0.06365,-0.04327
="2026/04/02 15:40:49.220",0.0746,0.05089,0.35956,-0.77926,-0.29306,0.20913,15.90638,0.08837,-0.01086,0.00529,865.26831,0.20709,-0.03659,0.07683,-0.02627,-0.03749,0.1476,-0.0653,0.05694,0.03809
="2026/04/02 15:40:49.240",0.06637,-0.00316,0.2285,0.02281,-0.17945,-0.0161,16.47662,0.01529,0.00336,-0.02238,863.10394,-0.23448,-0.0132,-0.02961,-0.34095,-0.00463,0.17673,0.13742,0.03716,0.12275
="2026/04/02 15:40:49.260",0.12579,-0.03265,0.17306,-0.40374,-0.07237,0.3752,18.02998,0.03965,-0.01374,-0.01857,860.57684,0.15133,0.01776,-0.07664,-0.00804,-0.04764,0.34051,-0.10062,0.0161,-0.02457
="2026/04/02 15:40:49.280",0.18316,0.01645,0.02433,-0.01837,-0.0202,0.43536,20.15557,0.09112,-0.00878,-0.00969,858.12683,0.09685,0.01311,-0.04948,-0.23024,-0.01099,0.2589,0.20303,0.00221,0.08914
="2026/04/02 15:40:49.300",0.07908,-0.01226,-0.12751,0.3645,0.02915,0.36155,23.58217,0.24074,0.01982,0.01766,857.85541,-0.00922,0.01643,-0.04013,-0.13573,-0.04237,0.23245,0.09943,-0.02576,-0.17733
="2026/04/02 15:40:49.320",0.08912,0.00937,-0.15598,-0.15482,0.02295,0.59944,25.62026,0.00654,0.01261,0.03213,857.65863,0.06142,-0.0236,0.03441,-0.00295,-0.03179,0.25204,0.10524,-0.00176,-0.06138
="2026/04/02 15:40:49.340",0.02385,0.08019,-0.17923,0.59249,0.09892,0.23016,26.99489,0.10394,0.00993,-0.01702,858.76471,-0.18262,0.04999,0.03393,-0.19467,0.00662,0.07887,0.30978,0.00749,-0.10979
="2026/04/02 15:40:49.360",-0.08068,0.06025,-0.20575,0.12142,0.02206,0.26728,27.90583,0.04683,-0.00867,0.01424,860.77289,0.03393,-0.01403,-0.00577,0.15556,-0.0125,0.11617,-0.09249,0.01641,-0.23309
="2026/04/02 15:40:49.380",-0.10801,0.07802,-0.24268,0.28437,0.023,0.20451,26.97122,0.05524,0.03901,0.00651,864.38599,0.08522,-0.01024,0.01182,-0.14118,0.03043,0.00785,0.24585,0.04527,-0.12838
="2026/04/02 15:40:49.400",-0.24855,0.02249,-0.15208,0.3611,-0.00029,-0.14267,25.68851,0.02232,-0.02267,0.05561,868.5564,0.10321,-0.02768,-0.08275,0.03521,-0.01758,-0.15661,-0.02884,0.03092,-0.21067
="2026/04/02 15:40:49.420",-0.17151,0.04113,-0.07708,-0.22965,-0.0715,0.1427,22.61386,0.02714,-0.01792,0.01917,869.92163,0.13944,-0.05954,-0.01531,0.0404,0.05271,-0.12829,-0.01898,-0.00581,-0.06727
="2026/04/02 15:40:49.440",-0.23789,0.04104,0.05076,0.16539,0.01052,-0.41297,19.48562,-0.01661,0.00234,-0.03092,871.367,-0.16111,0.02491,0.08316,-0.22443,-0.00473,-0.11036,0.1423,-0.03874,-0.05998
="2026/04/02 15:40:49.460",-0.19601,-0.00419,0.20509,-0.33433,-0.06957,-0.17595,17.20712,-0.08341,0.0265,-0.02175,871.3783,-0.04066,-0.03201,0.16969,0.08674,0.01646,-0.10191,-0.15729,-0.00358,-0.13959
="2026/04/02 15:40:49.480",-0.11505,0.03544,0.28583,-0.26094,0.02394,-0.27398,15.03081,0.12578,-0.0067,0.00989,869.84125,-0.05508,0.02134,0.0393,-0.24904,0.02038,-0.03557,0.08787,-0.02609,0.08997
="2026/04/02 15:40:49.500",-0.07834,0.0111,0.37703,-0.16563,0.03129,-0.343,14.89637,0.10468,0.02946,0.01841,868.06201,-0.14955,0.05003,0.10616,-0.09742,-0.00935,0.03519,-0.11014,-0.02182,-0.07216
="2026/04/02 15:40:49.520",0.04491,0.01778,0.24395,-0.63374,-0.01179,0.08041,14.7554,0.07673,-0.02583,0.01651,864.30383,0.04358,-0.02681,0.05843,-0.1078,-0.00254,0.16381,0.00553,-0.00597,0.06482
="2026/04/02 15:40:49.540",0.09836,-0.01932,0.21193,0.00203,0.06424,-0.1526,15.44707,-0.09532,-0.02371,-0.02814,861.28717,-0.1071,-0.01213,-0.07524,-0.31354,-0.01832,0.19917,0.11777,-0.01351,0.07445
="2026/04/02 15:40:49.560",0.16516,-0.03166,0.14806,-0.3113,0.00387,0.35503,17.84378,0.06758,-0.00527,0.01671,858.77478,0.08026,-0.04537,-0.13066,0.06089,-0.06509,0.12394,-0.01541,-0.03306,-0.09144
="2026/04/02 15:40:49.580",0.19121,0.0051,-0.02292,-0.09496,0.09912,0.03333,20.2011,-0.08222,0.03297,0.04428,857.53986,0.01933,0.01246,-0.09938,-0.26977,-0.00807,0.42461,0.17754,-0.01495,0.10837
="2026/04/02 15:40:49.600",0.09276,0.00748,-0.11834,0.18775,0.02348,0.31725,23.81172,0.08646,0.02194,-0.03882,857.43542,0.09444,-0.00458,-0.05047,0.07233,-0.0623,0.15504,-0.02905,-0.01582,-0.08025
="2026/04/02 15:40:49.620",0.14323,0.02464,-0.22517,-0.00383,-0.05079,0.67826,25.91211,0.09871,-0.01536,-0.0255,857.09479,0.20405,-0.03526,-0.0067,0.04152,-0.0045,0.18077,0.17996,0.00214,-0.14667
="2026/04/02 15:40:49.640",-0.01277,0.06162,-0.25697,0.31787,0.08334,-0.04963,27.29163,-0.01268,-0.03522,-0.04335,859.46698,0.11105,0.01966,-0.04162,-0.08383,-0.00068,0.14387,0.13459,0.00478,-0.04284
="2026/04/02 15:40:49.660",-0.06968,0.08358,-0.30532,0.15669,-0.16264,0.72222,27.73287,0.11176,-0.07936,-0.04294,862.24811,0.15564,-0.03409,0.07245,0.24286,-0.02326,-0.15937,-0.03375,0.02188,-0.27456
="2026/04/02 15:40:49.680",-0.12991,0.04466,-0.27153,0.18645,0.02275,-0.13485,26.18763,-0.01928,-0.00971,0.00488,865.63611,0.03602,0.02081,-0.06313,-0.09757,0.07333,0.03958,0.17324,0.04462,-0.06922
="2026/04/02 15:40:49.700",-0.22711,0.04407,-0.20346,0.17866,-0.04579,0.01963,24.8212,-0.03999,-0.02465,-0.02766,869.46265,-0.07702,0.01227,0.07737,0.20397,-0.01879,-0.224,-0.09158,0.03088,-0.16111
="2026/04/02 15:40:49.720",-0.21687,0.06288,-0.06027,-0.06317,-0.07321,-0.03189,22.09274,-0.07976,-0.00869,0.00401,870.87585,0.01395,0.04492,0.11252,-0.00877,0.00215,-0.05481,0.01705,0.0407,-0.14008
="2026/04/02 15:40:49.740",-0.2359,-0.00417,0.03677,0.07787,0.09998,-0.68007,19.04171,-0.10177,-0.00046,-0.00512,871.78125,-0.13319,0.05805,-0.09414,-0.08219,0.03172,-0.1125,-0.09834,-0.0157,0.15603
="2026/04/02 15:40:49.760",-0.18816,0.01031,0.03606,-0.11969,-0.11376,0.32737,16.40287,-0.0099,0.02508,-0.01027,870.94208,-0.06025,0.00614,0.03329,0.03689,-0.02187,-0.21967,-0.07738,-0.02796,-0.05268
="2026/04/02 15:40:49.780",-0.12608,-0.02296,0.2862,-0.28487,0.13828,-0.80057,14.15316,0.0295,-0.02095,0.02412,868.74042,-0.25033,0.00423,-0.09261,-0.29163,0.05833,0.00037,0.06056,-0.00724,0.079
="2026/04/02 15:40:49.800",-0.06878,0.00319,0.29164,-0.36473,0.07142,-0.20197,14.10465,-0.03738,0.0194,-0.00584,866.31805,-0.10826,-0.02824,0.01766,0.06414,-0.00596,-0.11996,-0.17317,0.01036,0.0556
="2026/04/02 15:40:49.820",0.08456,-0.01437,0.29724,-0.39587,0.04185,-0.08666,13.98229,0.02532,0.01554,0.0706,863.69806,-0.08553,-0.01509,-0.07342,-0.18932,-0.01578,0.07914,0.06776,-0.01546,0.03287
="2026/04/02 15:40:49.840",0.13322,-0.05748,0.14641,-0.13445,0.03365,-0.23824,15.28481,0.01911,0.00964,0.03416,861.47284,-0.13735,0.0427,-0.00947,-0.16523,0.02017,0.30124,-0.01419,-0.03827,0.21403
="2026/04/02 15:40:49.860",0.15726,0.0504,0.0753,-0.22316,-0.14595,0.68856,18.53148,-0.0447,0.01087,-0.01644,857.42645,-0.09373,-0.00906,0.0768,-0.01212,-0.05194,0.1847,-0.00211,-0.02359,0.00087
="2026/04/02 15:40:49.880",0.19335,0.01518,0.06086,0.08168,-0.0627,0.31959,21.71883,-0.05701,-0.01989,-0.01482,855.00543,-0.11192,0.06364,-0.11009,-0.30001,-0.01864,0.23268,0.12338,-0.05853,0.10063
="2026/04/02 15:40:49.900",0.14074,0.07794,-0.05924,-0.21111,-0.10824,0.34591,24.64308,-0.00661,-0.03247,-0.0395,855.93195,-0.09883,0.03681,-0.02514,0.03649,-0.07467,0.12171,-0.03015,0.01825,-0.03694
="2026/04/02 15:40:49.920",0.12657,0.15256,-0.17925,-0.0218,-0.00002,0.38136,26.09437,-0.02825,-0.01212,-0.02795,857.70251,-0.06155,0.00929,-0.04766,-0.09865,0.00819,0.16383,0.14749,-0.00346,-0.06697
="2026/04/02 15:40:49.940",-0.02381,0.16197,-0.19033,0.28006,0.09347,-0.15888,27.50218,-0.01204,0.00149,0.00328,860.49658,-0.18781,0.03421,-0.10331,0.05797,-0.0571,0.04056,0.03422,0.07247,-0.10927
="2026/04/02 15:40:49.960",-0.07118,0.16254,-0.21941,0.22912,0.0526,0.3238,27.83442,-0.08743,0.00686,0.01205,863.12183,-0.0463,-0.01296,0.049,0.22191,0.08524,-0.08976,-0.00203,0.09272,-0.14809
="2026/04/02 15:40:49.980",-0.19386,0.00768,-0.33395,0.44695,0.24994,-0.27282,26.38115,-0.1129,0.00168,0.04241,866.83612,-0.20735,0.05277,-0.06052,0.08,0.03312,-0.16864,0.10018,0.13024,-0.12681
="2026/04/02 15:40:50.000",-0.23638,-0.1875,-0.25036,0.05878,0.00148,0.10453,24.84076,-0.02841,-0.00698,0.03244,869.69702,-0.05492,0.0242,0.01924,0.24605,0.04431,-0.11559,-0.16503,0.08378,0.0161
="2026/04/02 15:40:50.020",-0.18668,-0.16187,-0.23439,0.0884,-0.18297,-0.13644,21.99723,-0.07825,0.00147,0.02418,871.22412,-0.15002,-0.01333,-0.0767,-0.02227,-0.01014,-0.29829,0.02273,-0.04272,-0.04664
="2026/04/02 15:40:50.040",-0.23304,-0.05287,0.00435,0.0771,-0.07557,-0.39659,18.75889,-0.00654,-0.02127,0.01236,872.41748,-0.18417,0.0296,-0.065,0.04283,0.00789,-0.19984,-0.07654,-0.11598,-0.00728
="2026/04/02 15:40:50.060",-0.12464,0.02488,0.16182,-0.31599,-0.11779,-0.17859,16.07648,-0.04413,0.00245,-0.00154,871.29651,-0.0421,-0.02772,0.06916,0.02321,-0.04174,-0.12625,-0.18683,-0.13698,0.0099
="2026/04/02 15:40:50.080",-0.10167,0.02337,0.23288,0.02097,0.03936,-0.52823,14.03228,-0.01861,-0.00067,-0.01258,869.06604,-0.07541,-0.00373,-0.10624,-0.18729,0.05159,-0.05447,0.05099,-0.02568,0.06748
="2026/04/02 15:40:50.100",0.02637,-0.0046,0.23188,-0.47258,0.05535,-0.11181,13.49778,-0.00759,-0.00636,-0.0075,866.0849,-0.06592,-0.03388,0.03181,0.03365,0.01607,-0.03906,-0.2189,0.04786,0.10549
="2026/04/02 15:40:50.120",0.10063,-0.07106,0.19941,-0.37362,-0.02886,0.04345,13.76871,-0.08724,-0.0077,0.00422,862.86084,-0.09912,-0.04871,0.01299,-0.20572,0.00532,-0.05167,0.01568,0.05659,0.14452
="2026/04/02 15:40:50.140",0.1857,-0.1654,0.14663,-0.39598,-0.0443,-0.14311,15.34425,0.00392,0.0056,-0.01712,859.72015,-0.08922,0.03196,-0.11028,-0.10781,-0.0166,0.04466,-0.07348,-0.02214,0.20744
="2026/04/02 15:40:50.160",0.23778,-0.01741,0.08838,-0.44948,-0.10202,0.38969,18.45036,0.00777,0.01325,-0.01728,856.5592,0.00976,-0.02768,0.02422,-0.01244,-0.05866,0.03393,0.00568,-0.07573,0.22157
="2026/04/02 15:40:50.180",0.25771,0.04621,-0.03098,0.18923,-0.05955,0.05728,22.20992,-0.14015,-0.01611,-0.00954,855.93909,-0.16099,0.00986,-0.10885,-0.12653,-0.03399,0.17201,0.09478,-0.07573,-0.0282
="2026/04/02 15:40:50.200",0.19561,-0.01631,-0.17575,0.05339,-0.04216,0.23201,25.1807,0.00484,-0.00103,-0.00265,856.18823,-0.00103,0.03361,0.00619,0.20411,0.00161,0.12595,-0.14324,-0.05556,0.14174
="2026/04/02 15:40:50.220",0.14946,0.11812,-0.234,0.45075,0.02904,0.18668,26.46054,-0.05732,-0.00422,-0.01418,857.64478,-0.11305,0.01805,-0.03519,0.10214,-0.01576,-0.022,0.23633,0.03336,-0.01572
="2026/04/02 15:40:50.240",0.03653,0.09688,-0.22137,0.53913,0.1,-0.08727,27.70303,-0.00997,-0.00322,0.00847,861.07904,-0.06592,0.04894,-0.09591,0.23077,0.01409,0.05233,-0.1249,0.08685,-0.05576
="2026/04/02 15:40:50.260",-0.06215,0.16435,-0.21465,0.29802,0.08788,0.14947,27.94122,0.00678,0.01524,0.02227,864.11707,-0.09824,-0.04445,0.02569,0.29308,-0.00306,-0.0816,-0.06698,0.12198,-0.01192
="2026/04/02 15:40:50.280",-0.11605,0.0444,-0.29124,0.662,0.05264,-0.24522,27.12125,-0.10581,-0.00497,0.00244,867.72522,-0.1581,0.01149,-0.07472,0.11216,0.01524,-0.15976,0.04574,0.09239,-0.02844
="2026/04/02 15:40:50.300",-0.17927,-0.05809,-0.20173,0.20285,0.0088,-0.22625,24.7173,-0.1089,-0.01345,-0.01405,870.49811,-0.10828,0.0114,-0.04158,0.29974,0.04842,-0.30807,-0.28658,0.0451,0.04498
="2026/04/02 15:40:50.320",-0.15561,-0.03515,-0.07309,0.27285,0.02279,-0.25886,21.12552,-0.04514,-0.00481,0.01012,871.7793,-0.17404,-0.01564,0.00049,-0.02105,0.02334,-0.29774,0.0328,-0.00049,-0.00956
="2026/04/02 15:40:50.340",-0.22158,-0.06862,0.08557,0.02975,0.05608,-0.6692,17.92977,-0.03763,-0.00158,-0.00837,872.25507,-0.11125,0.01165,-0.08524,0.12537,0.02477,-0.28448,-0.25706,-0.01559,0.05996
="2026/04/02 15:40:50.360",-0.03429,-0.05949,0.12926,-0.19882,-0.00198,-0.28524,14.64262,-0.10357,-0.02087,-0.00749,871.24994,-0.04022,-0.00652,0.02793,0.02693,0.03181,-0.21103,-0.11013,-0.0152,0.07503
="2026/04/02 15:40:50.380",-0.06914,-0.11786,0.20396,0.054,0.10132,-0.61195,12.84182,-0.01698,-0.01576,-0.01215,869.18848,-0.11061,0.01378,-0.07758,-0.11076,0.02851,-0.12831,-0.0684,-0.03015,0.1172
="2026/04/02 15:40:50.400",0.06598,-0.09246,0.20616,-0.41925,0.02879,-0.1442,12.83555,-0.05137,-0.01403,-0.00124,865.38153,0.04764,-0.03686,-0.06484,0.08777,0.00758,-0.07667,-0.13371,-0.02848,0.15271
="2026/04/02 15:40:50.420",0.16513,-0.08555,0.15651,-0.18453,0.03001,-0.16905,13.63112,-0.05466,0.00177,0.03396,862.18781,-0.02514,-0.00957,0.0025,-0.17618,-0.02303,0.01259,0.1094,-0.06069,0.14277
="2026/04/02 15:40:50.440",0.19796,-0.10374,0.13565,-0.19372,0.03733,-0.09945,16.40311,-0.04014,-0.00867,0.00562,860.05353,-0.04176,0.03273,-0.07254,0.02489,0.01334,0.05223,-0.16033,-0.05758,0.21134
="2026/04/02 15:40:50.460",0.27657,0.00655,0.0522,-0.27887,-0.00518,0.28991,19.49618,0.01081,-0.01374,-0.00606,857.33435,0.05917,0.04309,-0.05742,0.05011,-0.03009,0.09499,0.1135,-0.03297,0.0435
="2026/04/02 15:40:50.480",0.24294,-0.04072,0.03332,0.19987,0.01556,0.06738,23.26326,-0.05194,0.02243,-0.02612,856.33417,0.00854,0.03679,-0.10415,-0.02326,-0.02338,0.15051,0.09024,-0.03049,0.04461
="2026/04/02 15:40:50.500",0.21819,0.02276,-0.14998,-0.06917,-0.01988,0.42638,26.65093,-0.07415,-0.02068,-0.01369,856.89905,0.12521,-0.00991,-0.02461,0.23807,-0.02121,0.11769,-0.05546,-0.00728,0.05113
="2026/04/02 15:40:50.520",0.12795,0.02306,-0.18174,0.34637,-0.02249,0.10305,28.05519,-0.07868,0.0014,-0.00932,858.85303,0.05276,-0.01264,-0.00759,0.07804,-0.01117,0.03822,0.1942,0.01792,-0.08252
="2026/04/02 15:40:50.540",-0.0003,-0.01639,-0.20027,0.34055,0.02489,0.08992,28.39548,0.04233,-0.00284,0.01948,861.61737,-0.13323,-0.02973,0.01796,0.22554,0.01526,0.00476,-0.1231,0.01717,-0.05115
="2026/04/02 15:40:50.560",-0.0672,0.08173,-0.31514,0.19529,-0.02836,0.1855,27.54638,-0.04876,0.00284,0.0076,864.34198,-0.02217,-0.01686,0.09097,0.16272,0.02197,-0.05118,-0.0286,0.06251,0.03158
="2026/04/02 15:40:50.580",-0.17334,0.02242,-0.21399,0.5232,0.00994,-0.17064,26.56757,-0.11922,0.00764,0.01345,868.8371,-0.18296,0.0288,0.00224,0.14509,0.03277,-0.23775,0.00872,0.0283,-0.10385
="2026/04/02 15:40:50.600",-0.17177,-0.07165,-0.02384,0.05857,0.07413,-0.05338,24.72464,0.01868,0.02346,-0.00914,872.466,-0.08418,0.05571,0.1336,0.22496,0.0444,-0.18969,-0.10016,0.01783,-0.06254
="2026/04/02 15:40:50.620",-0.23653,-0.00893,0.04171,0.14463,0.01813,-0.46836,21.44599,-0.05074,0.01323,0.01624,874.17023,-0.09979,0.02772,0.01603,-0.01621,0.01591,-0.26769,-0.00361,0.01392,0.05107
="2026/04/02 15:40:50.640",-0.18205,-0.0708,0.17827,0.07918,-0.01486,-0.34928,17.49489,0.00343,-0.01583,0.00471,873.96515,-0.04354,-0.0544,0.06249,0.09167,0.01878,-0.24159,-0.14415,-0.02444,-0.00435
="2026/04/02 15:40:50.660",-0.04843,-0.08674,0.20967,-0.26362,0.07402,-0.41474,13.94758,-0.07396,0.02466,0.01723,871.83234,-0.03392,-0.07071,0.09982,-0.03428,0.02991,-0.10494,-0.09913,-0.03408,0.1738
="2026/04/02 15:40:50.680",-0.05736,-0.0364,0.2662,-0.00999,0.06518,-0.53708,12.92056,0.11301,0.00713,0.00676,869.2782,-0.10077,-0.05068,0.01589,-0.08581,-0.00402,-0.18296,0.05042,-0.05392,-0.02448
="2026/04/02 15:40:50.700",0.1037,-0.05367,0.34387,-0.36452,0.03218,-0.1442,13.12337,0.06393,0.00404,-0.00041,865.16547,0.3502,-0.027,-0.06474,-0.00347,0.03903,0.05887,-0.1376,-0.05354,0.15946
="2026/04/02 15:40:50.720",0.16348,0.02517,0.24836,-0.18764,0.08585,-0.27896,13.50774,0.06653,0.02437,-0.01236,861.18506,0.27357,0.00722,-0.03138,-0.14125,0.00641,0.05888,0.10313,-0.04005,0.16442
="2026/04/02 15:40:50.740",0.20413,-0.01405,0.28989,-0.10258,0.04918,0.12674,16.0236,0.03074,-0.02959,0.00153,858.03882,0.19273,-0.00938,0.01194,0.01554,-0.01489,0.11452,-0.02818,0.00338,-0.0309
="2026/04/02 15:40:50.760",0.2853,-0.01264,0.08445,-0.28569,0.08073,0.11611,19.33085,-0.0773,-0.03964,-0.03931,856.23712,0.32719,-0.00273,-0.02819,-0.01058,-0.02387,0.20049,0.05775,0,0.16952
="2026/04/02 15:40:50.780",0.19665,0.00773,-0.12309,0.23252,0.02614,0.28776,23.16832,0.04134,-0.02787,0.00585,856.46185,0.24287,0.03338,-0.06192,0.03684,-0.04532,0.12477,0.16604,-0.00196,-0.0814
="2026/04/02 15:40:50.800",0.15695,-0.0431,-0.13657,0.05176,-0.02231,0.4652,26.53663,0.0737,-0.04122,-0.05514,857.08411,0.326,0.01374,-0.04801,0.20943,0.00769,0.19804,-0.05288,-0.00596,0.08739
="2026/04/02 15:40:50.820",0.09161,0.03816,-0.23535,0.27199,0.00753,0.21226,28.47786,-0.01948,0.03181,0.03952,859.51709,0.21259,0.00201,-0.01508,0.09703,0.00283,0.08866,0.24591,0.01241,-0.03161
="2026/04/02 15:40:50.840",-0.02445,-0.02262,-0.20381,0.35726,-0.11368,0.40294,29.61718,0.11744,0.00916,0.06892,862.74298,0.16725,-0.00105,-0.00184,0.27919,0.0276,-0.05142,-0.15127,0.03254,-0.04281
="2026/04/02 15:40:50.860",-0.07995,0.06645,-0.32817,0.17208,-0.04583,0.19978,28.51054,-0.03721,0.03003,-0.01743,866.48102,0.13041,-0.01425,0.08213,0.18753,-0.0015,-0.10571,0.07714,0.0215,-0.0209
="2026/04/02 15:40:50.880",-0.18703,-0.04231,-0.09193,0.41006,-0.05902,0.08359,26.81896,-0.10894,-0.00597,-0.03114,871.04425,-0.0469,-0.02447,-0.00119,0.19009,0.03586,-0.19578,-0.07065,0.01555,-0.14807
